"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"193","2020-11-04 11:11:25-03","ESALQ","ESA","82589","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Munhoz, C. et al.","1418.0","2000","05","21",NA,"Brasil",NA,NA,NA,"ESA082589","Magnoliophyta",NA,"(Klatt) Benth.","Munhoz, C.","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,"ESA082589",NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-11-04 11:11:25-03","ESALQ","ESA","39521","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Assis, M.C. et al.",NA,"1994","12","19",NA,"Brasil",NA,NA,NA,"ESA039521","Magnoliophyta",NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,"ESA039521",NA,NA,"36612","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 11:11:25-03","ESALQ","ESA","113517","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Bosquetti, L.B.","354.0","2006","07","08",NA,"Brasil",NA,NA,NA,"ESA113517","Magnoliophyta",NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853",NA,NA,"ESA113517",NA,NA,"40887","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-04 11:11:25-03","ESALQ","ESA","117021","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Souza, V.C. et al.","24775.0","2000","07","01",NA,"Brasil",NA,NA,"Número ESA antigo (duplicado) 67315","ESA117021","Magnoliophyta",NA,NA,NA,"Goiás","Teresina de Goiás",NA,"-47.2647018432617","-13.7763996124268",NA,NA,"ESA117021",NA,NA,"42211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-04 11:11:25-03","ESALQ","ESA","24526","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Giulietti, A.M.",NA,"1994","01","16",NA,"Brasil",NA,NA,NA,"ESA024526","Magnoliophyta",NA,"(Klatt) Benth. & Hook.","Chukr, N.S.","Minas Gerais","Ouro Branco",NA,"-43.6918983459473","-20.5207996368408",NA,NA,"ESA024526",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 11:11:25-03","ESALQ","ESA","20603","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Souza, V.C. et al.","8240.0","1995","03","10",NA,"Brasil",NA,NA,NA,"ESA020603","Magnoliophyta",NA,"(Klatt) Benth & Hook.","Capellari Jr., L.","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA020603",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-04 11:11:25-03","ESALQ","ESA","22690","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N. et al.","796.0","1995","03","18",NA,"Brasil",NA,NA,NA,"ESA022690","Magnoliophyta",NA,NA,"Capellari Jr., L.","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"ESA022690",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-04 11:11:25-03","ESALQ","ESA","22678","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N. et al.","493.0","1994","10","15",NA,"Brasil",NA,NA,NA,"ESA022678","Magnoliophyta",NA,NA,"Capellari Jr., L.","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"ESA022678",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-04 11:11:25-03","ESALQ","ESA","22687","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R. ; Nakajima, J.N.","701.0","1994","02","24",NA,"Brasil",NA,NA,NA,"ESA022687","Magnoliophyta",NA,NA,"Capellari Jr., L.","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"ESA022687",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 11:11:25-03","ESALQ","ESA","12421","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Souza, V.C. et al.","4685.0","1993","11","26",NA,"Brasil",NA,NA,NA,"ESA012421","Magnoliophyta",NA,"(Klatt) Benth. & Hook.","Chukr, N.S.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012421",NA,NA,"27729","auto","2003","01",NA,NA,"01",NA,NA,NA,NA,NA
"203","2020-11-04 11:11:25-03","ESALQ","ESA","12201","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Souza, V.C. et al.","4509.0","1993","10","30",NA,"Brasil",NA,NA,NA,"ESA012201","Magnoliophyta",NA,"(Klatt) Benth. & Hook.","Chukr, N.S.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012201",NA,NA,"27729","auto","2003","01",NA,NA,"01",NA,NA,NA,NA,NA
"204","2020-11-04 11:11:25-03","ESALQ","ESA","34553","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","11598.0","1996","07","03",NA,"Brasil",NA,NA,"Planta até 1,2 m alt.; frutos castanhos.","ESA034553","Magnoliophyta",NA,"(Klatt) Benth. & Hook.","Chukr, N.S.","Minas Gerais","Santana do Riacho","Serra do Cipó. Cerca de 1-2 km acima do Córrego Chapéu de Sol. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,"ESA034553",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-11-04 11:11:25-03","ESALQ","ESA","33651","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","11631.0","1996","07","04",NA,"Brasil",NA,NA,"Erva; frutos castanhos. Campo arenoso.","ESA033651","Magnoliophyta",NA,"(Klatt) Benth. & Hook.","Chukr, N.S.","Minas Gerais","Santana do Riacho","Serra do Cipó. Fazenda Cachoeira da Capivara. Campo arenoso com afloramentos rochosos.","-43.7144012451172","-19.1688995361328",NA,NA,"ESA033651",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-11-04 11:11:25-03","ESALQ","ESA","32548","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","11640.0","1996","07","04",NA,"Brasil",NA,NA,"Erva; frutos castanhos. Campo arenoso.","ESA032548","Magnoliophyta",NA,"(Klatt) Benth. & Hook.","Chukr, N.S.","Minas Gerais","Santana do Riacho","Serra do Cipó. Fazenda Cachoeira da Capivara. Campo arenoso com afloramentos rochosos.","-43.7144012451172","-19.1688995361328",NA,NA,"ESA032548",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-02-28 14:05:10-03","MN","R","228524","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","3","2012","09","26",NA,"Brasil",NA,NA,NA,"R010009435",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais",NA,"Em frente à entrada da Cachoeira da Fumaça.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","09",NA,NA,"26",NA,NA,NA,NA,NA
"208","2021-02-28 14:05:10-03","MN","R","228528","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","7","2012","09","26",NA,"Brasil",NA,NA,NA,"R010009430",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais",NA,"Entrada da Serra do Lenheiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","09",NA,NA,"26",NA,NA,NA,NA,NA
"209","2021-02-28 14:05:10-03","MN","R","228547","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","39","2013","02","20",NA,"Brasil",NA,NA,NA,"R010009408",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais","Ibitipoca","Parque Estadual do Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","02",NA,"-21,0116667-43,71666","20",NA,NA,NA,NA,NA
"210","2021-02-28 14:05:10-03","MN","R","228554","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","47","2013","02","23",NA,"Brasil",NA,NA,NA,"R010009400",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais","Ibitipoca","Parque Estadual do Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","02",NA,"-21,0116667-43,88333","23",NA,NA,NA,NA,NA
"211","2021-02-28 14:05:10-03","MN","R","228593","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","88","2013","05","17",NA,"Brasil",NA,NA,NA,"R010009361",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais","Ibitipoca","Parque Estadual do Ibitipoca. Trilha para o Pico do Pião.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","05",NA,"-21,6833333-43,86666","17",NA,NA,NA,NA,NA
"212","2021-02-28 14:05:10-03","MN","R","228594","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","89","2013","05","17",NA,"Brasil",NA,NA,NA,"R010009359",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais","Ibitipoca","Parque Estadual do Ibitipoca. Trilha para o Pico do Pião.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","05",NA,"-21,7-43,8666667","17",NA,NA,NA,NA,NA
"213","2021-02-28 14:05:10-03","MN","R","228595","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","90","2013","05","17",NA,"Brasil",NA,NA,NA,"R010009358",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais","Ibitipoca","Parque Estadual do Ibitipoca. Pico do Pião.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","05",NA,NA,"17",NA,NA,NA,NA,NA
"214","2021-02-28 14:05:10-03","MN","R","228603","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","98","2013","06","21",NA,"Brasil",NA,NA,NA,"R010011299",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-02-28 14:05:10-03","MN","R","228604","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","99","2013","06","21",NA,"Brasil",NA,NA,NA,"R010011298",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-02-28 14:05:10-03","MN","R","229606","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Benevides, C.R.","88","2013","12","06",NA,"Brasil",NA,NA,NA,"R010032628",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Conceição de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-31 13:40:24-03","MN","R","231902","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Guizi, A.C.","220","1999","12","21",NA,"Brasil",NA,NA,NA,"R010034035",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Timbopeba","Estrada Timbopeba-Capanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-01-14 15:31:15-03","MN","R","51238","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Glaziou, A.F.M.",NA,"1888","12","22",NA,"Brasil",NA,NA,NA,"R000051238",NA,NA,"(Klatt) Benth. & Hook. f.","Chukr, N.S.","Minas Gerais","São Julião",NA,NA,NA,NA,NA,"R000051238_001",NA,NA,NA,NA,"1997","12",NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-28 14:05:10-03","MN","R","227353","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Alves, R.J.V.","8848","2013","03","13",NA,"Brasil",NA,NA,NA,"R010007289",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Ouro Branco",NA,"-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-02-28 14:05:10-03","MN","R","228534","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","13","2012","09","28",NA,"Brasil",NA,NA,NA,"R010009420",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais","Ouro Branco",NA,"-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"13809","auto","2012","09",NA,NA,"28",NA,NA,NA,NA,NA
"221","2021-03-31 13:40:24-03","MN","R","232245","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Alves, R.J.V.; Abreu, N.L.","8803","2011","09","24",NA,"Brasil",NA,NA,NA,"R010035723",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-02-28 14:05:10-03","MN","R","228631","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","129","2013","12","18",NA,"Brasil",NA,NA,NA,"R010011283",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-02-28 14:05:10-03","MN","R","228633","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","133","2013","12","18",NA,"Brasil",NA,NA,NA,"R010011281",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-02-28 14:05:10-03","MN","R","228634","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, L.M.","134","2013","12","18",NA,"Brasil",NA,NA,NA,"R010009438",NA,NA,"(Klatt) Benth. & Hook. f.","Costa, L.M.","Minas Gerais","Tiradentes","Área de Proteção Ambiental da Serra de São José.","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,NA,"10355","auto","2013","12",NA,NA,"18",NA,NA,NA,NA,NA
"225","2021-03-31 13:40:24-03","MN","R","215715","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Sá, I.M.","359","2006","09","13",NA,"Brasil",NA,NA,NA,"R000066842",NA,NA,"(Klatt) Benth. & Hook. f.","Sá, I.M.","Minas Gerais","Bocaina de Minas","Santo Antonio do Rio Grande","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-31 13:40:24-03","MN","R","215716","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Sá, I.M.","224","2005","11","13",NA,"Brasil",NA,NA,NA,"R000066843",NA,NA,"(Klatt) Benth. & Hook. f.","Sá, I.M.","Minas Gerais","Bocaina de Minas","Santo Antonio do Rio Grande","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-31 13:40:24-03","MN","R","215717","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Sá, I.M.","44","2004","07","27",NA,"Brasil",NA,NA,NA,"R000066844",NA,NA,"(Klatt) Benth. & Hook. f.","Sá, I.M.","Minas Gerais","Bocaina de Minas","Santo Antonio do Rio Grande","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-02-28 14:05:10-03","MN","R","233812","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Costa, M.T.R.","657","2017","01","08",NA,"Brasil",NA,NA,NA,"R010047860",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","São João del Rei","Serra do Lenheiro.","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2015-07-02 14:02:24-03","JBP","HPL","11867","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. Lorenzi & R. Campos","6807","2010","01","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"MG","Gouveia","A cerca de 1.000 metros de altitude em campo rupestre comum localmente","-43.7408","-18.4544",NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-12-20 21:17:59-03","UFV","VIC","27339","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Caiafa, A.N.; Meireles, L.D.","103","2001","03","01",NA,"Brasil",NA,NA,"Erva de aproximadamente 0,40 m; Flores terminais alaranjadas com estrias roxas.","VIC027339",NA,NA,"(Klatt) Benth. & Hook. f.","Lovo, J.","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"13809","auto","2004","04",NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-20 21:17:59-03","UFV","VIC","36244","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Paula, C.C. de; et al.","197","2002","07","14",NA,"Brasil",NA,NA,"Saxícola; herbácea, c.a. de 48 cm de altura; frequência de 3 indivíduos em um raio de 5,0 metros; folhas verdes; sépalas alaranjadas; pétalas metade superior alaranjada e metada inferior alaranjada com listras vermelho escuro; ocorre e","VIC036244",NA,NA,"(Klatt) Benth. & Hook. f.","Lovo, J.","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 3, Afloramento rochoso.","-43.6918983459473","-20.5207996368408",NA,NA,"VIC036244",NA,NA,"13809","auto","2004","04",NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-12-20 21:17:59-03","UFV","VIC","42400","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Coutinho, I.A.C.; et al.","356","2014","03","21",NA,"Brasil",NA,NA,NA,"VIC042400",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,"VIC042400",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-12-20 21:17:59-03","UFV","VIC","36288","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Paula, C.C. de; et al.","414","2002","11","03",NA,"Brasil",NA,NA,"Terrestre; erva, c.a. de 60 cm de altura; frequência de 4 indivíduos em um raio de c.a. de 5,0 metros; folhas verdes; sépalas amarelo escuro;pétalas amarelas com listras transversais marrons; ocorre em área com bastante luminosidade e","VIC036288",NA,NA,"(Klatt) Benth. & Hook. f.","Lovo, J.","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 3, Campo graminóide.","-43.718444","-20.482333",NA,NA,"VIC036288",NA,NA,NA,NA,"2004","04","-43.718444","-20.482333",NA,NA,NA,NA,NA,NA
"234","2020-12-20 21:17:59-03","UFV","VIC","36289","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Paula, C.C. de; et al.","640","2003","02","02",NA,"Brasil",NA,NA,"Terrestre. Herbácea, c.a. de 50 cm de altura; frequência abundante; folhas verdes com listras longitudinais verde claro; sépalas laranja com a base manchada de cor vinho; escamas do bulobo castanhas; brácteas da inflorescência verdes c","VIC036289",NA,NA,"(Klatt) Benth. & Hook. f.","Lovo, J.","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 2, Campo graminóide.","-43.679083","-20.494389",NA,NA,"VIC036289",NA,NA,NA,NA,"2004","04","-43.679083","-20.494389",NA,NA,NA,NA,NA,NA
"235","2020-12-20 21:17:59-03","UFV","VIC","42409A","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Coutinho, I.A.C.; et al.","357","2014","03","21",NA,"Brasil",NA,NA,NA,"VIC42409A",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-12-20 21:17:59-03","UFV","VIC","42427","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Coutinho, I.A.C.; et al.","396","2014","04","23",NA,"Brasil",NA,NA,NA,"VIC042427",NA,NA,"(Klatt) Benth. & Hook. f.",NA,"Minas Gerais","Santana do Riacho","Serra da Lapinha","-43.7144012451172","-19.1688995361328",NA,NA,"VIC042427",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-11-21 14:37:37-03","UFJF","CESJ","56707","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","L. Menini Neto; F.R.G. Salimena; P.H. Nobre","964","2010","09","25","América do Sul","Brasil",NA,NA,"Erva terrestre, no campo, entre gramíneas. Flores amarelas, tépalas internas densamente estriadas transversalmente de castanho.","CESJ056707","Angiosperma",NA,"(Klatt) Benth. & Hook.","D.S. Santiago","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Trilha para o Pico do Papagaio. UTM (23K), 0535238, 7563778. 1741 m.s.m.","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,NA,"27460","auto","2013","03",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-11-21 14:37:37-03","UFJF","CESJ","49699","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","F.R.G. Salimena; J.A. Oliveira; L. Menini Neto; I.C.Almeida; T. Mota; S.M. Dutra; F.S. Souza; S.","2570","2007","12","08","América do Sul","Brasil",NA,NA,"Planta em campo rupestre, flores amarelas com manchas vináceas.","CESJ049699","Angiosperma",NA,"(Klatt) Benth. & Hook.","C.N. Matozinhos","Minas Gerais","Rio Preto","R.P.P.N. São Lourenço do Funil, 18º36'01,6 S, 43º57'04,2 W. 1139 m.s.m.","-45.951167","-18.600444","1139","1139",NA,NA,NA,NA,NA,"2010","04","-45.951167","-18.600444",NA,NA,NA,NA,NA,NA
"239","2019-11-21 14:37:37-03","UFJF","CESJ","69949","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","F.F. d'Eça Neves","832","1998","02","04","América do Sul","Brasil",NA,NA,"Planta ereta, flores com cor alaranjada","CESJ069949","Angiosperma",NA,"(Klatt) Benth. & Hook.","F.F. d'Eça Neves","Minas Gerais",NA,"Serra do Cipó, Na parada do Juquinha","-43.55","-19.256944","1330","1330",NA,NA,NA,NA,NA,"1998","03","-43.55","-19.256944","03",NA,NA,NA,NA,NA
"240","2019-11-21 14:37:37-03","UFJF","CESJ","52191","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","N.L. Abreu; C.N. Matozinhos","287","2008","10","14","América do Sul","Brasil",NA,NA,"Erva terrestre em campo rupestre. Sépalas amarelas e pétalas amarelas estriadas de vináceo.","CESJ052191","Angiosperma",NA,"(Klatt) Benth. & Hook.","C.N. Matozinhos","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Marciano.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,"20815","auto","2010","04",NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-11-21 14:37:37-03","UFJF","CESJ","52436","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","T.A. Sales; D.S. Pimenta","2","2008","08","29","América do Sul","Brasil",NA,NA,"Herbácea, com haste de aproximadamente 40cm, comum em pastagens, rizoma amarelo com acúmulo de bainha das folhas, coletada na época de deiscência do fruto, florescimento no ápice da haste.","CESJ052436","Angiosperma",NA,"(Klatt) Benth. & Hook.","s.det.","Minas Gerais","Santana do Garambéu","Região das Três Pontes","-44.1044006347656","-21.6014003753662",NA,NA,NA,NA,NA,"16256","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-11-21 14:37:37-03","UFJF","CESJ","60945","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","D.S. Santiago; R.J.V.Alves; K. Antunes","223","2012","11","23","América do Sul","Brasil",NA,NA,"Erva, ca. 50 cm. Flores alaranjadas com manchas marrons. Com xilopódio. Grande população.","CESJ060945","Angiosperma",NA,"(Klatt) Benth. & Hook.",NA,"MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No campo.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
