"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","coordinatePrecision","geoFlag","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","typeStatus","preparationType","fieldNumber"
"49","2019-05-06 11:53:29-03","UFU","HUFU","56924","S","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Souza, V.C.; Souza, J.P.; Capellari-Júnior, L.; Elias, S.I. & Foster, W.","20940",NA,"Brasil","HUFU00047040","HUFU00047040","Nakajima, J.N.","2016","03","1998","04","05","Minas Gerais","Gouveia","Rodovia Curvelo - Diamantina, Cerca de 30km de Gouveia em direção a Curvelo. Fazenda Barro Preto.","-43.936667","-18.591389","-43.936667","-18.591389","Arbusto, ca. 1 m. Flores creme.; Campo úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-05-06 11:53:29-03","UFU","HUFU","58401","S","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Hemsing, P.K.B.; Hemsing, P.K.B.; Soares, P.N.; Deus, F.F. & Marzineck, J.","291",NA,"Brasil","HUFU00047035","HUFU00047035","Nakajima, J.N.","2016","03","2010","09","23","Minas Gerais","Diamantina","Estrada Diamantina-Gouveia, ca.7km da cidade de Diamantina.","-43.691667","-18.35","-43.691667","-18.35","Subarbusto, ca. 1 m alt. Brácteas involucrais verdes, corola e ramos do estilete roxo.; Campo rupestre.",NA,NA,NA,"1379","1379",NA,NA,NA,NA,NA
"51","2019-05-06 11:53:29-03","UFU","HUFU","59810","S","Plantae",NA,"Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Marques, D.; Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Araújo, I.M.; et al.","206",NA,"Brasil","HUFU00047036","HUFU00047036","Marques, D.","2011","11","2011","05","18","Minas Gerais","Diamantina","Parque Estadual do Biribiri","-43.629167","-18.210278","-43.629167","-18.210278","Erva, ca. 0,7 m alt. Brácteas involucrais verdes, corola lilás, estilete roxo.; Campo rupestre.",NA,NA,"22","1145","1145",NA,NA,NA,NA,NA
"52","2017-09-11 17:08:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex DC.","Martius, CFP","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in prov. Minas Geraes, in ditione Sertão dicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:08:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex DC.","Martius, C","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in prov. Minas Geraes, in ditione Sertão dicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-08 12:36:31-03","UFRGS","ICN","041220","S","Plantae","Dicotyledon","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Hagelund, K","6368","América do Sul","Brasil",NA,NA,"Marques, D","2015","05","1972","07","24","MG","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"Doação de K. Hagelund para N.I. Matzenbacher.","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-08 12:36:31-03","UFRGS","ICN","181168","S","Plantae","Dicotyledon","Asteraceae","Lepidaploa","spixiana","Lepidaploa spixiana","(Mart. ex DC.) H.Rob.","Hagelund, K","6360","América do Sul","Brasil",NA,NA,"Marques, D","2015","05","1972","07","24","MG","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto","27",NA,NA,NA,NA,NA,NA,NA
"56","2014-09-23 11:01:12-03","G","G-DC","G00327870","S","Plantae",NA,"Asteraceae","Vernonia","spixiana","Vernonia spixiana","DC.","Martius, C. F. P.",NA,"AMERIQUE DU SUD","Brazil","G00327870",NA,"CAT.HERB.PRODR.","2013","01",NA,NA,NA,"Minas Gerais",NA,NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778","Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site",NA,NA,"01",NA,NA,NA,NA,"ISOTYPUS of Vernonia spixiana DC.",NA,NA
"57","2019-11-21 10:01:37-03","IBt","SP","143525","S","Plantae",NA,"Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex DC.","Semir, J; Sazima, M","CFSC656",NA,"Brasil",NA,NA,NA,NA,NA,"1972","02","07","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 113 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"31264","auto",NA,"1140","1140",NA,NA,NA,NA,NA
"58","2019-11-21 10:01:37-03","IBt","SP","143474","S","Plantae",NA,"Asteraceae","Vernonia","spixiana","Vernonia spixiana","Mart. ex DC.","Joly, AB; Semir, J; Ugadim, Y","CFSC7",NA,"Brasil",NA,NA,"Leitão Filho, HF","1985","08","1970","06","05","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"31264","auto","12","1150","1150",NA,NA,NA,NA,NA
