"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"234","2019-02-22 11:46:29-03","IPA","IPA","23167","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Rudd, V.E.",NA,NA,NA,"Harley, R.M.","17096","1974","03","17","Brasil","Bahia",NA,"Coastal Zone. 11km S of Santa Cruz Cabrália. Restinga by the sea, with strand vegetation progressively developing into scrub and low forest further inland. Sea level","-39.016667","-16.366667","-39.016667","-16.366667",NA,NA,"Tree to 3m. Flowers small, white. Pods green","IPA0023167",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-02-22 11:46:29-03","IPA","IPA","2383","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Andrade-Lima","961","1951","12","29","Brasil","Rio de Janeiro",NA,"Margem do mangue. Barra da Tijuca",NA,NA,NA,NA,NA,NA,"Arbusto, flor creme-claro","IPA0002383",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-02-22 11:46:29-03","IPA","IPA","25123","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Lewis, G.P.","1978","12","08","Harley, R.M.","18025","1977","01","17","Brasil","Bahia",NA,"Coastal Zone. Between Alcobaça and Caravelas on the BA-001 highway, 23km S of Alcobaça, not far from coast. Mixed restinga, much disturbed with areas subject to flooding with some mangrove species, and some high restinga on higher ground Açt. ca. se","-39.25","-17.733333","-39.25","-17.733333",NA,NA,"Low, much-branching woody shrub to 3m, shoot tips twining. Shoots green, tomentose, tomentum light brown. Leaves with pale green, soon-caducous stipules, dull green above paler below and brown-tomentose on nerves. Corolla brown-red, f","IPA0025123",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-02-22 11:46:29-03","IPA","IPA","55480","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Coelho, P.","s.n.","1994","10","11","Brasil","Pernambuco","Ilha de Itamaracá","coleta no caminho da lagoa, área de tabuleiro.",NA,NA,NA,NA,NA,NA,"Arbusto, flores rosa-claras.","IPA0055480",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-02-22 11:46:29-03","IPA","IPA","55519","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Laurênio, A.","2003","07","23","Coelho, P.","s.n.","1994","10","11","Brasil","Pernambuco","Ilha de Itamaracá",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0055519",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-02-22 11:46:29-03","IPA","IPA","61587","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Queiroz, L.P. de","2006","05",NA,"Silva, A.","s.n.","2000","01","04","Brasil","Pernambuco","Ilha de Itamaracá","Vila Velha, Mangue",NA,NA,NA,NA,NA,NA,"Árvore até 5m de altura. Flores verde-amareladas. usada o tronco para fabricação de gereré","IPA0061587",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-02-22 11:46:30-03","IPA","IPA","75795","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,"1961","11","16","Tavares, S.","859",NA,NA,NA,"Brasil","Pernambuco","Paulista","Praia da Conceição","-34.141944","-7.9375","-34.141944","-7.9375",NA,NA,NA,"IPA0075795",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-02-22 11:46:30-03","IPA","IPA","84549","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Gomes-Silva, A.","2010","07","05","Rocha, E.A.","1365","2005","09","15","Brasil","Paraíba","Conde","Praia de Jacumã, na entrada da praia, no mangue do Rio Gurugi.","-34.801944","-7.277778","-34.801944","-7.277778","6","6","Arbusto ca. 2-3m de altura, com flores e botões. Flores pequenas, alvacentas, meliófilas. Frequente nas bordas do mangue local.","IPA0084549",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-02-22 11:46:30-03","IPA","IPA","84589","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Cardoso, D.","2011","02","21","Rocha, E.A.","1690","2008","07","20","Brasil","Bahia","Ilhéus","APA da Lagoa Encantada, na Lagoa Encantada, próximo entrada do Rio Caldeiras.","-39.145556","-14.626389","-39.145556","-14.626389",NA,NA,"Arbusto aquático, fixo, 3m de altura, com flores esbranquiçads. Planta ornamental. Rara, nas margens da Lagoa Encantada.","IPA0084589",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-02-22 11:46:30-03","IPA","IPA","87007","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Josinaldo Alves","2011","12","02","Josinaldo Alves; Oliveira, M.; Oliveira, M.","686","2011","12","02","Brasil","Pernambuco","Jaboatão dos Guararapes","Barra de Jangada","-34.937222","-8.2375","-34.937222","-8.2375",NA,NA,"Arbusto ca. 2m de altura. Frutos de cor clara.","IPA0087007",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-02-22 11:46:30-03","IPA","IPA","87018","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Josinaldo Alves","2011","12","02","Josinaldo Alves; Oliveira, M.; Oliveira, M.","697","2011","12","02","Brasil","Pernambuco","Paulista","Praia do janga","-34.827222","-7.951111","-34.827222","-7.951111",NA,NA,"Arbusto ca. 2,50m de altura. Flores dininutas esbranquiçadas.","IPA0087018",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-02-22 11:46:29-03","IPA","IPA","45028","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Ataíde, M.","1973",NA,NA,"Ataíde, M.","s.n.","1972","11","17","Brasil","Alagoas","Maceió","Praia de jatiúca","-35.7352981567383","-9.6658296585083",NA,NA,NA,NA,NA,"IPA0045028",NA,"Southern America",NA,NA,"Plantae",NA,"34538","auto",NA,NA,NA,NA,NA
"246","2019-02-22 11:46:29-03","IPA","IPA","15514","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Barroso, G.M.",NA,NA,NA,"Belém, R.P.; Pinheiro, R.S.; Pinheiro, R.S.","2161","1966","05","11","Brasil","Bahia","Itacaré","Beira do mar. Zona calcárea","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"Arbusto de 1-2 m; frutos verdes","IPA0015514",NA,"Southern America",NA,NA,"Plantae",NA,"41230","auto",NA,NA,NA,NA,NA
"247","2019-02-22 11:46:29-03","IPA","IPA","27014","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Noblick, L.R.","1465","1979","08","12","Brasil","Bahia","Salvador","Boca do Rio, perto do campo de futebol. Solo alagado pelo mar e rio que fica perto","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Arbusto de 2m. Flores alvas","IPA0027014",NA,"Southern America",NA,NA,"Plantae",NA,"26018","auto",NA,NA,NA,NA,NA
"248","2019-02-22 11:46:29-03","IPA","IPA","57629","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Guedes, M.L.",NA,NA,NA,"Guedes, M.L.; et al.; et al.","3609","1994","11","20","Brasil","Bahia","Vera Cruz","Jenibatuba","-38.6086006164551","-12.9603004455566",NA,NA,NA,NA,"Arbusto ca. 1,50m de altura. Frutos alados","IPA0057629",NA,"Southern America",NA,NA,"Plantae",NA,"27816","auto",NA,NA,NA,NA,NA
"249","2019-02-22 11:46:30-03","IPA","IPA","84588","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Cano, O.","2013","01","15","Miranda, A.M.","527","1992","07","30","Brasil","Pernambuco","Paulista",NA,"-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,"Arvoreta ca. 1,60m de altura; flores alvas.; Solo arenoso.","IPA0084588",NA,"Southern America",NA,NA,"Plantae",NA,"17375","auto",NA,NA,NA,NA,NA
"250","2019-02-22 11:46:29-03","IPA","IPA","75486","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Tavares, S.","859","1961","11","16","Brasil","Pernambuco","Paulista","Praia da Conceição, á margem do mangue","-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,"Arbusto com ramos lianoides.","IPA0075486",NA,"Southern America",NA,NA,"Plantae",NA,"17375","auto",NA,NA,NA,NA,NA
"251","2019-02-22 11:46:30-03","IPA","IPA","76022","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Tavares, S.","859","1961","11","16","Brasil","Pernambuco","Paulista","Praia da Conceição, á margem do mangue.","-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,"Arbustos com ramos lianoides.","IPA0076022",NA,"Southern America",NA,NA,"Plantae",NA,"17375","auto",NA,NA,NA,NA,NA
"252","2019-02-22 11:46:30-03","IPA","IPA","87017","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Josinaldo Alves","2011","12","02","Josinaldo Alves; Oliveira, M.; Oliveira, M.","696","2011","12","02","Brasil","Pernambuco","Recife","Praia da Boa Viagem","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Arbusto ca. 2,50m de altura. Flores dininutas esbranquiçadas.","IPA0087017",NA,"Southern America",NA,NA,"Plantae",NA,"18865","auto",NA,NA,NA,NA,NA
"253","2019-02-22 11:46:30-03","IPA","IPA","9513","S","Plantae","Leguminosae-Pap.","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Gehrt, A.",NA,NA,NA,"Pickel, B.","4744","1940","03","18","Brasil","São Paulo","Santos","Ilha de Santo Amaro, praia do Góis, à beira mar","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,"IPA0009513",NA,"Southern America",NA,NA,"Plantae",NA,"26836","auto",NA,NA,NA,NA,NA
"254","2020-12-20 21:17:21-03","UFV","VIC","4921","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Hatschbach, G.","1967",NA,NA,"Hatschbach, G.","16383","1967","04","23","Brasil","Paraná","Paranaguá","Pontal do Sul, Entre o mangue e a restinga.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto, ramos longos decumbentes; flor alva.","VIC004921","VIC004921",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"255","2020-12-20 21:17:21-03","UFV","VIC","5763","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, A.F. da","1980","01",NA,"Krieger, L.; et al.","14801","1977","04","08","Brasil","Rio de Janeiro","Maricá","Itaipuaçu, Restinga.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Arbusto macio prostrado; flores brancas.","VIC005763","VIC005763",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"256","2020-12-20 21:17:21-03","UFV","VIC","15003","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Lima, H.C. de","2002","07",NA,"Borges, C.M.O. de; et al.","s.n.","1995","02","09","Brasil","São Paulo","Ubatuba","Picinguaba, Formações de dunas e restingas.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Arvoreta, c.a. de 3,0 metros de altura.","VIC015003","VIC015003",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"257","2020-12-20 21:17:21-03","UFV","VIC","22840","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Garcia, F.C.P.","1989","12","10","Furlan, A.; et al.","1123","1989","12","10","Brasil","São Paulo","Ubatuba","Picinguaba, Trilha das Três Lagoas.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Arbusto escandente. Flores brancas pouco perfumadas.","VIC022840","VIC022840",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"258","2020-12-20 21:17:21-03","UFV","VIC","30471","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Valente, G.E.","2005","05","08","Valente, G.E.; Ferreira, A.A.A.","1748","2005","05","08","Brasil","Espírito Santo",NA,"Rio Beneventes, Mangue.",NA,NA,NA,NA,NA,NA,"Planta escandente, na borda do Rio Benevente. Inflorescência axilar de flores cremes.","VIC030471","VIC030471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-12-20 21:17:21-03","UFV","VIC","27740","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Valente, G.E.","2003","05","24","Valente, G.E.; et al.","1336","2003","05","24","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha (Setiba), Restinga.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"Planta escandente, coletada na borda de trilha que liga a sede do parque à praia conhecida popularmente como pé de moeda devido ao formato arredondado do fruto pardacento.","VIC027740","VIC027740",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"260","2020-12-20 21:17:21-03","UFV","VIC","19879","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Valente, G.E.","2004","05","03","Valente, G.E.; et al.","1588","2004","05","03","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha (Setiba), Restinga.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"Planta escandente de flores brancas.","VIC019879","VIC019879",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"261","2020-12-20 21:17:21-03","UFV","VIC","4736","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Saito, Y.; Kuniyoshi, N.","1252","1965",NA,NA,"Brasil","Paraná","Antonina","Beira da praia.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Arbusto.","VIC004736","VIC004736",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"262","2020-12-20 21:17:21-03","UFV","VIC","3534","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Drummond, O.A.","s.n.","1944","01","05","Brasil","Rio de Janeiro","Paraty","Praia da Trindade, Na areia.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"VIC003534","VIC003534",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"263","2019-10-25 11:38:30-03","IECOS","HBRA","162","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"C. C. L. Santos","51","2003","07","23","Brasil","Pará","Bragança","Península de Ajuruteua, Praia de Ajuruteua, campo e dunas baixas entre beira do mar e manguezal","-46.6125","-0.81944444","-46.61250000","-0.81944444",NA,NA,NA,"HBRA0001524","HBRA0001524","América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-10-25 11:38:30-03","IECOS","HBRA","1537","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","U. Mehlig","2010","05","01","M. P. M. Menezes","180","2007","07","24","Brasil","Pará","Soure","Praia Araruna, borda manguezal-canal de maré","-48.4875","-0.71194444","-48.48750000","-0.71194444",NA,NA,"Arbusto, 1,80 m de altura. Fixado em álcool antes de prensar","HBRA0001603","HBRA0001603","América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-10-25 11:38:30-03","IECOS","HBRA","2607","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","U. Mehlig","2010","05","01","U. Mehlig","598","2009","02","14","Brasil","Pará","Salinópolis","Atalaia, praia de Atalaia, em dunas","-47.29783333","-0.60122222","-47.29783333","-0.60122222",NA,NA,"Arbusto <2,5 m. Galhos formando gavinhas","HBRA0001611","HBRA0001611 HBRA0001611_v01 HBRA0001611_v02","América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-10-25 11:38:30-03","IECOS","HBRA","1964","S","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","U. Mehlig","2010","05","01","U. Krumme","7","2008","04","08","Brasil","Pará","Bragança","Península de Ajuruteua, pequena restinga no manguezal norte da desembocadura do canal de maré Furo do Meio","-46.62666667","-0.87666667","-46.62666667","-0.87666667",NA,NA,NA,"HBRA0001615","HBRA0001615","América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-24 17:09:07-03","UFES","SAMES","2372","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Lima,H.C.","2011","02","05","Cavalcanti,A.C.S.; DeSá,C.F.C.;Araújo,D.S.D.;Pereira,M.C.A.","264","2008","10","17","Brasil","Espírito Santo","Sul do Estado","Praia das Neves. Vegetação de restinga entre a estrada e o rio.",NA,NA,NA,NA,NA,NA,"Árvore com cerca de 3 metros, com ramos marrons; folhas cartáceas de face abaxial fosca com textura lanosa, adaxial brilhosa; flores alvas de cálice esverdeado.","SAMES02372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-24 17:09:07-03","UFES","SAMES","6359","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Jesus,M.C.F.",NA,"2011","08","21","Brasil","Espírito Santo","Linhares","Degredo","-40.0722007751465","-19.3910999298096","-401247223.0","-192233334.0",NA,NA,"Flores brancas","SAMES06359",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"269","2021-03-24 17:09:07-03","UFES","SAMES","10501","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Pereira, O.J.; Teófilo, R.; Fimino, A.","9517","2020","03","09","Brasil","Espírito Santo","Aracruz","Praia Mar Azul. Restinga Holocênica.","-40.2733001708984","-19.8202991485596","-400994444.0","-199183334.0",NA,NA,"Planta escandente. Flor alba. Habitat: Formação Arbustiva não inundável","SAMES10501",NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA
"270","2021-03-24 17:09:07-03","UFES","SAMES","10478","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Pereira, O.J.; Penha, J.S.; Firmino, A.; Teófilo, R.","9534","2020","03","17","Brasil","Espírito Santo","Aracruz","Reserva Biológica de Comboios, próximo a aldéia Indígena. Restinga Holocênica. Reserva Biológica de Comboios","-40.2733001708984","-19.8202991485596","-399297223.0","-196980555.0",NA,NA,"Planta lenhosa prostrada. Formando moita com Scaevola plumieri e com Pilosocereus arrabidae. Habitat: Formação Arbustiva não inundável","SAMES10478",NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA
"271","2021-03-24 17:09:07-03","UFES","SAMES","2371","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Barros,M.","2010","11","01","Jesus,M.C.F.","361","2010","11","01","Brasil","Espírito Santo","Linhares","Degredo. Moita próximo aa praia.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Liana com flores brancas e algumas folhas com herbivoria.","SAMES02371",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"272","2021-03-24 17:09:07-03","UFES","SAMES","8785","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Scheidegger,A.F.A.; Lemes,B.X; Valfré,L.","84","2018","11","12","Brasil","Espírito Santo","São Mateus","Bairro Guriri, orla, região norte e sul.","-39.8588981628418","-18.716100692749","-397472222.0","-187380555.0",NA,NA,"Flores brancas Habitat: Vegetação arbustiva-aberta Habito: Arbusto","SAMES08785",NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"273","2021-03-24 17:09:07-03","UFES","SAMES","9383","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Pereira,O.J.; Lemes,B.X.;Penha,J.S.","8577","2018","11","22","Brasil","Espírito Santo","São Mateus","Barra Nova.","-39.8588981628418","-18.716100692749","-397391666.0","-189591667.0",NA,NA,"Planta escandente, flor albo/esverdeada.","SAMES09383",NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"274","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0019991","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","R.Vanni",NA,NA,NA,"A. Krapovickas; C. L. Cristobal","43743","1991","1","21","Brazil","Santa Catarina",NA,"Mun. Navegantes. Entre Navagantes y Gravata.","-48.65528","-26.899395",NA,NA,"5",NA,"Dense woods. White petals. Hojas distichous.",NA,NA,NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"275","2019-11-21 14:36:24-03","UFJF","CESJ","19363","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","S.M.S. Verardo","1995",NA,NA,"L. Krieger","CESJ19363","1982","11","05","Brasil","Espírito Santo","Piúma","Estação Biológica","-40.7219009399414","-20.8377990722656",NA,NA,NA,NA,"Arbusto esgalhado, na restinga, flores alvas. Folhas comidas por insetos.","CESJ019363",NA,"América do Sul",NA,NA,"Angiosperma",NA,"11958","auto",NA,NA,NA,NA,NA
"276","2019-11-21 14:36:24-03","UFJF","CESJ","14801","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","H.C. Lima","1982","10","07","L. Krieger","CESJ14801","1977","04","08","Brasil","Rio de Janeiro","Maricá","Itaipuaçu","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Arbusto macio prostrado na restinga. Flores brancas.","CESJ014801",NA,"América do Sul",NA,NA,"Angiosperma",NA,"20726","auto",NA,NA,NA,NA,NA
"277","2019-11-21 14:36:24-03","UFJF","CESJ","28026","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","H.Moreira de Souza","1967","07","15","H.F. Leitão Filho","CESJ28026","1967","07","15","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Arborescente próximo a praia em frutificação. Habita o litoral brasileiro em quase toda sua extensão.","CESJ028026",NA,"América do Sul",NA,NA,"Angiosperma",NA,"34265","auto",NA,NA,NA,NA,NA
"278","2019-11-21 14:36:24-03","UFJF","CESJ","19578","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","S.M.S. Verardo","1995",NA,NA,"L. Krieger","CESJ19578","1981","05","03","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"Arbusto na restinga, crescimento plagiotrípico, legume monospermoico.","CESJ019578",NA,"América do Sul",NA,NA,"Angiosperma",NA,"28401","auto",NA,NA,NA,NA,NA
"279","2019-11-21 14:36:24-03","UFJF","CESJ","7545","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. Luiz","1976","10","12","L. Krieger","CESJ7545","1969","12",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto (sarmentoso) na praia (segurados por areia). Flores branco-amareladas.","CESJ007545",NA,"América do Sul",NA,NA,"Angiosperma",NA,"41937","auto",NA,NA,NA,NA,NA
"280","2021-04-07 11:44:02-03","UFMS","CGMS","41210","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","S. Miotto","2009","07","21","F.A. Cloclet; E.H. Camargo",NA,"1999","06","16","Brasil","São Paulo","São Sebastião","Guaecá.","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"Papilionoideae. Fruto imaturo verde e maduros marrons. Doação FUEL 25260.","CGMS1071198",NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA
"281","2019-11-27 13:48:47-03","UFS","ASE","12412","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Nascimento - Júnior, JE","2008","06","26","Maia-Araújo, YLF","ASE12412","2008","05","15","Brasil","Alagoas","Penedo",NA,"-36.586111","-10.289722","-36.586111","-10.289722",NA,NA,"Arbusto, próximo as margens do rio. Fruto de cor verde.; Arbusto, próximo as margens do rio. Fruto de cor verde.; Restinga.","ASE0007768","ASE0007768","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-11-27 13:48:47-03","UFS","ASE","19310","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,"2011","02",NA,"Santos, V","ASE19310","2011","02","23","Brasil","Sergipe","Brejo Grande",NA,"-36.465833","-10.429444","-36.465833","-10.429444",NA,NA,"Mata atlântica.","ASE0007187","ASE0007187 ASE0007187_1","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
