"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","sex"
"99","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019731","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","McKee GS",NA,NA,NA,"Henkel TW; Williams (Guyana) R; Ameer M",NA,"1993","08","17","Guyana","Demerara-Mahaica",NA,"Mahaica Coast near Cane Grove","-57.966667","6.666667","-57.966667","6.666667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019731","NL-U1019731",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0088546",NA,NA,NA
"100","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019732","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Versteeg GM",NA,NA,NA,NA,"Surinam","Marowijne",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019732","NL-U1019732",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105759",NA,NA,NA
"101","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019733","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Billiet F; Jadin B",NA,"1981","10","16","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019733","NL-U1019733",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105758",NA,NA,NA
"102","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019734","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Pons TL",NA,"1970","08","24","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019734","NL-U1019734",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105757",NA,NA,NA
"103","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019735","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Kramer KU",NA,NA,NA,"Reijenga TW",NA,"1963","03","13","Surinam","Paramaribo",NA,NA,"-55.159049","5.846517","-55.159049","5.846517","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019735","NL-U1019735",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105756",NA,NA,NA
"104","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019736","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Harrison SG",NA,"1958","11","13","Guyana","Demerara-Mahaica",NA,"Near Mahaica, East Coast, Demerara.","-57.916667","6.633333","-57.916667","6.633333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019736","NL-U1019736",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105755",NA,NA,NA
"105","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019737","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Kramer KU","1953","05","01","Leprieur FMR",NA,NA,NA,NA,"French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019737 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019737","NL-U1019737",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105754 | 33347 B",NA,NA,NA
"106","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019738","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Kramer KU","1960","02","01","Benoist R",NA,"1913","12","20","French Guiana",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019738","NL-U1019738",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105753",NA,NA,NA
"107","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019739","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Valdespino IA",NA,NA,NA,"Pipoly JJ; Ameer MH",NA,"1986","12","02","Guyana","Demerara-Mahaica",NA,NA,"-57.916667","6.633333","-57.916667","6.633333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019739","NL-U1019739",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105752",NA,NA,NA
"108","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019740","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Lellinger DB",NA,NA,NA,"Hoffman B; Ameer H; Capellaro C",NA,"1992","01","19","Guyana","Demerara-Mahaica",NA,NA,"-57.916667","6.633333","-57.916667","6.633333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019740","NL-U1019740",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105751",NA,NA,NA
"109","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019742","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Sterringa JT",NA,"1969","03","20","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019742","NL-U1019742",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034100",NA,NA,NA
"110","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019743","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Lanjouw J",NA,"1933","08","27","Surinam","Nickerie",NA,NA,"-57.038978","5.947569","-57.038978","5.947569","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019743 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019743","NL-U1019743",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034101",NA,NA,NA
"111","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019744","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Pipoly JJ",NA,"1987","03","28","Guyana","Mahaica-Berbice",NA,NA,"-57.783333","6.583333","-57.783333","6.583333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019744","NL-U1019744",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034102",NA,NA,NA
"112","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035456","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Murillo P; MT",NA,NA,NA,"Fuchs HP; Zanella E; Torres-Romero JH",NA,"1967","02","16","Colombia","Chocó",NA,"Chocó; Rio Baudó",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035456","NL-U1035456",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0183009",NA,NA,NA
"113","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035457","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Murillo P; MT",NA,NA,NA,"Fuchs HP; Zanella E; Torres-Romero JH",NA,"1967","02","16","Colombia","Chocó",NA,"Chocó; Rio Baudó",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035457","NL-U1035457",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0183010",NA,NA,NA
"114","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035458","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Moran RC",NA,NA,NA,"Trujillo B; et al.",NA,"1980","11","02","Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035458","NL-U1035458",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105771",NA,NA,NA
"115","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035459","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Smith HH",NA,NA,NA,NA,"Colombia","Magdalena",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035459","NL-U1035459",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105770",NA,NA,NA
"116","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035460","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Gentry AH; Juncosa A",NA,"1983","02","09","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035460","NL-U1035460",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034099",NA,NA,NA
"117","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035467","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Kramer KU; Hekking WHAM",NA,"1961","02","02","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035467","NL-U1035467",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034091",NA,NA,NA
"118","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035468","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Kramer KU; Hekking WHAM",NA,"1961","02","02","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035468","NL-U1035468",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034094",NA,NA,NA
"119","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035469","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Kramer KU; Hekking WHAM",NA,"1961","02","02","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035469","NL-U1035469",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034095",NA,NA,NA
"120","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035470","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Kramer KU; Hekking WHAM",NA,"1961","02","02","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035470","NL-U1035470",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034096",NA,NA,NA
"121","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1035471","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Kramer KU; Hekking WHAM",NA,"1961","02","02","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1035471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1035471","NL-U1035471",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034097",NA,NA,NA
"122","2020-02-08 10:45:18-03","NBC","NL-BOTANY","WAG.1300201","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Heyting J",NA,"1967","09","24","Surinam",NA,NA,"Omgeving Plantage Wederzorg, Distr. Commewijne.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1300201 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1300201","NL-WAG1300201",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"123","2020-02-08 10:45:18-03","NBC","NL-BOTANY","WAG.1300210","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Heyting J",NA,"1967","10","13","Surinam",NA,NA,"Sipaliwini.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1300210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1300210","NL-WAG1300210",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"124","2020-02-08 10:45:18-03","NBC","NL-BOTANY","WAG.1300211","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Sterringa JT",NA,"1969","03","20","Surinam",NA,NA,"Wia-Wia res., ca. 2 km Z v. kamp op 3 km O v. Motkreek.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1300211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1300211","NL-WAG1300211",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"125","2020-02-08 10:45:18-03","NBC","NL-BOTANY","WAG.1300212","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Sterringa JT",NA,"1969","03","20","Surinam",NA,NA,"Wia-Wia res., ca. 2 km Z v. kamp op 3 km O v. Motkreek.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1300212 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1300212","NL-WAG1300212",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"126","2020-02-08 10:45:18-03","NBC","NL-BOTANY","WAG.1300213","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Sterringa JT",NA,"1969","03","20","Surinam",NA,NA,"Wia-Wia res., ca. 2 km Z v. kamp op 3 km O v. Motkreek.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1300213 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1300213","NL-WAG1300213",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"127","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019741","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Harley RM",NA,"1974","03","20","Brazil","Bahia",NA,NA,"-39.1","-16.45","-39.1","-16.45","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019741","NL-U1019741",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0034103",NA,NA,NA
"128","2021-01-14 15:33:18-03","MN","R","211668","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.F.M.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"R000211668","R000211668_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-22 17:46:30-03","UFPI","TEPB","8577","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"A. Sérgio",NA,"1994","08","25","Brasil","Ceará",NA,NA,NA,NA,NA,NA,"Ambiente: Dunas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-12 01:36:14-03","UFPI","TEPB","9906","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","rizzinii","1905","06","02","Gonçalo Mendes",NA,"1996","01","13","Brasil","Piauí","Parnaíba","Lagoa do Portinho","-41.7766990661621","-2.90472006797791",NA,NA,"erva Ambiente: Dunas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25571","auto",NA,NA,NA,NA
"131","2020-11-19 10:25:08-03","CPAP","CPAP","19017","PreserverdSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","J. Prado","1999","05",NA,"Resende, U. M.","1612","1998","09","04","Brasil","MS","Bonito","Baía Bonita - logradouro","-56.433611","-21.3","56°26'01 W","21°18'00'' S","Erva. AMBIENTE: Brejo. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2014-09-04 12:32:24-03","UNICAP","HUCPE","1276","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","S. Tavares",NA,NA,NA,"Marins, J.","09","1999","08","11","Brasil","Pernambuco","Rio Formoso","Sítio Elói.","-35.182429","-8.636349","-35.182429","-8.636349","Coletado em solo arenoso, próximo ao campo inundável adjacente ao mangue.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:49:01-02","IPA","IPA","22754","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Grimes, I.",NA,NA,NA,"Harley, R.M.","17208","1974","03","20","Brasil","Bahia",NA,"coastal zone. Mouth of the Rio do Peixe or Rio Itanhen, just south of Porto Seguro.","-39.1","-16.45","-39.1","-16.45","Prickly fern with crown of fronds to 2m. Fronds coriaceous, bright green, rhachis with prickles formed from fallen pinnae. Sori dark brown, terminal.; Mangrove ewamp and associated grassland, with open tidal water. Alt. Sea Level.","IPA0022754",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:49:01-02","IPA","IPA","22945","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Grimes, I.",NA,NA,NA,"Harley, R.M.","17563","1974","03","31","Brasil","Bahia","Itacaré","coastal zone. Itacaré, near the mouth of the Rio de Contas.","-38.983333","-14.3","-38.983333","-14.3","Coastal evergreen forest with disturbed margins, rocks by the sea, and semi-cultivated ground. This plant growing by the sea. Sea Level.","IPA0022945",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-02-15 11:49:01-02","IPA","IPA","55518","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Prado, J.","2014","11","24","Coelho, P.","s.n.","1995","02","07","Brasil","Pernambuco","Ilha de Itamaracá","Praia do Sossego",NA,NA,NA,NA,NA,"IPA0055518",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-02-15 11:49:01-02","IPA","IPA","67154","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Prado, J.","2014","11","24","Lira, S.S.; et al.; et al.","609","2003","04","10","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, na floresta aberta não inundável, próximo de um riacho.","-35.095","-8.714444","-35.095","-8.714444","Erva ca. 1,6m de altura; folhas fertéis, ferrugíneas no ápice.; Vegetação arbóreo-arbustivo. Solo arenoso.","IPA0067154",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-02-15 11:49:01-02","IPA","IPA","80470","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sobral-Leite, M.","2011","02","16","Sobral-Leite, M.; Almeida, A.; Almeida, A.","1216","2011","02","16","Brasil","Pernambuco","Recife","Parque Estadual de Dois Irmãos, Açude do Meio.","-34.948611","-8.007778","-34.948611","-8.007778","Pteridófta emergente nas margens alagáveis do açude, vegetando com Hydrocleys nymphoides (Limnocharitaceae) e Cabomba aquática (Cabombaceae). Poucos indivíduos. Material estéril.; Floresta Ombrófila Densa das Terras Baixas.","IPA0080470",NA,"Plantae",NA,"Southern America",NA,"18","18",NA,NA,NA,NA,NA,NA,NA
"138","2019-02-15 11:49:01-02","IPA","IPA","86058","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Prado, J.","2014","11","24","Lima, J.L.C.; Jardim, J.G.; Roque, A.A.; Oliveira, A.C.P.; Jardim, J.G.; Roque, A.A.; Oliveira, A.C.P.","250","2009","08","16","Brasil","Rio Grande do Norte","São Vicente","Serra de Santana, Próximo a minadouro do rio seco.","-36.701389","-6.1925","-36.701389","-6.1925","Erva rizmatosa. Frondes verdes, ca. 2,40 m altura; soros ferrugíneos.; Caatinga.","IPA0086058",NA,"Plantae",NA,"Southern America",NA,"512","512",NA,NA,NA,NA,NA,NA,NA
"139","2019-02-15 11:49:01-02","IPA","IPA","2625","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Maxon","1934","02",NA,"Pickel, B.","3454","1933","11","24","Brasil","Pernambuco","Recife","Areias, pântano da maré.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"IPA0002625",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"140","2019-02-15 11:49:01-02","IPA","IPA","13982","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Prado, J.; Hirai, R.Y.","2014","11","24","Andrade-Lima","66-4546","1996","02","09","Brasil","Pernambuco","Ribeirão","Usina Caxangá","-35.377799987793","-8.51443958282471",NA,NA,"Várzea encharcada.","IPA0013982",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,"17723","auto",NA,NA,NA,NA
"141","2019-02-15 11:49:01-02","IPA","IPA","13974","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Prado, J.; Hirai, R.Y.","2014","11","24","Andrade-Lima","66-4539","1966","05","07","Brasil","Pernambuco","Sanharó","Jenipapo, Mata do Massul, sombra da mata, sobre rocha úmida.","-36.565601348877","-8.36056041717529",NA,NA,NA,"IPA0013974",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,"16338","auto",NA,NA,NA,NA
"142","2019-08-27 13:36:07-03","IAP","PACA-AGP","97131","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","Linn.","A. Sehenm",NA,NA,NA,"I. B. Pontual",NA,"1971","05","05","Brasil","PE","Ipojuca","Porto de Galinhas","-35.0638999938965","-8.39888954162598",NA,NA,"Habitat: na periferia de mangue","PACA097131",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,"Filicopsida","22847","auto",NA,NA,NA,NA
"143","2020-12-20 21:19:09-03","UFV","VIC","46256","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Schwartsburd, P.B.","2019","09",NA,"Schwartsburd, P.B.; Milagres, R.S.","3541","2016","01","04","Brasil","Paraná","Insula Melifera","Morro da Baleia",NA,NA,NA,NA,"Terrícola, interior de mata.","VIC046256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-10-25 11:39:50-03","IECOS","HBRA","5092","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","E. Amorim, M. R. Pietrobom","2012","10","31","M. J. Silva","312","2011","07","14","Brasil","Pará","Primavera","Ilha do Coco, mata secundária em terreno elevado, circundado por manguezais","-47.08666667","-0.85388889","-47.08666667","-0.85388889",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-10-25 11:39:50-03","IECOS","HBRA","26","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. P. M. Menezes","2006","01","01","M. P. M. Menezes","123","2001","10","08","Brasil","Pará","Bragança",NA,"-46.76305556","-1.01027778","-46.76305556","-1.01027778",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-10-25 11:39:50-03","IECOS","HBRA","6079","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","E. Amorim, M. R. Pietrobom","2011","06","08","E. Amorim","77","2010","03","19","Brasil","Pará","Primavera","Vila Cumijú","-47.16594444","-0.97575","-47.16594444","-0.97575000","Terrestre na margem do mangue.&nf;Apoio: UFPA - Campus de Bragança",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-25 11:39:50-03","IECOS","HBRA","5554","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2005","11","08","M. R. Pietrobom","6119","2005","11","08","Brasil","Amapá","Amapá","Reserva Biológica do lago Piratuba, Fazenda Natal","-49.98177778","1.24305556","-49.98177778","1.24305556","Mangue de Aviscennia germinnans, terrestre.&nf;Apoio: IBAMA-PA / ARPA / FUNBIO.",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
