"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","sex"
"47","2021-03-15 16:37:00-03","NY","NYBG","812757","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","J. Prado",NA,NA,NA,"A. C. Brade","694","1914","06",NA,"Brazil","São Paulo",NA,"Piasaguera b. Santos.","-46.387953","-23.873871",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00812757","NY00812757_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","3943714","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"H. H. Smith","1077","1898",NA,NA,"Colombia",NA,NA,"Santa Marta. Salt masrhes near the sea.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4239384' target='other'> <mi>dwc_moreinfo</mi></a>","NY03943714","NY03943714_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","3943684","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"G. S. Jenman","s.n.","1899",NA,NA,"Guyana",NA,NA,"Demerara, British Guiana. Coast lands, near shore.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4239354' target='other'> <mi>dwc_moreinfo</mi></a>","NY03943684","NY03943684_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","02565654","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"D. F. Austin","7169","1979","10","22","Brazil","Amapá",NA,"Arredores do acampamento, do igarapé Santilho",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2823075' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565654","NY02565654_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","3943723","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"C. H. Dodson","14565","1984","07","28","Ecuador","Esmeraldas",NA,"La Tola, km 130 Norte de Esmeraldas. En manglares al sur de la ciudad y a lado de la carretera.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4239393' target='other'> <mi>dwc_moreinfo</mi></a>","NY03943723",NA,"Pteridophyta","Polypodiales","South America","sheet",NA,"5",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","3943720","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"C. D. Játiva","1179","1966","08","04","Ecuador","Esmeraldas",NA,"Santiago Estuary at Lagartera near La Tolita.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4239390' target='other'> <mi>dwc_moreinfo</mi></a>","NY03943720",NA,"Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","3943724","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"L. K. Albert de Escobar","978","1978","11","23","Ecuador","El Oro",NA,"Puerto Jelí, (Jelí se refiere a Conocarpus) entre Arenillas y Machala.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4239394' target='other'> <mi>dwc_moreinfo</mi></a>","NY03943724",NA,"Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","3943672","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"J. J. Copeland","s.n.","1967","11","11","Trinidad and Tobago",NA,NA,"Trinidad. Near shore Maracas Bay","-61.431625","10.757128",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4239342' target='other'> <mi>dwc_moreinfo</mi></a>","NY03943672","NY03943672_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","3943685","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"G. S. Jenman","s.n.","1899",NA,NA,"Guyana",NA,NA,"Demerara, British Guiana. Coast lands, near shore.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4239355' target='other'> <mi>dwc_moreinfo</mi></a>","NY03943685","NY03943685_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-05 09:59:16-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","08791","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","J. Prado","2021","03","10","M.R. Pietrobom-Silva","1222","1993","11","19","Brasil","São Paulo","Ubatuba","Enseada da Fortaleza, rodovia SP 55, mangue próximo da praia Dura, rios Escuros e Comprido","-45.08333333","-23.43333333","-45.08333333","-23.43333333","Região da mata Atlântica, serra do Mar, mangue, margem do rio, solo arenoso pouco encharcado e movediço",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"57","2021-03-30 12:32:31-03","EAO","IAN","105812","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Brade, AK","1961",NA,NA,"Magalhães, MG","16924","1959","09","07","Brasil","Minas Gerais",NA,"Margem da estrada Rubim para Rio do Prado.",NA,NA,NA,NA,"Altura 1-2m. Frequente.","IAN105812",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-30 12:32:31-03","EAO","IAN","157405","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2006","03","20","Austin, DF; Rabelo, BV","7333","1979","11","06","Brasil","Amapá",NA,"Rio Amapá, T.F. de Amapá. Várzea dumbraço do Rio Amapá, ao Este da cidade.",NA,NA,NA,NA,NA,"IAN157405",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-30 12:32:31-03","EAO","IAN","193732","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2007","07","13","Mehlig, U","381","2007","07","08","Brasil","Pará","Bragança","Ajuruteua, manguezal na margem da estrada Bragança-Ajuruteua (PA-458), 2,3 km nordeste da ponte sobre o canal de maré Furo do Taici","-46.729083","-0.95","-46.729083","-0.95","Rizoma bulboso, com escamas marrons. Folhas pinadas, comprimento até 2,5 m#?# as pinas maiores 38,0Ã#?#8,5 cm","IAN193732",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-30 12:32:31-03","EAO","IAN","193802","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Menezes, MPM","1996","11","01","Menezes, MPM; Cardoso, JCO; Silva, MJ da; Mehlig, U","303","2007","11","01","Brasil","Amapá","Amapá","Sucuriju, margem do Rio Sucuriju","-49.918889","1.683611","-49.918889","1.683611","Folha com 1,75 m, 24 folíolos por lado, alternos. Esporos presentes apenas no ápice da folha.","IAN193802",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-30 12:32:31-03","EAO","IAN","198051","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2015","02","11","Cunha, MJR; Pietrobom, MR","9","2015","02","11","Brasil","Pará","Viseu","Serra do Piriá. Margem do rio, mangue, anfíbia.","-46.287667","-1.205611","-46.287667","-1.205611",NA,"IAN198051",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-30 12:32:31-03","EAO","IAN","54337","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Black, GA","509021","1950","02","23","Brasil","Pará","Marajó","Campo da Fazenda Menino Deus.",NA,NA,NA,NA,NA,"IAN054337",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-30 12:32:31-03","EAO","IAN","55681","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2006","03","20","Black, GA","509577","1950","04","24","Brasil","Amapá","Amapá","Rio Macarrí","-50.793098449707","2.0533299446106",NA,NA,NA,"IAN055681",NA,NA,NA,"Southern America",NA,NA,NA,NA,"134143","auto",NA,NA,NA,NA
"64","2021-03-30 12:32:31-03","EAO","IAN","180590b","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2004","02",NA,"Rosário, SM","46","2004","02","10","Brasil","Pará","Belém","Bosque Rodrigues Alves; quadrante IV, canteiro 110. Rupícola, no interior do lago.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN180590b",NA,NA,NA,"Southern America",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"65","2021-03-30 12:32:31-03","EAO","IAN","180590","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2004","02",NA,"Rosário, SM","46","2004","02","10","Brasil","Pará","Belém","Bosque Rodrigues Alves; quadrante IV, canteiro 110. Rupícola, no interior do lago (ápice)","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN180590",NA,NA,NA,"Southern America",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"66","2021-03-30 12:32:31-03","EAO","IAN","180590a","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2004","02",NA,"Rosário, SM","46","2004","02","10","Brasil","Pará","Belém","Bosque Rodrigues Alves; quadrante IV, canteiro 110. Rupícola, no interior do lago (ápice)","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN180590a",NA,NA,NA,"Southern America",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"67","2021-03-30 12:32:31-03","EAO","IAN","181012","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2004","03",NA,"Nunes, JL; Costa, JM","68","2003","12","06","Brasil","Pará","Belém","Parque Ambiental de Belém, floresta tropical perenifólia, terrestre de solo alagado, encontrada na margem do córrego em área aberta.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IAN181012",NA,NA,NA,"Southern America",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"68","2021-03-30 12:32:31-03","EAO","IAN","163309","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pietrobom, MR","2006","03","20","Rodrigues, IA","1321","1985",NA,NA,"Brasil","Pará","Bragança","Campos de Santa Tereza.","-46.7655982971191","-1.05360996723175",NA,NA,NA,"IAN163309",NA,NA,NA,"Southern America",NA,NA,NA,NA,"56429","auto",NA,NA,NA,NA
"69","2021-03-30 12:32:31-03","EAO","IAN","37917","PreservedSpecimen","Plantae","Acrostichaceae","Acrostichum","aureum","Acrostichum aureum","L.","Brade, AC","1949","09",NA,"Black, GA","483429","1948","11","12","Brasil","Pará","Soure","Capoeira do campo com caembe.","-48.5233001708984","-0.716666996479034",NA,NA,NA,"IAN037917","IAN037917 IAN037917_e",NA,NA,"Southern America",NA,NA,NA,NA,"69952","auto",NA,NA,NA,NA
"70","2019-10-09 11:26:06-03","UFBA","ALCB","00128","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Costa, AL","s/n","1968","06",NA,"Brasil","Bahia","Lustosa","Serra Geral, Fazenda Esperança. Vale do rio Sangradouro",NA,NA,NA,NA,NA,"ALCB001014","ALCB001014","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-10-09 11:26:06-03","UFBA","ALCB","00129","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Costa, AL","1968","07",NA,"Costa, AL","s/n","1968","06",NA,"Brasil","Bahia","Lustosa","Serra Geral, Fazenda Esperança. Vale do rio Sangradouro",NA,NA,NA,NA,NA,"ALCB001013","ALCB001013","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-10-09 11:26:06-03","UFBA","ALCB","00130","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Costa, AL","1963","11",NA,"Costa, AL","s/n","1963","11",NA,"Brasil","Bahia","Salvador","Região Metropolitana Salvador, estrada de Itapoã, próximo a Piatã","-38.5","-12.966667","-38.5","-12.966667",NA,"ALCB001012","ALCB001012","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-10-09 11:26:06-03","UFBA","ALCB","026103","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Guedes, ML","1994","11",NA,"Guedes, ML; Alunos de Botânica III","3606","1994","11","20","Brasil","Bahia","Vera Cruz","Região Metropolitana Salvador, Jeribatuba","-38.6","-12.95","-38.6","-12.95","em área de apicum. Aparelho esporífero distribuido em toda face abaxial das pinas.","ALCB001010","ALCB001010","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-10-09 11:26:06-03","UFBA","ALCB","026229","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,"1993","08",NA,"Guedes, ML","s/n","1993","08","14","Brasil","Bahia","Cairu","Baixo Sul, Manguezal de Boipeba","-39.033333","-13.483333","-39.033333","-13.483333","paludosa, caule decumbente. Folhas dimórficas. Pinas fertéis menor do que as estéreis. Esporângios marrons, cobrindo a superfície das pinas.","ALCB001009","ALCB001009","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-10-09 11:26:06-03","UFBA","ALCB","027769","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,"1976","09",NA,"Santana, W","s/n","1976","09","21","Brasil","Bahia","São Gonçalo dos Campos","Paraguaçu, Faz. Jacuruna","-38.966667","-12.433333","-38.966667","-12.433333",NA,"ALCB001008","ALCB001008","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-10-09 11:26:06-03","UFBA","ALCB","037895","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Ribeiro, AJ","1987","02",NA,"Ribeiro, AJ","199","1987","02","14","Brasil","Bahia","Mata de São João","Litoral Norte, margem do rio Pojuca","-38.283333","-12.516667","-38.283333","-12.516667","samambaia terrestre. Folhas com ca. 2 m alt. Frequente.","ALCB001007","ALCB001007","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-10-09 11:26:06-03","UFBA","ALCB","23741","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Machado, RC; Simões, FM","1993","01",NA,"Alunos de Botânica III","s/n","1992","12","19","Brasil","Bahia","Vera Cruz","Região Metropolitana Salvador, em frente a Coroa","-38.6","-12.95","-38.6","-12.95","ca. 1,5 m alt. Rizoma com escamas, raízes adventícia. Aparelho reprodutor com soros dispondo-se em toda face dorsal das pinas.","ALCB001000","ALCB001000","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-09 11:26:06-03","UFBA","ALCB","61717","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Guedes, ML","2003","07",NA,"Guedes, ML; Loureiro, DM","10174","2003","02","14","Brasil","Bahia","Belmonte","Extremo Sul, Canal norte em uma área de apicum., #?#arcela nº 1","-38.866667","-15.85","-38.866667","-15.85","terrestre, palustre, caule ereto, coberto com escamas. Frondes dimorfas, 1-pinadas, imparipenada. Aparelho esporífero acrosticoides, esporos tetraédricos, globoso, trilete.; Arbóreo.","ALCB001004","ALCB001004","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-10-09 11:26:06-03","UFBA","ALCB","62174","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Guedes, ML","2003","08",NA,"Botelho, RB; Guedes, ML; Roque, N; Xavier, AB; Anjos, BA dos; Mota, AC da; et al.","10","2003","04","27","Brasil","Bahia","Contendas do Sincorá","Serra Geral, Fazenda Corcovado,","-41.162222","-13.918611","-41.162222","-13.918611","de 1,6m. Rizoma e base do estipe sulcado com escamas marron. Folhas pinadas. Aparelho esporífero acrosticoide.","ALCB001003","ALCB001003 ALCB001003_1","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-10-09 11:26:06-03","UFBA","ALCB","75759","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Guedes, ML","2007","02",NA,"Guedes, ML; Santos, JS; Valadão, RM; Carvalho, G","13113","2006","12","22","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Entorno do Parque Sete Passagens. Ponto 220","-40.553056","-11.356111","-40.553056","-11.356111","Terrestre, com rizomas maciços, eretos, com escamas . Frondes longas, estípites com escamas castanhas; lâminas foliares pinadas; pinas cartáceas. Esporângios espalhados, com paráfises.","ALCB001002","ALCB001002 ALCB001002_1 ALCB001002_2","Fern",NA,"Southern America",NA,"589","589",NA,NA,NA,NA,NA,NA,NA
"81","2019-10-09 11:26:06-03","UFBA","ALCB","93506","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Guedes, ML","2010","02",NA,"Guedes, ML; Gomes, FS; Lisboa, MS","16943","2010","02","26","Brasil","Bahia","Belmonte","Extremo Sul","-38.866667","-15.85","-38.866667","-15.85","rizoma ereto. Fronde com pinas cartáceas, discolores. Venação anastomosada. Aparelho esporífero acrosticóide na face dorsal.","ALCB001001","ALCB001001","Fern",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-10-09 11:26:06-03","UFBA","ALCB","99377","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Guedes, ML","2011","05",NA,"Guedes, ML; Silva, LM; Akita, AST; Gomes, FS","18280","2011","05","15","Brasil","Bahia","Candeias","Região Metropolitana Salvador, Próximo à cidade de Caboto, nas imediações do Porto de Aratu","-38.498611","-12.758889","-38.498611","-12.758889","Área antropizada.","ALCB001006","ALCB001006","Fern",NA,"Southern America",NA,"7","7",NA,NA,NA,NA,NA,NA,NA
"83","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019729","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Lanjouw J",NA,NA,NA,"Lanjouw J",NA,"1933","07","27","Surinam","Saramacca",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019729","NL-U1019729",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105760",NA,NA,NA
"84","2020-02-08 10:45:18-03","NBC","NL-BOTANY","L.3489006","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01",NA,NA,NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3489006 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3489006","NL-L3489006",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"L 0316835",NA,NA,NA
"85","2020-02-08 10:45:18-03","NBC","NL-BOTANY","L.3488995","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Splitgerber FL",NA,"1837","11","01","Surinam",NA,NA,NA,NA,NA,NA,NA,"in psludosis Surinamipraesertim maritimis vulgaris<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3488995 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3488995","NL-L3488995",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"L 0316851",NA,NA,NA
"86","2020-02-08 10:45:18-03","NBC","NL-BOTANY","U.1019728","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Kramer KU",NA,NA,NA,"Went FAFC",NA,"1901","10","10","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1019728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1019728","NL-U1019728",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"U 0105762",NA,NA,NA
"87","2020-02-08 10:45:18-03","NBC","NL-BOTANY","L.3488996","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Sedayu A","2004","04","01","Splitgerber FL",NA,"1837","11","01","Surinam",NA,NA,NA,NA,NA,NA,NA,"in psludosis Surinamipraesertim maritimis vulgaris<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3488996 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3488996","NL-L3488996",NA,"Polypodiales","Southern America",NA,NA,NA,"Pteropsida",NA,NA,"L 0316852",NA,NA,NA
