"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"104","2019-05-06 11:53:29-03","UFU","HUFU","75583","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Damasceno Jr, G.A.","1457","1998","05","14",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense, Morro Sta Cruz.",NA,"Erva de 60cm.; Campo rupestre; rico em ferro; morro.","HUFU00073234","HUFU00073234","Corumbá","-59.379722","-19.413611","900","900","Loeuille, B.","-59.379722","-19.413611",NA,NA,"2014","11",NA,NA,NA,NA,NA,NA
"105","2019-05-06 11:53:29-03","UFU","HUFU","72449","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Voltolini, C.H.","70","2016","01","24",NA,"Brasil","Paraná","Parque Estadual de Vila Velha, Em frente aos quiosques e churrasqueiras.",NA,"Herbácea; flor de coloração roxa.","HUFU00070551","HUFU00070551","Ponta Grossa","-50.018333","-25.245833",NA,NA,"Marques, D.","-50.018333","-25.245833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-05-06 11:53:29-03","UFU","HUFU","75477","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Araújo, L.A.A.; Nascimento, A.F.","29","2002","02","08",NA,"Brasil","Mato Grosso do Sul","Morro do Urucum, Pico do morro.",NA,"Erva; flor roxa.; Campo rupestre; rico em ferro; inclinado.","HUFU00073288","HUFU00073288","Corumbá","-57.594444","-19.198889","817","817","Loeuille, B.","-57.594444","-19.198889",NA,NA,"2014","11",NA,NA,NA,NA,NA,NA
"107","2020-08-20 14:55:11-03","UFSC","FLOR","28778","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Ribas, O.S.; Pereira, L.B.S.","1786","1997","02","12",NA,"Brasil","São Paulo","Rod. SP-258, entre Itararé e Itaberá.",NA,"xilopodífera, ereta, flor capítulo lilás, 1m altura","FLOR0028778",NA,"Itaberá","-49.1300010681152","-23.8600006103516",NA,NA,"Marques, D.",NA,NA,"29370","auto","2015","05","20",NA,NA,NA,NA,NA
"108","2018-10-03 21:33:12-03","UFMT","UFMT","41277","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Caxambu, M.G.","3770","2012","02","03",NA,"Brasil","Paraná","Arredores da Ponte dos Arcos",NA,"Erva ereta heliófita, ca. 0,60 m, capítulos roxos; relevo ondulado-vegetação estepe (campos gerais)",NA,NA,"Balsa Nova","-49.804278","-25.553417","879","879","Cordeiro, I.; Barboza, E.","-49.804278","-25.553417",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Sello, HL","5461",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia, locis accuratius haud notatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","argentea","Vernonia argentea","Less.","Riedel, L","1160",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia, locis accuratius haud notatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-02-08 12:36:31-03","UFRGS","ICN","019673","S","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Lofgren, A","s.n.",NA,NA,NA,"América do Sul","Brasil","SP",NA,NA,NA,NA,NA,"Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,"Marques, D",NA,NA,"40712","auto","2015","05",NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:00:51-03","IBt","SP","161923","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Jones, SB","22709","1976","02","18",NA,"Brasil","Paraná","At km marker 58 along hwy 35 from Curitiba to Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simão Bianchini, R",NA,NA,NA,NA,"2015","04","13",NA,NA,NA,NA,NA
"113","2019-11-21 10:00:51-03","IBt","SP","386543","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Silva, JM; Lima, LR; Farinaccio, MA","3958","2004","01","27",NA,"Brasil","Paraná","Rod. BR - 277, Rio do Salto",NA,NA,NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Dematteis, M",NA,NA,"35166","auto","2004",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:00:51-03","IBt","SP","1691","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Gomes, JF","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Buri","-48.5900001525879","-23.7900009155273",NA,NA,"Simão Bianchini, R",NA,NA,"28249","auto","2015","04","13",NA,NA,NA,NA,NA
"115","2019-11-21 10:00:51-03","IBt","SP","267944","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Leitão Filho, HF","788","1969","03","27",NA,"Brasil","São Paulo","A beira da estrada",NA,NA,NA,NA,"Capão Bonito","-48.3400001525879","-24",NA,NA,"Simão Bianchini, R",NA,NA,"39505","auto","2015","04","13",NA,NA,NA,NA,NA
"116","2019-11-21 10:00:51-03","IBt","SP","16103","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Loefgren, A","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,"Simão Bianchini, R",NA,NA,"40712","auto","2015","04","13",NA,NA,NA,NA,NA
"117","2019-11-21 10:00:51-03","IBt","SP","267409","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Leitão Filho, HF","764","1969","01","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,"Simão Bianchini, R",NA,NA,"40712","auto","2015","04","13",NA,NA,NA,NA,NA
"118","2019-11-21 10:00:51-03","IBt","SP","279075","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","argenteus","Lessingianthus argenteus","(Less.) H.Rob.","Marcondes Ferreira, W; Moraes, MD; Sciamarelli, A; Barosela, JR","835","1994","03","18",NA,"Brasil","São Paulo","Parque Estadual Furnas do Bom Jesus, Nas bordas das vertentes",NA,NA,NA,NA,"Pedregulho","-47.4700012207031","-20.25",NA,NA,"Simão Bianchini, R",NA,NA,"27552","auto","2015","04","13",NA,NA,NA,NA,NA
