"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"118","2020-06-29 09:30:43-03","UFRRJ","RBR","9965","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","M.C. Souza","181","2001","01","20",NA,"Brasil",NA,NA,NA,"RBR00009965",NA,NA,"Griseb.",NA,"Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da armação estrada para Gaeta.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-06-29 09:30:43-03","UFRRJ","RBR","26113","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","H.C. Rodrigues","s.n.","1994","09","24",NA,"Brasil",NA,NA,NA,"RBR00026113",NA,NA,"Griseb.",NA,"Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 7 Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-06-29 09:30:43-03","UFRRJ","RBR","26112","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","H.C. Rodrigues","s.n.","1994","09","24",NA,"Brasil",NA,NA,NA,"RBR00026112",NA,NA,"Griseb.",NA,"Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 7. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:32:39-03","MBM","MBM","113043","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ramos, Alba E","342",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM113043",NA,NA,"Griseb.",NA,"Distrito Federal",NA,"Estação Florestal Cabeça de Veado, 20km SE de Brasília",NA,NA,"MBM113043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:32:39-03","MBM","MBM","229700","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ratter, J.A.; et al.; et al.","3842",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM229700",NA,NA,"Griseb.",NA,"Distrito Federal",NA,"Fazenda Água Limpa, próximo a Vargem Bonita",NA,NA,"MBM229700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:32:39-03","MBM","MBM","229701","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ratter, J.A.; et al.; et al.","3796",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM229701",NA,NA,"Griseb.",NA,"Distrito Federal",NA,"Fazenda Água Limpa, próximo a Vargem Bonita",NA,NA,"MBM229701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:32:39-03","MBM","MBM","247308","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Universidade de Brasília","1398",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM247308",NA,NA,"Griseb.","Proença, C.","Distrito Federal",NA,"Parque Ecológico do Gama",NA,NA,"MBM247308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:32:39-03","MBM","MBM","270644","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Felfili, J.M.; et al.; et al.","267","1994","03","29","Southern America","Brazil",NA,NA,"= 283520","MBM270644",NA,NA,"Griseb.","Proença, C.","Distrito Federal",NA,"Fazenda Água Limpa, Brasília",NA,NA,"MBM270644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:32:39-03","MBM","MBM","283520","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Felfili, J.M.; et al.; et al.","267","1994","03","29","Southern America","Brazil",NA,NA,"= 270644","MBM283520",NA,NA,"Griseb.","Proença, C.","Distrito Federal",NA,"Fazenda Água Limpa, Brasília",NA,NA,"MBM283520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:32:39-03","MBM","MBM","425362","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Rigon, L.G.C.","1252","2015","11","17","Southern America","Brazil",NA,NA,"Árvore, com 10,5m de altura. Base reta. Casca interna e externa amarela, fina, estriada, indeiscente, quando cortada apresentando odor fétido. Flor rosa.; Solo marrom, no extraro superior, em Floresta Estacional Semidecidual.","MBM425362",NA,NA,"Griseb.","Gomes, M.","Rio de Janeiro","Rio Claro","Conglomerado 104-1-10-93","-44.099722","-22.86",NA,NA,NA,NA,NA,NA,"2017","-44.099722","-22.86","02",NA,"22",NA,NA,NA
"128","2020-12-21 16:32:39-03","MBM","MBM","425368","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Resende, J.; Terra, G.; Terra, G.","81","2014","04",NA,"Southern America","Brazil",NA,NA,"Árvore com 6 m de altura. Base reta. Casca interna avermelhada, casca externa acastanhada, fina, rugosa. Flores amareladas.; Floresta Ombrófila Densa - Alto Montana. Solo argiloso-arenoso/ substrato denso.","MBM425368",NA,NA,"Griseb.","Gomes, M.","Rio de Janeiro","Santa Maria Madalena","Conglomerado 45-4-2-12","-41.94","-21.96",NA,NA,NA,NA,NA,NA,"2017","-41.94","-21.96","03",NA,"22",NA,NA,NA
"129","2020-12-21 16:32:39-03","MBM","MBM","68105","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Irwin, H.S.; et al.; et al.","13198",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM068105",NA,NA,"Griseb.","Anderson, W.R.","Distrito Federal",NA,"Planaltina, 10km NW",NA,NA,"MBM068105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:32:39-03","MBM","MBM","91091","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkibride Jr.; J.H.","3191",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM091091",NA,NA,"Griseb.","Anderson, W.R.","Goiás",NA,"Serra Dourada",NA,NA,"MBM091091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:32:39-03","MBM","MBM","91092","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkibride Jr.; J.H.","4506",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM091092",NA,NA,"Griseb.","Anderson, W.R.","Distrito Federal",NA,"Perto da DF-2",NA,NA,"MBM091092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:32:39-03","MBM","MBM","91099","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkibride Jr.; J.H.","2021",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM091099",NA,NA,"Griseb.","Anderson, W.R.","Distrito Federal",NA,"Parque Florestal do Gama",NA,NA,"MBM091099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:32:39-03","MBM","MBM","91101","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkibride Jr.; J.H.","4800",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM091101",NA,NA,"Griseb.","Anderson, W.R.","Distrito Federal",NA,"Ribeirão do Gama",NA,NA,"MBM091101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:32:39-03","MBM","MBM","115874","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Hatschbach, M.; Cervi, A.C.","51336",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM115874",NA,NA,"Griseb.","Anderson, W.R.","Espírito Santo","Conceição do Castelo","Venda Nova","-41.2439002990723","-20.3682994842529","MBM115874",NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:32:39-03","MBM","MBM","68104","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Irwin, H.S.; et al.; et al.","13573",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM068104",NA,NA,"Griseb.","Anderson, W.R.","Goiás","Cristalina","Serra dos Cristais, Cristalina, 5km S","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:32:39-03","MBM","MBM","394424","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Bohrer, P.","297","2013","11","26","Southern America","Brazil",NA,NA,"Árvore de 2m de altura; flores rosas e branco.; Ecótone de Caatinga e Cerrado.","MBM394424",NA,NA,"Griseb.","Bohrer, P.","Pernambuco","Tacaratu",NA,"-38.1492004394531","-9.10527992248535","MBM394424","600","600",NA,"51954","auto","2013",NA,NA,"11",NA,"26",NA,NA,NA
"137","2019-11-01 15:28:22-03","PUC-RIO","FCAB","5308","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","M. Nadruz","523","1989","12","27",NA,"Brasil",NA,NA,"&nf;; Árvore, 17m de altura, folhas discolores verde, frutos imaturos verdes e maduros vermelhos.","005308",NA,"Angiospermae","Griseb.",NA,"Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima,, Estrada entre Hotel São João e Hotel Garlip.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-15 09:03:50-03","UESC","UESC","12037","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nobrega, M.G.","1046","1999","09","24",NA,"Brasil",NA,NA,"Borda de mata de galeria.; Árvore 4m.; Frequente, bastante visitada por abelhas.","UESC0012037","Angiospermae","Florideophycidae","Griseb.",NA,"Distrito Federal","Brasília",NA,"-47.85","-15.866667",NA,"1025","1150",NA,NA,NA,"2013","47W51'0''","15S52'0''","12","Dicotyledoneae",NA,NA,NA,NA
"139","2019-08-15 09:03:50-03","UESC","UESC","12042","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nobrega, M.G.","1697","2002","09","21",NA,"Brasil",NA,NA,"Fragmento de Mata de interfluvio.; Árvore 7m. Frequente.; Coordenadas em UTM 8336410/668225. N.V: Murici-da-mata.","UESC0012042","Angiospermae","Florideophycidae","Griseb.",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"140","2019-08-15 09:03:50-03","UESC","UESC","12026","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nobrega, M.G.","1323","2000","10","11",NA,"Brasil",NA,NA,"Árvore 3,5m.; Frequente.","UESC0012026","Angiospermae","Florideophycidae","Griseb.",NA,"Distrito Federal","Brasília",NA,"-47.85","-15.533333",NA,"1025","1150",NA,NA,NA,"2013","47W51'0''","15S32'0''","12","Dicotyledoneae",NA,NA,NA,NA
"141","2020-11-05 18:09:18-03","UESC","UESC","12025","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nobrega, M.G.","429","1996","02","16",NA,"Brasil",NA,NA,"Cerrado s.s..; Árvore 3,00m.","UESC0012025","Angiospermae","Florideophycidae","Griseb.",NA,"Distrito Federal","Brasília",NA,"-47.85","-15.866667",NA,"1025","1150",NA,NA,NA,NA,"47W51'0''","15S52'0''",NA,"Dicotyledoneae",NA,NA,NA,NA
"142","2019-08-15 09:03:50-03","UESC","UESC","12029","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nobrega, M.G.","1046","1999","11","24",NA,"Brasil",NA,NA,"Borda de mata de galeria.; Árvore, 4m.; Frequente. Bastante visitada por abelhas.","UESC0012029","Angiospermae","Florideophycidae","Griseb.",NA,"Distrito Federal","Brasília",NA,"-47.85","-15.866667",NA,"1025","1150",NA,NA,NA,"2013","47W51'0''","15S52'0''","12","Dicotyledoneae",NA,NA,NA,NA
"143","2019-11-12 14:47:01-03","IFGoiano","IFRV","896","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kelly Maria Zanuzzi Palharini","629","2019","05","02",NA,"Brasil",NA,NA,NA,"IFRV00001155",NA,NA,"Griseb.",NA,"Goiás","Chapadão do Céu","Parque Nacional das Emas","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,"44163","auto",NA,"-527622222.0","-183438889.0",NA,NA,NA,NA,NA,NA
"144","2019-11-12 14:47:01-03","IFGoiano","IFRV","892","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kelly Maria Zanuzzi Palharini","629","2019","03","29",NA,"Brasil",NA,NA,NA,"IFRV00001151",NA,NA,"Griseb.",NA,"Goiás","Rio Verde","Fazenda Rio Verde","-50.9281005859375","-17.7980995178223",NA,NA,NA,NA,"96378","auto",NA,"-507977777.0","-175886111.0",NA,NA,NA,NA,NA,NA
"145","2019-11-12 14:47:01-03","IFGoiano","IFRV","887","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kelly Maria Zanuzzi Palharini",NA,"2019","03","29",NA,"Brasil",NA,NA,NA,"IFRV00001146",NA,NA,"Griseb.",NA,"Goiás","Rio Verde","Fazenda Rio Verde","-50.9281005859375","-17.7980995178223",NA,NA,NA,NA,"96378","auto",NA,"-507977777.0","-175886111.0",NA,NA,NA,NA,NA,NA
"146","2019-11-12 14:47:01-03","IFGoiano","IFRV","897","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kelly Maria Zanuzzi Palharini","488","2019","03","29",NA,"Brasil",NA,NA,NA,"IFRV00001156",NA,NA,"Griseb.",NA,"Goiás","Rio Verde","Fazenda Rio Verde -GO","-50.9281005859375","-17.7980995178223",NA,NA,NA,NA,"96378","auto",NA,"-507977777.0","-175886111.0",NA,NA,NA,NA,NA,NA
"147","2020-10-01 14:22:41-03","JBB","HEPH","10171","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lima, IV; Jesus, FPR de","508","1994","08","16","Southern America","Brasil",NA,NA,"Esteril. CAP. 39cm. T4-9-135",NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"148","2020-10-01 14:22:41-03","JBB","HEPH","10505","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Bucci, FFB; Jesus, FPR de","297","1994","09","11","Southern America","Brasil",NA,NA,"Esteril. T4-5-95.CAP=36,0cm.",NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"149","2020-10-01 14:22:41-03","JBB","HEPH","11545","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Boaventura, M","214","1995","10","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo a Portaria pincipal","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"150","2020-10-01 14:22:41-03","JBB","HEPH","11577","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Boaventura, M","223","1995","11","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília.","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"151","2020-10-01 14:22:41-03","JBB","HEPH","11694","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","429","1996","02","16","Southern America","Brasil",NA,NA,"Carpoteca n° 37",NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Distrito Federal","Brasília","Jardim Botânico de Brasília Trilha de Entrada","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"152","2020-10-01 14:22:41-03","JBB","HEPH","11706","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Martins, RC","138","1996","03","13","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Jardim Botânico de Brasília, Trilha da Entrada","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"153","2020-10-01 14:22:41-03","JBB","HEPH","11721","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, F; et al.","118","1996","03","14","Southern America","Brasil",NA,NA,"56,5cm de CAP.Esteril.T5-02-26.",NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília área na borda do projeto Águas do cerrado","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"154","2020-10-01 14:22:41-03","JBB","HEPH","12263","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG; Jesus, FPR de","569","1996","09","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília -","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"155","2020-10-01 14:22:41-03","JBB","HEPH","12331","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","601","1996","11","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, próximo a área de lazer","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"156","2020-10-01 14:22:41-03","JBB","HEPH","13134","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG; Jesus, FPR de","815","1997","09","25","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"157","2020-10-01 14:22:41-03","JBB","HEPH","1697","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","1697","2002","09","21","Southern America","Brasil",NA,NA,"Frequente",NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Goiás","Espirito Santo","Área utilizada p/ pastagens, próx. ao Córrego Água Verde","-43.435","-15.042222",NA,NA,NA,NA,NA,NA,"2002","-43.435","-15.042222",NA,NA,NA,NA,NA,NA
"158","2020-10-01 14:22:41-03","JBB","HEPH","18040","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","1632","2002","07","08","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Minas Gerais","Uberlândia","Distrito Industrial de Uberlândia; Córrego do Salto Fazenda Colorado,Área próximo ao Rio Uberabinha","-48.390556","-19.466389",NA,"808","808",NA,NA,NA,"2002","-48.390556","-19.466389",NA,NA,NA,NA,NA,NA
"159","2020-10-01 14:22:41-03","JBB","HEPH","14779","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Walter, BMT","2323","1995","01","13","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Brasília","FAL Fazenda Água Limpa","-47.916667","-15.95",NA,"106","106",NA,NA,NA,"2007","-47.916667","-15.95",NA,NA,NA,NA,NA,NA
"160","2020-10-01 14:22:41-03","JBB","HEPH","15348","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Vianna, MCT","22","1999","11","15","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Goiás","Alto Paraíso de Goiás","Fazenda Oreades","-47.902778","-14.233333",NA,NA,NA,NA,NA,NA,"1999","-47.902778","-14.233333",NA,NA,NA,NA,NA,NA
"161","2020-10-01 14:22:41-03","JBB","HEPH","15360","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","1046","1999","11","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Moreira, KRS","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília próximo ao Transecto 6","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2003","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"162","2020-10-01 14:22:41-03","JBB","HEPH","16054","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MGG","1384","2000","10","31","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Nóbrega, MGG","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo a portaria principal","-47.85","-15.866667",NA,"1025","1025",NA,NA,NA,"2000","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"163","2020-10-01 14:22:41-03","JBB","HEPH","24627","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Haidar, RF","469","2008","05","03","Southern America","Brasil",NA,NA,"Levantamento feito para o Plano de Manejo.",NA,"Dicotyledon","Malpighiales","Griseb.","Haidar, RF","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.5625","-15.4375",NA,NA,NA,NA,NA,NA,"2008","-47.5625","-15.4375",NA,NA,NA,NA,NA,NA
"164","2020-10-01 14:22:42-03","JBB","HEPH","26888","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ramos, AE; Oliveira, MS","2123","2010","07","29","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Passos, FB","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga - FL 26.","-47.5625","-15.4375",NA,"1000","1000",NA,NA,NA,"2010","-47.5625","-15.4375",NA,NA,NA,NA,NA,NA
"165","2020-10-01 14:22:41-03","JBB","HEPH","25661","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ramos, AE; et al.","1849","2009","08","11","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Ramos, AE","Distrito Federal","Recanto das Emas","Núcleo Rural Monjolo","-48.083333","-15.929722",NA,NA,NA,NA,NA,NA,"2009","-48.083333","-15.929722",NA,NA,NA,NA,NA,NA
"166","2020-10-01 14:22:41-03","JBB","HEPH","2321","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, QJ da","84","1972","10","17","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Mamede, MCH","Distrito Federal","Guará","Parque do Guará",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-01 14:22:42-03","JBB","HEPH","26694","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ramos, AE; et al.","2020","2010","05","16","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Griseb.","Rosário, RF do","Distrito Federal","Planaltina","Núcleo Rural- Tabatinga - Chácara 173.",NA,NA,NA,"831","831",NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-01 14:22:42-03","JBB","HEPH","27311","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kuhlmann, MP","53","2008","04","16","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,"Dicotyledon","Malpighiales","Griseb.","Kuhlmann, MP","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.828558","-15.8618",NA,NA,NA,NA,NA,NA,NA,"-47.828558","-15.8618",NA,NA,NA,NA,NA,NA
"169","2020-10-01 14:22:42-03","JBB","HEPH","27316","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kuhlmann, MP","47","2008","03","25","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,"Dicotyledon","Malpighiales","Griseb.",NA,"Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.837278","-15.881103",NA,NA,NA,NA,NA,NA,"2015","-47.837278","-15.881103",NA,NA,NA,NA,NA,NA
"170","2020-10-01 14:22:42-03","JBB","HEPH","28574","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silvestre Silva, J; Silveira, I; Solórzano, A","150","2007","10","22","Southern America","Brasil",NA,NA,"Botões florais amarelos",NA,"Dicotyledon","Malpighiales","Griseb.","Silveira, I","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,NA,NA,NA,NA,"2007","-47.816667","-15.85","10",NA,"22",NA,NA,NA
