"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"625","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","13477","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Cozer A.C, Fetter P.; Iduarte G.P.","ACL6","2010","11","18",NA,"Brasil",NA,NA,"Crescendo na beira do rio, inflorescencias amareladas.",NA,NA,NA,"Griseb",NA,"Mato Grosso","Nova Xavantina","Coleta de barco nas margens do rio das Mortes, próximo a Inha dos Pintados.","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2020-11-16 16:31:31-03","UNEMAT","NX-FANEROGAMAS","11126","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva T.R.R, Silva E.F","TRS48","2005","05","02",NA,"Brasil",NA,NA,"Frutos maduros.",NA,NA,NA,"Griseb",NA,"Mato Grosso","Nova Xavantina","Estrada de acesso","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","1642","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora",NA,"7","2001","02","11",NA,"Brasil",NA,NA,"[HABITAT=Cerrado s.s.]",NA,NA,NA,"Griseb.","Marimon B.S.","Mato Grosso","Nova Xavantina","Estrada do Antártico, perto da Ilha do Coco.","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"79739","auto","2003",NA,NA,"04",NA,NA,NA,NA,NA
"628","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","1649","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Moura G.B., Kemerich M.","M1","1998","11","17",NA,"Brasil",NA,NA,"Ocasional. Relevo plano.[HABITAT=Pastagem]",NA,NA,NA,"Griseb.","Freitas G.P.","Mato Grosso","Nova Xavantina","Fazenda Primeiro de Maio, a 9 km de Nova Xavantina.","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"79739","auto","2001",NA,NA,"12",NA,"18",NA,NA,NA
"629","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","1646","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora",NA,"24","2001","01","30",NA,"Brasil",NA,NA,"Frutos imaturos.[HABITAT=Cerrado]",NA,NA,NA,"Griseb.","Freitas G.P.","Mato Grosso","Nova Xavantina","Parque do Bacaba, no interior do Campus da UNEMAT.","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","6983","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora",NA,"R324","2005","11","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb",NA,"Mato Grosso","Nova Xavantina","Reserva Mário Viana, próximo ao Herbário.","-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2020-06-03 17:39:00-03","UFMT","CNMT","9796","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Giacoppini, D.R.; Córdova, M.O.","833","2020","04","14",NA,"Brasil",NA,NA,"Frutos verdes imaturos, flores laranja pubescente.Estudo de Impacto Ambiental, Linha de Transmissão de Energia (LT).","CNMT009796","Angiosperma",NA,"Griseb.","Giacoppini, D.R.","Mato Grosso","Primavera do Leste","Área de influência de Linha de Transmissão de Energia, Vila União. Caminhamento.","-54.382778","-15.377778","CNMT009796_v02","630","630",NA,NA,NA,"2020","54°22'58W","15°22'40S","04",NA,"15",NA,NA,NA
"632","2020-06-03 17:39:00-03","UFMT","CNMT","9795","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Giacoppini, D.R.; Córdova, M.O.","832","2020","04","14",NA,"Brasil",NA,NA,"Frutos verdes imaturos.Estudo de Impacto Ambiental, Linha de Transmissão de Energia (LT).","CNMT009795","Angiosperma",NA,"Griseb.","Giacoppini, D.R.","Mato Grosso","Primavera do Leste","Área de influência de Linha de Transmissão de Energia, Vila União. Caminhamento.","-54.382778","-15.377222","CNMT009795_v02","630","630",NA,NA,NA,"2020","54°22'58W","15°22'38S","04",NA,"15",NA,NA,NA
"633","2020-04-30 16:07:11-03","UFMT","CNMT","9242","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Soares, A.C.A.; Oliveira, M.S.","255","2014","04","01",NA,"Brasil",NA,NA,"Fruto imaturo verdeDoação Herbário Ezechias Paulo Heringer - HEPH 30572","CNMT009242","Angiosperma",NA,"Griseb.","Oliveira, M.S.","Distrito Federal","Brasília","Estação Ecologica do Jardim Botânico de Brasília, mata de galeria","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2014",NA,NA,"04",NA,"01",NA,NA,NA
"634","2018-12-04 20:30:08-02","UNIR","RON","5034","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silveira, ALP","300","2007","10","03","Southern America","Brasil",NA,NA,"Árvore com 3m.","RON00005034","Angiosperma","Malpighiales","Griseb.","Sebastiani, R","Amazonas","Manicoré","Cerrado, msm.","-61.475278","-8.534444","RON00005034",NA,NA,NA,NA,NA,"2008","-61.475278","-8.534444","06",NA,NA,NA,NA,NA
"635","2019-11-21 10:08:25-03","IBt","SP","106307","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Irwin, HS; Souza, R; Reis dos Santos, R","10796","1965","11","30",NA,"Brasil",NA,NA,NA,"SP015238",NA,NA,"Griseb.","Mamede, MCH","Goiás","Corumbá de Goiás","Serra dos Pirineus, Ca. 12 km S of Corumbá de Goiás","-49","-16",NA,"975","975",NA,NA,NA,"2003","-49","-16",NA,NA,NA,NA,NA,NA
"636","2019-11-21 10:08:25-03","IBt","SP","106298","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Irwin, HS; Grear Jr, JW; Souza, R; Reis dos Santos, R","18181","1966","06","13",NA,"Brasil",NA,NA,NA,"SP015290",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Taguatinga","Córrego Samambaia, near Taguatinga ca. 20 km W of Brasília",NA,NA,NA,"1000","1000",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"637","2019-11-21 10:08:25-03","IBt","SP","197756","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkbride Jr, JH","3291","1980","02","07",NA,"Brasil",NA,NA,NA,"SP015239",NA,NA,"Griseb.","Anderson, WR","Goiás","Mossâmedes","Serra Dourada, Ca. 6 km nordeste de Mossâmedes","-50.183333","-16.066667",NA,"1000","1000",NA,NA,NA,"1984","-50.183333","-16.066667",NA,NA,NA,NA,NA,NA
"638","2019-11-21 10:08:25-03","IBt","SP","236852","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Alvarenga, D; Oliveira, FCA","281","1989","05","29",NA,"Brasil",NA,NA,NA,"SP015297",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Mata ciliar do córrego Monjolo","-47.882222","-15.951667",NA,NA,NA,NA,NA,NA,"2007","-47.882222","-15.951667",NA,NA,NA,NA,NA,NA
"639","2019-11-21 10:08:25-03","IBt","SP","236915","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nogueira Silva, PE","28","1988","10","21",NA,"Brasil",NA,NA,NA,"SP015299",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Córrego do Gama","-47.970278","-15.950556",NA,NA,NA,NA,NA,NA,"2007","-47.970278","-15.950556",NA,NA,NA,NA,NA,NA
"640","2019-11-21 10:08:25-03","IBt","SP","237167","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Azevedo, MLM; Pereira Neto, M","435","1989","11","16",NA,"Brasil",NA,NA,NA,"SP015293",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Córrego Escondido","-47.897222","-15.963333",NA,NA,NA,NA,NA,NA,"2007","-47.897222","-15.963333",NA,NA,NA,NA,NA,NA
"641","2019-11-21 10:08:25-03","IBt","SP","237195","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pereira Neto, M; Oliveira, FCA","473","1989","11","09",NA,"Brasil",NA,NA,NA,"SP015296",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Mata ciliar do córrego Escondido","-47.891111","-15.954167",NA,NA,NA,NA,NA,NA,"2007","-47.891111","-15.954167",NA,NA,NA,NA,NA,NA
"642","2019-11-21 10:08:25-03","IBt","SP","238645","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pereira Neto, M; Oliveira, FCA","556","1990","01","24",NA,"Brasil",NA,NA,NA,"SP015295",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Área do Cristo Redentor","-47.9","-15.9",NA,NA,NA,NA,NA,NA,"2007","-47.9","-15.9",NA,NA,NA,NA,NA,NA
"643","2019-11-21 10:08:25-03","IBt","SP","238677","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Azevedo, MLM; Alvarenga, D","517","1990","03","22",NA,"Brasil",NA,NA,NA,"SP015294",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Córrego Monjolo acima da chácara 4","-47.883333","-15.965556",NA,NA,NA,NA,NA,NA,"2007","-47.883333","-15.965556",NA,NA,NA,NA,NA,NA
"644","2019-11-21 10:08:25-03","IBt","SP","305928","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Tozzi, AMGA; Árbocz, GF","94-155","1994","11","10",NA,"Brasil",NA,NA,NA,"SP016197",NA,NA,"Griseb.","Mamede, MCH","São Paulo","Santo Antônio da Alegria",NA,"-41.268889","-21.466944",NA,NA,NA,NA,NA,NA,"1999","-41.268889","-21.466944","10",NA,"08",NA,NA,NA
"645","2019-11-21 10:08:25-03","IBt","SP","248295","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Melo, E de; França, F","401","1990","11","29",NA,"Brasil",NA,NA,NA,"SP015291",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brazlândia","Escola Agrícola",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"646","2019-11-21 10:08:25-03","IBt","SP","275862","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Tameirão Neto, E; Werneck, MS","760","1991","10","15",NA,"Brasil",NA,NA,NA,"SP015232",NA,NA,"Griseb.","Mamede, MCH","Minas Gerais",NA,"Bonsucesso, Fazenda Mundo Novo",NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"647","2019-11-21 10:08:25-03","IBt","SP","276276","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Tameirão Neto, E; Werneck, MS","762","1991","12","14",NA,"Brasil",NA,NA,NA,"SP015229",NA,NA,"Griseb.","Mamede, MCH","Minas Gerais",NA,"Bonsucesso. Faz. Porto Velho - Macaia",NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"648","2019-11-21 10:08:25-03","IBt","SP","276781","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Aparecida da Silva, M","1919","1994","04","14",NA,"Brasil",NA,NA,NA,"SP015254",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Chácara 04","-47.885278","-15.944722",NA,NA,NA,NA,NA,NA,"2003","-47.885278","-15.944722",NA,NA,NA,NA,NA,NA
"649","2019-11-14 09:51:25-03","IBt","SP","292275","Extra","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lima, AS","s.n.","1944","11","09",NA,"Brasil",NA,NA,NA,"SP014559",NA,NA,"Griseb.","Francener, A","Mato Grosso",NA,"Próximo ao Rio Sacre",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA
"650","2019-11-21 10:08:25-03","IBt","SP","298365","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Aparecida da Silva, M","2811","1995","10","11",NA,"Brasil",NA,NA,NA,"SP015298",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Floresta de galeria do Riacho Roncador ao lado da chácara 2","-47.885278","-15.944722",NA,"1100","1100",NA,NA,NA,"2007","-47.885278","-15.944722",NA,NA,NA,NA,NA,NA
"651","2019-11-21 10:08:25-03","IBt","SP","304470","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Barreto, KD; Fernandes, GD; Vitti, FX","2285","1994","04","26",NA,"Brasil",NA,NA,NA,"SP015387",NA,NA,"Griseb.","Mamede, MCH","São Paulo","Itirapina","Trevo Itirapina","-47.765333","-22.217417",NA,NA,NA,NA,NA,NA,"2007","-47.765333","-22.217417",NA,NA,NA,NA,NA,NA
"652","2019-11-21 10:08:25-03","IBt","SP","306649","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Maestro, AL; Silveira, AM","24","1994","10","10",NA,"Brasil",NA,NA,NA,"SP016193",NA,NA,"Griseb.","Mamede, MCH","São Paulo","Riolândia","Ca. 5 km da cidade em direção a Cardoso","-49.770556","-19.988056",NA,NA,NA,NA,NA,NA,"2002","-49.770556","-19.988056",NA,NA,NA,NA,NA,NA
"653","2019-11-21 10:08:25-03","IBt","SP","315154","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Castellani, ED; Custodio Filho, A; Pastore, JA","174","1997","03","18",NA,"Brasil",NA,NA,NA,"SP015396",NA,NA,"Griseb.","Mamede, MCH","São Paulo","Guaraci","Ribeirão Bocaina","-49.9","-20.483333",NA,NA,NA,NA,NA,NA,"2007","-49.9","-20.483333",NA,NA,NA,NA,NA,NA
"654","2019-11-21 10:08:25-03","IBt","SP","306651","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Barraca, SA; Souza, JP; Moncaio, E; Basso, ME","9","1994","10","12",NA,"Brasil",NA,NA,NA,"SP016192",NA,NA,"Griseb.","Mamede, MCH","São Paulo","Orindiúva","A 7 km da cidade em direção a Icém","-49.299167","-20.215278",NA,NA,NA,NA,NA,NA,"2002","-49.299167","-20.215278",NA,NA,NA,NA,NA,NA
"655","2019-11-21 10:08:25-03","IBt","SP","313911","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pott, A","4510","1988","11","23",NA,"Brasil",NA,NA,NA,"SP015214",NA,NA,"Griseb.","Mamede, MCH","Mato Grosso do Sul","Corumbá","Corixó mutum; sede da Faz. Acurizal, Nabileque","-57.016667","-19.633333",NA,"90","90",NA,NA,NA,"2003","-57.016667","-19.633333",NA,NA,NA,NA,NA,NA
"656","2019-11-21 10:08:25-03","IBt","SP","313912","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pott, A; Pott, VJ; Boock, A; Araújo, MR; Pereira, M","3555","1987","09","30",NA,"Brasil",NA,NA,NA,"SP015244",NA,NA,"Griseb.","Mamede, MCH","Mato Grosso do Sul","Corumbá","Rio Miranda, Invernada Bodoque, Fazenda Acurizal, Nabileque","-57.266667","-19.533333",NA,"90","90",NA,NA,NA,"2003","-57.266667","-19.533333",NA,NA,NA,NA,NA,NA
"657","2019-11-21 10:08:25-03","IBt","SP","314721","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pereira da Silva, G; Santos, HGP; Cordovil Silva, SP","2116","1993","12","14",NA,"Brasil",NA,NA,NA,"SP015206",NA,NA,"Griseb.","Mamede, MCH","Goiás","Corumbaíba","Margem esquerda do rio Corumbá, próximo ao eixo da Barragem","-48.566667","-17.966667","SP015206","520","520",NA,NA,NA,"2003","-48.566667","-17.966667",NA,NA,NA,NA,NA,NA
"658","2019-11-21 10:08:25-03","IBt","SP","314597","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Assis, MC; Rocha, DMS; Pereira da Silva, G; Santos, HGP; Cordovil Silva, SP","97","1994","12","18",NA,"Brasil",NA,NA,NA,"SP015213",NA,NA,"Griseb.","Mamede, MCH","Goiás","Ipameri","Fazenda Fundão","-48.15","-17.716667",NA,"760","760",NA,NA,NA,"2003","-48.15","-17.716667",NA,NA,NA,NA,NA,NA
"659","2019-11-21 10:08:25-03","IBt","SP","314689","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Vieira, RF; Pereira da Silva, G; Costa, FOV; Santos, HGP; Cordovil Silva, SP","1783","1993","10","27",NA,"Brasil",NA,NA,NA,"SP015202",NA,NA,"Griseb.","Mamede, MCH","Goiás","Caldas Novas","Margem direita do rio Corumbá, próximo à estação S.O.9 na margem direita do córrego","-48.533333","-17.7",NA,"720","720",NA,NA,NA,"2003","-48.533333","-17.7",NA,NA,NA,NA,NA,NA
"660","2019-11-21 10:08:25-03","IBt","SP","314731","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pereira da Silva, G; Pereira, RL","879","1991","11","09",NA,"Brasil",NA,NA,NA,"SP015310",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Cachoeira do Cariru, próximo ao PADEF","-47.533333","-15.983333",NA,"1000","1000",NA,NA,NA,"2007","-47.533333","-15.983333",NA,NA,NA,NA,NA,NA
"661","2019-11-21 10:08:25-03","IBt","SP","315150","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pastore, JA; Castellani, ED; Custodio Filho, A","743","1997","03","18",NA,"Brasil",NA,NA,NA,"SP015382",NA,NA,"Griseb.","Mamede, MCH","São Paulo","Barretos","Ribeirão Anhumas","-48.833333","-20.433333",NA,NA,NA,NA,NA,NA,"2007","-48.833333","-20.433333",NA,NA,NA,NA,NA,NA
"662","2019-11-21 10:08:25-03","IBt","SP","319386","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pastore, JA; Custodio Filho, A; Castellani, ED","787","1997","03","19",NA,"Brasil",NA,NA,NA,"SP015259",NA,NA,"Griseb.","Mamede, MCH","São Paulo","Guaraci","ribeirão Bocaina","-49.9","-20.483333",NA,NA,NA,NA,NA,NA,"2003","-49.9","-20.483333","04",NA,"22",NA,NA,NA
"663","2019-11-21 10:08:25-03","IBt","SP","329191","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Dias, TAB; Sucena, DM; Xavier, SCS; Santos, HGP; Cordovil Silva, SP","259","1993","02","09",NA,"Brasil",NA,NA,NA,"SP015225",NA,NA,"Griseb.","Mamede, MCH","Goiás","Caldas Novas","estrada que leva à alternativa 4, ca. 5,7 km da estrada que liga a Obra - UHE Corumbá a Caldas Novas","-48.5","-17.9","SP015225",NA,NA,NA,NA,NA,"2003","-48.5","-17.9",NA,NA,NA,NA,NA,NA
"664","2019-11-21 10:08:25-03","IBt","SP","329202","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Dias, TAB; Sucena, DM; Xavier, SCS; Santos, HGP; Cordovil Silva, SP","257","1993","02","09",NA,"Brasil",NA,NA,NA,"SP015227",NA,NA,"Griseb.","Mamede, MCH","Goiás","Caldas Novas","estrada que leva à alternativa 4, ca. 5,7 km da estrada que liga a Obra - UHE Corumbá a Caldas Novas","-48.5","-17.9",NA,NA,NA,NA,NA,NA,"2003","-48.5","-17.9",NA,NA,NA,NA,NA,NA
"665","2019-11-21 10:08:25-03","IBt","SP","329216","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Dias, TAB; Sucena, DM; Pereira da Silva, G; Santos, HGP; Cordovil Silva, SP","464","1993","03","22",NA,"Brasil",NA,NA,NA,"SP015224",NA,NA,"Griseb.","Mamede, MCH","Goiás","Caldas Novas","Fazenda Geraldinho, próximo alternativa 9.1, ca. 12,7 km do asfalto a 6,3 km de C. Novas direção Corumbá","-48.55","-17.833333",NA,NA,NA,NA,NA,NA,"2003","-48.55","-17.833333",NA,NA,NA,NA,NA,NA
"666","2019-11-21 10:08:25-03","IBt","SP","333033","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Bicudo, LRH; Campos, CJ; Barbosa, SB","107","1998","10","14",NA,"Brasil",NA,NA,NA,"SP015391",NA,NA,"Griseb.","Mamede, MCH","São Paulo","Panorama","Fazenda Colonial, estrada de Panorama a Campinal","-51.906944","-21.504444",NA,"200","200",NA,NA,NA,"2007","-51.906944","-21.504444",NA,NA,NA,NA,NA,NA
"667","2019-11-21 10:08:25-03","IBt","SP","333805","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Cavalcanti, TB; Silva, VS; Cordovil Silva, SP; Litt, A; Gualda, C; Silva, MC","1754","1995","09","28",NA,"Brasil",NA,NA,NA,"SP015230",NA,NA,"Griseb.","Mamede, MCH","Goiás","Ipameri","Estrada para a Faz. do Sr Caio (Fazenda Santo Antonio do Fundão)","-48.466667","-17.766667",NA,"720","720",NA,NA,NA,"2003","-48.466667","-17.766667",NA,NA,NA,NA,NA,NA
"668","2019-11-21 10:08:25-03","IBt","SP","333854","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Walter, BMT","2323","1995","01","13",NA,"Brasil",NA,NA,NA,"SP015311",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Fazenda Água Limpa, UnB","-47.916667","-15.95",NA,"1060","1060",NA,NA,NA,"2007","-47.916667","-15.95",NA,NA,NA,NA,NA,NA
"669","2019-11-21 10:08:25-03","IBt","SP","340475","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Marimon, BS","450","1999","10","22",NA,"Brasil",NA,NA,NA,"SP015223",NA,NA,"Griseb.","Mamede, MCH","Mato Grosso","Nova Xavantina","Reserva Biológica Mário Viana, Mata de galeria do córrego Bacaba, próximo à cachoeira","-52.35","-14.716667",NA,NA,NA,NA,NA,NA,"2000","-52.35","-14.716667","03",NA,"24",NA,NA,NA
"670","2019-11-21 10:08:25-03","IBt","SP","346432","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Árbocz, GF","1696","1994","10","06",NA,"Brasil",NA,NA,NA,"SP015245",NA,NA,"Griseb.","Mamede, MCH",NA,NA,"Usina da Serra",NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"671","2019-11-21 10:08:25-03","IBt","SP","346767","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ivanauskas, NM","4436","2000","10","07",NA,"Brasil",NA,NA,NA,"SP015226",NA,NA,"Griseb.","Mamede, MCH","Mato Grosso","Gaúcha do Norte","Estrada para a Fazenda Pontal, propr. de Silvino Perotto","-53.393611","-13.1",NA,NA,NA,NA,NA,NA,"2003","-53.393611","-13.1",NA,NA,NA,NA,NA,NA
"672","2020-12-17 09:29:05-03","IBt","SP","347124","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Sousa Silva, S; Lemos, J; Dambrós, LA","75","1996","09","13",NA,"Brasil",NA,NA,NA,"SP015211",NA,NA,"Griseb.","Mamede, MCH","Goiás","Nova Crixás","Estrada para Cocalzinho","-50.483333","-14.4",NA,"325","325",NA,NA,NA,"2003","-50.483333","-14.4",NA,NA,NA,NA,NA,NA
"673","2019-11-21 10:08:25-03","IBt","SP","348147","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Sampaio, AB; Pereira, JB; Walter, BMT","57","1996","09","30",NA,"Brasil",NA,NA,NA,"SP015288",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Mata do Açudinho, porção central. Fazenda Sucupira","-48.033333","-15.924167",NA,"1080","1080",NA,NA,NA,"2007","-48.033333","-15.924167",NA,NA,NA,NA,NA,NA
"674","2019-11-21 10:08:25-03","IBt","SP","348149","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Sampaio, AB; Nunes, RV; Pinho, GSC; Walter, BMT","85","1997","01","24",NA,"Brasil",NA,NA,NA,"SP015309",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Mata de galeria do Açudinho, cabeceira, Fazenda Sucupira","-48.033333","-15.924167",NA,"1080","1080",NA,NA,NA,"2007","-48.033333","-15.924167",NA,NA,NA,NA,NA,NA
"675","2019-11-21 10:08:25-03","IBt","SP","349963","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Árbocz, GF","7173","2000","11","02",NA,"Brasil",NA,NA,NA,"SP015241",NA,NA,"Griseb.","Mamede, MCH","Mato Grosso","Itiquira","Margem do canal de fuga da UHE-Ponte de Pedra","-54.857778","-17.594444",NA,NA,NA,NA,NA,NA,"2003","-54.857778","-17.594444","04",NA,"28",NA,NA,NA
"676","2019-11-21 10:08:25-03","IBt","SP","358827","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MG","601","1996","11","05",NA,"Brasil",NA,NA,NA,"SP015304",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília","-47.85","-15.866667",NA,"1025","1150",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"677","2019-11-21 10:08:25-03","IBt","SP","358829","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MG; Jesus, FPR","815","1997","09","25",NA,"Brasil",NA,NA,NA,"SP015303",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília, Mata de galeria atrás da cantina","-47.85","-15.866667",NA,"1025","1150",NA,NA,NA,"2007","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"678","2019-11-21 10:08:25-03","IBt","SP","358835","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nóbrega, MG","1046","1999","11","24",NA,"Brasil",NA,NA,NA,"SP015287",NA,NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília","-47.85","-15.866667",NA,"1025","1150",NA,NA,NA,"2002","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
