"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"499","2014-11-11 11:49:00-02","MO","MOBOT","194020","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristobal (CTES)","Blas Pérez","Pérez Maricerich 1371","1991","10",NA,"South America","Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","3",NA
"500","2016-01-21 12:56:00-02","MO","MOBOT","194077","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristobal (CTES)","Blas Pérez","Pérez Maricerich 723","1991","3",NA,"South America","Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA
"501","2009-06-25 13:34:00-03","MO","MOBOT","2051438","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Paul C. Hutchison|J. Kenneth Wright","Hutchison 3604","1964","1","18","South America","Peru","Cajamarca","Jaén","200 m above Pucará, hilltop NW of town, across river from town.",NA,NA,NA,NA,NA,NA,"930.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359",NA,NA
"502","2011-03-25 20:20:00-03","MO","MOBOT","2297312","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cocucci, A. A.","Andrea A. Cocucci|A.N. Sérsic|N. Hempel|A. Dafni|J. Nattero|M. Moré|S. Benítez Vieyra|A. Fluegge","Cocucci 2915",NA,NA,NA,"South America","Argentina","Entre Ríos","Colón","Parque Nacional El Palmar, patio de la intendencia","-58.21","-31.87472",NA,NA,NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2010-06-18 17:08:00-03","MO","MOBOT","2297322","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L.","Arturo E. Burkart|et al.","Burkart 23408","1962","3","10","South America","Argentina","Entre Ríos","Concordia","Concordia, Parque Rivadavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2018-05-17 05:29:00-03","MO","MOBOT","2297356","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Saunders, J. G., V-","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2188","2000","9","21","South America","Argentina","Misiones","San Ignacio","Alrededores casa de Horacio Quiroga, en campo","-55.53333","-27.25",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2011-04-05 22:07:00-03","MO","MOBOT","2342631","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L., //","Ricardo O. Vanni|D.B. Kurtz|C.S. Glibota","Vanni 3895","1996","11","14","South America","Argentina","Misiones","Candelaria","Est. Peaje Santa Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2011-04-03 14:36:00-03","MO","MOBOT","2342652","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L., //","Aurelio Schinini|G. Cuadrado","Schinini Cacace 30370","1995","10","26","South America","Argentina","Formosa","Pilagás","Espinillo, Colonia San Rafael. En desmonte del palmar de Copernicia alba y Chorisia insignis","-58.6","-25.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2016-11-15 05:15:00-02","MO","MOBOT","2404682","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L., //","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 46677","1996","4","7","South America","Argentina","Salta","Rosario de la Frontera","2.3 Km S de la ruta 34, camino a San Lorenzo. En bosque de algarrobo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2009-07-30 13:26:00-03","MO","MOBOT","2408967","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Bacigalupo, N. M.","A. Maranta","Maranta 573","1993","10","2","South America","Argentina","Entre Ríos","Colón","Pque. Nac. El Palmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"509","2016-11-15 05:15:00-02","MO","MOBOT","2514171","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L., //","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44304","1992","12","10","South America","Paraguay","Boquerón",NA,"Col. Menno, Ea. Cascabel, km 165 del FFCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2016-11-15 05:15:00-02","MO","MOBOT","2514184","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L., //","Carmen L. Cristóbal|Antonio C. Krapovickas","Cristóbal 2304","1993","10","14","South America","Paraguay","Central",NA,"Alrededores de Areguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2016-11-15 05:15:00-02","MO","MOBOT","2514204","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L., //","Carmen L. Cristóbal|Antonio C. Krapovickas","Cristóbal 2293","1993","10","6","South America","Paraguay","Itapúa",NA,"Trinidad, en las ruinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2016-11-15 05:15:00-02","MO","MOBOT","2514218","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L., //","Carmen L. Cristóbal|Antonio C. Krapovickas","Cristóbal 2295","1993","10","7","South America","Paraguay","Itapúa",NA,"Capitán Miranda, Hotel Tirol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2009-08-25 05:42:00-03","MO","MOBOT","3009176","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","P. Fryxell","Calaway H. Dodson|P.M. Dodson","Dodson 11543","1981","9","26","South America","Ecuador","Guayas",NA,"Capeira. Km 21 on the Guayaquil to Daule road. Tropical Dry Forest.","-79.96666","-2",NA,NA,NA,NA,"100.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145",NA,NA
"514","2009-07-10 17:57:00-03","MO","MOBOT","3059736","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","T.M. Pedersen","Troels M. Pedersen","Pedersen 4088","1956","10","18","South America","Paraguay","Boquerón",NA,"Puerto Casado & Vicinity. Near Estancia Guajhó. Open ground.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2012-04-06 13:56:00-03","MO","MOBOT","3059789","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C. Cristobal","Nélida Soria","Soria Rey 2551","1988","11","11","South America","Paraguay","Guairá",NA,"Tororo-Camino al cerro Acati. Orillas de bosque.","-56.25","-25.9166667",NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"516","2008-05-27 22:02:00-03","MO","MOBOT","3059797","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"August G. Schulz","Schulz 8713","1954",NA,NA,"South America","Argentina","Chaco",NA,"Dep. 1 de Mayo. Colonia Benítez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2009-11-19 21:01:00-02","MO","MOBOT","3059798","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Lázaro J. Novara","Novara 2358","1982",NA,NA,"South America","Argentina","Salta",NA,"Dpto. Capital. Río Vaqueros, 5 Km. al W del puente Ruta 9.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2008-05-27 22:02:00-03","MO","MOBOT","3059871","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","P.C. Standley","Guillermo Klug","Klug 3927","1935","1",NA,"South America","Peru","Loreto",NA,"Maucallacta, Río Paranapura.",NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2008-05-27 22:02:00-03","MO","MOBOT","3059915","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","L. Golotti","Angel L. Cabrera","Cabrera 28084","1976",NA,NA,"South America","Argentina","Entre Ríos","Concordia","Obraje Salto Grande.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2009-10-14 20:07:00-03","MO","MOBOT","3060076","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristóbal","Rosa Degen","Degen 1781","1991",NA,NA,"South America","Paraguay","Cordillera",NA,"Piribebuy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2008-05-27 22:02:00-03","MO","MOBOT","3060137","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","P. Zolldan","CUSATO","CUSATO 355","1980",NA,NA,"South America","Argentina","Entre Ríos","Colón","Pque. Nac. El Palmar, entre A. Los Loros y Camping.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2015-03-19 14:16:00-03","MO","MOBOT","3060174","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"August G. Schulz","Schulz 7920","1950","12","17","South America","Paraguay","Ñeembucú",NA,"Frente boca río Bermejo (3 km. aguas abajo desde boca río Bermejo).","-58.2833333","-26.8833333",NA,NA,NA,NA,"45.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"523","2012-05-02 05:07:00-03","MO","MOBOT","3060208","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","R.L. Liesner","Germán Parra V.","Parra V. 047",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","2016-11-15 05:15:00-02","MO","MOBOT","3060235","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Antonio C. Krapovickas|J. Irigoyen","Krapovickas 17825","1971",NA,NA,"South America","Argentina","Corrientes","Goya","8 Km S de Goya, Ruta 27.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","2013-08-23 04:12:00-03","MO","MOBOT","3060354","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","R.L. Liesner","Honora Murphy","Murphy 673","1982","7","14","South America","Colombia","Valle del Cauca","Buga","El Vinculo, goverment owned regenerating forest about 20 years old.",NA,NA,NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","2012-04-06 13:06:00-03","MO","MOBOT","3060369","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Ronald Liesner","Nélida Soria","Soria Rey 1318","1987","2","20","South America","Paraguay","Boquerón",NA,"20 kms de Mcal Estisguribia, camino alta Ochoa. A orillas del camino, en medio de la selva (picada).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"527","2012-04-19 15:10:00-03","MO","MOBOT","3060391","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Ronald L. Liesner","José E. Montes","Montes 27662","1958","3","31","South America","Argentina","Misiones","Cainguás","Localidad: Mineral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"528","2016-11-15 05:15:00-02","MO","MOBOT","3060497","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 34346","1979",NA,NA,"South America","Brazil","Mato Grosso do Sul",NA,"Campo Grande, parque de la Universidad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2016-11-15 05:15:00-02","MO","MOBOT","3060515","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 36419","1980",NA,NA,"South America","Bolivia","Santa Cruz","Chiquitos","5 km S de Roboré, lago Sucuaré.","-59.76666","-18.33333",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2009-07-10 17:57:00-03","MO","MOBOT","3060581","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","T.M. Pedersen","Troels M. Pedersen","Pedersen 7666","1965","12","26","South America","Paraguay","Misiones",NA,"Estancia ,,La Soledad. Santiago. Dry grasslands.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2010-03-01 19:04:00-03","MO","MOBOT","3060601","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"F. Javier Fernández Casas|J. Molero","Fernández Casas 4307","1980",NA,NA,"South America","Paraguay","Chaco",NA,"Entre Teniente Martínez y Madrejón, cerca de Madrejoncito, en herbazal al borde de la pista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2008-05-27 22:02:00-03","MO","MOBOT","3060653","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","A. Goldberg","Gert G. Hatschbach","Hatschbach 14345","1966",NA,NA,"South America","Brazil","Paraná",NA,"Rio Ivai (Mun. S. Carlos de Ivai).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2008-05-27 22:02:00-03","MO","MOBOT","3060660","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"August G. Schulz","Schulz 17063","1969",NA,NA,"South America","Argentina","Chaco",NA,"Dep. Gral. San Martín. Puente río de Oro, ruta 90. De Zapallar a El Colorado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","2009-11-19 21:00:00-02","MO","MOBOT","3060668","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","P. Fryxell","Lázaro J. Novara","Novara 2203","1981","11","26","South America","Argentina","Salta",NA,"Dpto. Capital: Ruta a San Lorenzo, pasando la entrada a Barrio La Loma, entre el primer y segundo puente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","2020-09-04 04:40:00-03","MO","MOBOT","3060727","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Herbert H. Smith","Smith 472","1898",NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"152.40000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2008-05-27 22:02:00-03","MO","MOBOT","3060741","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","R. Liesner","Thomas B. Croat","Croat 21717","1973","2","13","South America","Venezuela","Miranda",NA,"Parque National Guatopo: near park headquarters at south entrance.","-66.485","10.0811111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2020-03-28 15:35:00-03","MO","MOBOT","3060790","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","R.L. Liesner","Germán Parra V.","Parra V. 061","1986","9","9","South America","Bolivia",NA,NA,"Arbusto de 50 cm. hojas simples aserradas alternas con estípulas; inflorescencia en umbela terminales y axilares, corola gamopétala lila, estambres amarillos, frutos amarillos verdes y maduros secos dehicentes de color amarillo, común en áreas de regeneración de 3 años.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"538","2011-03-05 10:03:00-03","MO","MOBOT","3060827","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Augustus Fendler","Fendler 108","1854",NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"539","2009-12-04 16:44:00-02","MO","MOBOT","3060944","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristobal","Gert G. Hatschbach|Maria M. Hatschbach|Armando C. Cervi","Hatschbach 52511","1988","10","23","South America","Bolivia",NA,NA,"Puerto Suarez, rod. p/Corumbá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2013-11-29 18:01:00-02","MO","MOBOT","3060955","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Maria A. Santibáñez A.","Maria A. Santibáñez","Santibáñez 3","1982","10","16","South America","Venezuela","Miranda",NA,"Dtto. Independencia-Sta. Teresa del Tuy-Urb. Luis Tovar.","-66.66666","10.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2009-07-10 17:57:00-03","MO","MOBOT","3060968","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","T.M. Pedersen","Troels M. Pedersen","Pedersen 2627","1954","3","5","South America","Argentina","Corrientes","Mburucuyá","Estancia ,,Santa Teresa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2011-06-09 18:12:00-03","MO","MOBOT","3061046","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Abundio Sagástegui A.","Sagástegui Alva 14913","1993",NA,NA,"South America","Peru","La Libertad","Ascope","Mócan. Cultivo de maíz.",NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2008-05-27 22:02:00-03","MO","MOBOT","3061103","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","A. Goldberg","Gert G. Hatschbach","Hatschbach 22909","1969","11","17","South America","Brazil","Paraná",NA,"Leroville, Campo das Pedras (mun. Londrina).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2010-10-07 15:18:00-03","MO","MOBOT","3061159","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Ronald L. Liesner","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 15004","1966","4","19","South America","Brazil","Goiás",NA,"Serra do Morcêgo. Slope forest, Côrrego Estrema, ca. 35 km. N.E. of Formosa.",NA,NA,NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2013-07-28 05:59:00-03","MO","MOBOT","3061176","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","P. Fryxell","Gunnar Wilhelm Harling|Lennart Andersson","Harling 16046","1980",NA,NA,"South America","Ecuador","Guayas","Guayaquil","Road Guayaquil-Boca de los Sapos (El Triunfo), between Durán and km 26, roadside vegetation and seasonal swamps.","-79.73166","-2.2225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2009-10-21 21:43:00-02","MO","MOBOT","3061221","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Steyermark","Julian A. Steyermark|Ronald L. Liesner|Gerardo Aymard","Steyermark 127177","1982","11","3","South America","Venezuela","Portuguesa",NA,"Selva de galería a lo largo del Río María, Boca de Monte, 23 kms al norte del vado del Río Suruguapo, 38 kms al norte por la autopista Guanare-Ospino, en el sitio Las Marías. Oeste, al Norte de Guanare.","-69.71666","9.3",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2012-04-07 05:12:00-03","MO","MOBOT","3061396","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristóbal","Carlos Saravia T.|N. Joaquín|Cecilia Ezcurra|Aurelio Schinini","Saravia Toledo 11825","1993","4","15","South America","Bolivia","Chuquisaca","Luis Calvo","Centro El Salvador-CIMBOC, Clausura El Huare. 1 m alt. Apoyante.","-63.16666","-20.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2015-08-13 05:50:00-03","MO","MOBOT","3061414","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristóbal","R.M. Harley","Harley 21996","1980","5","1","South America","Brazil","Bahia",NA,"Chapadão Ocidental da Bahia. 5 km. to the North of Tabocas, which is 10 km. N.W. of Serra Dourada. Disturbed deciduous forest, cultivation and marshy area with rice fields.","-44.03333","-12.65",NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2010-04-02 20:17:00-03","MO","MOBOT","3061430","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Aurelio Schinini|Eugenia Bordas","Schinini Cacace 16538","1979",NA,NA,"South America","Paraguay","Nueva Asuncion",NA,"Ruta Trans-Chaco.","-61.25","-21.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2008-05-27 22:02:00-03","MO","MOBOT","3061502","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","R. Liesner","Thomas B. Croat","Croat 38409","1976","8","22","South America","Venezuela","Táchira",NA,"Along road between San Cristobal and Choro del Indio. Disturbed roadside.","-72","7.728",NA,NA,NA,NA,"950.00000000","1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2014-01-24 05:32:00-02","MO","MOBOT","3061564","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Carmen L. Cristóbal|Luisa Z. Ahumada|Elías R. de la Sota","Cristóbal 8","1958",NA,NA,"South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
