"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"292","2021-03-21 19:36:47-03","UFC","EAC","48540","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","561","2010","05","18","Southern America","Brasil","Ceará","Iguatu","G27-Cajás","-39.20875","-6.367472",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0048540","EAC0048540",NA,NA,NA,NA,"-39.20875","-6.367472","2010","07","10",NA,NA,NA,NA,NA,NA,NA
"293","2021-03-21 19:36:47-03","UFC","EAC","48541","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","212","2010","05","15","Southern America","Brasil","Ceará","Iguatu","D13-Solidão II","-39.234444","-6.508556",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0048541","EAC0048541",NA,NA,NA,NA,"-39.234444","-6.508556","2010","07","10",NA,NA,NA,NA,NA,NA,NA
"294","2021-03-21 19:36:47-03","UFC","EAC","48542","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","253","2010","05","16","Southern America","Brasil","Ceará","Iguatu","E16-Mosquito II","-39.243861","-6.481806",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0048542","EAC0048542",NA,NA,NA,NA,"-39.243861","-6.481806","2010","07","10",NA,NA,NA,NA,NA,NA,NA
"295","2021-03-21 19:36:47-03","UFC","EAC","48544","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","461","2010","05","18","Southern America","Brasil","Ceará","Iguatu","G29-Alencar","-39.18825","-6.405861",NA,"Lêntico/Caatinga","EAC0048544","EAC0048544",NA,NA,NA,NA,"-39.18825","-6.405861","2010","07","10",NA,NA,NA,NA,NA,NA,NA
"296","2021-03-21 19:36:47-03","UFC","EAC","48545","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","108","2010","05","13","Southern America","Brasil","Ceará","Iguatu","B06-CE060","-39.307611","-6.501917",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0048545","EAC0048545",NA,NA,NA,NA,"-39.307611","-6.501917","2010","07","10",NA,NA,NA,NA,NA,NA,NA
"297","2021-03-21 19:36:47-03","UFC","EAC","58319","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Moura, R.L.","Loiola, M.I.B.; Lima Junior, E.A.; Loiola, M.","2387","2014","07","18","Southern America","Brasil","Ceará","Granja","barragem Lima Brandão, em frente ao memorial D.C. Prado.","-40","-3",NA,"Sisbiota - Rede Integrada em Taxonomia de Plantas e Fungos.; Erva com cerca de 80 cm, flor lilás.","EAC0058319","EAC0058319",NA,NA,NA,NA,"-40","-3","2015","07","31",NA,NA,NA,NA,NA,NA,NA
"298","2021-03-21 19:36:47-03","UFC","EAC","50466","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Lima-Verde, L.W.","Mamede, M.","91","2002","07","03","Southern America","Brasil","Ceará","Sobral","EMBRAPA Caprinos., Solo bruno não cálcico.","-40.35","-3.7",NA,"Flor lilás.; Caatinga","EAC0050466","EAC0050466_1 EAC0050466_2","83","83",NA,NA,"-40.35","-3.7","2003","01",NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-03-21 19:36:47-03","UFC","EAC","50468","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Lima-Verde, L.W.","Mamede, M.","66","2002","05","15","Southern America","Brasil","Ceará","Sobral","EMBRAPA Caprinos., Solo bruno não cálcico.","-40.35","-3.7",NA,"Flor lilás.; Caatinga","EAC0050468","EAC0050468","83","83",NA,NA,"-40.35","-3.7","2003","01",NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-03-21 19:36:47-03","UFC","EAC","50469","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Lima-Verde, L.W.","Mamede, M.","82","2002","05","15","Southern America","Brasil","Ceará","Sobral","EMBRAPA Caprinos., Solo bruno não cálcico.","-40.35","-3.7",NA,"Flor roxa-amarela.; Caatinga","EAC0050469","EAC0050469","83","83",NA,NA,"-40.35","-3.7","2003","01",NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-03-21 19:36:47-03","UFC","EAC","54598","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Moura, R.","Loiola, M.I.B.; Tabosa, F.R.S.; Magalhães, F.A.L.; Loiola, M.","2062","2013","09","07","Southern America","Brasil","Ceará","Amontada","entrada da cidade, lado direito","-39.821667","-3.368611",NA,"Erva, 0,8m; flor com pétalas roxas e estames amarelos.; Caatinga.","EAC0054598","EAC0054598",NA,NA,NA,NA,"-39.821667","-3.368611","2014","07","09",NA,NA,NA,NA,NA,NA,NA
"302","2021-03-21 19:36:47-03","UFC","EAC","56581","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Moura, R.","Mayer, M.","196","2014","05","20","Southern America","Brasil","Ceará","Barro","congl. 364, sub. 1, árv. 1-H.&nf;Solo raso, área de alagamento ocasional, rico em matéria orgânica.","-38.7","-7.200017",NA,"Inventário Florestal Nacional - CE; Herbácea, flor rosada, fruto verde.&nf;Dups RB.; Vegetação típica de caatinga arbórea fechada.","EAC0056581","EAC0056581",NA,NA,NA,NA,"-38.7","-7.200017","2014","07","30",NA,NA,NA,NA,NA,NA,NA
"303","2021-03-21 19:36:47-03","UFC","EAC","56783","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Moura, R.","Silveira, J.M.D.","198","2014","05","19","Southern America","Brasil","Ceará","Milagres","congl. 369, sub. 2, árv. 10H.&nf;Solo pedregoso e compactado; área aberta com pastagem.","-38.88","-7.379986",NA,"Inventário Florestal Nacional - CE; Herbácea.","EAC0056783","EAC0056783",NA,NA,NA,NA,"-38.88","-7.379986","2014","08","25",NA,NA,NA,NA,NA,NA,NA
"304","2021-03-21 19:36:47-03","UFC","EAC","56970","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Souza, E.B.; Nepomuceno, F.A.A.","Nepomuceno, F.A.A.; Santos, F.D.S.; Souza, E.B.","30","2014","07","24","Southern America","Brasil","Ceará","Sobral","Fazenda Experimental da UVA, Área de Floresta Caducifólia Espinhosa.","-40.306111","-3.616944",NA,"Subarbusto, 0,5m-0,7m; caule verde com manchas vináceas; folhas cartáceas; flores com cálice verde-claro, corola com base creme e ápice lilás, estames com filetes brancos e anteras amarelas; frutos imaturos verde-claros.; Caatinga.","EAC0056970","EAC0056970","60","60",NA,NA,"-40.306111","-3.616944","2014","07",NA,NA,NA,NA,NA,NA,NA,NA
"305","2021-03-21 19:36:47-03","UFC","EAC","57391","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Loiola, M.I.B.","Gomes, R.C.","32B","2014","03","09","Southern America","Brasil","Ceará","Tauá","Tecelão, bacia do riacho Carrapateira, relevo plano; vertissolo; micaxisto e anfibolito; clima tropical quente semiárido.","-40.064886","-5.403864",NA,"Flor roxa.","EAC0057391","EAC0057391",NA,NA,NA,NA,"-40.064886","-5.403864","2015","01","08",NA,NA,NA,NA,NA,NA,NA
"306","2021-03-21 19:36:47-03","UFC","EAC","57855","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Loiola, M.I.B.","Loiola, M.I.B.; Loiola, M.","s.n.","2013","04",NA,"Southern America","Brasil","Ceará","Redenção","Sítio Menino Jesus de Praga.","-38.726389","-4.178056",NA,"Erva, ca. 80cm; flor roxa.; Floresta estacional decidual.","EAC0057855","EAC0057855",NA,NA,NA,NA,"-38.726389","-4.178056","2015","04","01",NA,NA,NA,NA,NA,NA,NA
"307","2021-03-21 19:36:47-03","UFC","EAC","58511","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Matias, L.Q.","Albuquerque, A.C.; Farias, D.L.S.; Macedo, J.C.A.","63","2015","06","12","Southern America","Brasil","Ceará","Crato","Açude Umari.","-39.482778","-7.116111",NA,"Macrófita aquática; flor azul com amarelo; fruto com cálice acrescente.; Habitat açude.","EAC0058511","EAC0058511",NA,NA,NA,NA,"-39.482778","-7.116111","2019","06","21",NA,NA,NA,NA,NA,NA,NA
"308","2021-03-21 19:36:47-03","UFC","EAC","58945","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Loiola, M.I.B.","Ibiapina-Santos, L.; Matias, L.Q.; Albuquerque, A.C.; Farias, D.L.S.","65","2015","05","12","Southern America","Brasil","Ceará","Iguatu","CE 060 (B05), substrato limoso.","-39.302778","-6.499167",NA,"Macrófita aquática.; Lagoa temporária em caatinga.","EAC0058945","EAC0058945",NA,NA,NA,NA,"-39.302778","-6.499167","2018","08","30",NA,NA,NA,NA,NA,NA,NA
"309","2021-03-21 19:36:47-03","UFC","EAC","60445","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Loiola, M.I.B.; Cordeiro, L.S.","Barroso, M.C.; Loiola, M.I.B.; Weber, O.B.; Cordeiro, L.S.","2639","2017","05","24","Southern America","Brasil","Ceará","Marco","Fazenda experimental da Embrapa, parcela angico.","-40.0675","-3.101944",NA,"Erva, 40 cm, flor lilás.","EAC0060445","EAC0060445",NA,NA,NA,NA,"-40.0675","-3.101944","2017","06","28",NA,NA,NA,NA,NA,NA,NA
"310","2021-03-21 19:36:47-03","UFC","EAC","60328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Miranda, R.R.; Gomes, F.M.","Miranda, R.R.; Gomes, F.M.","212","2016","04","26","Southern America","Brasil","Ceará","Sobral","Embrapa caprinos e Ovinos, área após 25 anos de corte.","-40.371972","-3.748528",NA,"Erva, forma de vida terófita, flor rosa.","EAC0060328","EAC0060328",NA,NA,NA,NA,"-40.371972","-3.748528","2016","08",NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-03-21 19:36:47-03","UFC","EAC","60471","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Lima-Verde, L.W.","Meneses, H.M.","134","2017","03","07","Southern America","Brasil","Ceará","Crateús","Realejo.","-40.815583","-5.276528",NA,"Meliponicultura: reintrodução de abelhas nativas sem ferrão em área de recuperação ambiental da Reserva Natural Serra das Almas.; Herbácea, flor roxa.","EAC0060471","EAC0060471","339","339",NA,NA,"-40.815583","-5.276528","2017","05","15",NA,NA,NA,NA,NA,NA,NA
"312","2021-03-21 19:36:47-03","UFC","EAC","61823","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Sampaio, V.S.","Sampaio, V.S.; Mendes, G.F.","474","2018","07","04","Southern America","Brasil","Ceará","Fortaleza","Lagoa da Maraponga., Solo arenoso.","-38.570833","-3.791111",NA,"Subarbusto ruderal, 40 cm, flores lilases.","EAC0061823","EAC0061823",NA,NA,NA,NA,"-38.570833","-3.791111","2018","07","04",NA,NA,NA,NA,NA,NA,NA
"313","2021-03-21 19:36:47-03","UFC","EAC","62779","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Souza, E.B.; Nepomuceno, F.A.A.","Souza, E.B.; Pereira, M.; Silvino, A.C.S.; Santos, F.D.S.; Bastos, D.","3823","2016","03","08","Southern America","Brasil","Ceará","Sobral","Distrito de Taperuaba. Margem do rio Bom Jesus. Perímetro urbano","-39.952222","-4.078333",NA,"Subarbusto ereto, ca. 50 cm alt. Caules verde-acinzentados. Folhas cartáceas. Flores com cálice verde e corola com base creme e ápice dos lobos púrpura.; Área de floresta ciliar degradada com presença da invasora viuvinha ou unha-d","EAC0062779","EAC0062779","200","200",NA,NA,"-39.952222","-4.078333","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"314","2021-03-21 19:36:47-03","UFC","EAC","62786","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Souza, E.B.","Souza, E.B.; Pereira, M.; Araújo, F.F.; Bastos, D.R.","4514","2017","04","03","Southern America","Brasil","Ceará","Sobral","estrada dos Rémedios, fazenda Pedra Branca","-40.321389","-3.615833",NA,"Subarbusto ereto, com ramos longos, verde-acinzentados. Folhas cartáceas. Flor com cálice verde e corola rosa.; Área de caatinga.","EAC0062786","EAC0062786","73","73",NA,NA,"-40.321389","-3.615833","2017","04",NA,NA,NA,NA,NA,NA,NA,NA
"315","2021-03-21 19:36:47-03","UFC","EAC","62812","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Araújo, F.F.","Araújo, F.F.; Pereira, M.C.; Souza, S.B.; Azevedo, V.","185","2017","04","04","Southern America","Brasil","Ceará","Hidrolândia","Riacho verde","-40.561972","-4.401528",NA,"Subarbusto, ca. 40 cm de altura. Caules verdes. Folhas cartáceas. Flores com cálice verde e corola rosa lilás.; Mata ciliar do Rio Acaraú, área de caatinga antropizada.","EAC0062812","EAC0062812",NA,NA,NA,NA,"-40.561972","-4.401528","2017","05",NA,NA,NA,NA,NA,NA,NA,NA
"316","2021-03-21 19:36:47-03","UFC","EAC","16779","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Costa, F.C.P.","Freitas, B.","s.n.","1989","11","19","Southern America","Brasil","Ceará","Caridade","Fazenda Feijão","-39.1925010681152","-4.23222017288208",NA,"Herbácea, flor azul.","EAC0016779","EAC0016779",NA,NA,NA,NA,NA,NA,"2019","08","23","30627","auto",NA,NA,NA,NA,NA
"317","2021-03-21 19:36:47-03","UFC","EAC","17632","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Costa, F.C.P.","Freitas, B.","s.n.","1989","11","19","Southern America","Brasil","Ceará","Caridade","Fazenda Feijão","-39.1925010681152","-4.23222017288208",NA,"Herbáceo, flor azul.; Caatinga","EAC0017632","EAC0017632",NA,NA,NA,NA,NA,NA,"2019","08","23","30627","auto",NA,NA,NA,NA,NA
"318","2021-03-21 19:36:47-03","UFC","EAC","30739","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Costa, F.C.P.","César, S.","s.n.","2001","05","13","Southern America","Brasil","Ceará","Caucaia","Rio Siqueira, Bom Sucesso","-38.6530990600586","-3.73610997200012",NA,"Arbustivo.","EAC0030739","EAC0030739",NA,NA,NA,NA,NA,NA,"2019","08","23","40484","auto",NA,NA,NA,NA,NA
"319","2021-03-21 19:36:47-03","UFC","EAC","30938","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Costa, F.C.P.","César, S.","s.n.","2001","05","30","Southern America","Brasil","Ceará","Caucaia","Rio Siqueira, Parque São José.","-38.6530990600586","-3.73610997200012",NA,"Arbustivo, flor azulada-amarela","EAC0030938","EAC0030938",NA,NA,NA,NA,NA,NA,"2019","08","23","40484","auto",NA,NA,NA,NA,NA
"320","2021-03-21 19:36:47-03","UFC","EAC","46476","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Costa, F.C.P.","Carvalho, A.M.M.","s.n.","2010","03","02","Southern America","Brasil","Ceará","Crateús","Próx. à linha férrea","-40.6775016784668","-5.1783299446106",NA,NA,"EAC0046476","EAC0046476",NA,NA,NA,NA,NA,NA,"2019","08","23","43216","auto",NA,NA,NA,NA,NA
"321","2021-03-21 19:36:47-03","UFC","EAC","48796","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Loiola, M.I.B.","Vaz da Silva, I.H.C.V.","46","2010","07","01","Southern America","Brasil","Ceará","Crateús","Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Erva; terófito; flor rosa com parte interna amarela. Material de banco de sementes de solo coletado em dezembro de 2009.","EAC0048796","EAC0048796",NA,NA,NA,NA,NA,NA,"2010","10","01","43216","auto",NA,NA,NA,NA,NA
"322","2021-03-21 19:36:47-03","UFC","EAC","297","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Costa, F.C.P.","Bezerra, P.","s.n.","1941","05","31","Southern America","Brasil","Ceará","Fortaleza","Campo da EAC - Alagadiço - S. Gerardo","-38.543098449707","-3.71722006797791",NA,NA,"EAC0000297","EAC0000297",NA,NA,NA,NA,NA,NA,"2019","08","23","19924","auto",NA,NA,NA,NA,NA
"323","2021-03-21 19:36:47-03","UFC","EAC","50467","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Mamede, M.","Mamede, M.","169","2002","12",NA,"Southern America","Brasil","Ceará","Fortaleza","Campus do Pici, Solo bruno não cálcico.","-38.543098449707","-3.71722006797791",NA,"Flor lilás.","EAC0050467","EAC0050467",NA,NA,NA,NA,NA,NA,"2003","01",NA,"19924","auto",NA,NA,NA,NA,NA
"324","2021-03-21 19:36:47-03","UFC","EAC","33900","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Costa, F.C.P.","Trigueiro, E.","s.n.","2004","05","08","Southern America","Brasil","Ceará","Irauçuba","Aroeira","-39.7832984924316","-3.74610996246338",NA,"Erva.; Capoeira(pasto)","EAC0033900","EAC0033900",NA,NA,NA,NA,NA,NA,"2019","08","23","47778","auto",NA,NA,NA,NA,NA
"325","2021-03-21 19:36:47-03","UFC","EAC","31769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Nunes, E.","Carvalho, A.M.M.","s.n.","2001","05","04","Southern America","Brasil","Ceará","Irauçuba","Fazenda Aroeira","-39.7832984924316","-3.74610996246338",NA,"Subarbusto, flor roxa-amarela.","EAC0031769","EAC0031769",NA,NA,NA,NA,NA,NA,"2001","05","23","47778","auto",NA,NA,NA,NA,NA
"326","2021-03-21 19:36:47-03","UFC","EAC","18925","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Braga, P.","Braga, P.","s.n.","1992","11","11","Southern America","Brasil","Ceará","Pentecoste","Faz. Experimental - Vale do Curú","-39.2703018188477","-3.79277992248535",NA,NA,"EAC0018925","EAC0018925",NA,NA,NA,NA,NA,NA,"1992","11","11","40139","auto",NA,NA,NA,NA,NA
"327","2021-03-21 19:36:47-03","UFC","EAC","18926","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Braga, P.","Braga, P.","s.n.","1992","11","11","Southern America","Brasil","Ceará","Pentecoste","Faz. Experimental - Vale do Curú","-39.2703018188477","-3.79277992248535",NA,"Flor roxa.","EAC0018926","EAC0018926",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40139","auto",NA,NA,NA,NA,NA
"328","2021-03-21 19:36:47-03","UFC","EAC","21896","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Souza, E.B.","s.n.","1995","01","21","Southern America","Brasil","Ceará","Senador Pompeu","Várzea do rio banabuiu","-39.3717002868652","-5.58805990219116",NA,"Flor lilás.","EAC0021896","EAC0021896",NA,NA,NA,NA,NA,NA,"1996",NA,NA,"39842","auto",NA,NA,NA,NA,NA
"329","2021-03-21 19:36:47-03","UFC","EAC","38949","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Costa, F.C.P.","Alves, J.E.; Santos, T.R.","s.n.","2005","02","28","Southern America","Brasil","Ceará","Sobral","Fazenda UVA","-40.3497009277344","-3.68611001968384",NA,"Herbáceae, flora 08, flor rósea","EAC0038949","EAC0038949",NA,NA,NA,NA,NA,NA,"2019","08","23","84289","auto",NA,NA,NA,NA,NA
"330","2021-03-21 19:36:47-03","UFC","EAC","62056","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Torres, C.","Torres, C.","365","2012","09","12","Southern America","Brasil","Paraíba","Patos","Açude Jatobá.","-37.2799987792969","-7.02443981170654",NA,"Subarbusto om cerca de 70 cm. Ramos tomentosos, com tricomas. Folhas lanceoladas, hirsutas. Flor rósea no ápice e amarelo na base.; Caatinga arbustiva aberta. Solo raso, arenoso-pedregoso a argiloso.","EAC0062056","EAC0062056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA
"331","2021-03-21 19:36:47-03","UFC","EAC","62045","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Torres, C.","Torres, C.","273","2012","03","30","Southern America","Brasil","Paraíba","Patos","Espinho Branco.","-37.2799987792969","-7.02443981170654",NA,"Subarbusto com cerca de 70 cm. Ramos com tricomas. Folhas lanceoladas. Flor rósea no ápice e amarelo na base, filetes amarelos com anteras brancas.; Caatinga arbustiva aberta. Solo raso, arenoso-pedregoso a argiloso.","EAC0062045","EAC0062045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA
"332","2019-11-25 12:12:15-03","UFSM","SMDB","18012","S","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Figueira, M; Schindler, B.","Figueira, M; Schindler, B.","818","2018","07","22",NA,"Brasil","Pernambuco","Arquipélago Fernando de Noronh","Trilha para o Piquinho, Fitofisionomia florestal, presença de espécies alóctones, relevo plano","-32.421667","-3.848333",NA,"Subarbusto, ocasional, na trilha, ensolarado, ereto, aprox. 2m.de alt., haste verde, cálice verde, rosa a lilás","SMDB018012",NA,NA,NA,NA,NA,"-32.421667","-3.848333","2018","08","16",NA,NA,NA,NA,NA,NA,NA
"333","2020-12-21 16:33:20-03","MBM","MBM","102381","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Amalie Dietrich","2393",NA,NA,NA,"Asia-Tropical","Australia",NA,NA,"Queesland, Gladstone",NA,NA,NA,NA,"MBM102381","MBM102381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-12-21 16:33:20-03","MBM","MBM","102382","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Amalie Dietrich","912",NA,NA,NA,"Asia-Tropical","Australia",NA,NA,"Queesland, Rockhampton",NA,NA,NA,NA,"MBM102382","MBM102382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-12-21 16:33:20-03","MBM","MBM","124933","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Hatschbach, M.; Cervi, A.C.","52511",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"MBM124933","MBM124933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-12-21 16:33:22-03","MBM","MBM","45803","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Schulz, A.G.","8713",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM045803","MBM045803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-12-21 16:33:20-03","MBM","MBM","15930","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.","25084",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Rod. BR-267, Entroncamento",NA,NA,NA,NA,"MBM015930","MBM015930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-12-21 16:33:22-03","MBM","MBM","169687","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Nee, M.","Nee, M.","36359",NA,NA,NA,"Southern America","Bolivia",NA,NA,"Jardim Botânico de Santa Cruz",NA,NA,NA,NA,"MBM169687","MBM169687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-12-21 16:33:22-03","MBM","MBM","204814","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Rimachi, M. .Y.","3912",NA,NA,NA,"Southern America","Peru",NA,NA,NA,NA,NA,NA,NA,"MBM204814","MBM204814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-12-21 16:33:22-03","MBM","MBM","247886","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Ramos A., C.H.","Alvaro, P.; et al.; et al.","504",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM247886","MBM247886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
