"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount"
"56","2021-03-25 13:53:10-03","UNIVILLE","JOI","1339","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","J.M. Silva","1427","1995","02","15",NA,"Brasil","Paraná","São José dos Pinhais","Rod. BR 277, próximo ao Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,"; HABITAT: brejo; HABITO: erva ereta","JOI001339","JOI001339","G. Hatschbach",NA,"45291","auto","2004","01","01",NA,NA,NA,NA,NA
"57","2019-10-07 09:36:19-03","UEFS","HUEFS","5050","PreservedSpecimen","Plantae","Angiospermae","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","43223","1980","10","18",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,"HUEFS0005050","HUEFS0005050",NA,NA,"45291","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"58","2019-10-07 09:36:19-03","UEFS","HUEFS","67685","PreservedSpecimen","Plantae","Angiospermae","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Ribas, O.S.","4271","2002","01","29",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,"Solo turfoso e úmido, no vale, entre colinas, com vegetação baixa. Locco classico.","HUEFS0067685","HUEFS0067685",NA,NA,"45291","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"59","2020-01-27 18:25:20-03","IAC","IAC","56854","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","G.G. Hatschbach & J. Fontella-Pereira","20785","1969","01","17",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064","-25.5347",NA,NA,NA,NA,"s/det.",NA,NA,NA,"1969","01","17","-49.2064","-25.5347",NA,NA,NA
"60","2020-08-06 12:35:39-03","CEPLAC","CEPEC","40495","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis",NA,"J.M. Silva","5647",NA,NA,NA,NA,"Brasil","Paraná","Rio Pequeno",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"G. Hatschabch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-08-06 12:35:39-03","CEPLAC","CEPEC","133698","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis",NA,"O. S. Ribas","4271",NA,NA,NA,NA,"Brasil","Paraná","SÃO JOSÉ DOS PINHAIS",NA,"-49.2064018249512","-25.5347003936768",NA,"<ll>dwc_commonname:</ll>",NA,NA,"O. S. Ribas",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-08 17:13:04-03","UESB","HUESB","11191","S","Plantae","Dicotyledoneae",NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","A. Lourteig","Ribas, S.O.; Hastschbach; Hastschbach","2739","1998","10","18",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno do brejo.","-49.2064018249512","-25.5347003936768",NA,"Ereta, ca. 70cm alt. Flor amarela.","HUESB000011191",NA,"Hastschbach, G.",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-12 17:02:16-03","UEL","FUEL","34171","PreservedSpecimen","Plantae","Tracheophyta","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Ribas, OS; Silva, JM; Valente, LA","4271","2002","01","29",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Ribas, OS",NA,"45291","auto","2002",NA,NA,NA,NA,NA,NA,NA
"64","2020-11-12 17:02:16-03","UEL","FUEL","10383","PreservedSpecimen","Plantae","Tracheophyta","Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G","8288","1961",NA,NA,NA,"Brasil","Paraná","São José dos Pinhais","Rod. Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"FUEL010383",NA,NA,"isotype","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-01 15:07:37-03","UnB","UB","138988","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Ribas, OS; Silva, JM; Valente, LA","4271","2002","01","29","Southern America","Brasil","Paraná ","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"Erva, ereta. Flor amarela.; Solo turfoso e úmido, no vale, entre colinas, com vegetação baixa",NA,NA,"Ribas, OS",NA,"45291","auto","2002",NA,NA,NA,NA,NA,NA,NA
"66","2020-08-20 14:58:44-03","UFSC","FLOR","58974","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Fiaschi, P.; Motta, J.T.W. & Silveira, J.","4477","2015","09","22",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno,.","-49.206389","-25.534722",NA,"Subarbusto com ramos alongados, cresendo entre gramíneas em área brejosa. flores com cálice verde-claro, corola amarela. Localidade-tipo","FLOR0058974",NA,"P. Fiaschi",NA,NA,NA,"2015","09",NA,"49º12'23''W","25º32'5''S",NA,NA,NA
"67","2020-08-20 14:58:44-03","UFSC","FLOR","7480","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","43223","1980","10","18",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,"erva ereta, flor amarela, 0,7m altura Habitat: brejo","FLOR0007480","FLOR0007480","Nuernberg, A.",NA,"45291","auto","2018","10","20",NA,NA,NA,NA,NA
"68","2020-08-20 14:58:44-03","UFSC","FLOR","66411","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Hatschbach, G.","20785","1969","01","17",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,"subarbusto, 70cm, flor amarela. Do brejo. Duplicada de HCF 15917","FLOR0066411","FLOR0066411","Fiaschi, P.",NA,"45291","auto","2019","04",NA,NA,NA,NA,NA,NA
"69","2020-08-20 14:58:44-03","UFSC","FLOR","65395","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Nuernberg, A.; Motta, J.T.; Moraes, J.","1951","2018","01","11",NA,"Brasil","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,"Subarbusto com 1.80 m de altura, apoiante sob Paspalum exaltatum Habitat: Margem de lagoa em área campestre com plantio de pínus","FLOR0065395","FLOR0065395","Nuernberg, A.",NA,"45291","auto","2018","01","11",NA,NA,NA,NA,NA
"70","2021-02-08 12:44:31-03","UFRGS","ICN","153264","S","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","paranaensis","Oxalis paranaensis","Lourteig","Silva, JM; Barbosa, E","5647","2007","03","27","América do Sul","Brasil","PR","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"Doação do Herbário MBM.; Erva, flor amarela.; Brejo",NA,NA,"Hatschbach, G",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
