"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","individualCount","relatedCatalogItem"
"108","2019-11-01 15:16:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng","Zuloaga, FO","Irwin, HS; Harley, RM; Smith, GL","32392","1971","02","17","Southern America","Brasil","Bahia","Wooded margins of Rio Ferro Doido, ca. 18.0 km E of Morro do Chapéu",NA,"Field work conducted with the collaboration of the Universidade de Brasília and the Instituto de Pesquisas e Experimentação Agrícola do Norte, supported in part by funds from the National Science Foundation; Culms ascending to ca. 15.0 cm tall; Wet s",NA,NA,"Morro do Chapéu","-41.1561012268066","-11.5500001907349","1100","1100",NA,NA,"98143","auto",NA,NA,"1992","02",NA,NA,NA
"109","2019-05-06 12:01:44-03","UFU","HUFU","52810","S","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Pereira, R.M.","Krieger, L.","9676","1970","12","19",NA,"Brasil","Minas Gerais",NA,NA,"Sobre minério de ferro.","HUFU00032174","HUFU00032174","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"20553","auto",NA,NA,"1976","07","14",NA,NA
"110","2017-09-11 17:12:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,"in Serra da Lapa inter saxa,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:12:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,"in Serra da Lapa inter saxa,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2017-09-11 17:12:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia","inter Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:12:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Glaziou, AFM","6947",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:12:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia","inter Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2017-09-11 17:12:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Pohl, JBE","1131",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia lectum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:12:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","Espírito Santo","et Victoria atque in ,,Brasilia meridionali",NA,NA,NA,NA,"Vitória","-40.3378","-20.3194",NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:12:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","Espírito Santo","et Victoria atque in ,,Brasilia meridionali",NA,NA,NA,NA,"Vitória","-40.3378","-20.3194",NA,NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-02-08 12:54:39-03","UFRGS","ICN","131028","S","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Guglieri, A","Guglieri, A; et al.","282","2004","02","06","América do Sul","Brasil","MG","Serra da Moeda quartizitico",NA,NA,NA,NA,"Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 12:54:39-03","UFRGS","ICN","133432","S","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Guglieri, A","Krieger, L","9676","1970","12","19","América do Sul","Brasil","MG",NA,NA,"doação UFJF.",NA,NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA
"120","2021-02-08 12:54:39-03","UFRGS","ICN","130115","S","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Guglieri, A; Luz, M","Hatschbach, G","64769","1996","04","15","América do Sul","Brasil","MG","Serra do Cabral",NA,"doação MBM",NA,NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"121","2021-02-08 12:54:39-03","UFRGS","ICN","126738","S","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Guglieri, A","Longhi-Wagner, HM; Zanin, A; Araújo, AC;","4118","1997","12","08","América do Sul","Brasil","MG","M.G. Santana do Riacho - Serra do Cipó - Alto Palácio - campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-02-08 12:54:39-03","UFRGS","ICN","136999","S","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone",NA,"Longhi-Wagner, HM; Zuloaga; Viana, P","9664","2005","03","18","América do Sul","Brasil","MG","Serra do Caraça (R.P.P.N.) no caminho para a cahoeira. Lat. 20°04'14 S long. 43°30'47 W",NA,"Beira de matinha, perto de córrego.",NA,NA,"Catas Altas","-43.513056","-20.070556","1100","1100","-43.513056","-20.070556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-02-08 12:54:39-03","UFRGS","ICN","119828","S","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Guglieri, A","Freitas, L","726","1999","10","16","América do Sul","Brasil","SP","Campo de altitude. Àrea à direita da guarita do Ibama, divisa com a Fazenda Mariana",NA,"Erva cespitosa, ca. 20cm.",NA,NA,"São José do Barreiro","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"124","2021-02-08 12:54:39-03","UFRGS","ICN","119829","S","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Longhi-Wagner, HM","Freitas, L","787","1999","11","26","América do Sul","Brasil","SP","Campo de altitude, Parque Nacional próximo à divisa com Fazenda Mariana",NA,"Erva cespitosa, ca. 20cm.",NA,NA,"São José do Barreiro","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:16:16-03","IBt","SP","253399","S","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Krieger, L","FPNC807","1989","04","01",NA,"Brasil","Minas Gerais","Parque Nacional do Caparaó",NA,NA,"SP035946","SP035946",NA,NA,NA,"2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:16:16-03","IBt","SP","47183","S","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Zuloaga, F","Kuhlmann, M","2217","1949","11","27",NA,"Brasil","São Paulo","Pico do Itapeva.",NA,NA,"SP035944","SP035944","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"21048","auto",NA,NA,"1997","11",NA,NA,NA
"127","2019-11-21 10:16:16-03","IBt","SP","175340","S","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Zuloaga, F","Mattos, J","16067","1974","10","25",NA,"Brasil","São Paulo","Perto da Pedra Chorona.",NA,NA,"SP035943","SP035943","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,"24176","auto",NA,NA,"1997","11",NA,NA,NA
"128","2019-11-21 10:17:06-03","IBt","SP","220973","S","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Rodrigues, RS","Joly, AB; Sendulsky, T; Pereira, SMB; Martins, F","CFSC1855","1972","04","17",NA,"Brasil","Minas Gerais","Serra do Cipó, Ao longo da rodovia belo Horizonte - Conceição do Mato Dentro - Diamantina",NA,NA,"SP035847","SP035847","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"31264","auto",NA,NA,"2017","06",NA,NA,NA
"129","2019-11-21 10:17:06-03","IBt","SP","179319","S","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone",NA,"Giulietti, AM; et al.","CFSC7332","1981","06","30",NA,"Brasil","Minas Gerais","Serra do Cipó, 135 km ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Alto do Palácio.",NA,NA,"SP039466","SP039466","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:17:06-03","IBt","SP","475619","S","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone",NA,"Wagner, HL; et al.","CFSC9577","1986","01","27",NA,"Brasil","Minas Gerais","Serra do Cipó, Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Alto do Palácio.",NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
