"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"47","2020-12-21 16:38:33-03","MBM","MBM","49691","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Hatschbach, G.; Smith, L.B.; Smith, L.B.","12168","1965","01","16","Southern America","Brazil","Paraná","Serra das Furnas, Campo das Cinzas",NA,NA,"MBM049691","MBM049691","Batista, J.A.N.","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:38:33-03","MBM","MBM","49690","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Hatschbach, G.","2964","1952","12","21","Southern America","Brazil","Paraná","Vila Velha",NA,NA,"MBM049690","MBM049690","Batista, J.A.N.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-09-03 19:47:13-03","MNHN","RECOLNAT_MNHN_P","P00405118","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Labat, J.-N.",NA,"1983","1","25",NA,"Guyane Française",NA,"Savane Bordelaise","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405118' target='other'> <mi>dwc_moreinfo</mi></a>","P00405118","P00405118_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181",NA,NA
"50","2015-09-03 19:26:13-03","MNHN","RECOLNAT_MNHN_P","P00408665","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Sastre, C.|Sastre, F.",NA,"1968","2","24",NA,"Guyane française",NA,"Savane route de Stoupan 1 km avant Crique Macrabo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408665' target='other'> <mi>dwc_moreinfo</mi></a>","P00408665","P00408665_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA
"51","2015-09-03 19:26:13-03","MNHN","RECOLNAT_MNHN_P","P00408666","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Sagot, P.A.|Leprieur, F.M.R.",NA,"1859",NA,NA,NA,"Guyane française",NA,"Cayenne","hb","Donnéé par sa veuve en 1888 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408666' target='other'> <mi>dwc_moreinfo</mi></a>","P00408666","P00408666_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-03 19:47:40-03","MNHN","RECOLNAT_MNHN_P","P00408668","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Leprieur, F.M.R.",NA,"1850",NA,NA,NA,"Guyane française",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408668' target='other'> <mi>dwc_moreinfo</mi></a>","P00408668","P00408668_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104",NA,NA
"53","2015-09-03 19:47:40-03","MNHN","RECOLNAT_MNHN_P","P00408669","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Leprieur, F.M.R.",NA,"1850",NA,NA,NA,"Guyane française",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408669' target='other'> <mi>dwc_moreinfo</mi></a>","P00408669","P00408669_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104",NA,NA
"54","2015-09-03 19:26:13-03","MNHN","RECOLNAT_MNHN_P","P00408670","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Leprieur, F.M.R.",NA,"1850",NA,NA,NA,"Guyane française",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408670' target='other'> <mi>dwc_moreinfo</mi></a>","P00408670","P00408670_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104",NA,NA
"55","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408671","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Leprieur, F.M.R.",NA,"1840",NA,NA,NA,"Guyane française",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408671' target='other'> <mi>dwc_moreinfo</mi></a>","P00408671","P00408671_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408673","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Leprieur, F.M.R.",NA,"1834",NA,NA,NA,"Guyane française",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408673' target='other'> <mi>dwc_moreinfo</mi></a>","P00408673","P00408673_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"231",NA,NA
"57","2015-09-03 19:26:13-03","MNHN","RECOLNAT_MNHN_P","P00408674","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Leprieur, F.M.R.",NA,NA,NA,NA,NA,"Guyane française",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408674' target='other'> <mi>dwc_moreinfo</mi></a>","P00408674","P00408674_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"233",NA,NA
"58","2015-09-03 19:47:12-03","MNHN","RECOLNAT_MNHN_P","P00409012","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Dusén, P.",NA,"1910","1","24",NA,"Brésil",NA,"Parana: 23 Turma, in pratis (Capão Grande)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00409012' target='other'> <mi>dwc_moreinfo</mi></a>","P00409012","P00409012_01 P00409012_02","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9089",NA,NA
"59","2015-09-15 19:06:49-03","MNHN","RECOLNAT_MNHN_P","P00409019","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Leprieur, F.M.R.",NA,NA,NA,NA,NA,"Guyane Française",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00409019' target='other'> <mi>dwc_moreinfo</mi></a>","P00409019","P00409019_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140",NA,NA
"60","2015-09-15 19:06:52-03","MNHN","RECOLNAT_MNHN_P","P00409020","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Ule, E.",NA,"1892","12",NA,NA,"Brésil",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00409020' target='other'> <mi>dwc_moreinfo</mi></a>","P00409020","P00409020_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"446",NA,NA
"61","2015-09-03 19:54:41-03","MNHN","RECOLNAT_MNHN_P","P00409021","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Ule, E.",NA,"1892","12",NA,NA,"Brésil",NA,"Estado de Goyaz, Serra dos Pyreneos","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00409021' target='other'> <mi>dwc_moreinfo</mi></a>","P00409021","P00409021_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"496",NA,NA
"62","2015-09-03 19:32:37-03","MNHN","RECOLNAT_MNHN_P","P00409022","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Muller, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00409022' target='other'> <mi>dwc_moreinfo</mi></a>","P00409022","P00409022_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191",NA,NA
"63","2015-09-03 19:32:37-03","MNHN","RECOLNAT_MNHN_P","P00409023","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Saint Paul","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00409023' target='other'> <mi>dwc_moreinfo</mi></a>","P00409023","P00409023_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1399",NA,NA
"64","2017-09-06 10:28:18-03","MNHN","RECOLNAT_MNHN_P","P02185585","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Sastre, C.",NA,"1974","7","6",NA,"Colombie",NA,"Com. Amazonas, rio Igara-Parana (affluent rio Putumayo), corr. La Chorrera Santa Rosa, en savane","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02185585' target='other'> <mi>dwc_moreinfo</mi></a>","P02185585","P02185585_01 P02185585_02","Pessoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3610 pp",NA,NA
"65","2020-10-01 14:26:07-03","JBB","HEPH","13745","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Munhoz, CBR; Brom, ACM; Ribeiro-Silva, S","578","1997","11","22","Southern America","Brasil","Goiás","Chapada dos Veadeiros, Buriti sozinho, ca. de 8km a esquerda de Alto Paraíso para São Jorge",NA,"Muito frequente",NA,NA,"Batista, JAN","Alto Paraíso de Goiás","-47.621944","-14.171667",NA,NA,"2003",NA,NA,NA,"02",NA,NA,"-47.621944","-14.171667",NA,NA,NA
"66","2020-10-01 14:26:07-03","JBB","HEPH","33468","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Chacon, RG; Cardoso, PPM; Tinti, BV","1755","2018","01","16","Southern America","Brasil","Goiás","Mosteiro Zen Horyu-Zan Eisho-Ji, Casinha da Pedreira, nascente da 8ª cachoeira",NA,NA,NA,NA,"Chacon, RG","Pirenópolis","-48.940833","-15.718333","1153","1153","2018",NA,NA,NA,"01",NA,NA,"-48.940833","-15.718333",NA,NA,NA
"67","2020-10-01 14:26:07-03","JBB","HEPH","34087","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Rosa, PO; Soares, ACA; Tinti, BV; Candido, DS","2091","2018","02","05","Southern America","Brasil","Goiás","Mosteiro Zen Horyu-Zan Eisho-Ji, Caminho para a Mata da Bacia",NA,NA,NA,NA,"Batista, JAN","Pirenópolis","-48.936389","-15.716389","1163","1163","2018",NA,NA,NA,"02","09",NA,"-48.936389","-15.716389",NA,NA,NA
"68","2020-10-01 14:26:07-03","JBB","HEPH","12759","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Oliveira, RC","464","1996","11","12","Southern America","Brasil","Maranhão","Lote 16",NA,NA,NA,NA,"Bianchetti, LB","Balsas","-46.0355987548828","-7.53249979019165",NA,NA,"1997","222094","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:44:43-03","UFMG","BHCB","201663","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Fonseca, ML; Mendonça, RC; Walter, BMT; Cardoso, E","3042","2001","12","11","Southern America","Brasil","Bahia","Fazendas Trijunção, Estrada velha da sede para o Guará. Solo arenoso. Relevo plano",NA,"Erva terrestre, heliófila, botões florais alvos, sépalas verdes, pétalas brancas. Ocasional; Campo limpo úmido em vereda","BHCB201663","BHCB201663",NA,"Cocos","-45.942222","-14.776389","845","845","2003",NA,NA,NA,NA,NA,NA,"-45.942222","-14.776389",NA,NA,NA
"70","2020-12-11 11:44:43-03","UFMG","BHCB","97460","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Batista, JAN; Proite, K; Lombardi, CP","1524","2004","11","26","Southern America","Brasil","Goiás","cerca de 28 km da cidade, Engenho II, área de Calu",NA,"erva terrestre; em campo limpo úmido",NA,NA,NA,"Cavalcante","-47.4583015441895","-13.7974996566772",NA,NA,"2004","92497","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-11 17:20:57-03","UFPR","UPCB","5515","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Hatschbach, G.","13509","1966","01","12",NA,"Brasil","Paraná","Serra das Almas",NA,"Flor alvacenta, brejo..",NA,NA,"Batista, V.A.N.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"2002","35166","auto",NA,"03","18",NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","2824417","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","amazonica","Habenaria amazonica","Schltr.",NA,"Gert G. Hatschbach","Hatschbach 37932","1976","1","8","South America","Brazil","Paraná","Fda. Campo Real (Mun. Guarqpuava).",NA,NA,NA,NA,"G. Pabst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-01-24 12:01:00-02","MO","MOBOT","101092313","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.","Holotype","Carl Schwacke","Schwacke 191","1880","1","13","South America","Brazil","Paraná","Ponta Grossa",NA,NA,NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2019-01-24 12:12:00-02","MO","MOBOT","100231283","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.","Holotype","Per Dusén","Dusén 9089","1910","1","24","South America","Brazil","Paraná","Capao River, Turma 23, near Guavirova River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2019-01-24 12:19:00-02","MO","MOBOT","101092331","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.","Holotype","João Geraldo Kuhlmann","Kuhlmann 787","1913","1",NA,"South America","Brazil","Roraima","Boa Vista, Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","2824454","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"J.M. Silva","Silva 1833","1996","7","13","South America","Brazil","Paraná","Canyon Guartelá (Mun. Tibagi).",NA,NA,NA,NA,"J.A.N. Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-08-31 09:19:37-03","INPA","INPA","200871","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Silva, JM da","1833","1996","12","13","Southern America","Brasil","Paraná","Cânion Guartelá.",NA,NA,"INPA0200871","INPA0200871 INPA0200871_e","Batista, JAN","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"1998","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-08-31 09:19:37-03","INPA","INPA","234763","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Barbosa, TMB","1141","2010","07","17","Southern America","Brasil","Roraima","Parque Nacional do Viruá",NA,NA,"INPA0234763","INPA0234763 INPA0234763_e",NA,"Caracaraí","-60.983389","1.42625","62","62",NA,NA,NA,NA,NA,NA,NA,"-60.983389","1.42625",NA,NA,NA
"79","2020-08-31 09:19:37-03","INPA","INPA","234928","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Barbosa, TMB","1309","2010","07","24","Southern America","Brasil","Roraima","Parque Nacional do Viruá",NA,NA,"INPA0234928","INPA0234928 INPA0234928_e",NA,"Caracaraí","-61.006889","1.468278","67","67",NA,NA,NA,NA,NA,NA,NA,"-61.006889","1.468278",NA,NA,NA
"80","2020-08-31 09:19:37-03","INPA","INPA","235078","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Pessoa, EM","338","2010","07","22","Southern America","Brasil","Roraima","Parque Nacional do Viruá, Campina na estrada Perdida.",NA,NA,"INPA0235078","INPA0235078 INPA0235078_e",NA,"Caracaraí","-61","1.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61","1.28",NA,NA,NA
"81","2014-11-06 16:18:28-02","UFPB","EAN","11866","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,NA,"815","1998","12","31",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"São Domingos","-46.3183","-13.3983",NA,NA,NA,"73215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 11:50:07-03","UFPE","UFP","73668","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Pessoa, E; Melo, A; Vasconselos, S","338","2010","07","23",NA,"Brasil","Roraima",NA,NA,"Grade PPBio.; Terrestre, flores alvas.","UFP073668",NA,"Pessoa, E","Caracaraí","-6.086111","1.347222",NA,NA,"2011",NA,NA,NA,"01",NA,NA,"-6.086111","1.347222",NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Kraenzl.",NA,"C. Feuillet","4001","1986","12","27","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,NA,"Renz, J.",NA,NA,NA,"15",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Kraenzl.",NA,"C. Feuillet","3915","1986","12","13","South America","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","2564139","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Kraenzl.",NA,"G. Hatschbach","31509","1966","1","12","South America","Brazil","Paraná",NA,NA,NA,"US00247435","US00247435_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"86","2020-09-02 16:34:53-03","Cenargen","CEN","37148","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","aff. schwackei","Habenaria aff. schwackei","Barb.Rodr.",NA,"João Aguiar Nogueira Batista","1162","2001","01","10",NA,"Brasil","GO","Chapada dos Veadeiros. Área a direita da pista na GO-118, em direçaõ a Teresina de Goiás, ca. de 19 km após e ao N de Alto Paraíso, na altura e entre os km 185-186, ca. de 2 km antes do morro com o cruzeiro.","Exsicatas","Campo talvez permanentemente úmido. Solo frequentemente com água sobre a superfície. Área anteriormente não queimada, cobertura graminosa bem desenvolvida e fechada. Observado este único exemplar. Em final de floração. sépalos verdes, pétalos verdes com as margens esbranquiçadas. Labelo verde-esbranquiçado. Flora do Brasil - Estado de Goiás.","CEN00037148","CEN00037148","J. A. N. Batista","ALTO PARAISO DE GOIAS","-47.5099983215332","-14.1324996948242",NA,NA,"2001","44724","auto",NA,"01",NA,NA,NA,NA,NA,"1",NA
"87","2020-09-02 16:34:58-03","Cenargen","CEN","39731","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","cf. schwackei","Habenaria cf. schwackei","Barb.Rodr.",NA,"L. P. Felix",NA,"1996","04","06",NA,"Brasil","PR","Canyon Guartelar.","Exsicatas","Flores em senescência. Terrenos brejosos e pedregosos.&nf;Doação - EAN nº 9221.","CEN00039731","CEN00039731","J. A. N. Batista","TIBAGI","-50.4136009216309","-24.5093994140625",NA,NA,"2017","56988","auto",NA,"08",NA,NA,NA,NA,NA,"1",NA
"88","2021-03-15 18:29:06-03","USP","SPF","207003","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Zappi, DC; Sasaki, D; Milliken, W; Biggs, N; Silveira, EA; Philippsen, M; Bessa, MA; Piva","881","2008","01","27",NA,"Brasil","Mato Grosso","Parque Estadual do Cristalino, Parque Estadual Cristalino. Campo, mata alta aberta e mata baixa na região sudeste do Parque. Entrada pela Fazenda AJJ.",NA,"Ervas verde-claras, tépalas alvas; Campo, perto da água.","SPF00207003",NA,"Toscano, ALV","Novo Mundo","-55.1129","-9.3502","379","379",NA,NA,NA,NA,NA,NA,NA,"-55.1129","-9.3502",NA,NA,NA
"89","2019-10-07 09:20:05-03","UEFS","HUEFS","78810","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Batista, J.A.N.","1155","2001","01","10",NA,"Brasil","Goiás","Chapada dos veadeiros. Área a direita da pista na GO-118, em direção a teresina de Goiás, ca. de 19 km após e ao N de Alto Paraíso, na altura e entre os km 185-186, ca de 2km antes do morro com cruzeiro.",NA,NA,"HUEFS0078810","HUEFS0078810",NA,"Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-07 09:20:05-03","UEFS","HUEFS","39854","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Silva, J.M.","1833","1996","12","13",NA,"Brasil","Paraná","Cânion Guartelá.",NA,"Campo úmido.","HUEFS0039854","HUEFS0039854",NA,"Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-07-09 12:44:00-03","F","FMNH-SEEDPLANTS","V0433550F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei",NA,NA,"P. Dusén","9089","1910","1","24","South America","Brazil",NA,NA,NA,NA,"V0433550F","V0433550F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-11-12 16:58:07-03","UEL","FUEL","27723","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Silva, JM; et al.","1833","1996","12","13",NA,"Brasil","Paraná","Canyon Guartelá",NA,NA,NA,NA,"Batista, JAN","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"1998","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-11-12 16:58:07-03","UEL","FUEL","38204","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Estevan, DA; et al.","921","2005","11","30",NA,"Brasil","Paraná","Campo de Fora",NA,NA,NA,NA,"Estevan, DA","Ventania","-50.2428016662598","-24.2458000183105",NA,NA,"2005","32424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-11-12 16:58:07-03","UEL","FUEL","37313","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Estevan, DA; et al.","601","2004","12","14",NA,"Brasil","Paraná","Fazenda Santa Inês",NA,NA,NA,NA,"Estevan, DA","Ventania","-50.2428016662598","-24.2458000183105",NA,NA,"2005","32424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:15:28-03","UnB","UB","213664","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","168","2014","12","08","Southern America","Brasil","Tocantins","Estação Ecológica Serra Geral do Tocantins",NA,"Erva 35 cm; Vereda. Margem do Rio Balsas, próximo à casa do Sr. Adalto.","UB0036387","UB0036387",NA,"Rio da Conceição","-46.906583","-11.128083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.906583","-11.128083",NA,NA,NA
"96","2019-11-01 15:15:28-03","UnB","UB","107624","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Oliveira, RS; Gonçalves, EG","269","1998","01",NA,"Southern America","Brasil","Maranhão","20km de Carolina, na estrada para Estreito",NA,"Caderno com localidades precisas perdidas.&nf;Viagem a Goiás, Tocantins, Maranhão e Bahia&nf;ocorrida entre 14-22 de janeiro de 1998; Erva. Flor branca; Campo úmido.","UB0018674","UB0018674","Meneguzzo, TEC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
