"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber","sex"
"105","2020-12-20 21:17:11-03","UFV","VIC","39236","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.",NA,"Filardi, F.L.R.; et al.","435","2004","03","06",NA,"Brasil","Minas Gerais","Volta Grande","Rod. Trevo Barragem-Recepção","-48","-20",NA,NA,NA,"Flores; Árvore; Cerrado","VIC039236","VIC039236",NA,"-48","-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-20 21:17:11-03","UFV","VIC","39237","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.",NA,"Filardi, F.L.R.; et al.","345","2003","09","29",NA,"Brasil","Minas Gerais","Volta Grande","Rod. Recepção-Viveiro","-42.5388984680176","-21.7705993652344",NA,NA,NA,"Frutos; Árvore; Cerrado","VIC039237","VIC039237",NA,NA,NA,NA,NA,NA,"11543","auto",NA,NA,NA,NA,NA,NA
"107","2020-12-20 21:17:11-03","UFV","VIC","7249","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Leitão Filho, H.F.","Leitão Filho, H.F.","s.n.","1979","03","08",NA,"Brasil","São Paulo","Campinas","Mata Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore alta, flores amarelas.","VIC007249","VIC007249",NA,NA,NA,"1979",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"108","2019-11-21 14:36:10-03","UFJF","CESJ","16368","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","H. Cavalcante Lima","J.A. Silva","CESJ16368","1977","04",NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Árvore, na mata, flores amarelas.","CESJ016368",NA,NA,NA,NA,"1982","10","07","36144","auto",NA,NA,NA,NA,NA,NA
"109","2019-11-21 14:36:10-03","UFJF","CESJ","19936","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","L. Krieger","L. Krieger","CESJ19936","1979","10","06","América do Sul","Brasil","Minas Gerais","São João Nepomuceno",NA,"-43.0106010437012","-21.5400009155273",NA,NA,NA,"Árvore grande, folhas pubescentes. Frutos grandes, legumes samariformes, espinhosos. Madeira boa. Conf. Pio Correia I, 149.","CESJ019936",NA,NA,NA,NA,"1979","10","07","20981","auto",NA,NA,NA,NA,NA,NA
"110","2019-11-21 14:36:10-03","UFJF","CESJ","33091","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","G. Hatschbach","J. Cordeiro; J.M. Silva; C.B. Poliquesi","1215","1995","04","19","América do Sul","Brasil","Paraná","Adrianópolis","Capelinha","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Árvore, 5m. Mata pluvial do vale do Rio Ribeira.","CESJ033091",NA,NA,NA,NA,"1995",NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA
"111","2019-11-21 14:36:10-03","UFJF","CESJ","18174","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"L. Krieger","CESJ18174",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"Fruto: legume samariforme. Nome vulgar: araribá-rosa. Material exclusivo da carpoteca.","CESJ018174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 14:36:10-03","UFJF","CESJ","22871","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","L. Krieger; B.B.S. Coelho","B.B.S. Coelho; L. Krieger","s.n.","1988","09","22","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Árvore alta, frondosa, caule reto. Fruto vagewm alada, ferrugíneo-tomentosa, espisecente, grande. Fornece madeira de lei de crescimento rápido. Originária do Brasil.","CESJ022871",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"113","2019-11-21 14:36:10-03","UFJF","CESJ","42983","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","A.V. Lopes; Rogrigues","I.L.R.; A.F.C.; G.T.B.","CESJ42983","2004","08","21","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, Trilha do lago - Mata do Cedam.","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Árvore ca. 6m, pulvino fruto samariforme alado, imaturo verde e maduro marrom com resina incolor.","CESJ042983",NA,NA,NA,NA,"2004","11","12","36144","auto",NA,NA,NA,NA,NA,NA
"114","2019-11-21 14:36:10-03","UFJF","CESJ","40636","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","G. Hatschbach","O.S. Ribas; J.M. Silva","3232","2001","02","10","América do Sul","Brasil","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,NA,"Árvore, 15m, flor amarela. Mata da margem do Rio Ribeira.","CESJ040636",NA,NA,NA,NA,"2001",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"115","2019-11-21 14:36:10-03","UFJF","CESJ","7495","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","L. Krieger","L. Krieger","CESJ7495","1966","10",NA,"América do Sul","Brasil","São Paulo","Araraquara",NA,"-48.1699981689453","-21.7900009155273",NA,NA,NA,"Árvore regular, frutos alados e quase espinhosos na parte inferior.","CESJ007495",NA,NA,NA,NA,"1970","06",NA,"29178","auto",NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:30:07-03","UNICAMP","UEC","101138","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Mecenas, VV; Cardoso, ES","87","1996","01","24",NA,"Brazil","Distrito Federal",NA,"Área de Proteção Ambiental (APA) de cafuringa. Fazenda Palestina","-48.166667","-15.516667","780","780",NA,"material fértil.; Parcela IV. Árvore localizada dentro da mata de galeria do Córrego dos Araribás.","UEC153736","UEC153736",NA,"-48.166667","-15.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-08-20 10:12:31-03","UNICAMP","UEC","103073","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Santos, K","Santos, K","215","1997","03","28",NA,"Brazil","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira. Floresta Estacional semidecidual. Interior de mata, área aberta.","-46.932778","-22.836944",NA,NA,NA,"Árvore. Início de formação dos frutos.","UEC153827","UEC153827",NA,"-46.932778","-22.836944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-20 10:12:31-03","UNICAMP","UEC","105727","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Mendonça Filho, CV","Tozzi, AMGA; Galvão, JC; Mendonça Filho, CV; Moreira, JLA; Santos, K; Filliettaz, AM","98101","1998","12","01",NA,"Brazil","São Paulo","Iperó","Estrada para a pedreira, Fazenda Ipanema. Floresta Estacional semidecidual.","-47.683333","-23.4","720","720",NA,"Árvore 8 m.; com frutos maduros.","UEC153826","UEC153826",NA,"-47.683333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:30:07-03","UNICAMP","UEC","113342","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Martins, MV","Lombardi, JA; Morais, PO","2845","1999","05","17",NA,"Brazil","Minas Gerais","Belo Horizonte",NA,"-43.966667","-19.866667",NA,NA,NA,"Árvore, ca. 15m, Folhas cartáceas, frutos imaturos verdes.","UEC153823","UEC153823",NA,"-43.966667","-19.866667","2013","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:12:31-03","UNICAMP","UEC","118113","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Silva, ED","Bertoncini, AP; Cazetta-Neto, A","1057","1999","09","08",NA,"Brazil","São Paulo","Avaí","Aldeia Guarani, Floresta estacional semidecidual submontana perturbada.","-49.316667","-22.166667",NA,NA,NA,"Árvore, 7,0 m de altura, folhas membranáceas, caule com casca rugosa, frutos marrons.","UEC153740","UEC153740",NA,"-49.316667","-22.166667","2005","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-08-20 10:12:31-03","UNICAMP","UEC","118139","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Bertoncini, AP; Cazetta-Neto, A","1999","1999","04","01",NA,"Brazil","São Paulo","Avaí","Aldeia Guarani","-49.383333","-22.172833",NA,NA,NA,"Árvore, 4,5m de altura, caule com casca levmente fissurada, folhas membranáceas, corola amarelo-ouro","UEC153738","UEC153738",NA,"-49.383333","-22.172833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-08-20 10:12:31-03","UNICAMP","UEC","136944","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Santos, K","Santos, K","215","1997","03","28",NA,"Brazil","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira. Floresta Estacional semidecidual. Interior de mata, área aberta.","-46.932778","-22.836944",NA,NA,NA,"Árvore. Início de formação dos frutos.","UEC153819","UEC153819",NA,"-46.932778","-22.836944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-20 10:12:31-03","UNICAMP","UEC","140768","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Lima, HC; Meireles, JE; Ribeiro, RD","6225","2005","01","12",NA,"Brazil","Rio de Janeiro","Saquarema","Morro dos Pregos, Fazenda Santa Bárbara, área do pasto.","-42.546111","-22.855556",NA,NA,NA,"Árvore jovem com 9 m. de altura. Tronco com casca pardacenta, levemente fissurada, DAP com aproximadamente 35 cm. Frutos passados no chão. Freqüênte.","UEC153829","UEC153829",NA,"-42.546111","-22.855556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:30:07-03","UNICAMP","UEC","47299","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Gentry, A","58748","1987","08","27",NA,"Brazil","São Paulo","Campinas","Santa Genebra Forest Reserve, Barão Geraldo near Campinas.","-46.083333","-22.866667","550","550",NA,"Tree 14 cm dbh, sterile.; Disturbed semideciduous forest.","UEC153820","UEC153820",NA,"-46.083333","-22.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:30:07-03","UNICAMP","UEC","156136","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Santos, K","Santos, K","318","1999","07","22",NA,"Brazil","São Paulo","Campinas","Mata do Macuco, Campinas/Itatiba.","-46.933333","-22.783333",NA,NA,NA,"Árvore decídua; anemocórica. &nf;Altura total: 11,0m;&nf;altura do fuste:10m.&nf;PAP: 54cm.&nf;Casca rugosa; madeira moderadamente pesada.","UEC067965","UEC067965",NA,"-46.933333","-22.783333","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:30:07-03","UNICAMP","UEC","188541","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Volet, DP","Orlandini, P; Tamashiro, JY; Ivanauskas, NM","142","2015","02","07",NA,"Brazil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu.","-48.377575","-23.306106","142","142",NA,"Árvore.; Floresta Estacional Semidecidual. Próximo á área de agropecuária.","UEC102342","UEC102342",NA,"-48.377575","-23.306106","2015","07","03",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:30:07-03","UNICAMP","UEC","170346","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Garcia, LC","Garcia, LC","350","2009","02","05",NA,"Brazil","São Paulo","Iracemápolis","Reserva de abastecimento público.","-47.875303","-22.965803","608","608",NA,"Árvore plantada de 11 m, botões e flores laranja.; Mata ciliar em processo de restauração desde 1987.&nf;Mata Atlântica.&nf;Floresta Estacional Semidecídua.","UEC039938","UEC039938",NA,"-47.875303","-22.965803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:30:07-03","UNICAMP","UEC","168924","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Vieira, LT","Vieira, LT","306","2006","12","11",NA,"Brazil","São Paulo","Campinas","Sousas, Mata Rieirão Cachoeira.","-46.916667","-22.833333","700","700",NA,"Plântula de árvore, ca. 35 cm.; Floresta Estacional Semidecídua.","UEC053215","UEC053215",NA,"-46.916667","-22.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:30:07-03","UNICAMP","UEC","198808","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Oliveira Filho, AT","364","1985","06","11",NA,"Brazil","Mato Grosso","Salgadeira","Chapada dos Guimarães.",NA,NA,NA,NA,NA,"árvore ca. 16m de alta. Arbustiva vegetativa.; cerradão.","UEC153912","UEC153912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:30:07-03","UNICAMP","UEC","62740","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Bernacci, LC","25736","1990","06","26",NA,"Brazil","São Paulo","Campinas","Fazenda São Vicente.","-46.083333","-22.866667",NA,NA,NA,"Árvore ca. 6-8m alt. Material vegetativo.; Mata mesófila semi-decídua.","UEC153822","UEC153822",NA,"-46.083333","-22.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:30:07-03","UNICAMP","UEC","71648","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Santin, DA","Santin, DA","30954","1993","05","18",NA,"Brazil","São Paulo","Campinas","UEC. Parque Ecológico.","-47.083333","-22.9",NA,NA,NA,"Arboreto. Araribá.","UEC153737","UEC153737",NA,"-47.083333","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:30:07-03","UNICAMP","UEC","96255","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Penha, AS; Hayashi, AH","1","1996","03",NA,NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa. Instituto Agronômico.","-47.083333","-22.9",NA,NA,NA,"Invíduo que apresenta raízes gemíferas; tronco principal morto.","UEC153735","UEC153735",NA,"-47.083333","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:30:07-03","UNICAMP","UEC","158648","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Yamamoto, LF","Yamamoto, LF","343","2002","05","29",NA,"Brazil","Minas Gerais","Extrema","Mata Rexan esquerda.","-46.3182983398438","-22.854700088501",NA,NA,NA,"Árvore 5m. Fruto.","UEC013639","UEC013639",NA,NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:30:07-03","UNICAMP","UEC","57245","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"José Maria; Ismar","s.n.","1981","02","01",NA,"Brazil","Paraná","Maringá","Praça do Peladão.","-51.9385986328125","-23.4253005981445",NA,NA,NA,"Árvore com 8m de altura, floes amarelas, vistosas com inflorescências terminais, erectas com perfume agradável.","UEC153821","UEC153821",NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:30:07-03","UNICAMP","UEC","93075","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Assis, PF","Assis, PF; Christianini, SR","221","1996","07","30",NA,"Brazil","São Paulo","Agudos","Fazenda Santa Rita.","-48.9799995422363","-22.4599990844727",NA,NA,NA,"Árvore 5,om altura, caule rugoso, folhas cartáceas com pilosidade amarela, fruto marrom.; Borda de mata.","UEC153818","UEC153818",NA,NA,NA,"1997","09","02","52219","auto",NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:30:07-03","UNICAMP","UEC","179889","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Alves, FM; Colletta, GD","Colletta, GD; Alves, FM","663","2012","05","16",NA,"Brazil","São Paulo","Agudos","Mata ao lado da Fazenda São João do Guarantã.","-48.9799995422363","-22.4599990844727",NA,NA,NA,"Árvore, 8m, fruto imaturos verdes.; Floresta Estaciona Semidecidual.","UEC042654","UEC042654",NA,NA,NA,"2012","05","16","52219","auto",NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:30:07-03","UNICAMP","UEC","46832","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Salis, SM; Spigolon, JR","19451","1987","03","31",NA,"Brazil","São Paulo","Brotas","Fazenda Santa Elisa.","-48.1199989318848","-22.2800006866455",NA,NA,NA,"Árvore com 4m, fruto alado (Sâmara); Mata ciliar do Rio Jacaré - Pepira Mirim.","UEC153817","UEC153817",NA,NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:30:07-03","UNICAMP","UEC","88450","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Aidar, MPM","Zickel, CS; Belinello, R","30304","1992","04","13",NA,"Brazil","São Paulo","Brotas","Mata da Fazenda Santa Elisa.","-48.1199989318848","-22.2800006866455",NA,NA,NA,"Individuo com 0,37 de diâmetro e 25cm de altura. (vegetativo).","UEC189799",NA,NA,NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:12:31-03","UNICAMP","UEC","115041","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Gaspar, D","134","2000","02","25",NA,"Brazil","São Paulo","Campinas","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC153825","UEC153825",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"140","2019-08-20 10:12:31-03","UNICAMP","UEC","115047","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Cielo-Filho, R","128","2000","03","27",NA,"Brazil","São Paulo","Campinas","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de aproximadamente 7 m de altura, casca lisa, fruto imaturo verde.","UEC153824","UEC153824",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:30:07-03","UNICAMP","UEC","64842","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Labate, AS","24125","1991","04","04",NA,"Brazil","São Paulo","Campinas","Estado de São Paulo, Município de Campinas, Reserva de Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore alta,mais ou menos 10 metros, sem flores e com frutos em formação.; Estado de São Paulo, Município de Campinas, Reserva de Santa Genebra.","UEC183711","UEC183711",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"142","2019-08-20 10:12:31-03","UNICAMP","UEC","7610","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Silva, ED","Leitão Filho, HF","9402","1979","03","08",NA,"Brazil","São Paulo","Campinas","Mata de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore alta, flores amarelas.","UEC153734","UEC153734",NA,NA,NA,"2005","05",NA,"23900","auto",NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:12:31-03","UNICAMP","UEC","144945","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Ikemoto, E","0459","2004","02","10",NA,"Brazil","São Paulo","Campinas","Parque Portugal, Entorno do Museu Dinâmico de Ciências de Campinas.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore; flores com pétalas amarelas.","UEC153739","UEC153739",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:30:07-03","UNICAMP","UEC","60840","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4741","1984",NA,NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"Voucher indíviduo 4741; Mata","UEC108360","UEC108360",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:30:07-03","UNICAMP","UEC","60894","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4451","1984",NA,NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"Voucher indíviduo 4451; Mata","UEC108358","UEC108358",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"146","2019-08-20 10:12:31-03","UNICAMP","UEC","71980","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Santin, DA","Santin, DA","30970","1993","07","15",NA,"Brazil","São Paulo","Campinas","Unicamp, Ginásio","-47.060001373291","-22.8999996185303",NA,NA,NA,"araribá","UEC153828","UEC153828",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:30:07-03","UNICAMP","UEC","82872","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Bernacci, LC; Metezger, JP; Goldenberg, R","34883","1993","06","18",NA,"Brazil","São Paulo","Dourado","Morro chato, floresta ripária à do Rio Jacaré Pepira.","-48.310001373291","-22.1000003814697",NA,NA,NA,"Árvore, material estéril.","UEC171160","UEC171160",NA,NA,NA,NA,NA,NA,"13775","auto",NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:30:07-03","UNICAMP","UEC","071419","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Durigan, G","30646","1993","03","16",NA,"Brazil","São Paulo","Marília","Estação Experimental de Marilia.","-49.939998626709","-22.2099990844727",NA,NA,NA,"Árvore, flores amarelas.; Mata ciliar.","UEC189790",NA,NA,NA,NA,NA,NA,NA,"38865","auto",NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:30:07-03","UNICAMP","UEC","165138","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Kämpf, E","Essoe; Bettina","209","1990","02","17",NA,"Brazil","São Paulo","Piracicaba","Parque da Esalq/Usp.","-47.6399993896484","-22.7199993133545",NA,NA,NA,"Árvore de 7 a 8 m de altura, frutos samaróides com projeções apiculares na região da semente.","UEC050086","UEC050086",NA,NA,NA,"1990","08","16","44778","auto",NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:30:07-03","UNICAMP","UEC","51835","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Koscinski, M","115","1930","09",NA,NA,"Brazil","São Paulo","São Paulo","Horto Florestal (Horto da Capital)","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore cultivada, 25m de altura de 20 cm de diâmetro. Flores em Fevereiro/Março. Frutos em Agosto/Setembro.","UEC190318","UEC190318",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:30:07-03","UNICAMP","UEC","156627","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Franco, GADC","Souza, FM; Sousa, RC; Pereira, HFA; Santos, CB","972","2007","11","21",NA,"Brazil","São Paulo","São Paulo","Parque Estadual do Jaraguá, Trilha do Pai Zé. SAD69, 23K. UTM x 320072, UTM y 7405108.","-46.6300010681152","-23.5400009155273","925","925",NA,"Árvore, 16 m. Botões verdes, pétalas amarelas.","UEC008950","UEC008950",NA,NA,NA,"2007","12","20","53584","auto",NA,NA,NA,NA,NA,NA
"152","2019-11-19 14:08:00-03","UFRPE","PEUFR","1734","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","V.E. Rudd.","G. Hatschbach",NA,"1962","02","20",NA,"Brasil","Paraná","Paranaí","Barra Grande",NA,NA,NA,NA,NA,"Árvore alta; flores amarelas","PEUFR001734",NA,NA,NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
