"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount"
"52","2021-02-08 12:44:16-03","UFRGS","ICN","171981","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Molz, M",NA,NA,NA,"Molz, M; Seger, G","s.n.","2013","08","18","Brasil","RS","Torres","Pirataba","-49.860556","-29.250278","-49.860556","-29.250278","13","13","WGS-84; Arbusto com 3 m de altura, flores brancas",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"53","2021-02-08 12:44:16-03","UFRGS","ICN","084010","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Sobral, M",NA,NA,NA,"Neves, PC","s.n.","1989","09","21","Brasil","RS","Terra de Areia",NA,"-50.07080078125","-29.5853004455566",NA,NA,NA,NA,"interior de mata paludosa",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"32697","auto",NA
"54","2021-02-08 12:44:16-03","UFRGS","ICN","049939","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Waechter, JL","1981",NA,NA,"Zanette, VC","s.n.","1979","08","17","Brasil","RS","Torres","Lageadinho","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"flores brancas; interior de mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"20837","auto",NA
"55","2021-02-08 12:44:16-03","UFRGS","ICN","048875","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Sobral, M","1981","03","23","Waechter; et. al","s.n.","1979","08","27","Brasil","RS","Torres","Lageadinho","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"árvore; em mata pluvial",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"20837","auto",NA
"56","2021-02-08 12:44:16-03","UFRGS","ICN","045480","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Waechter, JL",NA,NA,NA,"Waechter; Baptista, LRM","1319","1979","08","18","Brasil","RS","Torres","Lageadinho","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"pequena árvore, cerca de 2,5m de altura, flores brancas; interior de mata úmida",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"20837","auto",NA
"57","2021-02-08 12:44:16-03","UFRGS","ICN","027826","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Sobral, M","1980","07","07","Irgang, B; Girardi, AM","s.n.","1972","07","12","Brasil","RS","Torres","Parque de Torres, capoeira e mato","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"20837","auto",NA
"58","2021-02-08 12:44:16-03","UFRGS","ICN","098654","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Sobral, M","1993",NA,NA,"Hatschbach, G; Silva, JM","57863","1992","08","20","Brasil","SC","Maracajá","BR 101","-49.4528007507324","-28.846700668335",NA,NA,NA,NA,"árvore 4m de altura, flor alva; mata de planície litorânea",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"7970","auto",NA
"59","2021-02-08 12:44:16-03","UFRGS","ICN","120967","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Baptista, LRM",NA,NA,NA,"Nunes, CC","s.n.","1999","06","04","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"7549","auto",NA
"60","2021-02-08 12:44:16-03","UFRGS","ICN","173999","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Molz, M; Mancino, LC",NA,NA,NA,"Mancino, LC; Molz, M","610","2011","09","29","Brasil","RS","Morrinhos do Sul","Pixirica","-49.934700012207","-29.3649997711182",NA,NA,"11","11","mata paludosa",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"12766","auto",NA
"61","2021-02-08 12:44:16-03","UFRGS","ICN","002737","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Sobral, M","1980","07","07","Reitz; Klein","9055","1959","09","05","Brasil","SC","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,NA,NA,"avoreta, 4m de altura, flores brancas; mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"16515","auto",NA
"62","2020-08-26 10:50:04-03","MCN-FZBRS","HAS","87598","PreservedSpecimen","Plantae","Myrtaceae","Mitranthes","cordifolia","Mitranthes cordifolia","D. Legrand","Legrand, C. D.","1958",NA,NA,"Reitz","844","1953","07",NA,"Brasil","Santa Catarina","Palhoça","Campo de Maciambu","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"Na mata, arbusto 2m de altura, flor em botão.","HAS0087598",NA,"Magnoliophyta",NA,NA,NA,"Paratypus",NA,NA,"31105","auto",NA
"63","2020-08-26 10:50:14-03","MCN-FZBRS","HAS","89614","PreservedSpecimen","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D. Legrand","Molz, M.","2013","08","17","Molz, M.","s.n.","2013","08",NA,"Brasil","Rio Grande do Sul","Torres","Pirataba","-49.7268981933594","-29.3353004455566",NA,NA,"13","13","Arbusto com 3m de altura. Flores brancas.","HAS0089614",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"20837","auto",NA
"64","2019-11-21 10:12:31-03","IBt","SP","141258","S","Plantae","Myrtaceae","Neomitranthes","cordifolia","Neomitranthes cordifolia","(D.Legrand) D.Legrand","Proença, C","1986",NA,NA,"Hatschbach, G; Guimarães, O","19488","1968","07","11","Brasil","Paraná","Paranaguá","Rio das Pombas.","-48.5092010498047","-25.5200004577637",NA,NA,"30","50","Arvoreta 4m alt., flor alva, mata pluvial, as margens do rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA
