"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem"
"49","2019-10-07 15:24:39-03","IAP","PACA-AGP","1758","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1934","10","03","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. tricuspis Bak. Habitat: in campestribus arenosis graminosis Fenofase: flor","PACA001758",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"10287","auto","Magnoliatae",NA,NA,NA
"50","2019-10-07 15:24:39-03","IAP","PACA-AGP","44245","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1949","11","05","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"det. (Emrich-Rambo 0607194): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in campestribus arenosis graminosis Fenofase: flor","PACA044245",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"10287","auto","Magnoliatae",NA,NA,NA
"51","2019-08-27 13:27:53-03","IAP","PACA-AGP","92258","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. crassiflorus","(Poir.) DC.","C. Mondin","Mondin, C.","2247","2001","09","09","Brasil","RS","Arroio do Sal","Rondinha Nova","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"erva rasteira, sobre as dunas, capítulos amarelos&nf;HASU 12745","PACA092258",NA,"2001","09",NA,"Magnoliophyta","Asterales",NA,NA,"var. crassiflorus",NA,"15157","auto","Magnoliatae",NA,NA,NA
"52","2019-08-27 13:27:53-03","IAP","PACA-AGP","48905","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. maritimus","(Malme) Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1950","10","02","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in arenosis apertis Fenofase: flor","PACA048905",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"var. maritimus",NA,"27350","auto","Magnoliatae",NA,NA,NA
"53","2019-08-27 13:27:53-03","IAP","PACA-AGP","44568","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. maritimus","(Malme) Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1949","11","24","Brasil","RS","Osório","litus Atlanticum","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in arenosis apertis Fenofase: flor","PACA044568",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"var. maritimus",NA,"27350","auto","Magnoliatae",NA,NA,NA
"54","2019-08-27 13:27:53-03","IAP","PACA-AGP","48744","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. tricuspis","Baker","Emrich-Rambo","Rambo, B.",NA,"1950","09","11","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"SEM MATERIAL Habitat: in arenosis graminosis Fenofase: flor","PACA048744",NA,"1954","07","06","Magnoliophyta","Asterales",NA,NA,"var. tricuspis",NA,"27350","auto","Magnoliatae",NA,NA,NA
"55","2019-08-27 13:27:53-03","IAP","PACA-AGP","48947","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. tricuspis","Baker","Emrich-Rambo","Rambo, B.",NA,"1950","10","11","Brasil","RS","Porto Alegre","Itapoan p. Granja Neugebauer","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL Habitat: in arenosis dumetosis Fenofase: flor","PACA048947",NA,"1954","07","06","Magnoliophyta","Asterales",NA,NA,"var. tricuspis",NA,"29946","auto","Magnoliatae",NA,NA,NA
"56","2019-08-27 13:27:53-03","IAP","PACA-AGP","44187","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. tricuspis","Baker","Emrich-Rambo","Rambo, B.",NA,"1949","11","02","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in arenosis graminosis Fenofase: flor","PACA044187",NA,"1954","07","06","Magnoliophyta","Asterales",NA,NA,"var. tricuspis",NA,"29946","auto","Magnoliatae",NA,NA,NA
"57","2019-10-07 15:24:39-03","IAP","PACA-AGP","26597","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in campestribus arenosis graminosis Fenofase: flor","PACA026597",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"21601","auto","Magnoliatae",NA,NA,NA
"58","2019-08-27 13:27:53-03","IAP","PACA-AGP","55876","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. maritimus","(Malme) Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1954","10","03","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"det. (Emrich-Rambo 08041955): Senecio crassiflorus (Poir.) DC. Habitat: in arenosis Fenofase: flor","PACA055876",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"var. maritimus",NA,"27350","auto","Magnoliatae",NA,NA,NA
"59","2019-10-07 15:24:39-03","IAP","PACA-AGP","62132","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Camargo, O. R.","1825","1957","10","01","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"det. (Emrich-Rambo 28091958): Senecio crassiflorus (Poir.) DC. Habitat: in graminosis Fenofase: flor","PACA062132",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"29946","auto","Magnoliatae",NA,NA,NA
"60","2019-08-27 13:27:53-03","IAP","PACA-AGP","48961","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. tricuspis","Baker","Emrich-Rambo","Rambo, B.",NA,"1950","10","11","Brasil","RS","Porto Alegre","Granja Neugebauer p. Itapoan","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL Habitat: in arenosis apertis Fenofase: flor","PACA048961",NA,"1954","07","06","Magnoliophyta","Asterales",NA,NA,"var. tricuspis",NA,"29946","auto","Magnoliatae",NA,NA,NA
"61","2019-10-07 15:24:39-03","IAP","PACA-AGP","44449","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1949","11","19","Brasil","RS","Porto Alegre","Itapoan p. Granja Neugebauer","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in arenosis apertis Fenofase: flor","PACA044449",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"29946","auto","Magnoliatae",NA,NA,NA
"62","2019-10-07 15:24:39-03","IAP","PACA-AGP","37016","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Emrich, K.",NA,"1947","10","12","Brasil","RS","Porto Alegre","Juca Batista","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"det. (Emrich-Rambo): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in arenosis dumetosis Fenofase: flor","PACA037016",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"29946","auto","Magnoliatae",NA,NA,NA
"63","2019-10-07 15:24:39-03","IAP","PACA-AGP","44332","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1949","11","11","Brasil","RS","Porto Alegre","Niteroi","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in campestribus graminosis Fenofase: flor","PACA044332",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"29946","auto","Magnoliatae",NA,NA,NA
"64","2019-08-27 13:27:53-03","IAP","PACA-AGP","92255","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","L. Pastorini","L. Pastorini",NA,"1994","10","06","Brasil","RS","Rio Grande","Estrada da Barra","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"HASU 6547","PACA092255",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"82892","auto","Magnoliatae",NA,NA,NA
"65","2019-08-27 13:27:53-03","IAP","PACA-AGP","109368","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus var. tricuspis","Baker",NA,"Jesuíta não identificado","1758","1934","10","03","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"habita em colonia, flor bem amarela, radiata Habitat: campo","PACA109368",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,"var. tricuspis",NA,"10287","auto","Magnoliatae",NA,NA,NA
"66","2019-10-07 15:24:39-03","IAP","PACA-AGP","38526","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1948","12","04","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in arenosis graminosis Fenofase: flor","PACA038526",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"10287","auto","Magnoliatae",NA,NA,NA
"67","2019-10-07 15:24:39-03","IAP","PACA-AGP","35496","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Henz, E.",NA,"1946","11","02","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in campestribus arenosis graminosis Fenofase: flor","PACA035496",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"10287","auto","Magnoliatae",NA,NA,NA
"68","2019-10-07 15:24:39-03","IAP","PACA-AGP","43944","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus subsp. ratophyllus","Cabr.","N. I. Matzenbacher","Rambo, B.",NA,"1949","10","17","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"det. (Emrich-Rambo 06071954): Senecio crassiflorus (Poir.) DC. var. tricuspis Bak. Habitat: in arenosis graminosis Fenofase: flor","PACA043944",NA,"1994","04","12","Magnoliophyta","Asterales",NA,NA,"subsp. ratophyllus",NA,"10287","auto","Magnoliatae",NA,NA,NA
"69","2019-08-27 13:27:53-03","IAP","PACA-AGP","56204","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Emrich-Rambo","Rambo, B.",NA,"1954","11","12","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Habitat: in arenosis herbosis Fenofase: flor","PACA056204",NA,"1955","04","08","Magnoliophyta","Asterales",NA,NA,NA,NA,"20837","auto","Magnoliatae",NA,NA,NA
"70","2019-08-27 13:27:53-03","IAP","PACA-AGP","92254","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","C.M. Oliveira","C. M. Oliveira","144","2001","10","27","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"planta espontânea Habitat: região entre dunas - seco Hábito: herbáceo","PACA092254",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"20837","auto","Magnoliatae",NA,NA,NA
"71","2019-08-27 13:27:53-03","IAP","PACA-AGP","69241","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","B. Rambo","Sehnem, A.",NA,"1958","11","03","Brasil","RS","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"Habitat: in arenosis ad litus maris","PACA069241",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"21077","auto","Magnoliatae",NA,NA,NA
"72","2019-08-27 13:27:53-03","IAP","PACA-AGP","31991","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Emrich-Rambo","Reitz, R.",NA,"1944","10","19","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"SEM MATERIAL Habitat: prope litus in arenosis Fenofase: flor","PACA031991",NA,"1954","07","06","Magnoliophyta","Asterales",NA,NA,NA,NA,"19353","auto","Magnoliatae",NA,NA,NA
"73","2019-08-27 13:27:53-03","IAP","PACA-AGP","92256","PreservedSpecimen","Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","N. Menezes","N. Menezes",NA,"1998","09","25","Brasil","SC","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,NA,NA,"HASU 6947","PACA092256",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,"11115","auto","Magnoliatae",NA,NA,NA
"74","2020-12-20 21:15:59-03","UFV","VIC","50768","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Gonzatti, F.","594","2012","09","24","Brasil","Rio Grande do Sul","Palmares do Sul","Margens da Lagoa do Cipó","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"Decumbente sobre dunas.","VIC050768","VIC050768",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31350","auto",NA,NA,NA,NA
"75","2019-11-21 14:32:10-03","UFJF","CESJ","37839","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","G. Hatschbach","G. Hatschbach; A.C. Cervi; E. Barbosa","72708","2001","11","14","Brasil","Santa Catarina","Laguna","Cabo Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Reptante, radicante, capítulos amarelo. Dunas fixas. Alt: 3-5 m.","CESJ037839",NA,"2001",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"21199","auto",NA,NA,NA,NA
"76","2021-04-07 11:41:33-03","UFMS","CGMS","45090","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","H. Robinson","G. Hatschbach; E. Barbosa","79647","2006","08","21","Brasil","Santa Catarina","Laguna","Praia da Teresa.","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Capítulo amarelo. Fruto ausente. Habitat: Encosta de dunas. Habito: Erva reptante.","CGMS1075054",NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"77","2019-11-27 13:46:19-03","UFS","ASE","40246","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Valduga, E; Gonzatti, F","Gonzatti, F","594","2012","09","24","Brasil","Rio Grande do Sul","Palmares do Sul","Balneário Quintão, margens Lagoa do Cipó","-50.5097","-30.2578","-50.5097","-30.2578","10","10","Decumbente sobre dunas","ASE0041763",NA,"2013",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-27 13:46:19-03","UFS","ASE","41292","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Gaio, J; Demeda, C; Gonzatti, F; Link, O","477","2015","09","12","Brasil","Rio Grande do Sul","Osório","Estrada para a Lagoa do Inácio, Campo seco antropizado.","-50.1319","-29.5355","-50.1319","-29.5355",NA,NA,"Subarbusto decumbente a ereto com vistosos capítulos amarelos e cipselas serícea.","ASE0042806",NA,"2015","11","03","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:06:38-03","UNICAMP","UEC","120324","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","(Malme) Cabrera","Matzenbacher, NI","Trigo, JR","JRT980071","1998","10","17","Brazil","Rio Grande do Sul","Capão da Canoa","Na praia de Capão da Canoa.","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,"UEC129149","UEC129149",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"maritimus",NA,"15808","auto",NA,NA,NA,NA
"80","2021-03-01 16:25:14-03","UNICAMP","UEC","63502","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","(Malme) Cabrera","Hatschbach, G","Hatschbach, G; Silva, JM","57891","1992","08","21","Brazil","Santa Catarina","Imbituba","Farol.","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,"Prostada, capítulos amarelos.; Campo graminoso da encosta de morro.","UEC130317","UEC130317","1992",NA,NA,"Magnoliopsida",NA,NA,NA,"maritimus",NA,"18719","auto",NA,NA,NA,NA
"81","2019-11-05 16:45:19-03","UFOP","OUPR","16118","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Lisboa, M.A.","Zurlo, M.A.","s.n.","1973","10","08","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Praia. Erva. Flores amarelas",NA,NA,"1973","10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-05 16:45:19-03","UFOP","OUPR","16119","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Lisboa, M.A.","Zurlo, M.A.","s.n.","1973","10","08","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Praia. Erva. Flores amarelas",NA,NA,"1973","10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-05 16:45:19-03","UFOP","OUPR","16123","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Badini, J.","Zurlo, M.A.","s.n.",NA,NA,NA,"Brasil","Santa Catarina","Araranguá",NA,"-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Campo. Trepadeira. Flores amarelas",NA,NA,"1973","12",NA,NA,NA,NA,NA,NA,NA,"19353","auto",NA,NA,NA,NA
"84","2019-11-05 16:45:19-03","UFOP","OUPR","16122","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Badini, J.","Zurlo, M.A.","s.n.",NA,NA,NA,"Brasil","Santa Catarina","Araranguá",NA,"-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Campo. Trepadeira. Flores amarelas",NA,NA,"1973","12",NA,NA,NA,NA,NA,NA,NA,"19353","auto",NA,NA,NA,NA
"85","2019-11-05 16:45:19-03","UFOP","OUPR","16120","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Badini, J.","Zurlo, M.A.","s.n.","1973","10","08","Brasil","Santa Catarina","Araranguá","Praia de Maranguá","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,NA,NA,NA,"1973","12",NA,NA,NA,NA,NA,NA,NA,"19353","auto",NA,NA,NA,NA
"86","2019-11-05 16:45:19-03","UFOP","OUPR","16121","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Badini, J.","Zurlo, M.A.","s.n.",NA,NA,NA,"Brasil","Santa Catarina","Araranguá","Praia de Maranguá","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,NA,NA,NA,"1973","12",NA,NA,NA,NA,NA,NA,NA,"19353","auto",NA,NA,NA,NA
"87","2019-01-17 11:24:39-02","PUCRS","MPUC","138","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Polr.) DC.","Ir. Augusto",NA,NA,"1943","11","05","Brasil","RS","Gravataí",".","-51.0233333","-29.9122222","-51.0233333000","-29.9122222000",NA,NA,NA,NA,NA,"1943","01","01",NA,"Asterales","South America",NA,NA,NA,NA,NA,"Magnoliopsida","1",NA,NA
"88","2019-01-17 11:24:39-02","PUCRS","MPUC","15688","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Polr.) DC.",NA,"L. Kubiak",NA,"1991","02","11","Brasil","RS","Balneário Pinhal","Praia do Pinhal","-50.2375","-30.2519444","-50.2375000000","-30.2519444000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Magnoliopsida","1",NA,NA
"89","2019-01-17 11:24:39-02","PUCRS","MPUC","14697","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Polr.) DC.","N.I. Matzenbacher",NA,NA,"2011","09","19","Brasil","RS","Capão da Canoa",".","-50.0094444","-29.7458333","-50.0094444000","-29.7458333000",NA,NA,"Sobre dunas da orla marítima",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Magnoliopsida","2",NA,NA
"90","2019-01-17 11:24:39-02","PUCRS","MPUC","13251","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Polr.) DC.","N.I. Matzenbacher",NA,NA,"1991","11","17","Brasil","RS","Capão da Canoa",".","-50.0094444","-29.7458333","-50.0094444000","-29.7458333000",NA,NA,"Dunas á beira mar (F: 70)",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Magnoliopsida","1",NA,NA
"91","2019-01-17 11:24:39-02","PUCRS","MPUC","5389","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Polr.) DC.","C.S.A. Martins",NA,NA,"1991","02","11","Brasil","RS","Balneário Pinhal","Praia do Pinhal","-50.2375","-30.2519444","-50.2375000000","-30.2519444000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Magnoliopsida","1",NA,NA
"92","2019-01-17 11:24:39-02","PUCRS","MPUC","2605","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Polr.) DC.","L. Roth",NA,NA,"1985","12","09","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,"1985","01","01",NA,"Asterales","South America",NA,NA,NA,NA,NA,"Magnoliopsida","1",NA,NA
"93","2020-10-14 09:59:25-03","FURB","FURB","33180","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Korte, A","Korte, A.; Gasper, A.L. de","5196","2010","11","29","Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual do Acaraí - Praia do Ervino.","-48.5633333","-26.3497222","-48.5633333","-26.3497222","5","5","Florística IFFSC 8010 (Erva Terrícola) Habitat: Restinga; Estágio Avançado Habito: erva terrícola; flor amarela","FURB18594","FURB18594","2011","01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 09:59:25-03","FURB","FURB","39357","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M.; Batista, C.P. & Moço, M.C.C.","6248","2012","09","27","Brasil","Rio Grande do Sul","Cidreira","Salinas.","-50.1852777","-30.1325","-50.1852777","-30.1325000","2","2",NA,"FURB18591","FURB18591","2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 09:59:25-03","FURB","FURB","39358","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M.; Batista, C.P. & Moço, M.C.C.","6247","2012","09","27","Brasil","Rio Grande do Sul","Cidreira","Salinas.","-50.1852777","-30.1325","-50.1852777","-30.1325000","2","2",NA,"FURB18592","FURB18592","2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 09:59:25-03","FURB","FURB","43922","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Herber, TA","Herber, T.A.","3","2013","11","15","Brasil","Santa Catarina","Florianópolis","Praia da Joaquina, Parque Municipal das Dunas da Lagoa da Conceição.","-48.4533333","-27.6330556","-48.4533333","-27.6330556",NA,NA,NA,"FURB18593","FURB18593","2013","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 09:59:25-03","FURB","FURB","46030","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Funez, L.A.","Funez, L.A.","3406","2014","11","27","Brasil","Santa Catarina","Florianópolis","Praia mole.","-48.4291667","-27.5961111","-48.4291667","-27.5961111","42","42",NA,"FURB18589","FURB18589","2014","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-08 08:50:05-03","FURB","FURB","48246","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Funez, L.A.","Funez, L.A.","4507","2015","09","18","Brasil","Santa Catarina","Imbituba",NA,"-48.6638889","-28.2013889","-48.6638889","-28.2013889","12","12",NA,"FURB48246","FURB48246","2015","09","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
