"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem"
"257","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Gibert, JE","s.n.",NA,NA,NA,"?",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Commerson, P","s.n.",NA,NA,NA,"?",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Tweedie, J","s.n.",NA,NA,NA,"?",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Isabelle, A","s.n.",NA,NA,NA,"?",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Sello, HL","s.n.",NA,NA,NA,"?",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2017-09-11 16:26:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Herb. Imp. Bras.","922",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,"in prov. Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Isabelle, A","s.n.",NA,NA,NA,"Uruguay",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Commerson, P","s.n.",NA,NA,NA,"Uruguay",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Sello, HL","s.n.",NA,NA,NA,"Uruguay",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Arechavaleta, J","4007",NA,NA,NA,"Uruguay",NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,"In sabulosis maritimis.; HABITAT: In sabulosis maritimis.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Commerson, P","s.n.",NA,NA,NA,"Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"In sabulosis maritimis.; HABITAT: In sabulosis maritimis.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Isabelle, A","s.n.",NA,NA,NA,"Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"In sabulosis maritimis.; HABITAT: In sabulosis maritimis.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Gibert, JE","s.n.",NA,NA,NA,"Uruguay",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Gibert, JE","s.n.",NA,NA,NA,"Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"In sabulosis maritimis.; HABITAT: In sabulosis maritimis.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus tricuspis","Baker",NA,"King, PP","s.n.",NA,NA,NA,"Uruguay","Maldonado",NA,"Prope Maldonado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"tricuspis",NA,NA,NA,NA,NA,NA,NA
"272","2021-02-08 12:37:01-03","UFRGS","ICN","170612","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Matzenbacher, NI","s.n.","2011","09","18","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Sobre as dunas da orla marítima.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"15808","auto",NA,NA,NA,NA
"273","2021-02-08 12:37:01-03","UFRGS","ICN","113874","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Matzenbacher, NI","2255","1997","10","11","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Sobre as dunas próximas ao mar.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"15808","auto",NA,NA,NA,NA
"274","2021-02-08 12:37:01-03","UFRGS","ICN","111630","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Matzenbacher, NI","s.n.","1996","09","02","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Dunas mais afastadas da praia.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"15808","auto",NA,NA,NA,NA
"275","2021-02-08 12:37:01-03","UFRGS","ICN","106226","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Matzenbacher, NI","s.n.","1994","09","23","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Predominante sobre dunas marítimas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"15808","auto",NA,NA,NA,NA
"276","2021-02-08 12:37:01-03","UFRGS","ICN","106227","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Matzenbacher, NI","s.n.","1994","09","23","Brasil","RS","Capão da Canoa","Estrada do Mar.","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Em beira de rodovia.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"15808","auto",NA,NA,NA,NA
"277","2021-02-08 12:37:01-03","UFRGS","ICN","181285","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","12615","1978","09","27","Brasil","RS","Charqueadas",NA,"-51.625301361084","-29.9547004699707",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"17690","auto",NA,NA,NA,NA
"278","2021-02-08 12:37:01-03","UFRGS","ICN","088762","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Arzivenco, L","s.n.","1975","12","07","Brasil","RS","Cidreira",NA,"-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,"Em dunas.",NA,NA,"1994","05","26","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"279","2021-02-08 12:37:01-03","UFRGS","ICN","190863","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6258","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","mais pilosa, mais ramificada, entre-nós mais longos, flor amarela, arbusto 30 cm, indivíduo 9; Topo da duna",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"280","2021-02-08 12:37:01-03","UFRGS","ICN","181284","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","12601","1978","10","17","Brasil","RS","Guaíba","Estrada para Charqueada","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"28343","auto",NA,NA,NA,NA
"281","2021-02-08 12:37:01-03","UFRGS","ICN","181288","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","11663","1977","09",NA,"Brasil","RS","Guaíba","Estrada para Charqueada","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"28343","auto",NA,NA,NA,NA
"282","2021-02-08 12:37:01-03","UFRGS","ICN","049032","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Miotto, STS","Matzenbacher, NI","s.n.","1980","10","19","Brasil","RS","Guaíba","Fazenda São Maximiano, BR-116, km 32.","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"28343","auto",NA,NA,NA,NA
"283","2021-02-08 12:37:01-03","UFRGS","ICN","000087","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Schultz, AR; Emrich, K","Schultz, AR","87","1944","10","25","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"284","2021-02-08 12:37:01-03","UFRGS","ICN","009204","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Lindeman, JC","s.n.","1971","11","19","Brasil","RS","Torres","Beira do Rio Mampituba.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Flórulas ligeiramente amarelas 5 Y 9/14, as tubulares 2 Y 7/10.; Areia.",NA,NA,"1994","06","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"285","2021-02-08 12:37:01-03","UFRGS","ICN","181290","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","7606","1874","01","20","Brasil","RS","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"286","2021-02-08 12:37:01-03","UFRGS","ICN","141964","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Palma, C","Palma, C","6","2005","09","10","Brasil","RS","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Dunas frontais",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"287","2021-02-08 12:37:01-03","UFRGS","ICN","000762","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Schultz, AR","762",NA,NA,NA,"Brasil","RS","Torres","Itapeva.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"288","2021-02-08 12:37:01-03","UFRGS","ICN","051514","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Stützel, T","Stützel, T","s.n.","1981","12","13","Brasil","RS","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"21077","auto",NA,NA,NA,NA
"289","2021-02-08 12:37:01-03","UFRGS","ICN","152846","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Beretta, ME; Ritter, MR; Schneider, AA","34","2003","10","04","Brasil","RS","Viamão","Parque Estadual de Itapuã Praia do Araçá","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Erva em pleno sol; restinga arenosa da praia.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"41667","auto",NA,NA,NA,NA
"290","2021-02-08 12:37:01-03","UFRGS","ICN","060719","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera, AL","Klein, RM; Souza Sob.; Bresolin, A","5828","1964","10","05","Brasil","SC","Florianópolis","Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"5","5","Doação FLOR 2215; Erva rasteira, flor amarela.; Dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"291","2021-02-08 12:37:01-03","UFRGS","ICN","047490","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Irgang, BE","Pfadenhauer, J","18",NA,NA,NA,"Brasil","RS",NA,"Entre Tramandaí e Cidreira.",NA,NA,NA,NA,NA,NA,"Duna na planície úmida.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2021-02-08 12:37:01-03","UFRGS","ICN","053432","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Mentz, LA","Silva, GAB","s.n.","1982","09","19","Brasil","RS",NA,"Santa Terezinha. Litoral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2021-02-08 12:37:01-03","UFRGS","ICN","165417","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Dematteis, M","Solis Neffa, V; Seijo, GJ","2126","2007","11","24","Uruguai","Colônia","Colônia de Sacramento","Punta Gorda próximo a confluencia del Río Uruguay com el Río de la Plata. E de Rincón de Darwin 33°54'57''S 58°24'49''W","-58.413611","-33.915833","-58.413611","-33.915833","35","35","doação do CTES; tallos radicantes, hojas glaucas, capítulos amarillos",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2021-02-08 12:37:01-03","UFRGS","ICN","165418","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Dematteis, M","Solis Neffa, V; Seijo, GJ","2164","2007","11","19","Uruguai","Maldonado","Maldonado","ruta 10 pasando Punta Colorada hacia el E. 34S53'52S 51W13'53W","-55.231389","-34.897778","-55.231389","-34.897778","9","9","doação do CTES; flores liguladas amarillas; em dunas de arena, am la costa del mar",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2021-02-08 12:37:01-03","UFRGS","ICN","194922","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Heiden, G; Drawanz-Götze, ML; Romano, CT","1104","2009","10","16","Brasil","RS","Rio Grande","Capão Seco, BR 392, próximo da praça do pedágio.","-52.288056","-32.0225","-52.288056","-32.0225",NA,NA,"Doação Herbário ECT; Subarbusto decumbente. Ramos e folhas gríseos. Capítulos com flores do raio e do disco amarelas, levemente alaranjadas.; Campos de clima temperado (pampas), solo arenoso em área de paleodunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-02-08 12:37:01-03","UFRGS","ICN","044540","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Arzivenco, L","s.n.","1974","10","06","Brasil","RS","Alvorada",NA,"-51.0835990905762","-29.9899997711182",NA,NA,NA,NA,"No campo.",NA,NA,"1994","06","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"12896","auto",NA,NA,NA,NA
"297","2021-02-08 12:37:01-03","UFRGS","ICN","111688","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Matzenbacher, NI","s.n.","1996","09","21","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Sobre dunas marítimas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"15808","auto",NA,NA,NA,NA
"298","2021-02-08 12:37:01-03","UFRGS","ICN","106229","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Matzenbacher, NI","s.n.","1994","11","26","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Predominante sobre dunas marítimas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"15808","auto",NA,NA,NA,NA
"299","2021-02-08 12:37:01-03","UFRGS","ICN","051055","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Boechat, SC","Boechat, SC","s.n.","1981","11","02","Brasil","RS","Capão da Canoa","Praia de Capão da Canoa.","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Em dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"15808","auto",NA,NA,NA,NA
"300","2021-02-08 12:37:01-03","UFRGS","ICN","190859","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6251","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","folhas de três tipos, sem lobos, com dois e três lobos, flor amarela, arbusto 40 cm, indivíduo 3; Linha da praia",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"301","2021-02-08 12:37:01-03","UFRGS","ICN","190861","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6252","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","folhas de dois tipos, sem lobos e três lobos suaves, flor amarela, arbusto 40 cm, indivíduo 5; Linha da praia",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"302","2021-02-08 12:37:01-03","UFRGS","ICN","131193","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Kinupp, VF","Kinupp, VF; Jarenkow, JA","2755","2003","10","04","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,"Ornamental merecendo ser cultivada em todo Brasil, sobre na região litorânea.; Erva prostrada a decumbente; folhas crassas e acinzentadas; capítulos amarelos.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"303","2021-02-08 12:37:01-03","UFRGS","ICN","190858","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6255","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","ápice suavemente trilobados, folha mais larga e carnosa, flor amarela, arbusto 40 cm, indivíduo 2; Linha da praia",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"304","2021-02-08 12:37:01-03","UFRGS","ICN","190857","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6250","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","pilosa dos dois lados do limbo, coloração cinza, folha com ápice mucronado (sem lobos), flor amarela, arbusto 30 cm, indivíduo 1; Linha da praia",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"305","2021-02-08 12:37:01-03","UFRGS","ICN","190862","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6253","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","mais pilosa, mais ramificada, entre-nós mais mongos, flor amarela, arbusto 30 cm, indivíduo 6; Topo da duna",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"306","2021-02-08 12:37:01-03","UFRGS","ICN","190866","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6264","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","flor amarela, arbusto 40 cm, indivíduo 17; Topo da duna com muito vento",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"307","2021-02-08 12:37:01-03","UFRGS","ICN","190867","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6256","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","flor amarela, arbusto 50 cm, indivíduo 8; Topo da duna com muito vento",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"308","2021-02-08 12:37:01-03","UFRGS","ICN","190860","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6254","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","folhas de dois tipos, sem lobos e três lobos suaves, flor amarela, arbusto 30 cm, indivíduo 4; Linha da praia",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"309","2021-02-08 12:37:01-03","UFRGS","ICN","190865","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6259","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","flor amarela, arbusto 50 cm, indivíduo 15; Segunda linha de dunas",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"310","2021-02-08 12:37:01-03","UFRGS","ICN","190864","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6257","2012","09","27","Brasil","RS","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","flor amarela, arbusto 40 cm, indivíduo 13; Segunda linha de dunas",NA,NA,"2012","09","27","Dicotyledon",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA
"311","2021-02-08 12:37:01-03","UFRGS","ICN","050243","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Boldrini, II","Boldrini, II","s.n.","1980","10","13","Brasil","RS","Guaíba","BR-116, km 32.","-51.3250007629395","-30.113899230957",NA,NA,"120","120","Campo pedregoso granítico.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"28343","auto",NA,NA,NA,NA
"312","2021-02-08 12:37:01-03","UFRGS","ICN","051435","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Bueno, RM","Matzenbacher, NI","s.n.","1981","10","08","Brasil","RS","Guaíba","BR-116, km 32.","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"28343","auto",NA,NA,NA,NA
