"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"50","2015-09-04 22:54:05-03","MNHN","RECOLNAT_MNHN_P","P05322201","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani","O.Berg",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322201' target='other'> <mi>dwc_moreinfo</mi></a>","P05322201","P05322201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-09-04 22:54:05-03","MNHN","RECOLNAT_MNHN_P","P05322202","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani","O.Berg",NA,"Glaziou, A.",NA,"1892","4","26",NA,"Brasil","Minas Gerais",NA,"Rio das Pedras, au Valée",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322202' target='other'> <mi>dwc_moreinfo</mi></a>","P05322202","P05322202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19367",NA
"52","2015-09-04 22:54:05-03","MNHN","RECOLNAT_MNHN_P","P05322203","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani","O.Berg",NA,"Glaziou, A.",NA,"1892","4","26",NA,"Brasil","Minas Gerais",NA,"Rio das Pedras, au Valée",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322203' target='other'> <mi>dwc_moreinfo</mi></a>","P05322203","P05322203_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19387",NA
"53","2015-09-04 22:54:06-03","MNHN","RECOLNAT_MNHN_P","P05322204","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani","O.Berg",NA,"Regnell, A.F.",NA,"1861","1","12",NA,"Brasil",NA,NA,"Perto da Ponte de Pedra",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322204' target='other'> <mi>dwc_moreinfo</mi></a>","P05322204","P05322204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 560",NA
"54","2015-11-07 07:15:24-02","MNHN","RECOLNAT_MNHN_P","P01902759","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani genuina","O.Berg",NA,"Riedel",NA,"1834","8",NA,NA,"Brésil",NA,NA,"Brasilia: Chapadão de St. Marcos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902759' target='other'> <mi>dwc_moreinfo</mi></a>","P01902759","P01902759_01","genuina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","2499",NA
"55","2020-10-01 14:24:03-03","JBB","HEPH","12185","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Proença, CEB","Boaventura, M","322","1996","09","03","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667",NA,"Odor suave adocicado",NA,NA,NA,"1997","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-01 14:24:03-03","JBB","HEPH","15786","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Proença, CEB","Paiva, VF; Nóbrega, MGG","84","2000","08","02","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília na Trilha Ecológica","-47.85","-15.866667",NA,NA,NA,NA,NA,"2009","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-01 14:24:03-03","JBB","HEPH","19980","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Rizzini, CM","Moreira, KRS; et al.","25","2003","11","18","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,"Folhas glaucas, densamente pilosa",NA,NA,NA,"2004","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-01 14:24:03-03","JBB","HEPH","22160","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Figueiredo, S","Paiva, VF; et al.","319","2005","11","01","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,"estrada sentido Cristo a Administracao",NA,NA,NA,"2006","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-01 14:24:03-03","JBB","HEPH","2362","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Proença, CEB","Heringer, EP","8977","1962","09","20","Southern America","Brasil","Distrito Federal","Guará","Parque do Guará",NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-01 14:24:03-03","JBB","HEPH","28640","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Alkimim, W","Alkimim, W","47","2009","09","08","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília ( Trilha Ecológica)","-47.835","-15.874167",NA,NA,NA,NA,NA,"2009","-47.835","-15.874167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-01 14:24:03-03","JBB","HEPH","3829","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Proença, CEB","Proença, CEB","410","1984","09","13","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado","-47.85","-15.866667",NA,NA,NA,NA,NA,"2002","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-01 14:24:03-03","JBB","HEPH","5167","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Proença, CEB","Equipe do Jardim Botânico de Brasília","702","1986","08","18","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,"2002","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-01 14:24:03-03","JBB","HEPH","5216","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Proença, CEB","Equipe do Jardim Botânico de Brasília","752","1986","10","04","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,"2002","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-01 14:24:03-03","JBB","HEPH","8379","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Proença, CEB","Caetano, VJ","19","1993","10","04","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,"1994","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-01 14:24:09-03","JBB","HEPH","34822","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Paz, JRL","8792","2018","08","15","Southern America","Brasil","Distrito Federal","Brasília","RECOR - Reserva Ecológica do IBGE","-47.858056","-15.946111",NA,NA,NA,NA,NA,"2018","-47.858056","-15.946111","1145","1145",NA,NA,NA,"08",NA,NA,NA,NA
"66","2020-12-11 11:39:15-03","UFMG","BHCB","112799","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.",NA,"Lima, C; Alvarenga, D","78","2004","10","04","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Local próximo à área do Projeto Fogo (perto da guarita). Solo: latossolo. Relevo: plano. Vegetação: Savana (campo sujo).","-47.868889","-15.951111",NA,"Subarbusto heliófilo, ca. 1,20m alt.; folhas cartáceas; frutos imaturos de cor verde pilosos. Ocasional.","BHCB010558","BHCB010558",NA,"2007","-47.868889","-15.951111","110","110",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:39:15-03","UFMG","BHCB","172062","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.",NA,"Faria, JEQ","1750","2011","09","22","Southern America","Brasil","Minas Gerais",NA,"Margem da rodovia que vai de Brasília de Minas para Montes Claros (KM-155). Cerrado ralo arbustivo-arbóreo","-44.264444","-16.1675",NA,"Arbusto ca. 2m de altura, botão floral e flores róseas, flores velhas","BHCB016834",NA,NA,"2011","-44.264444","-16.1675","905","905",NA,NA,NA,"09",NA,NA,NA,NA
"68","2020-12-11 11:39:15-03","UFMG","BHCB","172118","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.",NA,"Faria, JEQ","1744","2011","09","22","Southern America","Brasil","Minas Gerais","Brasília de Minas",NA,"-44.368611","-16.223611",NA,"Arbusto ca. 1 m de altura, flores velhas.; Cerrado ralo arbustivo-arbóreo.","BHCB016861",NA,NA,"2011","-44.368611","-16.223611","886","886",NA,NA,NA,"09",NA,NA,NA,NA
"69","2020-12-11 11:39:15-03","UFMG","BHCB","63343","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.",NA,"Duarte, AP","s.n.","1950","08","19","Southern America","Brasil","Minas Gerais","Patos de Minas",NA,"-46.5181007385254","-18.5788993835449",NA,"Flores alvas, formando céspede, bastante frequente; Cerrado","BHCB004158",NA,NA,"2013",NA,NA,"800","800",NA,"69541","auto","03",NA,NA,NA,NA
"70","2020-12-11 11:39:15-03","UFMG","BHCB","75768","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","73669","2002","08","20","Southern America","Brasil","Minas Gerais","Grão Mogol","Rodovia BR - 251, Próximo de Barrocão","-42.8897018432617","-16.5594005584717",NA,"Arbusto, 1m, flor alva; Campo cerrado","BHCB001905","BHCB001905",NA,"2015",NA,NA,NA,NA,NA,"67219","auto","01",NA,NA,NA,NA
"71","2020-07-26 12:03:00-03","MO","MOBOT","3197427","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","M. Sobral","Gert G. Hatschbach","Hatschbach 32360","1973","8","26","South America","Brazil","Mato Grosso do Sul","Camapuã","Capão Redondo.","-54.0438995361328","-19.531400680542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123887","auto",NA,NA,NA,NA,"1"
"72","2015-06-26 11:05:00-03","MO","MOBOT","3187581","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","J.E.Q.Faria (UB)","James A. Ratter","Ratter 3476","1976",NA,NA,"South America","Brazil","Distrito Federal",NA,"Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, ca. 18 km. SSW of Brasília TV tower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2020-08-31 09:07:44-03","INPA","INPA","156142","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Sobral, MEG","Hatschbach, GG","34649","1974","07","11","Southern America","Brasil","Mato Grosso","Alto Araguaia","Rib, Claro, Rib. Claro","-54.7","-16.5",NA,NA,"INPA0156142","INPA0156142 INPA0156142_e",NA,"1987","-54.7","-16.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2018-10-09 16:31:55-03","UFLA","ESAL","8918","S","Plantae",NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","J.E.Q. Faria","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina, Antena","-44.999444","-21.245278",NA,"sub-arbusto; 0,50; branca;; campo rupestre",NA,NA,NA,NA,"-44.999444","-21.245278","12","12",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-09-02 16:33:52-03","Cenargen","CEN","54320","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.",NA,"Juliene Roveratti Santos","121","2003","10","23",NA,"Brasil","DF","BRASILIA","Parque Ecológico Norte Burle Marx.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00054320","CEN00054320",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,"3"
"76","2020-09-02 16:33:53-03","Cenargen","CEN","7382","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","A. Mesquita & Bruno Machado Teles Walter","Paulo Eugênio A. M. de Oliveira","122","1982","10","01",NA,"Brasil","DF","BRASILIA","Reserva Biológica de Águas Emendadas. Distrito Federal. Entre 15°32' - 15°38'S e 47°33' - 47°37'W. Altura entre 1000 m - 1150 m. Cerca de 40 km a NE de Brasília.","-47.9296989440918","-15.7797002792358","Exsicatas","Cerrado próximo ao Corrégo Tabatinga. Erva com caule piloso. Folhas pilosas e claras na superfície inferior. Flores brancas. Doação da Fundação Zoobotânica do Distrito Federal. Herbário Ezechias Paulo Henriger. Flora do Brasil.","CEN00007382","CEN00007382",NA,"2016",NA,NA,NA,NA,NA,"70570","auto","06",NA,NA,NA,"1"
"77","2020-09-02 16:33:53-03","Cenargen","CEN","76059","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","J. E. C. Júnior","Juliene Roveratti Santos","542","2006","10","19",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Entrada do portão 6","47.8994444","-15.661111","Exsicatas",NA,"CEN00076059","CEN00076059",NA,"2014","47.8994444","-15.661111","1262","1262",NA,NA,NA,"08",NA,NA,NA,"2"
"78","2020-09-02 16:33:53-03","Cenargen","CEN","72882","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","J. E. C. Júnior","Anderson Cássio Sevilha","4844","2006","11","08",NA,"Brasil","MG","RIO PARDO DE MINAS","Areião II. Ponto 2, parcela 05 da fitossociologia.","42.4672222","-15.489722","Exsicatas",NA,"CEN00072882","CEN00072882",NA,"2014","42.4672222","-15.489722","975","975",NA,NA,NA,"08",NA,NA,NA,"6"
"79","2020-09-02 16:33:53-03","Cenargen","CEN","29734","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","J. E. C. Júnior","Maria Carmelita A. Conceição","156","1979","05","21",NA,"Brasil","DF","BRASILIA","CPAC - Planaltina. Bloco B do Exp. 112.","-47.9296989440918","-15.7797002792358","Exsicatas","Nº de amostras: 3. Doação da EMBRAPA/CPAC.","CEN00029734","CEN00029734",NA,"2014","-4770833.0","-1559167.0","1175","1175",NA,"70570","auto","08",NA,NA,NA,"3"
"80","2020-09-02 16:33:53-03","Cenargen","CEN","64118","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","A. Mesquita & Bruno Machado Teles Walter","Ricardo Vieira Nunes","55","1996","11","08",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira. Áreas nativas a Oeste da sede do Laboratório-BBGA.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00064118","CEN00064118",NA,"2016","-4800000.0","-1586667.0","1080","1080",NA,"70570","auto","06",NA,NA,NA,"1"
"81","2020-09-02 16:33:53-03","Cenargen","CEN","36593","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","J. E. C. Júnior","Kátia Calago","321","1999","10","05",NA,"Brasil","DF","BRASILIA","Parque Ecológico do Gama.","-47.9296989440918","-15.7797002792358","Unicata","Espécie com cerca de 0,60 m de altura, perfumadas.","CEN00036593","CEN00036593",NA,"2015",NA,NA,NA,NA,NA,"70570","auto","08",NA,NA,NA,"1"
"82","2020-09-02 16:33:53-03","Cenargen","CEN","76046","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","J. E. C. Júnior","Juliene Roveratti Santos","529","2006","10","06",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Lado esquerdo da Barragem de Santa Maria","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00076046","CEN00076046",NA,"2014",NA,NA,NA,NA,NA,"70570","auto","08",NA,NA,NA,"2"
"83","2019-11-13 11:26:45-03","USP","SPF","71704","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Anônimo","Heringer, EP","8618","1961","08","28",NA,"Brasil","Distrito Federal","Brasília","Horto do Guará.","-47.9296989440918","-15.7797002792358",NA,NA,"SPF00071704",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"84","2019-11-13 11:26:45-03","USP","SPF","41513","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Anônimo","Heringer, EP","8618","1961","08","28",NA,"Brasil","Distrito Federal","Brasília","Horto do Guará.","-47.9296989440918","-15.7797002792358",NA,NA,"SPF00041513",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"85","2019-11-13 11:26:50-03","USP","SPF","41422","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Hatschbach, G","s.n.","1973","08","26",NA,"Brasil","Mato Grosso do Sul","Camapuã",NA,"-54.0438995361328","-19.531400680542",NA,NA,"SPF00041422",NA,NA,"2015",NA,NA,NA,NA,NA,"123887","auto",NA,NA,NA,NA,NA
"86","2021-03-04 11:17:34-03","UEFS","HUEFS","86691","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","regeliana","Eugenia regeliana",NA,NA,"Riedel","2461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0086691",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA
"87","2021-03-04 11:17:34-03","UEFS","HUEFS","86690","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","regeliana","Eugenia regeliana","O.Berg",NA,"Riedel","2461","1834",NA,NA,NA,"Brasil","Paraíba",NA,NA,NA,NA,NA,NA,"HUEFS0086690",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,"Tipo",NA,NA
"88","2019-10-07 09:35:23-03","UEFS","HUEFS","87370","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","regeliana","Eugenia regeliana","O.Berg",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"HUEFS0087370",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,"Tipo",NA,NA
"89","2019-10-07 09:35:25-03","UEFS","HUEFS","87342","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.",NA,"Martius, K.F.P.von","222",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"HUEFS0087342",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,"Tipo",NA,NA
"90","2021-03-04 11:17:34-03","UEFS","HUEFS","87317","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","stephanii","Eugenia stephanii","O.Berg",NA,"Stephan",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"HUEFS0087317",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,"Tipo",NA,NA
"91","2021-03-04 11:17:34-03","UEFS","HUEFS","87317","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","stephanii","Eugenia stephanii","O.Berg",NA,"Stephan",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"HUEFS0087317",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,"Tipo",NA,NA
"92","2019-09-04 19:40:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Holotype",NA,NA
"93","2019-01-23 11:00:05-02","F","FMNH-SEEDPLANTS","V0065215F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065215F","V0065215F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Isotype",NA,NA
"94","2019-09-04 19:28:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","regeliana","Eugenia regeliana",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Isotype",NA,NA
"95","2019-09-04 19:59:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Holotype",NA,NA
"96","2019-09-04 19:15:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","stephanii","Eugenia stephanii genuina","O. Berg",NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"genuina",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Possible type",NA,NA
"97","2019-01-22 15:33:01-02","F","FMNH-SEEDPLANTS","V0065325F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","stephanii","Eugenia stephanii latifolia",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065325F","V0065325F_01","latifolia",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Possible type",NA,NA
"98","2019-01-22 15:33:01-02","F","FMNH-SEEDPLANTS","V0065325F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","stephanii","Eugenia stephanii latifolia",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065325F","V0065325F_01","latifolia",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Possible type",NA,NA
"99","2019-09-04 19:15:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","stephanii","Eugenia stephanii genuina","O. Berg",NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"genuina",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Possible type",NA,NA
"100","2019-01-22 15:33:01-02","F","FMNH-SEEDPLANTS","V0065325F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","stephanii","Eugenia stephanii latifolia",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065325F","V0065325F_01","latifolia",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Possible type",NA,NA
"101","2019-01-22 15:33:01-02","F","FMNH-SEEDPLANTS","V0065325F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","stephanii","Eugenia stephanii latifolia",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065325F","V0065325F_01","latifolia",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Possible type",NA,NA
"102","2020-02-17 11:30:03-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Splett, S.","Ratter, J.A.; Faria, J.E.Q.","1627","2011","08","23","Southern America","Brasil","Distrito Federal",NA,"Estação ecológica de Águas Emendadas",NA,NA,NA,"Arbusto ca. 1,5 m de altura, botões verdes e flores brancas; Cerrado sensu stricto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-02-17 11:30:03-03","UEG","HUEG","8989","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Faria, J.E.Q.","Faria, J.E.Q.","1627","2011","08","23","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,"Arbusto ca. 1,5 m de altura, botões verdes e flores brancas.; Estação Ecológica de Águas Emendadas. Cerrado sensu stricto.","HUEG008989",NA,NA,"2011",NA,NA,NA,NA,NA,"70570","auto","08",NA,NA,NA,NA
"104","2020-02-17 11:30:03-03","UEG","HUEG","11258","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, J.E.Q.","Faria, J.E.Q.","2827","2012","09","18","Southern America","Brasil","Distrito Federal","Brasilia","Parque Nacional de Brasília, entrada do portão 8. Campo cerrado.","-47.9296989440918","-15.7797002792358",NA,"Arbusto ca. 1 m de altura, botão floral verde, flor branca e fruto imaturo verde.","HUEG011258",NA,NA,"2012",NA,NA,NA,NA,NA,"70570","auto","09",NA,NA,NA,NA
