"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"101","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L 0037125","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Rohwer JG","Sello F",NA,"1833","01","01","Brazil",NA,NA,NA,NA,NA,NA,"NL-L0037125","NL-L0037125",NA,NA,NA,"Brasilia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","syntype","Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","905234313",NA,NA,NA
"102","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1066726","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-L1066726","NL-L1066726",NA,NA,NA,"2 km E of Imbituva",NA,NA,"solitary tree in pasture<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1066726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0053045 | Uw 13718a",NA,NA,NA
"103","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802427","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Düsen P",NA,"1910","12","31","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1802427","NL-L1802427",NA,NA,NA,"Parana: Imbitura, in silva nimus denso.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"104","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802428","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Shepherd GJ; et al.",NA,"1979","08","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1802428","NL-L1802428",NA,NA,NA,"Est. S.Paulo, mun. Jundiai, Bairro Colonia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"105","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802429","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Reitz R; Klein RM",NA,"1960","10","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1802429","NL-L1802429",NA,NA,NA,"Plantas de Santa Catarina, Serra da Boa Vista, Sao José Beira rio.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"106","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802430","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Reitz R; Klein RM",NA,"1961","03","02","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1802430","NL-L1802430",NA,NA,NA,"Plantas de Santa Catarina, Serra da Boa Vista,Sao José, Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"107","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802431","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Hatschbach GG",NA,"1967","09","08","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1802431","NL-L1802431",NA,NA,NA,"Passo do Pupo (Mun. Ponta Grossa) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"108","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802432","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Reitz R; Klein RM",NA,"1958","10","16","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1802432","NL-L1802432",NA,NA,NA,"Plantas de Santa Catarina, Alto Matador, Rio do Sul. Pinheiral.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"109","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0053046","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0053046",NA,NA,NA,NA,"2 km E of Imbituva",NA,NA,"solitary tree in pasture<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw 13718a",NA,NA,NA
"110","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0079254","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Haas JH de",NA,"1966","05","13","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0079254",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200079254 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw13044",NA,NA,NA
"111","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0079266","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Haas JH de",NA,"1966","05","12","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0079266",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200079266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw13023",NA,NA,NA
"112","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0277317","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0277317",NA,NA,NA,NA,"2 km E of Imbituva",NA,NA,"solitary tree in pasture<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","Uw13718a",NA,NA,NA
"113","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406607","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Heringer EP",NA,"1976","09","30","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406607","NL-U1406607",NA,NA,NA,"Plantas do Brasil, Capinopolis, Rodoxia, Fernadios?",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"114","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406608","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Heringer EP",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406608","NL-U1406608",NA,NA,NA,"Plantas do Brasil, Capinopolis, Rodovia Vemasdia?",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"115","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406609","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Heringer EP",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406609","NL-U1406609",NA,NA,NA,"Plantas do Brasil, Capinopolis, Rodovia Vemasdia?",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"116","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406610","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Dusén PKH",NA,"1904","01","05","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406610","NL-U1406610",NA,NA,NA,"Parana: Fernandes Pinheiro?",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"117","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406611","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Haas JH de",NA,"1966","05","13","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1406611","NL-U1406611",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0082979",NA,NA,NA
"118","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406612","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Haas JH de",NA,"1966","05","13","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1406612","NL-U1406612",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0082984",NA,NA,NA
"119","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406613","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Haas JH de",NA,"1966","05","12","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1406613","NL-U1406613",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0017942",NA,NA,NA
"120","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406614","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Haas JH de",NA,"1966","05","10","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1406614","NL-U1406614",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0017949",NA,NA,NA
"121","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406616","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Haas JH de",NA,"1966","09","16","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406616","NL-U1406616",NA,NA,NA,"Flora Brasiliae Australis, 2 km E. of Imbituva.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"122","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406617","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Lindeman JC; Haas JH de",NA,"1966","11","11","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406617","NL-U1406617",NA,NA,NA,"Flora Brasiliae Australis, Vicinity of Vila Velha.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"123","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406618","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Herter WG",NA,"1935","10","01","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406618","NL-U1406618",NA,NA,NA,"Brasilia: Rio Grande Do Sul: Sao Leopoldo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"124","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406619","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Lindeman JC","Lindeman JC; Haas JH de",NA,"1966","05","11","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1406619","NL-U1406619",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae","U 0018005",NA,NA,NA
"125","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406620","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Smith LB; Reitz R",NA,"1964","10","13","Brazil",NA,NA,"-52.433333","-26.85","-52.433333","-26.85","NL-U1406620","NL-U1406620",NA,NA,NA,"Mun. Fachinal dos Guedes: Forest, by road to Xanverê.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406620 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"126","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406621","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Schwacke CAW",NA,"1885","06","23","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406621","NL-U1406621",NA,NA,NA,"Prov. Slá Cazarina.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"127","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406622","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Rambo B",NA,"1932","10","17","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406622","NL-U1406622",NA,NA,NA,"Plants of Brazil, RGS, Vila Manresa p. P. Alegre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"128","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406623","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Smith LB; Klein RM",NA,"1957","02","22","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406623","NL-U1406623",NA,NA,NA,"Mun. Dionísio Cerqueira: pinheiral 3 km west of Rio Capetinga between Campo Erê and Dionísio Cerqueira.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"129","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406624","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Unreadable",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406624","NL-U1406624",NA,NA,NA,"Paraná- uilér Santa galio e Paluiyra.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"130","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406625","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Unreadable",NA,"1925","09","01","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406625","NL-U1406625",NA,NA,NA,"Estado de S. Paulo: Carupo de Morto Phedal, Boa Vistá.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"131","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406626","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Regnell AF",NA,"1867","01","01","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406626","NL-U1406626",NA,NA,NA,"Calvas Zinarum?",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406626 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"132","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406627","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Hoehne FC",NA,"1931","08","04","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406627","NL-U1406627",NA,NA,NA,"Brazil, Proced. Jardim Botanico, S. Paulo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"133","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406628","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Dutra J",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-U1406628","NL-U1406628",NA,NA,NA,"Rio Grande do Sul.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"134","2020-02-08 09:35:48-03","NBC","NL-BOTANY","WAG.1693783","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Hatschbach GG",NA,"1973","09","23","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1693783","NL-WAG1693783",NA,NA,NA,"Fda. Barrozinho (mun. Ponta Grossa) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1693783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"135","2020-02-08 09:35:48-03","NBC","NL-BOTANY","WAG.1693784","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees",NA,"Hatschbach GG",NA,"1973","09","23","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1693784","NL-WAG1693784",NA,NA,NA,"Fda. Barrozinho (mun. Ponta Grossa) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1693784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"136","2020-11-04 11:11:57-03","ESALQ","ESA","37032","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Baitello, J.B.","Hoehne, W.","1388.0","1944","05","26","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"ESA037032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"137","2020-11-04 11:11:57-03","ESALQ","ESA","97430","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Moraes, P.L.R.","Falmoraes","54.0","1998","07","28","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"ESA097430","ESA097430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"138","2020-11-04 11:11:57-03","ESALQ","ESA","60846","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Hatschbach, G.","Silva, J.M. ; Cruz, J.M.","1550.0","1995","10","05","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"ESA060846","ESA060846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"46557","auto",NA,NA,NA,NA,NA
"139","2020-11-04 11:11:57-03","ESALQ","ESA","110633","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora",NA,"Sobral, M.","Stival-Santos, A.","159.0","2008","11","19","Brasil","Santa Catarina","Joaçaba","-51.5046997070312","-27.1781005859375",NA,NA,"ESA110633","ESA110633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"18588","auto",NA,NA,NA,NA,NA
"140","2020-11-04 11:11:57-03","ESALQ","ESA","9992","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Baitello, J.B.","Martins, C.S.",NA,"1993","08","25","Brasil","São Paulo","Lençóis Paulista","-48.7999992370605","-22.5900001525879",NA,NA,"ESA009992",NA,"2003","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"29915","auto",NA,NA,NA,NA,NA
"141","2020-11-04 11:11:57-03","ESALQ","ESA","14957","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Baitello, J.B.","Barreto, K.D. et al.","1105.0","1993","08","26","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"ESA014957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"21048","auto",NA,NA,NA,NA,NA
"142","2020-11-04 11:11:57-03","ESALQ","ESA","91445","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & C. Mart. ex Nees",NA,"Viani, R.A.G. et al.","420.0","2004","07","12","Brasil","São Paulo","Bofete",NA,"-230.333","-48,183,333","-230,333","ESA091445","ESA091445",NA,NA,NA,"Fazenda Santa Terezinha (Eucatex). Remanescente de Floresta Estacional Semidecidual",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-04 11:11:57-03","ESALQ","ESA","13107","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Baitello, J.B.","Moraes, P.L.R.",NA,"1994","01","10","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"ESA013107",NA,"2003","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"38855","auto",NA,NA,NA,NA,NA
"144","2020-11-04 11:11:57-03","ESALQ","ESA","5607","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Baitello, J.B.","Gandolfi, S. et al.","10505.0","1984","07","25","Brasil","São Paulo","Guarulhos","-46.5299987792969","-23.4599990844727",NA,NA,"ESA005607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"26398","auto",NA,NA,NA,NA,NA
"145","2020-11-04 11:11:57-03","ESALQ","ESA","46785","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Dias, M.C.","Medri, C. et al.",NA,"1995","10","02","Brasil","Paraná","Teixeira Duarte",NA,NA,NA,NA,"ESA046785","ESA046785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-04 11:11:57-03","ESALQ","ESA","22440","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","Baitello, J.B.","Sanches, C.D.; Bastos, E.B.; Hoffmann, J.R.R.; Gorenstein, M.R.; Pereira, V.F.","30.0","1994","09","07","Brasil","São Paulo","Subaúma",NA,"-24.815","-47,742,222","-24,815","ESA022440",NA,NA,NA,NA,"Beira da estrada Subaúma - Iguape, próximo a Subaúma. Área de transição mata de restinga - mata atlântica.",NA,NA,"Árvore, 4 m alt.; botões verdes.",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
