"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","imagecode","typeStatus","class","coordinatePrecision","geoFlag","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"48","2020-08-20 14:54:33-03","UFSC","FLOR","7783","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Lucas, D.","2016","06","02","Falkenberg, D.B.; Berry, P.E.","1985","01","31","Brasil","Santa Catarina","Bom Jardim da Serra","Beira da SC 438.","-49.624698638916","-28.3369007110596",NA,NA,"FLOR0007783",NA,"Apiales","2416",NA,"1250","1250",NA,NA,"FLOR0007783",NA,NA,"32577","auto",NA,NA,NA,NA,NA
"49","2020-08-20 14:54:33-03","UFSC","FLOR","54175","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Lucas, D.","2016","06","02","Hassemer, G.N.; Trevisan, R. & Venturi, S.","2012","12","04","Brasil","Santa Catarina","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0054175",NA,"Apiales","642",NA,NA,NA,NA,"erva, flores esbranquiçadas-esverdeadas","FLOR0054175",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"50","2020-08-20 20:37:45-03","UFSC","FLOR","25588","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","1995","05","19","Brasil","Santa Catarina","Urubici","3km SW do Morro da Igreja, ao longo dos Aparados da Serra Geral.","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0025588",NA,"Apiales","7560",NA,"1650","1650",NA,"Capítulos em frutificação. Simpátrico com DBF 7562.",NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"51","2020-08-20 20:37:45-03","UFSC","FLOR","22305","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Falkenberg, D.B.","1992",NA,NA,"Falkenberg, D.B.","1992","03","14","Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0022305",NA,"Apiales","5661",NA,"1700","1700",NA,"subarbusto rosulado, 0,7m altura. Sem espinhos na base, espinhos da margem bem mais delicados do que os da estampa 46 da FL. IL. Cat. (UMBE): 147.",NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"52","2021-02-08 12:32:57-03","UFRGS","ICN","009393","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Irgang, BE",NA,NA,NA,"Lindeman, JC; Lindeman, FM; Porto, ML; Giardi, AM","1971","12","04","Brasil","RS","Rocinha","Rocinha campo na margem do planalto fronteira RS-SC. Entre Bom Jesus e Turvo",NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Pétalas brancas.; Na margem do perau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-08 12:32:57-03","UFRGS","ICN","190215","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Lucas, DB","2015","12","21","Silva Filho, PJS","2012","03","04","Brasil","RS","São José dos Ausentes","Pico do Monte Negro. 28°37'1.55S / 49°47'58.58W","-49.799444","-28.616944","-49.799444","-28.616944",NA,"Dicotyledon",NA,"1542","América do Sul","1330","1330",NA,"Nas rochas à beira do peral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-08 12:32:57-03","UFRGS","ICN","007262","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Irgang, BE",NA,NA,NA,"Ferreira, A; Irgang, BE","1969","12","18","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Beira dos aparatos.",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"55","2021-02-08 12:32:57-03","UFRGS","ICN","193675","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Lucas, D","2017","03","17","Rabuske, C; Santos-Jr.; R.","2017","03","11","Brasil","SC","Nova Veneza","Área Particular de Preservação Ambiental São Francisco.","-49.608611","-28.647778","-49.608611","-28.647778",NA,"Dicotyledon",NA,"170","América do Sul",NA,NA,NA,"Em Perigo de extinção (EN), conforme Lista Vermelha da Flora Brasileira (2012); Erva, ca. 1,2m alt. Frequente na crista do cume. Ambiente seco.; Floresta Ombrófila Densa montana. Morro São Francisco, no cume, em sub-bosque florestal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:32:57-03","UFRGS","ICN","197454","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Lucas, D",NA,NA,NA,"Külkamp, J","2016","12","10","Brasil","RS",NA,"Divisa entre Cambará do Sul e São José dos Ausentes",NA,NA,NA,NA,NA,"Dicotyledon",NA,"178","América do Sul",NA,NA,NA,"Borda de mata próximo ao Rio das Antas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-08 12:32:57-03","UFRGS","ICN","008005","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Irgang, BE",NA,NA,NA,"Valls, JFM; Arzivenco, L","1970","12","30","Brasil","RS","Bom Jesus","Serra da Rocinha, estrada Araranguá - Bom Jesus - Curva Fria","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Dicotyledon",NA,"1394","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Flor cor verde-clara com base arroxeada.; Frequente na borda do barranco.",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"58","2021-02-08 12:32:57-03","UFRGS","ICN","029170","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Hagelund, K",NA,NA,NA,"Hagelund, K","1975","01","08","Brasil","SC","Timbé do Sul",NA,"-49.8471984863281","-28.8302993774414",NA,NA,NA,"Dicotyledon",NA,"8983 dupl.A","América do Sul","1100","1100",NA,"Espécie ameaçada de extinção (Vulnerável).; Comum no lugar.",NA,NA,NA,"15081","auto",NA,NA,NA,NA,NA
"59","2021-02-08 12:32:57-03","UFRGS","ICN","193577","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Diober, L","2017","02","01","Hagelund, K","1975","01","08","Brasil","SC","Timbé do Sul",NA,"-49.8471984863281","-28.8302993774414",NA,NA,NA,"Dicotyledon",NA,"8983","América do Sul",NA,NA,NA,NA,NA,NA,NA,"15081","auto",NA,NA,NA,NA,NA
"60","2021-02-08 12:32:57-03","UFRGS","ICN","193579","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Diober, L","2017","02","01","Hagelund, K","1975","01","21","Brasil","SC","Timbé do Sul",NA,"-49.8471984863281","-28.8302993774414",NA,NA,NA,"Dicotyledon",NA,"8979","América do Sul",NA,NA,NA,NA,NA,NA,NA,"15081","auto",NA,NA,NA,NA,NA
"61","2021-02-08 12:32:57-03","UFRGS","ICN","193578","S","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Diober, L","2017","02","01","Hagelund, K","1975","01","20","Brasil","SC","Timbé do Sul","Bom Jesus","-49.8471984863281","-28.8302993774414",NA,NA,NA,"Dicotyledon",NA,"8965","América do Sul",NA,NA,NA,NA,NA,NA,NA,"15081","auto",NA,NA,NA,NA,NA
"62","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","11186","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance",NA,NA,NA,NA,"Sobral, M.","1980","01",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Desfiladeiro do Churriado,","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0011186","Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,"Erva.Na borda do desfiladeiro.",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"63","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","4978","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Diober Lucas","2016","10","05","Girardi, A.M.","1971","04",NA,"Brasil","Rio Grande do Sul","Bom Jesus","entre Bom Jesus e Turvo","-50.4167","-28.6678","-50,4167000","-28,6678000","HAS0004978","Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,"rocinha; campo na margem do planalto; fronteira RS com SC; na margem do perao; pétalas brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","40370","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance",NA,NA,NA,NA,"Senna, R.M.","2002","05",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha,","-50.0657997131348","-28.7483005523682",NA,NA,"HAS0040370","Magnoliophyta",NA,"193",NA,NA,NA,NA,"; Terrícola.",NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
"65","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","53105","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance","Diober Lucas","2016","10","05","Mattos, J.","1959","01",NA,"Brasil","Santa Catarina","São Joaquim","Serra do Rio do Rastro","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0053105","Magnoliophyta",NA,"6563",NA,NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA
"66","2010-08-16 16:41:09-03","GH","HU-HERB","GH 00076393","PreservedSpecimen","Plantae","Apiaceae","Eryngium","smithii","Eryngium smithii","Mathias & Constance",NA,NA,NA,NA,"Lyman B. Smith & R. Reitz","1957","1","25","Brazil","Santa Catarina",NA,"Mun. Bom Retiro, Bog, Fazenda Campo dos Padres, 1650 m",NA,NA,NA,NA,NA,NA,NA,"10459","South America",NA,NA,"Sheet",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"10459","undetermined"
