"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"48","2020-11-26 18:07:45-03","CPAN-UFMS","COR","12003","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","2005","09","02",NA,"Brasil",NA,NA,"Erva aquática, anfíbia; flor creme Habito: Erva",NA,"3671",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Mato Grosso do Sul","Fazenda Remanso; desvio córrego","-56.719167","-20.774722","446","446","Bodoquena",NA,NA,NA,NA,"56º43'9''W","20º46'29''S",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-29 18:02:02-03","CPAN-UFMS","COR","943","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Almeida Rego","1986","08","09",NA,"Brasil",NA,NA,"Erva aquática Habito: Erva",NA,"785",NA,NA,NA,"(L.) Roem. & Schult.","Almeida Rego","Mato Grosso do Sul","Pantanal da Nhecolândia; fazenda Nhumirim; lagoa da sede","-56.618611","-18.9875","94","94","Corumbá",NA,"1986","08","09","56º37'7''W","18º59'15''S",NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:27:54-03","UFBA","ALCB","005794","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Pinto, GCP","1951","01",NA,"Southern America","Brasil",NA,NA,"no elito de córregos.","ALCB016290","51-21",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Smith., LB","Bahia","Litoral Norte, vale do rio Itapicuru.","-37.933333","-11.783333",NA,NA,"Esplanada","ALCB016290","1953","08",NA,"-37.933333","-11.783333",NA,NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:27:54-03","UFBA","ALCB","000171","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Noblick, LR","1979","08","12","Southern America","Brasil",NA,NA,"caule triangular. Em lugares brejosos com água salobra.","ALCB016292","1463",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Luceño, M; Alves, M","Bahia","Região Metropolitana Salvador, Boca do Rio, perto dos campos de futebol","-38.5","-12.966667",NA,NA,"Salvador","ALCB016292","1996","02",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:27:54-03","UFBA","ALCB","009737","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Guedes, ML","1982","06","20","Southern America","Brasil",NA,NA,"Solo arenoso.","ALCB016283","401",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Luceño, M; Alves, M","Bahia","Região Metropolitana Salvador, Jeribatuba","-38.666667","-12.883333",NA,NA,"Itaparica","ALCB016283","1996","02",NA,"-38.666667","-12.883333",NA,NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:27:54-03","UFBA","ALCB","015672","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Equipe de Ecologia","1976","04","05","Southern America","Brasil",NA,NA,"aquática.","ALCB016284","s/n",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Luceño, M; Alves, M","Bahia","Região Metropolitana Salvador, Dunas da Boca do Rio","-38.5","-12.966667",NA,NA,"Salvador","ALCB016284","1996","02",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:27:54-03","UFBA","ALCB","016512","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Noblick, LR","1983","05","25","Southern America","Brasil",NA,NA,"50-70 cm. Caule triangular, crescendo em touceiras, formando colônias densas em áreas alagadiças.","ALCB016285","2673",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Luceño, M; Alves, M","Bahia","Paraguaçu, Campus da UEFS","-38.966667","-12.25",NA,NA,"Feira de Santana","ALCB016285","1996","02",NA,"-38.966667","-12.25",NA,NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:27:54-03","UFBA","ALCB","020141","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Noblick, LR","1980","05","31","Southern America","Brasil",NA,NA,"caule triangular, base arroxeada. Encontrada em áreas brejosas.","ALCB016286","1857",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Luceño, M; Alves, M","Bahia","Paraguaçu","-40.55","-11.716667",NA,NA,"Piritiba","ALCB016286","1996","02",NA,"-40.55","-11.716667",NA,NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:27:54-03","UFBA","ALCB","023383","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Santana, W","1976","09","21","Southern America","Brasil",NA,NA,NA,"ALCB016287","s/n",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Luceño, M","Bahia","Paraguaçu, Fazenda Jucuruna, 1¦ Estação","-38.966667","-12.433333",NA,NA,"São Gonçalo dos Campos","ALCB016287","1996","02",NA,"-38.966667","-12.433333",NA,NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:27:54-03","UFBA","ALCB","026868","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, AJ","1987","02","11","Southern America","Brasil",NA,NA,"em touceiras. Rizomatosa. Inflorescência amarelo-amarronzada. Dominante nas zonas alagadiças.","ALCB016288","163",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Luceño, M; Alves, M","Bahia","Litoral Norte, margem do rio Pojuca","-37.883333","-12.383333",NA,NA,"Mata de São João","ALCB016288","1996","02",NA,"-37.883333","-12.383333",NA,NA,NA,NA,NA,NA,NA
"58","2019-10-09 11:27:54-03","UFBA","ALCB","027509","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Navarro, F","1995","11","08","Southern America","Brasil",NA,NA,"perene. Inflorescências esbranquiçadas. Crescendo em lugares úmidos.","ALCB016289","17",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Luceño, M; Alves, M","Bahia","margens do rio Capivara Grande","-38.15","-12.683333",NA,NA,"Camaçari","ALCB016289","1996","02",NA,"-38.15","-12.683333",NA,NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:27:54-03","UFBA","ALCB","50470","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Guedes, ML; Santana, DL; Loureiro, DM; Carvalho, G","2001","03","27","Southern America","Brasil",NA,NA,"1,10m. Folhas subuladas. Flores terminais creme.; Área antropizada. Substrato areno-argiloso.",NA,"7893",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Guedes, ML","Bahia","Recôncavo, Fazenda Maju.Área de loteamento","-38.374167","-12.516667",NA,NA,"São Sebastião do Passé",NA,"2001","03",NA,"-38.374167","-12.516667",NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:27:54-03","UFBA","ALCB","67938","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Rigueira, D","2004","12","14","Southern America","Brasil",NA,NA,"de 60cm. Folhas lineares. Inflorescência terminal. Muito freqüente.;","ALCB016291","s/n",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Guedes, ML","Bahia","Baixo Sul, Garapuá","-39.033333","-13.483333",NA,NA,"Cairu","ALCB016291","2005","05",NA,"-39.033333","-13.483333",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:27:54-03","UFBA","ALCB","64224","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Guedes, ML","2003","11","02","Southern America","Brasil",NA,NA,"Erva: ca. 1m. Inflorescência terminal, marrom.; Áreas úmidas.","ALCB016484","10650",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.f.","Guedes, ML","Bahia","Santo André, margens do Rio Acuba.","-39.0247001647949","-16.2780990600586",NA,NA,"Santa Cruz Cabrália","ALCB016484","2003","08",NA,NA,NA,"49584","auto",NA,NA,NA,NA,NA
"62","2020-02-08 10:13:56-03","NBC","NL-BOTANY","U.1296229","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Harley RM; Bromley GL; Carvalho AMV de; Hage JL; Brito HS","1980","04","23","Southern America","Brazil",NA,NA,"Disturbed ground, including cultivation, marsh and woodland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296229",NA,NA,NA,"Poales","(L.) Roem. & Schult.","Simpson DA","Bahia","Chapadão Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina.","-44.633333","-13.333333",NA,NA,NA,"NL-U1296229","1986","02","01","-44.633333","-13.333333",NA,NA,"Magnoliopsidae","U 0247037",NA,NA,NA
"63","2020-02-08 10:13:56-03","NBC","NL-BOTANY","U.1296230","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Harley RM; Bromley GL; Carvalho AMV de; Hage JL; Brito HS","1980","04","29","Southern America","Brazil",NA,NA,"Marsh and small stream on sand amid cultivation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296230",NA,NA,NA,"Poales","(L.) Roem. & Schult.","Simpson DA","Bahia","Chapadão Ocidental da Bahia. 37 km. N. from Correntina, on the Inhaúmas road.","-44.783333","-13.116667",NA,NA,NA,"NL-U1296230","1986","02","01","-44.783333","-13.116667",NA,NA,"Magnoliopsidae","U 0247041",NA,NA,NA
"64","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.1379435","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Martius CFP von",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379435",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1379435",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"65","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.1379436","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Weigelt C",NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379436",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1379436",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"66","2020-02-08 10:13:56-03","NBC","NL-BOTANY","L.1379437","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Leprieur FMR",NA,NA,NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379437",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1379437",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"67","2020-02-08 10:13:56-03","NBC","NL-BOTANY","WAG.1761884","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sterringa JT","1969","03","20","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1761884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1761884",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"Wia-Wia res., ruim 2 km Z. van Kamp op 3 km O.v. Motkreek.",NA,NA,NA,NA,NA,"NL-WAG1761884",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"68","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.1379431","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Focke HC",NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379431",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1379431",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"69","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.1379425","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Tulleken JE","1900","08","30","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379425",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"Nickerie.",NA,NA,NA,NA,NA,"NL-L1379425",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"70","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.1379426","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Unreadable",NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379426",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1379426",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"71","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.1379427","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Smith HH","1898","09","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379427",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"PLANTS OF SANTA MARTA.",NA,NA,NA,NA,NA,"NL-L1379427",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"72","2020-02-08 10:13:56-03","NBC","NL-BOTANY","L.1379438","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Martius CFP von",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379438",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1379438",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"73","2020-02-08 10:13:56-03","NBC","NL-BOTANY","L.1379439","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Splitgerber FL","1838","01","15","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379439",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"prope pli Marienburg.",NA,NA,NA,NA,NA,"NL-L1379439",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"74","2020-02-08 10:13:56-03","NBC","NL-BOTANY","U.1238733","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Steyermark JA; Manara BJ; Morillo GN","1973","09","17","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238733",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"Forming colonies, Estado Sucre: Laguna La Bodega, inmediatamente al Este de Santa Fé.","-64.4","10.283333",NA,NA,NA,"NL-U1238733",NA,NA,NA,"-64.4","10.283333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"75","2020-02-08 10:13:56-03","NBC","NL-BOTANY","U.1238734","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Smith HH","1898","09","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238734",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"PLANTS OF SANTA MARTA.",NA,NA,NA,NA,NA,"NL-U1238734",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"76","2020-02-08 10:13:56-03","NBC","NL-BOTANY","U.1296241","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Harley RM; et al.","1977","03","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296241",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"Brazil: estado da bahia, serra do rio de contas, ca. 0.5km SW of Jussiape by the Rio de Contas, on the road to Marcelino Moura. Riverside marsh.","-41.616667","-13.516667",NA,NA,NA,"NL-U1296241",NA,NA,NA,"-41.616667","-13.516667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"77","2020-02-08 10:13:56-03","NBC","NL-BOTANY","U.1296243","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Julen CR","1972","03","05","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296243",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"Suriname, Nat. Res. Wia Wia, Motkreek.",NA,NA,NA,NA,NA,"NL-U1296243",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0185985",NA,NA,NA
"78","2020-02-08 10:13:56-03","NBC","NL-BOTANY","U.1572549","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Lindeman JC; Haas JH de","1967","07","07","Southern America","Brazil",NA,NA,"Mangrove vegetation. Roadside.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1572549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1572549",NA,NA,NA,"Poales","(L.) Roem. & Schult.","Faria AD","São Paulo","20 km NE of Santos.",NA,NA,NA,NA,NA,"NL-U1572549","1998","01","01",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"79","2020-02-08 10:13:56-03","NBC","NL-BOTANY","WAG.1761881","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Groenendijk E","1968","01","16","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1761881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1761881",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"along the road from Par'bo to Moengo, 4 km from the Meerzorg ferry growing in a flooded ricefield.",NA,NA,NA,NA,NA,"NL-WAG1761881",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"80","2020-02-08 10:13:56-03","NBC","NL-BOTANY","WAG.1761882","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Groenendijk E","1968","01","16","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1761882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1761882",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"along the road from Par'bo to Moengo, 4 km from the Meerzorg ferry growing in a flooded ricefield.",NA,NA,NA,NA,NA,"NL-WAG1761882",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"81","2020-02-08 10:13:56-03","NBC","NL-BOTANY","WAG.1761883","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sterringa JT","1969","03","20","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1761883 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1761883",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"Wia-Wia res., ruim 2 km Z. van Kamp op 3 km O.v. Motkreek.",NA,NA,NA,NA,NA,"NL-WAG1761883",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"82","2020-02-08 10:13:56-03","NBC","NL-BOTANY","WAG.1761885","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sterringa JT","1969","03","15","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1761885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1761885",NA,NA,NA,"Poales","(L.) Roem. & Schult.",NA,NA,"Wia-Wia res., 600 m Z van kamp, 3 km O van Motkreek.",NA,NA,NA,NA,NA,"NL-WAG1761885",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"83","2021-01-14 15:27:39-03","MN","R","230446","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Lourenço, A.R.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"R010017044","126",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Minas Gerais",NA,"-43.4160995483398","-20.377799987793",NA,NA,"Mariana",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"84","2021-03-22 17:45:20-03","UFPI","TEPB","27296","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Lihu da Cruz Marques","2010","11","28",NA,"Brasil",NA,NA,"Abrigo para aves Ambiente: Aquático / Epífita",NA,"20",NA,NA,NA,"(L.) Roem &schult",NA,"Piauí","Barragem do Bezerro","-42.6118","-4.789283","138","138","José de Freitas",NA,NA,NA,NA,"42°36,708'W","04°47,357'S",NA,NA,NA,NA,NA,NA,NA
"85","2020-06-12 12:04:20-03","UFPI","TEPB","4108","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","R.F.A. Rocha","1983","05","03",NA,"Brasil",NA,NA,"Erva, flor marrom Ambiente: Restinga <ll>dwc_commonname:</ll> Pereiro-branco",NA,"525",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Alagoas","Fazenda Batinga","-36.434398651123","-10.4055995941162",NA,NA,"Piaçabuçu",NA,NA,NA,NA,NA,NA,"16123","auto",NA,NA,NA,NA,NA
"86","2020-11-19 10:23:21-03","CPAP","CPAP","17013","PreserverdSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Pott, V. J.","1998","04","17",NA,"Brasil",NA,NA,"Erva aquática emergente, ereta. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Ilha flutuante (baceiro) com Ludwigia nervosa, dominante. SUBSTRATO: solo com muita matéria orgânica. RELEVO: plano deprimido.",NA,"3380",NA,NA,NA,"(L.) Roem. & Schult.",NA,"MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 9; baía 77","-56.65","-18.983333","90","90","Corumbá",NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA
"87","2020-11-19 10:23:21-03","CPAP","CPAP","18628","PreserverdSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Pott, V. J.","1999","10","29",NA,"Brasil",NA,NA,"Erva aquática emergente, 30-40cm de altura. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Raro. AMBIENTE: Nascente de córrego em vereda de buriti, 2-20cm profundidade. SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,"4034",NA,NA,NA,"(L.) Roem. & Schult.","V. J. Pott","MS","Fazenda Água Limpa, vereda da nascente do córrego Água Limpa","-53.726667","-18.225278",NA,NA,"Alcinópolis",NA,NA,NA,NA,"53°43'36'' W","18°13'31'' S",NA,NA,NA,NA,NA,NA,NA
"88","2020-11-19 10:23:21-03","CPAP","CPAP","2047","PreserverdSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Pott, A.","1986","03","24",NA,"Brasil",NA,NA,"Erva flutuante. Raízes de 1m, com aerênquima. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Lagoa (baía) permanente . SUBSTRATO: ilha de vegetação flutuante. RELEVO: plano.",NA,"2135",NA,NA,NA,"(L.) Roem. & Schult.","T. M. Pedersen","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333","90","90","Corumbá",NA,"1996",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA
