"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"124","2021-04-07 11:42:47-03","UFMS","CGMS","40721","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","A. Ferraro; A. Guerra; B. Ferreira","2013","10","01",NA,"Brasil",NA,NA,"Flor ausente. Coordenadas originais: 19°43#?#21,30'S 55°70#?#25,30'W Habitat: Vereda Habito: Erva.","CGMS1070711","111",NA,NA,NA,"(L.) Roem. & Schult.","A. Pott","Mato Grosso do Sul","Serra de Maracaju, borda leste do Pantanal. Distrito de Taboco. Fazenda Colorado.","-54.8293991088867","-19.8316993713379",NA,NA,"Corguinho",NA,"2013","10","01",NA,NA,"56513","auto",NA,NA,NA,NA,NA
"125","2021-04-07 11:42:47-03","UFMS","CGMS","4986","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","E. Scremin-Dias","1995","07","30",NA,"Brasil",NA,NA,NA,"CGMS1017729","254",NA,NA,NA,"(L.) Roem. & Schult.","A.C. Araújo","Mato Grosso do Sul","Fazenda São Bento.","-57.6533012390137","-19.0091991424561",NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"126","2019-11-27 13:47:40-03","UFS","ASE","10109","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2007","09","21","Southern America","Brasil",NA,NA,"Erva rizomática; coletada em lago; substrato aquático; abundante.; Erva rizomática; coletada em lago; substrato aquático; abundante.","ASE0007439","5",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Lago próximo à Feira do Bode, próximo ao Rio Mossoró.","-37.325278","-5.199444",NA,NA,"Mossoró","ASE0007439",NA,NA,NA,"-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-27 13:47:40-03","UFS","ASE","12014","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Nascimento - Júnior, JE","2008","02","26","Southern America","Brasil",NA,NA,"Erva em área periodicamente alagada. Escapo trígono.; Erva em área periodicamente alagada. Escapo trígono.; Caatinga","ASE0007441","254",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Fazenda Mãe Natureza.","-37.789167","-9.66",NA,NA,"Canindé de São Francisco","ASE0007441","2009","03","28","-37.789167","-9.66",NA,NA,NA,NA,NA,NA,NA
"128","2019-11-27 13:47:40-03","UFS","ASE","13344","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2008","01","29","Southern America","Brasil",NA,NA,"Erva rizomatosa; coletada em margem de lago seco; substrato aquático; frequente.; Erva rizomatosa; coletada em margem de lago seco; substrato aquático; frequente.","ASE0009466","100",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Margem de lago, próximo à Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444",NA,NA,"Mossoró","ASE0009466","2008","04","03","-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"129","2019-11-27 13:47:40-03","UFS","ASE","13356","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO; Araújo, AMS","2008","04","24","Southern America","Brasil",NA,NA,"Erva rizomatosa; coletada em margem de lago; substrato aquático; frequente.; Erva rizomatosa; coletada em margem de lago; substrato aquático; frequente.","ASE0007443","138",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Margem de lago, próximo à Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444",NA,NA,"Mossoró","ASE0007443","2008","06","12","-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-27 13:47:40-03","UFS","ASE","13367","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2007","12","31","Southern America","Brasil",NA,NA,"Erva rizomatosa; coletada em margem de lago antropizada; vertissolo; abundante.; Erva rizomatosa; coletada em margem de lago antropizada; vertissolo; abundante.","ASE0007442","88",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Lago próximo à Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444",NA,NA,"Mossoró","ASE0007442","2007","12","31","-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"131","2019-11-27 13:47:40-03","UFS","ASE","14183","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa, SM; Menezes, IRN; Santos, E","2009","09","02","Southern America","Brasil",NA,NA,"Erva com ca. 70cm. Formando manchas de dominância. Inflorescência creme.; Erva com ca. 70cm. Formando manchas de dominância. Inflorescência creme.; Em apicum de mangue e brejos.","ASE0007445","590",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Costa, SM","Sergipe","Mata do Crasto","-37.425861","-11.385528",NA,NA,"Santa Luzia do Itanhy","ASE0007445","2010","02",NA,"-37.425861","-11.385528",NA,NA,NA,NA,NA,NA,NA
"132","2019-11-27 13:47:40-03","UFS","ASE","17287","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Prata, AP; Barbosa, MR; Thomas, WW; Gomes, LA; Santos, E","2010","07","04","Southern America","Brasil",NA,NA,"Erva cespitosa, ca. de 45cm de altura, com base variando de castanha a vinácea. Inflorescência castanha.; Erva cespitosa, ca. de 45cm de altura, com base variando de castanha a vinácea. Inflorescência castanha.; Mata Atlântica.","ASE0007446","2264",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","RPPN Mata do Crasto, Interior da Mata. Fonte do Boi. Solo arenoso.","-37.419722","-11.395",NA,NA,"Santa Luzia do Itanhy","ASE0007446","2012","10","29","-37.419722","-11.395",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-27 13:47:40-03","UFS","ASE","22001","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sobrinho-Santos, CK","2009","11","05","Southern America","Brasil",NA,NA,"Inflorescência cilíndrica, colmotrígono, única inflorescência.; Inflorescência cilíndrica, colmotrígono, única inflorescência.; Beira de Lago","ASE0008091","s.n.",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Porto dos Barcos II","-37.186944","-10.728611",NA,NA,"Riachuelo","ASE0008091","2012","10","29","-37.186944","-10.728611",NA,NA,NA,NA,NA,NA,NA
"134","2019-11-27 13:47:40-03","UFS","ASE","16802","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Oliveira, RC; Ribeiro, ARO; Araújo, JE de","2009","05","14","Southern America","Brasil",NA,NA,"Erva aquática; coletada em lagoa temporária; abundante.&nf;; Erva aquática; coletada em lagoa temporária; abundante.","ASE0007444","2393",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Rio Grande do Norte","3 km do portal de entrada da cidade","-35.657778","-6.405556",NA,NA,"Passa e Fica","ASE0007444","2013","06","17","-35.657778","-6.405556",NA,NA,NA,NA,NA,NA,NA
"135","2019-11-27 13:47:40-03","UFS","ASE","23311","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Cotarelli, VM; Araújo, ES; Lima, IF; Barboza, ES","2011","07","29","Southern America","Brasil",NA,NA,"Macrófita aquática com ca. de 30cm de alt. Inflorescência com flores claras. Fitofisionomia Savana Estépica. Solo Luvissolo Crômico Órtico. Área prioritária para conservação: CA-459-Vale do Sertão Central-Insuficientemente.; Macrófita","ASE0007449","996",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Pernambuco","Lote 01. Riacho do Estreito., Localizado antes do Reservatório Terra Nova, na margem do canal.","-39.356917","-8.202361","349","349","Cabrobó","ASE0007449","2013","06","17","-39.356917","-8.202361",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-27 13:47:40-03","UFS","ASE","23354","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Cotarelli, VM; Braga, NMP; Cavalcante, RAS","2012","03","15","Southern America","Brasil",NA,NA,"Macrófita aquática anfíbia, cerca de 40 cm de altura. Inflorescencias apicais. Flores alvas. Coordenadas UTM: 10º 20' 19,80 S, 041º 45' 58,50 W, 414 m de altitude.; Macrófita aquática anfíbia, cerca de 40 cm de altura. Inflorescenci","ASE0007447","1526",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Bahia","Brejo da Brazida, Fazenda da Mariluzi. Área alagavel nos fundos da propriedade, próxima ao canal de água que corta a propriedade.","-41.45585","-10.2019",NA,NA,"Sento Sé","ASE0007447","2013","06","17","-41.45585","-10.2019",NA,NA,NA,NA,NA,NA,NA
"137","2019-11-27 13:47:40-03","UFS","ASE","23356","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Cotarelli, VM; Braga, NMP; Cavalcante, RAS","2012","03",NA,"Southern America","Brasil",NA,NA,"Macrófita aquática anfíbia, cerca de 30 cm de altura. Inflorescencias congestas apicais. Flores alvas. Coordenadas UTM: 10º 20' 19,80 S, 041º 45' 58,50 W, 414 m de altitude.; Macrófita aquática anfíbia, cerca de 30 cm de altura. Inf","ASE0007448","1509",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Bahia","Brejo da Brazida, Fazenda da Mariluzi. Área alagavel nos fundos da propriedade, próxima ao canal de água que corta a propriedade.","-41.45585","-10.20388",NA,NA,"Sento Sé","ASE0007448","2013","06","17","-41.45585","-10.20388",NA,NA,NA,NA,NA,NA,NA
"138","2019-11-27 13:47:40-03","UFS","ASE","24730","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Cotarelli, VM; Araújo, ES; Sabino, JHF","2012","02","17","Southern America","Brasil",NA,NA,"Macrófita aquática anfíbia. Inflorescências apicias congestas com estames alvos.; Macrófita aquática anfíbia. Inflorescências apicias congestas com estames alvos.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Regolíti","ASE0007450","1373",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Pernambuco","Lote 1, Reservatório Tucucu., Área prioritária para conservação: CA-459-Vale do Sertão Central- Insuficientemente conhecida.","-39.356806","-8.285722",NA,NA,"Cabrobó","ASE0007450","2013","06","17","-39.356806","-8.285722",NA,NA,NA,NA,NA,NA,NA
"139","2019-11-27 13:47:40-03","UFS","ASE","26399","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Eiten, G; Eiten, LT","1965","04","21","Southern America","Brasil",NA,NA,"North side of river at back of beach. In marsh of rich organic soil, grazed.","ASE0009485","6289",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Rio de Janeiro",NA,"-44.4246","-23.1314",NA,NA,"Parati","ASE0009485","2013","06","17","-44.4246","-23.1314",NA,NA,NA,NA,NA,NA,NA
"140","2019-11-27 13:47:40-03","UFS","ASE","26460","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Prata, AP; Déda, RM; Gomes, LA; Santos, E; Freire, GS; Silva, ACC; Farias, MCV; Melo, LMS","2013","01","27","Southern America","Brasil",NA,NA,"Herbácea com cerca de 60 cm.; Caatinga.","ASE0009487","3566",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Sergipe","Cerca de 2 km da sede do município. Fazenda do Sr. Nivaldo. Primeira entrada a direita após a Câmara Municipal","-36.967222","-10.113667",NA,NA,"Canhoba","ASE0009487","2013","06","17","-36.967222","-10.113667",NA,NA,NA,NA,NA,NA,NA
"141","2019-11-27 13:47:40-03","UFS","ASE","29419","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Farias, MCV; Santos, E; Déda, RM; Melo, LMS; Fonseca, JAR","2012","11","08","Southern America","Brasil",NA,NA,"A margem de represa.; Mata de transição.","ASE0000999","356",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.",NA,"Sergipe","Fazenda Dr. Belmiro, Rodovia SE-170, direção Tobias Barreto, lado direito.","-37.734222","-11.033222",NA,NA,"Riachão do Dantas","ASE0000999",NA,NA,NA,"-37.734222","-11.033222",NA,NA,NA,NA,NA,NA,NA
"142","2019-11-27 13:47:40-03","UFS","ASE","31026","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Almeida, ES","2014","03","26","Southern America","Brasil",NA,NA,"Herbácea. Coordenadas UTM: E (0630866m) N (8726248m). Nº do conglomerado: 176, Nº da subunidade:02, Nº da subparcela:01, coleta: 01A.","ASE0002374","94",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Silva, ACC","Sergipe",NA,"-37.766389","-11.483333",NA,NA,"Cristinápolis","ASE0002374","2014","07","21","-37.766389","-11.483333",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-27 13:47:40-03","UFS","ASE","603","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Fonseca, MR; Menezes, M","1978","04","20","Southern America","Brasil",NA,NA,"Erva. 60-80. cm. Planta aquática.; Erva. 60-80. cm. Planta aquática.; Lagoa de água dulcícola","ASE0009437","ASE603",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Sobrinho-Santos, CK","Sergipe",NA,"-37.054167","-10.789167",NA,NA,"Santo Amaro das Brotas","ASE0009437","2009","04","07","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA
"144","2019-11-27 13:47:40-03","UFS","ASE","30422","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Prata, AP; Barbosa, P; Santos, E","2014","01","30","Southern America","Brasil",NA,NA,"Herbácea. Inflorscência amarelo-esverdeada.; Caatinga","ASE0001865","3690",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Barbosa, P","Sergipe","Assentamento Alto Bonito - Agrovila Boa Fé.","-37.728694","-9.729833",NA,NA,"Canindé de São Francisco","ASE0001865","2014","03","19","-37.728694","-9.729833",NA,NA,NA,NA,NA,NA,NA
"145","2019-11-27 13:47:40-03","UFS","ASE","8681","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Prata, AP; Lemos, IC; Silva, AC; M.Ibrahim; Costa, SM","1986","07","22","Southern America","Brasil",NA,NA,"Erva. Base castanho-clara, inflorescência castanho-clara, escapo triangular.; Erva. Base castanho-clara, inflorescência castanho-clara, escapo triangular.","ASE0007437","1310",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Paraíba","granja Betil (área particular), 28m","-35.2175","-7.189444",NA,NA,"Sobrado","ASE0007437","2013","06",NA,"-35.2175","-7.189444",NA,NA,NA,NA,NA,NA,NA
"146","2019-11-27 13:47:40-03","UFS","ASE","13539","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa, SM","2009","02","28","Southern America","Brasil",NA,NA,"Erva rizomatosa, escapo trígono, inflorescência amarelo-esbranquiçada.; Erva rizomatosa, escapo trígono, inflorescência amarelo-esbranquiçada.; Restinga e Manguezal","ASE0008069","532",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Costa, SM","Sergipe","Canal do Parapuca","-36.2757","-10.2546",NA,NA,"Brejo Grande","ASE0008069","2010","02",NA,"-36.2757","-10.2546",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-27 13:47:40-03","UFS","ASE","13222","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Nascimento - Júnior, JE; Machado, WJ","2009","03","19","Southern America","Brasil",NA,NA,"Caatinga.","ASE0009474","568",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Sobrinho-Santos, CK","Sergipe","Serra da Guia, Lagoa na subida de serra, perto do topo..","-37.1403","-9.4819",NA,NA,"Poço Redondo","ASE0009474","2009","07","10","-37.1403","-9.4819",NA,NA,NA,NA,NA,NA,NA
"148","2019-11-27 13:47:40-03","UFS","ASE","34944","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matos, GMA; Freire, GS; Barbosa, P; Santos, E; Santana, STS; Meira, ACS","2015","11","06","Southern America","Brasil",NA,NA,"Herbácea 70 cm. Inflorescência com flores imaturas verdes e passadas marrons.; Ecótono: Caatinga e Mata Atlântica.","ASE0033528","492",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Freire, GS","Sergipe","Povoado Saúde, Fazenda Mãe Natureza.","-36.38222","-10.15195",NA,NA,"Santana do São Francisco","ASE0033528","2015","11","09","-36.38222","-10.15195",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-27 13:47:40-03","UFS","ASE","16434","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sobrinho-Santos, CK","2009","03","14","Southern America","Brasil",NA,NA,NA,"ASE0008079","B11",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Divisa com N.Sª do Socorro, próximo a ponte do Rio do Sal e do condomínio Vitória da Resistência","-37.0418","-10.544",NA,NA,"Aracaju","ASE0008079","2012","10","29","-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA
"150","2019-11-27 13:47:40-03","UFS","ASE","16438","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sobrinho-Santos, CK","2009","03","14","Southern America","Brasil",NA,NA,NA,"ASE0008078","B12",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Divisa com N.Sª do Socorro, próximo a ponte do Rio do Sal e do condomínio Vitória da Resistência","-37.0418","-10.544",NA,NA,"Aracaju","ASE0008078","2012","10","29","-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA
"151","2019-11-27 13:47:40-03","UFS","ASE","16437","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sobrinho-Santos, CK","2009","03","14","Southern America","Brasil",NA,NA,NA,"ASE0008081","A12",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Divisa com N.Sª do Socorro, próximo a ponte do Rio do Sal e do condomínio Vitória da Resistência","-37.0418","-10.544",NA,NA,"Aracaju","ASE0008081","2012","10","29","-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-27 13:47:40-03","UFS","ASE","16435","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sobrinho-Santos, CK","2009","03","14","Southern America","Brasil",NA,NA,NA,"ASE0009468","C11",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Sergipe","Divisa com N.Sª do Socorro, próximo a ponte do Rio do Sal e do condomínio Vitória da Resistência","-37.0418","-10.544",NA,NA,"Aracaju","ASE0009468","2013","06","17","-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-27 13:47:40-03","UFS","ASE","16433","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sobrinho-Santos, CK","2009","03","14","Southern America","Brasil",NA,NA,NA,"ASE0008080","A11",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Divisa com N.Sª do Socorro, próximo a ponte do Rio do Sal e do condomínio Vitória da Resistência","-37.0418","-10.544",NA,NA,"Aracaju","ASE0008080","2012","10","29","-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-27 13:47:40-03","UFS","ASE","12335","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa, SM; Matos, ECA","2008","02","02","Southern America","Brasil",NA,NA,"Margens de lago artificial. Ruderal.","ASE0007440","296",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Parque da Sementeira","-37.0418","-10.544",NA,NA,"Aracaju","ASE0007440","2009","03","28","-37.0418","-10.544",NA,NA,NA,NA,NA,NA,NA
"155","2019-11-27 13:47:40-03","UFS","ASE","26052","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Farias, MCV; Matos, GMA; Oliveira, R; Santos, E","2012","09","21","Southern America","Brasil",NA,NA,"Restinga","ASE0009484","157",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Sergipe","Povoado Pontal, Fazenda São José, margem da Rodovia SE-285, lado esquerdo em direção ao Pov. Pontal. UTM: 672657, 8729310.","-37.3041","-11.311",NA,NA,"Indiaroba",NA,"2013","06","17","-37.3041","-11.311",NA,NA,NA,NA,NA,NA,NA
"156","2019-11-27 13:47:40-03","UFS","ASE","21845","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Carregosa, T; Brito, MFG; Assis, DAS","2011","02","23","Southern America","Brasil",NA,NA,"Erva ca. 50 cm. inflorescência castanha.; Erva ca. 50 cm. inflorescência castanha.; Caatinga","ASE0009479","133",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Sergipe","Rio Sergipe","-37.1135","-10.2931",NA,NA,"Nossa Senhora Aparecida",NA,"2013","06","17","-37.1135","-10.2931",NA,NA,NA,NA,NA,NA,NA
"157","2019-11-27 13:47:40-03","UFS","ASE","21850","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Carregosa, T; Brito, MFG; Assis, DAS","2011","02","25","Southern America","Brasil",NA,NA,"Erva paludosa, ca. 50cm. Inflorescência castanha.; Erva paludosa, ca. 50cm. Inflorescência castanha.; Caatinga","ASE0009480","142",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Rio Sergipe","-37.1135","-10.2931",NA,NA,"Nossa Senhora das Dores","ASE0009480","2012","10","29","-37.1135","-10.2931",NA,NA,NA,NA,NA,NA,NA
"158","2019-11-27 13:47:40-03","UFS","ASE","11907","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Soledade, M","2006","12","03","Southern America","Brasil",NA,NA,"Solo seco.; Solo seco.; Apicum. Transição entre manguezal e restingas.","ASE0008058","ASE11907",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Sobrinho-Santos, CK","Sergipe","Povoado Aguilhadas, Sítio de Dié.","-36.5121","-10.4416",NA,NA,"Pirambu","ASE0008058",NA,NA,NA,"-36.5121","-10.4416",NA,NA,NA,NA,NA,NA,NA
"159","2019-11-27 13:47:40-03","UFS","ASE","22919","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Nascimento - Júnior, JE; Melo, D; Santos, LAS; Souza, CAS","2011","06","18","Southern America","Brasil",NA,NA,"Erva.; Erva.; Área alagada próximo ao Rio Pomonga.","ASE0009481","1020",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Nascimento - Júnior, JE","Sergipe","Terreno da Jazida Lev Terra","-37.0315","-10.4721",NA,NA,"Santo Amaro das Brotas","ASE0009481","2011","08","12","-37.0315","-10.4721",NA,NA,NA,NA,NA,NA,NA
"160","2019-11-27 13:47:40-03","UFS","ASE","27711","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Prata, AP; Barbosa, P; Santos, E","2012","08","30","Southern America","Brasil",NA,NA,"Herbácea. Aproximadamente 40cm. Inflorescência amarela. UTM: 708771S8823514.","ASE0009491","3379",NA,"Magnoliophyta",NA,"(L.) Roem. & Schult.","Trevisan, R","Sergipe","Fosso SZ176.","-37.0645","-10.3615",NA,NA,"Siriri","ASE0009491","2013","06",NA,"-37.0645","-10.3615",NA,NA,NA,NA,NA,NA,NA
"161","2020-05-26 14:30:32-03","UFCG","CSTR","5880","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Filho, H.O.M.","2014","12","23",NA,"Brasil",NA,NA,"Erva emergente; Margem do Açude Araçagi",NA,"897",NA,NA,NA,"(L.) Roem. & Schult.","Filho, H.O.M.","Paraiba","Vegetação ciliar","-35.381111","-6.853056","57","57","Araçagi",NA,NA,NA,NA,"-35.381111","-6.853056",NA,NA,NA,NA,NA,NA,NA
"162","2019-08-20 09:59:50-03","UNICAMP","UEC","126614","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Noblick, LR","1983","05","25",NA,"Brazil",NA,NA,"ori, Erva de 50-70cm de altura com caule triangular e crescenco em touceiras mas se formando colônias densas nas áreas alagadiças.",NA,"2673",NA,"Liliopsida",NA,"(L.) Roem. & Schult.","Simpson, DR","Bahia","Campus da UEFS","-38.966667","-12.25",NA,NA,"Feira de Santana",NA,"1986","12",NA,"-38.966667","-12.25",NA,NA,NA,NA,NA,NA,NA
"163","2019-08-20 09:59:50-03","UNICAMP","UEC","27575","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","1977","03","26",NA,"Brazil",NA,NA,"Sedge to 50 cm.",NA,"20029",NA,"Liliopsida",NA,"(L.) Roem. & Schult.","Mayo, SJ","Bahia","Serra do Rio de Contas, Ca. 0,5 km S.W. of Jussiape by the Rio de Contas, on the road to Marcolino Moura. Riverside marsh.","-41.616667","-13.516667",NA,NA,NA,NA,"1978",NA,NA,"-41.616667","-13.516667",NA,NA,NA,NA,NA,NA,NA
"164","2019-08-20 09:59:50-03","UNICAMP","UEC","95401","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Kuhlmann, M","1943","08","24",NA,"Brazil",NA,NA,"Hydrophila.","UEC025536","951",NA,"Liliopsida",NA,"(L.) Roem. & Schult.","Faria, AD","São Paulo","Monte Alegre, Várzea do Camanducaia.","-46.75","-22.7",NA,NA,"Amparo","UEC025536","1999","01",NA,"-46.75","-22.7",NA,NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:19:33-03","UNICAMP","UEC","174640","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gil, ASB; Cerqueira, RM","2006","02","27",NA,"Brazil",NA,NA,"Brejo em frente a sede da fazenda.","UEC030529","209",NA,"Liliopsida",NA,"(L.) Roem. & Schult.",NA,"Minas Gerais","Fazenda Silbel, antiga Fazenda Cachoeira.","-45.7874984741211","-19.5221996307373",NA,NA,"Estrela do Indaiá","UEC030529",NA,NA,NA,NA,NA,"24669","auto",NA,NA,NA,NA,NA
