"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","class"
"45","2020-09-12 05:00:02-03","US","US","3496653","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato","Goldenberg, R.","R. Goldenberg & G. J. Shepherd","71","1995","4","6","South America - Neotropics","Brazil","São Paulo",NA,"Brasil, São Paulo, Lavrinhas, Vale do Riberão do Braço.",NA,NA,NA,NA,NA,NA,"US00902343","US00902343_01","Isotype",NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"46","2019-11-13 11:25:42-03","USP","SPF","94264","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Caddah, MK","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra de Baú","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"SPF00094264",NA,NA,"2012","44599","auto",NA,NA,"09",NA,NA,NA
"47","2019-10-07 09:34:32-03","UEFS","HUEFS","234006","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato",NA,"Goldenberg, R.","2313","2017","04","29",NA,"Brasil","Bahia","Presidente Tancredo Neves","Região da Serra do Timbó, fragmento de floresta bastante perturbado.","-39.701944",NA,NA,NA,NA,NA,"HUEFS0234006","HUEFS0234006",NA,NA,NA,NA,"39W42'7''",NA,NA,NA,NA,"Rosanae"
"48","2019-10-07 09:34:32-03","UEFS","HUEFS","234003","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato",NA,"Goldenberg, R.","2347","2017","04","30",NA,"Brasil","Bahia","Amargosa","Região da Serra do Timbó, topo de serra com fragmentos de floresta.","-39.663333",NA,NA,NA,NA,NA,"HUEFS0234003","HUEFS0234003",NA,NA,NA,NA,"39W39'48''",NA,NA,NA,NA,"Rosanae"
"49","2020-07-23 12:13:24-03","CEPLAC","CEPEC","154526","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii",NA,"R. Goldenberg","R. Goldenberg","2313","2017","04","29",NA,"Brasil","Bahia","TANCREDO NEVES","Região Serra do Timbó.",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-07-23 12:13:24-03","CEPLAC","CEPEC","154473","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii",NA,"R. Goldenberg","R. Goldenberg","2347","2017","04","30",NA,"Brasil","Bahia","AMARGOSA","Região da Serra do Timbó.","-39.663333","-39.663333",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"39W39'48","39S39'48",NA,NA,NA,NA
"51","2021-02-23 13:22:45-03","MN","R-TIPOS","29170","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato","Goldenberg, R.","Lutz, B.M.J.","749","1932","01","11",NA,"Brasil","São Paulo",NA,"Serra da Bocaína",NA,NA,NA,NA,NA,NA,"R000029170","R000029170_001","Isoparatypus","2010",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-08-20 20:40:11-03","UFSC","FLOR","61204","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R.","Goldenberg, R.; Carrijo, T. & Garbin, M.L.","2189","2015","05","28",NA,"Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó, estrada acima da portaria.","-41.8452987670898","-20.6888999938965",NA,NA,NA,"Árvore 8m (com indivíduos vizinhos mais altos, até 12m), frutos imaturos verdes, maduros cor-de-laranja Habitat: Floresta Ombrófila","FLOR0061204","FLOR0061204",NA,"2015","23972","auto",NA,NA,NA,NA,NA,NA
"53","2021-03-04 15:45:05-03","IF","SPSF","12109","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","R.Goldenberg","M.J.Robim","605","1988","04","27","América do Sul","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m altura; tronco com esfoliações; frutos verdes e maduros de cor amarela.; GEOGRAFIA: Região do Sítio Velho.;",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,"Magnoliopsida"
"54","2021-03-04 15:45:05-03","IF","SPSF","48701","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","R. Goldenberg","N.M.Ivanauskas & R.T.Polisel & L.N.Gonçalves & R. Fletcher & D.Souza","6632","2014","05","08","América do Sul","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.266944","-22.526944","1307","1307",NA,"COLETA: Árvore de 12m. Frutos laranja. Indivíduo 9227 da fitossociologia.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,NA,NA,"2016",NA,NA,NA,NA,"11","11",NA,"Magnoliopsida"
"55","2019-11-21 10:10:18-03","IBt","SP","313704","S","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato",NA,"Goldenberg, R; Shepherd, GJ","131","1995","04","04",NA,"Brasil","Minas Gerais","Passa Quatro","Estrada da Serra do Leite","-44.922222","-22.416944","1600","1600",NA,NA,"SP003235","SP003235","Paratype",NA,NA,NA,"-44.922222","-22.416944",NA,NA,NA,NA
"56","2019-11-21 10:10:18-03","IBt","SP","226754","S","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R","Robim, MJ","605","1988","04","27",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual, Instituto Florestal, sítio velho","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"SP002798","SP002798","Paratype","2014","21048","auto",NA,NA,"08","04",NA,NA
