"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","identifiedBy","typeStatus","relatedCatalogItem","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount"
"51","2015-03-07 08:34:40-03","F","FMNH-SEEDPLANTS","V0170796F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0170796F","V0170796F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-03-07 08:34:40-03","F","FMNH-SEEDPLANTS","V0170797F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0170797F","V0170797F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-08-18 16:12:52-03","CEPLAC","CEPEC","137148","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense",NA,"A. P. Duarte","4826",NA,NA,NA,"Brasil","Rio de Janeiro","rio de janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"57442","auto",NA,NA,NA,"A. Quinet",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-08-18 16:12:52-03","CEPLAC","CEPEC","137832","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense",NA,"A. P. Duarte","5822",NA,NA,NA,"Brasil","Rio de Janeiro","rio de janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"57442","auto",NA,NA,NA,"A. Quinet",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-08-18 16:12:52-03","CEPLAC","CEPEC","137580","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense",NA,"A. P. Duarte","5790",NA,NA,NA,"Brasil","Rio de Janeiro","rio de janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"57442","auto",NA,NA,NA,"A. Quinet",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-04 15:44:24-03","IF","SPSF","50147","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Pessoal do Horto Florestal","317","1928","02","América do Sul","Brasil","SP",NA,"Horto Florestal",NA,NA,NA,"COLETA: Árvore 5-7 mm; GEOGRAFIA: Horto Florestal;",NA,NA,"11",NA,NA,NA,NA,"Magnoliopsida","S.Madrinan",NA,NA,"1996","12",NA,NA,"12",NA
"57","2021-03-04 15:44:24-03","IF","SPSF","50080","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Pessoal do Horto Florestal","s.n.","1927","10","América do Sul","Brasil","RJ","Rio de Janeiro","Grotas do Horto Florestal","-43.2075004577637","-22.9027996063232",NA,"COLETA: Árvore 6-8 m; GEOGRAFIA: Mata;",NA,NA,"03","57442","auto",NA,NA,"Magnoliopsida","S.Madriñan",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-04 15:44:24-03","IF","SPSF","50433","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","A.P.Duarte","54233","1960","11","América do Sul","Brasil","RJ","Rio de Janeiro","Sacopan","-43.2075004577637","-22.9027996063232",NA,"COLETA: Árvore 8-10 m, 0,20-0,30 DAP, flores creme, rara;",NA,NA,"09","57442","auto",NA,NA,"Magnoliopsida","A.Quinet",NA,NA,"2006","10",NA,NA,"19",NA
"59","2021-03-04 15:44:24-03","IF","SPSF","50149","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","A.P.Duarte","4826","1959","06","América do Sul","Brasil","RJ","Rio de Janeiro","Sumaré descida para Lagoinha","-43.2075004577637","-22.9027996063232",NA,"COLETA: Árvore 12m, lenho na coleção;",NA,NA,"16","57442","auto",NA,NA,"Magnoliopsida","A.Quinet",NA,NA,"2006","10",NA,NA,"19",NA
"60","2021-03-04 15:44:24-03","IF","SPSF","50148","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","H.C. de Lima & J.Hatton & P.S.S.Oliveira & J.M.Caruso","2482","1984","11","América do Sul","Brasil","RJ","Magé","Próximo ao Centro de Primatologia","-43.040599822998","-22.6527996063232",NA,"COLETA: Arvoreta, 8 m, DAP 8 cm, flores amareladas, frutos esverdeados; GEOGRAFIA: Floresta Sec. de encosta, próxima ao centro de Primatologia, quadra IV, árvore 75;",NA,NA,"30","20531","auto",NA,NA,"Magnoliopsida","A.Quinet",NA,NA,"2006","08",NA,NA,"23",NA
"61","2021-03-04 15:44:24-03","IF","SPSF","50432","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","A.P.Duarte","5790","1961","10","América do Sul","Brasil","RJ","Rio de Janeiro","Estrada do Redentor","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"10","57442","auto",NA,NA,"Magnoliopsida","A.Quinet",NA,NA,"2006","10",NA,NA,"20",NA
"62","2021-03-04 15:44:24-03","IF","SPSF","50431","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","A.P.Duarte","5822","1961","05","América do Sul","Brasil","RJ","Rio de Janeiro","Sacopan","-43.2075004577637","-22.9027996063232",NA,"COLETA: Árvore 8-10 m; GEOGRAFIA: Lagoa Rodrigues de Freitas;",NA,NA,"16","57442","auto",NA,NA,"Magnoliopsida","A.Quinet",NA,NA,"2006","09",NA,NA,"13",NA
"63","2021-03-04 15:44:24-03","IF","SPSF","34603","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","R.Cielo-Filho & N.M.Ivanauskas & D.de Souza","371","2005","03","América do Sul","Brasil","SP","Iguape","Parque Estadual da Serra do Mar, Núcleo Pedro de Toledo","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFNovo;&nf;Árvore de 15m. Frutos velhos.; GEOGRAFIA: Trilha do Rio do Ouro&nf;UTM: X=292151 Y=7323419;",NA,NA,"13","55628","auto",NA,NA,"Magnoliopsida","J.B.Baitello",NA,NA,"2009","10",NA,NA,"27",NA
"64","2017-09-11 17:10:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Mespilodaphne","bahiensis","Mespilodaphne bahiensis","Meisn.","Riedel, L","s.n.",NA,NA,"Southern America","Brazil","Bahia",NA,"in prov. Bahiensi",NA,NA,NA,"Dryas; HABITAT: Dryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:07:38-03","IBt","SP","477094","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Duarte, AP","5822","1961","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Sacopan, Lagoa Rodrigo de Freitas","-43.2075004577637","-22.9027996063232",NA,NA,"SP055617","SP055617","16","57442","auto",NA,NA,NA,"Quinet, A",NA,NA,"2006","09",NA,NA,"13",NA
"66","2014-09-23 10:58:07-03","G","G","G00369218","S","Plantae",NA,NA,"Lauraceae","Ocotea","bahiensis","Ocotea bahiensis","(Meisn.) Mez","Riedel, L.",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00369218",NA,NA,NA,NA,NA,NA,NA,"Rohwer, J. G.","ISOTYPUS of Mespilodaphne bahiensis Meisn.",NA,"1984","01","-53.08972222","-10.77305556","01",NA
