"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified"
"55","2019-11-21 10:09:05-03","IBt","SP","145925","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2518","1972","05","29",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP020330",NA,NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"56","2019-11-21 10:09:05-03","IBt","SP","146003","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J","CFSC2915","1972","08","20",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP020324",NA,NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"57","2019-11-21 10:09:05-03","IBt","SP","144613","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J","CFSC2867","1972","08","20",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP020333",NA,NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"58","2019-11-21 10:09:05-03","IBt","SP","165852","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Sakane, M","CFSC6298","1977","10","25",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"M. Sakane 674","SP020334",NA,NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"59","2019-11-21 10:09:05-03","IBt","SP","145896","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J; Ugadim, Y","CFSC91","1970","06","06",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 116 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP020325",NA,NA,"1175","1175",NA,NA,"31264","auto","1983","10","18"
"60","2019-11-21 10:09:05-03","IBt","SP","145897","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J; Ugadim, Y","CFSC181","1970","06","06",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 116 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP020329",NA,NA,"1175","1175",NA,NA,"31264","auto","1983","10","18"
"61","2019-11-21 10:09:05-03","IBt","SP","142674","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F; Giulietti, AM","CFSC1643","1972","04","15",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 118 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP020328",NA,NA,"1140","1140",NA,NA,"31264","auto","1983","10","18"
"62","2019-11-21 10:09:05-03","IBt","SP","145926","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2389","1972","05","29",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 122 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP020331",NA,NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"63","2019-11-21 10:09:05-03","IBt","SP","145910","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Semir, J; Sazima, M; Menezes, N; Giulietti, AM","CFSC4170","1973","04","30",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 124 da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP020335",NA,NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"64","2019-11-21 10:09:05-03","IBt","SP","145986","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2316","1972","05","28",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Estrada da Usina","-43.7449989318848","-19.513599395752",NA,NA,"SP020342",NA,NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"65","2019-11-21 10:09:05-03","IBt","SP","146004","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2285","1972","05","28",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Estrada da Usina","-43.7449989318848","-19.513599395752",NA,NA,"SP020326",NA,NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"66","2019-11-21 10:09:05-03","IBt","SP","145931","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Joly, AB; Semir, J","CFSC3074","1972","08","21",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Estrada da Usina ca. 10 km da entrada da estrada principal","-43.7449989318848","-19.513599395752",NA,NA,"SP020332","SP020332",NA,NA,NA,NA,NA,"31264","auto","1983","10","18"
"67","2019-11-21 10:09:05-03","IBt","SP","275687","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Domingos, NS; Faria, AC","s.n.","1982","03","06",NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,"SP020323",NA,NA,NA,NA,NA,NA,"12338","auto","2002",NA,NA
"68","2019-11-21 10:09:05-03","IBt","SP","263691","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Anunciação, EA","214","1996","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SP019963",NA,NA,NA,NA,NA,NA,"26557","auto","2008","08",NA
"69","2019-11-21 10:09:05-03","IBt","SP","471980","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Souza, VC; Capellari Jr, L; Souza, JP; Scalon, VR","11578","1996","07","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Ca. 1-2 km acima do córrego Chapéu do Sol","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto","2015","02",NA
"70","2019-11-21 10:09:05-03","IBt","SP","257846","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Castro, NM","29","1980","06","08",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada da Usina","-43.7144012451172","-19.1688995361328",NA,NA,"SP020351",NA,NA,NA,NA,NA,NA,"26557","auto","1992",NA,NA
"71","2019-11-21 10:09:05-03","IBt","SP","184779","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Giulietti, AM; Menezes, NL; Cordeiro, I; Sajo, MG; Castro, NM; Diacui, J","CFSC7407","1981","07","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 100 da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,"SP020346",NA,NA,NA,NA,NA,NA,"26557","auto","1987","10",NA
"72","2019-11-21 10:09:05-03","IBt","SP","384152","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Sakuragui, CM; Souza, VC","54","1990","08","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 109","-43.7144012451172","-19.1688995361328",NA,NA,"SP020322",NA,NA,NA,NA,NA,NA,"26557","auto","2006","08",NA
"73","2019-11-21 10:09:05-03","IBt","SP","184380","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Forero, E; Wanderley, MGL; Melo, MMRF; et al.","7808","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 109 (antigo 114) da Estrada Lagoa Santa - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"CFSC 8717","SP020344","SP020344",NA,"1100","1250",NA,NA,"26557","auto","1987",NA,NA
"74","2019-11-21 10:09:05-03","IBt","SP","275676","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Faria, AC","s.n.","1982","05","15",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115","-43.7144012451172","-19.1688995361328",NA,NA,"SP020348",NA,NA,NA,NA,NA,NA,"26557","auto","1995","06","20"
"75","2019-11-21 10:09:05-03","IBt","SP","275583","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Barros, F","2785","1993","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Mãe d'Água","-43.7144012451172","-19.1688995361328",NA,NA,"SP020343",NA,NA,NA,NA,NA,NA,"26557","auto","1995",NA,NA
"76","2019-11-21 10:09:05-03","IBt","SP","184778","S","Plantae",NA,NA,"Malpighiaceae","Peixotoa","cipoana","Peixotoa cipoana","C.E.Anderson","Mamede, MCH","Giulietti, AM; Menezes, NL; Cordeiro, I; Sajo, MG; Castro, NM; Diacui, J","CFSC7406","1981","07","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro. Estrada da Usina","-43.7144012451172","-19.1688995361328",NA,NA,"SP020347","SP020347",NA,NA,NA,NA,NA,"26557","auto","1987","10",NA
