"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","typeStatus"
"50","2021-02-08 12:52:25-03","UFRGS","ICN","150497","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.",NA,"Zanin, A; et al.","1057","2006","03","10","América do Sul","Brasil","SC","Urubici","Campo dos Padres próximo a casa da Fazenda do Sr. Arno Philippe","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva.",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-22 16:23:17-03","FEPAGRO","BLA","7226","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","A. Normann-Kämpf","L. T. Dombrowski & Y. S. Kuniyoshi","2775",NA,NA,NA,NA,"Brasil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Data de Coleta: 12/1967. Com Duplicata.Habitat: Em banhado frequente","BLA007226",NA,"25180","auto",NA,"1971","03","18",NA,NA,NA,NA,NA
"52","2021-02-18 17:08:42-03","FEPAGRO","BLA","16154","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","B. Rambo","O. R. Camargo",NA,"1958","01","10",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Povoado de Lajeadinho - 4º distr","-50.4166984558105","-28.6678009033203","1000","1000",NA,"Habitat: No campo úmido","BLA016154",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-18 17:08:42-03","FEPAGRO","BLA","7234","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.",NA,"O. R. Camargo","3113","1958","01","10",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Povoado de Lajeadinho - 4º Distrito","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Duplicata do PACA 62970.Habitat: No campo úmido","BLA007234",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-18 17:08:42-03","FEPAGRO","BLA","10882","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","A. Normann-Kämpf","S. E. Brechat",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Data de Coleta: 02/1977.","BLA010882",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-29 16:52:38-03","FEPAGRO","BLA","655","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","J. F. M. Valls","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"Data de Coleta: 01/1953.Habitat: Em solo turfoso","BLA000655",NA,"76715","auto",NA,"1972","07","06",NA,NA,NA,NA,NA
"56","2020-12-29 16:52:38-03","FEPAGRO","BLA","654","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","J. F. M. Valls","I. L. Barreto",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Próximo à cidade","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Data de Coleta: 01/1953. Ex DPA. Ex ICN.Habitat: Em solo turfoso","BLA000654",NA,"76715","auto",NA,"1972","07","06",NA,NA,NA,NA,NA
"57","2021-03-22 16:23:17-03","FEPAGRO","BLA","8462","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.",NA,"L. B. Smith & R. M. Klein",NA,"1956","12","05",NA,"Brasil","Santa Catarina","Curitibanos","A Oeste e a 14 Km da cidade em direção a Campos Novos.","-50.584400177002","-27.2828006744385","850","850",NA,NA,"BLA008462",NA,"25987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:14:32-03","IBt","SP","10053","S","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Chase, A","Loefgren, A","CGG6100","1903","03","02",NA,"Brasil","São Paulo",NA,"Itatiaia.",NA,NA,NA,NA,NA,NA,"SP009937","SP009937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:14:32-03","IBt","SP","312817","S","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.",NA,"Shepherd, GJ; et al.","97-10","1997","02","17",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"SP039904","SP039904","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:14:32-03","IBt","SP","10046","S","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.",NA,"Luederwaldt, H","s.n.","1910","11",NA,NA,"Brasil","São Paulo","Santo André","Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"SP039902","SP039902","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:14:32-03","IBt","SP","10052","S","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Longhi Wagner, HM","Usteri, A","s.n.","1906","12","16",NA,"Brasil","São Paulo","São Paulo","Pinheiros.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP009936","SP009936","53584","auto",NA,"1997","10","31",NA,NA,NA,NA,NA
