"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"125","2020-02-08 10:31:12-03","NBC","NL-BOTANY","WAG.1548505","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Hatschbach GG","1972","12","12","Brazil",NA,NA,"Johanisdorf (mun. Lapa) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1548505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1548505","NL-WAG1548505",NA,NA,NA,NA,NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"126","2020-02-08 10:31:12-03","NBC","NL-BOTANY","WAG.1548506","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Hatschbach GG","1965","10","12","Brazil",NA,NA,"Paraná. Mun. Maringa: Orto Florestal.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1548506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1548506","NL-WAG1548506",NA,NA,NA,NA,NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"127","2020-02-08 10:31:12-03","NBC","NL-BOTANY","WAG.1548507","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Smith LB; Klein RM","1964","11","11","Brazil",NA,NA,"Santa Catarina, Mun. Itapiranga: Forest. Rio Uruguai.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1548507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1548507","NL-WAG1548507",NA,NA,NA,NA,NA,"Sapindales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"128","2020-11-04 11:19:04-03","ESALQ","ESA","16014","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rodrigues, R.R.","Rodrigues, R.R. et al.","1994","07","20","Brasil","São Paulo","Novo Horizonte",NA,"-49.2200012207031","-21.4599990844727",NA,NA,NA,NA,NA,"ESA016014","ESA016014","19.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"32394","auto",NA,NA,NA,NA,NA
"129","2020-11-04 11:19:04-03","ESALQ","ESA","12860","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rodrigues, R.R.","Kämpf, E.","1987","01","01","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA012860","ESA012860",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"130","2020-11-04 11:19:04-03","ESALQ","ESA","123784","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum",NA,"Colletta, G.D.","Colletta, G.D.","2013","03","10","Brasil","São Paulo","Piracicaba","Estrada Piracicaba/Tupi.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Árvore, 8m, frutos verdes","ESA123784",NA,"840.0","2013","05","14","Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"131","2020-11-04 11:19:04-03","ESALQ","ESA","134522","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rodrigues, S. S.","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","04","Brasil","São Paulo","Mombuca","Mata do Pinheirinho. Floresta Estacional Semidecidual em área agrílcola da COSAN.","-47.66292","-22.9241","-47.66292","-22.9241","585","585","Arvoreta, ca. 1,7m.","ESA134522",NA,"918.0","2015","07","06","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-11-04 12:16:08-03","ESALQ","ESA","133118","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Souza, V. C.; Rodrigues, R. R.; Ivanauskas, N. M. & Tamashiro, J. Y.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","08","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.","-47.82393","-22.7782","-47.82393","-22.7782","553","553","Árvore.","ESA133118",NA,"235.0","2015","07","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:19:04-03","ESALQ","ESA","39783","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G.","Hatschbach, G. et al.","1997","05","16","Brasil","Paraná","Doutor Ulysses",NA,"-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,NA,"ESA039783","ESA039783","66538.0","1997","01","01","Magnoliophyta",NA,NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA
"134","2020-11-04 11:19:04-03","ESALQ","ESA","57796","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rodrigues, R.R. & Nave, A.G.","Farah, F.T. et al.","2000","06","02","Brasil","São Paulo","Adamantina",NA,"-51.0699996948242","-21.6800003051758",NA,NA,NA,NA,"número ESA antigo (duplicado) 67796","ESA057796",NA,"1385.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"31214","auto",NA,NA,NA,NA,NA
"135","2020-11-04 11:19:04-03","ESALQ","ESA","64942","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Gorenstein, M.R.","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA064942","ESA064942","5046.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA
"136","2020-11-04 11:19:04-03","ESALQ","ESA","110079","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum",NA,NA,"Toniato, M.T.Z. ; Barreto, T.E.",NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA110079","ESA110079","75.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA
"137","2020-11-04 11:19:04-03","ESALQ","ESA","20509","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Pirani, J.R.","Tamashiro, J.Y. et al.","1995","06","15","Brasil","São Paulo","Itaberá",NA,"-49.1300010681152","-23.8600006103516",NA,NA,NA,NA,NA,"ESA020509","ESA020509","1310.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"29370","auto",NA,NA,NA,NA,NA
"138","2020-11-04 12:16:08-03","ESALQ","ESA","134862","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Colletta, G. D","Colletta, G. D",NA,NA,NA,"Brasil","São Paulo","Piracicaba","Campus da Esalq","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Árvore, 10m, frutos imaturos verdes","ESA134862",NA,"840.0","1905","07","05",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"139","2020-11-04 11:19:04-03","ESALQ","ESA","4923","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Pirani, J.R.","Accorsi, W.A.","1949","08","01","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA004923","ESA004923",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-04 12:16:08-03","ESALQ","ESA","133003","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Kochanovski, F. J.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","02","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.","-47.82555","-22.77873","-47.82555","-22.77873","545","545","Árvore, ca. 5m.","ESA133003",NA,"97.0","2015","07","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-11-04 11:19:04-03","ESALQ","ESA","51877","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum",NA,"Maria, V.R.B.","Maria, V.R.B.",NA,NA,NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,"ESA051877",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"142","2020-11-04 11:19:04-03","ESALQ","ESA","92020","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum",NA,NA,"Hatschbach, G. et al.","2003","10","14","Brasil","Mato Grosso do Sul","Miranda",NA,"-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,"ESA092020","ESA092020","76342.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"143","2020-11-04 11:19:04-03","ESALQ","ESA","46797","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Kinupp, V.F.","Kinupp, V.F.","1997","06","03","Brasil","Paraná","Califórnia",NA,"-51.3549995422363","-23.6499996185303",NA,NA,NA,NA,NA,"ESA046797","ESA046797","607.0","1997","01","01","Magnoliophyta",NA,NA,NA,NA,"11662","auto",NA,NA,NA,NA,NA
"144","2020-11-04 11:19:04-03","ESALQ","ESA","62858","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Francisco, E.M. ; Alves, J.","1998","11","21","Brasil","Paraná","Congonhinhas",NA,"-50.5536003112793","-23.5510997772217",NA,NA,NA,NA,NA,"ESA062858","ESA062858",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"24253","auto",NA,NA,NA,NA,NA
"145","2020-11-04 11:19:04-03","ESALQ","ESA","36968","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Dias, A.T.","Dias, A.T. et al.","1995","08","31","Brasil","Paraná","Ibiporã",NA,"-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,"ESA036968","ESA036968",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"146","2020-11-04 11:19:04-03","ESALQ","ESA","79136","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Dias, M.C.","Estevan, D.A.","1999","12","10","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"ESA079136","ESA079136","143.0","2000","01","01","Magnoliophyta",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"147","2020-11-04 11:19:04-03","ESALQ","ESA","36478","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Carvalho, P.E.","1985","01","09","Brasil","Paraná","Teixeira Soares",NA,"-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,NA,"ESA036478","ESA036478","241.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"31767","auto",NA,NA,NA,NA,NA
"148","2020-11-04 11:19:04-03","ESALQ","ESA","36915","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Soares-Silva, L.H. & Chagas e Silva, F.","Chagas e Silva, F. ; Soares e Silva, L.H.","1995","10","27","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,"ESA036915",NA,"1859.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"149","2020-11-04 11:19:04-03","ESALQ","ESA","67652","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G.","Soares, A. ; Maschio, W.","1998","11","18","Brasil","Paraná","Três Barras do Paraná",NA,"-53.1808013916016","-25.4188995361328",NA,NA,NA,NA,NA,"ESA067652",NA,"331.0","1999","07","23","Magnoliophyta",NA,NA,NA,NA,"20611","auto",NA,NA,NA,NA,NA
"150","2020-11-04 11:19:04-03","ESALQ","ESA","10536","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rodrigues, R.R. et al.","Barreto, K.D. et al.","1993","05","25","Brasil","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,NA,NA,NA,"ESA010536","ESA010536","557.0","1993","06","04","Magnoliophyta",NA,NA,NA,NA,"12465","auto",NA,NA,NA,NA,NA
"151","2020-11-04 11:19:04-03","ESALQ","ESA","39418","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rozza, A.F.","Rozza, A.F.","1995","04","24","Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,"ESA039418","ESA039418","15.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA,NA
"152","2020-11-04 11:19:04-03","ESALQ","ESA","3829","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rodrigues, R.R.","Kämpf, E.","1989","03","31","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA003829","ESA003829","37.0","1989","06","03","Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"153","2020-11-04 11:19:04-03","ESALQ","ESA","30794","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Rolim, I. ; Borges, P.","1995","09","27","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA030794","ESA030794","1.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"154","2020-11-04 11:19:04-03","ESALQ","ESA","51204","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum",NA,NA,"Antonelli, P.",NA,NA,NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA051204","ESA051204","1.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"155","2020-11-04 11:19:04-03","ESALQ","ESA","5695","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA005695","ESA005695","167.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"156","2020-11-04 11:19:04-03","ESALQ","ESA","63988","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Rodrigues, R.R. & Bufo, L.V.B.","Bufo, L.V.B. ; Sabadim, P.C.",NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,"-47.5200004577637","-23.2099990844727",NA,NA,NA,NA,NA,"ESA063988","ESA063988","126.0","1997","01","01","Magnoliophyta",NA,NA,NA,NA,"19715","auto",NA,NA,NA,NA,NA
"157","2020-11-04 11:19:04-03","ESALQ","ESA","87646","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Handro, O.","1940","11","20","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA087646","ESA087646",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"158","2020-11-04 11:19:04-03","ESALQ","ESA","64146","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engler) Engler","Souza, J.P.","Souza, J.P.","1998","03","01","Brasil","São Paulo","Monte Mor","Haras Vanguarda. Módulo II","-47.310001373291","-22.9400005340576",NA,NA,NA,NA,"Arvoreta, frutos verdes","ESA064146","ESA064146","2288.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"12206","auto",NA,NA,NA,NA,NA
"159","2020-11-04 12:16:08-03","ESALQ","ESA","133561","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Mansur, A.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","06","29","Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia; Fragmento de Floresta Estacional Semidecidual degradada","-47.2900009155273","-22.7700004577637","-47,.28982º","-22,760175º","553","553","Entrenós curtos nas folhas jovens; 3 folíolos e domácias na axila das nervuras; nome popular: pau-marfim","ESA133561",NA,"51.0","2015","06","29",NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA
"160","2020-11-04 12:16:08-03","ESALQ","ESA","137488","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","T.D. Gaui","T.D. Gaui","2015","08","18","Brasil","Rio de Janeiro","Maricá","Mariane","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"ESA137488",NA,"283.0","2015","08","18",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"161","2020-11-04 12:16:08-03","ESALQ","ESA","134074","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum",NA,NA,"Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Rodrigues, R.R.","2009","04","19","Brasil","Paraná","Telêmaco Borba","Trilha da Ciclovia","-50.6156005859375","-24.3239002227783","50?35' 40,1''","24? 17' 10''",NA,NA,"árvore, 10 m","ESA134074",NA,"520.0",NA,NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA
"162","2021-03-22 17:46:35-03","UFPI","TEPB","3724","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"F. M. T. FREIRE","1984","10","31","Brasil","Piauí","Valença","Fazenda experimental da universidade - Piaçaba",NA,NA,NA,NA,NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Marfim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-22 17:46:35-03","UFPI","TEPB","2853","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"J. R. VASCONCELOS","1981","09","17","Brasil","Piauí","Batalha",NA,"-42.0750007629395","-4.02500009536743",NA,NA,NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Marfim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40311","auto",NA,NA,NA,NA,NA
"164","2021-03-22 17:46:35-03","UFPI","TEPB","2536","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"F. M. T. FREIRE","1982","03","11","Brasil","Piauí","Capitão de Campos",NA,"-41.9425010681152","-4.45666980743408",NA,NA,NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Marfim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31683","auto",NA,NA,NA,NA,NA
"165","2021-03-22 17:46:35-03","UFPI","TEPB","2852","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"J. R. VASCONCELOS","1981","10","02","Brasil","Piauí","Elesbão Veloso",NA,"-42.1403007507324","-6.20194005966187",NA,NA,NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Marfim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39582","auto",NA,NA,NA,NA,NA
"166","2021-03-22 17:46:35-03","UFPI","TEPB","2830","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,NA,"1981","12","10","Brasil","Piauí","Teresina",NA,"-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"Ambiente: Urbano <ll>dwc_commonname:</ll> Marfim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA
"167","2020-11-19 10:25:18-03","CPAP","CPAP","12929","PreserverdSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","H. Lorenzi; G. F. Arbocz","Pott, A.","1994","09","30","Brasil","MS","Miranda","Fazenda Bodoquena; Serra da Bodoquena","-56.75","-20.066667","56°45' W","20°04' S","150","180","Árvore. FLOR: . FRUTO: . INTERESSE: Florestal. FREQUÊNCIA: . AMBIENTE: Mata decídua. SUBSTRATO: solo calcário. RELEVO: serra.",NA,NA,"6955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-11-19 10:25:18-03","CPAP","CPAP","21872","PreserverdSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Pott, V. J.","2001","03","05","Brasil","MS","Miranda","Fazenda Sanguessuga","-56.320556","-20.158333","56°19'14'' W","20°09'30'' S","97","97","Árvore 7m de altura, flores ausentes e fruto imaturo, planta . Frequente.. Mata Decidual,. Solo: argiloso. vermelho-escuro eutrófico,. Relevo: plano.",NA,NA,"4296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-11-19 10:25:18-03","CPAP","CPAP","24520","PreserverdSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","A. Pott","Pott, A.","2005","12","09","Brasil","MS","Bonito","Fazenda Princezinha, próximo à nascente do Rio Perdido, entorno do parque Nacional da Serra da Bodoquena","-56.839167","-21.05","56°50'21 W","21°03'00 S","569","569","Árvore..Florestal... Frequente..Floresta decidual com Calophyllum multiflorum, Myracruodruon urundeuva e Caesalpinia pluviosa. Solo: argiloso. litólico. Relevo: morrote. <ll>dwc_commonname:</ll> Pau-Marfim",NA,NA,"13763","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-11-19 10:25:18-03","CPAP","CPAP","11692","PreserverdSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","G. Hastchbach","Hatschbach, G.","1993","02","13","Brasil","MS","Miranda","Miranda, km 2-3 da rodovia para Agachi","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"Pequena árvore na mata de galeria. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata de galeria. SUBSTRATO: . RELEVO: .",NA,NA,"59051","1993",NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"171","2015-07-02 14:04:06-03","JBP","HPL","7154","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum",NA,"R. Tsuji","G.F. Arbocz","1995","11","04","Brasil","SP","Mogi Mirim","Coletado nas proximidades de Mogi Mirim.","-46.95","-22.43",NA,NA,NA,NA,NA,NA,NA,"1843","2004","05","21",NA,NA,NA,NA,NA,"19575","auto",NA,NA,NA,NA,NA
"172","2019-02-15 11:49:57-02","IPA","IPA","25231","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Oliveira, M.","Andrade-Lima","1971","07","22","Brasil","Pernambuco","Arcoverde","Estação Experimental do IPA","-37.0539016723633","-8.41888999938965",NA,NA,NA,NA,"Árvore pequena, 4 a 5m de altura.; Capoeira da serra.","IPA0025231",NA,"71-6377","2018","05","17","Plantae",NA,NA,"Southern America",NA,"23066","auto",NA,NA,NA,NA,NA
"173","2019-02-15 11:49:57-02","IPA","IPA","87111","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Oliveira, M.","Oliveira, M.; Cavalcanti, A.; Pessoa, L.; Cavalcanti, A.; Pessoa, L.","2006","05","16","Brasil","Bahia","Glória","RPPN - Complexo Itaparica, Jusante. .","-38.2546997070312","-9.33806037902832",NA,NA,NA,NA,"Arvoreta ca. 3m de altura; sâmaras esverdeados. Frequente.; Brejão. Caatinga arbustivo-arbórea espaçada.","IPA0087111",NA,"2392","2006","10",NA,"Plantae",NA,NA,"Southern America",NA,"51769","auto",NA,NA,NA,NA,NA
"174","2019-08-27 13:32:38-03","IAP","PACA-AGP","95299","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","M. C. Dias","J. A. Ferreira","2000","10","03","Brasil","PR","Bela Vista do Paraíso","Fazenda Cascata","-51.190601348877","-22.9967002868652",NA,NA,NA,NA,"Árvore 3m; flores cremes; Habitat: Borda de mata. Fenofase: flor Hábito: árvore","PACA095299",NA,NA,"2000",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"15605","auto","Magnoliatae",NA,NA,NA,NA
