"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"972","2019-11-01 15:10:03-03","UnB","UB","165202","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Santos, TS","Carvalho, AM; Brito, HS; Santos, EB","1989","12","29","Brasil","Bahia","Aracatu","Ca. 20km na rodovia de Brumado para Vitória da Conquista.","-41.4618988037109","-14.4274997711182",NA,NA,NA,NA,"Material para Rhodia. Folha e casca.; Árvore com ca. 7m de altura. Flores com pétalas alvas.; Caatinga.",NA,NA,"2706","1990","01",NA,"Dicotyledoneae",NA,NA,"Southern America",NA,"40920","auto",NA,NA,NA,NA,NA
"973","2019-11-01 15:10:03-03","UnB","UB","165205","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Pinto, GCP; Bautista, HP","Pinto, GCP","1981","03","24","Brasil","Bahia","Oliveira dos Brejinhos",NA,"-42.8960990905762","-12.3169002532959",NA,NA,NA,NA,"Arvore de pequeno porte.; Na caatinga.",NA,NA,"24381","1981","08",NA,"Dicotyledoneae",NA,NA,"Southern America",NA,"62270","auto",NA,NA,NA,NA,NA
"974","2019-11-01 15:10:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Mendoza, M","Million, JL; Oliveira, RC","2016","03","24","Brasil","Mato Grosso do Sul","Juti","Na aldeia Takwara, próximo do rio Takwara","-54.6","-22.700611","-54.6","-22.700611",NA,NA,"Uso externo para ferida, sarna; Arbusto, cheiroso; Floresta Estacional Semidecidual",NA,NA,"61","2016","10","29","Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"975","2019-11-01 15:10:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Zanatta, MRV","Million, JL","2015","09","13","Brasil","Mato Grosso do Sul","Juti","Na aldeia Takwara, 200m dentro do cerrado próximo a casa da Mama Júlia","-54.632139","-22.701083","-54.632139","-22.701083",NA,NA,"Para sarna, coseira; Erva; Cerrado Antropisado, relevo plano, levemente ondulado, substrato arenoso",NA,NA,"25","2016","10","27","Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"976","2019-11-01 15:10:03-03","UnB","UB","165201","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G","Hatschbach, G","1979","11","23","Brasil","Paraná ","Cerro Azul","Cab. Rib. do Tigre.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore 10m, flor alvecente;; Mata pluvial.",NA,NA,"42586","1980",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"977","2019-11-01 15:10:03-03","UnB","UB","165203","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G","Hatschbach, G","1983","12","07","Brasil","Paraná ","Cerro Azul","Sete quedas.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore 10m, flor creme.; Mata pluvial da Vertente Atlântica.",NA,NA,"47555","1984","02",NA,"Dicotyledoneae",NA,NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA
"978","2019-11-01 15:10:03-03","UnB","UB","165204","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G","Silva, JM; Barbosa, E; Abe, LB","1998","11","01","Brasil","Paraná ","Fênix","Fazenda Água Azul.","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"Árvore 10m, flor creme.; Mata pluvial.",NA,NA,"2586","1999",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,"16297","auto",NA,NA,NA,NA,NA
"979","2019-05-06 12:02:18-03","UFU","HUFU","16100","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Dias, M.C.","Paiva, M.R.C.; et al.","1995","05","26","Brasil","Paraná","Ibirapora","Fazenda Doralice",NA,NA,NA,NA,NA,NA,"Árvore, ca. 16-18 m. Frutos verdes.; Beira da mata.","HUFU00022664",NA,"s.n.","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","2019-05-06 12:02:18-03","UFU","HUFU","11071","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Schiavini, I.","Noé.","1996","03","01","Brasil","Minas Gerais","Fronteira","Fazenda Barra do Monjolo, 10km da cidade.","-49.1994018554688","-20.2677993774414",NA,NA,NA,NA,"Árvore, ca. 15 m. Frutos verdes.","HUFU00022663",NA,"s.n.","1996","03","01",NA,NA,NA,NA,NA,"18603","auto",NA,NA,NA,NA,NA
"981","2019-05-06 12:02:18-03","UFU","HUFU","76154","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","et al.; Santos, F.P.","Santos, F.P.; Twardowschy, M.C. & Bianco, S.Y.","2017","10","05","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"Folha oposta, composta e trifoliada. Cheiro de limão nas folhas.","HUFU00074113","HUFU00074113","50","2017","11",NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA
"982","2019-05-06 12:02:18-03","UFU","HUFU","35465","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Handro O.","1940","11","20","Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore com flores alvas.","HUFU00022665",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"983","2020-08-20 20:42:04-03","UFSC","FLOR","30515","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Bautista, H.P.","Jordy Filho, S.; Orlandi, R.P.","1985","03","19","Brasil","Bahia","Paulo Afonso","Estação Ecológica SEMA.","-38.583333","-9.65","38º35'W","9º39'S",NA,NA,"árvore, 0,25 m de diâmetro, caule cinza-esbranquiçado, flor branca, 4,5m altura. Folha SC.24-X-C, Ponto 05","FLOR0030515",NA,"198","1985",NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","2020-08-20 20:42:04-03","UFSC","FLOR","30519","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Pinto, G.C.P.","Jordy Filho, S.; Orlandi, R.P.","1985","03","26","Brasil","Bahia","Quijingue","km 7 da estrada Ruilândia/Quijingue.","-39.15","-10.616667","39º9'W","10º37'S",NA,NA,"árvore, flor verde, 5m altura. Folha SC.24-Y-B; ponto 09; freqüência média","FLOR0030519",NA,"212","1985",NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","2020-08-20 20:42:04-03","UFSC","FLOR","30593","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Bautista, H.P.","Salgado, O.A.; Bautista, H.P.","1984","03","20","Brasil","Bahia","Boquira","Fazenda Umburana, próximo ao rio Paramirim.","-42.583333","-12.716667","42º35'W","12º43'S","475","475","árvore, fanerófita; fuste retilíneo e casca branca, flor samaróide com 4 alas, 3m altura. Folha SD.23-X-B; ponto F. 54 - F.15 (A6); muito freqüente; fuste com DAP 0,10 m","FLOR0030593",NA,"270","1984",NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","2020-08-20 20:42:04-03","UFSC","FLOR","3412","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Smith, L.B.; Cowan","Smith, L.B.; Klein, R.M.","1964","11","09","Brasil","Santa Catarina","Xaxim","2Km N of Xaxim.","-52.516667","-26.966667","52º31'W","26º58'S","700","700",NA,"FLOR0003412",NA,"13082","1972",NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","2020-08-20 15:00:27-03","UFSC","FLOR","62342","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Reis, A.","Zuchiwschi, E.","2007","07","24","Brasil","Santa Catarina","Anchieta",NA,"-53.42","-26.55","53º25'12''W","26º33'0''S",NA,NA,"Arbórea","FLOR0062342","FLOR0062342","s.n.","2007","10","29",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","2020-08-20 20:42:04-03","UFSC","FLOR","63864","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Verdi, M.","Verdi, M.; Klemz, G.; Hasckel, R.P.","2009","03","05","Brasil","Santa Catarina","Mondaí","Linha Quilombo.","-53.508889","-27.086111","53º30'32''W","27º5'10''S","338","338","Florística IFFSC 2170; Fruto Imaturo verde Habitat: Floresta Estacional Decidual; Estadio de Sucessão: avançado","FLOR0063864","FLOR0063864","1598","2009",NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","2020-08-20 15:00:27-03","UFSC","FLOR","7834","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Bresolin, A.; Reis, A.","1981","07","21","Brasil","Santa Catarina","São Miguel Do Oeste","Poço Redondo, Prata.",NA,NA,NA,NA,"750","750","árvore, 25m altura. Colhido sementes e estacas para o projeto Nativas Florestais","FLOR0007834",NA,"1446",NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","2020-08-20 20:42:04-03","UFSC","FLOR","7429","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G.","Hatschbach, G.","1983","12","07","Brasil","Paraná","Cerro Azul","Sete Quedas.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"árvore, flor creme, 10m altura. Domácias no hipofilo.","FLOR0007429",NA,"47555","1984",NA,NA,NA,"Sapindales",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
"991","2020-08-20 20:42:04-03","UFSC","FLOR","28106","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G.","Hatschbach, G.; Silva, J.M. & Barbosa, E.","1997","05","16","Brasil","Paraná","Doutor Ulysses","Rod. Cerro Azul-Dr. Ulysses, Serra de Paranapiacaba.","-49.4197006225586","-24.5680999755859",NA,NA,NA,NA,"árvore, 12m altura","FLOR0028106",NA,"66538","1997",NA,NA,NA,"Sapindales",NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA
"992","2020-08-20 20:42:04-03","UFSC","FLOR","36777","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G.","Silva, J.M.; Barbosa, E. & Abe, L.B.","1998","11","01","Brasil","Paraná","Fênix","Fazenda Água Azul.","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"árvore, flor creme, 10m altura. Exemplar recebido por doação do Museu Botânico Municipal de Curitiba.","FLOR0036777",NA,"2586","1999",NA,NA,NA,"Sapindales",NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA
"993","2020-08-20 20:42:04-03","UFSC","FLOR","46360","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Dias, M.C.","Paiva, M.R.C.; et alii","1995","05","26","Brasil","Paraná","Ibiporã","Fazeda Doralice.","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"árvore, flor verde, 16 a 18m altura","FLOR0046360",NA,"s.n.","1995",NA,NA,NA,"Sapindales",NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"994","2020-08-20 20:42:04-03","UFSC","FLOR","1431","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Smith, L.B.; Smith, S.F.","Hatschbach, G.","1965","10","12","Brasil","Paraná","Maringá","Horto Florestal.","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"arvoreta, flor creme, 6m altura","FLOR0001431",NA,"12943","1967",NA,NA,NA,"Sapindales",NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA
"995","2020-08-20 20:42:04-03","UFSC","FLOR","28785","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Hatschbach, G.","Silva, J.M.; Soares, A. & Maschio, W.","1997","10","16","Brasil","Paraná","Nova Prata do Iguaçu","Rodovia Nova Prata a Cruzeiro do Iguaçu, Rio Jaracatiá.","-53.3466987609863","-25.6324996948242",NA,NA,NA,NA,"árvore, flor alva, 10m altura. Com domácias.","FLOR0028785",NA,"2216","1998",NA,NA,NA,"Sapindales",NA,NA,NA,"17572","auto",NA,NA,NA,NA,NA
"996","2020-08-20 20:42:04-03","UFSC","FLOR","26756","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Jarenkow, J.A.","Jarenkow, J.A.","1989","12","27","Brasil","Rio Grande do Sul","Marcelino Ramos","Morro em frente a Estação de Águas Termais.","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"arvoreta, flor amarelada, 5m altura","FLOR0026756",NA,"1570","1989",NA,NA,NA,"Sapindales",NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA
"997","2020-08-20 20:42:04-03","UFSC","FLOR","5194","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Smith, L.B.; Cowan, R.S.","Reitz, R.","1966","12","23","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro Baú.","-48.8272018432617","-26.8997001647949",NA,NA,"250","250","flor esverdeada, 12m altura. Fruto alado.","FLOR0005194",NA,"6861","1972",NA,NA,NA,"Sapindales",NA,NA,NA,"18275","auto",NA,NA,NA,NA,NA
"998","2020-08-20 20:42:04-03","UFSC","FLOR","5195","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Smith, L.B.; Cowan, R.S.","Reitz, R.","1967","04","07","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,NA,"250","250","árvore, 14m altura, fruto quase maduro","FLOR0005195",NA,"7021","1972",NA,NA,NA,"Sapindales",NA,NA,NA,"18275","auto",NA,NA,NA,NA,NA
"999","2020-08-20 20:42:04-03","UFSC","FLOR","28356","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Smith, L.B.; Cowan, R.S.","Reitz, R.","1967","04","07","Brasil","Santa Catarina","Ilhota","Parque Botânico, Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,NA,"250","250","árvore, 14m altura, fruto quase maduro","FLOR0028356",NA,"7021","1972",NA,NA,NA,"Sapindales",NA,NA,NA,"18275","auto",NA,NA,NA,NA,NA
"1000","2020-08-20 15:00:27-03","UFSC","FLOR","36739","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Poli, C.; Silva Filho, F.A. da","2001","12","12","Brasil","Santa Catarina","Ipuaçu",NA,"-52.4550018310547","-26.6313991546631",NA,NA,NA,NA,"árvore, flor esverdeada, 7m altura","FLOR0036739",NA,"62",NA,NA,NA,NA,"Sapindales",NA,NA,NA,"20981","auto",NA,NA,NA,NA,NA
"1001","2020-08-20 20:42:04-03","UFSC","FLOR","3410","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Smith, L.B.","Smith, L.B.; Klein, R.M.","1964","11","11","Brasil","Santa Catarina","Itapiranga",NA,"-53.7122001647949","-27.1693992614746",NA,NA,"200","200",NA,"FLOR0003410",NA,"13167","1972",NA,NA,NA,"Sapindales",NA,NA,NA,"18767","auto",NA,NA,NA,NA,NA
"1002","2020-08-20 20:42:04-03","UFSC","FLOR","46804","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Senna, R.M.","Polo, L.","2000","10","18","Brasil","Santa Catarina","Piratuba",NA,"-51.771900177002","-27.4197006225586",NA,NA,NA,NA,"árvore","FLOR0046804",NA,"s.n.","2000",NA,NA,NA,"Sapindales",NA,NA,NA,"13675","auto",NA,NA,NA,NA,NA
"1003","2018-07-27 21:53:06-03","UFMT","UFMT","43531","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Santos, F.P.; Twardowschy, M.C.","Santos, F.P.; Twardowschy, M.C.; Bianco, S.Y.","2017","10","05","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"Folha oposta, composta e trifoliolada, cheiro de limão nas folhas.",NA,NA,"50","2017","11",NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA
"1004","2021-03-04 15:46:28-03","IF","SPSF","33450","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,"G. Hatschbach","2003","10","14","Brasil","MS","Miranda","serra da Bodoquena","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: cerrado&nf;;",NA,NA,"76342",NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,"92112","auto","Magnoliopsida",NA,NA,NA,NA
"1005","2021-03-04 15:46:28-03","IF","SPSF","40430","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.","T.M.Marestoni","T.M.Marestoni & N.S.Cervigne & P.M.L.Pereira & E.M.Francisco","2007","03","20","Brasil","PR","Lupionópolis","Mata São Pedro","-51.6571998596191","-22.7553005218506",NA,NA,NA,NA,"COLETA: Árvore 11m, frutos imaturos verdes.&nf;Borda da mata.; GEOGRAFIA: Área de R.P.P.N.;",NA,NA,"16","2007","03","20","Magnoliophyta","Sapindales",NA,"América do Sul",NA,"11262","auto","Magnoliopsida",NA,NA,NA,NA
"1006","2021-03-04 15:46:28-03","IF","SPSF","07613","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,"Romualdo","1935","02","01","Brasil","SP","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA
"1007","2021-03-04 15:46:28-03","IF","SPSF","09133","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,"C.A.T. de Lucca","1984","12","13","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"810",NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,"54606","auto","Magnoliopsida",NA,NA,NA,NA
"1008","2021-03-04 15:46:28-03","IF","SPSF","03988","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,"D.G.S.Camargo",NA,NA,NA,"Brasil","SP","loc.ign.",NA,NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1009","2021-03-04 15:46:28-03","IF","SPSF","09059","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,NA,"1957","01","08","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1010","2021-03-04 15:46:28-03","IF","SPSF","23202","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,"G. Hatschbach","1997","05","16","Brasil","PR","Dr.Ulysses","Serra de Paranapiacaba",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"66538",NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1011","2021-03-04 15:46:28-03","IF","SPSF","23528","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,"L.R.M.Souza","1997","12","09","Brasil","PR","Congoinhas","fazenda Planalto",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1012","2021-03-04 15:46:28-03","IF","SPSF","28379","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,"G. Hatschbach","1999","12","03","Brasil","PR","Dr.Ulysses","Sete Quedas",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta atlantica&nf;;",NA,NA,"69822",NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1013","2021-03-04 15:46:28-03","IF","SPSF","39961","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.","G.A.D.C. Franco","R.Esteves & R.C.Sousa & H.F.A.Pereira & C.D.Lima","2007","11","14","Brasil","SP","São Paulo","Parque Estadual do Jaraguá","-46.756944","-23.460556",NA,NA,"813","813","COLETA: Árvore, 20m. Flores esverdeadas perfumadas.; GEOGRAFIA: Trilha do Lago;",NA,NA,"280","2007","11","15","Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1014","2021-03-04 15:46:28-03","IF","SPSF","48118","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.","G.A.D.C.Franco","R.Cielo-Filho & F. Periotto","2013","12","17","Brasil","PR","Medianeira",NA,"-54.037222","-25.283889",NA,NA,"450","450","COLETA: Árvore, 18 m, flor branca, fruto jovem&nf;1 duplicata; GEOGRAFIA: Sítio do Sr. Angelo Baratto, quintal da casa do Sr. Angelo;",NA,NA,"1253","2014","02","20","Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1015","2021-03-04 15:46:28-03","IF","SPSF","48893","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.","R.Cielo-Filho","R.Cielo-Filho & C.D. Câmara","2014","06","18","Brasil","PR","Medianeira","Parque Independência","-54.111944","-25.300833",NA,NA,"497","497","COLETA: Árvore, 8m, fruto imaturo verde e maduro pardo.; GEOGRAFIA: Mata da UTFPR, Floresta Estacional Semidecidual, floresta secundária.;",NA,NA,"1463","2014","07","16","Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1016","2021-03-04 15:46:28-03","IF","SPSF","49270","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.","G.A.D.C.Franco","R.Cielo-Filho & F. Periotto","2014","11","20","Brasil","PR","Matelândia","Sítio do Sr. Raimundo Rissardi","-53.957222","-25.296111",NA,NA,"345","345","COLETA: Árvore; 17m; flor creme.; GEOGRAFIA: Potreiro.;",NA,NA,"80","2014","12","22","Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1017","2021-03-04 15:46:28-03","IF","SPSF","49912","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.","M.L.Brotto","C.B.Lima","2013","11","01","Brasil","PR","Bandeirantes",NA,"-50.348611","-23.144167",NA,NA,"440","440","COLETA: Flor branca.; GEOGRAFIA: Fragmentos florestal da microbacia da Água do Caixão.;",NA,NA,NA,"2014","12","10","Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1018","2021-03-04 15:46:28-03","IF","SPSF","50118","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.","G.A.D.C.Franco","R.Cielo-Filho & R.Câmara","2015","10","07","Brasil","PR","Matelândia","Antiga estrada de Guarapuava","-53.870556","-25.307222",NA,NA,"426","426","COLETA: Árvore, 6 m, flor creme; GEOGRAFIA: PARNA Iguaçu, Floresta Estacional Semidecidual secundária, borda;",NA,NA,"1746","2015","11","17","Magnoliophyta","Sapindales",NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1019","2021-03-04 15:46:28-03","IF","SPSF","35672","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","((Engl.)) Engl.",NA,"P.Labiak & O.S.Ribas & M.P.Petean","2004","06","25","Brasil","PR","Capitão Leonidas Marques","proximo ao Parque Nacional do Iguaçu","-53.614200592041","-25.4792003631592",NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta estacional semidecidual&nf;;",NA,NA,"3304",NA,NA,NA,"Magnoliophyta","Sapindales",NA,"América do Sul",NA,"14258","auto","Magnoliopsida",NA,NA,NA,NA
