"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","stateProvince","imagecode","decimalLongitude","decimalLatitude","locality","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"777","2021-03-01 16:39:20-03","UNICAMP","UEC","189101","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rodela, LG","01-14","1996","02","06",NA,"Brazil",NA,NA,"Flor lilás a roxa, pequena. Fruto esferoidal preto, pequeno.; Campo rupestre","UEC113536","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC113536",NA,NA,"Parque Estadual de Ibipoca. Vertente sudoeste do Morro da Lombada.","Salimena, FRG",NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","2021-03-01 16:39:20-03","UNICAMP","UEC","189203","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Calió, MFA; et al.","200","2007","01","21",NA,"Brazil",NA,NA,"Subarbusto 15-40 cm alt. Folhas coriáceas verdes, dicolores. Corola alva a levemente azulada; Campo rupestre perturbado","UEC128801","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC128801","-43.738528","-18.773694","Estrada para Gouveia, ca. 9 km de Congonhas do Norte. Próximo a pastagem","Calió, MFA","Congonhas do Norte","1010","1010",NA,NA,"-43.738528","-18.773694","2007","01",NA,NA,NA,NA,NA,NA
"779","2021-03-01 16:39:20-03","UNICAMP","UEC","191028","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Udulutsch, RG; Temponi, LG","1270","2002","11","27",NA,"Brazil",NA,NA,"Erva, flores alvas com anteras violeta.","UEC125621","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC125621",NA,NA,"Estrada Diamantina-Biriri, cachoeira da Sentinela.","Oliveira, JA","Biriri",NA,NA,NA,NA,NA,NA,"2018","10","09",NA,NA,NA,NA,NA
"780","2021-03-01 16:39:20-03","UNICAMP","UEC","191029","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Souza, VC; Zappi, DC; Hind, DJN; Paula-Souza, J; Jennings, L; Romão, GO","32724","2007","02","19",NA,"Brazil",NA,NA,"Erva ca. 30 cm alt., corola alva.; Cerrado arenoso","UEC125619","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC125619","-43.755556","-19.006111","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira . Trilha da Senhorinha.","Zappi, DC","Santana de Pirapama",NA,NA,NA,NA,"-43.755556","-19.006111","2010","03",NA,NA,NA,NA,NA,NA
"781","2021-03-01 16:39:20-03","UNICAMP","UEC","191031","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Hatschbach, G; Barbosa, E","58394","1992","12","04",NA,"Brazil",NA,NA,"Ereta, flor alva. Topo de colina","UEC125616","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC125616",NA,NA,"Rod GO-118, 20km N de São Gabriel de Goiás.","Hatschbach, G","São Gabriel",NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA
"782","2021-03-01 16:39:20-03","UNICAMP","UEC","192209","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Souza, VC; Souza, JP","ESA60293","1999","03","14",NA,"Brazil",NA,NA,"Arbusto,ca 1 m alt.; flores alvas.; Campo rupestre, bastante perturbado pelo fogo.","UEC126129","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC126129","-43.87525","-18.580472","Estrada Gouveia- Congonhas do Norte, ca 6 km da estrada Gouveia - Curvelo.","Oliveira, JA","Gouveia",NA,NA,NA,NA,"-43.87525","-18.580472","2016","07","01",NA,NA,NA,NA,NA
"783","2021-03-01 16:39:20-03","UNICAMP","UEC","192219","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Souza, VC; Souza, JP; Capellari Jr, L; Elias, SI; Forster, W","ESA41063","1998","04","05",NA,"Brazil",NA,NA,"Subarbusto, ca. 60 cm alt.; flores alvas.; Cerrado com afloramentos rochosos.","UEC126140","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC126140","-43.964","-18.594333","Rodovia Curvelo-Diamantina, ca. 37 km de Gouveia em direção a Curvelo.","Oliveira, JA","Gouveia",NA,NA,NA,NA,"-43.964","-18.594333","2016","07","01",NA,NA,NA,NA,NA
"784","2021-03-01 16:39:20-03","UNICAMP","UEC","192224","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Chung, F; Matos, J; Schmidt, M; Gandara, F; Ivanauskas, NM; Vanini, A","s.n.",NA,NA,NA,NA,"Brazil",NA,NA,"Erva, flores lílas.; Campo, Área com afloramentos rochosos.","UEC126146","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"São Paulo","UEC126146","-49.151389","-24.269722","Fazenda Nicolau.",NA,"Bom Sucesso de Itararé",NA,NA,NA,NA,"-49.151389","-24.269722",NA,NA,NA,NA,NA,NA,NA,NA
"785","2021-03-01 16:39:20-03","UNICAMP","UEC","192211","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Delfini, C; Romão, GO; Rigon, J","120559","2012","05","05",NA,"Brazil",NA,NA,"Erva,ca. 30 cm alt., frutos negros.; Campo rupestre antropizado, com predomínio de Gramíneas.","UEC126132","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC126132","-44.094556","-20.840972","Serra do Ouro Branco. Entrada para a Serra à 2km do entroncamento com a estrada Ouro Branco-OuroPreto.","Oliveira, JA","Ouro branco","1400","1536",NA,NA,"-44.094556","-20.840972","2017","06",NA,NA,NA,NA,NA,NA
"786","2021-03-01 16:39:20-03","UNICAMP","UEC","192226","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Souza, VC; Souza, JP; Romão, GO; Elias, EI","ESA74363","2001","07","16",NA,"Brazil",NA,NA,"Subarbusto; flores violeta.; Campo rupestre.","UEC126148","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","UEC126148","-41.266667","-13.683333","Morro da Antena.","Cabral, EL","Barra da Estiva","1200","1400",NA,NA,"-41.266667","-13.683333","2002",NA,NA,NA,NA,NA,NA,NA
"787","2021-03-01 16:39:20-03","UNICAMP","UEC","192227","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Barreto, KD; Fernandes, GCD; Vitti, FX","s.n.","1994","03","02",NA,"Brazil",NA,NA,"Erva; flores lilases.; Cerrado.","UEC126149","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"São Paulo","UEC126149","-47.042806","-23.237111","Jacaré.","Souza, VC","Cabreúva",NA,NA,NA,NA,"-47.042806","-23.237111","1994",NA,NA,NA,NA,NA,NA,NA
"788","2021-03-01 16:39:20-03","UNICAMP","UEC","192586","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Verdi, M; et al.","7336","2014","11","26",NA,"Brazil",NA,NA,"Arbusto. Folhas verdes; flor lilás; pouco frequente. Altura: 80cm; Encontrada em solo arenoso; áreas no entorno recentemente queimada. Cerrado, Campo limpo","UEC131141","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC131141","-47.493333","-13.943889","Parque Nacional da Chapada dos Veadeiros, Pouso Alto","Oliveira, JA","Cavalcante","1474","1474",NA,NA,"-47.493333","-13.943889","2014","11","26",NA,NA,NA,NA,NA
"789","2021-03-01 16:39:20-03","UNICAMP","UEC","194471","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Monge, M","2362","2013","11","19",NA,"Brazil",NA,NA,"Erva, 20 cm de altura, flores azul - lilaz..; Cerrado","UEC136018","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Paraná","UEC136018","-49.709167","-24.244306","Parque Estadual do Cerrado. Estrada para Torre de Observação","Oliveira, JA","Jaguariaíva",NA,NA,NA,NA,"-49.709167","-24.244306","2017","06",NA,NA,NA,NA,NA,NA
"790","2021-03-01 16:39:20-03","UNICAMP","UEC","195303","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2173","2013","11","16",NA,"Brazil",NA,NA,"Arbusto, 50 cm, flores azuladas.; Campo rupestre","UEC135991","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC135991","-43.586389","-19.285833","Serra do Cipó. Fazenda Geraldinho, planta presnsada em Álcool.","Oliveira, JA","Cardeal Mota","1194","1194",NA,NA,"-43.586389","-19.285833","2017","06",NA,NA,NA,NA,NA,NA
"791","2021-03-01 16:39:20-03","UNICAMP","UEC","195821","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA","3620","1969","01","31",NA,"Brazil",NA,NA,"Subarbusto 1m. Corola branca.; Cerrado","UEC139123","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139123",NA,NA,"Na GOM-9, para Nerópolis, 2km da Esc. Agron. e Veterinária. Ocorre o cór. samambaia.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"792","2021-03-01 16:39:20-03","UNICAMP","UEC","195822","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA","3608","1969","01","31",NA,"Brazil",NA,NA,"Herbáceo. Corola branca.; Campo cerrado.","UEC139124","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139124",NA,NA,"A esquerda da Rod. GO-7. Goiânia para Guapó. Ocorre a cór. Pindaíba.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"793","2021-03-01 16:39:20-03","UNICAMP","UEC","195825","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA; Barbosa, A","541","1968","04","17",NA,"Brazil",NA,NA,"Fruto escuro. Comum.; Cerrado.","UEC139111","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139111",NA,NA,"Na GOM-9, para Nerópolis. 2 km da Esc. Agron. e Veterinária. Ocorre o cór. Samambaia.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"794","2021-03-01 16:39:20-03","UNICAMP","UEC","195878","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Delprete, PG","10002","2006","12","12",NA,"Brazil",NA,NA,"Arbustinho pouco ramificado de 40-60cm. Flores azuis claras.","UEC139091","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139091","-48.816667","-15.8","Parque Estadual dos Pireneus. Trilha da estrada principal até o Morro do Cabeludo.","Delprete, PG","Pirenopólis","1200","1200",NA,NA,"-48.816667","-15.8","2007",NA,NA,NA,NA,NA,NA,NA
"795","2021-03-01 16:39:20-03","UNICAMP","UEC","195832","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Ferreira, HD","2134","1990","02","18",NA,"Brazil",NA,NA,"Subarbusto, cerca de 20cm de alt. Corola esbranquiçada; folhas glabras; cálice esverdeado; frutos roxo-escuros. Tamanho do fruto:3cm de compr.","UEC139098","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139098",NA,NA,"Parque Nacional das Emas. 3H6.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"796","2021-03-01 16:39:20-03","UNICAMP","UEC","195842","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Delprete, PG; et al.","9387","2005","12","10",NA,"Brazil",NA,NA,"Arbusto de 50-70cm. Folhas subcoriáceas. Corolas brancas.; Cerrado","UEC139090","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139090","-48.815278","-15.808056","Parque Estadual dos Pireneus. Área de cerrado perto do Portal da Fazenda Capitão do Mato, em direção ao morro.","Delprete, PG","Cocalzinho de Goiás","1230","1230",NA,NA,"-48.815278","-15.808056","2006",NA,NA,NA,NA,NA,NA,NA
"797","2021-03-01 16:39:20-03","UNICAMP","UEC","195844","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Delprete, PG; Gomes-Klein, VL","9352","2005","11","27",NA,"Brazil",NA,NA,"Arbustinho de 50-70cm. Folhas subcoriáceas. Corola branco-azuladas, crescendo em cima das pedras.; Vegetação alterada por influência de gado, com pedras aflorantes e arbustos densamente e uniformemente distribuídos.","UEC139089","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139089","-48.812222","-15.797222","Serra dos Pireneus. Área rupestre a 15km de Cocalzinho em direção ao Parque.","Delprete, PG","Cocalzinho de Goiás","1180","1180",NA,NA,"-48.812222","-15.797222","2006",NA,NA,NA,NA,NA,NA,NA
"798","2021-03-01 16:39:20-03","UNICAMP","UEC","195848","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Delprete, PG; et al.","6814","1998","10","04",NA,"Brazil",NA,NA,"Arbustro prostrado, com partes herbáceas assurgentes, de 1-1.50m. Folhas e raquis verdes claras. Corolas brancas.; Área de cerrado/ campo sujo no borde superior da lagoa, com arbustinhos de 1-2m, muito espalhados e muitas gramíneas e","UEC139088","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139088","-52.866667","-18.266667","Parque Nacional das Emcas. Lagoa das Capivaras. Perto do Rio Formoso.","Delprete, PG","Mineiros","730","730",NA,NA,"-52.866667","-18.266667","2006",NA,NA,NA,NA,NA,NA,NA
"799","2021-03-01 16:39:20-03","UNICAMP","UEC","195876","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Delprete, PG","10089","2007","03","17",NA,"Brazil",NA,NA,"Arbustos eretos, pouco ramificados, de 70-100cm. Folhas papiráceas. Corolas brancas a branco-azuladas.; Formação rupestre, solo de areia branca.","UEC139093","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139093","-48.833056","-15.724167","Serra dos Pirineus. Cidade de Pedra. Trilha da entrada principal (Portal) até o Vale do Coliseu.",NA,"Cocalzinho de Goiás","1120","1120",NA,NA,"-48.833056","-15.724167",NA,NA,NA,NA,NA,NA,NA,NA
"800","2021-03-01 16:39:20-03","UNICAMP","UEC","195952","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA","8961","1973","04","17",NA,"Brazil",NA,NA,"Subarbusto 50cm. Corola branca.; Campo","UEC139113","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139113",NA,NA,"Estrada de Jataí para Serranópolis. A 20km do Ribeirão Aranha.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"801","2021-03-01 16:39:20-03","UNICAMP","UEC","195953","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA","8645","1972","11","29",NA,"Brazil",NA,NA,"Corola branca. Meio de pedras 50cm.; Campo rupestre","UEC139114","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139114",NA,NA,"Serra Topázio. 20km antes de Cristalina. Rod. Brasília - Belo Horizonte.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"802","2021-03-01 16:39:20-03","UNICAMP","UEC","195954","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA","7819","1972","03","15",NA,"Brazil",NA,NA,"Subarbusto. Corola branca. 20cm. Fruto.; Cerrado","UEC139115","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139115",NA,NA,"Do entroncamento da Belé-Brasília com a Transamazônia, direção a Araguantins, a 80km.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"803","2021-03-01 16:39:20-03","UNICAMP","UEC","195955","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA","5869","1971","01","08",NA,"Brazil",NA,NA,"Herbáceo. Corola azul.; Campo rupestre. Ocorre mata ciliar.","UEC139116","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás",NA,NA,NA,"Serra dos Pireneus, na base dos três picos.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"804","2021-03-01 16:39:20-03","UNICAMP","UEC","195959","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA","4608","1970","01","02",NA,"Brazil",NA,NA,"Herbáceo. Corola roxa.; Campo rupestre","UEC139120","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139120",NA,NA,"Serra Dourada, divisa de Mossâmedes ao sul e Goiás ao Norte. Área da UFG.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"805","2021-03-01 16:39:20-03","UNICAMP","UEC","197274","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Rizzo, JA","3847","1969","03","03",NA,"Brazil",NA,NA,"Subarbusto. Corola branca.; Cerrado","UEC139122","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Goiás","UEC139122",NA,NA,"Na GOM-9, para Nerópolis, 2km da Esc. Agron. e Veterinária. Ocorre o cór. samambaia.","Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"806","2021-03-01 16:39:20-03","UNICAMP","UEC","197484","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Baez, C; Lima, T; Rosa, P; Maurenza, D; Marins, J","994","2016","07","30",NA,"Brazil",NA,NA,"Terrícola, heliófila. Folhas glabras discolores. Cálice verde, corola púrpura/azulada. Altura: 70cm. Arbusto.; Vegetação campestre com arvoretas de baixa estatura.","UEC154903","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Rio de Janeiro","UEC154903","-41.993611","-21.943611","Pedras Dubois. Cume e entorno.","Gomes, M","Santa Maria Madalena","1228","1228",NA,NA,"-41.993611","-21.943611","2016","10","04",NA,NA,NA,NA,NA
"807","2021-03-01 16:39:20-03","UNICAMP","UEC","199603","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Antar, GM; Harley, RM; Giulietti, AM; Zappi, DC","13727","2017","02","27",NA,"Brazil",NA,NA,"Arbusto ca. 1,2m de altura. Folhas discolores com a face abaxial mais clara. Flores azuis.","UEC183660","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","UEC183660","-41.938333","-13.533056","Trilha para o Pico das Almas, Trilha para o Pico das Almas. Afloramento rochoso. Solo organo-arenoso seco.","Amaral, J","Rio de Contas","1512","1512",NA,NA,"-41.938333","-13.533056","2017","03",NA,NA,NA,NA,NA,NA
"808","2021-03-01 16:39:20-03","UNICAMP","UEC","28735","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Setz, EZF","12442","1980","01","20",NA,"Brazil",NA,NA,"arbusto de 50 cm a 1m, flor branca, cheiro doce, fruto roxo,; cerrado","UEC110183","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Mato Grosso","UEC110183",NA,NA,"chapada dos parecis","Oliveira, JA","Vila Bela Da Sant. Trindade",NA,NA,NA,NA,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA
"809","2021-03-01 16:39:20-03","UNICAMP","UEC","33537","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Heringer, EP","14278","1974","12","31",NA,"Brazil",NA,NA,"Planta com 1,5, flores alvas.; Cerrado.","UEC011707","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Distrito Federal","UEC011707","-47.674444","-15.645833","Planaltina, Cachoeira do Pipiripau, 12km de Planaltina Leste.","Kirkbride Jr, JH","Brasília",NA,NA,NA,NA,"-47.674444","-15.645833","1982",NA,NA,NA,NA,NA,NA,NA
"810","2021-03-01 16:39:20-03","UNICAMP","UEC","35232","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","s/ coletor","175",NA,NA,NA,NA,"Brazil",NA,NA,"arbustiva, ramos e folhas . glabras com estas apresentando disposição oposta cruzada, com frutos pequenos arredondados, verde e roxo","UEC112143","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,NA,"UEC112143",NA,NA,NA,"Oliveira, JA",NA,NA,NA,NA,NA,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA
"811","2021-03-01 16:39:20-03","UNICAMP","UEC","36384","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Harley, RM","19509","1977","02","17",NA,"Brazil",NA,NA,"Shrub to 1.25 m. with brittle much-branched stems. Leaves rugose and plicate along veins, mid-green above, grey green beneath. Corolla deep blue.; Sandstone, metamorphic and quartzite rock outcrops with associated marsh and damp flushe","UEC011705","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","UEC011705","-41.95","-13.55","Lower N.E. slopes of the Pico das Almas, ca. 25 Km. W.N.W. of the Vila do Rio de Contas.","Kirkbride Jr, JH","Serra das Almas","1500","1500",NA,NA,"-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA
"812","2021-03-01 16:39:20-03","UNICAMP","UEC","36385","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Harley, RM","19540","1977","02","17",NA,"Brazil",NA,NA,"Shrub to 1.25 m. with brittle much-branched stems. Leaves rugose and plicate along veins, mid-green above, gray-green beneath. Corolla deep blue.; Sandstone, metamorphic and quartzite rock outcrops with associated marsh and damp flushe","UEC011708","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","UEC011708","-41.95","-13.55","Lower N.E. slopes of the Pico das Almas, ca. 25 Km. W.N.W. of the Vila do Rio de Contas.","Kirkbride Jr, JH","Serra das Almas","1500","1500",NA,NA,"-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA
"813","2021-03-01 16:39:20-03","UNICAMP","UEC","36387","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Harley, RM","19606","1977","02","17",NA,"Brazil",NA,NA,"Subshrub to 1.25m. Leaves mid-green above with slightly impressed veins, pale green beneath with prominent paler primary veins. Ovary green. Corolla bright purple-blue, fragrant.; Sandstone, metamorphic and quartzite rock outcrops with","UEC011706","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Bahia","UEC011706","-41.95","-13.55","Lower N.E. slopes of the Pico das Almas, ca. 25 Km. W.N.W. of the Vila do Rio de Contas.","Kirkbride Jr, JH","Serra das Almas","1500","1600",NA,NA,"-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA
"814","2021-03-01 16:39:20-03","UNICAMP","UEC","41492","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","DAC; et al.","s.n.","1987","02","13",NA,"Brazil",NA,NA,"Hábito: Sub arbusto&nf;Flor (cor, odor, etc.): Violeta&nf;Altura: 0,70 m&nf;Observações (usos, abundância, etc.) Ocasional.; Campo rupestre","UEC020230","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC020230",NA,NA,"Antena - Lavras","Tamashiro, JY","Serra Da Bocaina","1200","1200",NA,NA,NA,NA,"1987","03",NA,NA,NA,NA,NA,NA
"815","2021-03-01 16:39:20-03","UNICAMP","UEC","45903","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Souza, HP","9079","1986","12","18",NA,"Brazil",NA,NA,"flores lilas; campo rupestre","UEC020306","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC020306",NA,NA,NA,NA,"Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","2021-03-01 16:39:20-03","UNICAMP","UEC","45903","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Sousa, HP","9079","1986","12","18",NA,"Brazil",NA,NA,"Habitus: erva de 30 cm. de altura&nf;Observações: flores lilaz; próximo à mata dos ratos da dodora","UEC020306","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","UEC020306",NA,NA,"Próximo a mata dos ratos da Dodora","Tamashiro, JY","Ibitipoca",NA,NA,NA,NA,NA,NA,"1987","11",NA,NA,NA,NA,NA,NA
"817","2021-03-01 16:39:20-03","UNICAMP","UEC","85425","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Souza, VC; Miyage, PH; Moncaio, E","6221","1994","06","05",NA,"Brazil",NA,NA,"Subarbusto ereto, até 50 cm alt.; corola violeta-azulada; Cerrado.","UEC020244","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"São Paulo","UEC020244","-49.216667","-24.1","Rodovia Itararé-Itapeva, próximo ao Rio Verde.","Jung, SL; Prazeres, JN","Itapeva",NA,NA,NA,NA,"-49.216667","-24.1","1998","06","02",NA,NA,NA,NA,NA
"818","2021-03-01 16:39:20-03","UNICAMP","UEC","76040","S","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Souza, VC; Miyage, PH; Souza, JP; Nakagomi, MY","7248","1994","11","14",NA,"Brazil",NA,NA,"Erva até 30 cm alt.; corola azul-arroxeada.; Cerrado.","UEC020245","Magnoliopsida",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"São Paulo","UEC020245","-49.201667","-24.085","Estrada Itararé - Itapeva, próximo à ponte do Rio Verde. Área de cerrado adjacente a banhado.","Jung, SL; Prazeres, JN","Itararé",NA,NA,NA,NA,"-49.201667","-24.085","2006","10","29",NA,NA,NA,NA,NA
