"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","month","stateProvince","county","day","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem","infraspecificEpithet","sex"
"53","2019-11-13 11:17:20-03","USP","SPF","66850","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Zappi, DC","Zappi, DC","192c","1989",NA,"Brasil",NA,NA,NA,"SPF00066850",NA,"1989","11","19","11","Minas Gerais","Santana do Riacho","19","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-13 11:17:20-03","USP","SPF","226062","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Hoehne, W","Hoehne, W","s.n.","1949",NA,"Brasil","Parque do Estado",NA,NA,"SPF00226062",NA,NA,NA,NA,"01","São Paulo","São Paulo","28","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:18:39-03","UEFS","HUEFS","34015","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","M.Machado","Leite, K.R.B","1","1998",NA,"Brasil","Bairro do Sobradinho.",NA,NA,"HUEFS0034015","HUEFS0034015","2003","02",NA,"03","Bahia","Feira de Santana","09","-38.9667015075684","-12.2666997909546","46325","auto",NA,NA,NA,NA,"Caryophyllanae",NA,NA,NA,NA,NA
"56","2019-10-07 09:18:39-03","UEFS","HUEFS","54826","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose",NA,"Queiroz, L.P.de","6628","2001",NA,"Brasil",NA,NA,NA,"HUEFS0054826","HUEFS0054826","2003",NA,NA,"04","Bahia","Santa Terezinha","03","-39.475556","-12.850278",NA,NA,"39W28'32''","12S51'1''",NA,NA,"Caryophyllanae",NA,NA,NA,NA,NA
"57","2019-10-07 09:18:39-03","UEFS","HUEFS","61719","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","M.Machado","Santos, S.","SS49","2002",NA,"Brasil","Bairro Pampalona Bairro Pampalona. Rua Joana Pereira da Silva, 411.",NA,NA,"HUEFS0061719","HUEFS0061719","2003","02",NA,"07","Bahia","Feira de Santana","02","-38.966667","-12.25",NA,NA,"38W58'","12S15'",NA,NA,"Caryophyllanae",NA,NA,NA,NA,NA
"58","2019-01-25 15:39:08-02","IAC","IAC","11156","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","L.Y.S. Aona","C. Pacheco","s/nº","1949",NA,"Brasil","Campo Experimental Instituto Agronômico",NA,NA,NA,NA,"2004","08","06","12","São Paulo","Campinas","06","-47.0608","-22.9056",NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-23 12:01:19-03","CEPLAC","CEPEC","25959","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus",NA,"N. P. Taylor","L. A. Mattos-Silva","1386","1981",NA,"Brasil","Prox. a praia do Sul, Pontal. Candomblé de mae Conceição, a 20m da praia.",NA,"<ll>dwc_commonname:</ll> Flor-da-noite",NA,NA,NA,NA,NA,"11","Bahia","ILHÉUS","20","-39.0494003295898","-14.7889003753662","61245","auto",NA,NA,NA,NA,NA,NA,NA,"28/02/1991",NA,NA
"60","2020-07-21 15:08:14-03","UNISANTA","HUSC","12400","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus x h. guatemalensis","(Eichlam) Britton & Rose","P.S.P. Sampaio","R.C.Kamikawashi","07","2019",NA,"Brasil","Fazenda BR Pitaya.",NA,"Planta de cultivo com frutos de casca vermelha e polpa roxa com sementes negras. Conhecida por Purple Haze.",NA,NA,"2019","05",NA,"04","São Paulo","Álvares Florence","13","-49.9099998474121","-20.3199996948242","19227","auto",NA,NA,NA,NA,NA,NA,NA,NA,"x h. guatemalensis",NA
"61","2020-07-21 15:08:14-03","UNISANTA","HUSC","12404","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","P.S.P. Sampaio","R.C.Kamikawashi","01","2019",NA,"Brasil","Fazenda BR Pitaya.",NA,"Planta cultivada; frutos com casca vermelha e escamas verdes, polpa branca e sementes negras.",NA,NA,"2019","05",NA,"04","São Paulo","Álvares Florence","13","-49.9099998474121","-20.3199996948242","19227","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-21 15:08:14-03","UNISANTA","HUSC","12397","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus x h. megalanthus","(K. Schum. ex Vaupel) Ralf Bauer","P.S.P. Sampaio","R.C.Kamikawashi","06","2019",NA,"Brasil","Fazenda BR Pitaya.",NA,"Planta híbrida com caule verde brilhante; frutos de casca amarela e polpa branca com sementes negras. Conhecida por Golden.",NA,NA,"2019","05",NA,"04","São Paulo","Álvares Florence","13","-49.9099998474121","-20.3199996948242","19227","auto",NA,NA,NA,NA,NA,NA,NA,NA,"x h. megalanthus",NA
"63","2020-07-21 15:08:14-03","UNISANTA","HUSC","12331","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","O.J.G.Almeida","O.J.G.Almeida; R.C.Kamikawashi; V.Carrara","46","2017",NA,"Brasil","CLP-Unesp; Bitaru",NA,"Trepadeira com flores brancas; Urbano",NA,NA,"2017","02",NA,"02","São Paulo","São vicente","03","-46.3899993896484","-23.9599990844727","25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 17:28:49-03","UEM","HUEM","33692","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Milaneze-Gutierre, MA; Nascimento, JEM","Nascimento, JEM","14","2018",NA,"Brasil","Distrito de Iguatemi., Fazenda Experimental de Iguatemi - UEM.",NA,"Planta suculenta. Flores brancas. Visitada por ASF.","HUEM000020277",NA,"2018","12",NA,"03","Paraná","Maringá","09","-51.95","-23.416667",NA,NA,"-51.95","-23.416667","550","550",NA,NA,NA,NA,NA,NA
"65","2020-11-04 17:28:49-03","UEM","HUEM","21152","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Almeida, OJG","Almeida, OJG","16","2011",NA,"Brasil","Parque do Ingá",NA,"Epífita sobre árvore de cerca 7m de altura; flor pós antese (pericarpelo verde com escamas); fruto imaturo verde alaranjado com escamas.","HUEM000002790","HUEM000002790","2011","02",NA,"02","Paraná","Maringá",NA,"-51.9385986328125","-23.4253005981445","19250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-02-26 18:31:55-03","UFMT","UFMT","24574","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Lima, A.","Mariz, G.","s.n.","1966",NA,"Brasil","Morro da Conceição.",NA,NA,"UFMT00024574",NA,"1967","04","04","05","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-04 15:42:45-03","IF","SPSF","04788","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hylocereus","undatus","Hylocereus undatus",NA,NA,"J.C. Moraes","1432","1955","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"02","PE","Nazaré da Mata","21","-35.2277984619141","-7.74167013168335","9456","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"68","2021-02-08 12:39:03-03","UFRGS","ICN","095062","S","Plantae","Dicotyledon",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Kiesling, R","Mentz, LA","s.n.","1987","América do Sul","Brasil","Estação Experimental Fitotécnica de Viamão",NA,NA,NA,NA,"1998",NA,NA,"05","RS","Viamão","22","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-04-16 11:05:24-03","MCN-FZBRS","HAS","95920","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Soares, J. F.","Soares, J.F.","50","2019",NA,"Brasil","Jardim Botânico, Área de Coleções do Arboreto - Coleção Jardim Rochoso",NA,"Holoepífita habitual presente como indivíduo de coleção e cultivada no JBPA.","HAS0095920",NA,"2019",NA,NA,"01","Rio Grande do Sul","Porto Alegre",NA,"-51.176748","-30.051025",NA,NA,"-51.176748","-30.051025",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-04-05 12:31:28-03","UNIVASF","HVASF","9814","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","M.V. Meiado","M.V. Meiado","277","2010","América do Sul","Brasil","Horto Padre Cícero",NA,"Espécie nativa do México e América Central introduzina como planta ornamental. Cacto cultivado no solo, no jardim de uma residência. Flores e frutos ausentes.","HVASF009814",NA,"2010","10","15","10","Ceará","Juazeiro do Norte","15",NA,NA,NA,NA,"9999.000000","9999.000000","535","535",NA,NA,NA,NA,NA,"U"
"71","2021-04-05 12:31:28-03","UNIVASF","HVASF","9811","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","M.V. Meiado","M.V. Meiado","274","2010","América do Sul","Brasil","Horto Padre Cícero",NA,"Espécie nativa do México e América Central introduzida como planta ornamental. Epífita ocorrendo em árvores de Enterolobium contortisiliquum (Vell.) Morong (Fabaceae). Flores e frutos ausentes.","HVASF009811",NA,"2010","10","15","10","Ceará","Juazeiro do Norte","15",NA,NA,NA,NA,"9999.000000","9999.000000","580","580",NA,NA,NA,NA,NA,"U"
"72","2021-04-05 12:31:28-03","UNIVASF","HVASF","10997","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","M.V. Meiado","D.S. Fernandes","1","2011","América do Sul","Brasil","Bairro Cohab Massangano",NA,"Cacto nativo da América Central e utilizado no Brasil como planta ornamental. Flores brancas e com antese noturna.","HVASF010997",NA,"2011","03","07","03","Pernambuco","Petrolina","07",NA,NA,NA,NA,"9999.000000","9999.000000","380","380",NA,NA,NA,NA,NA,"U"
"73","2021-04-05 12:31:28-03","UNIVASF","HVASF","10816","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","M.V. Meiado","M.V. Meiado","423","2011","América do Sul","Brasil","Distrito de Pernambuquinho - Divisa PE / PB",NA,"Cacto exótico nativo da América Central utilizado no Brasil como planta ornamental. Flores brancas com antese noturna. Frutos com polpa funicular branca e numerosas sementes pretas.","HVASF010816",NA,"2011","02","17","02","Pernambuco","Sertânia","17",NA,NA,NA,NA,"9999.000000","9999.000000","656","656",NA,NA,NA,NA,NA,"U"
"74","2019-11-21 10:03:01-03","IBt","SP","8849","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Scheinvar, L","Loefgren, A","CGG2294","1894",NA,"Brasil","Cultivado em casa do Sr. Melchior e da Commissão",NA,NA,"SP023327","SP023327","1981","12","11","03","São Paulo","São Paulo","06","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:03:01-03","IBt","SP","162601","S","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haw.) Britton & Rose","Scheinvar, L","Custodio Filho, A","188","1980",NA,"Brasil","Edu Chaves. Cultivada na casa do coletor",NA,NA,NA,NA,"1981","12","11","03","São Paulo","São Paulo","12","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-02-26 15:39:22-03","A","HU-HERB","A 01875324","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haworth) Britton & Rose",NA,"G. F. J. Pabst","9412","1972","South America","Brazil","Capital, in private garden","Sheet",NA,NA,NA,NA,NA,NA,"2","São Paulo",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9412",NA,NA,NA,"undetermined"
"77","2019-02-26 15:38:23-03","GH","HU-HERB","GH 01875323","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haworth) Britton & Rose",NA,"D. D. Soejarto & H. Cardozo","902","1963","South America","Colombia","Pacho","Sheet",NA,NA,NA,NA,NA,NA,"9","Cundinamarca",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"902",NA,NA,NA,"undetermined"
"78","2019-02-26 15:42:19-03","GH","HU-HERB","GH 01875327","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","undatus","Hylocereus undatus","(Haworth) Britton & Rose",NA,"D. D. Soejarto & H. Cardozo","902","1963","South America","Colombia","Pacho","Sheet",NA,NA,NA,NA,NA,NA,"9","Cundinamarca",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"902",NA,NA,NA,"undetermined"
