"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"50","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2523795","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2523795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2523795","NL-L2523795",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"51","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2523796","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Hatschbach GG",NA,"1959","03","10","Brazil",NA,NA,"Est. Parana (Brasil). Mun Guaratuba. Serra de Aracatuba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2523796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2523796","NL-L2523796",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"52","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0284875","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"roadside near Pitanga",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284875",NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw14247",NA,NA
"53","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0284876","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"vicinity of Roncador",NA,NA,NA,NA,NA,NA,"poor Araucaria forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284876",NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw14256",NA,NA
"54","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0284877","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelândia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284877",NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw12910",NA,NA
"55","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0294881","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294881",NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw6940",NA,NA
"56","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451940","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","05","10","Brazil",NA,NA,"Est. Parana. roadside near Pitanga.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451940","NL-U1451940",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"57","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451941","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","05","13","Brazil",NA,NA,"Est, Parana. poor Araucaria forest, damaged many years ago, vicinity of Roncador.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451941","NL-U1451941",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"58","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451942","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","04","30","Brazil",NA,NA,"Est. Parana. Brandalize, sawmill N. of Rio Chopim, ca 20 km N of Clevelandia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451942","NL-U1451942",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"59","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451943","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","02","11","Brazil",NA,NA,"Est Parana. forest near source of Rio Iratim, Mun Gal. Carneiro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451943","NL-U1451943",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"60","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1452018","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Ribas OS; Hatschbach GG",NA,"1989","03","10","Brazil",NA,NA,"Serra Sao Luiz (mun. Balsa Nova)Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1452018","NL-U1452018",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"61","2020-02-08 10:07:35-03","NBC","NL-BOTANY","WAG.1116569","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","07","17","Brazil",NA,NA,"Pico Paraná (mun. Campina Grande do Sul) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116569","NL-WAG1116569",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"62","2020-11-04 11:15:10-03","ESALQ","ESA","55505","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Santos, M. F.","2007","04","05","Souza, R.P.M.","82.0","2007","04","05","Brasil","Santa Catarina","Limite entre Painel e Urupema","Fazenda Farofa, trilha do Rio Caveiras. Vegetação secundária de Floresta Ombrófila Mista Paludosa drenada.",NA,NA,NA,NA,"1360","1360","Árvore de 4,0 m.","ESA055505","ESA055505","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:15:10-03","ESALQ","ESA","55247","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Santos, M. F.","2007","04","04","Loeuille, B.","155.0","2007","04","04","Brasil","Santa Catarina","Urupema","Fazenda Farofa, trilha do Meio. Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"1575","1575","Arvoreta 3,5 m. Tronco descamante. Folhas discolores. Hipanto verde-vináceo, cálice vináceo.","ESA055247",NA,"Magnoliophyta",NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA
"64","2020-11-04 11:15:10-03","ESALQ","ESA","126303","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,"Sobral, M.","1905","07","04","Sobral, M.","14945.0","1905","07","04","Brasil","Minas Gerais","Barbacena",NA,"-43.7736015319824","-21.2257995605469",NA,NA,NA,NA,NA,"ESA126303",NA,"Magnoliophyta",NA,NA,NA,NA,"27982","auto",NA,NA,NA,NA
"65","2020-11-04 11:15:10-03","ESALQ","ESA","55120","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Santos, M. F.","2007","04","03","Coelho, R.L.G.","107.0","2007","04","03","Brasil","Santa Catarina","Urupema","Fazenda Farofa, trilha do pasto sujo, atrás da sede. Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"1400","1400","Arvoreta, 1,5m. Flores velhas.","ESA055120",NA,"Magnoliophyta",NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA
"66","2020-11-04 11:15:10-03","ESALQ","ESA","119328","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii",NA,"Mazine, F.F.",NA,NA,NA,"Colletta, G.D.","684.0","2012","07","03","Brasil","São Paulo","São Paulo","Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvoreta, 4m, frutos esverdeados passando a avermelhados, flores brancas","ESA119328",NA,"Magnoliophyta",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"67","2015-07-02 14:03:25-03","JBP","HPL","10424","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral","2012","02","27","R. Tsuji","2460","2008","02","10","Brasil","PR","Pitanga","Coletado próximo a uma Igreja entre os municípios de Guarapuava e Pitanga.","-51.7614","-24.7572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA
"68","2019-08-27 13:31:38-03","IAP","PACA-AGP","69676","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","sem det.",NA,NA,NA,"J. M. Silva","525","1988","04","12","Brasil","PR","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,"1300","1300","1m de altura e flor alva. Habitat: matinha nebular","PACA069676",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"17116","auto","Magnoliatae",NA,NA,NA
"69","2019-08-27 13:31:38-03","IAP","PACA-AGP","105732","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"V. L. Silva",NA,"2008","01",NA,"Brasil","RS","São Francisco de Paula/Cambará",NA,NA,NA,NA,NA,"1000","1000","projeto CT HIdro Habitat: terrícola","PACA105732",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"70","2019-08-27 13:31:38-03","IAP","PACA-AGP","105737","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"V. L. Silva",NA,"2008","01",NA,"Brasil","RS","São Francisco de Paula/Cambará",NA,NA,NA,NA,NA,"1000","1000","projeto Ct Hidro Habitat: terrícola","PACA105737",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"71","2019-08-27 13:31:38-03","IAP","PACA-AGP","8691","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Emrich-Rambo","1954","08","31","Rambo, B.",NA,"1942","01","14","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in silvula nebulari Fenofase: fruto submaturo","PACA008691",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"55856","auto","Magnoliatae",NA,NA,NA
"72","2019-08-27 13:31:38-03","IAP","PACA-AGP","50459","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Emrich-Rambo","1954","08","31","Sehnem, A.","4254","1950","01","19","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000","Sp. confirmada por J. Mattos em 1968. Habitat: in silvula nebulari Fenofase: estéril Hábito: arbusto","PACA050459",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"55856","auto","Magnoliatae",NA,NA,NA
"73","2019-08-27 13:31:38-03","IAP","PACA-AGP","35241","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Emrich-Rambo","1954","08","31","Rambo, B.",NA,"1947","02","14","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in silvula nebulari Fenofase: flor subaperto","PACA035241",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"55856","auto","Magnoliatae",NA,NA,NA
"74","2019-08-27 13:31:38-03","IAP","PACA-AGP","32422","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Legrand","1954","08","31","Rambo, B.",NA,"1946","02","28","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in silvula nebulari Fenofase: flor","PACA032422",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"55856","auto","Magnoliatae",NA,NA,NA
"75","2019-08-27 13:31:38-03","IAP","PACA-AGP","36803.1","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Emrich-Rambo","1954","08","31","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Habitat: in silvula nebulari Fenofase: flor subaperto","PACA036803-1",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"30776","auto","Magnoliatae",NA,NA,NA
"76","2019-08-27 13:31:38-03","IAP","PACA-AGP","56568","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1955","01","09","Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in silvula campestri","PACA056568",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"16452","auto","Magnoliatae",NA,NA,NA
"77","2019-08-27 13:31:38-03","IAP","PACA-AGP","4794","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Emrich-Rambo","1954","08","31","Rambo, B.",NA,"1941","02","10","Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: in silvula campestri Fenofase: flor","PACA004794",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"16452","auto","Magnoliatae",NA,NA,NA
"78","2019-08-27 13:31:38-03","IAP","PACA-AGP","4776","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Legrand","1954","08","31","Rambo, B.",NA,"1941","02","10","Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"SEM MATERIAL. Habitat: in silvula campestri Fenofase: flor","PACA004776",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"16452","auto","Magnoliatae",NA,NA,NA
"79","2019-08-27 13:31:38-03","IAP","PACA-AGP","55004","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1954","02","24","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA055004",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"49662","auto","Magnoliatae",NA,NA,NA
"80","2019-08-27 13:31:38-03","IAP","PACA-AGP","56731","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1955","02","08","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: alabastris novis","PACA056731",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"49662","auto","Magnoliatae",NA,NA,NA
"81","2019-08-27 13:31:38-03","IAP","PACA-AGP","51991","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral","2002","07",NA,"Rambo, B.",NA,"1952","02","20","Brasil","RS","Jaquirana",NA,"-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"Habitat: ad araucarietum Fenofase: flor","PACA051991",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"31282","auto","Magnoliatae",NA,NA,NA
"82","2019-08-27 13:31:38-03","IAP","PACA-AGP","28151","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Legrand",NA,NA,NA,"Rambo, B.",NA,"1945","03",NA,"Brasil","RS","Nonoai","ad flumen Uruguay","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor novissimo","PACA028151",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"35080","auto","Magnoliatae",NA,NA,NA
"83","2019-08-27 13:31:38-03","IAP","PACA-AGP","100629","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","C. Mondin","2001","05",NA,"C. Mondin & A. Iob","2179","2001","05","11","Brasil","RS","São Francisco de Paula","rodovia RS - 235, Km 71","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Sem n° de HASU&nf;c/ ca. 8m de altura. Tronco liso, variegado Habitat: em mata de araucária Hábito: árvore","PACA100629",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"84","2019-08-27 13:31:38-03","IAP","PACA-AGP","94432","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","C. Mondin","2001","05",NA,"C. Mondin & A. Iob","2179","2001","05","11","Brasil","RS","São Francisco de Paula","RS 253, Km 71","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"HASU 11804&nf;Com ca. 8 m alt.&nf;Tronco liso variegado Habitat: Em mata com araucária Hábito: árvore","PACA094432",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"85","2019-08-27 13:31:38-03","IAP","PACA-AGP","4368","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Legrand","1954","08","31","Rambo, B.",NA,"1941","02","07","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: ad araucarietum Fenofase: flor subaperto","PACA004368",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"86","2019-08-27 13:31:38-03","IAP","PACA-AGP","54093","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Legrand","1954","08","31","Rambo, B.",NA,"1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor semievoluto","PACA054093",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"87","2019-08-27 13:31:38-03","IAP","PACA-AGP","50091","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Emrich-Rambo","1954","08","31","Rambo, B.",NA,"1951","02","21","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor nondum evoluto","PACA050091",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"88","2019-08-27 13:31:38-03","IAP","PACA-AGP","53945","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Legrand","1954","08","31","Rambo, B.",NA,"1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor semievoluto","PACA053945",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA
"89","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015664","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Diego Legrand",NA,NA,NA,NA,"G. Hatschbach","21179","1969","2","13","Brazil","Parana",NA,"Cachoeira dos Turcos (Mun. Guarapuava).","-51.45617","-25.393527",NA,NA,NA,NA,"Arbusto 2.50m; flor alva.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015662","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Diego Legrand","N. Silveira, 1993.",NA,NA,NA,"G. Hatschbach","59182","1993","4","16","Brazil","Rio Grande do Sul","Cambara do Sul","Parque Nacional Aparados da Serra.","-50.15","-29.0333",NA,NA,NA,NA,"5 anthers; each had 1 gland. Corr from www.fallingrain.com/world; Arvoreta de 3m; flor alva.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015661","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Diego Legrand","M. Sobral",NA,NA,NA,"J. Cordeiro; F. J. Zelma","269","1986",NA,"9","Brazil","Parana",NA,"Morro Mae Catira (mun. Quatro Barras).","-49.0833","-25.3667",NA,NA,NA,NA,"Arbusto 1 m, flor alva.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015660","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Diego Legrand","M. Sobral, 1986.",NA,NA,NA,"J. Cordeiro; F.J. Zelma","269","1986","4","9","Brazil","Parana","Quatro Barras","Morro Mae Catira.","-49.0833","-25.3667",NA,NA,NA,NA,"5 anthers seen; each had 0-1 glands. 2 copies. Corr from www.fallingrain.com/world; Arbusto 1m; flor alva.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015663","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Diego Legrand","M. Sobral, 2001.",NA,NA,NA,"J. M. Silva","3273","2000","2","25","Brazil","Parana","Guaratuba","Serra do Aracatuba.","-48.5667","-25.9",NA,NA,NA,NA,"Corr from www.fallingrain.com/world; Arbusto, 2m, fruto vinoso.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
