"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"122","2019-01-17 11:26:44-02","PUCRS","MPUC","16053","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Molz","2016","06","30",NA,NA,NA,NA,NA,"Brasil","RS","São Francisco de Paula","CPCN Pró-Mata, atrás da casinha","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Atrás da casinha",NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Magnoliopsida",NA,"2",NA
"123","2019-01-17 11:26:44-02","PUCRS","MPUC","19005","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","C.A. Mondin","2010","01","01",NA,NA,"2009","03","27","Brasil","RS","Cambará do Sul",".","-50.1444444","-29.0477778","-50.1444444000","-29.0477778000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA
"124","2019-01-17 11:26:44-02","PUCRS","MPUC","16385","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral","1985","01","01",NA,NA,"1985","04","27","Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra","-50.1444444","-29.0477778","-50.1444444000","-29.0477778000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA
"125","2019-01-17 11:26:44-02","PUCRS","MPUC","19037","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","C.A. Mondin","2010","01","01",NA,NA,"2010","01","17","Brasil","RS","Cambará do Sul",".","-50.1444444","-29.0477778","-50.1444444000","-29.0477778000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Magnoliopsida",NA,"4",NA
"126","2021-01-28 13:24:38-03","PUCRS","MPUC","8781","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","R.A. Baaske",NA,NA,NA,NA,NA,"1998","06","24","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,"76715","auto","Magnoliopsida",NA,"1",NA
"127","2020-10-14 10:03:40-03","FURB","FURB","12331","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2009","07","17","Ceolin, L.M.","379","2009","03","10","Brasil","Paraná","Palmas","Rio Iratim, afluente do Iguaçú.","-51.5930555","-26.3058333","-51.5930555","-26.3058333",NA,NA,NA,"FURB33726","FURB33726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:03:40-03","FURB","FURB","13123","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2009","07","17","Verdi, M.; Gasper, A.L. de","2062","2009","04","27","Brasil","Santa Catarina","Urubici","Xaxim.","-49.5911111","-28.0825","-49.5911111","-28.0825000","1407","1407","Florística IFFSC 165(Arbusto) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; entorno da mata Habito: arbustiva;","FURB02615","FURB02615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:03:40-03","FURB","FURB","13473","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2009","07",NA,"Verdi, M.; Gasper, A.L. de","1069","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.8600000","-27.9000000","1432","1432","Florística IFFSC 214(Arbórea). Entorno. Habitat: Floresta Ombrófila Mista; Estágio Avançado; floresta nebular Habito: arbórea; Fruto vermelho;","FURB33720","FURB33720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:03:40-03","FURB","FURB","32645","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M","2010","10",NA,"Verdi, M.; Martins, E.M. & Veiga, O.N.","5677","2010","09","02","Brasil","Paraná","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9566667","-25.8902777","-48.9566667","-25.8902777","1444","1444",NA,"FURB33718","FURB33718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-08 08:54:02-03","FURB","FURB","34109","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Verdi, M","2011","03","09","Verdi, M.; Dognini, J. & Rebelo, R.A.","5913","2011","02","26","Brasil","Santa Catarina","Nova Veneza","Fazenda Papagaios.","-49.6808334","-28.6188889","-49.6808334","-28.6188889","1220","1220",NA,"FURB33719","FURB33719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-08 08:54:02-03","FURB","FURB","41113","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M","2013","03","04","Grizzon, M.","199","2013","02","27","Brasil","Rio Grande do Sul","Jaquirana","Passo do S.","-50.3666667","-29.0852777","-50.3666667","-29.0852777","808","808","Caule esfolante de cor cinza","FURB33727","FURB33727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:03:40-03","FURB","FURB","45665","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Oliveira, AA de","2015","02","04","Oliveira, A.A. de","1081","2015","02","04","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.8600000","-27.9000000","1432","1432","Regeneração IFFSC 214 /O/18","FURB33721","FURB33721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:03:40-03","FURB","FURB","46946","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Brotto, ML","2014","08","21","Cordeiro, J.; Barboza, E. & Brotto, M.L.","5216","2014","08","12","Brasil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, cume.","-48.8727778","-25.9397222","-48.8727778","-25.9397222","1160","1160",NA,"FURB33724","FURB33724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-05-20 17:53:18-03","FURB","FURB","57711","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, F. C. S.","2020","04","21","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2304","2018","03","08","Brasil","Santa Catarina","Urubici",NA,"-49.5911111","-28.0825","-49.5911111","-28.0825000","140","140","Habitat: interior da unidade amostral Habito: arvoreta","FURB57711","FURB57711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:03:40-03","FURB","FURB","62659","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Kassner-Filho, A.","2019","02","09","Kassner-Filho, A.","4577","2019","02","09","Brasil","Santa Catarina","Rio Fortuna","Canyon Espraiado / Campo dos Padres. Canyon Espraiado / Campo dos Padres.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","1450","1450","Arvoreta 6m; botão","FURB62659","FURB62659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:03:40-03","FURB","FURB","64847","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Funez, L.A.","2019","02","24","Funez, L.A.; Ribeiro-Nardes, W., Costa-Rezende, D.H., Oliveira, C.T.","8742","2019","02","24","Brasil","Santa Catarina","Bom Jardim da Serra","Cânion Laranjeiras. Parque Nacional de São Joaquim","-49.5538889","-28.2719445","-49.5538889","-28.2719445","1320","1320","Flores brancas Habitat: Borda da floresta nebular Habito: Árvore","FURB64847","FURB64847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:03:40-03","FURB","FURB","2105","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M",NA,NA,NA,"Roderjan, C.V.; Kuniyoshi, Y.S.","957","1992","02","14","Brasil","Paraná","Quatro Barras","Morro do Anhagava.","-49.0769004821777","-25.3656005859375",NA,NA,"1370","1370",NA,"FURB33725","FURB33725",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"139","2020-10-14 10:03:40-03","FURB","FURB","38858","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Falkenberg, DB","1996",NA,NA,"Falkenberg, D.B.","7992","1996","06","22","Brasil","Santa Catarina","Urubici","1-1,5 km a sudeste do topo do Morro da Igreja, ao longo do afluente do Rio do Bispo, seguindo trilha próximo aos afloramentos rochosos ao sul do CINDACTA.","-49.5917015075684","-28.0149993896484",NA,NA,"1700","1700","casca lisa Habitat: beira e interior de matinha nebular pastejada Habito: arbusto ramoso; Fruto verde;","FURB33722","FURB33722",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"140","2021-03-16 17:54:04-03","UCS","HUCS","38793","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Grizzon, M.","2012","06","05","Grizzon, M.","70a","2012","02","18","Brasil","Rio Grande do Sul","Caxias do Sul","Dalanhos","-50.927236","-28.95705","-50.927236","-28.95705","805","805","mata ciliar",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-16 17:54:04-03","UCS","HUCS","39870","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Grizzon, M.","2013","03","04","Grizzon, M.","199","2013","02","27","Brasil","Rio Grande do Sul","Jaquirana","Passo do S","-50.366556","-29.088167","-50.366556","-29.088167","808","808","arvoreta 1,8m., caule esfoleante de cor cinza; margem do rio Tainhas",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-16 17:54:04-03","UCS","HUCS","37265","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Grizzon, M.","2012","06","05","Marchett, C.A.","87","2011","03","15","Brasil","Rio Grande do Sul","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000","beira de banhado",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"55856","auto",NA,NA,NA,NA
"143","2021-03-16 17:54:04-03","UCS","HUCS","21698","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M.","2004","03",NA,"Kegler, A.","1578","2002","01","29","Brasil","Rio Grande do Sul","Caxias do Sul",NA,"-51.1794013977051","-29.1681003570557",NA,NA,"780","780","mata primária",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"49662","auto",NA,NA,NA,NA
"144","2021-03-16 17:54:04-03","UCS","HUCS","22093","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M.","2003","12",NA,"Wasum, R.A.","2045","2003","11","15","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Bom Jardim","-50.4166984558105","-28.6678009033203",NA,NA,"1200","1200","interior da mata",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"55856","auto",NA,NA,NA,NA
"145","2021-03-16 17:54:04-03","UCS","HUCS","28127","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Molz, M.","2018","09","10","Wasum, R.A.","3606","2006","03","11","Brasil","Rio Grande do Sul","Jaquirana","Fazenda do Telmo","-50.3577995300293","-28.8847007751465",NA,NA,"830","830","orla da mata",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"31282","auto",NA,NA,NA,NA
"146","2021-03-16 17:54:04-03","UCS","HUCS","20382","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M.","2003","07",NA,"Wasum, R.A.","1774","2003","02","19","Brasil","Rio Grande do Sul","Jaquirana","Fazenda Rodeio Velho","-50.3577995300293","-28.8847007751465",NA,NA,"830","830","interior da mata",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"31282","auto",NA,NA,NA,NA
"147","2021-03-16 17:54:04-03","UCS","HUCS","19514","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M.",NA,NA,NA,"Roderjan, C.V.","957","1992","02","14","Brasil","Paraná","Quatro Barras","Moro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,"1370","1370","árvore 4m; Floresta Ombrófila Densa Altomontana",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"148","2021-03-16 17:54:04-03","UCS","HUCS","36506","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Lozano, E.D.",NA,NA,NA,"Lozano, E.D.","110","2009","04","25","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"arbusto 2m., flores alvas; matinha nebular",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"12577","auto",NA,NA,NA,NA
"149","2021-03-16 17:54:04-03","UCS","HUCS","4211","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"Silva, J.M.","525","1988","04","12","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"arbusto 1m, flores alvas; matinha nebular",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"150","2021-03-16 17:54:04-03","UCS","HUCS","10910","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","Sobral, M.","1996","01",NA,"Butzke, A.","s.n.","1994","02","25","Brasil","Rio Grande do Sul","Erechim","Parque Longines Malinowski","-52.2738990783691","-27.6341991424561",NA,NA,"780","780","Herbara - 7378; campo limpo",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"46790","auto",NA,NA,NA,NA
"151","2019-09-27 18:05:38-03","UFES","VIES","40856","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Larocca, P.","2013","11","14","Brotto, M.L.; Barboza, E.; Cordeiro, J. & Silva, J.M.","1408","2013","10","24","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,"1200","1200",NA,"VIES040856","VIES040856",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"152","2019-08-16 08:40:18-03","UTFPR","HCF","18559","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","O.T. Aguiar","2016","04","13","M.L. Brotto","1715","2014","07","09","Brasil","PR","Campina Grande do Sul","Rio Capivari, Barra da Cruz","-48.798333","-25.069167","48°47'54 W","25°04'09 S","686","686","árvore de 9 m; frutos pretos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-08-16 08:40:18-03","UTFPR","HCF","20036","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","M.L. Brotto","2014","08","21","J. Cordeiro","5216","2014","08","12","Brasil","PR","Guaratuba","Pico Pedra Branca de Araraquara, cume.","-48.872778","-25.939722","48°52'22 W","25°56'23 S","1160","1160","arbusto de 1,6 m; frutos maduros vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-08-16 08:40:18-03","UTFPR","HCF","18506","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","P. Larocca","2013","11","14","M.L. Brotto","1408","2013","10","24","Brasil","PR","Piraquara","Recreio da Serra","-49.005556","-25.455278","49°00'20 W","25°27'19 S","1200","1200","arbustos 1,5 m; frutos pretos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-08-16 08:40:18-03","UTFPR","HCF","13498","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","R.S. Vieira","2013","05","05","R.S. Vieira","210","2013","05","05","Brasil","PR","Campina Grande do Sul","Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"árvore com 3 m, comum na floresta altomontana. Flores alvas aromáticas.",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"156","2019-08-16 08:40:18-03","UTFPR","HCF","15313","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","R.S. Vieira","2014","08","24","R.S. Vieira","473","2014","08","22","Brasil","PR","Campina Grande do Sul","Serra Ibitiraquire, Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"arvoreta com 3 m. Na floresta altomontana. Com frutos.",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"157","2019-08-16 08:40:18-03","UTFPR","HCF","13497","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","R.S. Vieira","2013","06","01","R.S. Vieira","259","2013","06","01","Brasil","PR","Morretes","Morro do Sete","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"arbusto frequente no cume. Com frutos pretos.",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"158","2019-08-16 08:40:18-03","UTFPR","HCF","15260","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","R.S. Vieira","2014","06","02","R.S. Vieira","380","2014","06","02","Brasil","PR","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"arvoreta com 2,5 m. Na floresta altomontana. Com frutos.",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"159","2019-08-16 08:40:18-03","UTFPR","HCF","15285","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","R.S. Vieira","2014","06","02","R.S. Vieira","381","2014","06","02","Brasil","PR","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"arbusto com 1,5 m. No cume. Com flores alvas e aromáticas.",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"160","2019-08-16 08:40:18-03","UTFPR","HCF","18429","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","G. Hatschbach","1993",NA,NA,"C.V. Roderjan","1113","1993","11","07","Brasil","PR","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,"1400","1400","árvore, 2 m, frutos maduros, frequente na floresta altomontana.",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"161","2019-08-16 08:40:18-03","UTFPR","HCF","13499","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","R.S. Vieira","2013","12","26","R.S. Vieira","312","2013","12","26","Brasil","PR","São José dos Pinhais","Torre do Vigia","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"arvoreta com aproximadamente 2 m. Com frutos negros.",NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA
"162","2019-08-16 08:40:18-03","UTFPR","HCF","692","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","G. Hatschbach","2005","05",NA,"M.G. Caxambu","276","2004","01","22","Brasil","PR","Tuneiras do Oeste","Fazenda Água do Índio","-52.8760986328125","-23.8705997467041",NA,NA,NA,NA,"arvoreta com 4 m de altura. Planta com caulifloria.",NA,NA,NA,NA,NA,NA,NA,"24014","auto",NA,NA,NA,NA
"163","2019-08-16 08:40:18-03","UTFPR","HCF","15318","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","C.T. Blum","2013","12","27","C.T. Blum","1301","2013","12","27","Brasil","RS","São Francisco de Paula","estrada para a Serra do Umbu (RS-484)","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"arvoreta com 3 m, frutos roxos quase negros e verdes.",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"164","2019-08-16 08:40:18-03","UTFPR","HCF","24089","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","O.S. Ribas","2013","04","09","J.M. Silva","8427","2013","04","03","Brasil","SC","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,"1300","1300","arbusto com 3 m de altura; flor alvacenta.",NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA
"165","2019-08-16 08:40:18-03","UTFPR","HCF","14028","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","E.D. Lozano","2010",NA,NA,"J.M. Silva","5174","2006","10","25","Brasil","SC","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"subarbusto, 30 cm, fruto avermelhado. Campo de altitude.",NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA
"166","2013-04-01 09:19:51-03","IPT","BCTW","14871","S","Plantae",NA,"Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina",NA,"Serra do Oratório",NA,NA,NA,NA,NA,NA,"madeira 7",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"167","2021-03-21 19:37:42-03","UFC","EAC","15394","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzzi","Siphoneugena reitzzi","D. Legrand","Sobral, M.","1986",NA,NA,"Cordeiro, J.","s.n.","1986","04","09","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Arbusto 1m, flor alva.; Matinha nebular","EAC0015394",NA,"Dicotyledon",NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"168","2021-03-21 19:37:42-03","UFC","EAC","52825","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzzi","Siphoneugena reitzzi","D. Legrand","Grizzon, M.","2012","06","05","Marchett, C.A.","87","2011","03","15","Brasil","Rio Grande do Sul","Bom Jesus","em beira de banhado","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000",NA,"EAC0052825",NA,"Dicotyledon",NA,"Southern America",NA,NA,"55856","auto",NA,NA,NA,NA
"169","2019-11-25 12:12:20-03","UFSM","SMDB","2242","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M","2014","04","25","Klein, R M; Bresolin, A","s.n.","1971","10","20","Brasil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"SMDB002242",NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA
"170","2019-12-26 15:11:32-03","UFSM","SMDB","19253","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Felitto, G; Barboza, E","2014","05","23","Felitto, G; Ariati, V","844","2014","03","24","Brasil","Rio Grande do Sul","São José dos Ausentes","Pico do Monte Negro","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"Arbusto, 2m; flores amarronzadas, cálices pretos. Floresta Ombrófila Mista Altomontana","SMDB019253",NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA
"171","2020-12-21 16:37:43-03","MBM","MBM","41354","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","gomesiana","Siphoneugena gomesiana","Mattos","Handro, O.",NA,NA,NA,"Handro, O.","1010","1964","10",NA,"Brazil","São Paulo",NA,"Campo Grande, via férrea São Paulo - Santos",NA,NA,NA,NA,NA,NA,NA,"MBM041354","MBM041354",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:37:43-03","MBM","MBM","47574","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","gomesiana","Siphoneugena gomesiana","Mattos","Mattos, J.",NA,NA,NA,"Mattos, J.","11716","1964","03","03","Brazil","São Paulo","Paranapiacaba","Estação Biológica de Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,"MBM047574","MBM047574",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:37:43-03","MBM","MBM","346268","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Lozano, E.D.","2009",NA,NA,"Cruz, J.M.; Vaz, J.; Vaz, J.","302","2008","09","16","Brazil","Paraná","Balsa Nova","Serra São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Arbusto, 2m, fruto imaturo verde","MBM346268","MBM346268",NA,NA,"Southern America",NA,NA,"27346","auto",NA,NA,NA,NA
"174","2020-12-21 16:37:43-03","MBM","MBM","10541","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","1107","1966","04","30","Brazil","Paraná","Clevelândia","Fazenda Brandalize","-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,NA,"MBM010541","MBM010541",NA,NA,"Southern America",NA,NA,"30860","auto",NA,NA,NA,NA
"175","2020-12-21 16:37:43-03","MBM","MBM","9211","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","21179","1969","02","13","Brazil","Paraná","Guarapuava","Cachoeira dos Turcos","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"MBM009211","MBM009211",NA,NA,"Southern America",NA,NA,"53832","auto",NA,NA,NA,NA
"176","2020-12-21 16:37:43-03","MBM","MBM","32337","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","33475","1973","12","12","Brazil","Paraná","Guarapuava","Passo do Jacu","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"MBM032337","MBM032337",NA,NA,"Southern America",NA,NA,"53832","auto",NA,NA,NA,NA
