"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"46","2020-11-04 11:12:04-03","ESALQ","ESA","21902","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, J.B.",NA,NA,NA,"Jarenkow, J.A. ; Záchia, R.","2165.0","1992","10","29","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ESA021902",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"20837","auto",NA,NA,NA,NA
"47","2020-11-04 11:12:04-03","ESALQ","ESA","21940","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, J.B.",NA,NA,NA,"Jarenkow, J.A.","2071.0","1992","03","09","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ESA021940",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"20837","auto",NA,NA,NA,NA
"48","2016-02-02 14:38:23-02","BGBM","B","B 10 0185397","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Mendonça","1036",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185397 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185397","B100185397 B100185397_1","Middle and South America",NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA
"49","2019-02-15 11:40:56-02","IPA","IPA","23789","S","Plantae","Lauraceae","Ocotea","kuhlmanni","Ocotea kuhlmanni","Vattimo-Gil","Grey-Wilson, C.","1976",NA,NA,"Harley, R.M.","15751","1974","01","31","Brasil","Bahia",NA,"Serra do Sincorá, 16 km N. of Barra da Estiva on the Paraguaçu road.","-41.333333","-13.333333","-41.333333","-13.333333","1150","1150","Bushy shrub to 2,5m. Leaves very dark green above, rusty brown beneath. Flowers in bud cream.; Burnt-over grassland and low woodland on sand with laterite.","IPA0023789",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:40:56-02","IPA","IPA","13111","S","Plantae","Lauraceae","Ocotea","kuhlmanni","Ocotea kuhlmanni","Vattimo-Gil",NA,NA,NA,NA,"Handro, O.","s.n.","1935","02","02","Brasil","São Paulo","São Paulo","Jardim Botânico, na mata, nativa.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore. Flores alvas. Material florífero de ramos superiores e inferiores.","IPA0013111",NA,"Southern America",NA,NA,"Plantae",NA,NA,"53584","auto",NA,NA,NA,NA
"51","2019-02-15 11:40:56-02","IPA","IPA","13110","S","Plantae","Lauraceae","Ocotea","kuhlmanni","Ocotea kuhlmanni","Vattimo-Gil",NA,NA,NA,NA,"Handro, O.","s.n.","1935","02","02","Brasil","São Paulo","São Paulo","Jardim Botânico, na mata, nativa.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore. Flores alvas. Material florífero de ramos superiores e inferiores.","IPA0013110",NA,"Southern America",NA,NA,"Plantae",NA,NA,"53584","auto",NA,NA,NA,NA
"52","2019-08-27 13:30:39-03","IAP","PACA-AGP","110441","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","A. Quinet","2010","09","15","A. Stival-Santos","2634","2010","04","08","Brasil","SC","Angelina","Rio Fortuna.","-49.0525","-27.450556","49°03'09W","27°27'02S","841","841","FURB 25495 Habitat: interior do fragmento Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA110441",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliatae",NA,NA,NA
"53","2019-08-27 13:30:39-03","IAP","PACA-AGP","110442","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","A. Stival-Santos","2010","10","04","A. Stival-Santos","3100","2010","06","23","Brasil","SC","Águas Mornas","Rio Cubatão.","-48.960833","-27.809722","48°57'39W","27°48'35S","620","620","FURB 29647 Habitat: beira de estrada Fenofase: fruto verde Hábito: arvoreta Ecossistema: floresta ombrófila densa","PACA110442",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliatae",NA,NA,NA
"54","2019-08-27 13:30:39-03","IAP","PACA-AGP","110454","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Molz, M.","2013","12","04","A. Stival-Santos","1658","2010","02","01","Brasil","SC","Angelina","Rancho das Tábuas.","-49.049444","-27.630278","49°02'58W","27°37'49S","590","590","FURB 21019 Habitat: interior do fragmento Fenofase: botão floral esverdeado Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA110454",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliatae",NA,NA,NA
"55","2019-08-27 13:30:39-03","IAP","PACA-AGP","113775","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","A. Quinet","2010","09","15","M. Verdi","4000","2010","03","15","Brasil","SC","Orleans","Brusque do Sul","-49.411944","-28.259722","49°24'43,00W","28°15'35,00S","309","309","FURB 28862 Habitat: Interior do fragmento Ecossistema: floresta ombrófila densa","PACA113775",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliatae",NA,NA,NA
"56","2019-08-27 13:30:39-03","IAP","PACA-AGP","113776","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","A. Quinet","2010","09","15","M. Verdi","3319","2009","12","02","Brasil","SC","Morro da Fumaça","Estação Cocal","-49.232222","-28.619167","49°13'56,00W","28°37'09,00S","50","50","FURB 18108 Habitat: Interior do fragmento Ecossistema: floresta ombrófila densa","PACA113776",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliatae",NA,NA,NA
"57","2019-08-27 13:30:39-03","IAP","PACA-AGP","65488","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Molz, M.","2013","12","04","R. Klein","1334","1955","04","22","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Habitat: mata Fenofase: flor Hábito: árvore","PACA065488",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"27253","auto","Magnoliatae",NA,NA,NA
"58","2019-08-27 13:30:39-03","IAP","PACA-AGP","65485","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Molz, M.","2013","12","04","R. Klein","1158","1955","02","10","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"canela-burra; Habitat: mata Fenofase: flor Hábito: árvore","PACA065485",NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,"27253","auto","Magnoliatae",NA,NA,NA
"59","2020-12-20 21:18:05-03","UFV","VIC","11092","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Silva, A.F.; Capellari Júnior, L.","1449","1986","07","16","Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.9375","-23.075","-45.9375","-23.075",NA,NA,NA,"VIC011092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021847","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","H. van der Werff",NA,NA,NA,"G. Hatschbach; J. M. Silva","61471","1994","12","8","Brazil","Paraná",NA,"Mato Preto, estrada para Ribeirão do Rocha (mun. Cerro Azul) Paraná, Brazil","-49.27366","-24.79626",NA,NA,"600",NA,"PMC - DPP 004; Árvore, 25m, flor creme, odorífera; verso das folhas, ferrugineas. Mata pluvial.",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:38:10-03","UFJF","CESJ","62356","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo","S.A.Nicolau","1995",NA,NA,"A. Bresolin","1375","1979","12","19","Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina - Lagoa do Peri, Altitude: 300m.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Altura: 20m; Hábito: árvore; Habitat: Mata; Flor: creme.","CESJ062356",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"27000","auto",NA,NA,NA,NA
"62","2019-11-21 14:38:10-03","UFJF","CESJ","59418","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","A. Korte","2010","03","23","A. Korte; A.Kniess","1968","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca(antigo Alto RIo do Oeste), Lat.:26º54'36,00S; Lon.:50º13'13,00O; Alt.:786m.","-50.220278","-26.91","-50.220278","-26.91","786","786","Floresta Ombrófila Densa; estádio suces.: avançado. Árvore, 18m alt, fruto imaturo.","CESJ059418",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:16:38-03","UNICAMP","UEC","21987","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo","Coe-Teixeira, B",NA,NA,NA,"Gomes, APS","s.n.","1959","09",NA,"Brazil","São Paulo","Paranapiacaba","Linha São Paulo - Santos. Estação Biológica.",NA,NA,NA,NA,NA,NA,NA,"UEC003810","UEC003810",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:32:40-03","UNICAMP","UEC","75862","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo","Baitello, JB",NA,NA,NA,"Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","470","1995","04","19","Brazil","São Paulo","Parelheiros","Camping Ana Paula. Área ajardinada.","-46.774444","-23.9","-46.774444","-23.9",NA,NA,"Árvore ca. 14,0 m alt, DAP 0,25 m. Frutos imaturos verdes.","UEC003812","UEC003812",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:32:40-03","UNICAMP","UEC","162795","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Franco, GADC","2006","01","01","Ivanauskas, NM; Souza, FM; Polisel, RT; Santos, VS","6066","2005","12","13","Brazil","São Paulo","Embu das Artes","Itatuba Avenida 7 de setembro, Comunidade terapêutico (Datum Córrego Alegre, zona 23 K)","-46.889167","-23.636111","-46.889167","-23.636111","840","840","Árvore de 12 m. Botões florais.","UEC038059","UEC038059",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:32:40-03","UNICAMP","UEC","133371","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, PLR",NA,NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","372","2004","03","17","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha da Vitória.","-47.916667","-24.883333","-47.916667","-24.883333","30","155","Árvore de 25m, frutos imaturos verdes.","UEC014560","UEC014560",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:32:40-03","UNICAMP","UEC","133376","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, PLR",NA,NA,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","372","2004","03","17","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha da Vitória.","-47.916667","-24.883333","-47.916667","-24.883333","30","155","Árvore de 25m, frutos imaturos verdes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:16:41-03","UNICAMP","UEC","147103","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, ML","2018","09",NA,"Aguirre, GH; et al.","98","2005","09","22","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,"UEC003841","UEC003841",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:32:40-03","UNICAMP","UEC","182297","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, JB","2002","05","28","Torres, RB; Paula, JB; Pereira, CA","1424","2001","03","22","Brazil","Minas Gerais","Camanducaia","Mata do Chico Rei.","-46.083889","-22.756667","-46.083889","-22.756667","1395","1395","Árvore, ca. 15 m de altura.Frutos imaturos verdes.; Dossel, trecho com muita taquara.","UEC085015","UEC085015",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:32:40-03","UNICAMP","UEC","95677","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, JB","2000","02","18","Ivanauskas, NM; Mazine, FF","817","1996","06","01","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Árvore de 15 m. Frutos.; Floresta Atlântica.","UEC014572","UEC014572",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-06 09:56:02-03","UFOP","OUPR","18267","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P.L.R.","2011","12","12","Araújo, A.C.","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Terreno úmido. Arbusto, flores pálidas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:02:17-03","FURB","FURB","18108","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Verdi, M.; Tomazi, A.L. & Klemz, G.","3319","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","Florística IFFSC 51 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27470","FURB27470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:02:17-03","FURB","FURB","20066","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Stival-Santos, A.; Legal, E. & Silveira, S.","1518","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","-49.0497222","-27.5400000","835","835","Florística IFFSC 348 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: arbórea; flor amarela","FURB27471","FURB27471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:02:17-03","FURB","FURB","20110","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Gasper, A.L. de; Brogni, E.","2524","2007","11","27","Brasil","Santa Catarina","Bela Vista do Toldo","Serra do Lucindo.","-50.4891666","-26.4597222","-50.4891666","-26.4597222","866","866","Fito IFFSC 939 /L/39 Habitat: Floresta Ombrófila Mista; Habito: arbórea;","FURB27472","FURB27472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:02:17-03","FURB","FURB","20497","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, AA de","2010","10","05","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1086","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","-49.5852777","-26.7275000","785","785","Florística IFFSC e801a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor amarela","FURB27469","FURB27469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:02:17-03","FURB","FURB","21019","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, AA de","2010","09","22","Stival-Santos, A.; Legal, E. & Silveira, S.","1658","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","590","590","Florística IFFSC 314 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral esverdeado","FURB27474","FURB27474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:02:17-03","FURB","FURB","21707","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Korte, A","2010","03","23","Korte, A.; Kniess, A.","1968","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).","-50.2202778","-26.91","-50.2202778","-26.9100000","786","786","Florística IFFSC 681 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea; Fruto com fruto;","FURB27473","FURB27473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:02:17-03","FURB","FURB","24019","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4430","2010","04","14","Brasil","Santa Catarina","Grão Pará","Barra do Rio do Meio.","-49.3222223","-28.17","-49.3222223","-28.1700000","332","332","Fito IFFSC 143 /L/34 e L/11. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore;","FURB27475","FURB27475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:02:17-03","FURB","FURB","24072","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Korte, A","2010","04","01","Korte, A.; Kniess, A.","2484","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande.","-49.3205556","-27","-49.3205556","-27.0000000","154","154","Florística IFFSC 634 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: árvore;","FURB02035","FURB02035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:02:17-03","FURB","FURB","24453","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Korte, A","2010","04","09","Korte, A.; Kniess, A.","2642","2010","04","09","Brasil","Santa Catarina","Presidente Getúlio","Santa Rita.","-49.7705556","-27.0902777","-49.7705556","-27.0902777","516","516","Florística IFFSC 571 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: arbórea;","FURB27477","FURB27477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:02:17-03","FURB","FURB","25495","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2634","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna.","-49.05","-27.4505556","-49.0500000","-27.4505556","841","841","Florística IFFSC 386 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27478","FURB27478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:02:17-03","FURB","FURB","26034","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Korte, A.; Kniess, A.","3398","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","Florística IFFSC 577 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27476","FURB27476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:02:17-03","FURB","FURB","27170","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Korte, A.; Kniess, A.","1615","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222","-50.0380555","-27.0922222","400","400","Florística IFFSC 568 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27480","FURB27480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:02:17-03","FURB","FURB","27411","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, AA de","2010","09","22","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2596","2010","06","01","Brasil","Santa Catarina","São Martinho","Chicão - Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","558","558","Florística IFFSC e173b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;","FURB27481","FURB27481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:02:17-03","FURB","FURB","27747","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Dreveck, S.; Carneiro, F.E.","1919","2010","03","15","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.69","-26.19","-48.6900000","-26.1900000","430","430","Florística IFFSC 1052 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto verde;","FURB27482","FURB27482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-10-14 10:02:17-03","FURB","FURB","28743","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, AA de","2010","09","21","Verdi, M.; Burkhardt, B. & Klemz, G.","5125","2010","06","30","Brasil","Santa Catarina","São Bonifácio","Santa Maria.","-48.96","-27.9938889","-48.9600000","-27.9938889","339","339","Fito IFFSC 197 /N/41 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27484","FURB27484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:02:17-03","FURB","FURB","28769","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, AA de","2010","09","22","Korte, A.; Kniess, A.","1838","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","802","802","Fito IFFSC 625 /S/44 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto com fruto;","FURB27487","FURB27487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:02:17-03","FURB","FURB","28788","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, AA de","2010","09","22","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4350","2010","04","10","Brasil","Santa Catarina","São Martinho","Estrada Geral São Luiz/SC - 407.","-48.9583333","-28.1683334","-48.9583333","-28.1683334","89","89","Fito IFFSC 147 /N/3","FURB27486","FURB27486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:02:17-03","FURB","FURB","28862","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Verdi, M.; Souza, N.L. de & Klemz, G.","4000","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul.","-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","Fito IFFSC 118 /S/22 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB27483","FURB27483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 10:02:17-03","FURB","FURB","29647","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Stival-Santos, A","2010","10","04","Stival-Santos, A.; Legal, E. & Silveira, S.","3100","2010","06","23","Brasil","Santa Catarina","Águas Mornas","rio Cubatão.","-48.9608333","-27.8097222","-48.9608333","-27.8097222","620","620","Florística IFFSC 253 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira de estrada Habito: arvoreta; Fruto verde;","FURB27479","FURB27479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 10:02:17-03","FURB","FURB","32098","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, AA de","2010","11","09","Schmitt, J.L.; Caglioni, E.","3096","2010","10","12","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","Florística IFFSC e148b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;","FURB27488","FURB27488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:02:17-03","FURB","FURB","33115","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","10",NA,"Dreveck, S.","256","2010","06","01","Brasil","Santa Catarina","Rio dos Cedros","Pinhal.","-49.4113889","-26.6383333","-49.4113889","-26.6383333","742","742","Fito IFFSC 858 /O/58 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB27489","FURB27489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
