"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"199","2020-11-12 17:00:44-03","UEL","FUEL","49149","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Stival-Santos, A; Legal, E; Silveira, S","2634","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna, 27°27'02S 49°03'S.","-48.9852981567383","-27.5685997009277",NA,NA,"741","741",NA,"FUEL004181",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,"25961","auto",NA,NA,NA,NA
"200","2020-11-12 17:00:44-03","UEL","FUEL","51120","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Verdi, M; ATomazi, AL; Klemz, G","3319","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal, 28.370900 S 49.135600 W","-49.2099990844727","-28.6508007049561",NA,NA,"50","50",NA,"FUEL004178",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,"13986","auto",NA,NA,NA,NA
"201","2020-11-12 17:00:44-03","UEL","FUEL","51170","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A","2010","09","15","Verdi, M; N.L. de Souza; Klemz, G","4000","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul, 28.153500 S 49.244300 W","-49.2914009094238","-28.3589000701904",NA,NA,"309","309",NA,"FUEL004171",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,"31549","auto",NA,NA,NA,NA
"202","2020-11-12 17:00:44-03","UEL","FUEL","51158","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Korte, A","2010","03","23","Korte, A; Kniess, A","1968","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca (antigo Alto Rio do Oeste), 26.543600 S 50.131300 W","-50.1413993835449","-26.9489002227783",NA,NA,"786","786",NA,"FUEL004170",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,"24225","auto",NA,NA,NA,NA
"203","2020-11-12 17:00:44-03","UEL","FUEL","51119","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","A.A. de Oliveira","2010","09","22","Verdi, M; Souza, NL; Klemz, G; Klettenberg, DH","4350","2010","04","10","Brasil","Santa Catarina","São Martinho","Estrada Geral São Luiz/SC - 407, 28.100600 S 48.573000 W","-48.9794006347656","-28.1646995544434",NA,NA,"89","89",NA,"FUEL004179",NA,NA,NA,NA,"Tracheophyta","Laurales",NA,"20505","auto",NA,NA,NA,NA
"204","2019-11-01 15:02:00-03","UnB","UB","150187","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo","Werff, HVD","1995",NA,NA,"Hatschbach, G","61471","1994","12","08","Brasil","Paraná ","Cerro Azul","Mato Preto, estrada para Ribeirão do Rocha","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Alt. 600m; Árvore 25m, flor creme, odorífera. Verso das folhas ferrugíneas; Mata pluvial",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,NA,"32006","auto",NA,NA,NA,NA
"205","2020-08-20 20:39:32-03","UFSC","FLOR","64895","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Vattimo, T. de","1976",NA,NA,"Klein, R.M.; Bresolin, A.","10644A","1972","01","15","Brasil","Santa Catarina","Paulo Lopes","Bom Retiro.","-48.6836013793945","-27.9617004394531",NA,NA,"400","400","Arvoreta de 4 metros. Flor creme","FLOR0064895","FLOR0064895",NA,NA,NA,NA,"Laurales",NA,"23385","auto",NA,NA,NA,NA
"206","2020-08-20 14:57:03-03","UFSC","FLOR","54697","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Mello, A.S.","2014","05","13","Mello, A.S.; Nuernberg, A.","951","2014","05","13","Brasil","Santa Catarina","Águas Mornas",NA,"-48.939167",NA,"48º56'21''W","27º43'76''S",NA,NA,"arbórea, espécie rara, estéril. Coordenadas aproximadas.","FLOR0054697",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,NA
"207","2020-08-20 14:57:03-03","UFSC","FLOR","40630","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Stival-Santos, A.","2010","10","04","Stival-Santos, A.; Legal, E. & Silveira, S.","3100","2010","06","23","Brasil","Santa Catarina","Águas Mornas","Rio Cubatão.","-48.960833","-27.809722","48º57'39''W","27º48'35''S","620","620","arvoreta, flor verde, 4m altura. Florística IFFSC 253; Estádio Suces. Avançado.","FLOR0040630",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,NA
"208","2020-08-20 14:57:03-03","UFSC","FLOR","40744","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A.","2010","09","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2634","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna.","-49.05","-27.450556","49º3'0''W","27º27'2''S","841","841","arbórea, 15m altura. Florística IFFSC 386 (Arbórea), Estádio Suces.: Avançado.","FLOR0040744",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,NA
"209","2020-08-20 14:57:03-03","UFSC","FLOR","44563","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, A.S. de","2010","11","09","Schmitt, J.L.; Caglioni, E.","3096","2010","10","12","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.869722","-28.164722","48º52'11''W","28º9'53''S","666","666","arbórea, flor verde, 18m altura. Florística IFFSC e148 (Arbórea). Floresta Ombrófila Densa.","FLOR0044563",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,NA
"210","2020-08-20 14:57:03-03","UFSC","FLOR","45015","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Korte, A.; Kniess, A.","3398","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.230833","-27.09","49º13'51''W","27º5'24''S",NA,NA,"arbórea. Florística IFFSC 577 (Arbórea). Floresta Ombrófita Densa.","FLOR0045015",NA,NA,NA,NA,NA,"Laurales",NA,NA,NA,NA,NA,NA,NA
"211","2020-08-20 14:57:03-03","UFSC","FLOR","27315","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2013","12","19","Jarenkow, J.A.","2383","1994","01","11","Brasil","Rio Grande do Sul","Morrinhos do Sul","Perdida.","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"árvore, flor amarela, 15m altura","FLOR0027315",NA,NA,NA,NA,NA,"Laurales",NA,"12766","auto",NA,NA,NA,NA
"212","2020-08-20 14:57:03-03","UFSC","FLOR","26491","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2013","12","19","Jarenkow, J.A.","2071","1992","03","09","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"árvore, Fruto Imaturo, verde, 17m altura","FLOR0026491",NA,NA,NA,NA,NA,"Laurales",NA,"20837","auto",NA,NA,NA,NA
"213","2020-08-20 14:57:03-03","UFSC","FLOR","7074","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2013","12","18","Bresolin, A.","1375","1979","12","19","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","árvore, flor creme, 20m altura","FLOR0007074",NA,NA,NA,NA,NA,"Laurales",NA,"27000","auto",NA,NA,NA,NA
"214","2020-08-20 14:57:03-03","UFSC","FLOR","5987","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2013","12","18","Klein, R.M.","7104","1967","01","17","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","árvore, flor esbranquiçada, 30m altura","FLOR0005987",NA,NA,NA,NA,NA,"Laurales",NA,"27000","auto",NA,NA,NA,NA
"215","2020-08-20 14:57:03-03","UFSC","FLOR","5970","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Nicolau, S.A.","1995","05","28","Klein, R.M.; Bresolin, A.","8299","1969","04","16","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"500","500","árvore, Fruto Imaturo, verde, 15m altura","FLOR0005970",NA,NA,NA,NA,NA,"Laurales",NA,"27000","auto",NA,NA,NA,NA
"216","2020-08-20 14:57:03-03","UFSC","FLOR","2993","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2013","12","18","Klein, R.M.; Bresolin, A.","10709","1973","02","16","Brasil","Santa Catarina","Imaruí","Águas Mornas.","-48.8199996948242","-28.3414001464844",NA,NA,"250","250","árvore, flor creme, 25m altura","FLOR0002993",NA,NA,NA,NA,NA,"Laurales",NA,"29971","auto",NA,NA,NA,NA
"217","2020-08-20 14:57:03-03","UFSC","FLOR","5615","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2013","12","18","Klein, R.M.; Bresolin, A.","10014","1972","01","18","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"700","700","árvore, flor verde, 15m altura","FLOR0005615",NA,NA,NA,NA,NA,"Laurales",NA,"31105","auto",NA,NA,NA,NA
"218","2020-08-20 14:57:03-03","UFSC","FLOR","681","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2013","12","18","Reitz, R.; Klein, R.M.","8307","1959","01","26","Brasil","Santa Catarina","Rio do Sul","Alto Matador.","-49.6431007385254","-27.2141990661621",NA,NA,"800","800","árvore, flor amarelada, 15m altura","FLOR0000681",NA,NA,NA,NA,NA,"Laurales",NA,"15163","auto",NA,NA,NA,NA
"219","2020-08-20 14:57:03-03","UFSC","FLOR","695","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2013","12","18","Reitz, R.; Klein, R.M.","4142","1959","10","31","Brasil","Santa Catarina","Sombrio","Pirão Frio.","-49.61669921875","-29.113899230957",NA,NA,"10","10","árvore, Fruto Imaturo, verde, 20m altura","FLOR0000695",NA,NA,NA,NA,NA,"Laurales",NA,"16515","auto",NA,NA,NA,NA
"220","2021-03-04 15:44:12-03","IF","SPSF","20440","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii",NA,NA,NA,NA,NA,"N.M.Ivanauskas & F.F.Mazine","817","1996","06","01","Brasil","SP","Pariquera-Açú","floresta atlantica","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"17990","auto","Magnoliopsida",NA,NA,NA
"221","2021-03-04 15:44:12-03","IF","SPSF","12644","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii",NA,NA,NA,NA,NA,"J.B.Baitello","279","1988","12","08","Brasil","SP","São Paulo","serra da Cantareira, Pinheirinho","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"53584","auto","Magnoliopsida",NA,NA,NA
"222","2021-03-04 15:44:14-03","IF","SPSF","26490","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia",NA,NA,NA,NA,NA,"M.M.Los","147","1985","04","10","Brasil","PR","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"13536","auto","Magnoliopsida",NA,NA,NA
"223","2021-03-04 15:44:14-03","IF","SPSF","47802","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","M.L.Brotto","2012","10","23","Y.S.Kuniyoshi","6027","1985","04","26","Brasil","PR","Guaraqueçaba","Faz. Madezatti","-48.3288993835449","-25.3066997528076",NA,NA,"650","650","COLETA: Árvore 25 m; frutos verdes.&nf;Nome popular: Canela; GEOGRAFIA: Formação Vegetal: Floresta Ombrófila Densa Montana.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"37295","auto","Magnoliopsida",NA,NA,NA
"224","2021-03-04 15:44:14-03","IF","SPSF","35738","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia",NA,NA,NA,NA,NA,"N.M.Ivanauskas & F.M de Souza & R.T. Polisel & V. de S.Santos","6066","2005","12","13","Brasil","SP","Embú","Itatuba","-46.8499984741211","-23.6399993896484",NA,NA,"840","840","COLETA: XLS: SPSFNovo; Árvore de 12 m. Botões florais.; GEOGRAFIA: Comunidade terapêutica&nf;UTM: X=307318 Y=7384801 ZONA=23K;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"6851","auto","Magnoliopsida",NA,NA,NA
"225","2021-03-04 15:44:14-03","IF","SPSF","18718","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","2008","12","09","G.F.Arbocz","900","1994","10","14","Brasil","SP","Joanópolis","estrada para Cachoeira dos Pretos","-46.2700004577637","-22.9300003051758",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"22329","auto","Magnoliopsida",NA,NA,NA
"226","2021-03-04 15:44:14-03","IF","SPSF","14487","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","2008","12","09","P.L.R.Moraes","484","1991","07","31","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"34059","auto","Magnoliopsida",NA,NA,NA
"227","2021-03-04 15:44:14-03","IF","SPSF","38875","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","P.L.R.Moraes",NA,NA,NA,"C. Urbanetz","372","2004","03","17","Brasil","SP","Cananéia","Fazenda Folha Larga","-47.916667","-24.883333",NA,NA,"30","155","COLETA: Árvore de 25m, conhecida como canela sassifrás, frutos imaturos verdes.; GEOGRAFIA: Trilha da Votória.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"228","2021-03-04 15:44:14-03","IF","SPSF","42875","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","M.L.Brotto","2010","01","19","M.L.Brotto & R.Franzen Jr.","411","2010","01","19","Brasil","PR","Quatro Barras","serra da Baitaca","-49.010278","-25.388889",NA,NA,"1105","1105","COLETA: Floresta Ombrófila Densa Montana.&nf;Árvore 17m; flores pistiladas amarelo-esverdeadas com odor suave.; GEOGRAFIA: Parque Estadual;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"229","2021-03-04 15:44:14-03","IF","SPSF","49809","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","(Lindl.) Chiron & Xim.Bols.","M.L.Brotto","2014","11","10","M.L.Brotto","1806","2014","09","24","Brasil","PR","Adrianópolis","parque das Lauráceas","-48.6975","-24.852778",NA,NA,"900","900","COLETA: Árvore de 25m de altura; frutos imaturos verdes. Floresta Ombrófila Densa Montana.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"230","2021-03-04 15:44:14-03","IF","SPSF","49816","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","(Lindl.) Chiron & Xim.Bols.","M.L.Brotto","2014","11","13","M.L.Brotto","1814","2014","11","04","Brasil","PR","Adrianópolis","parque das Lauráceas","-48.710556","-24.853056",NA,NA,"895","895","COLETA: Árvore de 25m de altura, frutos imaturos verdes e pouco maduros pretos. Floresta Ombrófila Densa Montana.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"231","2021-03-04 15:44:14-03","IF","SPSF","50002","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","(Lindl.) Chiron & Xim.Bols.","M.L.Brotto","2015","01","27","M.L.Brotto & S.Prado","1862","2015","01","20","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.712222","-24.853333",NA,NA,"896","896","COLETA: Árvore de 19m de altura; flores femininas verde-amareladas; ainda com alguns frutosd maduros da frutificação anterior. Floresta Ombrófila Densa Montana.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"232","2021-03-04 15:44:14-03","IF","SPSF","20453","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","2008","12","09","G. Hatschbach & J.M.Silva","61471","1994","12","08","Brasil","PR","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata pluvial&nf;;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"32006","auto","Magnoliopsida",NA,NA,NA
"233","2021-03-04 15:44:14-03","IF","SPSF","26613","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia",NA,NA,NA,NA,NA,"E.Rotta","170","1980","04","23","Brasil","PR","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"13536","auto","Magnoliopsida",NA,NA,NA
"234","2021-03-04 15:44:14-03","IF","SPSF","26600","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia",NA,NA,NA,NA,NA,"E.Rotta","136","1979","12","07","Brasil","PR","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"13536","auto","Magnoliopsida",NA,NA,NA
"235","2021-03-04 15:44:14-03","IF","SPSF","26478","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia",NA,NA,NA,NA,NA,"M.M.Los","148","1985","04","10","Brasil","PR","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"13536","auto","Magnoliopsida",NA,NA,NA
"236","2021-03-04 15:44:14-03","IF","SPSF","39662","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","1999","07","28","S.A.P.Godoy & G.M.P.Ferreira & D.L.Pereira & S.J.De Sordi & R.J.F. Garcia","470","1995","04","19","Brasil","SP","São Paulo","bairro de Parelheiros","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: Árvore 14m altura, 25cm de DAP; frutos imaturos verdes.; GEOGRAFIA: Camping Ana Paula.&nf;Área ajardinada.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"53584","auto","Magnoliopsida",NA,NA,NA
"237","2021-03-04 15:44:14-03","IF","SPSF","20059","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","2008","12","09","S.A.P.Godoy","470","1995","04","19","Brasil","SP","São Paulo","Parelheiros","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area ajardinada&nf;;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"53584","auto","Magnoliopsida",NA,NA,NA
"238","2021-03-04 15:44:14-03","IF","SPSF","13848","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","2016","03","01","J.B.Baitello","375","1990","11","27","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: árvore início de floração; GEOGRAFIA: Região do Pinheirinho, área1, linha 10, avulsa.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"53584","auto","Magnoliopsida",NA,NA,NA
"239","2021-03-04 15:44:14-03","IF","SPSF","05538","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","2008","12","09","B.Braga",NA,"1969","02","06","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"53584","auto","Magnoliopsida",NA,NA,NA
"240","2021-03-04 15:44:14-03","IF","SPSF","19164","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","2008","12","09","J.B.Baitello","764","1995","07","09","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"34059","auto","Magnoliopsida",NA,NA,NA
"241","2021-03-04 15:44:14-03","IF","SPSF","21282","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","J.B.Baitello","2008","12","09","P.L.R.Moraes","537","1991","11","15","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"34059","auto","Magnoliopsida",NA,NA,NA
"242","2014-10-09 13:58:22-03","UHH","HBG","509945","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo",NA,NA,NA,NA,"Pessoal do Horto Flor.","94975","1928","02","02","Brazil",NA,NA,"Rumo, Horto Florestal, Rio.",NA,NA,NA,NA,NA,NA,"ex Jardim Botânico do Rio de Janeiro.acc. 26.2.1985/Inv.-Nr. 623.arv. de 10-11 m NEOTROP","HBG509945","HBG509945","South America",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA
"243","2021-02-08 12:42:59-03","UFRGS","ICN","120932","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Molz, M","2015","10","05","Nunes, CC","s.n.","1999","01","30","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,NA,"ICN00013889","ICN00013889 ICN00013889_1","América do Sul",NA,NA,"Dicotyledon",NA,NA,"7549","auto",NA,NA,NA,NA
"244","2021-02-08 12:42:59-03","UFRGS","ICN","134354","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Rossoni, MG","s.n.","1999","04","17","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"Com frutos.","ICN00014507","ICN00014507 ICN00014507_1","América do Sul",NA,NA,"Dicotyledon",NA,NA,"7549","auto",NA,NA,NA,NA
"245","2021-02-08 12:42:59-03","UFRGS","ICN","118928","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Rossoni, MG","s.n.","1999","07","31","Brasil","RS","Dom Pedro de Alcântara","Mato da Cova Funda","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"Com frutos.","ICN00014510","ICN00014510 ICN00014510_1","América do Sul",NA,NA,"Dicotyledon",NA,NA,"7549","auto",NA,NA,NA,NA
"246","2021-02-08 12:42:59-03","UFRGS","ICN","161930","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Molz, M","s.n.","2008","02","28","Brasil","RS","Maquiné","Reserva Biológica Estadual da Serra Geral, Trilha da Encantada para o Faxinal","-50.2071990966797","-29.6749992370605",NA,NA,"670","670","Árvore, 19 m de altura, 215 cm de perímetro; Floresta Atlântica de encosta","ICN00014511","ICN00014511","América do Sul",NA,NA,"Dicotyledon",NA,NA,"28094","auto",NA,NA,NA,NA
"247","2021-02-08 12:42:59-03","UFRGS","ICN","041267","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Waechter, JL; Baptista, LRM","813","1978","04","15","Brasil","RS","Torres","Limoeiro","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Árvore de grande porte.; Em interior de mato.","ICN00014515","ICN00014515 ICN00014515_1","América do Sul",NA,NA,"Dicotyledon",NA,NA,"20837","auto",NA,NA,NA,NA
"248","2021-02-08 12:42:59-03","UFRGS","ICN","111795","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Jarenkow, JA; Záchia, R","2165",NA,NA,NA,"Brasil","RS","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doção PEL N° 13913; Árvore ca. 17 m de altura, CAP de 94 cm, Frutos com cúpula e baga verdes, quase maduros.; Em Mata Atlântica de encosta","ICN00014513","ICN00014513","América do Sul",NA,NA,"Dicotyledon",NA,NA,"20837","auto",NA,NA,NA,NA
