"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","relatedCatalogItem","typeStatus","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"50","2009-12-24 06:49:00-02","MO","MOBOT","3068958","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","P. Maas & H. Maas (WAG)",NA,NA,NA,"Shunsuke Tsugaru|T. Tariki|K. Takeuchi","1987","12","12","Brazil","Rio Grande do Sul",NA,"Vicinity of Pinhal, municipio de Pinhal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsugaru B-2451","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-10 04:40:00-03","MO","MOBOT","100283914","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","P.J.M. Maas & H. Maas (WAG)",NA,NA,NA,"Pedro L. R. de Moraes|H. van der Werff","2009","8","26","Brazil","Bahia","Ibicoara",NA,"-41.2846984863281","-13.4105997085571",NA,NA,NA,NA,NA,NA,NA,"Moraes 2926","South America",NA,NA,NA,NA,NA,NA,NA,"34188","auto","1",NA
"52","2021-01-26 14:12:30-03","CPACT","ECT","5459","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","C.N.Fraga","2014","11","11","G.Heiden; M.M.Marchi | C.C.Mistura | E.E.Sosinski","2014","11","11","Brasil","Rio Grande do Sul","Mostardas","Parque Nacional da Lagoa do Peixe. Estrada de acesso ao Balneário Mostardense. Campos de clima temperado (pampas), em campos arenosos.","-50.847222","-31.115","50º50'50''W","31º6'54''S","2","2",NA,"ECT0005459","ECT0005459","2235",NA,NA,NA,"Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2141313","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis",NA,NA,NA,NA,NA,"L. B. Smith & R. Reitz","1952","2","27","Brazil","Santa Catarina","Araranguá","Arroio do gildo, sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,NA,"US00225012","US00225012_01","5891","South America",NA,NA,NA,"Orchidales","Monocotyledonae",NA,NA,"19353","auto","1",NA
"54","2020-09-12 05:00:02-03","US","US","2856990","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis",NA,NA,NA,NA,NA,"S. A. Mori","1979","7","27","Brazil","Bahia","Mucugê","Município de Mucujê. 10-15 km ao NW de Mucujê, na estrada para Andaraí. Campo Rupestre","-41.3708000183105","-13.0052995681763",NA,NA,"1000",NA,NA,"US00225011","US00225011_01","12676","South America - Neotropics",NA,NA,NA,"Orchidales","Monocotyledonae",NA,NA,"52493","auto","1",NA
"55","2019-10-07 09:20:20-03","UEFS","HUEFS","10643","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme",NA,"1998","12",NA,"Ganev, W.","1992","04","25","Brasil","Bahia","Abaíra",NA,"-41.766667","-13.383333","41W46'","13S23'","1000","1000",NA,"HUEFS0010643","HUEFS0010643","200",NA,NA,NA,"Angiospermae","Dioscoreales","Lilianae",NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:20:20-03","UEFS","HUEFS","227879","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme",NA,NA,NA,NA,"Melo, E.","2016","09","16","Brasil","Bahia","Morro do Chapéu","Chapada Diamantina, Morrão: morro da antena, ápice.","-41.209444","-11.591111","41W12'34''","11S35'28''","1260","1260","Cerrado.","HUEFS0227879","HUEFS0227879","13331",NA,NA,NA,"Angiospermae","Dioscoreales","Lilianae",NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:20:20-03","UEFS","HUEFS","71582","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","E.Melo","2013","06",NA,"Silva, C.C.","2003","05","01","Brasil","Bahia","Morro do Chapéu","Caminho para a Cachoeira do Ferro Doido, próximo ao leito do rio.","-40.983333","-11.616667","40W59'","11S37'",NA,NA,NA,"HUEFS0071582","HUEFS0071582","12",NA,NA,NA,"Angiospermae","Dioscoreales","Lilianae",NA,NA,NA,NA,NA,NA
"58","2019-10-07 09:20:20-03","UEFS","HUEFS","96066","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme",NA,NA,NA,NA,"Conceição, A.A.","2005","05","20","Brasil","Bahia","Lençóis","Parna, Chapada Diamantina.","-41.391944","-12.585833","41W23'31''","12S35'9''",NA,NA,"Afloramento rochoso margem esquerda do Ribeirão do Meio.","HUEFS0096066","HUEFS0096066","1367",NA,NA,NA,"Angiospermae","Dioscoreales","Lilianae",NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:20:20-03","UEFS","HUEFS","96803","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","E.B.Miranda","2005","07",NA,"Neves, S.P.S.","2005","06","14","Brasil","Bahia","Lençóis","Margem esquerda de quem desce o rio, afloramento rochoso do Ribeirão do Meio.","-41.391667","-12.585833","41W23'30''","12S35'9''","390","390",NA,"HUEFS0096803","HUEFS0096803","24",NA,NA,NA,"Angiospermae","Dioscoreales","Lilianae",NA,NA,NA,NA,NA,NA
"60","2021-03-04 11:15:55-03","UEFS","HUEFS","152355","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","P.J.M.Maas & H.Maas",NA,NA,NA,"Moraes, P.L.R.de","2009","08","26","Brasil","Bahia","Ibicoara",NA,"-41.2846984863281","-13.4105997085571",NA,NA,NA,NA,NA,"HUEFS0152355","HUEFS0152355 HUEFS0152355_e1","2926",NA,NA,NA,"Angiospermae","Dioscoreales","Lilianae",NA,NA,"34188","auto",NA,NA
"61","2019-10-07 09:20:20-03","UEFS","HUEFS","29658","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme",NA,NA,NA,NA,"Pirani, J.R.","1981","07","21","Brasil","Bahia","Mucugê","Estrada Nova Andaraí - Mucugê, a 13 km de Mucugê, próximo a grande pedreira na margem esquerda.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"Em solo brejoso.","HUEFS0029658","HUEFS0029658","CFCR1645",NA,NA,NA,"Angiospermae","Dioscoreales","Lilianae",NA,NA,"52493","auto",NA,NA
"62","2019-10-07 09:20:20-03","UEFS","HUEFS","39364","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme",NA,NA,NA,NA,"Miranda, E.B.","1999","09","04","Brasil","Bahia","Lençóis","Trilha para a Gruta do Lapão.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"Mata de encosta.","HUEFS0039364","HUEFS0039364","203",NA,NA,NA,"Angiospermae","Dioscoreales","Lilianae",NA,NA,"47385","auto",NA,NA
"63","2020-07-23 12:01:08-03","CEPLAC","CEPEC","119179","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis",NA,"P. J. M. Maas",NA,NA,NA,"J. S. Santos","1977","03","04","Brasil","Bahia","miguel calmon","Piemonte da Diamantina. Trilha para a Grota de D. Antonia.","-40.516667","-11.333333","40W31'","11S20'",NA,NA,NA,NA,NA,"138",NA,NA,NA,NA,NA,NA,"30/05/2009",NA,NA,NA,NA,NA
"64","2020-07-23 12:01:08-03","CEPLAC","CEPEC","17179","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis",NA,"H. Maas",NA,NA,NA,"S. A. Mori","1979","07","27","Brasil","Bahia","MUCUGÊ","10 a 15Km ao NW de Mucuge, na estrada p/ Mucuge.","-41.333333","-12.95","41W20'0","12S57'0",NA,NA,NA,NA,NA,"12676",NA,NA,NA,NA,NA,NA,"30/12/1987",NA,NA,NA,NA,NA
"65","2020-07-23 12:01:08-03","CEPLAC","CEPEC","30786","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis",NA,"P. J. M. Maas",NA,NA,NA,"R. M. Harley","1980","05","31","Brasil","Bahia","MORRO DO CHAPÉU","19.5Km ao SE da cidade, BA-052 Rod. p/ Mundo Novo. Prox.ao Rio do Ferro Doido.","-41.033333","-11.633333","41W2'0","11S38'0",NA,NA,NA,NA,NA,"22891",NA,NA,NA,NA,NA,NA,"30/12/1982",NA,NA,NA,NA,NA
"66","2020-07-23 12:01:08-03","CEPLAC","CEPEC","38086","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis",NA,"H. Maas",NA,NA,NA,"R. Kral","1974","03","30","Brasil","Bahia","MUCUGÊ","Ca. 15Km ao N Mucugê. Campo próx. Rod. Mucugê/Andaraí. Ao S da ponte sobre o Rio Piaba.","-41.3708000183105","-13.0052995681763","0W0'0","0S0'0",NA,NA,NA,NA,NA,"72854",NA,NA,NA,NA,NA,NA,"30/12/1987",NA,"52493","auto",NA,NA
"67","2016-08-23 09:45:07-03","NHMLondon","NHM-LONDON-BOT","BM000938097","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","VanBenthem,J. & Maas,P.J.M.","1977",NA,NA,"Gustaf Oskar Andersson Malme; b.1864; d.1937; Malme","1802","12","05","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"424",NA,NA,"NHMUK:ecatalogue:2476023",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"68","2019-11-01 15:13:22-03","UnB","UB","37821","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Maas, H",NA,NA,NA,"Ratter, JA","1994","05","30","Brasil","Goiás",NA,"30km de Alto Paraíso de Goiás para Teresina de Goiás","-47.433333","-14.033333","-47.433333","-14.033333",NA,NA,"Slender, erect, leafless herb. FLowers white with spirally twisted wings, dirty yellow at tip of perianth; In a wet flush below a hydrologis campo","UB0004629","UB0004629","7288","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-23 13:22:01-03","MN","R-TIPOS","31819","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","van Benthen, J. & Maas, P.J.M.","1977",NA,NA,"Malme, G.O.A.","1892","12","05","Brasil","Rio Grande do Sul","Rio Grande","Quinta","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,NA,"R000031819","R000031819_001","424",NA,NA,NA,NA,NA,NA,NA,"Isotypus","82892","auto",NA,NA
"70","2020-08-20 20:38:32-03","UFSC","FLOR","21418","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Falkenberg, D.B.","2004",NA,NA,"Falkenberg, D.B.","1984","11","15","Brasil","Rio Grande do Sul","Torres","Itapeva.","-49.7268981933594","-29.3353004455566",NA,NA,"5","5","erva, flor alva, 0,05 a 0,1m altura","FLOR0021418",NA,"1836",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,"20837","auto",NA,NA
"71","2020-08-20 14:55:45-03","UFSC","FLOR","48357","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Mello, A.S.","2011","06","04","Nuernberg, A.; Mello, A.S.","2011","06","04","Brasil","Santa Catarina","Araranguá","morro dos conventos.","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"herbácea, flor amarela","FLOR0048357",NA,"1054",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,"19353","auto",NA,NA
"72","2020-08-20 20:38:32-03","UFSC","FLOR","34722","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Guimarães, T.B.","2004",NA,NA,"Guimarães, T.B.; Falkenberg, D.B.","2004","10","19","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina, póximo á Av. Rendeiras.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"erva, pétalas creme","FLOR0034722",NA,"688",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,"27000","auto",NA,NA
"73","2020-08-20 20:38:32-03","UFSC","FLOR","34721","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Guimarães, T.B.","2004",NA,NA,"Guimarães, T.B.; Falkenberg, D.B.","2004","12","20","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina, próximo à Av. Rendeiras.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"erva, pétalas creme, 0,1m altura","FLOR0034721",NA,"856",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,"27000","auto",NA,NA
"74","2020-08-20 20:38:32-03","UFSC","FLOR","34720","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Guimarães, T.B.","2004",NA,NA,"Guimarães, T.B.; Falkenberg, D.B.","2004","08","22","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina, próximo à Av. Rendeiras.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"erva, pétalas creme, 0,1m altura","FLOR0034720",NA,"595",NA,NA,NA,NA,"Dioscoreales",NA,NA,NA,"27000","auto",NA,NA
"75","2021-02-08 12:50:47-03","UFRGS","ICN","194175","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Vogel-Ely, C","2017","06","14","Vogel Ely, C","2017","04","08","Brasil","RS","Balneário Pinhal","Praia Pinhal","-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,"Flores brancas; em solo arenoso úmido",NA,NA,"CVE485","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"17849","auto",NA,NA
"76","2021-02-08 12:50:47-03","UFRGS","ICN","132773","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Kinupp, VF",NA,NA,NA,"Kinupp, VF; Jarenkow, JA; Jurinitz, CF","2004","05","02","Brasil","RS","Mostardas","arredores do Parque Nacional da Lagoa do Peixe","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva ereta; 0,12 m; flores cremes com estigma amarelo e brácteas verdes; caule verde com folhas escamiformes verdes nos nós; planta dita saprófita por alguns, mas creio não ser o caso desta espécie, pois é",NA,NA,"2945","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"86098","auto",NA,NA
"77","2021-02-08 12:50:47-03","UFRGS","ICN","144882","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Schneider, AA",NA,NA,NA,"Schneider, AA","2006","06","15","Brasil","RS","Osório","RS 389 entrada para Atlândida Sul","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Banhado próximo a dunas",NA,NA,"1300","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"27350","auto",NA,NA
"78","2021-02-08 12:50:47-03","UFRGS","ICN","065329","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Sobral, M",NA,NA,NA,"Sobral, M","1983","06",NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espéice ameaçada de extinção (Vulnerável). Dupl. F; Erva com flores brancas.; Em turfeira.",NA,NA,"2057a","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"20837","auto",NA,NA
"79","2021-02-08 12:50:47-03","UFRGS","ICN","131200","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Kinupp, VF",NA,NA,NA,"Kinupp, VF; Jarenkow, JA","2003","10","04","Brasil","RS","Torres","Praia de Itapeva próximo ao Camping","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva ereta; 0,05 m; flores amareladas com formato de uma lanterninha; planta saprofítica.; Dunas.",NA,NA,"2762","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"20837","auto",NA,NA
"80","2021-02-08 12:50:47-03","UFRGS","ICN","033894","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Waechter, JL",NA,NA,NA,"Waechter, JL","1975","11","08","Brasil","RS","Tramandaí","campo para dunas","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Em campo úmido.",NA,NA,"206","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"21077","auto",NA,NA
"81","2021-02-08 12:50:47-03","UFRGS","ICN","007202","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme",NA,NA,NA,NA,"Baptista, LRM; Vianna, EC","1969","11","21","Brasil","SC","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,NA,NA,"s.n.","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"16515","auto",NA,NA
"82","2021-02-08 12:50:47-03","UFRGS","ICN","016116","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Rambo, B",NA,NA,NA,"Rambo, B","1951","01","18","Brasil","RS","Posto da Lagoa dos Quadros",NA,NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Beira úmida da lagoa.",NA,NA,"49717","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:50:47-03","UFRGS","ICN","047487","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Irgang, BE",NA,NA,NA,"Pfadenhauer",NA,NA,NA,"Brasil","RS",NA,"entre Tramandaí e Cidreira",NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Planície úmida.",NA,NA,"106","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:50:47-03","UFRGS","ICN","148713","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Trevisan, R",NA,NA,NA,"Trevisan, R; Boldrini, II","2007","04","09","Brasil","RS","Viamão","Hospital Colônia de Itapuã. 30°21'32 7S 50°59'43 4W","-50.995278","-30.358889","-50.995278","-30.358889",NA,NA,"banhado com aspecto de turfeira",NA,NA,"827","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:50:47-03","UFRGS","ICN","193025","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Lozano, ED","2016",NA,NA,"Lozano, ED; Engels, ME","2013","12","12","Brasil","PR","Candói","Fazenda Capão Redondo","-51.803333","-25.423611","-51.803333","-25.423611",NA,NA,"Herbácea,15cm,flores amarelas,campo úmido em afloramento de basalto; Campos de Guarapuava",NA,NA,"2295","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:50:47-03","UFRGS","ICN","043813","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Waechter, JL",NA,NA,NA,"Waechter, JL","1978","12","30","Brasil","RS","Mostardas",NA,"-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Folhas e brácteas verdes; ovário trialado, branco; anteras amarelas.; Em dunas (solo arenoso, umido) perto da Lagoa do Barro Velho.",NA,NA,"1130","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"86098","auto",NA,NA
"87","2021-02-08 12:50:47-03","UFRGS","ICN","009948","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Lindeman, JC",NA,NA,NA,"Valls, JFM","1972","05","18","Brasil","RS","Osório","Parque Histórico General Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Frequente em campo arenoso inundado.",NA,NA,"2091","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"27350","auto",NA,NA
"88","2021-02-08 12:50:47-03","UFRGS","ICN","048904","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Sobral, M",NA,NA,NA,"Fleig, M","1981","01","31","Brasil","RS","Osório","Praia do Curumim","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"s.n.","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"27350","auto",NA,NA
"89","2021-02-08 12:50:47-03","UFRGS","ICN","116133","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Sobral, M",NA,NA,NA,"Gonçalves, CN; Azevedo-Gonçalves, CF",NA,NA,NA,"Brasil","RS","Terra de Areia","Banhado Bregueis Prop. Iraja Geraldo da C","-50.07080078125","-29.5853004455566",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Paludícula.",NA,NA,"361","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"32697","auto",NA,NA
"90","2021-02-08 12:50:47-03","UFRGS","ICN","083657","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","L Waechter, J",NA,NA,NA,"Waechter, JL",NA,NA,NA,"Brasil","RS","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Erva verde, flores brancas com anteras amarelas.; Dunas úmidas, próximas ao mar.",NA,NA,"2275","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"20837","auto",NA,NA
"91","2021-02-08 12:50:47-03","UFRGS","ICN","174375","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Falkenberg, DB",NA,NA,NA,"Falkenberg, DB","1984","11","15","Brasil","RS","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"FLOR 21418; Erva de 0,5-1m de altura, flor alva; Restinga, campo arenoso úmido",NA,NA,"1836","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"20837","auto",NA,NA
"92","2021-02-08 12:50:47-03","UFRGS","ICN","046576","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Waechter, JL",NA,NA,NA,"Waechter, JL","1979","11","05","Brasil","RS","Torres","Praia de Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Folhas e caules verdes; ovário (alado) branco; anteras amarelas.; Em dunas úmidas, junto com Drosera e Lycopodium.",NA,NA,"1451","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"20837","auto",NA,NA
"93","2021-02-08 12:50:47-03","UFRGS","ICN","009266","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Waechter, JL",NA,NA,NA,"Lindeman, JC; Girardi, AM; Valls, ML Porto; J.F.M.","1971","11","19","Brasil","RS","Torres","zona pantanosa na beira da lagoa Itapeva com vegetação baixa ca. 12km SW de Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Flor branca, 3 pétalas amarelas.",NA,NA,"s.n.","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"20837","auto",NA,NA
"94","2021-02-08 12:50:47-03","UFRGS","ICN","009129","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Waechter, JL",NA,NA,NA,"Lindeman, JC; Porto, ML","1971","11","15","Brasil","SC","Araranguá","zona pantanosa na beira da lagoa na restinga atrás do Morro dos Conventos","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável); Flor branca com 3 petalinhas amarelas.",NA,NA,"s.n.","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"19353","auto",NA,NA
"95","2021-02-08 12:50:47-03","UFRGS","ICN","110208","S","Plantae","Burmanniaceae","Burmannia","cf. australis","Burmannia cf. australis","Malme",NA,NA,NA,NA,"Mondin, CA","1994","08","10","Brasil","RS","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva.; Sobre campo turfoso encharcado.",NA,NA,"956","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"20837","auto",NA,NA
"96","2019-10-04 16:07:04-03","MCN-FZBRS","HAS","80285","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Senna, R. M.","2016","11",NA,"Silveira, N.","1994","05",NA,"Brasil","Rio Grande do Sul","Mostardas","Parque Nacional da Lagoa do Peixe","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"na beira da lagoa","HAS0080285",NA,"12521",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"86098","auto",NA,NA
"97","2019-10-04 16:07:04-03","MCN-FZBRS","HAS","24928","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Senna, R. M.","2016","11",NA,"Bueno, O.","1988","11",NA,"Brasil","Rio Grande do Sul","Osório","Morro da Embratel","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Erva de 20cm, flor branca com estames amarelos","HAS0024928",NA,"5706",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"27350","auto",NA,NA
"98","2019-10-04 16:07:04-03","MCN-FZBRS","HAS","93399","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Maime","Valduga, E.","2012","05",NA,"Gonzatti, F.","2011","12",NA,"Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa do cipó.","-50.5097007751465","-30.2577991485596","50°17'55","30°20'10","5","5","Entre dunas- local úmido.","HAS0093399",NA,"281",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"31350","auto",NA,NA
"99","2019-10-04 16:07:04-03","MCN-FZBRS","HAS","91207","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme.","Senna, R. M.",NA,NA,NA,"Carneiro, A.; Senna, R. M.","2016","11",NA,"Brasil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"flor branca e amarela, saprófita; solo arenoso úmido, loteamento","HAS0091207",NA,"1606",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA
"100","2019-10-04 16:07:04-03","MCN-FZBRS","HAS","23457","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Waechter, J.L.",NA,NA,NA,"Waechter, J.L.","1987","12",NA,"Brasil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Em dunas úmidas, próximo ao mar. Possui flores brancas, com ápice (anteras) amarelas. Planta verde.","HAS0023457",NA,"2275",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"20837","auto",NA,NA
"101","2019-11-21 10:02:57-03","IBt","SP","491735","S","Plantae","Burmanniaceae","Burmannia","australis","Burmannia australis","Malme","Lozano, ED","2016",NA,NA,"Lozano, ED; Engels, ME","2013","12","12","Brasil","Paraná","Candói","Fazenda Capão Redondo","-51.803222","-25.423556","-51.803222","-25.423556",NA,NA,NA,NA,NA,"2295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
