"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","fieldNumber","individualCount","class","relatedCatalogItem"
"146","2019-11-21 10:18:35-03","IBt","SP","272204","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Anunciação, EA; Mamede, MCH; Nicolau, SA","395",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1993","11","09","Iguape","Estação Ecológica Juréia-Itatins, Caminho do Imperador em direção a Praia da Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"147","2019-11-21 10:18:35-03","IBt","SP","297040","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Nicolau, SA; Mana de Deus, JR; Oliveira, CF","967",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1995","11","24","Iguape","Estação Ecológica Juréia-Itatins, Planície em frente ao alojamento do Rio Verde","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"148","2019-11-21 10:18:35-03","IBt","SP","268535","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Anunciação, EA; Cordeiro, I","469",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1994","04","12","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, área de restinga junto ao Rio Verde, próximo a trilha do imperador","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"149","2019-11-21 10:18:35-03","IBt","SP","338325","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Anunciação, EA; Lima, ES","693",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1999","01","25","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, estrada entre os rios Verde e Una do Prelado","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"150","2019-11-21 10:18:35-03","IBt","SP","291614","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Anunciação, EA; Costa, CB; Kawauchi, GY","646",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1996","02","19","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, Praia da Juréia, arredores do posto de fiscalização da SEMA, local inundado","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"151","2019-11-21 10:18:35-03","IBt","SP","258554","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Anunciação, EA; Aragaki, S; Yoshioka, CM","193",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1993","03","08","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, praia da Juréia, posto de fiscalização da SEMA","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"152","2019-11-21 10:18:35-03","IBt","SP","286109","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Anunciação, EA; Nicolau, SA","588",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1994","12","06","Iguape","Estação Ecológica Juréia-Itatins, Trilha do Imperador em direção a Praia da Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"153","2019-11-21 10:18:35-03","IBt","SP","293451","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Cordeiro, I; Nicolau, SA; Proença, SL; Rapini, A; Labiak Evangelista, P","1612",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1995","12","12","Iguape","Estação Ecológica Juréia-Itatins, Trilha do Imperador entre o Rio Verde e a praia da Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"154","2019-11-21 10:18:35-03","IBt","SP","11615","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Edwall, G","ERF126",NA,"Brasil","São Paulo",NA,NA,NA,"SP008228",NA,NA,"(Müll.Arg.) Zappi","Zappi, DC","1905","10",NA,"Jacareí",NA,"-45.9599990844727","-23.2999992370605",NA,NA,"SP008228","19066","auto",NA,NA,"2003","03",NA,"ochroleuca",NA,NA,NA,NA
"155","2019-11-21 10:18:35-03","IBt","SP","277198","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Cordeiro, I; Melo, MMRF; Oliveira, RJ; Barros, M","1514",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1994","06","21","Peruíbe","Estação Ecológica Juréia-Itatins, Guarauzinho, trilha dos Caçadores","-46.9900016784668","-24.3199996948242",NA,NA,NA,"21922","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"156","2019-11-21 10:18:35-03","IBt","SP","289606","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Costa, CB; Nicolau, SA; Proença, SL; Rapini, A; Oliveira, CF","95",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1995","10","14","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha da Cachoeira do salto","-46.9900016784668","-24.3199996948242",NA,NA,NA,"21922","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"157","2019-11-21 10:18:35-03","IBt","SP","289607","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Costa, CB; Nicolau, SA; Proença, SL; Rapini, A; Oliveira, CF","94",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll.Arg.","Bruniera, CP","1995","10","14","Peruíbe","Estação Ecológica Juréia-Itatins, Trilha da Cachoeira do Salto","-46.9900016784668","-24.3199996948242",NA,NA,NA,"21922","auto",NA,NA,"2011","07",NA,"coronata",NA,NA,NA,NA
"158","2019-11-21 10:18:35-03","IBt","SP","11541","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Loefgren, A","CGG4145",NA,"Brasil","São Paulo",NA,NA,NA,"SP008226",NA,NA,"(Vell.) Müll.Arg.","Zappi, DC","1898","11","06","Praia Grande","Boqueirão.","-46.4000015258789","-24",NA,NA,"SP008226","22363","auto",NA,NA,"2007",NA,NA,"coronata",NA,NA,NA,NA
"159","2019-11-21 10:18:35-03","IBt","SP","11561","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Loefgren, A","CGG4139",NA,"Brasil","São Paulo",NA,NA,NA,"SP008229",NA,NA,"(Vell.) Müll.Arg.","Zappi, DC","1898","11","17","Praia Grande","Canto Itaipú.","-46.4000015258789","-24",NA,NA,"SP008229","22363","auto",NA,NA,"2007",NA,NA,"coronata",NA,NA,NA,NA
"160","2019-11-21 10:18:35-03","IBt","SP","300428","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Mello-Silva, R; et al.","960",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Müll.Arg.) Zappi","Zappi, DC","1994","05","13","Registro","Rodovia SP 139 (Registo-Sete Barras), km 7","-47.8400001525879","-24.4799995422363",NA,NA,NA,"25922","auto",NA,NA,"2010",NA,NA,"ochroleuca",NA,NA,NA,NA
"161","2014-09-23 10:59:34-03","G","G","G00021059","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. coronata","TYPUS of Rudgea neuwiedii Müll. Arg.","Wied-Neuwied, M. A. zu",NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=148530&base=img&lang=en","G00021059",NA,NA,"(Vell.) Müll. Arg.","Zappi, D.C.",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"G00021059",NA,NA,"-53.08972222","-10.77305556","2007","01","01","subsp. coronata",NA,NA,NA,NA
"162","2014-09-23 10:59:34-03","G","G","G00436628","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. coronata","ISOLECTOTYPUS of Rudgea tinguana Müll. Arg.","Schott, H. W.","900","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436628",NA,NA,"(Vell.) Müll. Arg.","Zappi, D.C.",NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,"-42.9125","-22.48222222","2007","01","01","subsp. coronata",NA,NA,NA,NA
"163","2014-09-23 10:59:34-03","G","G","G00436630","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. coronata","ISOTYPUS of Mapouria xanthophylloides Müll. Arg.","Gaudichaud-Beaupré, C.","607","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436630",NA,NA,"(Vell.) Müll. Arg.","Zappi, D.C.","1833",NA,"00",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,"-42.9125","-22.48222222","2005","01","01","subsp. coronata",NA,NA,NA,NA
"164","2014-09-23 10:59:34-03","G","G","G00436954","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. coronata","SYNTYPUS of Rudgea lasiostylis Müll. Arg.","Burchell, W. J.",NA,"AMERIQUE DU SUD","Brazil","São Paulo",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436954",NA,NA,"(Vell.) Müll. Arg.","Zappi, D.C.",NA,NA,NA,NA,NA,"-48.65972222","-22.40444444",NA,NA,NA,NA,NA,"-48.65972222","-22.40444444","2007","01","01","subsp. coronata",NA,NA,NA,NA
"165","2014-09-23 10:59:34-03","G","G","G00436629","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. coronata","TYPUS of Rudgea richardiana Müll. Arg.","Richard, A.",NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00436629",NA,NA,"(Vell.) Müll. Arg.","Zappi, D.C.",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556","2005","01","01","subsp. coronata",NA,NA,NA,NA
"166","2014-09-23 10:59:34-03","G","G","G00436631","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. coronata","ISOTYPUS of Mapouria xanthophylloides Müll. Arg.","Gaudichaud-Beaupré, C.","607","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436631",NA,NA,"(Vell.) Müll. Arg.","Zappi, D.C.","1833",NA,"00",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,"-42.9125","-22.48222222","2005","01","01","subsp. coronata",NA,NA,NA,NA
"167","2014-09-23 10:59:34-03","G","G","G00436962","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. coronata","ISOLECTOTYPUS of Rudgea lundiana Müll. Arg.","Riedel, L.","637","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436962",NA,NA,"(Vell.) Müll. Arg.","Zappi, D.C.",NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,"-42.9125","-22.48222222","2007","01","01","subsp. coronata",NA,NA,NA,NA
"168","2014-09-23 10:59:34-03","G","G","G00436963","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. coronata","SYNTYPUS of Rudgea lundiana Müll. Arg.","Lund, P. W.","413","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436963",NA,NA,"(Vell.) Müll. Arg.","Zappi, D.C.",NA,NA,NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,"-42.9125","-22.48222222","2007","01","01","subsp. coronata",NA,NA,NA,NA
"169","2014-09-23 10:59:34-03","G","G","G00436626","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. leiocarpoides","ISOLECTOTYPUS of Rudgea leiocarpoides Müll. Arg.","Martius, C. F. P.","232","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00436626",NA,NA,"(Müll. Arg.) Zappi","Zappi, D.C.","1837",NA,"00",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556","2007","01","01","subsp. leiocarpoides",NA,NA,NA,NA
"170","2014-09-23 10:59:34-03","G","G","G00436627","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. leiocarpoides","TYPUS of Rudgea eugenioides Standl.","Glaziou, A. F. M.","18298","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00436627",NA,NA,"(Müll. Arg.) Zappi","Zappi, D.C.","1891",NA,"00",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,"-42.9125","-22.48222222","2005","01","01","subsp. leiocarpoides",NA,NA,NA,NA
"171","2014-09-23 10:59:34-03","G","G","G00436625","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. ochroleuca","ISOTYPUS of Rudgea ochroleuca Müll. Arg.","Wied-Neuwied, M. A. zu",NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00436625",NA,NA,"(Müll. Arg.) Zappi","Zappi, D.C.",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556","2007","01","01","subsp. ochroleuca",NA,NA,NA,NA
