"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber"
"111","2021-03-01 16:36:48-03","UNICAMP","UEC","12043","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Kawasaki, ML","Joly, AB; Semir, J","3595","1972","11","03",NA,"Brazil","Minas Gerais","Jaboticatubas","km123 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flores brancas. Altura 1,20cm.&nf;; Próximo a mata ciliar.","UEC033133","UEC033133",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:36:48-03","UNICAMP","UEC","125095","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Sobral, M","Yamamoto, K; Matsumoto, K","0049","2000","11","22",NA,"Brazil","Minas Gerais","Santana do Riacho","Afloramento entre Faz. Palácio e Estátua do Juca.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Frutos imaturos vermelhos e maduros nigrescentes. Arbusto ca 1,5m.","UEC033138","UEC033138",NA,NA,"26557","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:36:48-03","UNICAMP","UEC","130608","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Lima, DF","Kinoshita, LS; Yamamoto, K","02197","2002","09","24",NA,"Brazil","Minas Gerais","Santana do Riacho","Distrito de Cardeal Mota, sede da Fazenda Monjolos","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto 1,20 m alt., flores brancas.; Cerrado.","UEC033056",NA,NA,NA,"26557","auto","2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:36:48-03","UNICAMP","UEC","130596","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Lima, DF","Kinoshita, LS; Yamamoto, K","02194","2002","09","24",NA,"Brazil","Minas Gerais","Santana do Riacho","Distrito de Cardeal Mota, sede da Fazenda Monjolos","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 50 cm alt., frutos imaturos avermelhados.; Cerrado.","UEC033055",NA,NA,NA,"26557","auto","2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, M.L.","Maciel, A.D.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,"Terreno úmido",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-06 09:56:42-03","UFOP","OUPR","29587","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Souza, H.C. de","Casério, B.M.","s.n.","2014","10",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do Forno.","-43.506389","-20.428889","1350","1350",NA,"Floresta Montana.",NA,NA,"-43.506389","-20.428889",NA,NA,"2016","08",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Peron, M.V.","Magalhães-Gomes, F.; Schwacke, C.A.W.","s.n.","1897","11","01",NA,"Brasil","Minas Gerais","Ouro Preto","Morro do Cruzeiro","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Frutos, flores albi",NA,NA,NA,NA,"44599","auto","1991","09","18",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-06 09:56:42-03","UFOP","OUPR","19169","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Pedreira, G.","s.n.","2004","02",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Floresta paludosa","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto","2004","04",NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-06 09:56:42-03","UFOP","OUPR","5342","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, M.L.","Magalhães-Gomes, F.","s.n.","1894",NA,NA,NA,"Brasil","Minas Gerais","São João Del Rei","Serra de são João Del Rei","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,NA,NA,NA,"39093","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-08 08:53:58-03","FURB","FURB","2025","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Hatschbach, G.",NA,"1985","09","13",NA,"Brasil","Minas Gerais","Gouveia","Engenho Bilia.","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"FURB34122","FURB34122",NA,NA,"37970","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:03:36-03","FURB","FURB","454","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","73729","2002","08","22",NA,"Brasil","Minas Gerais","Grão Mogol","Barrocão, rodovia para Botumirim, km 3-5.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"FURB34123","FURB34123",NA,NA,"67219","auto","2009","07","17",NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:03:36-03","FURB","FURB","3211","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","73663","2002","08","18",NA,"Brasil","Minas Gerais","Montes Claros","Rodovia BR-135 - Próximo do km 392.","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,"FURB02558","FURB02558",NA,NA,"72568","auto","2002","08","18",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-16 17:54:01-03","UCS","HUCS","30635","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.","73512","2002","07","18",NA,"Brasil","Minas Gerais","Joaquim Felicio","Serra do Cabral, entre os Rio Embassaia e Preto","-44.1721992492676","-17.7574996948242",NA,NA,NA,"subarbusto 50 cm, flro alva; campo cerrado",NA,NA,NA,NA,"37503","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-16 17:54:01-03","UCS","HUCS","21764","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.","73786","2002","08","23",NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral, subida Buenópolis para Estrada Real","-44.1800003051758","-17.8733005523682",NA,NA,NA,"subarbusto 50 cm , flor alva; campo cerrado",NA,NA,NA,NA,"42854","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-02-23 17:02:14-03","UNEMAT","HERBAM","14928","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","D.R. da Silva","Da Silva, D.R.; Gallo, S.C.; Ribeiro, R.S. & Silva, D.F.","97","2016","07","25",NA,"Brasil","Mato Grosso","Novo Mundo","Região do Cristalino, Serra 1, Trilha do Tapiri, Floresta Estacional Decidual Submontana sobre afloramento rochoso.","-55.918667","-9.587278","325","325",NA,NA,"HERBAM014928",NA,"-55.918667","-9.587278",NA,NA,"2016","10","20",NA,NA,NA,NA,NA,NA,NA
"126","2019-02-21 19:37:56-03","UNEMAT","HERBAM","0621","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas, E","P.F.C.; Sasaki, D.; Pedroga, J.A.; Rodrigues, L. & Piva, J.H.","519","2006","09","30",NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Afloramento rochoso. grande população de orquideas e velózias. Muitas arvoretas e árvores caducifólias.","-55.916111","-9.578056","271","271",NA,NA,"HERBAM000621",NA,"-55.916111","-9.578056",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-02-21 19:37:56-03","UNEMAT","HERBAM","1218","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas, E","Sasaki, D.; Pedroga, J.A.; Correa, T.R. & Piva, J.H.","1228","2006","12","14",NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Afloramento com campo rupestre. Ocorrencia de veloziáceas e bromeliáceas.","-55.916111","-9.578333","277","277",NA,NA,"HERBAM001218",NA,"-55.916111","-9.578333",NA,NA,"2007","06",NA,NA,NA,NA,NA,NA,NA,NA
"128","2014-10-14 15:56:57-03","BS","M","M-0136756","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Aulomyrcia","crenulata","Aulomyrcia crenulata var. hirta","O.Berg",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Minas Novas prov. Rio de St. Francisco",NA,NA,NA,NA,NA,NA,"M0136756",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","HOLOTYPE",NA,"var. hirta",NA,NA,NA
"129","2014-10-14 15:56:57-03","BS","M","M-0136756","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Aulomyrcia","crenulata","Aulomyrcia crenulata var. hirta","O.Berg",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Minas Novas prov. Rio de St. Francisco",NA,NA,NA,NA,NA,NA,"M0136756",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","HOLOTYPE",NA,"var. hirta",NA,NA,NA
"130","2014-10-14 15:57:00-03","BS","M","M-0136771","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","campestris","Myrcia campestris","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in campis. Provinciae Min.",NA,NA,NA,NA,NA,NA,"M0136771",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","HOLOTYPE",NA,NA,NA,NA,NA
"131","2014-10-14 15:57:00-03","BS","M","M-0136772","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","campestris","Myrcia campestris","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia Provinc. Minarum",NA,NA,NA,NA,NA,NA,"M0136772",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","ISOTYPE",NA,NA,NA,NA,NA
"132","2014-10-14 15:57:00-03","BS","M","M-0137031","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Crescit in Brasiliae prov. Minar. General.",NA,NA,NA,NA,NA,NA,"M0137031",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","HOLOTYPE",NA,NA,NA,NA,NA
"133","2020-04-27 16:10:48-03","UFES","VIES","42566","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M.C. Souza","Sossai, B.G.; Nicchio, R.; Miranda, V.S.; Mendes, B.; Dias, L.F.D.; Alves-Araújo, A.; Nepomuceno, A.","381","2019","02","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Estrada Principal. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042566","VIES042566",NA,NA,"41644","auto","2019","09","04",NA,NA,NA,NA,NA,NA,NA
"134","2020-06-29 09:31:37-03","UFRRJ","RBR","37724","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M.C. Souza","I.A. Silva","246","1981","03","06",NA,"Brasil","Espírito Santo","Linhares","Estrada da Gávea, ant. X-2, Km 16,977, lado direito.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"RBR00037724","RBR00037724",NA,NA,"48094","auto","2019","06","18",NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:37:08-03","MBM","MBM","53886","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","crenulata","Myrcia crenulata","(O.Berg) Silv.","Silveira, N.","Hatschbach, G.","49666","1977","01","26","Southern America","Brazil","Bahia","Morro do Chapéu","Morrão","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"MBM053886","MBM053886",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:37:08-03","MBM","MBM","22053","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","crenulata","Myrcia crenulata","(O.Berg) Silv.","Silveira, N.","Hatschbach, G.","20179","1972","08","11","Southern America","Brazil","Minas Gerais","Diamantina","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM022053","MBM022053",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:37:24-03","MBM","MBM","27537","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.","Sobral, M.","Hatschbach, G.","33271","1973","11","15","Southern America","Brazil","Mato Grosso","Alto Araguaia","Alto Araguaia, arredores","-53.2153015136719","-17.3146991729736",NA,NA,NA,NA,"MBM027537","MBM027537",NA,NA,"100273","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:37:26-03","MBM","MBM","187989","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Schmeda, G.","1022","1987","10","21","Southern America","Brazil","Minas Gerais",NA,"Córrego do Palácio",NA,NA,NA,NA,NA,NA,"MBM187989","MBM187989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:37:26-03","MBM","MBM","391382","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Barboza, E.","Caxambu, M.G.","3141","2010","08","01","Southern America","Brazil","Tocantins","Mateiros","APA do Jalapão, Arredores de Mateiros","-46.501","-10.579833","496","496",NA,"Arbusto heliófito, ca. 1,5m. Frutos imaturos verdes e maduros amarelos.; Solo: Neossolo Quatzênico não Hidromórfico. Relevo: plano. Vegetação: Savana (campo sujo).","MBM391382","MBM391382","-46.501","-10.579833",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:37:26-03","MBM","MBM","81752","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, M.L.","Landrum, L.R.","4219","1982","01","31","Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"MBM081752","MBM081752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:37:26-03","MBM","MBM","87455","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, M.L.","Cabrera, A.L.","4219","1982","01","31","Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"MBM087455","MBM087455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:37:26-03","MBM","MBM","197857","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.; Hatschbach, M.; Motta, J.T.; Hatschbach, M.; Motta, J.T.","63234","1995","08","21","Southern America","Brazil","Bahia","Caetité","Caetité, 5-8km S","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,"MBM197857","MBM197857",NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:37:26-03","MBM","MBM","246815","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","71234","2000","05","16","Southern America","Brazil","Bahia","Correntina","Espigão Mestre, Rod. BR-349, ca. 64km L do trevo com a Rod. BR-020","-44.6366996765137","-13.3432998657227",NA,NA,NA,NA,"MBM246815","MBM246815",NA,NA,"182507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:37:26-03","MBM","MBM","178459","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Ferrari, J.M.","Ferrari, J.M.","839","1980","10",NA,"Southern America","Brazil","Minas Gerais","Belo Horizonte","Campus Veterinária","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM178459","MBM178459",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:37:26-03","MBM","MBM","22054","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.","30182","1972","08","11","Southern America","Brazil","Minas Gerais","Diamantina","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM022054","MBM022054",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:37:26-03","MBM","MBM","57623","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.","40898","1978","01","24","Southern America","Brazil","Minas Gerais","Diamantina","Senador Mourão","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM057623","MBM057623",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:37:26-03","MBM","MBM","22045","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.","29955","1972","08","06","Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"MBM022045","MBM022045",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:37:26-03","MBM","MBM","241027","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69521","1999","10","22","Southern America","Brazil","Minas Gerais","Várzea da Palma","Fazenda Serra do Cabral, Agropecuária","-44.7308006286621","-17.5981006622314",NA,NA,NA,NA,"MBM241027","MBM241027",NA,NA,"60948","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:37:26-03","MBM","MBM","241028","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69517","1999","10","22","Southern America","Brazil","Minas Gerais","Várzea da Palma","Fazenda Serra do Cabral, Agropecuária","-44.7308006286621","-17.5981006622314",NA,NA,NA,NA,"MBM241028","MBM241028",NA,NA,"60948","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:37:26-03","MBM","MBM","241029","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69523","1999","10","22","Southern America","Brazil","Minas Gerais","Várzea da Palma","Fazenda Serra do Cabral, Agropecuária","-44.7308006286621","-17.5981006622314",NA,NA,NA,NA,"MBM241029","MBM241029",NA,NA,"60948","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:37:26-03","MBM","MBM","183213","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, M.L.","Barreto, K.D.; et al.; et al.","1383","1993","10","07","Southern America","Brazil","São Paulo","Itirapina","Rodovia Washington Luís","-47.8199996948242","-22.25",NA,NA,NA,NA,"MBM183213","MBM183213",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:37:26-03","MBM","MBM","70847","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.","44118","1981","10","10","Southern America","Brazil","Bahia","Cristópolis","Rod. BR-242","-44.4207992553711","-12.2335996627808",NA,NA,NA,NA,"MBM070847","MBM070847",NA,NA,"44260","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:37:26-03","MBM","MBM","22048","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.","29850","1972","08","04","Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"MBM022048","MBM022048",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:37:26-03","MBM","MBM","108501","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, M.L.","Henrique, M.C.; et al.; et al.","7634","1981","10","30","Southern America","Brazil","Minas Gerais","Santana do Riacho","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM108501","MBM108501",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:37:26-03","MBM","MBM","138611","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","54679","1990","10","17","Southern America","Brazil","Goiás","Teresina de Goiás","Rod. GO-118, descida para Cavalcanti","-47.2647018432617","-13.7763996124268",NA,NA,NA,NA,"MBM138611","MBM138611",NA,NA,"42211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:37:26-03","MBM","MBM","178454","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Ferrari, J.M.","Ferrari, J.M.","s.n.","1978","12",NA,"Southern America","Brazil","Minas Gerais","Belo Horizonte","Campus, Educação Física","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM178454","MBM178454",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:37:26-03","MBM","MBM","187987","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Lombardi, J.A.","173","1992","12","08","Southern America","Brazil","Minas Gerais","Diamantina","Perto de Extração, vindo de Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM187987","MBM187987",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:37:26-03","MBM","MBM","108502","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, M.L.","Kawasaki, M.L.; et al.; et al.","6429","1984","11","26","Southern America","Brazil","Minas Gerais","Francisco Sá","Francisco Sá","-43.4883003234863","-16.4757995605469",NA,NA,NA,NA,"MBM108502","MBM108502",NA,NA,"45875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:37:26-03","MBM","MBM","102621","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","49605","1985","09","13","Southern America","Brazil","Minas Gerais","Gouveia","Engenho Bília","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"MBM102621","MBM102621",NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-12 14:47:01-03","IFGoiano","IFRV","212","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Marcos Sobral",NA,NA,NA,NA,NA,NA,"Brasil","Goiás","Montes Claros de Goiás","Faz. Gameleira.","-51.3967018127441","-16.0077991485596",NA,NA,NA,"cerrado","IFRV00000212",NA,"-513066667.0","-161383333.0","65664","auto","1905","07","05",NA,NA,NA,NA,NA,NA,NA
"161","2015-10-04 14:57:26-03","MNHN","RECOLNAT_MNHN_P","P00798917","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.","Lima","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798917' target='other'> <mi>dwc_moreinfo</mi></a>","P00798917","P00798917_01",NA,NA,NA,NA,NA,NA,NA,NA,"lectotype",NA,NA,NA,NA,NA
"162","2015-10-04 14:57:39-03","MNHN","RECOLNAT_MNHN_P","P00798918","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798918' target='other'> <mi>dwc_moreinfo</mi></a>","P00798918","P00798918_01",NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA
"163","2015-10-04 14:57:52-03","MNHN","RECOLNAT_MNHN_P","P00798919","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798919' target='other'> <mi>dwc_moreinfo</mi></a>","P00798919","P00798919_01",NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA
