"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber"
"539","2021-03-04 15:45:35-03","IF","SPSF","31886","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes",NA,NA,"G. Hatschbach","73709","2002","08","21","América do Sul","Brasil","MG","Cristália","Rodovia Grão Mongol a Cristália","-42.8622016906738","-16.8003005981445",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"30029","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"540","2021-03-04 15:45:35-03","IF","SPSF","31888","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes",NA,NA,"G. Hatschbach","73512","2002","07","18","América do Sul","Brasil","MG","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"37503","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"541","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","campestris","Aulomyrcia campestris brunnea","O.Berg",NA,"Pohl, JBE","5769",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Hamadryas; HABITAT: Hamadryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brunnea",NA,NA,NA
"542","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","campestris","Aulomyrcia campestris rufa","O.Berg",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rufa",NA,NA,NA
"543","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","campestris","Aulomyrcia campestris brunnea","O.Berg",NA,"Pohl, JBE","5769",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Hamadryas; HABITAT: Hamadryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brunnea",NA,NA,NA
"544","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","campestris","Aulomyrcia campestris rufa","O.Berg",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rufa",NA,NA,NA
"545","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","comosa","Aulomyrcia comosa","O.Berg",NA,"Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Original herbarium: Mart.; Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","crassifolia","Aulomyrcia crassifolia","O.Berg",NA,"Pohl, JBE","1075",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter Vieira do Mattos et Calumbao",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","crenulata","Aulomyrcia crenulata glabrata","O.Berg",NA,"Pohl, JBE","1086",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter Columbao et Barreiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrata",NA,NA,NA
"548","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","crenulata","Aulomyrcia crenulata hirta","O.Berg",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hirta",NA,NA,NA
"549","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","crenulata","Aulomyrcia crenulata glabrata","O.Berg",NA,"Pohl, JBE","1086",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter Columbao et Barreiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrata",NA,NA,NA
"550","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","crenulata","Aulomyrcia crenulata hirta","O.Berg",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hirta",NA,NA,NA
"551","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha grandiflora","(O.Berg) O.Berg",NA,"Pohl, JBE","1082",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter Arrayal Nossa Senhora da Piedade et Villa do Fanado nunc Cidade de Minas Novas",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grandiflora",NA,NA,NA
"552","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis prope Villa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA
"553","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha longifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in fruticetis inter Rio do Sono et Rio S. Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"longifolia",NA,NA,NA
"554","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha longifolia","O.Berg",NA,"Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in fruticetis inter Rio do Sono et Rio S. Francisco?",NA,NA,NA,NA,NA,"fl. Oct?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"longifolia",NA,NA,NA
"555","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha parvifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in fruticetis silvaticis inter Sabara et Caete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parvifolia",NA,NA,NA
"556","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha grandiflora","(O.Berg) O.Berg",NA,"Pohl, JBE","1082",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter Arrayal Nossa Senhora da Piedade et Villa do Fanado nunc Cidade de Minas Novas",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grandiflora",NA,NA,NA
"557","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis prope Villa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA
"558","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha longifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in fruticetis inter Rio do Sono et Rio S. Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"longifolia",NA,NA,NA
"559","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha longifolia","O.Berg",NA,"Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in fruticetis inter Rio do Sono et Rio S. Francisco?",NA,NA,NA,NA,NA,"fl. Oct?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"longifolia",NA,NA,NA
"560","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","pilantha","Aulomyrcia pilantha parvifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in fruticetis silvaticis inter Sabara et Caete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parvifolia",NA,NA,NA
"561","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes latifolia","O.Berg",NA,"Claussen, P","308",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA
"562","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes angustifolia","O.Berg",NA,"Claussen, P","1314",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Original herbarium: Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA
"563","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes bracteata","O.Berg",NA,"Pohl, JBE","5773",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad Arrayal do Barreiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bracteata",NA,NA,NA
"564","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes bracteata","O.Berg",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bracteata",NA,NA,NA
"565","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes bracteata","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in silvis, quae quottonis folia demittunt (Catingas) ad amnem Jacatai, in desertis et aliis locis prov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bracteata",NA,NA,NA
"566","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes bracteata","O.Berg",NA,"Pohl, JBE","1034",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad Fazenda Picada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bracteata",NA,NA,NA
"567","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes dives","O.Berg",NA,"Claussen, P","1524",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"OXF ISOTYPE? without number; Original herbarium: Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dives",NA,NA,NA
"568","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes grandiflora","O.Berg",NA,"Pohl, JBE","1082",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter Arrayal Nossa Senhora da Piedade et Villa do Fanado v. Cidade de Minas Novas",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grandiflora",NA,NA,NA
"569","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes latifolia","O.Berg",NA,"Pohl, JBE","5771",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Mato Grosso (de Goias?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA
"570","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in fruticetis inter Rio do Sono et Rio S. Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA
"571","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes angustifolia","O.Berg",NA,"Claussen, P","1314",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Original herbarium: Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA
"572","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes bracteata","O.Berg",NA,"Pohl, JBE","5773",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad Arrayal do Barreiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bracteata",NA,NA,NA
"573","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes bracteata","O.Berg",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bracteata",NA,NA,NA
"574","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes bracteata","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in silvis, quae quottonis folia demittunt (Catingas) ad amnem Jacatai, in desertis et aliis locis prov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bracteata",NA,NA,NA
"575","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes bracteata","O.Berg",NA,"Pohl, JBE","1034",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad Fazenda Picada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bracteata",NA,NA,NA
"576","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes dives","O.Berg",NA,"Claussen, P","1524",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"OXF ISOTYPE? without number; Original herbarium: Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dives",NA,NA,NA
"577","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes grandiflora","O.Berg",NA,"Pohl, JBE","1082",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"inter Arrayal Nossa Senhora da Piedade et Villa do Fanado v. Cidade de Minas Novas",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grandiflora",NA,NA,NA
"578","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes latifolia","O.Berg",NA,"Claussen, P","308",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA
"579","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes latifolia","O.Berg",NA,"Pohl, JBE","5771",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Mato Grosso (de Goias?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA
"580","2017-09-11 17:11:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","rufipes","Aulomyrcia rufipes latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in fruticetis inter Rio do Sono et Rio S. Francisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA
"581","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","ternifolia","Aulomyrcia ternifolia","O.Berg",NA,"Gardner, G","4659",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"OXF ISOTYPE; Oreas; HABITAT: Oreas",NA,"P14P1N0020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2017-09-11 17:11:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.",NA,"Laruotte","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in pascuis partis prov. dicta Sertam",NA,NA,NA,NA,NA,"Original herbarium: Camb.; Hamadryas; HABITAT: Hamadryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2021-02-08 12:44:10-03","UFRGS","ICN","090111","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.","Sobral, M","Hatschbach, G; Koczicki, C","33271","1973","11","15","América do Sul","Brasil","MT",NA,"Arredores Alto Araguaia",NA,NA,NA,NA,NA,"Subarbusto de 50 cm de altura, flor alva.; Campo cerrado",NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","2021-02-08 12:44:06-03","UFRGS","ICN","123318","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","aff. rufipes","Myrcia aff. rufipes","DC.","Sobral, M","G.; Hatschbach, G; Motta, JT","63234","1995","08","21","América do Sul","Brasil","BA","Caetité","5-8 Km S","-42.4749984741211","-14.0693998336792",NA,NA,NA,"Subarbusto ramoso, 50cm; flor alva. Caatinga; solo rochoso. V. Kawasaki, Bol. Bot. USP 11: 135. 1989.",NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","2021-02-08 12:44:07-03","UFRGS","ICN","121162","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","cf. rufipes","Myrcia cf. rufipes","DC.","Tameirão Neto, E","Tameirão Neto, E; Werneck, MS","1385","1994","11","22","América do Sul","Brasil","MG","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,"Floresta Semidecídua; arbóreo. Mata da Aparecida; indivíduo 5917. Unidade de Conservação do Galheiro - CEMIG",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2021-02-08 12:44:07-03","UFRGS","ICN","121165","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","cf. rufipes","Myrcia cf. rufipes","DC.","Tameirão Neto, E","Tameirão Neto, E; Werneck, MS","1388","1994","08","26","América do Sul","Brasil","MG","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,"Floresta Semidecídua; arbóreo. Mata da Aparecida; indivíduo 4421. Unidade de Conservação do Galheiro - CEMIG",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2021-02-08 12:44:07-03","UFRGS","ICN","121137","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","cf. rufipes","Myrcia cf. rufipes","DC.","Tameirão Neto, E","Tameirão Neto, E; Werneck, MS","1386","1994","10","27","América do Sul","Brasil","MG","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,"Floresta Semidecídua; arbóreo. Em frente à casa da Sra. Zilda. Unidade de Conservação do Galheiro - CEMIG",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2021-02-08 12:44:12-03","UFRGS","ICN","061166","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Hoehne, W","Hoehne, W","3809","1952","05","19","América do Sul","Brasil","SP",NA,"Próximo ao Município de Araraquara-Bairro do Serraial",NA,NA,NA,NA,NA,"Arbusto com frutos.; Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2021-02-08 12:44:12-03","UFRGS","ICN","120378","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Sobral, M; Esposito, K","6259",NA,NA,NA,"América do Sul","Brasil","MG","Cardeal Mota","Serra do Cipó",NA,NA,NA,NA,NA,"Região de campos rupestres entremeados de matas de galeria. Arbusto 1m, em campo rupestre; flores brancas. V.Kawasaki, Bol. Bot. USP 11: 135. 1989.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2021-02-08 12:44:12-03","UFRGS","ICN","063710","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Hatschbach, G","29955","1972","08","06","América do Sul","Brasil","MG","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"Subarbusto de 70 cm de altura, flor alva.; Campo pedregoso",NA,NA,NA,NA,"31264","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2021-02-08 12:44:12-03","UFRGS","ICN","159561","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Hatschbach, G; Hatschbach, G; Silva, JM","73663","2002","08","18","América do Sul","Brasil","MG","Montes Claros","Rod. BR 135 próx. do km 392","-43.8616981506348","-16.7350006103516",NA,NA,NA,"Subarbusto simples, flor alva.; Campo cerrado",NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2021-02-08 12:44:12-03","UFRGS","ICN","066350","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Oliveira, JDP; Castro, NM; Varanda, EM; Arraes, MG","s.n.","1982","10","24","América do Sul","Brasil","MG","Santana do Riacho","Estrada da Usina-Fazenda do Sr. Cornélio","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Mais ou menos 1 m de altura, flores alvas.; Entre pedras",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2021-02-08 12:44:12-03","UFRGS","ICN","066373","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, ML","Pirani, JR; Furlan, A; Cordeiro, I; Kawasaki, ML","s.n.","1981","10","04","América do Sul","Brasil","MG","Santana do Riacho","Km 107 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto de até 1,50 m de altura, flores cremes, frutos cor-de-vinho, negros quando maduros.; Campo rupestre",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
