especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Myrciaria tenella,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA,10802,Myrciaria tenella (DC.) O.Berg,NA,Myrtaceae,species,accepted,Myrciaria tenella,DD,,Myrciaria tenella,BR-BA|BR-MA|BR-MG|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrciaria,tenella,NA,correct
Myriocoleopsis fluviatilis,sima-cncflora_web-UICN_API-Portaria 443/2014,VU,NA,NA,NA,NA,VU,VU,NA,VU,97597,Myriocoleopsis fluviatilis (Steph.) M.E.Reiner & Gradst.,NA,Lejeuneaceae,species,accepted,Myriocoleopsis fluviatilis,VU,,Myriocoleopsis fluviatilis,BR-PR|BR-SC|BR-SP,Myriocoleopsis,fluviatilis,NA,correct
Myrocarpus frondosus,sima-cncflora_web-UICN_API,NA,LC,NA,NA,NA,LC,DD,NA,NA,83493,Myrocarpus frondosus Allemão,NA,Fabaceae,species,accepted,Myrocarpus frondosus,LC,,Myrocarpus frondosus,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrocarpus,frondosus,NA,correct
Myrocarpus leprosus,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,CR,CR,NA,NA,101156,Myrocarpus leprosus Pickel,NA,Fabaceae,species,accepted,Myrocarpus leprosus,NA,,Myrocarpus leprosus,BR-SP,Myrocarpus,leprosus,NA,correct
Myroxylon peruiferum,sima-cncflora_web-UICN_API,NA,LC,NA,NA,NA,LC,LC,NA,NA,29797,Myroxylon peruiferum L.f.,NA,Fabaceae,species,accepted,Myroxylon peruiferum,LC,,Myroxylon peruiferum,BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-SP,Myroxylon,peruiferum,NA,correct
Myrrhinium atropurpureum,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10804,Myrrhinium atropurpureum Schott,NA,Myrtaceae,species,accepted,Myrrhinium atropurpureum,NA,,Myrrhinium atropurpureum,BR-ES|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrrhinium,atropurpureum,NA,correct
Myrsine congesta,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,10227,Myrsine congesta (Sw.) Pipoly,NA,Primulaceae,species,accepted,Myrsine congesta,EN,,Myrsine congesta,BR-MG|BR-RJ,Myrsine,congesta,NA,correct
Myrsine glazioviana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,10231,Myrsine glazioviana Warm.,NA,Primulaceae,species,accepted,Myrsine glazioviana,EN,,Myrsine glazioviana,BR-MG,Myrsine,glazioviana,NA,correct
Myrsine hermogenesii,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,101411,Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.,NA,Primulaceae,species,accepted,Myrsine hermogenesii,NA,,Myrsine hermogenesii,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrsine,hermogenesii,NA,correct
Myrsine leuconeura,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,121425,Myrsine leuconeura Mart.,NA,Primulaceae,species,accepted,Myrsine leuconeura,NA,,Myrsine leuconeura,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-SP,Myrsine,leuconeura,NA,correct
Myrsine lineata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10235,Myrsine lineata (Mez) Imkhan.,NA,Primulaceae,species,accepted,Myrsine lineata,NA,,Myrsine lineata,BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrsine,lineata,NA,correct
Myrsine parvifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10238,Myrsine parvifolia A.DC.,NA,Primulaceae,species,accepted,Myrsine parvifolia,NA,,Myrsine parvifolia,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,Myrsine,parvifolia,NA,correct
Myrsine parvula,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10239,Myrsine parvula (Mez) Otegui,NA,Primulaceae,species,accepted,Myrsine parvula,NA,,Myrsine parvula,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrsine,parvula,NA,correct
Myrsine rubra,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,NT,NT,NA,NA,10240,Myrsine rubra M.F.Freitas & Kin.-Gouv.,NA,Primulaceae,species,accepted,Myrsine rubra,NA,,Myrsine rubra,BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,Myrsine,rubra,NA,correct
Myrsine umbellata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10242,Myrsine umbellata Mart.,NA,Primulaceae,species,accepted,Myrsine umbellata,NA,,Myrsine umbellata,BR-AC|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP,Myrsine,umbellata,NA,correct
Myrsine venosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10243,Myrsine venosa A.DC.,NA,Primulaceae,species,accepted,Myrsine venosa,NA,,Myrsine venosa,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrsine,venosa,NA,correct
Myrsine villosissima,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,EN,EN,10244,Myrsine villosissima Mart.,NA,Primulaceae,species,accepted,Myrsine villosissima,EN,,Myrsine villosissima,BR-MG|BR-RJ|BR-SP,Myrsine,villosissima,NA,correct
Mysanthus uleanus,sima-SP_oficial-cncflora_web,NA,LC,EN,EN,NA,LC,NA,NA,NA,29799,Mysanthus uleanus (Harms) G.P.Lewis & A.Delgado,NA,Fabaceae,species,accepted,Mysanthus uleanus,LC,,Mysanthus uleanus,BR-BA|BR-SP,Mysanthus,uleanus,NA,correct
Najas conferta,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,25585,Najas conferta (A.Braun) A.Braun,NA,Hydrocharitaceae,species,accepted,Najas conferta,LC,,Najas conferta,BR-BA|BR-CE|BR-GO|BR-MG|BR-MS|BR-MT|BR-PE|BR-RN|BR-RS|BR-SP|BR-TO,Najas,conferta,NA,correct
Najas guadalupensis,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,36300,Najas guadalupensis (Spreng.) Magnus,NA,Hydrocharitaceae,species,accepted,Najas guadalupensis,LC,,Najas guadalupensis,BR-AP|BR-BA|BR-MG|BR-MS|BR-MT|BR-RJ|BR-RS|BR-SP,Najas,guadalupensis,NA,correct
Najas marina,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,36303,Najas marina L.,NA,Hydrocharitaceae,species,accepted,Najas marina,LC,,Najas marina,BR-CE|BR-PB|BR-PE|BR-PI|BR-RJ|BR-SP,Najas,marina,NA,correct
Napeanthus primulifolius,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,7839,Napeanthus primulifolius (Raddi) Sandwith,NA,Gesneriaceae,species,accepted,Napeanthus primulifolius,LC,,Napeanthus primulifolius,BR-BA|BR-PR|BR-RJ|BR-SP,Napeanthus,primulifolius,NA,correct
Nassella neesiana,sima-SP_oficial,NA,NA,EX,EX,NA,NA,NA,NA,NA,13642,Nassella neesiana (Trin. & Rupr.) Barkworth,NA,Poaceae,species,accepted,Nassella neesiana,NA,,Nassella neesiana,BR-RS|BR-SC|BR-SP,Nassella,neesiana,NA,correct
Nassella sellowiana,sima-SP_oficial,NA,NA,CR,CR,NA,NA,NA,NA,NA,13641,Nassella sellowiana (Nees ex Trin. & Rupr.) Peñail.,NA,Poaceae,species,accepted,Nassella sellowiana,NA,,Nassella sellowiana,BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,Nassella,sellowiana,NA,correct
Nasturtium officinale,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,612005,Rorippa nasturtium-aquaticum (L.) Hayek,NA,Brassicaceae,species,accepted,Rorippa nasturtium-aquaticum,NA,replaced synonym,Nasturtium officinale,BR-BA|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Rorippa,nasturtium-aquaticum,NA,NA
Naucleopsis jamariensis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,23901,Naucleopsis jamariensis C.C.Berg,NA,Moraceae,species,accepted,Naucleopsis jamariensis,NA,,Naucleopsis jamariensis,BR-AC|BR-MT|BR-RO,Naucleopsis,jamariensis,NA,correct
Neblinaea promontoriorum,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,106232,Neblinaea promontoriorum Maguire & Wurdack,NA,Asteraceae,species,accepted,Neblinaea promontoriorum,DD,,Neblinaea promontoriorum,BR-AM,Neblinaea,promontoriorum,NA,correct
Nectandra angustifolia,sima-SP_oficial-cncflora_web-UICN_API,NA,LC,EN,EN,NA,LC,LC,NA,NA,104769,Nectandra angustifolia (Schrad.) Nees & Mart.,NA,Lauraceae,species,accepted,Nectandra angustifolia,LC,,Nectandra angustifolia,BR-BA|BR-PR|BR-RS|BR-SP,Nectandra,angustifolia,NA,correct
Nectandra barbellata,sima-SP_oficial-cncflora_ckan-UICN_API-mpoSP-Portaria 443/2014,VU,NA,VU,VU,NA,EN,EN,VU,VU,8425,Nectandra barbellata Coe-Teix.,NA,Lauraceae,species,accepted,Nectandra barbellata,VU,,Nectandra barbellata,BR-ES|BR-SP,Nectandra,barbellata,NA,correct
Nectandra cissiflora,sima-SP_oficial-cncflora_web-UICN_API,NA,LC,VU,VU,NA,LC,LC,NA,NA,8426,Nectandra cissiflora Nees,NA,Lauraceae,species,accepted,Nectandra cissiflora,LC,,Nectandra cissiflora,BR-AC|BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RS|BR-SP|BR-TO,Nectandra,cissiflora,NA,correct
Nectandra cuspidata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,17934,Nectandra cuspidata Nees,NA,Lauraceae,species,accepted,Nectandra cuspidata,NA,,Nectandra cuspidata,BR-AC|BR-AM|BR-BA|BR-CE|BR-GO|BR-MA|BR-MT|BR-PA|BR-PE|BR-PR|BR-RR|BR-SP|BR-TO,Nectandra,cuspidata,NA,correct
Nectandra debilis,sima-SP_oficial-cncflora_web-UICN_API-mpoSP,NA,DD,VU,VU,NA,DD,CR,VU,NA,8427,Nectandra debilis Mez,NA,Lauraceae,species,accepted,Nectandra debilis,DD,,Nectandra debilis,BR-ES|BR-RJ|BR-SP,Nectandra,debilis,NA,correct
Nectandra embirensis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,84320,Nectandra embirensis Coe-Teix.,NA,Lauraceae,species,accepted,Nectandra embirensis,DD,,Nectandra embirensis,BR-AM,Nectandra,embirensis,NA,correct
Nectandra grandiflora,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,8428,Nectandra grandiflora Nees & Mart,NA,Lauraceae,species,accepted,Nectandra grandiflora,LC,,Nectandra grandiflora,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Nectandra,grandiflora,NA,correct
Nectandra grisea,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,23381,Nectandra grisea Rohwer,NA,Lauraceae,species,accepted,Nectandra grisea,VU,,Nectandra grisea,BR-AC|BR-AM,Nectandra,grisea,NA,correct
Nectandra hihua,sima-SP_oficial-cncflora_web-UICN_API,NA,LC,EN,EN,NA,LC,LC,NA,NA,23382,Nectandra hihua (Ruiz & Pav.) Rohwer,NA,Lauraceae,species,accepted,Nectandra hihua,LC,,Nectandra hihua,BR-AC|BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-SP|BR-TO,Nectandra,hihua,NA,correct
Nectandra impressa,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,104771,Nectandra impressa Mez,NA,Lauraceae,species,accepted,Nectandra impressa,DD,,Nectandra impressa,BR-AM,Nectandra,impressa,NA,correct
Nectandra japurensis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,104773,Nectandra japurensis Nees & C.Mart.,NA,Lauraceae,species,accepted,Nectandra japurensis,DD,,Nectandra japurensis,BR-AM,Nectandra,japurensis,NA,correct
Nectandra lanceolata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8429,Nectandra lanceolata Nees,NA,Lauraceae,species,accepted,Nectandra lanceolata,NA,,Nectandra lanceolata,BR-ES|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Nectandra,lanceolata,NA,correct
Nectandra leucantha,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,8430,Nectandra leucantha Nees & Mart.,NA,Lauraceae,species,accepted,Nectandra leucantha,NA,,Nectandra leucantha,BR-AM|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RO|BR-SC|BR-SP,Nectandra,leucantha,NA,correct
Nectandra matogrossensis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,17935,Nectandra matogrossensis Coe-Teix.,NA,Lauraceae,species,accepted,Nectandra matogrossensis,DD,,Nectandra matogrossensis,BR-BA|BR-MT,Nectandra,matogrossensis,NA,correct
Nectandra megapotamica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8431,Nectandra megapotamica (Spreng.) Mez,NA,Lauraceae,species,accepted,Nectandra megapotamica,NA,,Nectandra megapotamica,BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Nectandra,megapotamica,NA,correct
Nectandra membranacea,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8432,Nectandra membranacea (Sw.) Griseb.,NA,Lauraceae,species,accepted,Nectandra membranacea,NA,,Nectandra membranacea,BR-AC|BR-BA|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RO|BR-SC|BR-SP|BR-TO,Nectandra,membranacea,NA,correct
Nectandra nitidula,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8433,Nectandra nitidula Nees & Mart.,NA,Lauraceae,species,accepted,Nectandra nitidula,NA,,Nectandra nitidula,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Nectandra,nitidula,NA,correct
Nectandra oppositifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8434,Nectandra oppositifolia Nees & Mart.,NA,Lauraceae,species,accepted,Nectandra oppositifolia,NA,,Nectandra oppositifolia,BR-BA|BR-CE|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Nectandra,oppositifolia,NA,correct
Nectandra paranaensis,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,VU,NA,VU,VU,NA,EN,VU,NA,VU,84330,Nectandra paranaensis Coe-Teix.,NA,Lauraceae,species,accepted,Nectandra paranaensis,VU,,Nectandra paranaensis,BR-PR|BR-SP,Nectandra,paranaensis,NA,correct
Nectandra psammophila,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,EN,NA,NA,8435,Nectandra psammophila Nees,NA,Lauraceae,species,accepted,Nectandra psammophila,LC,,Nectandra psammophila,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,Nectandra,psammophila,NA,correct
Nectandra puberula,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8436,Nectandra puberula (Schott) Nees,NA,Lauraceae,species,accepted,Nectandra puberula,NA,,Nectandra puberula,BR-BA|BR-DF|BR-ES|BR-MG|BR-MT|BR-PR|BR-RJ|BR-SC|BR-SP,Nectandra,puberula,NA,correct
Nectandra reticulata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8437,Nectandra reticulata (Ruiz & Pav.) Mez,NA,Lauraceae,species,accepted,Nectandra reticulata,NA,,Nectandra reticulata,BR-AM|BR-BA|BR-CE|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Nectandra,reticulata,NA,correct
Nectandra spicata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,8438,Nectandra spicata Meisn.,NA,Lauraceae,species,accepted,Nectandra spicata,DD,,Nectandra spicata,BR-RJ,Nectandra,spicata,NA,correct
Nectandra venulosa,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,30204,Nectandra venulosa Meisn.,NA,Lauraceae,species,accepted,Nectandra venulosa,DD,,Nectandra venulosa,BR-MG,Nectandra,venulosa,NA,correct
Nectandra weddellii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,8439,Nectandra weddellii Meisn.,NA,Lauraceae,species,accepted,Nectandra weddellii,DD,,Nectandra weddellii,BR-MG|BR-RJ,Nectandra,weddellii,NA,correct
Neea verticillata,sima-SP_oficial-cncflora_web,NA,LC,EX,EX,NA,LC,NA,NA,NA,10930,Neea verticillata Ruiz & Pav.,NA,Nyctaginaceae,species,accepted,Neea verticillata,LC,,Neea verticillata,BR-AC|BR-AL|BR-AM|BR-BA|BR-ES|BR-MG|BR-PA|BR-RJ|BR-SP,Neea,verticillata,NA,correct
Nematanthus crassifolius,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,7847,Nematanthus crassifolius (Schott) Wiehler,NA,Gesneriaceae,species,accepted,Nematanthus crassifolius,LC,,Nematanthus crassifolius,BR-ES|BR-MG|BR-RJ|BR-SP,Nematanthus,crassifolius,NA,correct
Nematanthus fornix,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,7850,Nematanthus fornix (Vell.) Chautems,NA,Gesneriaceae,species,accepted,Nematanthus fornix,LC,,Nematanthus fornix,BR-ES|BR-MG|BR-RJ|BR-SP,Nematanthus,fornix,NA,correct
Nematanthus mattosianus,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA,7859,Nematanthus mattosianus (Handro) H.E.Moore,NA,Gesneriaceae,species,accepted,Nematanthus mattosianus,NA,,Nematanthus mattosianus,BR-SP,Nematanthus,mattosianus,NA,correct
Nematanthus monanthos,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN,7861,Nematanthus monanthos (Vell.) Chautems,NA,Gesneriaceae,species,accepted,Nematanthus monanthos,EN,,Nematanthus monanthos,BR-RJ|BR-SP,Nematanthus,monanthos,NA,correct
Nematanthus sericeus,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA,7863,Nematanthus sericeus (Hanst.) Chautems,NA,Gesneriaceae,species,accepted,Nematanthus sericeus,NT,,Nematanthus sericeus,BR-ES|BR-MG|BR-RJ|BR-SP,Nematanthus,sericeus,NA,correct
Nematanthus strigillosus,sima-SP_oficial,NA,NT,EX,EX,NA,NA,NA,NA,NA,7865,Nematanthus strigillosus (Mart.) H.E.Moore,NA,Gesneriaceae,species,accepted,Nematanthus strigillosus,NT,,Nematanthus strigillosus,BR-MG,Nematanthus,strigillosus,NA,correct
Nematanthus tessmannii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,7867,Nematanthus tessmannii (Hoehne) Chautems,NA,Gesneriaceae,species,accepted,Nematanthus tessmannii,LC,,Nematanthus tessmannii,BR-PR|BR-RS|BR-SC|BR-SP,Nematanthus,tessmannii,NA,correct
Neocabreria malachophylla,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,VU,VU,NA,VU,NA,NA,VU,103567,Neocabreria malachophylla (Klatt) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Neocabreria malachophylla,VU,,Neocabreria malachophylla,BR-PR|BR-RS|BR-SC|BR-SP,Neocabreria,malachophylla,NA,correct
Neogardneria murrayana,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN,70677,Zygopetalum murrayanum Gardner ex Hook.,NA,Orchidaceae,species,accepted,Zygopetalum murrayanum,NA,replaced synonym,Neogardneria murrayana,BR-ES|BR-RJ|BR-SP,Zygopetalum,murrayanum,NA,correct
Neomarica glauca,sima-SP_oficial-cncflora_web-mpoSP,NA,NT,VU,VU,NA,NT,NA,VU,NA,8055,Neomarica glauca (Seub. ex Klatt) Sprague,NA,Iridaceae,species,accepted,Neomarica glauca,NT,,Neomarica glauca,BR-ES|BR-MG|BR-RJ|BR-SP,Neomarica,glauca,NA,correct
Neomitranthes amblymitra,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,VU,NA,EX,EX,NA,EN,NA,NA,VU,10806,Neomitranthes amblymitra (Burret) Mattos,NA,Myrtaceae,species,accepted,Neomitranthes amblymitra,VU,,Neomitranthes amblymitra,BR-MG|BR-RJ|BR-SP,Neomitranthes,amblymitra,NA,correct
Neomitranthes capivariensis,sima-SP_oficial-cncflora_web-mpoSP,NA,DD,EN,EN,NA,DD,NA,EN,NA,10808,Neomitranthes capivariensis (Mattos) Mattos,NA,Myrtaceae,species,accepted,Neomitranthes capivariensis,DD,,Neomitranthes capivariensis,BR-SP,Neomitranthes,capivariensis,NA,correct
Neomitranthes cordifolia,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,10810,Neomitranthes cordifolia (D.Legrand) D.Legrand,NA,Myrtaceae,species,accepted,Neomitranthes cordifolia,VU,,Neomitranthes cordifolia,BR-PR|BR-RS|BR-SC,Neomitranthes,cordifolia,NA,correct
Neomitranthes glomerata,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,10812,Neomitranthes glomerata (D.Legrand) D.Legrand,NA,Myrtaceae,species,accepted,Neomitranthes glomerata,LC,,Neomitranthes glomerata,BR-PR|BR-RJ|BR-SC|BR-SP,Neomitranthes,glomerata,NA,correct
Neomitranthes gracilis,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN,10813,Neomitranthes gracilis (Burret) N.Silveira,NA,Myrtaceae,species,accepted,Neomitranthes gracilis,EN,,Neomitranthes gracilis,BR-MG|BR-PR|BR-SP,Neomitranthes,gracilis,NA,correct
Neomitranthes langsdorffii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,10553,Eugenia guanabarina (Mattos & D.Legrand) Giaretta & M.C.Souza,NA,Myrtaceae,species,accepted,Eugenia guanabarina,NA,replaced synonym,Neomitranthes langsdorffii,BR-BA|BR-ES|BR-RJ,Eugenia,guanabarina,NA,correct
Neomitranthes obscura,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10816,Neomitranthes obscura (DC.) N.Silveira,NA,Myrtaceae,species,accepted,Neomitranthes obscura,LC,,Neomitranthes obscura,BR-BA|BR-ES|BR-PB|BR-PR|BR-RJ|BR-RN|BR-SP,Neomitranthes,obscura,NA,correct
Neomitranthes obtusa,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,10817,Neomitranthes obtusa Sobral & Zambom,NA,Myrtaceae,species,accepted,Neomitranthes obtusa,EN,,Neomitranthes obtusa,BR-AL|BR-BA|BR-ES|BR-SE,Neomitranthes,obtusa,NA,correct
Neomitranthes pedicellata,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,EN,EN,10818,Neomitranthes pedicellata (Burret) Mattos,NA,Myrtaceae,species,accepted,Neomitranthes pedicellata,EN,,Neomitranthes pedicellata,BR-SP,Neomitranthes,pedicellata,NA,correct
Neomitranthes pereireana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,126963,Neomitranthes pereireana (Mattos & D.Legrand) M.Souza & Sobral,NA,Myrtaceae,species,accepted,Neomitranthes pereireana,DD,,Neomitranthes pereireana,BR-ES|BR-RJ,Neomitranthes,pereireana,NA,correct
Neomitranthes regeliana,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,DD,DD,NA,NA,126964,Neomitranthes regeliana (O.Berg) M.Souza,NA,Myrtaceae,species,accepted,Neomitranthes regeliana,NA,,Neomitranthes regeliana,BR-SP,Neomitranthes,regeliana,NA,correct
Neomitranthes sctictophylla,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,126965,Neomitranthes stictophylla (G.M.Barroso & Peixoto) M.C.Souza.,NA,Myrtaceae,species,accepted,Neomitranthes stictophylla,EN,was misspelled,Neomitranthes sctictophylla,BR-BA|BR-ES|BR-PE,Neomitranthes,stictophylla,NA,correct
Neomitranthes warmingiana,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,10820,Neomitranthes warmingiana (Kiaersk.) Mattos,NA,Myrtaceae,species,accepted,Neomitranthes warmingiana,NA,,Neomitranthes warmingiana,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Neomitranthes,warmingiana,NA,correct
Neoraputia micrantha,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,115356,Neoraputia micrantha Kallunki,NA,Rutaceae,species,accepted,Neoraputia micrantha,NA,,Neoraputia micrantha,BR-BA,Neoraputia,micrantha,NA,correct
Neoregelia angustibracteolata,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6134,Neoregelia angustibracteolata E.Pereira & Leme,NA,Bromeliaceae,species,accepted,Neoregelia angustibracteolata,CR,,Neoregelia angustibracteolata,BR-ES,Neoregelia,angustibracteolata,NA,correct
Neoregelia bahiana,sima-SP_oficial,NA,LC,EX,EX,NA,NA,NA,NA,NA,16613,Neoregelia bahiana (Ule) L.B.Sm.,NA,Bromeliaceae,species,accepted,Neoregelia bahiana,LC,,Neoregelia bahiana,BR-BA|BR-MG,Neoregelia,bahiana,NA,correct
Neoregelia binotii,sima-cncflora_web,NA,DD,EX,NA,NA,DD,NA,NA,NA,6138,Neoregelia binotii (Antoine) L.B.Sm.,NA,Bromeliaceae,species,accepted,Neoregelia binotii,DD,,Neoregelia binotii,BR-SP,Neoregelia,binotii,NA,correct
Neoregelia binotti,SP_oficial,NA,NA,NA,EX,NA,NA,NA,NA,NA,6138,Neoregelia binotii (Antoine) L.B.Sm.,NA,Bromeliaceae,species,accepted,Neoregelia binotii,DD,was misspelled,Neoregelia binotti,BR-SP,Neoregelia,binotii,NA,correct
Neoregelia brownii,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6142,Neoregelia brownii Leme,NA,Bromeliaceae,species,accepted,Neoregelia brownii,CR,,Neoregelia brownii,BR-MG,Neoregelia,brownii,NA,correct
Neoregelia burle-marxii,SP_oficial-cncflora_web,NA,NA,NA,VU,NA,LC,NA,NA,NA,34378,Neoregelia burlemarxii R.W.Read,NA,Bromeliaceae,species,accepted,Neoregelia burlemarxii,LC,replaced synonym,Neoregelia burle-marxii,BR-SP,Neoregelia,burlemarxii,NA,correct
