"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"47","2016-12-27 16:20:15-02","MNHN","RECOLNAT_MNHN_P","P02025356","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Mexia, Y.",NA,"1939","1","19",NA,"Brasil","Minas Gerais","Viçosa","Agricultural college lands. Cha-Cha Valley.","-42.8819007873535","-20.7539005279541","660",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02025356' target='other'> <mi>dwc_moreinfo</mi></a>","P02025356","P02025356_01",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,"4214",NA,NA
"48","2015-09-03 18:44:05-03","MNHN","RECOLNAT_MNHN_P","P02025357","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Mexia, Y.",NA,"1930","3","19",NA,"Brasil","Minas Gerais","Viçosa","Agricultural College lands, Road to São Miguel; near km 3 in small gulch off road.","-42.8819007873535","-20.7539005279541",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02025357' target='other'> <mi>dwc_moreinfo</mi></a>","P02025357","P02025357_01",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,"4485",NA,NA
"49","2020-12-11 11:40:10-03","UFMG","BHCB","123651","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Rezende, SG; Mendes, MS; Neves, GS","2543","2008","02","25","Southern America","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.432222","-20.197222","1011","1011",NA,"Herbáceo.; Floresta Estacional Semidecidual Baixo-Montana de Encosta com solo raso.","BHCB052426","BHCB052426",NA,NA,NA,NA,NA,NA,NA,NA,"-43.432222","-20.197222",NA,NA,NA
"50","2020-12-11 11:40:10-03","UFMG","BHCB","136433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS","505","2010","03","11","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Na base do Coração.","-41.854167","-20.433889","1182","1182",NA,"Herbácea, com 30cm.; Mata.","BHCB052425","BHCB052425",NA,NA,NA,"2012","02","01",NA,NA,"-41.854167","-20.433889",NA,NA,NA
"51","2020-12-11 11:40:10-03","UFMG","BHCB","1996","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Tales; Grandi, TSM","184","1980","05","03","Southern America","Brasil","Minas Gerais",NA,"Caraça, Cascatinha.",NA,NA,NA,NA,NA,"Arbusto; escandente; Terrestre. Mata ciliar.","BHCB052427","BHCB052427",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:40:10-03","UFMG","BHCB","35696","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Lombardi, JA; Temponi, LG; Stehmann, JR","1611","1997","04","19","Southern America","Brasil","Minas Gerais","Santa Barbara","Parque Natural da Serra do Caraça.","-43.490833","-20.108611",NA,NA,NA,"Erva rupícola. Folhas carnosas, espigas creme.; Afloramento em mata baixa.","BHCB052423","BHCB052423",NA,NA,NA,"2005",NA,NA,NA,NA,"-43.490833","-20.108611",NA,NA,NA
"53","2020-12-11 11:40:10-03","UFMG","BHCB","60727","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Souza, VC de; Sakuragui, CM","2076","1992","10","12","Southern America","Brasil","Minas Gerais","Caeté","Ca. de 1km da cidade.","-43.6697006225586","-19.8799991607666",NA,NA,NA,"Erva, 30-40 cm de altura, espigas verdes.; Interior de mata secundária, sobre bloco rochoso.","BHCB008565","BHCB008565",NA,"22051","auto","2011","05",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:40:10-03","UFMG","BHCB","26254","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Teixeira, WA","s.n.","1995","02","15","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"Herbácea. Inflorescências verdes.; Campo Rupestre. Entre afloramentos de quartzito, MBR.","BHCB052428","BHCB052428",NA,"20553","auto","1998","12",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:40:10-03","UFMG","BHCB","67348","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Mota, RC da","1150","2000","12","16","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Erva.; Campo rupestre.","BHCB052429","BHCB052429",NA,"11966","auto","2005","06",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:40:10-03","UFMG","BHCB","40024","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Vasconcelos, MF de","s.n.","1997","11","29","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555","1400","1400",NA,"Herbáceo.; Borda de mata. Campo rupestre.","BHCB052422","BHCB052422",NA,"11966","auto","1998","06","12",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:40:10-03","UFMG","BHCB","53429","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Mota, RC da","209","2000","04","15","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Perto da trilha que leva à gruta do Padre Caio.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Erva.; Entre frestas de rochas.","BHCB052424","BHCB052424",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-01-18 20:42:00-02","MO","MOBOT","2869937","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nuda","Peperomia nuda","C. DC.",NA,"S. E. Henschen","Henschen 1431",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2009-11-04 15:52:00-02","MO","MOBOT","2877265","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"J.B.E. Pohl","Pohl 4786",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2009-07-21 23:34:00-03","MO","MOBOT","2480065","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Per Dusén","Dusén 9489","1910","2","26","South America","Brazil","Paraná",NA,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2009-07-17 14:12:00-03","MO","MOBOT","2877346","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Ricardo Callejas P.","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11281","1965","12","14","South America","Brazil","Distrito Federal",NA,"Calcareous outcrops, 25 km. N. of Brasilia.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","2877432","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Ricardo Callejas","Gert G. Hatschbach","Hatschbach 47691","1984","4","7","South America","Brazil","Espírito Santo",NA,"Rod. BR-262, Pedra Azul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2018-09-12 14:48:27-03","UNIOESTE","UNOP","9080","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Machado-Silva, T.","Machado-Silva, T.","286","2018","05","09",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, mata da Fortaleza.","-50.656944","-25.389769",NA,NA,NA,"Erva epífita/rupícola, verde, espigas amareladas.",NA,NA,NA,NA,NA,"2018","05","09",NA,NA,"-50.656944","-25.389769",NA,NA,NA
"64","2018-09-12 14:48:27-03","UNIOESTE","UNOP","8799","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Machado-Silva, T.","Machado-Silva, T.","172","2017","02","27",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, capão de Floresta da Fortaleza.","-50.657314","-25.388842",NA,NA,NA,"Erva epífita, com folhas verdes.",NA,NA,NA,NA,NA,"2017","02","27",NA,NA,"-50.657314","-25.388842",NA,NA,NA
"65","2020-08-31 09:13:49-03","INPA","INPA","52303","S","Plantae","Dicotyledon Magnoliids","Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Ichaso, CLF","Irwin, HS","11336","1965","12","16","Southern America","Brasil","Distrito Federal",NA,"Córrego ladim, ca. 20 Km N of Brasília",NA,NA,"950","950",NA,NA,"INPA0052303","INPA0052303 INPA0052303_e",NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-06-10 10:11:25-03","FZB-BH","BHZB","7571","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"Rezende, S.G.","2543","2008","02","25",NA,"Brasil","MG","Mariana","Região da Mina de Fábrica Nova","-43.432222","-20.197222","1011","1011",NA,"Submontana de encosta com solo raso. Doada pela SETE Soluções Consultoria. Lat. 20° 11' 50'' S; Long. 43° 25' 56'' O; 1011m. Outro coletor: Mendes, MS. & Neves, GS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W 25' 56''","20S 11' 50''",NA,NA,NA
"67","2019-06-10 10:11:25-03","FZB-BH","BHZB","2907","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"Ordones, J.","635","2000","12","16",NA,"Brasil","MG","Catas Altas","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-17 14:34:39-03","UTFPR-SL","SHPR","840","PreservedSpecimen","Plantae","Anthophyta",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Marcusso, G.","Biral, L.","1976","2020","02","22","América do Sul","Brasil","Minas Gerais","Extrema","Serra do Lopo.","-46.297047","-22.8629",NA,NA,"exsicata","Epífita, espigas verdes.Habitat: Em mata úmida de altitude, alterada.","SHPR000840","SHPR000840_1 SHPR000840_2",NA,NA,NA,"2020","02",NA,NA,NA,"46°17'49.37 W","22°51'46.44 S",NA,NA,NA
"69","2020-09-12 05:00:02-03","US","US","244105","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","nuda","Peperomia nuda","C. DC.",NA,"S. E. Henschen","Herb. Regnell III 1431","1868","6","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Cidade de Caldas.",NA,NA,NA,NA,NA,NA,"US00104688","US00104688_01","Isotype",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","796665","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana subnovemplinervia","Miq.",NA,"A. F. Regnell","III 1431","1855","2",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US00104970","US00104970_01","Isotype",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1","subnovemplinervia"
"71","2020-09-12 05:00:02-03","US","US","1481719","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"P. K. Dusén","3019","1903","12","22","South America","Brazil","Paraná","Curitiba","Capão Grande, Fortaleza","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"US01334914","US01334914_01",NA,"25180","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","1481727","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"P. K. Dusén","9489","1910","2","26","South America","Brazil","Paraná",NA,"Fortaleza",NA,NA,NA,NA,NA,NA,"US01334913","US01334913_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","2755143","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","19111","1968","1","24","South America - Neotropics","Brazil","Goiás",NA,"Serra dos Pirineus. 50 km N of Corumbá de Goiás on road to Niquelândia in valley of Rio Maranhão",NA,NA,"800",NA,NA,NA,"US01334912","US01334912_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"74","2020-09-02 16:35:44-03","Cenargen","CEN","47023","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","M. Carvalho-Silva","Aécio Amaral-Santos","1661","2002","11","26",NA,"Brasil","MG","UNAI","Ao lado da Lagoa do túnel de fuga.","-46.9061012268066","-16.3575000762939",NA,NA,"Exsicatas","Material proveniente de casa de vegetação. Área de influência da AHE Queimado.","CEN00047023","CEN00047023",NA,"97926","auto","2003","07",NA,NA,NA,"-4729806.0","-1622222.0",NA,"2",NA
"75","2020-09-02 16:35:44-03","Cenargen","CEN","47673","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","M. Carvalho-Silva","Aécio Amaral-Santos","1683","2002","11","26",NA,"Brasil","MG","UNAI","Ao lado da lagoa do túnel de fuga.","-46.9061012268066","-16.3575000762939",NA,NA,"Exsicatas","Área de influência da AHE Queimado.","CEN00047673","CEN00047673",NA,"97926","auto","2003","07",NA,NA,NA,"-4729806.0","-1622222.0",NA,"3",NA
"76","2020-09-02 16:35:44-03","Cenargen","CEN","47602","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","M. Carvalho-Silva","Aécio Amaral-Santos","1844","2003","02","18",NA,"Brasil","MG","UNAI","Mata da cachoeira do túnel de fuga.","-46.9061012268066","-16.3575000762939",NA,NA,"Exsicatas","Área de influência da AHE Queimado. Material após a secagem exala um odor de erva doce.","CEN00047602","CEN00047602",NA,"97926","auto","2003","07",NA,NA,NA,"-4729694.0","-1822389.0",NA,"2",NA
"77","2020-09-02 16:35:44-03","Cenargen","CEN","51591","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","T. G.Yuncker","Frederico Carlos Hoehne",NA,"1937","12","29",NA,"Brasil","SP","SAO PAULO","Cultivada.","-46.6300010681152","-23.5400009155273",NA,NA,"Exsicatas","Doação do Instituto de Botânica - SP. São Paulo.","CEN00051591","CEN00051591",NA,"53584","auto","1960",NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2019-11-13 11:28:19-03","USP","SPF","231330","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Monteiro, D","Monteiro, D","606","2012","03","06",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.843611","-20.419444","1382","1382",NA,NA,"SPF00231330","SPF00231330",NA,NA,NA,"2012","03",NA,NA,NA,"-41.843611","-20.419444",NA,NA,NA
"79","2019-11-13 11:28:19-03","USP","SPF","95516","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Garces, LA","Sano, PT","CFCR14574","1994","02","26",NA,"Brasil","Bahia","Abaíra","Serra do Barbado","-41.901667","-13.290833","1750","2035",NA,"13°17'27''S, 41°54'06''W e 13°17'50''S, 41°54'29''W.","SPF00095516","SPF00095516",NA,NA,NA,"1998",NA,NA,NA,NA,"-41.901667","-13.290833",NA,NA,NA
"80","2019-11-13 11:28:19-03","USP","SPF","136131","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M","Forzza, RC","1228","1999","04","14",NA,"Brasil","Bahia","Abaíra","distrito de Catolés. Caminho para o Pico do Barbado, Mata da Furquilha.","-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"SPF00136131","SPF00136131",NA,"26531","auto","2003","05",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-13 11:28:19-03","USP","SPF","36653","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Guimarães, EF","Harley, RM","CFCR7653","1984","12","26",NA,"Brasil","Bahia","Senhor do Bonfim","Serra de Santana","-40.1893997192383","-10.4614000320435","650","900",NA,NA,"SPF00036653","SPF00036653",NA,"27716","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-10-07 09:23:26-03","UEFS","HUEFS","50916","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Sano, P.T.","CFCR14574","1994","02","26",NA,"Brasil","Bahia","Abaíra","Abaíra-Catolés. Serra do Barbado.","-41.901667","-13.290833","1750","2035",NA,"Campo Rupestre com Mata no Vale.","HUEFS0050916","HUEFS0050916",NA,NA,NA,NA,NA,NA,"Magnolianae",NA,"41W54'6''","13S17'27''",NA,NA,NA
"83","2019-09-04 18:53:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","nuda","Peperomia nuda",NA,NA,"S. E. Henschen","1431",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"84","2019-09-04 18:35:23-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"J. B. E. Pohl","4786",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"85","2019-07-09 14:05:22-03","F","FMNH-SEEDPLANTS","V0443957F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"H. S. Irwin & et al.","11281","1965","12","14","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0443957F","V0443957F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"86","2019-07-09 14:05:23-03","F","FMNH-SEEDPLANTS","V0443958F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"H. S. Irwin & et al.","11336","1965","12","16","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0443958F","V0443958F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"87","2019-07-09 14:05:22-03","F","FMNH-SEEDPLANTS","V0443959F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,NA,"H. S. Irwin & et al.","19111","1968","1","24","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0443959F","V0443959F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"88","2020-07-23 12:18:02-03","CEPLAC","CEPEC","93210","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana",NA,"L. A. Garces","P. T. Sano",NA,"1994","02","26",NA,"Brasil","Bahia","ABAÍRA","Serra do Barbado, ao longo do caminho da forquilha da serra.","-41.901667","-13.290833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998","41W54'6","13S17'27",NA,NA,NA
"89","2020-02-17 11:30:18-03","UEG","HUEG","11138","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M.","Faria, J.E.Q.","3021","2012","11","14","Southern America","Brasil","Distrito Federal","Brasilia","Santuário do Morro da Pedreira, região da fercal.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Erva ca.0,3m de altura, espigas brm jovens verdes.; Mata seca","HUEG011138",NA,NA,"70570","auto","2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-11-12 17:02:19-03","UEL","FUEL","25422","PreservedSpecimen","Plantae","Tracheophyta","Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Guimarães, EF","Grandi, TSM; Ferrari","108","1980","05","03",NA,"Brasil","Minas Gerais","Caraça","Cascatinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-11-12 17:02:19-03","UEL","FUEL","41960","PreservedSpecimen","Plantae","Tracheophyta","Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Guimarães, EF","Grandi, TSM; Ferrari","108","1980","05","03",NA,"Brasil","Minas Gerais","Caraça","Cascatinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-01 15:07:53-03","UnB","UB","203845","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Faria, JEQ","Faria, JEQ; Zanatta, MRV","3625","2013","05","23","Southern America","Brasil","Distrito Federal","Brasília","Morro da Pedreira","-47.96","-15.51","766","766",NA,"Erva 0,3m. Fruto maduro marrom; Mata seca sobre afloramento calcáreo, sobre rochas",NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,"-47.96","-15.51",NA,NA,NA
"93","2019-11-01 15:07:53-03","UnB","UB","209348","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M","Faria, JEQ; Silva, AS","4450","2015","04","26","Southern America","Brasil","Goiás","Formosa","Mata no Salto do Itiquira","-47.451944","-15.365278","714","714",NA,"Erva rupícola, inflorescências verdes; Mata de galeria, sobre rocha",NA,NA,NA,NA,NA,"2015","05",NA,NA,NA,"-47.451944","-15.365278",NA,NA,NA
"94","2019-11-01 15:07:53-03","UnB","UB","28061","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M","Irwin, HS","19111","1968","01","24","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","05",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:07:53-03","UnB","UB","28355","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M","Belém, RP","1",NA,NA,NA,"Southern America","Brasil","Distrito Federal","Sobradinho","FERCAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-01 15:07:53-03","UnB","UB","28356","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M","Irwin, HS","11281","1965","12","14","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-01 15:07:53-03","UnB","UB","28357","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M","Irwin, HS","11336","1965","12","16","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:07:53-03","UnB","UB","191355","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M","Faria, JEQ; Zanatta, MRV; Rivera, V","2762","2012","08","20","Southern America","Brasil","Distrito Federal","Brasília","Santuário do Morro da Pedreira","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Erva rupícola ca. 0,3 m de altura, estéril; Mata seca sobre afloramento calcáreo, crescendo sobre rochas",NA,NA,NA,"70570","auto","2012","08",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:07:53-03","UnB","UB","199084","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Carvalho-Silva, M","Faria, JEQ; Villarroel, D","3021","2012","11","14","Southern America","Brasil","Distrito Federal","Brasília","Santuário do Morro da Pedreira, região da Fercal","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Erva ca. 0,3 m de altura, espigas bem jovens verdes; Mata seca, crescendo em serrapilheira sobre rocha",NA,NA,NA,"70570","auto","2012","11",NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:12:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Crescit in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:12:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in umbrosis m. Corcovado supra arborum truncos specimina foliis longius attenuato-acuminalis legit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
