"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","recordNumber","phylum","order","individualCount","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"1267","2019-10-30 09:27:56-03","UFMT","UFMT","44232","S","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Kreutz, C.","2018",NA,NA,"Kreutz, C.; Coelho, F.N.; Amarante, A.A.; Vasconcelos, C.","2018","07","25","Brasil","Mato Grosso","Lambari D'Oeste","-83.56325","-17.076667","-83.56325","-17.076667",NA,NA,"Fazenda Pau d#?#Alho.",NA,NA,"Encontrada em grande quantidade sobre árvore.; Epífita; Encontrada em grande quantidade sobre árvores, em área de mata conservada. Área de floresta estac. semidecidual.",NA,NA,"CK264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","2018-02-26 18:32:36-03","UFMT","UFMT","18411","S","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Petini-Benelli, A.","2006","08","14","Amaral, A.M.","1997","06","06","Brasil","Mato Grosso","Cáceres","-57.6789016723633","-16.0706005096436",NA,NA,"UFMT00018411",NA,"Mineradora Camil. Orquidário Matogrossense UNEMAT.",NA,NA,"Herbácea. Presença de flor.","172193","auto","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","2018-02-26 18:32:36-03","UFMT","UFMT","35976","S","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Simon, M.F.","2005","01","14","Brasil","Mato Grosso","Nobres","-55.4","-14.316667","-55.4","-14.316667","UFMT00035976",NA,"Parque Estadual Águas do Cuiabá.","300","300","Solo pedrigoso.; Erva epífita a 5 m de altura em árvore de Vitex cymosa remanescente de floresta. Botões verdes, flores verde-claro. Aroma agradável. Frutos da estação anterior ocasional.; Cerrado.",NA,NA,"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","2018-02-26 18:32:36-03","UFMT","UFMT","25224","S","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Macedo, M.; Silva, J.E.; Gonçalves, E.","2001","02","06","Brasil","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"UFMT00025224",NA,"Reservatório UHE-Manso.",NA,NA,"Herbácea epífita. Inflorescência com botões esverdeados. Frutos maduros secos.","107042","auto","7625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","2018-02-26 18:32:36-03","UFMT","UFMT","21518","S","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.","Amaral, A.M.","1999","09","01","Macedo, M.; Lopes, I.C.","1999","06","22","Brasil","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"UFMT00021518",NA,"UHE-Manso.",NA,NA,"Solo arenoso.; Herbácea epífita. Frutos iamturos verdes.; Mata.","107042","auto","7064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","2020-01-31 10:39:14-03","IFAM","EAFM","7948","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","Popp. & Endl","Bento, R.; Santos, L.C.C.",NA,NA,NA,"Maday; Thiago","2012","04","24","Brasil","Amazonas","Manaus","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,"; DESC: epífita","138090","auto","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","2020-01-31 10:39:14-03","IFAM","EAFM","7960","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","Popp. & Endl","Bento, R.; Santos, L.C.C.",NA,NA,NA,"Nelio; Eudasio","2012","05","08","Brasil","Amazonas","Rio Preto da Eva","-59.6996994018555","-2.69944000244141",NA,NA,NA,NA,NA,NA,NA,"; DESC: epífita","72534","auto","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","2020-01-31 10:39:14-03","IFAM","EAFM","7948","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","Popp. & Endl","Bento, R.; Santos, L.C.C.",NA,NA,NA,"Maday; Thiago","2012","04","24","Brasil","Amazonas","Manaus","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,"; DESC: epífita","138090","auto","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","2020-01-31 10:39:14-03","IFAM","EAFM","7960","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","Popp. & Endl","Bento, R.; Santos, L.C.C.",NA,NA,NA,"Nelio; Eudasio","2012","05","08","Brasil","Amazonas","Rio Preto da Eva","-59.6996994018555","-2.69944000244141",NA,NA,NA,NA,NA,NA,NA,"; DESC: epífita","72534","auto","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","2020-01-31 10:39:14-03","IFAM","EAFM","7980","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","Popp. & Endl","Bento, R.; Santos, L.C.C.",NA,NA,NA,"Nilson; Roosewelt","2012","02","06","Brasil","Pará","Terra Santa","-56.4869003295898","-2.10417008399963",NA,NA,NA,NA,NA,NA,NA,"; DESC: epífita","58159","auto","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","2020-01-31 10:39:14-03","IFAM","EAFM","7980","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","Popp. & Endl","Bento, R.; Santos, L.C.C.",NA,NA,NA,"Nilson; Roosewelt","2012","02","06","Brasil","Pará","Terra Santa","-56.4869003295898","-2.10417008399963",NA,NA,NA,NA,NA,NA,NA,"; DESC: epífita","58159","auto","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","2021-03-04 15:42:06-03","IF","SPSF","24369","PreservedSpecimen","Plantae","Orchidaceae","Ornithidium","parviflorum","Ornithidium parviflorum",NA,NA,NA,NA,NA,"E.L.M.Catharino","1990","05","17","Brasil","SP","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;","55628","auto","1384","Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,"Liliopsida",NA,NA,NA,NA
"1279","2021-03-04 15:42:06-03","IF","SPSF","51408","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","C.N. Fraga","2016","02","27","A. Maruyama & L. Cicco","2016","02","27","Brasil","SP","Campos do Jordão","-45.544722","-22.673056",NA,NA,NA,NA,NA,"1462","1462","COLETA: Epífita com flores de coloração creme.; GEOGRAFIA: Floresta Ombrófila Mista;",NA,NA,"345","Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,"Liliopsida",NA,NA,NA,NA
"1280","2021-03-04 15:42:06-03","IF","SPSF","34027","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis",NA,NA,NA,NA,NA,"F.A.R.D.P.Arzolla","2005","02","08","Brasil","SP","Mairiporã","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"P.E.Cantareira, Barrocada",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: núcleo Águas Claras&nf;;","15840","auto","657","Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,"Liliopsida",NA,NA,NA,NA
"1281","2021-03-04 15:42:06-03","IF","SPSF","10347","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis",NA,NA,NA,NA,NA,"A.Custodio Filho","1986","04","19","Brasil","SP","Biritiba Mirim",NA,NA,NA,NA,NA,NA,"Estação Biológica de Boracéia",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2564","Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,"Liliopsida",NA,NA,NA,NA
"1282","2021-03-04 15:42:06-03","IF","SPSF","10496","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis",NA,NA,NA,NA,NA,"S.Romaniuc Neto & A.Custodio Filho","1984","09","13","Brasil","SP","Biritiba Mirim",NA,NA,NA,NA,NA,NA,"Estação Biológica de Boracéia",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"222","Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,"Liliopsida",NA,NA,NA,NA
"1283","2021-03-04 15:42:06-03","IF","SPSF","34512","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis",NA,"M.C.Gobitta","2005","05","18","M.C.Gobitta & F.A.R.D.P.Arzolla","2005","05","05","Brasil","SP","São Paulo","-46.634861","-23.462083",NA,NA,NA,NA,"Parque Estadual Alberto Löfgren",NA,NA,"COLETA: XLS: SPSFNovo; Herbácea epífita, frutos imaturos; GEOGRAFIA: floresta ombrofila densa em regeneração&nf;;",NA,NA,"7","Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,"Liliopsida",NA,NA,NA,NA
"1284","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","chloroleucum","Ornithidium chloroleucum","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P6N0025","Habitat in sylvis supra arbores ad Serra do Mar prope Palmeiras prov. Rio de Janeiro",NA,NA,"Floret Februario",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1285","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","chloroleucum","Ornithidium chloroleucum","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P6N0025","Habitat in sylvis supra arbores ad Serra do Mar prope Palmeiras prov. Rio de Janeiro",NA,NA,"Floret Februario",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1286","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Swartz, OP",NA,NA,NA,"Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,"in Jamaica",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1287","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Swartz, OP",NA,NA,NA,"Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,"in Jamaica",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1288","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Grisebach, AHR",NA,NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"in Venezuela",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1289","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Wullschlaegel, HR",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"Etiam in Surinam e regione Pará",NA,NA,NA,NA,NA,"1127",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1290","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Haenke, TPX",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"in Peruvia",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1291","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Purdie, W",NA,NA,NA,"Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,"in Jamaica",NA,NA,"Floret Februario",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1292","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Haenke, TPX",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"in Peruvia",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1293","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Wullschlaegel, HR",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"Etiam in Surinam e regione Pará",NA,NA,NA,NA,NA,"1127?",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1294","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Grisebach, AHR",NA,NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"in Venezuela",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1295","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Poeppig, EF",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"in Peruvia orientali subandina ad arbores sylvestres prope Chucuero",NA,NA,NA,NA,NA,"1761?",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1296","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Poeppig, EF",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"in Peruvia orientali subandina ad arbores sylvestres prope Chucuero",NA,NA,NA,NA,NA,"1761",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1297","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Burchell, WJ","1826","12","16","Brazil","São Paulo","Cubatão","-46.416667","-23.883333","-46.416667","-23.883333",NA,NA,"IBB/Cubatão, SP, in the middlepart , about 2/3 of the Ascent up The Serra de Cubatão",NA,NA,NA,NA,NA,"3633",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1298","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Burchell, WJ","1825","12","31","Brazil","Rio de Janeiro","Rio de Janeiro","-43.216667","-22.95","-43.216667","-22.95",NA,NA,"IBB/Corcovado, Rio de Janeiro, RJ, on the Corcovado Mountain by the way of Laranjeiras",NA,NA,NA,NA,NA,"1394",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1299","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,"Brazil","Pará ",NA,NA,NA,NA,NA,NA,NA,"South of São Joze",NA,NA,NA,NA,NA,"9760",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1300","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"in prov. Minas Geraes inter Rio Grande et Diamantina",NA,NA,NA,NA,NA,"3633",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1301","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,"110511",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1302","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Burchell, WJ","1825","10","19","Brazil","Minas Gerais","Descoberto","-42.967778","-21.46","-42.967778","-21.46",NA,NA,"IBB/Descoberto do Rio Novo, Descoberto, MG, Descoberto do Rio Novo",NA,NA,NA,NA,NA,"1105-11",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1303","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,"1394",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1304","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithidium","vestitum","Ornithidium vestitum","(Sw.) Rchb.f.",NA,NA,NA,NA,"Purdie, W",NA,NA,NA,"Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,"in Jamaica",NA,NA,"Floret Februario",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1305","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Luschnath, B",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,"P03P4N0075","ad arborum truncos prope Copacabana",NA,NA,"Floret Februario-Maio","57442","auto","s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1306","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Niederlein, G",NA,NA,NA,"Argentina","Missiones",NA,NA,NA,NA,NA,NA,"P03P4N0075","Etiam in territ. Missiones secus Rio Alto-Parana ad Cataracte des Y-Guasu",NA,NA,"Floret Februario-Maio",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1307","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Riedel, L",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P4N0075","ad Serra d'Estrella",NA,NA,"Floret Februario-Maio",NA,NA,"7",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1308","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Neves Armond, AF",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P4N0075","in ripa flum. Paquequer ad Carmo",NA,NA,"Floret Februario-Maio",NA,NA,"114",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1309","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Blanchet, JS",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,"P03P4N0075","in prov. Bahia",NA,NA,"Floret Februario-Maio",NA,NA,"1446",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1310","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Sello, HL",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"P03P4N0075","in Brasilia loco haud indicato",NA,NA,"Floret Februario-Maio",NA,NA,"5449",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1311","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03P4N0075","in prov. Rio de Janeiro",NA,NA,"Floret Februario-Maio",NA,NA,"376",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1312","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Martius, CFP",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,"P03P4N0075","in arborius prov. Pará",NA,NA,"Floret Februario-Maio",NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1313","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Wawra, H",NA,NA,NA,"Brazil","Rio de Janeiro","Petrópolis","-43.1786","-22.505",NA,NA,NA,"P03P4N0075","ad Petropolis, Entre-Rios et Juiz de Fora",NA,NA,"Floret Februario-Maio","36524","auto","113",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1314","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Schenck, JHR",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,"P03P4N0075","ad Corcovado",NA,NA,"Floret Februario-Maio","57442","auto","3752",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1315","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","-43.8897","-19.6272",NA,NA,NA,"P03P4N0075","ad Lagoa Santa",NA,NA,"Floret Februario-Maio","12338","auto","s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1316","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Riedel, L",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,"P03P4N0075","ad arborum truncos prope Copacabana",NA,NA,"Floret Februario-Maio","57442","auto","26",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1317","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Wawra, H",NA,NA,NA,"Brazil","Rio de Janeiro","Petrópolis","-43.1786","-22.505",NA,NA,NA,"P03P4N0075","ad Petropolis, Entre-Rios et Juiz de Fora",NA,NA,"Floret Februario-Maio","36524","auto","211",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1318","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Peckolt, T",NA,NA,NA,"Brazil","Rio de Janeiro","Cantagalo","-42.3681","-21.9811",NA,NA,NA,"P03P4N0075","ad Canta-Gallo",NA,NA,"Floret Februario-Maio","33898","auto","343",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1319","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Schenck, JHR",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9028",NA,NA,NA,"P03P4N0075","ad arborum truncos prope Copacabana",NA,NA,"Floret Februario-Maio","57442","auto","2982",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1320","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,"P03P4N0075","in prov. Minas Geraës ad Caldas",NA,NA,"Floret Februario-Maio","25710","auto","ser. III.1145pa",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
