"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","recordNumber","phylum","order","individualCount","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"320","2020-04-22 16:26:39-03","UFPB","JPB","63220","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Moreira, LHL","2016","07","07","Brasil","Paraíba","João Pessoa","-34.860993","-7.14694","-34.860993","-7.14694","JPB0063220",NA,"Jardim Botânico Benjamim Maranhão, Trilha do Buriti.",NA,NA,"; HABITAT: Floresta Estacional Semidecidual de Terras Baixas.; DESC: Erva epífita em árvore de sucupira. Planta com ca. De 20 cm de altura; Pseudobulbo ovóide; folhas verdes, conduplicadas. Inflorescência ca. 15 cm do tipo racemo, ter",NA,NA,"136","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"321","2020-04-22 16:26:39-03","UFPB","JPB","63221","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Moreira, LHL","2016","07","11","Brasil","Paraíba","João Pessoa","-34.860993","-7.14694","-34.860993","-7.14694","JPB0063221",NA,"Jardim Botânico Benjamim Maranhão, Trilha do abraço.",NA,NA,"; HABITAT: Floresta Estacional Semidecidual de Terras Baixas.; DESC: Erva epífita em árvore de sucupira. Planta com ca. De 9 cm de altura; Pseudobulbo ovóide; folhas verdes, conduplicadas. Inflorescência ca. 8 cm do tipo racemo, termi",NA,NA,"137","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"322","2020-04-22 16:26:39-03","UFPB","JPB","63222","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Moreira, LHL","2016","07","11","Brasil","Paraíba","João Pessoa","-34.860993","-7.14694","-34.860993","-7.14694","JPB0063222",NA,"Jardim Botânico Benjamim Maranhão, Trilha da ilha.",NA,NA,"; HABITAT: Floresta Estacional Semidecidual de Terras Baixas.; DESC: Erva epífita em árvore de clusia com presença de musgos. Planta com ca. De 5 cm de altura; Pseudobulbo ovóide; folhas verdes, conduplicadas. Inflorescência ca. 6 cm",NA,NA,"138","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"323","2020-04-22 16:26:39-03","UFPB","JPB","63223","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Moreira, LHL","2016","07","11","Brasil","Paraíba","João Pessoa","-34.860993","-7.14694","-34.860993","-7.14694","JPB0063223",NA,"Jardim Botânico Benjamim Maranhão, Trilha da nascente.",NA,NA,"; HABITAT: Floresta Estacional Semidecidual de Terras Baixas.; DESC: Erva epífita em árvore de sucupira. Planta com ca. De 10 cm de altura; Pseudobulbo ovóide; folhas verdes, conduplicadas. Inflorescência ca. 8 cm do tipo racemo, term",NA,NA,"139","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"324","2020-04-22 16:26:39-03","UFPB","JPB","63224","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Moreira, LHL","2016","07","11","Brasil","Paraíba","João Pessoa","-34.860993","-7.14694","-34.860993","-7.14694","JPB0063224",NA,"Jardim Botânico Benjamim Maranhão, Trilha da nascente.",NA,NA,"; HABITAT: Floresta Estacional Semidecidual de Terras Baixas.; DESC: Erva epífita em árvore de sucupira. Planta com ca. De 9 cm de altura; Pseudobulbo ovóide; folhas verdes, conduplicadas. Frutos do tipo capsula fusiformes.",NA,NA,"140","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"325","2020-04-22 16:26:39-03","UFPB","JPB","63225","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Moreira, LHL","2016","07","11","Brasil","Paraíba","João Pessoa","-34.860993","-7.14694","-34.860993","-7.14694","JPB0063225",NA,"Jardim Botânico Benjamim Maranhão, Trilha da nascente.",NA,NA,"; HABITAT: Floresta Estacional Semidecidual de Terras Baixas.; DESC: Erva epífita em árvore de sucupira. Planta com ca. De 9 cm de altura; Pseudobulbo ovóide; folhas verdes, conduplicadas. Inflorescência ca. 8 cm do tipo racemo, termi",NA,NA,"141","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"326","2020-04-22 16:26:39-03","UFPB","JPB","33196","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2018","07","23","Gadelha Neto, PC","2004","06","08","Brasil","Paraíba","Bananeiras","-35.63330078125","-6.75",NA,NA,NA,NA,"Guaiamunduba, Goiamunduba",NA,NA,"; DESC: Epífita. Flor branca. Brácteas esverdeadas, pétalas brancas.","19965","auto","1149","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"327","2020-04-22 16:26:39-03","UFPB","JPB","31371","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Gadelha Neto, PC","2002","07","05","Brasil","Paraíba","João Pessoa","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"Jardim Botânico",NA,NA,"; DESC: Epífita. Coletado à uma alt. de 8m; substrato formado por tapete de briófitas.","15975","auto","717","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"328","2020-04-22 16:26:39-03","UFPB","JPB","34896","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Gadelha Neto, PC","2005","09","30","Brasil","Paraíba","João Pessoa","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"Jardim Botânico",NA,NA,"; DESC: Epífita. Flor branca. Utilizando como forótipo Mangifera indica L.","15975","auto","1472","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"329","2020-04-22 16:26:39-03","UFPB","JPB","30150","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2019",NA,NA,"Lima, IB; Gadelha Neto, PC; Vilma, Wanda","2002","07","31","Brasil","Paraíba","João Pessoa","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"Jardim Botânico, Trilha da preguiça",NA,NA,"; DESC: Erva ca. 35 cm de alt., epífita sobre uma árvore ca. 9 m de alt., flores brancas.","15975","auto","14","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"330","2020-04-22 16:26:39-03","UFPB","JPB","52058","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2018","07","21","Pereira, LA","2012","11","28","Brasil","Paraíba","Mataraca","-35.0511016845703","-6.60138988494873",NA,NA,"JPB0052058",NA,"Millennium Inorganic Chemicals Mineração Ltda",NA,NA,"; DESC: Epífita crescendo sobre tronco de árvore.","15636","auto","486","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"331","2020-04-22 16:26:39-03","UFPB","JPB","33193","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2018","07","23","Gadelha Neto, PC","2004","05","15","Brasil","Paraíba","Natuba","-35.5499992370605","-7.64138984680176",NA,NA,NA,NA,NA,NA,NA,"; DESC: Hospedeira com caule revestido de musgos.","24999","auto","1139","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"332","2020-04-22 16:26:39-03","UFPB","JPB","33192","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Moreira, LHL","2018","07","23","Gadelha Neto, PC","2004","05","16","Brasil","Pernambuco","Macaparana","-35.4530982971191","-7.55471992492676",NA,NA,NA,NA,NA,NA,NA,"; DESC: Epífita.","12495","auto","1141A","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"333","2020-04-22 16:26:39-03","UFPB","JPB","63217","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Moreira, LHL","2016","07","07","Brasil","Paraíba","João Pessoa","-34.860993","-7.14694","-34.860993","-7.14694","JPB0063217",NA,"Jardim Botânico Benjamim Maranhão, Trilha da ilha.",NA,NA,"; HABITAT: Floresta Estacional Semidecidual de Terras Baixas.; DESC: Erva epífita em árvore de clusia com presença de musgos. Planta com ca. De 20 cm de altura; Pseudobulbo ovóide; folhas verdes, conduplicadas. Inflorescência ca. 15 c",NA,NA,"133","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"334","2020-04-22 16:26:39-03","UFPB","JPB","33295","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.","Felix, LP","2005","06",NA,"Gadelha Neto, PC","2004","05","31","Brasil","Paraíba","João Pessoa","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"Jardim Botânico",NA,NA,"; DESC: Epífita. Flor branca. Vegetando em tronco de mangueira.","15975","auto","1147","Angiosperma","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"335","2019-11-06 09:56:52-03","UFOP","OUPR","27391","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Antônio-Silva, L.","2011","06","05","Antônio-Silva, L.; Freitas, G.P.P.","2010","07","05","Brasil","Minas Gerais","Ouro Preto","-43.504139","-20.356694","-43.504139","-20.356694",NA,NA,"APA Cachoeira das Andorinhas, Serra da Brígida, Fazenda Serra da Brígida. Floresta estacional semidecidual altimontana, sobre rocha quartzítica","1679","1679","Erva epífita ou rupícola, frutos verdes, flores branco-esverdeadas. Pouco comum na região",NA,NA,"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-03-12 10:29:24-03","UFOP","OUPR","34583","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet",NA,NA,NA,NA,"Pedrosa, L.G.","2019","10","11","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Rodrigo Silva, Monjolo",NA,NA,"Erva, ca. 30cm. Sobre afloramento rochoso em mata estacional","44599","auto","2052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-11-06 09:56:52-03","UFOP","OUPR","13834","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.","Damazio, L.B.",NA,NA,NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,NA,"12338","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-01-17 11:24:02-02","PUCRS","MPUC","12040","S","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb. f.","C.A. Mondin","2009","01","01",NA,"2009","01","17","Brasil","RS","Dom Pedro de Alcântara","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,"Morrinho de Porto Fagundes",NA,NA,"Epífita",NA,NA,NA,NA,"Asparagales","1","South America",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"339","2019-01-17 11:24:02-02","PUCRS","MPUC","14610","S","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb. f.","M.B.L. Sbardelloto",NA,NA,NA,NA,"1981","10","18","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"Centro",NA,NA,NA,NA,NA,NA,NA,"Asparagales","1","South America",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"340","2020-10-14 10:03:57-03","FURB","FURB","31266","PreservedSpecimen","Plantae","Orchidaceae","Camaridium","micranthum","Camaridium micranthum","M.A.Blanco","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","04","07","Brasil","Santa Catarina","Garuva","-48.7272223","-26.055","-48.7272223","-26.0550000","FURB04710","FURB04710","Sol Nascente.","13","13","Epífita IFFSC e8000b (Acima de 4m), forófito 14. Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita;",NA,NA,"1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-11-08 08:54:31-03","FURB","FURB","12716","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS","2010","01","25","Silva, M.; Mariotto, L.","2009","06","01","Brasil","Santa Catarina","Arvoredo","-52.4686111","-27.0558333","-52.4686111","-27.0558333","FURB36072","FURB36072","PCH Arvoredo.","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-10-14 10:04:21-03","FURB","FURB","13800","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS","2010","01","25","Gasper, A.L. de; Korte, A.; Cadorin, T.J. & Schmitt, J.","2009","07","29","Brasil","Santa Catarina","Blumenau","-49.0816667","-27.0575","-49.0816667","-27.0575000","FURB36079","FURB36079","Parque Nacional da Serra do Itajaí - Trilha da Chuva.","350","350","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;",NA,NA,"2198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-11-08 08:54:31-03","FURB","FURB","13999","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS","2010","01","25","Silva, M.; Fadelli, L.","2009","08","03","Brasil","Santa Catarina","Arvoredo","-52.4686111","-27.0558333","-52.4686111","-27.0558333","FURB36081","FURB36081","PCH Arvoredo.","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-10-14 10:04:21-03","FURB","FURB","14347","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Cadorin, TJ","2009","09","16","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","2009","09","16","Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444","-48.6019444","-27.1494444","FURB36074","FURB36074",NA,"3","3","Epífita IFFSC e8002a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita;",NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-10-14 10:04:21-03","FURB","FURB","15625","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","15","Brasil","Santa Catarina","Gaspar","-48.9602778","-26.9994444","-48.9602778","-26.9994444","FURB36070","FURB36070","Gasparinho - aos fundos da capela Santo Antonio.","92","92","Florística IFFSC 638 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;",NA,NA,"1032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-10-14 10:04:21-03","FURB","FURB","17297","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS","2010","01","25","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","11","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB36068","FURB36068","Três Barras.","203","203","Epífita IFFSC e37a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2020-10-14 10:04:21-03","FURB","FURB","17540","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS","2010","01","25","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","09","Brasil","Santa Catarina","Orleans","-49.41","-28.17","-49.4100000","-28.1700000","FURB36035","FURB36035","Rio Minador.","445","445","Epífita IFFSC e142a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,"817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2020-10-14 10:04:21-03","FURB","FURB","17561","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS","2010","01","25","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","11","19","Brasil","Santa Catarina","Siderópolis","-49.59","-28.62","-49.5900000","-28.6200000","FURB36069","FURB36069","Serrinha.","479","479","Epífita IFFSC e47a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;",NA,NA,"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-10-14 10:04:21-03","FURB","FURB","17583","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Mancinelli, WS","2010","01","25","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","11","05","Brasil","Santa Catarina","Siderópolis","-49.59","-28.62","-49.5900000","-28.6200000","FURB36071","FURB36071","Barragem do Rio São Bento.","479","479","Florística IFFSC 47 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,"3064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-10-14 10:04:21-03","FURB","FURB","19861","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","01","25","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","01","27","Brasil","Santa Catarina","Treviso","-49.4972222","-28.5291667","-49.4972222","-28.5291667","FURB36075","FURB36075","Cirenaica.","197","197","Florística IFFSC 58 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;",NA,NA,"3431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-10-14 10:04:21-03","FURB","FURB","20017","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","03","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","-48.7619444","-27.8788889","-48.7619444","-27.8788889","FURB36067","FURB36067","Sertão do Campo.","180","180","Epífita IFFSC e226a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;",NA,NA,"1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-10-14 10:04:21-03","FURB","FURB","20232","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Barros, F de","2011","12","06","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","19","Brasil","Santa Catarina","Angelina","-48.96","-27.4497222","-48.9600000","-27.4497222","FURB36048","FURB36048","Arroio Fagundes.","434","434","Florística IFFSC 387 Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração; interior do fragmento Habito: Fruto verde;",NA,NA,"1869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-10-14 10:04:21-03","FURB","FURB","20324","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Barros, F de","2011","12","06","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","-48.7619444","-27.8788889","-48.7619444","-27.8788889","FURB36051","FURB36051","Sertão do Campo.","180","180","Epífita IFFSC e226a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; flor corola amarela",NA,NA,"1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-10-14 10:04:21-03","FURB","FURB","20333","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Barros, F de","2011","12","06","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","-48.7619444","-27.8788889","-48.7619444","-27.8788889","FURB36053","FURB36053","Sertão do Campo.","180","180","Epífita IFFSC e226a (Acima de 4m) - forófito 5 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; flor corola verde clara",NA,NA,"1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-10-14 10:04:21-03","FURB","FURB","20335","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Barros, F de","2011","12","06","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","01","27","Brasil","Santa Catarina","Treviso","-49.4972222","-28.5291667","-49.4972222","-28.5291667","FURB36052","FURB36052","Cirenaica.","197","197","Florística IFFSC 58 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;",NA,NA,"3382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-10-14 10:04:21-03","FURB","FURB","20352","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Barros, F de","2011","12","06","Dreveck, S.; Carneiro, F.E.","2010","02","01","Brasil","Santa Catarina","Jaraguá do Sul","-49.1397222","-26.3680556","-49.1397222","-26.3680556","FURB36050","FURB36050","Ano Bom / Braço Esquerdo.","205","205","Florística IFFSC 994",NA,NA,"1715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-10-14 10:04:21-03","FURB","FURB","20703","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","02","28","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","23","Brasil","Santa Catarina","Florianópolis","-48.4755556","-27.5766667","-48.4755556","-27.5766667","FURB36049","FURB36049","Morro da Lagoa.","444","444","Forófito 1. Epífita IFFSC e8004a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,"1371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-10-14 10:04:21-03","FURB","FURB","21085","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","03","22","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","-48.87","-28.08","-48.8700000","-28.0800000","FURB36064","FURB36064","Chicão.","526","526","Epífita IFFSC e173a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;",NA,NA,"1039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-10-14 10:04:21-03","FURB","FURB","21535","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","03","22","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","20","Brasil","Santa Catarina","Águas Mornas","-48.87","-27.63","-48.8700000","-27.6300000","FURB36043","FURB36043","Canto do Schutch.","413","413","Florística IFFSC 316 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento em local úmido Habito: epífita de Alchornea sidifolia;",NA,NA,"1777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-10-14 10:04:21-03","FURB","FURB","21855","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Stival-Santos, A","2010","02","05","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","05","Brasil","Santa Catarina","Antônio Carlos","-48.8702778","-27.5394444","-48.8702778","-27.5394444","FURB36042","FURB36042","Santa Maria.","220","220","Florística IFFSC 350 (Epífita)",NA,NA,"1702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-10-14 10:04:21-03","FURB","FURB","22140","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","03","30","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","03","17","Brasil","Santa Catarina","Imaruí","-48.8702778","-28.1694445","-48.8702778","-28.1694445","FURB36076","FURB36076","Forquilha da Aratingaúba / Parque Estadual da Serra do Tabuleiro.","604","604","Florística IFFSC 148 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;",NA,NA,"4039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-10-14 10:04:21-03","FURB","FURB","22158","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & Sweet","Gasper, AL de","2010","03","30","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","03","12","Brasil","Santa Catarina","Orleans","-49.41","-28.17","-49.4100000","-28.1700000","FURB36040","FURB36040","Rio Mirador (próximo ao Parque Estadual da Serra Furada).","431","431","Florística IFFSC 142 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;",NA,NA,"3915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
