"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"151","2021-02-08 12:51:46-03","UFRGS","ICN","144268","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS",NA,NA,NA,"Muniz, CFS","357","1981","03","15","Brasil","SP","Gália","Parque Estadual de Caetetus","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"Doação Herbário SP.; Terreno úmido.","ICN00010649","ICN00010649","Monocotyledon",NA,NA,"América do Sul",NA,"23314","auto",NA,NA,NA,NA
"152","2021-02-08 12:51:46-03","UFRGS","ICN","144269","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS",NA,NA,NA,"Sendulsky, T","952","1968","08","06","Brasil","SP","São Paulo","Jardim Botânico e Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Doação Herbário SP.","ICN00010650","ICN00010650 ICN00010650_1","Monocotyledon",NA,NA,"América do Sul",NA,"53584","auto",NA,NA,NA,NA
"153","2021-02-08 12:51:46-03","UFRGS","ICN","148549","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","02","19","Trevisan, R","646","2006","09","24","Brasil","SC","Biguaçu","propriedade de Luiz Carlos Bastos","-48.6556015014648","-27.4941997528076",NA,NA,NA,NA,NA,"ICN00010648","ICN00010648","Monocotyledon",NA,NA,"América do Sul",NA,"20442","auto",NA,NA,NA,NA
"154","2021-02-08 12:51:46-03","UFRGS","ICN","159822","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","02","19","Araujo, AC","s.n.",NA,NA,NA,"Brasil","SC","Florianópolis","Praia da Lagoinha do Leste trilha em direção a Praia do Pantano do Sul","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Interior de mata, frequente; sombreado.","ICN00010647","ICN00010647 ICN00010647_1","Monocotyledon",NA,NA,"América do Sul",NA,"27000","auto",NA,NA,NA,NA
"155","2021-02-08 12:51:46-03","UFRGS","ICN","144227","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS",NA,NA,NA,"Kuhlmann, M","s.n.","1957","04","22","Brasil","SP","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Doação Herbário SP.; Orla da capoeira, vegetação natural.","ICN00010646","ICN00010646 ICN00010646_1","Monocotyledon",NA,NA,"América do Sul",NA,"53584","auto",NA,NA,NA,NA
"156","2021-02-08 12:51:46-03","UFRGS","ICN","144271","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS",NA,NA,NA,"Sugiyama, M; Custódio-Filho, A","303","1983","07","08","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia 23°38'-23°39' S 45°52'-45°53' W","-45.866667","-23.65","-45.866667","-23.65","900","900","Doação Herbário SP.; Herbácea, 1m de altura; frutos brancos.","ICN00010651","ICN00010651 ICN00010651_1","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"157","2020-08-26 10:48:38-03","MCN-FZBRS","HAS","44448","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Schmidt, R.","1054","2005","04",NA,"Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral; descida mangueira de pedra via S. Encantado","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"erva","HAS0044448",NA,"Magnoliophyta",NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA
"158","2019-11-21 10:03:33-03","IBt","SP","238212","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS","1990","09",NA,"Brugger, M; et al.","FPNC365","1988","10","16","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-21 10:03:33-03","IBt","SP","238214","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Araújo, AC","2008",NA,NA,"Krieger, L; et al.","FPNC545","1988","11","20","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-21 10:03:33-03","IBt","SP","262391","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS",NA,NA,NA,"Anunciação, EA; Gomes, MZ","254","1993","06","26","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Campo no alto do morro","-47.25","-24.55","-47.25","-24.55",NA,NA,"Erva no einterior do campo, glumas verde acastanhadas, estigmas alvos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-07-02 08:40:07-03","IBt","SP","280067","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Moncaio, E","118","1994","09","05","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8875","-24.622778","-47.8875","-24.622778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-21 10:03:33-03","IBt","SP","198626","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, C","1987","04",NA,"Forero, E; Lopes, EA; Wanderley, MGL; Yano, O","8622","1980","10","08","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Alrededores del laboratorio","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"163","2019-11-21 10:03:33-03","IBt","SP","201286","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS","1987","04",NA,"Romaniuc Neto, S; Kirizawa, M","203","1984","08","22","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Morro Morretes","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"164","2019-11-21 10:03:33-03","IBt","SP","216112","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS","1990","06",NA,"Melo, MMRF; et al.","478","1983","06","08","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Sítio Trapandé","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"165","2020-10-22 10:12:45-03","IBt","SP","349666","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Hashimoto, G","s.n.","1981","04","19","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA
"166","2020-10-22 10:12:45-03","IBt","SP","349669","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Hashimoto, G","s.n.","1985","04","17","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA
"167","2019-11-21 10:03:33-03","IBt","SP","344003","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS","1997","03",NA,"Oliveira, RJ; Costa, CB","9","1996","07","14","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Núcleo Arpoador Guarauzinho, floresta altântica de encosta","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Erva coletada no interior da Floresta atlântica de encosta no Morro do Fernando, em área de amostragem fitossociológica",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"168","2019-11-21 10:03:33-03","IBt","SP","244643","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS","1994","06",NA,"Catharino, ELM; et al.","1399","1990","05","17","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, mata no vale entre os dois morros, próximo do alojamento","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Erva até 1,0m alt., inflorescências castanho avermelhadas, frutos maduros alvos",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"169","2020-07-02 08:40:07-03","IBt","SP","279559","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Bernacci, LC","358","1994","06","14","Brasil","São Paulo","Monte Alegre do Sul",NA,"-46.6800003051758","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11114","auto",NA,NA,NA,NA
"170","2020-10-15 10:09:12-03","IBt","SP","340966","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Ivanauskas, NM","1563","1996","06","22","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
"171","2019-11-21 10:03:33-03","IBt","SP","352416","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, CFS",NA,NA,NA,"Cordeiro, I; et al.","2725A","2001","08","13","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Núcleo Arpoador, praia do Arpoador","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Erva crescendo entre rochas à beira mar",NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA
"172","2020-06-04 11:03:22-03","IBt","SP","270487","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Sugiyama, M","1182","1994","06","07","Brasil","São Paulo","São Bernardo do Campo","Parque Caminhos do Mar","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA
"173","2020-10-22 10:12:45-03","IBt","SP","349668","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Hashimoto, G","s.n.","1988","03","20","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"174","2020-07-16 10:05:36-03","IBt","SP","290754","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Simão Bianchini, R","868","1996","01","17","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
