"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"512","2019-08-20 10:14:21-03","UNICAMP","UEC","7109","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Fortunato, R","Parentoni, R; Benson, WW; et al.","4666","1977","04","04","Brazil","Mogi Guaçu","Fazenda Campininha, Cerradão.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"São Paulo",NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA
"513","2020-12-18 14:57:25-03","UNICAMP","UEC","7156","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Tamashiro, JY","Parentoni, R; Benson, WW; et al.","4667","1977","04","04","Brazil","Mogi Guaçu","Fazenda Campininha, Cerradão.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"São Paulo",NA,"1997","11",NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA
"514","2019-08-20 10:14:21-03","UNICAMP","UEC","95869","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Silva, JS","Longhi-Wagner, HM; Boechat, SC; Araújo, AC","3256","1996","01","26","Brazil","Pirassununga","Cerrado de Emas","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"Inflorescencia pink",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"São Paulo",NA,"2009","05","22","24621","auto",NA,NA,NA,NA,NA,NA,NA
"515","2021-02-16 14:02:10-03","UNICAMP","UEC","70405","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida",NA,NA,"Leitão Filho, HF","350","1968","04","10","Brazil","Ribeirão Preto","Nativa na estrada exterior do I.A.C.","-47.810001373291","-21.1700000762939",NA,NA,NA,NA,"Arbusto até 1,80 m. Flores róseas. Floresce em Fevereiro. Frutifica em Março-Abril.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"São Paulo",NA,NA,NA,NA,"24390","auto",NA,NA,NA,NA,NA,NA,NA
"516","2019-10-07 11:26:08-03","UNICAMP","UEC","70548","S","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","Tamashiro, JY","Belinello, R; Tamashiro, JY; Ivanauskas, NM; Miyagi, PH; Souza, JdeP","882","1995","04","13","Brazil","São Bento Do Sapucaí","Rampa de vôo da Pedra do Bauzinho, Campo.","-45.7299995422363","-22.6800003051758",NA,NA,NA,NA,"Subarbusto de 50 cm, estames rosados.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"São Paulo",NA,"1997","11",NA,"18089","auto",NA,NA,NA,NA,NA,NA,NA
"517","2021-03-01 16:30:58-03","UNICAMP","UEC","151691","S","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.",NA,"Silva, JS; Silveira, MF; Galvão, JC","769","2009","07","07","Brazil","São José do Barreiro","Caminho para a Babilônia., Cerrado. Solo arenoso pedregoso.","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"Subarbusto com 2m de altura. Ramos vináceos com tricomas glandulares. Fruto imaturo verde-vináceo.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"São Paulo",NA,"2009","10",NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"518","2019-08-20 10:14:17-03","UNICAMP","UEC","132904","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.",NA,"Freitas, L","284","1998","02","21","Brazil","São José do Barreiro","Serra da Bocaina, Campos de altitude.","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"Arbusto, 1m. altura; gineceu e estames rosa purpureo com anteras amarelas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"São Paulo",NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"519","2019-08-20 10:14:17-03","UNICAMP","UEC","132905","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.",NA,"Freitas, L","283","1998","02","21","Brazil","São José do Barreiro","Serra da Bocaina, Campos de altitude.","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"Arbusto, 1m. altura; gineceu e estames rosa purpureo com anteras amarelas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"São Paulo",NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"520","2020-03-02 09:10:57-03","UFRPE","PEUFR","738","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.S. Silva","A. Lima","3005","1958","04","02","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Erva sub-lenhosa; folhas basais; inflorescência 1-1,5 m; flores róseo-claro","PEUFR000738",NA,NA,NA,NA,NA,NA,"Goiás",NA,"2016","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2019-11-06 09:55:35-03","UFOP","OUPR","18927","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Dutra, V.F.","Dutra, V.F.; Garcia, F.C.P.","226","2004","04","14","Brasil","Ouro Preto","Parque Estadual do Itacolomi","-43.513139","-20.420694","-43.513139","-20.420694",NA,NA,"Complexo Cerrado. Campo rupestre. Arbusto. Frutos com 1 artículo. Tricomas longos e dourados",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2004","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2020-03-12 10:29:12-03","UFOP","OUPR","33507","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Pedrosa, L.G.","Pedrosa, L.G.","1364","2019","03","03","Brasil","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,NA,"Subarbusto espinescente, 2m. Flores rosadas. Campo sujo.",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2019","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2019-11-06 09:55:35-03","UFOP","OUPR","4101","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Dutra, V.F.","s.col.","s.n.",NA,NA,NA,"Brasil","Itabira","Serra de Itabira","-43.2268981933594","-19.6191997528076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2004","10","24","33779","auto",NA,NA,NA,NA,NA,NA,NA
"524","2019-11-06 09:55:35-03","UFOP","OUPR","7767","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Dutra, V.F.","Roschel, M.B.; Sousa, H.C. de","582","1999","06","12","Brasil","Ouro Branco",NA,"-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"Capoeira. Campo rupestre. Arbusto. Folhas paripenadas. Folíolos. Flores róseas",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","04","16","13809","auto",NA,NA,NA,NA,NA,NA,NA
"525","2019-11-06 09:55:35-03","UFOP","OUPR","1992","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Badini, J.","Badini, J.","s.n.","1973","02","18","Brasil","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Campo. Subarbusto. Flores róseas",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"1973","02","18","44599","auto",NA,NA,NA,NA,NA,NA,NA
"526","2019-11-06 09:55:35-03","UFOP","OUPR","20018","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Dutra, V.F.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Ouro Preto","Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Campo. Arbusto. Flores roseas",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2005","04","19","44599","auto",NA,NA,NA,NA,NA,NA,NA
"527","2019-11-06 09:55:35-03","UFOP","OUPR","12803","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silva, J.S.","Messias, M.C.T.B.; Dutra, V.F.","588","2001","11","26","Brasil","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Campo ferruginoso. Erva. Estéril",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2011","11",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"528","2019-11-06 09:55:35-03","UFOP","OUPR","21196","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Dutra, V.F.","Dutra, V.F.; Garcia, F.C.P.","195","2004","03","18","Brasil","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Cálice e corola esverdeados, Filetes róseos. Caule e folhas com acúleos.",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2004","06","23","44599","auto",NA,NA,NA,NA,NA,NA,NA
"529","2019-11-06 09:55:35-03","UFOP","OUPR","20023","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Dutra, V.F.","Gomes, F.P.M.","s.n.","1895","03","10","Brasil","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2004","10","24","39093","auto",NA,NA,NA,NA,NA,NA,NA
"530","2019-11-06 09:55:35-03","UFOP","OUPR","13753","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","Dutra, V.F.","Lima, H.C.","4070","1990","12","12","Brasil","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto com 2m. Frutos passados pardacentos. Ocasional nas capoeiras",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","04","16","44599","auto",NA,NA,NA,NA,NA,NA,NA
"531","2019-11-06 09:55:35-03","UFOP","OUPR","20021","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","Badini, J.","s.n.","1942",NA,NA,"Brasil","Venda do Campo",NA,NA,NA,NA,NA,NA,NA,"Campo. Subarbusto. Flores róseas",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2006","10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2019-11-06 09:55:35-03","UFOP","OUPR","20020","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2006","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2019-11-06 09:55:35-03","UFOP","OUPR","3584","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","s.col.","s.n.",NA,NA,NA,"Brasil","Itabira","Serra de Itabira","-43.2268981933594","-19.6191997528076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","06","25","33779","auto",NA,NA,NA,NA,NA,NA,NA
"534","2019-11-06 09:55:35-03","UFOP","OUPR","32140","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","Lemes, F.O.A.","712","2007","05","20","Brasil","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"Arbusto. Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","07","01","13809","auto",NA,NA,NA,NA,NA,NA,NA
"535","2019-11-06 09:55:35-03","UFOP","OUPR","20019","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","Badini, J.","s.n.","1940",NA,NA,"Brasil","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Campo. Subarbusto. Flores róseas",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","06","25","44599","auto",NA,NA,NA,NA,NA,NA,NA
"536","2019-11-06 09:55:35-03","UFOP","OUPR","3778","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Campo. Subarbusto. Flores róseas",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2001","10","07","44599","auto",NA,NA,NA,NA,NA,NA,NA
"537","2019-11-06 09:55:35-03","UFOP","OUPR","20022","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","s.col.","s.n.",NA,NA,NA,"Brasil","Ouro Preto","Serra de Capanema","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","08","11","44599","auto",NA,NA,NA,NA,NA,NA,NA
"538","2019-11-06 09:55:35-03","UFOP","OUPR","20025","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Dutra, V.F.","Lisboa, M.A.","s.n.","1992","06",NA,"Brasil","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2001","10","07","44599","auto",NA,NA,NA,NA,NA,NA,NA
"539","2020-12-04 13:19:15-03","UDESC","LUSC","6961","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","J.Y.Tamashiro","D.R.Lammel; et al.","4","2006","07","15","Brasil","Campos do Jordão","Parque Estadual de Campos do Jordão.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"LUSC003735","LUSC003735",NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"540","2020-01-24 17:51:12-03","PUCRS","MPUC","21748","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","C. Vogel-Ely",NA,NA,"2017","01","12","Brasil","Porto Alegre","Morro São Pedro, Lami","-51.1105555556","-30.1777777778","-51.1105555556","-30.1777777778",NA,NA,"SP3P1",NA,NA,"South America",NA,NA,NA,"Fabales","RS",NA,"2017","01","01",NA,NA,"Magnoliopsida",NA,"12","12","1",NA,NA
"541","2020-01-24 17:51:12-03","PUCRS","MPUC","21763","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","C. Vogel-Ely",NA,NA,"2017","01","12","Brasil","Porto Alegre","Morro São Pedro, Lami","-51.1105555556","-30.1777777778","-51.1105555556","-30.1777777778",NA,NA,"SP1P6",NA,NA,"South America",NA,NA,NA,"Fabales","RS",NA,"2017","01","01",NA,NA,"Magnoliopsida",NA,"12","12","1",NA,NA
"542","2020-01-24 17:51:12-03","PUCRS","MPUC","21914","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","C. Vogel Ely",NA,NA,"2017","02","21","Brasil","Porto Alegre","Morro São Pedro, Lami","-51.1105555556","-30.1777777778","-51.1105555556","-30.1777777778",NA,NA,"SP1P5",NA,NA,"South America",NA,NA,NA,"Fabales","RS",NA,"2017","01","01",NA,NA,"Magnoliopsida",NA,"12","12","1",NA,NA
"543","2020-01-24 17:51:12-03","PUCRS","MPUC","22064","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","C. Vogel Ely",NA,NA,"2016","12","06","Brasil","Porto Alegre","Morro São Pedro, Lami","-51.1105555556","-30.1777777778","-51.1105555556","-30.1777777778",NA,NA,"Fitossociologia",NA,NA,"South America",NA,NA,NA,"Fabales","RS",NA,"2017","01","01",NA,NA,"Magnoliopsida",NA,"12","12","1",NA,NA
"544","2020-10-14 10:01:40-03","FURB","FURB","10128","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Verdi, M.; Carneiro, F.E.","445","2008","03","18","Brasil","Capão Alto","Km 14.","-50.4","-27.9002778","-50.4000000","-27.9002778","870","870","IFFSC 208/O/Herbácea 03.","FURB01761","FURB01761",NA,NA,NA,NA,NA,"Santa Catarina",NA,"2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2020-10-14 10:01:40-03","FURB","FURB","10933","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Verdi, M.; Grosch, B. & Klemz, G.","1240","2008","12","15","Brasil","Campo Belo do Sul","Canoas / Fazenda Gateados.","-50.8497222","-28.0347222","-50.8497222","-28.0347222","845","845","Florística IFFSC 677 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; borda da mata Habito: flor lilas","FURB04415","FURB04415",NA,NA,NA,NA,NA,"Santa Catarina",NA,"2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2020-10-14 10:01:40-03","FURB","FURB","44569","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Barbosa, E","Motta, J.T.; Dombrowski, L.T. & Cordeiro, J.","4147","2013","12","18","Brasil","Palmeira","Recanto dos Papagaios.","-49.7683334","-25.4652778","-49.7683334","-25.4652778","957","957",NA,"FURB25283","FURB25283",NA,NA,NA,NA,NA,"Paraná",NA,"2014","05","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2020-10-14 10:01:40-03","FURB","FURB","36207","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"Silveira, F.S.","Gasper, A.L. de; Bueno, M.L.; Kamino, L.; Leal, B.S.S. & Rezende, V.L.","2744","2011","03","20","Brasil","Delfim Moreira","Estrada entre a Fazenda Boa Esperança e a Fazenda da Onça.","-45.3247223","-22.5802778","-45.3247223","-22.5802778","1475","1475",NA,"FURB04420","FURB04420",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2015","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2020-10-14 10:01:40-03","FURB","FURB","47748","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa",NA,"Ribas, OS","Engels, M.E.; Lozano, E.D.","2123","2013","12","11","Brasil","Guarapuava","próximo a John Deere.","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"FURB47748","FURB47748",NA,NA,NA,NA,NA,"Paraná",NA,"2015","02","12","53832","auto",NA,NA,NA,NA,NA,NA,NA
"549","2020-10-14 10:01:40-03","FURB","FURB","2304","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Ribas, O.S.; et al.",NA,"2002","03","07","Brasil","Lapa","Estação Engenheiro Bley.","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"FURB04422","FURB04422",NA,NA,NA,NA,NA,"Paraná",NA,"2015","07",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"550","2020-10-14 10:01:40-03","FURB","FURB","4343","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Silva, J.M.; Lima, L.R. & Farinaccio, M.A.","3956","2004","01","27","Brasil","Palmeira","Área do Exército.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"FURB04416","FURB04416",NA,NA,NA,NA,NA,"Paraná",NA,"2015","07",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"551","2020-10-14 10:01:40-03","FURB","FURB","1539","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Cruz, J.M.; et al.","68","1999","02","03","Brasil","Palmeira","Recanto dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"FURB04418","FURB04418",NA,NA,NA,NA,NA,"Paraná",NA,"2015","07",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"552","2020-10-14 10:01:40-03","FURB","FURB","1533","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Cruz, J.M.; et al.","88","1999","02","03","Brasil","Palmeira","Rio Tibagi.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"FURB04417","FURB04417",NA,NA,NA,NA,NA,"Paraná",NA,"2015","07",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"553","2020-10-14 10:01:40-03","FURB","FURB","7198","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Silva, J.M.; Barbosa, E. & Cordeiro, J.","5517","2007","02","14","Brasil","Palmeira","Rio Tibaji.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"FURB01762","FURB01762",NA,NA,NA,NA,NA,"Paraná",NA,"2015","07",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"554","2020-10-14 10:01:40-03","FURB","FURB","40896","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Ribas, O.S.; Silva, J.M.","9969","2012","02","09","Brasil","Ponta Grossa","Furnas de Itaiacoca.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"FURB04421","FURB04421",NA,NA,NA,NA,NA,"Paraná",NA,"2015","07",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"555","2020-10-14 10:01:40-03","FURB","FURB","40889","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Cervi, A.C.; Silva, J.M.","9993","2012","02","09","Brasil","Ponta Grossa","Furnas de Itaiacoca.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"FURB04439","FURB04439",NA,NA,NA,NA,NA,"Paraná",NA,"2015","06",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"556","2020-10-14 10:01:40-03","FURB","FURB","1536","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, F.S.","Cruz, J.M.; et al.","85","1999","02","03","Brasil","Ponta Grossa","Rodovia BR-277, km 522, próximo a Vila Velha.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"FURB01763","FURB01763",NA,NA,NA,NA,NA,"Paraná",NA,"2015","07",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"557","2021-03-16 17:52:11-03","UCS","HUCS","30159","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Barbosa, E.","862","2004","02","10","Brasil","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Ereta, 1m, flor rosada.; campo limpo, seco, solo arenoso",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2005",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"558","2021-03-16 17:52:11-03","UCS","HUCS","31189","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","Ribas, O.S.","Silva, J.M.","5429","2006","12","12","Brasil","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"arbusto, 1m, flor rosada,; campo limpo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2007",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"559","2021-03-16 17:52:11-03","UCS","HUCS","8764","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Falkenberg, D.B.","Falkenberg, D.B.","5271","1990","02","12","Brasil","Alegrete",NA,"-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,"em campo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"1990",NA,NA,"89305","auto",NA,NA,NA,NA,NA,NA,NA
"560","2021-03-16 17:52:12-03","UCS","HUCS","35699","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","Ribas, O.S.","Pasini, E.","332","2010","02","02","Brasil","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000","campo sujo - na encosta",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2010","08","18","55856","auto",NA,NA,NA,NA,NA,NA,NA
"561","2021-03-16 17:52:11-03","UCS","HUCS","29920","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Silva, J.M.","3956","2004","01","27","Brasil","Palmeira","Área do Exército","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"ascendente, 40cm, flor lilás.; campo limpo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2005",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"562","2021-03-16 17:52:11-03","UCS","HUCS","24972","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","Ribas, O.S.","Wasum, R.A.","2387","2005","01","09","Brasil","Bom Jesus","Arroio do Fundo do CIlho","-50.4166984558105","-28.6678009033203",NA,NA,"950","950","em orla da mata",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2005","03",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"563","2021-03-16 17:52:11-03","UCS","HUCS","44757","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Silveira, S.F.","Miotto, S.T.S.","2001","2002","01","11","Brasil","Cachoeira do Sul","BR 290 km 311","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2015","07",NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA
