"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"43","2021-03-15 16:37:00-03","NY","NYBG","419280","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby",NA,"G. K. Gottsberger","1112368","1968","03","12","Brazil","Sao José dos Campos","About 10km south of the city","-45.8667","-23.1167",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419280","NY00419280_01","South America","sheet",NA,"Magnoliophyta","Fabales","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01345589","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. C. Barneby","T. Morong","477","1889","01","30","Paraguay",NA,"Between Villa Rica and Escoba",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1614243' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345589","NY01345589_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00933239","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.",NA,"G. G. Hatschbach","26969","1971","09","04","Brazil","Oliveira","Rod. Fernao Dias","-44.8269","-20.6967",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933239","NY00933239_01","South America","sheet",NA,"Magnoliophyta","Fabales","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","419306","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","R. C. Barneby","A. Usteri","13103","1906","03","23","Brazil","Sao Paulo","Ipiranga. Ex. Herv. Plyt. de S. Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=508898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419306","NY00419306_01","South America","sheet",NA,"Magnoliophyta","Fabales","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00933015","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","R. C. Barneby","G. G. Hatschbach","46199","1983","02","13","Brazil","Amambaí","Amambai, rod. p/Cel. Sapucaia","-55.2256","-23.1044",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933015","NY00933015_01","South America","sheet",NA,"Magnoliophyta","Fabales","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00933140","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R. C. Barneby","G. G. Hatschbach","45932","1982","12","12","Brazil","Ponta Porã","Pacori","-55.7256","-22.5361",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933140","NY00933140_01","South America","sheet",NA,"Magnoliophyta","Fabales","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","00933240","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","R. C. Barneby","H. C. de Lima","1274","1980","08","05","Brazil",NA,"Ouro Preto- Três Moinhos",NA,NA,NA,NA,"1100","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933240","NY00933240_01","South America","sheet",NA,"Magnoliophyta","Fabales","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","419277","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R. C. Barneby","J. M. Silva","1214","1993","01","15","Brazil","Porto Amazonas","Porto Amazonas, km 3 da rod. para Lapa","-49.8903","-25.5447",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419277","NY00419277_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","419309","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","R. C. Barneby","G. Eiten","6057","1965","02","14","Brazil","Registro","15km due NW of Registro (or 1km due S of Sete Barras)","-47.92","-24.4",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=508894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419309","NY00419309_01","South America","sheet",NA,"Magnoliophyta","Fabales","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-10-26 10:37:00-02","NY","NYBG","01912629","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens",NA,"R. C. Barneby","E. M. Zardini","15949","1989","11","11","Paraguay",NA,"National Park Ybicu'í. Northwestern of park","-56.77","-26.02",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2202657' target='other'> <mi>dwc_moreinfo</mi></a>","NY01912629","NY01912629_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","419278","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R. C. Barneby","J. M. Silva","1226","1993","01","15","Brazil","Balsa Nova","Serra Sao Luiz","-49.6356","-25.5842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419278","NY00419278_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","419300","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","J. Y. Tamashiro","F. Chagas e Silva",NA,"1988","12","04","Brazil","Sengés","Rodovia Senges-Jaguariaiva km 252","-49.4633","-24.1131",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=258786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419300","NY00419300_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","419288","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R. C. Barneby","R. Reitz","6145","1958","01","10","Brazil","Campo Alegre","Morro do Iquererim","-49.2656","-26.1925",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419288","NY00419288_01","South America","sheet",NA,"Magnoliophyta","Fabales","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","419260","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R. C. Barneby","G. G. Hatschbach","64440","1996","02","23","Brazil","Candói","Fazenda Coqueiro","-52.0556","-25.5722",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20377' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419260","NY00419260_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","419325","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rudis","Mimosa dolens rudis","(Benth.) Barneby","R. C. Barneby","S. M. de Campos","158","1960","01","21","Brazil","Itapetininga","4km NNW da cid. de Itapetininga, em linha reta, 12km pelo rodovia","-48.05","-23.58",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419325","NY00419325_01","South America","sheet",NA,"Magnoliophyta","Fabales","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01345574","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","R. C. Barneby","A. Schinini","14123","1977","01","16","Argentina","Berón de Astrada","15 km W de Itá Ibaté, Ayo. Santa Isabel",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1613969' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345574","NY01345574_01","South America","sheet",NA,"Magnoliophyta","Fabales","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","419337","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","R. C. Barneby","R. Reitz","17942","1965","12","18","Brazil","Jaguariaíva","Rio das Mortes","-49.7056","-24.2511",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419337","NY00419337_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","01090880","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R. C. Barneby","L. W. Williams","18781","1958","04","17","Brazil",NA,"Quatro Barra[s]",NA,NA,NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226329' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090880","NY01090880_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","419323","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. C. Barneby","T. M. Pedersen","4476","1957","02","26","Argentina","Concepción","Rincón de Luna. Estancia Bovril",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=544716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419323",NA,"South America","sheet",NA,"Magnoliophyta","Fabales","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","419298","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","R. C. Barneby","J. M. Cruz","85","1999","02","03","Brazil","Ponta Grossa","Rod. BR-277, km 522, proximo a Vila Velha","-50.1617","-25.095",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419298","NY00419298_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","419313","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","R. C. Barneby","J. M. Silva","89","1986","01","24","Brazil","Rio Branco do Sul","Bromado","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=508900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419313","NY00419313_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","419310","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","R. C. Barneby","O. Handro","2013","1968","02","05","Brazil","Sao Paulo","Jabaquara","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=508895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419310","NY00419310_01","South America","sheet",NA,"Magnoliophyta","Fabales","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","419321","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. C. Barneby","J. M. Silva","71","1986","01","17","Brazil","Balsa Nova","Serra de Sao Luiz. Borda da Cuesta Devoniana. SW of Curitiba","-49.62","-25.6",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=544718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419321","NY00419321_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","00933040","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","R. C. Barneby","H. E. Strang","1294","1967","11","20","Brazil",NA,"Iguatemi x Amambai",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933040","NY00933040_01","South America","sheet",NA,"Magnoliophyta","Fabales","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-09-27 19:50:00-03","NY","NYBG","01345585","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. C. Barneby","E. L. Ekman","1623","1907","12","01","Argentina","Posadas","pr. praedium La Granja",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1614063' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345585","NY01345585_01","South America","sheet",NA,"Magnoliophyta","Fabales","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","419294","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.",NA,"L. Riedel","2905","1834","01",NA,"Brazil","Sao Carlos","St. Carlos","-47.8897","-22.0103",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=109973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419294","NY00419294_01","South America","sheet",NA,"Magnoliophyta","Fabales","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2016-09-27 19:50:00-03","NY","NYBG","01345560","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R. C. Barneby","E. Hassler","9074","1905","03",NA,"Paraguay",NA,"In viciniis Caaguazú",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1613591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345560",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","00933216","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","R. C. Barneby","H. S. Irwin","13053","1966","02","20","Brazil","Brasília","Ca. 25 km S.W. of Brasília","-48.0816667","-15.94305",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933216","NY00933216_01","South America","sheet",NA,"Magnoliophyta","Fabales","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","419320","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. C. Barneby","R. Kummrow","1762","1982","02","16","Brazil","Jaguariaíva","Estr. Jaguariaíva-Arapoti","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=544717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419320","NY00419320_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","419295","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.",NA,"W. Hoehne",NA,"1942","03","10","Brazil","Sao Paulo","Prox. Sao Miguel","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419295","NY00419295_01","South America","sheet",NA,"Magnoliophyta","Fabales","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","00958199","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens","Vell.","V. F. Dutra","I. Andrade","39","1986","12","12","Brazil",NA,"Caraça- (caminho p/ Belchior)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958199","NY00958199_01","South America","sheet",NA,"Magnoliophyta","Fabales","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","419265","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R. C. Barneby","J. M. Silva","2888","1999","02","19","Brazil","Bocaiúva do Sul","Serrad da Bocaina","-49.115","-25.2061",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=20380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419265","NY00419265_01","South America","sheet",NA,"Magnoliophyta","Fabales","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","01345563","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","R. C. Barneby","A. L. Bernardi","18905","1978","12","06","Brazil",NA,"Tata videbatur in frutivetis inter Iguatemi et Amambay",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1613670' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345563",NA,"South America","sheet",NA,"Magnoliophyta","Fabales","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","00933016","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","R. C. Barneby","G. G. Hatschbach","47273","1983","12","15","Paraguay",NA,"Fda. El Buracom, 30 km O de Pedro Juan Cabalero",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933016",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","01090878","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. C. Barneby","G. G. Hatschbach","49022","1985","03","14","Brazil","Amambaí","Rod. BR-642, ligação a Paranhos","-55.2256","-23.1044",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226325' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090878","NY01090878_01","South America","sheet",NA,"Magnoliophyta","Fabales","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2016-09-27 19:50:00-03","NY","NYBG","01345579","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","R. C. Barneby","E. Hassler","9924","1907",NA,NA,"Paraguay",NA,"In altaplanitie et declivibus << Sierra de Amambay>>",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1614033' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345579","NY01345579_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","00933037","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","R. C. Barneby","G. G. Hatschbach","25207","1970","10","25","Brazil","Rio Brilhante","Rio Sta. Luzia","-54.5464","-21.8019",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933037","NY00933037_01","South America","sheet",NA,"Magnoliophyta","Fabales","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","01345571","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","G. J. Seijo","A. Schinini","33248","1997","12","03","Paraguay",NA,"Reserva Natural del Bosque Mbaracayú. Lagunita",NA,NA,NA,NA,"200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1613838' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345571","NY01345571_01","South America","sheet",NA,"Magnoliophyta","Fabales","Canindeyú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","00933014","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","R. C. Barneby","W. R. Anderson","11208","1975","02","06","Brazil","Bataguaçú","Near highway BR 257, ca. 58 km W of São Paulo","-52.55","-21.67",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933014","NY00933014_01","South America","sheet",NA,"Magnoliophyta","Fabales","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
