"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","typeStatus","fieldNumber","dayIdentified","class","individualCount"
"53","2020-11-19 14:06:23-03","Unimontes","MCMG","5800","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Santos, R. M","Magalhães,M.D.V.",NA,"2010",NA,NA,NA,"Brasil","Minas Gerais","Bonito de Minas",NA,"-44.7543983459473","-15.3233003616333",NA,NA,NA,NA,NA,NA,"95199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-08-20 20:40:07-03","UFSC","FLOR","43236","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Fiaschi, P.","Baumgratz, J.F.A.; Santos Filho, L.A.F.; Barbarena, F.F. & Silva, W.","903","2007","02","05",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada do Parque, BR 485, após a ponte descendo as escadas que margeia a direita o Rio Campo Belo.","-44.579167","-22.257778",NA,"árvore com ramos e pecíolos velutino-ferrugíneo; folhas com face adaxial verde, abaxial verde na lâmina e pardacenta nas nervuras, flor inflorescência velutino-ferrugíneajovens verdes e dispostos em glomérulos, 4,5m altura. Recebido","FLOR0043236",NA,"1050","1050",NA,NA,"44º34'45''W","22º15'28''S","2013",NA,NA,NA,NA,NA,NA
"55","2020-08-20 20:40:07-03","UFSC","FLOR","31098","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Souza, M.L.","Santos, H.G.P. dos; Cordovil, S.P.; Machado, F.V. & Horta, C.P.","349","1994","09","15",NA,"Brasil","Minas Gerais","Ewbank da Câmara","Rio Paraibuna, próximo a cidade de Dores do Paraibuna (final do lago).","-43.5099983215332","-21.5510997772217",NA,"arbusto, flor inflorescência castanha. Freqüente","FLOR0031098",NA,"778","778","14340","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"56","2021-03-04 15:45:00-03","IF","SPSF","39069","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","castaneaeflora","Miconia castaneaeflora","Naudin","R.Goldenberg","R.T. Polisel","388","2006","10","09","América do Sul","Brasil","SP","Juquitiba","Estrada da Palestina","-47.1","-23.966667",NA,"COLETA: Arvoreta 2m; botões florais castanhos.; GEOGRAFIA: Topo de morro; área de vegetação conservada.;",NA,NA,"700","700",NA,NA,NA,NA,"2008","11",NA,NA,"30","Magnoliopsida",NA
"57","2021-03-04 15:45:00-03","IF","SPSF","40194","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","castaneaeflora","Miconia castaneaeflora","Naudin","A.B.Martins","F.M.Souza & R.C.Sousa & H.F.A.Pereira & R.L.M.Garcia","953","2007","10","22","América do Sul","Brasil","SP","São Paulo","Parque Estadual do Jaraguá","-46.769722","-23.471667",NA,"COLETA: Arbusto, 2m. Flores brancas perfumadas. Área úmida, pedregosa.; GEOGRAFIA: Trilha das Garças;",NA,NA,"779","779",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"58","2017-06-29 16:42:56-03","CAS","CAS-BOT","398161","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","R. Goldenberg","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9783","2009","3",NA,"South America","Brazil","Rio de Janeiro",NA,"Municipio Itatiaia. Parque Nacional do Itatiaia. Trail to Piscina do Maromba.","-44.62005","-22.42944",NA,"Tree 4 m tall. Young fruits green. Occasional.",NA,NA,"1100",NA,NA,NA,"44.62005° W","22.42944° S",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"59","2019-11-21 10:10:01-03","IBt","SP","426925","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Pastore, M; Weissenberg-Batista, EW","Shirasuna, RT; Queiroz, RT","443","2007","10","10",NA,"Brasil","São Paulo","São Paulo","Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"2008","10",NA,NA,"22",NA,NA
"60","2019-11-21 10:10:01-03","IBt","SP","58223","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Handro, O","s.n.","1937","04","20",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:10:01-03","IBt","SP","28431","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Hoehne, FC","s.n.","1931","11","05",NA,"Brasil","São Paulo","São Paulo","Nativa no Parque do Estado e Jardim Botânico. Planta viva nº 127","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:10:01-03","IBt","SP","321274","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin",NA,"Hoehne, W","s.n.","1944","11","30",NA,"Brasil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:10:01-03","IBt","SP","174530","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Jung, SL; Barros, F","372","1980","11","28",NA,"Brasil","São Paulo","São Paulo","Reserva Biológica, Parque Estadual das Fontes do Ipiranga. Mata da Vila Facchini","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:10:01-03","IBt","SP","178592","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Rosa, NA","3763","1980","11","15",NA,"Brasil","São Paulo","São Paulo","Reserva do Instituto de Botânica de São Paulo. Capoeira de terra firme","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"1996","09",NA,NA,NA,NA,NA
"65","2019-11-21 10:10:01-03","IBt","SP","209678","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Macedo, ICC; Guerra, TP; Toledo, CB","50","1984","10","24",NA,"Brasil","São Paulo","São Paulo","Reserva do Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:10:01-03","IBt","SP","52954","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Goldenberg, R","Roth, L","779","1941","11","08",NA,"Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"67","2014-09-23 10:58:42-03","G","G","G00368380","S","Plantae",NA,NA,"Melastomataceae","Miconia","castaneiflora","Miconia castaneiflora","Naudin","Caddah, M.","Clausen, P. C. D.","334",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00368380",NA,NA,NA,NA,NA,"-45.44222222","-18.78777778","2012","01","ISOTYPUS of Miconia castaneiflora Naudin",NA,"01",NA,NA
