"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","verbatimLongitude","verbatimLatitude","sex"
"47","2019-09-04 19:17:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis","Type [status unknown]","G. Gardner","20","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"48","2015-03-07 08:49:36-03","F","FMNH-SEEDPLANTS","V0203656F","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0203656F",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"V0203656F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"49","2015-03-07 08:49:36-03","F","FMNH-SEEDPLANTS","V0203657F","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0203657F",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"V0203657F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"50","2019-06-11 13:05:56-03","F","FMNH-SEEDPLANTS","V0389456F","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"J. Nadeaud",NA,"South America","Brazil",NA,NA,NA,NA,"V0389456F","1862",NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","V0389456F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"51","2020-09-22 13:49:06-03","USP","SPFW","5101","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera",NA,"Sem coletor","s.n.",NA,"Brasil",NA,NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,"Distrito Federal",NA,NA,"Gardner","Serviço Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-04 15:46:37-03","IF","SPSF","32763","PreservedSpecimen","Plantae","Simaroubaceae","Homalolepis","insignis","Homalolepis insignis",NA,"R.M.R.Duarte","s/n","América do Sul","Brasil","Parque Estadual da Ilha Anchieta",NA,NA,"COLETA: Planta de 1,6m de altura.; GEOGRAFIA: Restinga das Palmas;",NA,"2001","12","09","SP","Magnoliophyta","Sapindales","(A.St.-Hil. & Tul.) ((Devecchi) & Pirani)","G.G.N. Alves",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"34265","auto",NA,NA,"Magnoliopsida",NA,NA,NA
"53","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera",NA,"Glaziou, AFM","2904","Southern America","Brazil","in collibus apricis, e. gr. Corcovato etc.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera",NA,"Glaziou, AFM","6135","Southern America","Brazil","in collibus apricis, e. gr. Corcovato etc.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera",NA,"Helmreichen","57","Southern America","Brazil","in collibus apricis, e. gr. Corcovato etc.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera",NA,"Casaretto, G","1854","Southern America","Brazil","in collibus apricis, e. gr. Corcovato etc.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera",NA,"Gardner, G","20","Southern America","Brazil","in collibus apricis, e. gr. Corcovato etc.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Simaroubaceae","Simaba","glandulifera","Simaba glandulifera",NA,"Riedel, L","999pr. p.","Southern America","Brazil","in collibus apricis, e. gr. Corcovato etc.",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-12 15:23:48-03","IBt","SP","338919","S","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis",NA,"Pirani, JR; et al.","4517",NA,"Brasil","Parque Estadual da Ilha Anchieta, Trilha da restinga da Praia das Palmas",NA,NA,NA,"SP050342","1999","10","15","São Paulo",NA,NA,"A.St.-Hil. & Tul.","Pirani, JR","SP050342","Ubatuba","-45.083333","-23.533333",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,"-45.083333","-23.533333",NA
"60","2010-08-16 16:43:16-03","GH","HU-HERB","GH 00044365","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis","Isotype","George Gardner","20","South America","Brazil",NA,"Sheet",NA,NA,NA,"1837",NA,NA,"Rio de Janeiro",NA,NA,"A. St.-Hilaire & Tulasne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,"undetermined"
"61","2010-08-16 16:42:45-03","GH","HU-HERB","GH 00044366","PreservedSpecimen","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis","Isotype","George Gardner","20","South America","Brazil",NA,"Sheet",NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"A. St.-Hilaire & Tulasne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,"undetermined"
"62","2014-09-23 10:59:45-03","G","G","G00342782","S","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis","ISOTYPUS of Simaba insignis A. St.-Hil. & Tul.","Gardner, G.","20","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=243741&base=img&lang=en","G00342782",NA,NA,NA,"Rio de Janeiro",NA,NA,"A. St.-Hil. & Tul.","?","G00342782","Corcovado","-43.21166667","-22.9525","710","710",NA,NA,NA,NA,NA,NA,NA,NA,"-43.21166667","-22.9525",NA
"63","2014-09-23 10:59:45-03","G","G","G00342783","S","Plantae","Simaroubaceae","Simaba","insignis","Simaba insignis","ISOTYPUS of Simaba insignis A. St.-Hil. & Tul.","Gardner, G.","20","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=243730&base=img&lang=en","G00342783",NA,NA,NA,"Rio de Janeiro",NA,NA,"A. St.-Hil. & Tul.","Thomas, W. W.","G00342783","Corcovado","-43.21166667","-22.9525","710","710","1984","01","01",NA,NA,NA,NA,NA,"-43.21166667","-22.9525",NA
