"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"270","2020-12-11 11:37:02-03","UFMG","BHCB","22315","PreservedSpecimen","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"Costa, LVC","1993","01",NA,"Brasil","Minas Gerais","Brumadinho",NA,"-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA
"271","2020-12-11 11:37:02-03","UFMG","BHCB","33935","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-12-11 11:37:03-03","UFMG","BHCB","86983","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Stehmann, JR; Mota, RC da; Morais, PO; França, GS","2004","02","10","Brasil","Minas Gerais","Novo Cruzeiro","Fazenda Araras","-41.963694","-17.613222","-41.963694","-17.613222","754","754","Árvore, ca. 10m de altura, na Floresta Estacional Semidecidual; flores brancas. Coordenadas originais: 17°36#?#47,6; 41°57'49,3",NA,NA,NA,"3624","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-12-11 11:37:03-03","UFMG","BHCB","89799","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","2004","08","21","Brasil","Minas Gerais","Poté","Fazenda do Sr. Júlio Tavares","-41.684722","-17.721944","-41.684722","-17.721944","385","385","Mata secundária, encosta. Árvore, ca. 8 m, folhas cartáceas, verde-claras na face abaxial, domácias com formigas, frutos imaturos verdes. Coordenadas originais: 17°43'19S; 41°41'05W",NA,NA,NA,"6074","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-12-11 11:37:02-03","UFMG","BHCB","61482","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Hatschbach, G",NA,NA,NA,"Brasil","Espírito Santo","Conceição do Castelo",NA,"-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,NA,NA,NA,NA,"67425","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA
"275","2020-12-11 11:37:02-03","UFMG","BHCB","20803","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Stehmann, JR; Arantes, AA","1992","11","30","Brasil","Minas Gerais","Marliéria",NA,"-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"276","2020-12-11 11:37:03-03","UFMG","BHCB","67816","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Schwacke, CAW","1904",NA,NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,NA,NA,NA,"madeira de construção",NA,NA,NA,"10914","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"14119","auto",NA,NA,NA,NA,NA
"277","2020-12-11 11:37:03-03","UFMG","BHCB","808","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Schwacke, CAW","1904",NA,NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,NA,NA,NA,"madeira de construção",NA,NA,NA,"10914","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"14119","auto",NA,NA,NA,NA,NA
"278","2020-12-11 11:37:03-03","UFMG","BHCB","67817","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Tombos",NA,"-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,NA,NA,NA,NA,"1807","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"16749","auto",NA,NA,NA,NA,NA
"279","2020-12-11 11:37:03-03","UFMG","BHCB","69401","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Ribas, OS",NA,NA,NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,NA,"1938","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"280","2020-12-11 11:37:02-03","UFMG","BHCB","38212","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA
"281","2020-12-11 11:37:02-03","UFMG","BHCB","170266","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Kamino, LHY; Maielo Silva, L","2008","09","04","Brasil","Minas Gerais","Sardoá","Fazenda Sérgio","-42.3650016784668","-18.7835998535156",NA,NA,NA,NA,"Arbóreo, 11,2m. Botões florais marrons, látex branco.","BHCB037670",NA,NA,"1147","Southern America",NA,NA,"Dicotyledon",NA,NA,"2017","08","15","14112","auto",NA,NA,NA,NA,NA
"282","2020-12-11 11:37:02-03","UFMG","BHCB","20906","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Stehmann, JR; Arantes, AA","1992","10","31","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"283","2021-02-11 17:19:20-03","UFPR","UPCB","59483","PreservedSpecimen","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis ssp. oppositifolia","(Kunth) Nees","Ribas, O.S.","Kaehler, M.","2008","09","21","Brasil","Paraná","Telêmaco Borba","Bota Fora Dois. Mata na margem direita da futura barragem da UH Mauá.","-50.7","-24.033333","-50.7","-24.033333","680","680","Árvore com 10 m de altura. Frutos imaturos verdes. Folhas com indumento ferrugíneo..",NA,NA,NA,"248",NA,NA,NA,NA,NA,"ssp. oppositifolia","2009","02",NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-02-11 17:19:20-03","UFPR","UPCB","58566","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruíz & Pav.) Mez","Zanon, M.M.F.","Mattos Filho, A.","1958","01",NA,"Brasil","Rio de Janeiro",NA,"Parque Nacional da Serra dos Órgãos, área do jardim, talhão 4, próximo à piscina",NA,NA,NA,NA,NA,NA,"Árvore ca. 15m altura, 40cm diâm..",NA,NA,NA,"103",NA,NA,NA,NA,NA,NA,"2007","03",NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-02-11 17:19:20-03","UFPR","UPCB","62527","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruíz & Pav.) Mez","Moraes, P.","Borges, R.A.X.","2007","01","22","Brasil","Bahia","Camacan","RPPN Serra Bonita, 9,7 km W de Camacan na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667","-39.565278","-15.391667","835","835","Árvore ca. 15m de alt. Ramos castanho-hirsutos, folhas discolores, alvo-esverdeadas abaxialmente, nervura principal castanha, secundária creme.Cálice esverdeado, frutos vináceos. Floresta ombrófila densa montana..",NA,NA,NA,"662",NA,NA,NA,NA,NA,NA,"2009","05","08",NA,NA,NA,NA,NA,NA,NA
"286","2021-02-11 17:19:20-03","UFPR","UPCB","68114","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruíz & Pav.) Mez","Brotto, M.L.","Brotto, M.L.","2010","05","17","Brasil","Paraná","Morretes","Candonga, estrada de Canasvieiras.","-48.816111","-25.594444","-48.816111","-25.594444","245","245","Árvore 12m, flores amareladas odoríferas. Floresta ombrófila densa submontana..",NA,NA,NA,"451",NA,NA,NA,NA,NA,NA,"2010","05","17",NA,NA,NA,NA,NA,NA,NA
"287","2021-02-11 17:19:20-03","UFPR","UPCB","74637","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruíz & Pav.) Mez","Brotto, M.L.","Brotto, M.L.","2011","05","14","Brasil","Paraná","Morretes","Estrada da Graciosa.","-48.874722","-25.406944","-48.874722","-25.406944","55","55","Árvore de 6 m de alt., flores. Floresta Ombrófila Densa Submontana. (UPCB-DNA 2326).",NA,NA,NA,"671",NA,NA,NA,NA,NA,NA,"2011","05","14",NA,NA,NA,NA,NA,NA,NA
"288","2021-02-11 17:19:20-03","UFPR","UPCB","74638","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruíz & Pav.) Mez","Brotto, M.L.","Brotto, M.L.","2011","05","14","Brasil","Paraná","Morretes","Estrada da Graciosa.","-48.873333","-25.411111","-48.873333","-25.411111","50","50","Árvore de 8 m de alt., flores com tépalas amareladas, odor forte e agradável. Floresta Ombrófila Densa Submontana. (UPCB-DNA 2240).",NA,NA,NA,"672",NA,NA,NA,NA,NA,NA,"2011","05","14",NA,NA,NA,NA,NA,NA,NA
"289","2021-02-11 17:19:20-03","UFPR","UPCB","58562","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruíz & Pav.) Mez","Zanon, M.M.F.","Vattimo, I.de","1961","07","24","Brasil","Rio de Janeiro","Rio de Janeiro","Antiga Guanabara, Distrito Federal, Estrada do Cristo Redentor, km 01","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","03",NA,"57442","auto",NA,NA,NA,NA,NA
"290","2010-03-24 18:50:00-03","MO","MOBOT","1842680","PreservedSpecimen","Plantae","Lauraceae","Laurus","reticulata","Laurus reticulata","Ruiz & Pav.",NA,"Hipólito Ruiz L.|José A. Pavón","1778",NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruiz López s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2017-11-25 05:18:00-02","MO","MOBOT","100437094","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Álvaro J. Pérez C.|W. Santillán","2011","1","29","Ecuador","Esmeraldas",NA,"Colecciones en los alrededores de Cabo San Fransisco.","-80.0636111","-0.6580556",NA,NA,"20.00000000","50.00000000",NA,NA,NA,NA,"Pérez Castañeda 4993","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"292","2010-11-23 21:39:00-02","MO","MOBOT","1483617","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Marion J. Jansen-Jacobs|Ben J.H. ter Welle|Paddy P. Haripersaud|O. Muller|M. van der Zee","1999","9","21","Guyana","Essequibo",NA,"Upper Essequibo Region, Rewa River, near Camp 2 at foot of Spider Mountain. Forest on slope, somewhat disturbed.","-58.53333","3.13333",NA,NA,"220.00000000","350.00000000",NA,NA,NA,NA,"Jansen-Jacobs 6054","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2018-06-03 05:28:00-03","MO","MOBOT","296644","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","David A. Neill|Galo A. Tipaz|Alberto Dik","1993","12","13","Ecuador","Orellana","Aguarico","Huaorani Ethnic Reserve. Maxus petroleum pipeline road, under construction. Kilometer 68, 10 km SW of Río Tivacuno. Primary forest on hills, red clay soil. Tropical Moist Forest.","-76.43333","-0.81666",NA,NA,"240.00000000",NA,NA,NA,NA,NA,"Neill 10308","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2013-11-13 05:54:00-02","MO","MOBOT","53417","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","W. Palacios (QCNE)","Milton Aulestia|Guillermo Grefa","1993","7","28","Ecuador","Orellana","Aguarico","Parque Nacional Yasuní. Carretera y Oleoducto de Maxus en construcción, Km. 20. Bosque húmedo Tropical. Bosque primario, colinas de suelo rojo.","-76.5","-0.55",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Aulestia 207","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2013-03-01 17:10:00-03","MO","MOBOT","3479898","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff","Wilson Quizhpe|C. Juanga|Lee Mayacu","2008","2","15","Ecuador","Zamora-Chinchipe","El Pangui","Cordillera del Cóndor, vertiente occidental. Cantón El Pangui. Parroquia Tundayme. Valle del Río Quimi. Bosque muy húmedo, intervenido, sobre suelo aluvial.","-78.4402777","-3.5211111",NA,NA,"900.00000000",NA,NA,NA,NA,NA,"Quizhpe 2940","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","94",NA
"296","2013-03-01 17:08:00-03","MO","MOBOT","3479897","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff","Wilson Quizhpe|C. Juanga|Lee Mayacu","2008","2","15","Ecuador","Zamora-Chinchipe","El Pangui","Cordillera del Cóndor, vertiente occidental. Cantón El Pangui. Parroquia Tundayme. Valle del Río Quimi. Bosque muy húmedo, intervenido, sobre suelo aluvial.","-78.4402777","-3.5211111",NA,NA,"900.00000000",NA,NA,NA,NA,NA,"Quizhpe 2939","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","94",NA
"297","2016-10-13 05:56:00-03","MO","MOBOT","47834","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","David A. Neill|Marc A. Baker|Walter A. Palacios|Jorge Zaruma","1985","4","6","Ecuador","Orellana","Loreto","7 Km al N de Coca. Estacion Experimental de INIAP - Payamino. Bosque Humedo Tropical. Bosque primario y margenes.","-77","-0.46666",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Neill 6238","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2008-05-27 22:02:00-03","MO","MOBOT","47799","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff","Walter A. Palacios","1987","12","15","Ecuador","Orellana","Loreto","Colecciones alrededor de reserva floristica 'El Chuncho'. Aproximadamente 6 km de Río Payamino. Bosque húmedo tropical. Arboles de potreros sobre suelos rojos oxisoles.","-77.1","-0.43333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"Palacios Cuenca 2286","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","87-35",NA
"299","2014-02-13 20:54:00-02","MO","MOBOT","296741","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Armando Grijalva|Nestor Andi|Guillermo Grefa","1992","10","1","Ecuador","Orellana","Orellana","Comunidad de Pompeya, lado sur del Río Napo. Campamento de Maxus, Río Jivino. Carretera de Maxus, Km 1-5. Bosque húmedo Tropical. Bosque primario, colinas de suelo rojo.","-76.6166667","-0.4166667",NA,NA,"220.00000000",NA,NA,NA,NA,NA,"Grijalva 210","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"300","2012-04-20 05:09:00-03","MO","MOBOT","2210010","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer","Rocío Rojas","2003","5","17","Peru","Pasco","Oxapampa","Distrito Oxapampa. Camino al Puente Maria. Bosque secundario","-75.2833333","-10.9166667",NA,NA,"730.00000000",NA,NA,NA,NA,NA,"Rojas Gonzáles 1125","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA
"301","2009-07-17 10:52:00-03","MO","MOBOT","1818238","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Hólguer Lugo S.","1974","10","16","Ecuador","Pastaza","Pastaza","Río Chullana, ca 15 km N of Puerto Sarayacu.","-77.78333","-0.66666",NA,NA,NA,NA,NA,NA,NA,NA,"Lugo Sánchez 4164","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2008-05-27 22:02:00-03","MO","MOBOT","47470","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","Percy Núñez V.|C. Muñoz","1986","6","21","Peru","Puno","Sandia","Between Río Azata-Colorado, downstream.","-70","-13",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"Núñez Vargas 5228","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","86-4",NA
"303","2012-02-16 15:55:00-02","MO","MOBOT","1315365","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","José Campos de la Cruz|S. Nuñez","1997","11","13","Peru","Cajamarca","San Ignacio","Huarango. Nuevo Mundo - Pisaguas. Bosque secundario.","-78.5333333","-5.1666667",NA,NA,"1550.00000000",NA,NA,NA,NA,NA,"Campos de la Cruz 4635","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA
"304","2008-05-27 22:02:00-03","MO","MOBOT","1000019","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Rohwer","Thomas B. Croat","1976","9","8","Ecuador","Imbabura",NA,"In valley of Rio Mira on border with Carchi Province, between Ibarra and Lita, 15 km W of La Carolina.","-78.36666","0.75",NA,NA,"860.00000000",NA,NA,NA,NA,NA,"Croat 38989","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2014-07-30 05:50:00-03","MO","MOBOT","100144249","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Utrecht","Bureau v.h. Boschwezen","1924","11","22","Suriname",NA,NA,"Hab. Brownsberg, Arbor no. 1278.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bureau v.h. Boschwezen 6746","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"306","2015-03-12 06:15:00-03","MO","MOBOT","100232653","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","H. van der Werff|Rodolfo Vásquez|César Rojas","2009","10","18","Peru","Pasco","Oxapampa","Navarra, near Huancabamba.","-75.4327778","-10.4505556",NA,NA,"2300.00000000",NA,NA,NA,NA,NA,"van der Werff 22617","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","516",NA
"307","2011-06-08 12:01:00-03","MO","MOBOT","100234062","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","José Schunke V.","1980","6","1","Peru","Huánuco","Leoncio Prado","Dtto. Hermilio Valdizan. La Divisoria, cerca al Fundo del Sr. Reynaldo Tupino, en bosque alto.",NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,"Schunke Vigo 11841","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"308","2012-04-12 05:10:00-03","MO","MOBOT","100272476","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Fuentes (LPB)","Alfredo F. Fuentes|H. Huaylla|Roberto Vásquez|Raúl Lara R.","2008","8","19","Bolivia","La Paz","Bautista Saavedra","Area Natural de Manejo Integrado Apolobamba, Florida, por la carretera Charazani-Camata.","-68.5416666","-15.1663889",NA,NA,"1020.00000000",NA,NA,NA,NA,NA,"Fuentes Claros 13297","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","08-127",NA
"309","2012-09-18 13:01:00-03","MO","MOBOT","100287229","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Abel Monteagudo|Diana Rodríguez M.|J.L. Mateo|Valerio Flores","2007","11","4","Peru","Pasco","Oxapampa","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillén, sector Tunqui, zona de amortiguamiento, trocha entre el río Tunqui y la casa del Sr. Jurado.","-75.5286111","-10.2675",NA,NA,"1760.00000000",NA,NA,NA,NA,NA,"Monteagudo Mendoza 15930","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA
"310","2019-01-25 04:36:00-02","MO","MOBOT","100304461","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Luis Valenzuela G.|Ciro Astete|F. Zamora|N. Suares|M. Atausupa","2007","11","22","Peru","Cusco","La Convención","Dist. Ocobamba. Versalles, Santa Elena.","-72.2994444","-12.7769445",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,"Valenzuela Gamarra 10402","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA
"311","2012-09-18 13:01:00-03","MO","MOBOT","100304626","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Abel Monteagudo|Antonio Peña|J.L. Mateo|José Ayerbe|R. Rivera","2008","7","18","Peru","Pasco","Oxapampa","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillén, zona de amortiguamiento, río Chillcatambo, parte media.","-75.5147222","-10.2961111",NA,NA,"1852.00000000",NA,NA,NA,NA,NA,"Monteagudo Mendoza 16677","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA
"312","2019-01-25 04:36:00-02","MO","MOBOT","100312823","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer (HBG)","Luis Valenzuela G.|J.L. Mateo|R. Rivera","2008","8","27","Peru","Pasco","Oxapampa","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillén, la Colmena.","-75.4405555","-10.4488889",NA,NA,"2238.00000000",NA,NA,NA,NA,NA,"Valenzuela Gamarra 11776","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"313","2020-05-06 17:28:00-03","MO","MOBOT","100319414","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Fuentes (LPB)","Alfredo F. Fuentes|M. Villalobos|D. Alanes|J. Salas","2009","6","26","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi. Sector Tanhuara Pata por el antiguo camino Pelechuco-Apolo, pasando el río Pelechuco.","-68.94775","-14.7504722",NA,NA,"1760.00000000",NA,NA,NA,NA,NA,"Fuentes Claros 14949","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","09-106",NA
"314","2012-09-18 12:59:00-03","MO","MOBOT","100322877","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","M. Huamán|R. Rivera","2005","10","11","Peru","Pasco","Oxapampa","Dist. Palcazú, Nueva Aldea, Area cultivada (alrededor de la casa de la señora Brígida Ballesteros), Plantación de Asociación Forestal Yanesha Concoll - Toroñ (AFYCT).","-75.0716667","-10.3766667",NA,NA,"430.00000000",NA,NA,NA,NA,NA,"Huamán 059","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","10",NA
"315","2020-05-06 18:06:00-03","MO","MOBOT","100327253","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Fuentes (LPB)","Alfredo F. Fuentes|Modesto Chambi|Saul Cusi","2009","10","3","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Lagunillas (entre Mojos y Keara).","-68.9397222","-14.605",NA,NA,"2050.00000000",NA,NA,NA,NA,NA,"Fuentes Claros 15589","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","09-168",NA
"316","2012-09-18 13:00:00-03","MO","MOBOT","100340608","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","P. Godoy|J. Böttger","2009","8","18","Peru","Pasco","Oxapampa","Dist. Huancabamba. Zona de amortiguamiento Parque Nacional Yanachaga Chemillén.","-75.5469444","-10.3638889",NA,NA,"1652.00000000",NA,NA,NA,NA,NA,"Godoy 184","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
