"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","fieldNumber","individualCount","class","typeStatus"
"49","2019-11-21 14:39:17-03","UFJF","CESJ","48633","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Koen.","J.M.A. Braga","2011","06",NA,"N.L. Abreu; L. Menini Neto; F.S. Souza","2007","02","28","Brasil","Minas Gerais","Rio Preto","Pousada Fazenda do Mato Limpo, Gruta dos Macacos.","-43.8278007507324","-22.0891990661621","20815","Folhas verdes, flores passadas.","CESJ048633","auto","Angiosperma",NA,"118","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:39:17-03","UFJF","CESJ","36247","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Koen.","João Marcelo Braga","2004","07",NA,"R.C. Forzza; B.K.S. Franco","2002","01","26","Brasil","Minas Gerais","Descoberto","RESERVA BIOLOGICA DA REPRESA DO GRAMA.","-42.9674987792969","-21.4596996307373","11991","ÁRVORE 10m ALTURA. FOLÍOLOS LEVEMENTE DISCOLORES. FLORES COM CÁLICE VERDE;COROLA ALVA;FILETES ALVOS : ANTERAS AMARELAS.","CESJ036247","auto","Angiosperma",NA,"2056","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:39:17-03","UFJF","CESJ","31573","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Koen.","R.C. Forzza","2004",NA,NA,"R.C. Forzza; R.M. Castro; L.F.A. Fazza; L.S. Fernandes","2001","11","23","Brasil","Minas Gerais","Descoberto","RESERVA BIOLÓGICA DA REPRESSA DO GRAMA.","-42.9674987792969","-21.4596996307373","11991","ERVA EM LOCAL MUITO ÚMIDO. FOLHAS DISCOLORES,BRÁCEAS VERDES,FLORES CINZAS.","CESJ031573","auto","Angiosperma",NA,"1740","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 14:39:17-03","UFJF","CESJ","31555","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Koen.","R.C. Forzza","2004",NA,NA,"R.C. Forzza; L.D. Meireles","2000","11","26","Brasil","Minas Gerais","Descoberto","RESERVA BIOLÓGICA DA REPRESSA DO GRAMA.","-42.9674987792969","-21.4596996307373","11991","ERVA EM LOCAL UMIDO,ALAGADO.FOLHAS DISCOLORES,FLORES COM CÁLICE ALVO ESVERDEADO,ESTAMINÓDEOS ACINZENTADO.","CESJ031555","auto","Angiosperma",NA,"1720","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:39:17-03","UFJF","CESJ","52462","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Koen.","J.M.A. Braga","2011","06",NA,"A.C. Mezzonato; J.H.C. Ribeiro; D. Monteiro; F.S. Souza; J.A. Oliveira","2008","10","25","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Serra Negra","-43.793098449707","-21.8425006866455","30417","Próximo ao curso d'água, interior de mata. Inflorescência com flores brancas e brácteas verdes.","CESJ052462","auto","Angiosperma",NA,"15","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:39:17-03","UFJF","CESJ","41270","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Koen.","J.M.A. Braga","2011","06",NA,"F.R.G. Salimena; P.H. Nobre; O.J. Bastos Neto","2003","11","15","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca","-43.8278007507324","-22.0891990661621","20815","Erva em local úmido, na mata ciliar, córrego Caveira d'Anta. Inflorescências jovens e passadas. Freqüente.","CESJ041270","auto","Angiosperma",NA,"1156","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:39:17-03","UFJF","CESJ","46618","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Koen.","J.M.A. Braga","2011","06",NA,"N.L. Abreu; L. Menini Neto; P.L. Viana; F.S. Souza; T.U.P. Konno; C.N. Matozinhos; V. Belch","2006","01","21","Brasil","Minas Gerais","Rio Preto","Serra Negra, Serra da Caveira d#?#Anta.","-43.8278007507324","-22.0891990661621","20815","Borda do curso d'água. Cálice verde claro, corola creme acinzentado.","CESJ046618","auto","Angiosperma",NA,"56","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:20:02-03","UNICAMP","UEC","116528","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Souza, JP; Mendes, JCT; Ferraz, KMB; Ferraz, SFB; et al.","2000","04","23","Brazil","São Paulo","São Sebastião","Praia da baleia, Rua Olavo Pazzanesi, 100m da antiga Rio-Santos, remanescente margeando loteamentos.","-45.665083","-23.774361",NA,"Erva com inflorescências passadas.; Interior do caxetal.","UEC096146",NA,"Liliopsida",NA,"3418",NA,NA,"UEC096146","10","10","-45.665083","-23.774361",NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:20:02-03","UNICAMP","UEC","121689","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Meireles, LD; Souza, VC; Gonçalves, APS; Meneghetti, GIP; et al.; Soares Júnior, FJ; F.J.","2000","04","20","Brazil","São Paulo","Itanhaém","Fazenda São Camilo.","-46.760944","-24.143333",NA,"Erva. Flores alvas com centro amarelo.; Subosque de eucaliptal. Floresta Ombrófila Densa Baixomontana.","UEC096131",NA,"Liliopsida",NA,"267",NA,NA,"UEC096131","5","10","-46.760944","-24.143333",NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:20:02-03","UNICAMP","UEC","121690","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Meireles, LD; Rodrigues, RR; Gonçalves, APS; Meneghetti, GIP; et al.; Soares Júnior, FJ","2001","04","13","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Ao longo do Rio Mambu.","-46.775417","-23.989083",NA,"Erva. Inflorescências passadas.; Floresta ribeirinha ao longo do Rio Mambu.","UEC096154",NA,"Liliopsida",NA,"157",NA,NA,"UEC096154","750","750","-46.775417","-23.989083",NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:20:02-03","UNICAMP","UEC","128289","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Gomes, SM; Rodrigues, RR; Nakakura, HCC; Antunes, RM; Gomes, PB; Melo, MS; et al.","2002","04","24","Brazil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Trilha do Rio Taquaral 2","-47.970278","-29.062222",NA,"Erva. Inflorescência vermelha.; Floresta Ombrófila Densa Montana / Floresta Estacional Semidecidual.","UEC096150",NA,"Liliopsida",NA,"460",NA,NA,"UEC096150",NA,NA,"-47.970278","-29.062222",NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:20:02-03","UNICAMP","UEC","144174","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Carboni, M; Sampaio, D; Breier, TB; Faraco, AG; Soares, PG; Fernandez, RR; et al.","2005","03","24","Brazil","São Paulo","Barra do Turvo","Parque Estadual de Jacupiranga, Núcleo Cedro. Trilha do Cedro.","-48.417222","-24.931111",NA,"Erva.; Floresta Ombrófila Densa Montana Muito Degradada.","UEC096149",NA,"Liliopsida",NA,"100",NA,NA,"UEC096149","700","700","-48.417222","-24.931111",NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:20:02-03","UNICAMP","UEC","149594","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Urbanetz, C",NA,NA,NA,"Brazil","São Paulo","Cananéia","Km 31 da rodovia SP-226, Fazenda Folha Larga.","-47.918056","-24.895",NA,"Erva.; Floresta Ombrófila Densa.","UEC096072",NA,"Liliopsida",NA,"475",NA,NA,"UEC096072",NA,NA,"-47.918056","-24.895",NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:20:02-03","UNICAMP","UEC","17172","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Prance, GT; Shepherd, GJ; Benson, WW","1978","01","31","Brazil","São Paulo",NA,"Reserva Carlos Botelho, entre S. Miguel Arcanjo e Sete Barras.",NA,NA,NA,"Em mata e beira de mata.","UEC021744",NA,"Liliopsida",NA,"6884",NA,NA,"UEC021744","800","800",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:20:02-03","UNICAMP","UEC","67447","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Martins, E; et al.","1993","11","12","Brazil","São Paulo","Ubatuba","Estação Experimental Instituto Agronômico.","-45.1275","-23.42",NA,"Erva.; Região próxima ao Riacho.","UEC021751",NA,"Liliopsida",NA,"29388",NA,NA,"UEC021751",NA,NA,"-45.1275","-23.42",NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:20:02-03","UNICAMP","UEC","89188","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Sanchez, M; et al.","1993","11","12","Brazil","São Paulo","Ubatuba","Estação Experimental do Instituto Agronômico.","-45.1275","-23.42",NA,"Herbácea ca. 50cm a 1m altura. Flor branca e amarelo claro com bráctea verde.; Mata de encosta, local sombreado.","UEC021740",NA,"Liliopsida",NA,"29974",NA,NA,"UEC021740",NA,NA,"-45.1275","-23.42",NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:20:02-03","UNICAMP","UEC","75775","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Britez, RM","1986","12","12","Brazil","Paraná","Paranaguá","Morro do Meio, Ilha do Mel.","-48.5092010498047","-25.5200004577637","24916","Herbácea de flores brancas.; Base do morro. Em local sombrio.","UEC096152","auto","Liliopsida",NA,"1243",NA,NA,"UEC096152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:20:02-03","UNICAMP","UEC","56063","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Silva, DM; Franceschinelli, EV; Santos, CGM; Geraldini, A; Castro, MMS; Siqueira","1989","11","27","Brazil","São Paulo","Bertioga","Boraceia.","-46.138599395752","-23.8544006347656","37616","Botões, flores brancas.; Mata de Restinga.","UEC021735","auto","Liliopsida",NA,"22631",NA,NA,"UEC021735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:20:02-03","UNICAMP","UEC","31980","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Stubblebine, WH; Shepherd, GJ; Tamashiro, JY","1981","12","10","Brazil","São Paulo","Iguape","Estrada Ecológica da Jureia (SEMA).","-47.5499992370605","-24.7000007629395","55628","Erva de 1 a 1,5m, flores brancas.; Mata da encosta.","UEC021737","auto","Liliopsida",NA,"13221",NA,NA,"UEC021737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:20:02-03","UNICAMP","UEC","72753","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Bernacci, LC; Belinello, R; Andrade, PRP; Falivene, SMP; Silva, AMC","1995","01","09","Brazil","São Paulo","Tapiraí","Capoeira, Segundo foto.","-47.5","-23.9599990844727","41034","Erva ca. 1m de altura. Flores brancas.","UEC096151","auto","Liliopsida",NA,"952",NA,NA,"UEC096151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:20:02-03","UNICAMP","UEC","188615","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2016","01",NA,"Goldenberg, E; Rezende, AA; et al.","1994","12","13","Brazil","São Paulo","Ubatuba","Ilha Anchieta. trilha da Prainha","-45.0699996948242","-23.4300003051758","34265","Erva. Flores brancas","UEC065638","auto","Liliopsida",NA,"32390",NA,NA,"UEC065638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:02:40-03","FURB","FURB","15163","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2014","04",NA,"Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","09","Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã.","-50.1294445","-27.0002778",NA,"Florística IFFSC e625a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum no fragmento Habito: erva terrícola;","FURB28741",NA,NA,NA,"243",NA,NA,"FURB28741","812","812","-50.1294445","-27.0002778",NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:02:40-03","FURB","FURB","1589","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","10",NA,"Sevegnani, L.","1995","11","24","Brasil","Santa Catarina","Blumenau","Salto Weissbach.","-49.1275","-26.8925",NA,NA,"FURB28751",NA,NA,NA,NA,NA,NA,"FURB28751",NA,NA,"-49.1275000","-26.8925000",NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:02:40-03","FURB","FURB","17486","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","17","Brasil","Santa Catarina","Brusque","Barracão.","-48.8697223","-27.0055556",NA,"Florística IFFSC 639 (Erva Terrícola) Comum no quadrante Sul (alagado) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: herbácea;","FURB28745",NA,NA,NA,"1215",NA,NA,"FURB28745","45","45","-48.8697223","-27.0055556",NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:02:40-03","FURB","FURB","18057","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","26","Brasil","Santa Catarina","Canelinha","Moura.","-48.8711111","-27.1819445",NA,"Florística IFFSC 522 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor verde","FURB28737",NA,NA,NA,"1368",NA,NA,"FURB28737","260","260","-48.8711111","-27.1819445",NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:02:44-03","FURB","FURB","18075","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333",NA,"Florística IFFSC 40 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor amarela","FURB28740",NA,NA,NA,"3281",NA,NA,"FURB28740","48","48","-49.4994444","-28.7108333",NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:02:44-03","FURB","FURB","18082","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","10",NA,"Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.2322223","-28.6191667",NA,"Florística IFFSC 51 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor creme","FURB28748",NA,NA,NA,"3304",NA,NA,"FURB28748","50","50","-49.2322223","-28.6191667",NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:02:44-03","FURB","FURB","18329","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","10",NA,"Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","11","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71",NA,"Florística IFFSC e37a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: terrícola;","FURB28746",NA,NA,NA,"915",NA,NA,"FURB28746","203","203","-49.7700000","-28.7100000",NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:02:44-03","FURB","FURB","18342","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","09","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17",NA,"Florística IFFSC e142a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: terrícola;","FURB28747",NA,NA,NA,"825",NA,NA,"FURB28747","445","445","-49.4100000","-28.1700000",NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:02:44-03","FURB","FURB","18795","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Korte, A.; Kniess, A.","2009","10","19","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5030556","-27.3608333",NA,"Herbácea IFFSC 421 /S/1","FURB28738",NA,NA,NA,"532",NA,NA,"FURB28738","708","708","-49.5030556","-27.3608333",NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:02:44-03","FURB","FURB","18802","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","10",NA,"Dreveck, S.; Carneiro, F.E.","2009","11","17","Brasil","Santa Catarina","Joinville","Pirai.","-48.9619444","-26.28",NA,"Florística IFFSC 1027 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: herbácea;","FURB02185",NA,NA,NA,"1281",NA,NA,"FURB02185","85","85","-48.9619444","-26.2800000",NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:02:44-03","FURB","FURB","19445","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365",NA,"Florística IFFSC e993a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: terrícola; flor bege","FURB28744",NA,NA,NA,"451",NA,NA,"FURB28744","417","417","-49.2355555","-26.3650000",NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:02:44-03","FURB","FURB","19922","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Dreveck, S.; Carneiro, F.E.","2010","02","01","Brasil","Santa Catarina","Jaraguá do Sul","Ano Bom / Braço Esquerdo.","-49.1397222","-26.3680556",NA,"Florística IFFSC 994 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no interior do fragmento Habito: erva terrícola;","FURB28742",NA,NA,NA,"1709",NA,NA,"FURB28742","205","205","-49.1397222","-26.3680556",NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:02:44-03","FURB","FURB","21082","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Korte, A.; Kniess, A.","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222",NA,"Florística IFFSC 568 - folhas com 1,00 m de comprimento Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: flor branca","FURB28734",NA,NA,NA,"1590",NA,NA,"FURB28734","400","400","-50.0380555","-27.0922222",NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:02:44-03","FURB","FURB","21342","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Dreveck, S.; Carneiro, F.E.","2010","01","26","Brasil","Santa Catarina","Jaraguá do Sul","Garibaldi.","-49.1758334","-26.5522222",NA,"Florística IFFSC 907","FURB28732",NA,NA,NA,"1618",NA,NA,"FURB28732","180","180","-49.1758334","-26.5522222",NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:02:44-03","FURB","FURB","21876","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Dreveck, S.; Carneiro, F.E.","2010","02","19","Brasil","Santa Catarina","Schroeder","Rancho Bom.","-49.0486111","-26.3694445",NA,"Florística IFFSC 995 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola; flor sépalas verdes","FURB28736",NA,NA,NA,"1820",NA,NA,"FURB28736","105","105","-49.0486111","-26.3694445",NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:02:44-03","FURB","FURB","22003","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Dreveck, S.; Carneiro, F.E.","2010","02","25","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28",NA,"Florística IFFSC 1025 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: erva terrícola; flor branca","FURB28735",NA,NA,NA,"1870",NA,NA,"FURB28735","744","744","-49.1400000","-26.2800000",NA,NA,NA,NA,NA,NA
"86","2020-10-14 10:02:44-03","FURB","FURB","29988","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","11",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889",NA,"Florística IFFSC e226a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: erva terrícola;","FURB28733",NA,NA,NA,"1238",NA,NA,"FURB28733","180","180","-48.7619444","-27.8788889",NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:02:44-03","FURB","FURB","33507","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","10",NA,"Korte, A.; Rigon-Junior, M.J.","2010","12","07","Brasil","Santa Catarina","Araranguá",NA,"-49.3208334","-28.8902777",NA,"Florística IFFSC 27 (Erva Terrícola) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: erva terrícola;","FURB28750",NA,NA,NA,"5466",NA,NA,"FURB28750","8","8","-49.3208334","-28.8902777",NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:02:44-03","FURB","FURB","38275","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2014","04",NA,"Sevegnani, L.","2012","04","03","Brasil","Santa Catarina","Dona Emma","Caminho do Pinhal, ao lado da E. E. B. Prof° Mara Angelica Calazans e próximo a Igreja Cristo Rei.","-49.7247223","-26.9858333",NA,NA,"FURB28743",NA,NA,NA,NA,NA,NA,"FURB28743","380","380","-49.7247223","-26.9858333",NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:02:44-03","FURB","FURB","39575","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Funez, L.A.","2013","01",NA,"Funez, L.A.","2012","11","20","Brasil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf.","-49.1116667","-27.0063889",NA,NA,"FURB28768",NA,NA,NA,"1231",NA,NA,"FURB28768","161","161","-49.1116667","-27.0063889",NA,NA,NA,NA,NA,NA
"90","2020-10-14 10:02:44-03","FURB","FURB","49506","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, M.N.","2016","12","28","Schwirkowski, P.","2016","01","01","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.0536111","-26.2208334",NA,NA,"FURB49506",NA,NA,NA,"1438",NA,NA,"FURB49506","650","650","-49.0536111","-26.2208334",NA,NA,NA,NA,NA,NA
"91","2020-10-14 10:02:44-03","FURB","FURB","5594","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2014","04",NA,"Luz, D.R. da; Barroso, G.V.","2007","03","26","Brasil","Santa Catarina","Indaial","Mono - Parque Nacional da Serra do Itajaí.","-49.1491666","-27.05",NA,NA,"FURB28749",NA,NA,NA,NA,NA,NA,"FURB28749",NA,NA,"-49.1491666","-27.0500000",NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:02:44-03","FURB","FURB","56209","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Farias, D.M.","2017","12","08","Kassner-Filho, A.","2017","11","23","Brasil","Santa Catarina","Guaramirim","Jaqua-açu.","-49.0416666","-26.5336111",NA,"flor esbranquiçada Habitat: interior do fragmento Habito: erva","FURB56209",NA,NA,NA,"1588",NA,NA,"FURB56209",NA,NA,"-49.0416666","-26.5336111",NA,NA,NA,NA,NA,NA
