"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"193","2021-03-15 16:37:00-03","NY","NYBG","00987918","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. T. Prance","2185","1966","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987918","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Amazonas",NA,"Reserva Florestal Ducke, km. 26","-59.9281883","-2.9548699",NA,NA,"NY00987918_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-15 16:37:00-03","NY","NYBG","00987959","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","T. C. Plowman","9386","1980","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987959","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Pará","Paragominas","Belém-Brasília highway (BR 010) 17 Km. South of Ligação do Pará, near Kilometer marker 1509","-47.533333","-4.283333","250","250","NY00987959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-15 16:37:00-03","NY","NYBG","00924923","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","W. L. Balée","3317","1987","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924923","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Maranhão","Monção","P. I. Guajá, Rio Turiaçu. Guajá Indians.","-46.08","-3.12",NA,NA,"NY00924923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-15 16:37:00-03","NY","NYBG","00924940","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. Jangoux","422","1978","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924940","Magnoliophyta","Myrtales","(Sm.) Triana","N. T. da Silva","Maranhão","Santa Luzia","Alzilândia, Rio Pindaré.","-46.08","-3.75",NA,"100","NY00924940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-15 16:37:00-03","NY","NYBG","00924939","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. Jangoux","25","1978","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924939","Magnoliophyta","Myrtales","(Sm.) Triana","N. T. da Silva","Maranhão","Pinheiro","Rio Alto Turiaçu, Nova Esperança.","-45.75","-2.92",NA,"100","NY00924939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-15 16:37:00-03","NY","NYBG","02104179","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. Goldenberg","1732","2014","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2299279' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104179","Magnoliophyta","Myrtales","(Sm.) Triana","R. Goldenberg","Bahia","Arataca","BR 101, entrada para Anuri","-39.4765","-16.281678","250","250","NY02104179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-15 16:37:00-03","NY","NYBG","521919","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. M. Harley","19476","1977","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521919","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Bahia","Itabuna","CEPEC, Itabuna, Quadra D, Reserva Botanica","-39.23","-14.75","30","30","NY00521919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-15 16:37:00-03","NY","NYBG","02715715","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","W. W. Thomas","15330","2011","03","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953381' target='other'> <mi>dwc_moreinfo</mi></a>","NY02715715","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta. of SAVE Brasil, 7 km SE of Lagoa dos Gatos, on trail to adjacent Frei Caneca Private Reserve.","-36.433333","-9.161111","560",NA,"NY02715715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-15 16:37:00-03","NY","NYBG","00987926","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. A. Alejandre-Rosas","357","1985","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987926","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Acre","Cruzeiro do Sul","BR 364, Km 42, ramal 4 do Projeto Santa Luzia (INCRA), margem de igarapé","-72.6697","-7.6311",NA,NA,"NY00987926_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-15 16:37:00-03","NY","NYBG","02612737","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. Reginato","1284","2012","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085095' target='other'> <mi>dwc_moreinfo</mi></a>","NY02612737","Magnoliophyta","Myrtales","(Sm.) Triana","M. Reginato","Bahia","Arataca","Serra das Lontras, trilha para o mirante do Arthur","-39.3647003","-15.1732107",NA,NA,"NY02612737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-15 16:37:00-03","NY","NYBG","3677807","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A. L. Monteagudo Mendoza","10929","2005","10","20","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914463' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677807","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Lomalinda-Laguna. Sector Nueva Aldea.","-75.08305","-10.38","420","430","NY03677807_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-03-15 16:37:00-03","NY","NYBG","00987879","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A. Lasseign","22585",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987879","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Amazonas",NA,NA,NA,NA,NA,NA,"NY00987879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-15 16:37:00-03","NY","NYBG","00987886","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","S. R. Hill","13161","1983","07","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987886","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas","Maués","Antarctica Guaraná Plantation, ca. 20 Km E of Maués. In terra firme forest, clay soil, partily burned.","-57.716667","-3.383333",NA,NA,"NY00987886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-15 16:37:00-03","NY","NYBG","00924938","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. R. Hunt","6605","1966","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924938","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Distrito Federal","Brasília","Barragem Paranoá, east across the lake from Brasília.","-47.9294","-15.7797","900","1150","NY00924938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2016-09-27 01:33:00-03","NY","NYBG","1653499","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. Lanjouw","343","1948","09","20","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1454169' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653499","Magnoliophyta","Myrtales",NA,"P. van Royen",NA,NA,"Near Moengo tapoe.",NA,NA,NA,NA,"NY01653499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-15 16:37:00-03","NY","NYBG","00987969","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. A. Alejandre-Rosas","225","1985","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273843' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987969","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Acre","Cruzeiro do Sul","BR 364, Km 42, ramal 4 do Projeto Santa Luzia (INCRA)","-72.6697","-7.6311",NA,NA,"NY00987969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2017-01-26 16:27:00-02","NY","NYBG","01198061","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. A. X. Borges","634","2007","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198061","Magnoliophyta","Myrtales",NA,"R. Goldenberg","Bahia","Camacan","Fazenda Paris: Complexo RPPN Serra Bonita. Sentido W de Camacã na estrada para Jacarecí","-39.5653","-15.3917",NA,NA,"NY01198061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-15 16:37:00-03","NY","NYBG","521915","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","W. W. Thomas","11561","1997","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521915","Magnoliophyta","Myrtales","(Sm.) Triana","S. S. Renner","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Along park road 1-2 km. east of path to peak and visitor center","-39.415","-16.8672",NA,NA,"NY00521915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-15 16:37:00-03","NY","NYBG","521914","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","L. P. de Queiroz","1467","1987","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521914","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Bahia","Amélia Rodrigues","4 km SE de Amélia Rodrigues","-38.7339","-12.4414",NA,NA,"NY00521914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-15 16:37:00-03","NY","NYBG","1487892","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. Cárdenas-López","40547","2010","10","19","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2352639' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487892","Magnoliophyta","Myrtales","(Sm.) Triana","Z. Cordero P.","Caquetá","Valparaíso","finca las Palmeras. Parcela 31.","-75.656","1.184305556","256",NA,"NY01487892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-15 16:37:00-03","NY","NYBG","00987902","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. A. Cid Ferreira","3406","1982","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987902","Magnoliophyta","Myrtales","(Sm.) Triana","S. S. Renner","Amazonas","Maraã","Rio Japurá, afluente do Rio Solimões, ao longo do rio, lugar Maguarizinho.","-65.5808","-1.8561",NA,NA,"NY00987902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-15 16:37:00-03","NY","NYBG","694700","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. Pinard","819",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00694700","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Acre","Xapuri","Seringal Cachoeira, Col. Chora Menino, Sucam 41","-68.5042","-10.6519",NA,NA,"NY00694700_01 NY00694700_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2016-09-27 14:01:00-03","NY","NYBG","1487887","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","W. Rodriguez","8225","2013","11","26","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2472731' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487887","Magnoliophyta","Myrtales",NA,"H. Mendoza Cifuentes","Caquetá","Albania","vereda El Rosal, finca La Estrella (propietario Manuel Lemos), entrada El Piñal, vía Abania - Curillo, Km 8.","-75.86217","1.2155","263",NA,"NY01487887_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-15 16:37:00-03","NY","NYBG","3697638","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. D. Rojas Gonzales","4921","2007","10","05","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4056781' target='other'> <mi>dwc_moreinfo</mi></a>","NY03697638","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Pasco","Oxapampa","Dist. Palcazu. Alto Lagarto.","-75.5503","-10.1042","800","800","NY03697638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-15 16:37:00-03","NY","NYBG","521916","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. P. Belém","3849","1968","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521916","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Bahia","Mucuri","Regiao Bahia-Espirito Santo; Ao lado da Rodovia BR 101. Vale do Rio Mucurí","-39.8934603","-18.0984986",NA,NA,"NY00521916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-15 16:37:00-03","NY","NYBG","00987961","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","S. R. Lowrie","154","1980","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987961","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Acre","Rio Branco","Zoobotanical garden of the Fed. Unv. of Acre","-67.8097","-9.9747",NA,NA,"NY00987961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2017-01-26 16:27:00-02","NY","NYBG","01198062","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. A. X. Borges","620","2007","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198062","Magnoliophyta","Myrtales",NA,"R. Goldenberg","Bahia","Arataca","Serra das Lontras. Ca. 7 km no ramal que liga o distrito de Itatingui a Serra, ramal de acesso a Fazenda Veu de Noiva, de propriedade de José Marques","-39.4081","-15.2028","1000","1000","NY01198062_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-15 16:37:00-03","NY","NYBG","01806102","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. E. L. de Macedo","2126","2011","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2129965' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806102","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Bahia","Jequié","Comunidade do Estreito a 8km da BR 330 entrada pelo lado direito da Barragem do Criciuma sentido jequié-Ipaú.","-40.0064","-13.9039","474",NA,"NY01806102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-15 16:37:00-03","NY","NYBG","00987979","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. T. Prance","16456","1971","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987979","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas",NA,"Rio Cunhuá at Deni Indian village","-66.783333","-6.716667",NA,NA,"NY00987979_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-15 16:37:00-03","NY","NYBG","00987914","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. H. Nee","42864","1992","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987914","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas","Manaus","Ca. 80 Km NNE de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, Km 64, depois 34 Km leste na ZF3, Fazenda Esteio. Vic. acampamento Km 34. Non-flooded tropical evergreen fores (mata de terra firme, latosolo amarelo).","-59.8109597","-2.4350611","50","50","NY00987914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-15 16:37:00-03","NY","NYBG","1281336","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. N. Fraga","3119","2010","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687560' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281336","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Amazonas","São Paulo de Olivença","Bomfim, final da estrada São Francisco, caminhando ca. 2 km em direção da Floresta de Terra Firme.","-68.9442","-3.5081","116",NA,"NY01281336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-15 16:37:00-03","NY","NYBG","164778","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. G. Campbell","8956","1986","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164778","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Acre","Mâncio Lima","Upper Rio Moa, top of Serra Azul","-73.65","-7.48",NA,NA,"NY00164778_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-15 16:37:00-03","NY","NYBG","522455","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. Sobral","5730","1988","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=527725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522455","Magnoliophyta","Myrtales","(Sm.) Triana","R. Goldenberg","Bahia","Ilhéus","Reserva do CEPEC, quadra D","-39.22095","-14.7739696",NA,NA,"NY00522455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-15 16:37:00-03","NY","NYBG","41977","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","B. C. Bennett","3477","1988","09","27","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041977","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Morona-Santiago",NA,"Centro Shuar Yukutais. 10km S Sucua, Rio Upano, near chacra of P. Kunkumas","-78.15","-2.52",NA,NA,"NY00041977_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2016-09-27 00:18:00-03","NY","NYBG","1653512","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. Irvine","158","1982","10","05","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461871' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653512","Magnoliophyta","Myrtales",NA,NA,"Napo",NA,"San José de Payamino 40 km. W of Coca. Near central plaza on EJ's house lot.","-77.33","-0.5","300","600","NY01653512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-15 16:37:00-03","NY","NYBG","00749544","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","W. W. Thomas","11425","1997","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749544","Magnoliophyta","Myrtales","(Sm.) Triana","R. Goldenberg","Bahia","Almadina","5.3 km. from Almadina on road to Ibatupã, then left 7.9 km. on road to Serra dos Sete Paus.","-39.6992","-14.7364","500","650","NY00749544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-15 16:37:00-03","NY","NYBG","00987876","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. T. Prance","4572","1967","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987876","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Roraima",NA,"Upper west facing slopes of Serra Tepequem","-61.755459","3.760455",NA,NA,"NY00987876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-15 16:37:00-03","NY","NYBG","00924915","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. R. Hunt","6692","1966","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924915","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Distrito Federal","Brasília","Planaltina.","-47.6667","-15.6167","900","1150","NY00924915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-15 16:37:00-03","NY","NYBG","01164459","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","S. D. Knapp","8260","1986","09","03","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1447286' target='other'> <mi>dwc_moreinfo</mi></a>","NY01164459","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","San Martín",NA,"Lamas. Km 46 of Tarapoto-Yurimaguas road, trail to ridge W of road.","-76.3","-6.4","350","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-15 16:37:00-03","NY","NYBG","521905","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. S. Cowan","1354","1959","03","29","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521905","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack",NA,NA,"Trinidad. Mount Aripo, North Range",NA,NA,"400","1000","NY00521905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-15 16:37:00-03","NY","NYBG","00987982","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. Frame","140","1984","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987982","Magnoliophyta","Myrtales","(Sm.) Triana","L. Coêlho","Rondônia",NA,"Ca. 2 Km ENE along road to São Sebastião off BR 364, along roadside",NA,NA,NA,NA,"NY00987982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-15 16:37:00-03","NY","NYBG","02210473","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","E. F. Poeppig","2257","1831","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2504574' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210473","Magnoliophyta","Myrtales","(Sm.) Triana",NA,NA,NA,"Ad Ega.",NA,NA,NA,NA,"NY02210473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-15 16:37:00-03","NY","NYBG","02104191","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. Goldenberg","1719","2014","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2299268' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104191","Magnoliophyta","Myrtales","(Sm.) Triana","R. Goldenberg","Bahia","Itamarajú","Morro das Antenas (ao lado do Morro do Pescoço)","-39.5975","-16.9889","350","450","NY02104191_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
