"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"236","2021-03-15 16:37:00-03","NY","NYBG","00987899","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. T. Prance","16846","1973","07","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987899","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas",NA,"El Marco. Disturbed ground north of Leticia-Tabatinga road, 300m from border",NA,NA,NA,NA,"NY00987899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-03-15 16:37:00-03","NY","NYBG","1487439","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. Medeiros","225","2009","11","13","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487439","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Acre","Xapuri","Reserva Extrativista Chico Mendes, Seringal Cachoeira, BR 317 ramal cachoeira 16km.","-68.416672","-10.82555",NA,NA,"NY01487439_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-03-15 16:37:00-03","NY","NYBG","00987949","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. C. Daly","7029","1991","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987949","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Acre","Brasiléia","Seringal Porongaba, Colocaçao Sao José, 25 km N of km 4 Brasiléia-Assis Brasil road","-68.75","-10.75",NA,NA,"NY00987949_01 NY00987949_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-15 16:37:00-03","NY","NYBG","00987882","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. G. da Silva","2441","1974","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987882","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Amazonas",NA,"BR-319, km 268, 28 km south of igapó Açú.","-61.4603","-4.9008",NA,NA,"NY00987882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-15 16:37:00-03","NY","NYBG","3908012","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","E. Becerra Gonzáles","1527","2007","07","15","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143288' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908012","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Pasco","Oxapampa","Dist. Palcazú. Caserío Villa América.","-75.2319445","-10.1572222","280","280","NY03908012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-15 16:37:00-03","NY","NYBG","00924919","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. S. Irwin","18056","1966","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924919","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Distrito Federal","Brasília","Sobradinho, ca. 20 km. E. of Brasília.","-47.8167","-15.6333","1000","1000","NY00924919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-03-15 16:37:00-03","NY","NYBG","41989","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","P. Gómez Andrade","545","1989","01","17","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041989","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Morona-Santiago","Sucúa","Centro Shuar Yukutais, 8km SW of Sucua","-78.13","-2.5","900","900","NY00041989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2016-09-27 03:10:00-03","NY","NYBG","1653511","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A. B. Alvarez","2251","1997","08","29","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653511","Magnoliophyta","Myrtales",NA,"A. Alvarez","Pastaza","Pastaza","Río Lliquino, 1 km al norte del Pozo Villano 2 de ARCO.","-77.45","-1.45","400",NA,"NY01653511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-15 16:37:00-03","NY","NYBG","521912","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. R. Pirani","3001","1994","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521912","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Bahia","Prado","Km 21 da Rodovia Itamaraju - Prado. Floresta de Tabuleiromuita","-39.4005024","-17.1565168",NA,NA,"NY00521912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-03-15 16:37:00-03","NY","NYBG","00987953","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. C. Berg","BG765",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987953","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Pará",NA,NA,NA,NA,NA,NA,"NY00987953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-03-15 16:37:00-03","NY","NYBG","1653518","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. R. Sperling","6453","1982","08","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1462827' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653518","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Pando","Nicolás Suárez","Southwest of Cobija on the Rio Naraueda.","-69.13","-11.13","250",NA,"NY01653518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2016-09-27 14:17:00-03","NY","NYBG","01855652","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","T. B. Croat","88883","2003","05","09","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2121476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855652","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Pastaza",NA,"Vicinity of Shell, along road N to Río Alpayacu, 0.8 Km.","-78.08138","-1.47833","1121",NA,"NY01855652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-15 16:37:00-03","NY","NYBG","3677321","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. Vásquez Martínez","36861","2010","10","28","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3915075' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677321","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Pasco","Oxapampa","Dist. Palcazu. Parque Nacional Yanachaga-Chemillen. Sector Rotpen.","-75.3108333","-10.4155556","600","600","NY03677321_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-15 16:37:00-03","NY","NYBG","1653519","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. R. Sperling","6492","1982","08","04","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463041' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653519","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Pando","Nicolás Suárez","Southwest of Cobija, ca. 2 km. southwest of San Juan.","-69.08","-11.23","250",NA,"NY01653519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-15 16:37:00-03","NY","NYBG","01100835","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","F. A. Michelangeli","489","1998","07","16","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239685' target='other'> <mi>dwc_moreinfo</mi></a>","NY01100835","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Loreto","Maynas","Iquitos. Carretera Iquitos-Nauta. Km 21. Allpahuayo.","-73.5","-4.17","150","150","NY01100835_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-15 16:37:00-03","NY","NYBG","00987915","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. H. Nee","42942","1992","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987915","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas","Manaus","Ca. 80 Km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, Km 72, depois 6 Km oeste da BR, Fazenda Dimona. Reserva nº 2107, vic. acampamento Dimona. Secondary vegetation and pastures, formerly upland tropical evergreen forest (mata de terra","-60.0917441","-2.326638","50","50","NY00987915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2016-09-27 14:25:00-03","NY","NYBG","01855573","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","T. B. Croat","95215","2005","02","23","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2121483' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855573","Magnoliophyta","Myrtales",NA,"F. A. Michelangeli","Esmeraldas",NA,"Along Río San Juan 0.7 km N of Lita-San Lorenzo Road.","-78.66666","1.07861","300",NA,"NY01855573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-15 16:37:00-03","NY","NYBG","1653523","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. H. Nee","31637","1985","08","28","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463456' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653523","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Pando","Manuripi","1 km. W of Humaita. Along Rio Madre de Dios.","-68.27","-12.02","150",NA,"NY01653523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-15 16:37:00-03","NY","NYBG","00987977","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. T. Prance","7975","1968","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273848' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987977","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas","Lábrea","2-3 Km SW of Lábrea","-64.8142187","-7.2810813",NA,NA,"NY00987977_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-15 16:37:00-03","NY","NYBG","00987993","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. J. P. Pires-O'Brien","1677","1987","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987993","Magnoliophyta","Myrtales","(Sm.) Triana","L. Coêlho","Pará","Almeirim","Monte Dourado, Estação Ecológica do Jari - SEMA","-52.85","-0.533333",NA,NA,"NY00987993_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-15 16:37:00-03","NY","NYBG","1653497","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. R. Proctor","22425","1962","07","01","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653497","Magnoliophyta","Myrtales","(Sm.) Triana",NA,NA,"St. George","Trinidad. Along track to Maracas Falls.","-61.40449","10.728964","152","244","NY01653497_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-15 16:37:00-03","NY","NYBG","00987989","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","R. S. Cowan","38135",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987989","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Amapá",NA,NA,NA,NA,NA,NA,"NY00987989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-15 16:37:00-03","NY","NYBG","1653507","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","N. Marshall","245","1987","08","30","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1457333' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653507","Magnoliophyta","Myrtales","(Sm.) Triana","C. A. Gracie","Saint-Laurent-du-Maroni","Saül","In vicinity of village and airport.","-53.2","3.62","200","250","NY01653507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-15 16:37:00-03","NY","NYBG","1019184","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","P. G. Delprete","10126","2007","05","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279691' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019184","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","Goiás","Aparecida de Goiânia","Serra das Areias.","-49.3225","-16.8372","900","900","NY01019184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-15 16:37:00-03","NY","NYBG","00987920","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","L. O. A. Teixeira","94","1982","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987920","Magnoliophyta","Myrtales","(Sm.) Triana","S. S. Renner","Amazonas","Humaitá","Estrada Humaitá-Porto Velho km 60","-63.3703262","-7.9607224",NA,NA,"NY00987920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-15 16:37:00-03","NY","NYBG","00987910","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","T. P. Whiffin","5",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987910","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Amazonas",NA,NA,NA,NA,NA,NA,"NY00987910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-15 16:37:00-03","NY","NYBG","00987954","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","W. W. Thomas","5359","1986","07","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987954","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas","Presidente Figueiredo","Represa de Balbina on Rio Uatumã: ca 4 Km NW of dam on D-1 road","-59.533333","-1.833333",NA,NA,"NY00987954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-15 16:37:00-03","NY","NYBG","521913","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. G. Jardim","808","1996","05","01","South America","Brazil","sheet",NA,"Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521913","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Bahia","Una","Una Biological Reserve. Coletas efetuadas no ramal que leva à faz. Jaquiral ca. 8 km da entrada","-39.08","-15.15",NA,NA,"NY00521913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-15 16:37:00-03","NY","NYBG","00987909","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","T. P. Whiffin","6",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987909","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Amazonas",NA,NA,NA,NA,NA,NA,"NY00987909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-15 16:37:00-03","NY","NYBG","00925168","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. Philcox","4440","1968","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925168","Magnoliophyta","Myrtales","(Sm.) Triana",NA,"Mato Grosso",NA,"Km. 280, Xavantina - Cachimbo road.",NA,NA,NA,NA,"NY00925168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-03-15 16:37:00-03","NY","NYBG","1653520","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. R. Sperling","6453","1982","08","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463080' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653520","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Pando","Nicolás Suárez","Southwest of Cobija on the Rio Naraueda.","-69.13","-11.13","250",NA,"NY01653520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-15 16:37:00-03","NY","NYBG","02104596","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M. K. Caddah","787","2010","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573649' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104596","Magnoliophyta","Myrtales","(Sm.) Triana","F. A. Michelangeli","São Paulo","Itirapina","Cerrado. Pedregulho","-47.8","-22.27","790",NA,"NY02104596_01 NY02104596_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-15 16:37:00-03","NY","NYBG","00924922","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G. T. Prance","18243","1973","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924922","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Mato Grosso","Aripuanã","Near Humboldt Centre, on road to Rio Juruema","-59.35","-10.2",NA,NA,"NY00924922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2016-09-27 03:07:00-03","NY","NYBG","1653503","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. D. Clarke","640","1995","11","24","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1456542' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653503","Magnoliophyta","Myrtales",NA,"F. Almeda; D. S. Penneys","Potaro-Siparuni",NA,"Iwokrama Rainforest Reserve; 2-3 km ESE of base camp","-58.8","4.333333333","150","250","NY01653503_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-03-15 16:37:00-03","NY","NYBG","00987923","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. A. Cid Ferreira","2130","1980","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987923","Magnoliophyta","Myrtales","(Sm.) Triana","S. S. Renner; J. J. Wurdack","Pará","Oriximiná","Rio Paru do Oeste, cachoeira Pancada","-56.05175","-1.054011",NA,NA,"NY00987923_01 NY00987923_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-03-15 16:37:00-03","NY","NYBG","00987917","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C. Dick","87","1992","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987917","Magnoliophyta","Myrtales","(Sm.) Triana","J. J. Wurdack","Amazonas","Manaus","Ca. 90 Km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, Km 72, depois 6 Km oeste da BR, Fazenda Dimona. Reserva nº 2206. Mata de terra firme, sobre latosolo amarelo.","-60.0917441","-2.326638","50","50","NY00987917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
