"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","sex"
"49","2020-12-21 16:37:14-03","MBM","MBM","10511","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M. Barroso & Peixoto","Brotto, M.L.","Lindeman, J.C.; Haas, J.H. de; Haas, J.H. de","2628","1966","10","03","Southern America","Brazil","Paraná","Pontal do Paraná","Along road Praia de Leste - Morretes","-48.511100769043","-25.6735992431641",NA,"Small tree, 3,5 cm diam., 3,5 m tall, flowers cream-coloured.; Coastal plain, restinga low forest.","MBM010511","MBM010511",NA,NA,"2018","19508","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-10-09 15:26:08-03","MNHN","RECOLNAT_MNHN_P","P00549015","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima","Lindeman, J.C.|de Haas, J.H.",NA,"1966","10","3",NA,"Brésil",NA,NA,"Est Parana, route Praia de Leste-Morretes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549015' target='other'> <mi>dwc_moreinfo</mi></a>","P00549015","P00549015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2628",NA
"51","2015-10-02 04:50:22-03","MNHN","RECOLNAT_MNHN_P","P00549016","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima","Burchell, W.J.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00549016' target='other'> <mi>dwc_moreinfo</mi></a>","P00549016","P00549016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3215",NA
"52","2015-09-05 07:40:01-03","MNHN","RECOLNAT_MNHN_P","P04776077","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima","Hoehne, F.C.",NA,"1929","10","2",NA,"Brasil","Paraná",NA,"Entre Paranaguá e Praia do Leste.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04776077' target='other'> <mi>dwc_moreinfo</mi></a>","P04776077","P04776077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:39:26-03","UFMG","BHCB","116659","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso;Peixoto",NA,"Lucas, EJ; Mazine, FF; Leoni, L; Brummitt, CP; Campos, OR; Flores, TB; Jennings, LVS; Samp","703","2006","11","25","Southern America","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro","-42.5208015441895","-20.6667003631592",NA,"Erva 20cm. Com frutos vermelhos.","BHCB049973",NA,NA,NA,"2019","16385","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:39:26-03","UFMG","BHCB","101595","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso;Peixoto",NA,"Arzolla, FARDP","567","2004","06","03","Southern America","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha, margens do Rio Paraibuna, Trilha da Cachoeira","-44.9599990844727","-23.0699996948242",NA,"Árvore, 10 metros de altura, com frutos.","BHCB018168",NA,NA,NA,"2005","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:39:26-03","UFMG","BHCB","91328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso;Peixoto",NA,"Amorim, AMA; Thomas, M; Paixão, JL; Sant'Ana, SC de","2515","1998","09","13","Southern America","Brasil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal, Área limite entre o PARNA e a Reserva Indígena Barra Velha, da tribo Pataxó.","-39.0647010803223","-16.4496994018555",NA,"Árvore ca. 12m alt. Folhas verdes, a face superior brilhante, a inferior ferrugínea. Frutos imaturos verdes e amarelos a negros quando maduros.; MATA HIGRÓFILA SUL BAIANA","BHCB012836","BHCB012836",NA,NA,"2007","68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:39:26-03","UFMG","BHCB","20592","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso;Peixoto",NA,"Silva, IA","150","1980","02","25","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Est. GÁVEA, ant. X-2, Km 0,495, lado esquerdo. Floresta alta.","-40.0722007751465","-19.3910999298096",NA,"Árvore, +/-16m de altura e fuste de +/-8m, DAP 24cm. Com flor branca e botão marrom. Fuste cilíndrico e casca sulcada.","BHCB012634","BHCB012634",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-11 17:20:44-03","UFPR","UPCB","88293","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Völtz, R.R. et al.","1034","2016","10","29",NA,"Brasil","Paraná","Paranaguá","Praia da Fortaleza, Ilha do Mel","-48.313889","-25.513333",NA,"Árvore 9 m alt.,; flores velhas e frutos cobertos de tricomas alvo-esverdeados; interior da Floresta Ombrófila Densa das Terras Baixas..","UPCB0030130","UPCB0030130",NA,NA,"2016",NA,NA,"11","07","-48.313889","-25.513333","15","15",NA,NA,NA
"58","2021-02-11 17:20:44-03","UFPR","UPCB","93187","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M. Barroso | Peixoto","Voltz, R.R","Voltz, R.R | Vieira, R.S","1787","2018","09","27",NA,"Brasil","Paraná","Guaratuba","sub-bosque de Floresta Ombrófila Densa das Terras Baixas.","-48.5746994018555","-25.8827991485596",NA,"Balneário Brejatuba . Arvoreta 5 m alt.; botões florais e flores alvacentas; sub-bosque de Floresta Ombrófila Densa das Terras Baixas.","UPCB0037617","UPCB0037617",NA,NA,"2018","41937","auto","10",NA,NA,NA,"15","15",NA,NA,NA
"59","2020-08-31 09:07:59-03","INPA","INPA","200863","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, MEG; Souza, MAD de","Cruz, JM da","19","1998","11","25","Southern America","Brasil","Paraná","Pontal do Paraná","Blaneário Shangri-lá.","-48.511100769043","-25.6735992431641",NA,NA,"INPA0200863","INPA0200863 INPA0200863_e",NA,NA,"2015","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-25 10:13:07-03","CVRD","CVRD","528","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","M.C. Souza & A. C. Tuler","Silva, I.A.","150","1980","02","25","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Nome popular : Luizinho <ll>dwc_commonname:</ll> Batinga orelha de burro","CVRD000528","CVRD000528","Magnoliopsida",NA,"2015","48094","auto","07","01",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-25 10:13:07-03","CVRD","CVRD","77","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","M.C. Souza & A. C. Tuler","Silva, I.A.","21","1978","09","15","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Nome popular : Luizinho <ll>dwc_commonname:</ll> Batinga orelha de burro","CVRD000077","CVRD000077","Magnoliopsida",NA,"2015","48094","auto","07","01",NA,NA,NA,NA,"HOLOTYPUS",NA,NA
"62","2021-02-25 10:13:07-03","CVRD","CVRD","2461","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","M.C. Souza & A. C. Tuler","Farias, G.L.","349","1989","12","14","América do Sul","BRASIL","ES","Linhares","50m após o Córrego.","-40.0722007751465","-19.3910999298096",NA,"Nome popular : Luizinho <ll>dwc_commonname:</ll> Batinga orelha de burro","CVRD002461","CVRD002461","Magnoliopsida",NA,"2015","48094","auto","07","01",NA,NA,NA,NA,"ISOTYPUS",NA,NA
"63","2021-02-25 10:13:07-03","CVRD","CVRD","4963","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","M.C. Souza & A. C. Tuler","Folli, D.A.","2326","1994","06","08","América do Sul","BRASIL","ES","Linhares","Coleta de flor IAS.150","-40.0722007751465","-19.3910999298096",NA,"Nome popular : Luizinho <ll>dwc_commonname:</ll> Batinga orelha de burro","CVRD004963","CVRD004963","Magnoliopsida",NA,"2015","48094","auto","07","01",NA,NA,NA,NA,NA,NA,NA
"64","2019-12-09 17:30:26-03","UFPR","EFC","15272","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Völtz, R.R.; et al.","1034","2016","10","29",NA,"Brasil","Paraná","Paranaguá","Praia da Fortaleza, Ilha do Mel","-48.3138","-25.5133",NA,"Árvore 9 m alt.,; flores velhas e frutos cobertos de tricomas alvo-esverdeados; interior da Floresta Ombrófila Densa das Terras Baixas.","EFC015272",NA,NA,NA,"2016",NA,NA,"11","07","-48.3138","-25.5133","15","15",NA,NA,NA
"65","2019-12-09 17:30:25-03","UFPR","EFC","629","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Kuniyoshi, Y.S.","4833","1985","02","05",NA,"Brasil","Paraná","Guaraqueçaba","Faz. Madezatti","-48.3994","-25.0013",NA,"Árvore frequente, botões florais. __COMMOM_NAME__: Guamirim branco","EFC000629",NA,NA,NA,"2018",NA,NA,"07","12","-48.3994","-25.0013",NA,NA,NA,NA,NA
"66","2019-12-09 17:30:25-03","UFPR","EFC","4624","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Roderjan, C.V.; Kuniyoshi, Y.S.; Galvão, F.","1220","1995","10","19",NA,"Brasil","Paraná","Paranaguá","Estrada Alexandra Matinhos","-48.5092010498047","-25.5200004577637",NA,"Árvore em caxetal, comum na planície litorânea.","EFC004624",NA,NA,NA,"2018","24916","auto","07","12",NA,NA,NA,NA,NA,NA,NA
"67","2019-12-09 17:30:25-03","UFPR","EFC","1012","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Roderjan, C.V.; Kuniyoshi, Y.S.","554","1986","09","19",NA,"Brasil","Paraná","Paranaguá","R.B. do Guaraguaçu","-48.5092010498047","-25.5200004577637",NA,"Árvore frequente na restinga baixa, próximo ao rio Guaraguaçu. Estrato dominante. __COMMOM_NAME__: Guamirim","EFC001012",NA,NA,NA,"2018","24916","auto","07","12",NA,NA,NA,NA,NA,NA,NA
"68","2019-12-09 17:30:25-03","UFPR","EFC","583","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Hatschbach, G.; Kasper, A.",NA,"1978","10","05",NA,"Brasil","Paraná","Paranaguá","Rio da Vila","-48.5092010498047","-25.5200004577637",NA,"Arbusto 3m, em mata pluvial de planície litorânea. Flores alvas. Material em xiloteca (n-021)","EFC000583",NA,NA,NA,"2018","24916","auto","07","12",NA,NA,NA,NA,NA,NA,NA
"69","2019-12-09 17:30:25-03","UFPR","EFC","1447","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Kuniyoshi, Y.S.; Galvão, F.","5219","1987","09","29",NA,"Brasil","Paraná","Paranaguá","Rod. PR-405","-48.5092010498047","-25.5200004577637",NA,"Frequente, planície litorânea, floresta atlântica. Flores creme. __COMMOM_NAME__: Guamirim","EFC001447",NA,NA,NA,"2018","24916","auto","07","12",NA,NA,NA,NA,NA,NA,NA
"70","2019-12-09 17:30:25-03","UFPR","EFC","4424","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Lima, R.X.","89","1993","10","22",NA,"Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"EFC004424",NA,NA,NA,"2018","37295","auto","07","12",NA,NA,NA,NA,NA,NA,NA
"71","2019-12-09 17:30:25-03","UFPR","EFC","9087","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Svolenski, A.C.","525","1997","09","18",NA,"Brasil","Paraná","Matinhos","Fazenda Empreendimentos Guaraguaçu Ltda.","-48.5428009033203","-25.8174991607666",NA,"Árvore 5m, comum no caxetal, flores brancas.","EFC009087",NA,NA,NA,"2018","15275","auto","07","12",NA,NA,NA,NA,NA,NA,NA
"72","2019-12-09 17:30:25-03","UFPR","EFC","2009","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Kuniyoshi, Y.S.; Ziller, S.R.","5373","1989","10","19",NA,"Brasil","Paraná","Matinhos","Rod. Alexandra Matinhos Km 28","-48.5428009033203","-25.8174991607666",NA,"Arvoreta frequente no caxetal. Solo orgânico. Ramo florido. __COMMOM_NAME__: Guapurunga","EFC002009",NA,NA,NA,"2018","15275","auto","07","12",NA,NA,NA,NA,NA,NA,NA
"73","2019-12-09 17:30:25-03","UFPR","EFC","13460","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Rau, T.G.","Rau, T.G.","1","2014","07","13",NA,"Brasil","Paraná","Paranaguá","Paranaguá","-48.5092010498047","-25.5200004577637",NA,"Arvoreta com 4m, na beira da estrada.","EFC013460",NA,NA,NA,"2014","24916","auto","07","13",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:27:04-03","USP","SPF","19104","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Hatschbach, G","Hatschbach, G","35484","1974","11","19",NA,"Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"SPF00019104",NA,NA,NA,"1980","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-13 11:27:04-03","USP","SPF","19152","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Hatschbach, G","Hatschbach, G","43256","1980","10","29",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"SPF00019152",NA,NA,NA,"1980","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-13 11:27:04-03","USP","SPF","190333","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Barbosa, E","Cordeiro, J","2353","2006","08","31",NA,"Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,"SPF00190333",NA,NA,NA,"2006","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:27:04-03","USP","SPF","41504","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lucas, EJ","Mattos, J","9165","1961","10","01",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"SPF00041504",NA,NA,NA,"2013","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-07 09:35:38-03","UEFS","HUEFS","81875","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","M.Sobral","Rodrigues, M.N.","1437","1998","12","26",NA,"Brasil","Alagoas","Penedo","Barragem da Fazenda gameleira, pequena grota e vale.","-36.5863990783691","-10.2903003692627",NA,"Mata Atlântica.","HUEFS0081875","HUEFS0081875","Rosanae",NA,"2012","31870","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-22 16:09:16-03","UEFS","HUEFS","235472","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","M.Sobral",NA,"RB740294","2014","07","09",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","conglomerado 193-2-2-8R. UTM do Ponto Central. Conglomerado situado no Parque Estadual do Desengano, em área de Floresta Ombrófila Densa Montana, situado ao longo do rio Macapá.","-41.940278","-21.870278",NA,"Floresta Ombrófila Densa Montana,","HUEFS0235472",NA,"Rosanae",NA,"2017",NA,NA,"06",NA,"41W56'25''","21S52'13''","860","860",NA,NA,NA
"80","2019-10-07 09:35:38-03","UEFS","HUEFS","86926","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto",NA,"Ilegível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0086926",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-23 12:16:13-03","CEPLAC","CEPEC","128208","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"M. C. Souza","Carvalho, G. M.","407","2010","09","06",NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.25","-16.5",NA,NA,NA,NA,NA,"31/3/2017",NA,NA,NA,NA,NA,"39W15'","16S30'","100","100",NA,NA,NA
"82","2020-07-23 12:16:13-03","CEPLAC","CEPEC","131139","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"T. Fernandes","G. Weiss","59","2008","09","13",NA,"Brasil","Paraná","pontal do parana",NA,"-48.511100769043","-25.6735992431641",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-23 12:16:13-03","CEPLAC","CEPEC","89508","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"L. Lima","A. G. da Silva","339","2000","10","31",NA,"Brasil","Pernambuco","brejo da madre de deus","Mata do Malhada.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,"19/07/2001",NA,"34231","auto",NA,NA,"36W24'735","8S11'141",NA,NA,NA,NA,NA
"84","2020-07-23 12:16:13-03","CEPLAC","CEPEC","89932","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"L. Lima","C. A. M. de Oliveira","51","2000","01","18",NA,"Brasil","Pernambuco","brejo da madre de deus","Mata do Malhada.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,"07/10/2014",NA,"34231","auto",NA,NA,"36W24'735","1S11'141",NA,NA,NA,NA,NA
"85","2020-07-23 12:16:13-03","CEPLAC","CEPEC","89657","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"L. Lima","A. G. da Silva","347","2000","11","20",NA,"Brasil","Pernambuco","brejo da madre de deus","Trilha da Mata do Malhada.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,"07/10/2014",NA,"34231","auto",NA,NA,"36W24'735","8S11'141",NA,NA,NA,NA,NA
"86","2020-07-23 12:16:13-03","CEPLAC","CEPEC","89658","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"L. Lima","A. G. da Silva","350","2000","11","20",NA,"Brasil","Pernambuco","brejo da madre de deus","Trilha da Mata do Malhada.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,"07/10/2014",NA,"34231","auto",NA,NA,"36W24'735","8S11'141",NA,NA,NA,NA,NA
"87","2020-07-23 12:16:13-03","CEPLAC","CEPEC","89511","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"L. Lima","A. G. da Silva","365","2001","01","16",NA,"Brasil","Pernambuco","brejo da madre de deus","Trilha da Mata do Malhada.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,"07/10/2014",NA,"34231","auto",NA,NA,"36W24'735","8S11'141",NA,NA,NA,NA,NA
"88","2020-07-23 12:16:13-03","CEPLAC","CEPEC","89510","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"L. Lima","L. M. Nascimento","497","2001","03","20",NA,"Brasil","Pernambuco","brejo da madre de deus","Trilha da Mata do Malhada.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,"07/10/2014",NA,"34231","auto",NA,NA,"36W24'735","8S11'141",NA,NA,NA,NA,NA
"89","2020-07-23 12:16:13-03","CEPLAC","CEPEC","4135","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"M. Sobral","R. P. Belém","3364","1967","03","01",NA,"Brasil","Bahia","CAMAMÚ","Sem informação.","-39.1039009094238","-13.9447002410889",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"33730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-23 12:16:13-03","CEPLAC","CEPEC","89512","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana",NA,"L. M. Nascimento","L. M. Nascimento","485","2001","01","16",NA,"Brasil","Pernambuco","brejo da madre de deus","Mata do Malhada.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,"19/07/2001",NA,"34231","auto",NA,NA,"36W24'735","8S11'141",NA,NA,NA,NA,NA
"91","2019-02-27 14:03:10-03","UFSJ","HUFSJ","3847","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Silva, IC","150","1980","02","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,"Porte arbóreo, botão marrom, flor branca, dscamação em placas, fuste cilindrica, superficie da casca sulcada, altura total 16m, altura da fuste 8m, diâmetro da copa 4m.","HUFSJ003847",NA,NA,NA,"2013","48094","auto","01","29",NA,NA,NA,NA,NA,NA,NA
"92","2019-02-27 14:03:10-03","UFSJ","HUFSJ","3841","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Folli, DA","2326","1994","06","08",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,"Porte arbóreo, fruto maduro roxo, fruto imaturo amarelo, fuste cilindrica, superficie da casca sulcada, altura total 18m, altura da fuste 8m, diâmetro da copa 5m.","HUFSJ003841",NA,NA,NA,"2013","48094","auto","01","29",NA,NA,NA,NA,NA,NA,NA
"93","2019-02-27 14:03:10-03","UFSJ","HUFSJ","5452","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Correia, M","132","1994","11","30",NA,"Brasil","Pernambuco","Pesqueira","Serra do Ororubá, mata da Fazenda São Francisco.","-36.6963996887207","-8.35778045654297",NA,"Cinco sépalas e estigma persistente.","HUFSJ005452",NA,NA,NA,"2013","36615","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-02-27 14:03:10-03","UFSJ","HUFSJ","5648","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Barros, F de","1719","1989","09","25",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da ilha do Cardoso, trilha para captação de água doce.","-47.9199981689453","-25.0100002288818",NA,"Árvore, ca. 10m de altura, flores brancas. Crecendo na restinga de Clusia.","HUFSJ005648",NA,NA,NA,"2013","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-02-27 14:03:10-03","UFSJ","HUFSJ","7528","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Garcia, RJF; Branco, FR","2573","2005","09","24",NA,"Brasil","São Paulo","São Paulo","Rio Preto, mata ciliar.","-46.6300010681152","-23.5400009155273",NA,"Árvore de 4m de altura, flores e botões brancos. Voucher de estudo paleoambiental (IG-UNICAMP).","HUFSJ007528",NA,NA,NA,"2009","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-02-27 14:03:10-03","UFSJ","HUFSJ","3734","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Castro, ASF","1871","2006","11","15",NA,"Brasil","Ceará","Guaramiranga","Sítio Lagoa. Mata úmida.","-38.9331016540527","-4.26332998275757",NA,"Arvoreta.","HUFSJ003734",NA,NA,NA,"2012","13198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-12-20 18:46:45-03","UFSJ","HUFSJ","7872","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Staggemeier, VG","91","2006","09","01",NA,"Brasil","São Paulo","Cananéia","Floresta de restinga (Parque Estadual da Ilha do Cardoso).","-47.920833","-21.074444",NA,"Porte arbustivo/arbóreo. Os frutos maduros são de coloração preta. Fenologia: floração inicia em agosto; frutos verdes a partir de setembro e frutos maduros em novembro. Esta exsicata contém flores.","HUFSJ007872",NA,NA,NA,"2007",NA,NA,"11",NA,"-47.920833","-21.074444","5","5",NA,NA,NA
"98","2019-02-27 14:03:10-03","UFSJ","HUFSJ","5646","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Kirizawa, M; Webster, G","1795","1986","10","15",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da ilha do Cardoso, restinga de encosta.","-47.9199981689453","-25.0100002288818",NA,"Árvore de aproximadamente 6m de altura. Folhas ferrugíneas na face inferior.","HUFSJ005646",NA,NA,NA,"2013","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
