"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","relatedCatalogItem","previousCatalogNumber"
"51","2019-08-16 08:40:29-03","UTFPR","HCF","11702","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","M.G. Caxambu","2013","03","M.G. Caxambu","2013","02","Brasil","PR","Tuneiras do Oeste","-52.74275","-23.877972",NA,NA,"trepadeira com gavinhas, semi-ciófila, em área de samambaial (Pteridium aquilinum). Flores com cálice verde e corola alva. Filetes alvos, maculados de roxo.",NA,"4574","28",NA,"Reserva Biológica das Perobas - estrada","554","554",NA,NA,NA,"52°44'33,9 W","23°52'40,7 S","12",NA,NA,NA,NA,NA
"52","2019-08-16 08:40:29-03","UTFPR","HCF","1499","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","J. Cordeiro & E. Barboza","2005","01","M.G. Caxambu","2004","10","Brasil","PR","Tuneiras do Oeste","-52.745158","-23.877064",NA,NA,"herbácea, trepadeira, com gavinhas, com folhas alternas entre si e opostas às flores que possuem pétalas branco-amareladas.",NA,"589","04",NA,"Fazenda Água do Índio","557","557",NA,NA,NA,"52°44'42,57''W","23°52'37,43''S",NA,NA,NA,NA,NA,NA
"53","2019-08-16 08:40:29-03","UTFPR","HCF","6629","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","M.G. Caxambu","2008","03","M.G. Caxambu","2008","02","Brasil","PR","Campo Mourão","-52.302806","-24.103083",NA,NA,"erva semi-ciófila, com flores alvas. Filamentos roxos e alvos. Em orla de floresta.",NA,"2027","22",NA,"Parque Estadual Lago Azul (PELA)","611","611",NA,NA,NA,"52°18'10,1 W","24°06'11,1 S","10",NA,NA,NA,NA,NA
"54","2019-08-16 08:40:29-03","UTFPR","HCF","1327","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","M.G. Caxambu","2005","02","C.W. Santos","2004","08","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133","28572",NA,"planta herbácea, trepadeira com flores brancas, providas de estames brancos e roxos.","auto","23","11",NA,"Estação Ecológica do Cerrado",NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA
"55","2020-06-29 09:31:44-03","UFRRJ","RBR","46410","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"T.C. Alves","2019","05","Brasil","Rio de Janeiro","Petrópolis","-43.078611","-22.481111",NA,NA,NA,NA,"97","01",NA,"Serra dos Órgãos. PARNASO","1758","1758",NA,"RBR00046410","RBR00046410","43º4'43''W","22º28'52''S",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:39:17-03","MBM","MBM","359601","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.","2010",NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","2010","03","Brazil","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398","23588",NA,"Trepadeira, flor purpúrea. Mata Atlântica. Unicata","auto","3611","11","Southern America","Caxixe Frio, estrada para o Parque Estadual Forno Grande",NA,NA,NA,"MBM359601","MBM359601",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:39:17-03","MBM","MBM","154740","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,"Brazil","Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","15056",NA,NA,"auto","55478",NA,"Southern America","Parque Nacional do Caparaó, Tronqueiras",NA,NA,NA,"MBM154740","MBM154740",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:39:17-03","MBM","MBM","69641","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.",NA,NA,"Hatschbach, G.",NA,NA,"Brazil","Paraná","Guaíra","-54.2557983398438","-24.0799999237061","33984",NA,NA,"auto","43196",NA,"Southern America","Sete Quedas",NA,NA,NA,"MBM069641","MBM069641",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:39:17-03","MBM","MBM","129616","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.",NA,NA,"Brazil","Minas Gerais","Congonhas do Norte","-43.6814002990723","-18.8071994781494","30386",NA,NA,"auto","52961",NA,"Southern America","Alves",NA,NA,NA,"MBM129616","MBM129616",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:39:17-03","MBM","MBM","250672","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Bernacci, L.C.",NA,NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","17840",NA,NA,"auto","2216",NA,"Southern America","Estação Experimental do IAC",NA,NA,NA,"MBM250672","MBM250672",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:39:17-03","MBM","MBM","99292","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,"Brazil","Mato Grosso do Sul","Eldorado","-54.2835998535156","-23.7868995666504","27119",NA,NA,"auto","49006",NA,"Southern America","Eldorado, arredores",NA,NA,NA,"MBM099292","MBM099292",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2164","PreservedSpecimen","Plantae",NA,"Angiospermae","Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","S. de V.A. Pessoa","1988","04","P. Capell S.J.","1953","02","Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190",NA,NA,"auto","s.n.",NA,NA,"Santa Bárbara",NA,NA,NA,"002164",NA,NA,NA,"07",NA,NA,NA,NA,NA
"63","2020-03-16 12:33:59-03","UESC","UESC","25180","S","Plantae","Angiospermae","Florideophycidae","Passifloraceae","Passiflora","miersii","Passiflora miersii",NA,"L.M.O.Rodrigues",NA,NA,"Cruz, A.","1999","05","Brasil","Sergipe","Japaratuba","-36.940299987793","-10.5932998657227","22401",NA,"Apresenta gavinhas.","auto","112","31",NA,NA,NA,NA,NA,"UESC0025180",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"64","2017-06-14 11:44:48-03","MNHN","RECOLNAT_MNHN_P","P00455777","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Tillett",NA,NA,"Glaziou, A.","1873","5","Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455777' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"20",NA,"Serra do Pingua, Rio Janeiro",NA,NA,"hb","P00455777","P00455777_01 P00455777_02 P00455777_03",NA,NA,NA,NA,"6551 a",NA,NA,NA
"65","2017-06-14 11:44:48-03","MNHN","RECOLNAT_MNHN_P","P00455778","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Master",NA,NA,"Saint-Hilaire, A. de",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455778' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Province de Minas Geraes. Pr. Urbem près Villa Rica",NA,NA,"hb","P00455778","P00455778_01 P00455778_02 P00455778_03",NA,NA,NA,NA,"C1 225",NA,NA,NA
"66","2015-09-20 13:52:37-03","MNHN","RECOLNAT_MNHN_P","P00455779","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Master",NA,NA,"Saint-Hilaire, A. de",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455779' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Province de Minas Geraes",NA,NA,"hb","P00455779","P00455779_01 P00455779_02 P00455779_03",NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-09-05 07:22:19-03","MNHN","RECOLNAT_MNHN_P","P04882227","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.",NA,NA,NA,"Weddell, H.A.","1844","1","Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04882227' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1",NA,"S. d´ Estrella.",NA,NA,"hb","P04882227","P04882227_01",NA,NA,NA,NA,"11717",NA,NA,NA
"68","2015-09-05 07:22:19-03","MNHN","RECOLNAT_MNHN_P","P04882229","PreservedSpecimen",NA,NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.",NA,NA,NA,"Regnell",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04882229' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P04882229","P04882229_01",NA,NA,NA,NA,"III 637",NA,NA,NA
"69","2020-12-11 11:39:59-03","UFMG","BHCB","150723","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2019","09","Miranda, GM","2010","01","Brasil","Minas Gerais","Brumadinho","-44.035556","-20.103611",NA,NA,"Herbácea, liana. Flor arroxeada, com cheiro de esgoto.; Vale de nascente.",NA,"3","20","Southern America","Casa Branca, Imediações do templo budista na Aldeia da Cachoeira das Pedras.","948","948",NA,"BHCB051050",NA,"-44.035556","-20.103611","03",NA,NA,NA,NA,NA
"70","2020-12-11 11:39:59-03","UFMG","BHCB","150792","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2014","06","Miranda, GM","2010","01","Brasil","Minas Gerais","Brumadinho","-44.035556","-20.103889",NA,NA,"Vermelho-amarelado; Solo argiloso",NA,"72","24","Southern America","Casa Branca, Imediações do templo budista na Aldeia da Cachoeira das Pedras","950","950",NA,"BHCB008648",NA,"-44.035556","-20.103889","24",NA,NA,NA,NA,NA
"71","2020-12-11 11:39:59-03","UFMG","BHCB","163498","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2019","09","Paula, LFA de; Augsten, M","2011","04","Brasil","Minas Gerais","Teófilo Otoni","-41.260833","-17.856111",NA,NA,"Liana. Frutos imaturos verdes. Presença de latex.; Em afloramento granítico.",NA,"238","16","Southern America","Afloramento rochoso, lado esquerdo da MG-41, cerca de 30 km norte de Teófilo Otoni.","560","560",NA,"BHCB006818",NA,"-41.260833","-17.856111","03",NA,NA,NA,NA,NA
"72","2020-12-11 11:39:59-03","UFMG","BHCB","86389","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2005","07","Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","2004","02","Brasil","Minas Gerais","Almenara","-40.851056","-16.049722",NA,NA,"A; Liana, folhas papiráceas, vermelhas na face abaxial, sépalas creme-esverdeadas, pétalas brancas, corona branca rajada de lilás, resto da flor verde.; Alto de morro (área aberta), e encosta e fundo de vale (mata)",NA,"5665","28","Southern America","Fazenda Limoeiro","741","836",NA,"BHCB008673",NA,"-40.851056","-16.049722","29",NA,NA,NA,NA,NA
"73","2020-12-11 11:39:59-03","UFMG","BHCB","44740","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2000","10","Campos Neto, FC","1999","01","Brasil","Minas Gerais","Oliveira","-44.8272018432617","-20.6963996887207","38796",NA,"Liana","auto","s.n.","19","Southern America",NA,NA,NA,NA,"BHCB008678",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:39:59-03","UFMG","BHCB","70468","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"1990","03","Krieger, L","1971","02","Brasil","Minas Gerais","Santana de Pirapama","-44.043098449707","-19.0060997009277","43251",NA,"Flores em botão, escandente; Na beira da mata","auto","10052","16","Southern America",NA,NA,NA,NA,"BHCB008676",NA,NA,NA,"25",NA,NA,NA,NA,NA
"75","2020-12-11 11:39:59-03","UFMG","BHCB","92377","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2005","07","Mota, RC da; Salino, A; Echternacht, LA","2004","10","Brasil","Minas Gerais","Aiuruoca","-44.603099822998","-21.9755992889404","27460",NA,"Escandente; Coletada em borda de mata semidecídua","auto","2498","10","Southern America","Matutu., No caminho para o morro Cabeça do Leão",NA,NA,NA,"BHCB008674",NA,NA,NA,"29",NA,NA,NA,NA,NA
"76","2020-12-11 11:39:59-03","UFMG","BHCB","61141","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2014","06","Farinaccio, MA; Costa, FN; Di Stasi, LC","2000","11","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557",NA,"Planta volúvel. Botões creme esverdeados, vináceos na região proximal.; Borda de mata ciliar.","auto","433","23","Southern America","MG-116 KM 118, Mata ciliar atrás do Juquinha.",NA,NA,NA,"BHCB008677",NA,NA,NA,"24",NA,NA,NA,NA,NA
"77","2020-12-11 11:39:59-03","UFMG","BHCB","117280","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2014","06","Rezende, SG; et al.","2007","01","Brasil","Minas Gerais","Itabirito","-43.801399230957","-20.2532997131348","20553",NA,"Liana; Campo Sujo","auto","1937","25","Southern America","Mina Várzea do Lopes.","1260","1260",NA,"BHCB008699",NA,NA,NA,"24",NA,NA,NA,NA,NA
"78","2020-12-11 11:39:59-03","UFMG","BHCB","71460","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,"2002",NA,"Campos Neto, FC","2002","04","Brasil","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949","28215",NA,"Mata Atlântica","auto","s.n.","05","Southern America","Parque Estadual do Rio Doce",NA,NA,NA,"BHCB008675",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:21:09-03","UFPR","UPCB","15741","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.","1984","10","Mattos, J.","1963","10","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Trepadeira, em botões. Capoeira muito fechada..",NA,"25774",NA,NA,"Perto de Congonhas do Campo",NA,NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA
"80","2021-02-11 17:21:09-03","UFPR","UPCB","90980","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Imig, D.C.","2013",NA,"Bacci, L.F. | Lima, D.F.","2013","11","Brasil","Espírito Santo","Santa Teresa","-40.3215","-19.5803",NA,NA,"Liana. Pétalas roxas, filamentos brancos e arroxeados. Estames verdes e amarelos..",NA,"80","23",NA,"Estação Biológica de Santa Lúcia, trilha para o túmulo",NA,NA,NA,"UPCB0028855","UPCB0028855","-40.3215","-19.5803",NA,NA,NA,NA,NA,NA
"81","2021-02-11 17:21:09-03","UFPR","UPCB","42958","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.","2000","10","Campos Neto, F.C.","1999","01","Brasil","Minas Gerais","Oliveira","-44.8272018432617","-20.6963996887207","38796",NA,"Liana..","auto",NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"82","2021-02-11 17:21:09-03","UFPR","UPCB","20026","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.","1990","03","Krieger, P.L.","1971","02","Brasil","Minas Gerais","Santana de Pirapama","-44.043098449707","-19.0060997009277","43251",NA,"Escandente, flor em botão. Beira da mata..","auto","10052","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA
"83","2021-02-11 17:21:09-03","UFPR","UPCB","19999","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Hoehne, F.C.",NA,NA,"Hoehne, F.C.","1946","11","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,"Escandente. Nome vulgar: maracujá..","auto",NA,"29",NA,"Alto da Lapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:21:09-03","UFPR","UPCB","84346","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Imig, D.C.",NA,NA,"Imig, D.C.","2013","01","Brasil","Minas Gerais","São Tomé das Letras","-44.9852981567383","-21.7222003936768","16076",NA,"Folhas com face abaxial roxa. Flores roxas. Filamentos bandeados de roxo e branco..","auto","89","01",NA,"Beira de estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:21:09-03","UFPR","UPCB","75938","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Imig, D. C.","2012","05","Imig, D.C.","2012","01","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471","32988",NA,"Trepadeira, herbáceae. Flores alvas, com nuances arroxadas nas pétalas, corona de filamentos alvos bandeados de roxo claro..","auto","64","02",NA,"Beira de estrada",NA,NA,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA,NA
"86","2021-02-11 17:21:09-03","UFPR","UPCB","84331","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Imig, D.C.",NA,NA,"Imig, D.C.",NA,NA,"Brasil","Minas Gerais","Andrelândia","-44.3092002868652","-21.7397003173828","26456",NA,"Flores alvas a roxas, filamentos roxos. Folhas jovens arroxeadas.","auto","81",NA,NA,"Beira de estrada, próxima a reflorestamento de Eucalyptus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-11 17:21:09-03","UFPR","UPCB","20028","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.","1989","09","Oliveira, C.A.L.de","1987","09","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442",NA,"Nome vulgar: maracujá-morcego..","auto","266","19",NA,"Estrada Vista Chinesa, 741, CBRJ, FEEMA",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA
"88","2021-02-11 17:21:09-03","UFPR","UPCB","84341","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Imig, D.C.",NA,NA,"Imig, D.C.","2013","01","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455","30417",NA,"Folhas arroxeadas na face abaxial.","auto","96","02",NA,"Lima Duarte sentido Conceição do Ibitipoca. Próximo a Formação arbórea em pasto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-02-11 17:21:09-03","UFPR","UPCB","48945","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Cervi, A.C.","2004","01","Pifano, D.S.","2003","04","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144",NA,"Liana, heliófila, fruto imaturo verde. Borda da mata..","auto","518","08",NA,"Morro do Imperador",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"90","2021-02-11 17:21:09-03","UFPR","UPCB","84357","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Imig, D.C.",NA,NA,"Imig, D.C.","2012","12","Brasil","Minas Gerais","Aiuruoca","-44.603099822998","-21.9755992889404","27460",NA,"Folhas arroxeadas na face abaxial.","auto","97","29",NA,"Próximo ao chalé dos pinheiros. Beira de estrada entre Cupressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:21:09-03","UFPR","UPCB","84340","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Imig, D.C.",NA,NA,"Imig, D.C.","2012","12","Brasil","Minas Gerais","Aiuruoca","-44.603099822998","-21.9755992889404","27460",NA,"Folhas arroxeadas na face abaxial.","auto","97","29",NA,"Próximo ao chalé dos pinheiros. Beira de estrada entre Cupressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-11 17:21:09-03","UFPR","UPCB","84359","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Imig, D.C.",NA,NA,"Imig, D.C.","2013","01","Brasil","Minas Gerais","São Vicente de Minas","-44.4441986083984","-21.7124996185303","21563",NA,NA,"auto","104","02",NA,"Rod. 494 sentido Andrelândia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-03-23 12:23:00-03","MO","MOBOT","100237736","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"Carl Schwacke",NA,NA,"Brazil",NA,NA,NA,NA,NA,"1",NA,NA,"Schwacke 7427",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2016-03-23 12:23:00-03","MO","MOBOT","100237740","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"Peter Clausen",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"1",NA,NA,"Clausen s.n.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2016-03-30 09:14:00-03","MO","MOBOT","100237745","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"A. Saint-Hilaire","1816",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"1",NA,NA,"Saint-Hilaire 225",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2016-03-30 09:16:00-03","MO","MOBOT","100237758","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"Anders F. Regnell",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"1",NA,NA,"Regnell III 637",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-12-28 15:56:00-02","MO","MOBOT","100237763","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Kilip",NA,NA,"C.W.H. Mosen","1876","2","Brazil","Minas Gerais",NA,"-46.5613889","-21.7877777",NA,"1",NA,NA,"Mosén 4148","1","South America","Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2010-02-23 14:22:00-03","MO","MOBOT","100237771","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"J.E.B. Warming","1864",NA,"Brazil","Minas Gerais",NA,"-43.7666667","-21.2166667",NA,"1",NA,NA,"Warming 1166",NA,"South America","Between Barbacena and Serra da Mantiqueira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2016-03-30 09:18:00-03","MO","MOBOT","100237772","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"Johan F. Widgren","1845",NA,"Brazil","Rio de Janeiro",NA,"-43.2075","-22.9027778",NA,"1",NA,NA,"Widgren 328",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2016-03-30 09:19:00-03","MO","MOBOT","100237775","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"Anders F. Regnell",NA,NA,"Brazil","Rio de Janeiro",NA,"-43.2075","-22.9027778",NA,"1",NA,NA,"Regnell 78",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2009-12-28 16:19:00-02","MO","MOBOT","100237798","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"Hugh A. Weddell",NA,NA,"Brazil","São Paulo",NA,"-50.4666667","-21.8666667",NA,"1",NA,NA,"Weddell 717",NA,"South America","Santa Estrella [Santa Estella]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2009-12-28 16:23:00-02","MO","MOBOT","100237803","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"Auguste F.M. Glaziou","1861",NA,"Brazil","Rio de Janeiro",NA,"-43.4166667","-22.5833333",NA,"1",NA,NA,"Glaziou 6551a",NA,"South America","Serra do Tingua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2016-03-30 09:21:00-03","MO","MOBOT","100237805","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"W.J. Burchell",NA,NA,"Brazil","São Paulo",NA,"-46.6361111","-23.5475",NA,"1",NA,NA,"Burchell 3919",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2016-03-30 09:21:00-03","MO","MOBOT","100237806","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","E.P. Killip",NA,NA,"F. Sellow","1814",NA,"Brazil","São Paulo",NA,"-46.6361111","-23.5475",NA,"1",NA,NA,"Sellow 290",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
