"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","relatedCatalogItem","previousCatalogNumber"
"215","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Burchell, WJ","1827","01","Brazil","São Paulo","São Bernardo do Campo","-46.466667","-23.85",NA,NA,NA,NA,"3919","18","Southern America","IBB/ São Bernardo do Campo, SP, about the village of São Bernardo",NA,NA,NA,NA,"P13P1N0117","-46.466667","-23.85",NA,NA,NA,NA,NA,NA
"216","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Claussen, P",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA
"217","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Burchell, WJ","1825","12","Brazil","Rio de Janeiro","Rio de Janeiro","-43.216667","-22.95",NA,NA,NA,NA,"1378","31","Southern America","IBB/Corcovado, Rio de Janeiro, RJ, on the Corcovado Mountain by the way of Laranjeiras",NA,NA,NA,NA,"P13P1N0117","-43.216667","-22.95",NA,NA,NA,NA,NA,NA
"218","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"?",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-08 12:44:34-03","UFRGS","ICN","170697","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Fernando Correa Campos Neto",NA,NA,"Moreira, Gilson R P; Fernando Correa Campos Neto","2008","06","Brasil","MG","Brumadinho","-44.1996994018555","-20.1432991027832","26639",NA,NA,"auto","44-01","07","América do Sul","Córrego fundo, entre Piedade de Paraopeba e Casa Blanca, 20°08'3","950","950",NA,"ICN00012370","ICN00012370",NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-02-08 12:44:34-03","UFRGS","ICN","125494","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Lorenz, AP",NA,NA,"Lorenz, AP; Freitas, LB","2002","09","Brasil","SP","Águas de Lindóia","-46.6300010681152","-22.4699993133545","8148",NA,NA,"auto","s.n.","19","América do Sul",NA,NA,NA,NA,"ICN00012372","ICN00012372",NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-02-08 12:44:34-03","UFRGS","ICN","125495","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Lorenz, AP",NA,NA,"Lorenz, AP; Freitas, LB","2002","09","Brasil","SP","Águas de Lindóia","-46.6300010681152","-22.4699993133545","8148",NA,NA,"auto","s.n.","19","América do Sul",NA,NA,NA,NA,"ICN00012368","ICN00012368 ICN00012368_1",NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-02-08 12:44:34-03","UFRGS","ICN","126131","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Lorenz, AP",NA,NA,"Lorenz, AP; Freitas, LB","2002","09","Brasil","SP","Águas de Lindóia","-46.6300010681152","-22.4699993133545","8148",NA,NA,"auto","s.n.","19","América do Sul",NA,NA,NA,NA,"ICN00012369","ICN00012369",NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-02-08 12:44:34-03","UFRGS","ICN","127117","S","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mart.","Cervi, AC",NA,NA,"Crispim, D; et al.","2000","09","Brasil","SP","Águas de Lindóia","-46.6300010681152","-22.4699993133545","8148",NA,NA,"auto","s.n.","21","América do Sul",NA,NA,NA,NA,"ICN00012367","ICN00012367",NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:14:01-03","IBt","SP","10625","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Tillett, SS","1983",NA,"Loefgren, A","1897","01","Brasil","São Paulo",NA,NA,NA,NA,NA,"Trepadeira herbacea, flor alba, coroa fauc. dupla, inteira violacea.",NA,"CGG3506","04",NA,"Córrego Alegre. Capoeirão.",NA,NA,NA,"SP007567","SP007567",NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-02-11 09:24:58-03","IBt","SP","153880","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Kühn, E",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-02-11 09:24:58-03","IBt","SP","29835","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Hoehne, FC",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-02-11 09:24:58-03","IBt","SP","78804","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Kühn, E",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"1566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-21 10:14:01-03","IBt","SP","198159","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Bernacci, LC","2003",NA,"Forero, E; Andrade-Lima, D; Yano, O; Fonnegra, R","1980","09","Brasil","São Paulo","Guarulhos","-46.5299987792969","-23.4599990844727","26398",NA,NA,"auto","8146","21",NA,"Bairro das Pimentas. Sítio Kida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-08-13 18:02:46-03","IBt","SP","291439","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Tamashiro, JY","1994","02","Brasil","São Paulo","Itirapina","-47.8199996948242","-22.25","22843",NA,NA,"auto","357","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-07-16 10:05:58-03","IBt","SP","288756","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Bernacci, LC","1994","04","Brasil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","17840",NA,NA,"auto","5","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-08-13 18:02:46-03","IBt","SP","291117","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Jung Mendaçolli, SL","1995","04","Brasil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","17840",NA,NA,"auto","1419","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-21 10:14:01-03","IBt","SP","198377","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Bernacci, LC","2003",NA,"Forero, E; Jung, SL; Melo, MMRF; Wanderley, MGL; Barros, F","1980","09","Brasil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207","39309",NA,NA,"auto","8371","24",NA,"Fazenda Campininha, Pádua Sales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-09-24 08:25:29-03","IBt","SP","330703","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Batalha, M","1997","02","Brasil","São Paulo","Santa Rita do Passa Quatro","-47.4700012207031","-21.7099990844727","24893",NA,NA,"auto","1614","27",NA,"ARIE Cerrado Pé-de-Gigante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-09-24 08:25:29-03","IBt","SP","330746","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Batalha, M","1996","05","Brasil","São Paulo","Santa Rita do Passa Quatro","-47.4700012207031","-21.7099990844727","24893",NA,NA,"auto","1304","02",NA,"ARIE Cerrado Pé-de-Gigante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-10 11:27:58-03","IBt","SP","396064","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Villagra, BLP","2006","12","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto","147","12",NA,"Parque Estadual das Fontes do Ipiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-04-15 17:20:35-03","IBt","SP","252268","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.",NA,NA,NA,"Barros, F","1991","11","Brasil","São Paulo","Serra Negra","-46.7000007629395","-22.6100006103516","12188",NA,NA,"auto","2365","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-11-21 10:14:01-03","IBt","SP","200195","S","Plantae",NA,NA,"Passifloraceae","Passiflora","miersii","Passiflora miersii","Mast.","Bernacci, LC","2003",NA,"Muniz, CFS","1981","03","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455","54606",NA,NA,"auto","325","12",NA,"Serra do Diabo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
