"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"328","2021-01-14 15:30:19-03","MN","R","221261","PreservedSpecimen","Plantae","Fabaceae","Senna","cana","Senna cana","França, F.; Harley, R.M.; Miranda-Silva, E. & Rios, L.","3283","2000","03","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Nees & Mart.) H.S. Irwin & Barneby",NA,"Bahia","Formosa do Rio Preto",NA,"-45.1930999755859","-11.0482997894287","645","645",NA,NA,"155006","auto",NA,NA,NA,"4598W","105043S",NA,NA,NA,NA,NA
"329","2021-01-14 15:30:19-03","MN","R","188448","PreservedSpecimen","Plantae","Fabaceae","Senna","cana","Senna cana var.phyllostegia","Ginzbarg, S.; Silva, L.A.M. & Brito, H.S.","838","1988","03","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,"var.phyllostegia","H.S.Irwin & Barneby","Barneby, R.C.","Bahia","Maracás",NA,"-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,"50558","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-03-22 17:45:06-03","UFPI","TEPB","10354","PreservedSpecimen","Plantae","Caesalpiniaceae","Senna","cana","Senna cana","W. N. da Fonseca","442","1985","03","16",NA,"Brasil",NA,NA,"Arvore de flores amarela, ocorrência frequente. Material de Doação: Ministéro das Minas e Energia - Secretaria Geral - Número de incorporação: 19410 Ambiente: Area de tensão Savana/Floresta Estacional Decidua",NA,NA,NA,NA,"(Nees et Mart.) I. & B.","H. P. Bautista","Bahia","Utinga","Morro Félix João (Morre da torre da EMBRATEL , à 14Km de Utinga)","-41.183333","-12.2",NA,NA,NA,NA,NA,NA,"1985","03","21","41°11'W","12°12'S",NA,NA,NA,NA,NA
"331","2021-04-02 02:00:20-03","UFPI","TEPB","9448","PreservedSpecimen","Plantae","Caesalpiniaceae","Senna","cana","Senna cana","FERNANDES, A.",NA,"1996","08","23",NA,"Brasil",NA,NA,"Arbusto, flor amarelo ouro Ambiente: Cerrado",NA,NA,NA,NA,NA,"FERNANDES, A.","Piauí","Barreiras do Piauí","Próximo a nascente do rio curiola","-45.4749984741211","-9.92527961730957",NA,NA,NA,NA,"62445","auto","1996","08","23",NA,NA,NA,NA,NA,NA,NA
"332","2015-07-02 14:01:53-03","JBP","HPL","3905","S","Plantae","Fabaceae-Caesalpinioideae","Senna","cana","Senna cana","H. Lorenzi","3070","2002","01","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Nees & Martius) H.S. Irwin & Barneby","H. Lorenzi","SP","Cananéia","Coletada na estrada para Pariquera-Açu (estação do Instituto Agronômico de Campinas/IAC).","-47.92","-25.01",NA,NA,NA,NA,"37574","auto","2002","01","25",NA,NA,NA,NA,NA,NA,NA
"333","2015-07-02 14:01:53-03","JBP","HPL","5940","S","Plantae","Fabaceae-Caesalpinioideae","Senna","cana","Senna cana","R. Tsuji, L.C. Bernacci & E. Franco","1135","2006","03","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"G.P. Lewis","BA","Morro do Chapéu","Coletado próximo ao trevo na entrada que da acesso ao morro da torre, sentido sul. 11°33'50,7''S; 41o 09'45,8''W, 1064m.s.m.","-41.1561","-11.55",NA,NA,NA,NA,"98143","auto","2009","12","01",NA,NA,NA,NA,NA,NA,NA
"334","2015-07-02 14:01:53-03","JBP","HPL","4381","S","Plantae","Fabaceae-Caesalpinioideae","Senna","cana","Senna cana","E.R. Salviani & H. Lorenzi","1780","2000","10","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Nees & Martius) H.S. Irwin & Barneby","H. Lorenzi","ES","São Gabriel da Palha","Coletada nas proximidades da cidade.","-40.5356","-19.0175",NA,NA,NA,NA,"24907","auto","2000","10","11",NA,NA,NA,NA,NA,NA,NA
"335","2014-10-02 12:40:37-03","FEMACT","MIRR","5945","S","Plantae","Leguminosae-Caes","Senna","cana","Senna cana","Schültz Rodrigues, R.; Flores, A...S...; Barbosa, A.R.; Simões, A.O.; Belinello, R.","1333","2002","01","20",NA,"Brasil",NA,NA,"Arbusto 2m alt., em borda de catinga, flores amarelas",NA,NA,NA,NA,NA,"Rando, J.G.","Bahia","Seabra","BR 242","-41.852583","-12.422111","850","850",NA,NA,NA,NA,NA,NA,NA,"-41.852583","-12.422111",NA,NA,NA,NA,NA
"336","2019-02-22 11:44:45-03","IPA","IPA","40115","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Luetzelburg","1534","1912","07","06","Southern America","Brasil",NA,NA,NA,"IPA0040115","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Lima, J.E.G. de","Piauí",NA,"Lagoa Grande",NA,NA,NA,NA,NA,NA,NA,NA,"1998","02","15",NA,NA,NA,NA,NA,NA,NA
"337","2019-02-22 11:44:45-03","IPA","IPA","10998","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Andrade-Lima","56-2578","1956","06","18","Southern America","Brasil",NA,NA,"Arbusto 2-3 m; flor amarela","IPA0010998","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Lima, J.E.G. de","Bahia",NA,"Entre Sincorá e Manacás",NA,NA,NA,NA,NA,NA,NA,NA,"1998","02","15",NA,NA,NA,NA,NA,NA,NA
"338","2019-02-22 11:44:45-03","IPA","IPA","46470","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Andrade-Lima; et al.; et al.","9194","1979",NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0046470","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Lima, J.E.G. de","Pernambuco",NA,"Viagem Recife-Petrolina",NA,NA,NA,NA,NA,NA,NA,NA,"1998","02","15",NA,NA,NA,NA,NA,NA,NA
"339","2019-02-22 11:44:45-03","IPA","IPA","52271","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Miranda, A.M.; Esteves, F.; Esteves, F.","178","1990","02","09","Southern America","Brasil",NA,NA,"Arbusto 4m de altura; flores amarelas","IPA0052271","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Guedes, M.L.","Bahia",NA,"Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-02-22 11:44:45-03","IPA","IPA","61065","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Tourinho, R.; Ferreira, M.C.; Jost, T.; Ferreira, M.C.; Jost, T.","27","2002","05","06","Southern America","Brasil",NA,NA,"Árvore ca. 8m de altura. Folíolos cartáceos, discolores, face abaxial ferrugínea. Flores amarelas. Material coletado para pólen","IPA0061065","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby",NA,"Bahia","Gentio do Ouro","Cerro","-42.535556","-11.398611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.535556","-11.398611",NA,NA,NA,NA,NA
"341","2019-02-22 11:44:45-03","IPA","IPA","62535","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Queiroz, L.P. de; Silva, M.M. da; Correia, C.; Oliveira, R.P.; Silva, M.M. da; Correia, C.; Oliveira, R.P.","5227","1999","04","10","Southern America","Brasil",NA,NA,"Arbusto ca. 1,5m altura. Folíolos cartáceos, discolores com face abaxial ferrugínea. Flores com pétalas amarelas","IPA0062535","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Queiroz, L.P. de","Bahia","Umburanas","Serra do Curral Feio, (Localidade referida como Serra da Empreitada), entrando para W a ca. 20 km S de Delfino na estrada para Umburanas. Carrasco sobre solo arenoso","-41.316667","-10.366667","1000","1200",NA,NA,NA,NA,"1999","04",NA,"-41.316667","-10.366667",NA,NA,NA,NA,NA
"342","2019-02-22 11:44:45-03","IPA","IPA","76088","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Lima, D.P.","13124","1974","04","12","Southern America","Brasil",NA,NA,NA,"IPA0076088","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby",NA,"Bahia","Campo Formoso","Fazenda Olho d#?# água","-40.271389","-10.5075",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.271389","-10.5075",NA,NA,NA,NA,NA
"343","2019-02-22 11:44:45-03","IPA","IPA","81204","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Pick, R.A.","134","2005","02","02","Southern America","Brasil",NA,NA,"Arbusto ca. 2m de altura, flores amarelas, fruto legume.","IPA0081204","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Bocage, A.","Pernambuco","Buíque","Parque Nacional do Catimbau, L112","-37.235556","-8.566667","805","805",NA,NA,NA,NA,NA,NA,NA,"-37.235556","-8.566667",NA,NA,NA,NA,NA
"344","2019-02-22 11:44:45-03","IPA","IPA","82375","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Cano, O.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.","719","2007","07","17","Southern America","Brasil",NA,NA,"Arbusto pequeno, ca. de 3,5m de altura, flores amarelas","IPA0082375","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Bocage, A.","Pernambuco","Buíque","Vale do Catimbau, Na estrada em direção à casa do Artesão Sr. Josi Bezerra, lado direito da estrada","-37.248611","-8.549722","896","896",NA,NA,NA,NA,"2008","06","09","-37.248611","-8.549722",NA,NA,NA,NA,NA
"345","2019-02-22 11:44:45-03","IPA","IPA","84055","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Barbosa, J.I.S.; Silva, A. .G.; Silva, M. .V.; Santana, T.; Silva, A. .G.; Silva, M. .V.; Santana, T.","61","2009","07","21","Southern America","Brasil",NA,NA,"Arbusto com ca. de 1,8m de altura. Flores amarelas e frutos imaturos castanhos.; Caatinga.","IPA0084055","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Gomes-Silva, A.","Pernambuco","Buíque","Parque Nacional do Catimbau","-37.158333","-8.4",NA,NA,NA,NA,NA,NA,"2009","07","20","-37.158333","-8.4",NA,NA,NA,NA,NA
"346","2019-02-22 11:44:45-03","IPA","IPA","91559","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Santos, L.S.","s.n.","2017","04","27","Southern America","Brasil",NA,NA,"Material botânico em estudo como parte de um Projeto da FACEPE -UFPE (BFT), que visa identificar manchas de cerrado no Semiárido Pernambucano, Dept° de Geografia, sob orientação da Profª Dra. Eugenia Cristina Pereira.; Árvore, ca. 5m","IPA0091559","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Bocage, A.","Pernambuco","Buíque","Vale do Catimbau, Trilha do Camelo.","-37.285278","-8.534444","901","901",NA,NA,NA,NA,"2017","05","15","-37.285278","-8.534444",NA,NA,NA,NA,NA
"347","2019-02-22 11:44:45-03","IPA","IPA","91558","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Santos, L.S.","s.n.","2017","04","27","Southern America","Brasil",NA,NA,"Material botânico em estudo como parte de um Projeto da FACEPE -UFPE (BFT), que visa identificar manchas de cerrado no Semiárido Pernambucano, Dept° de Geografia, sob orientação da Profª Dra. Eugenia Cristina Pereira.; Árvore, ca. 4m","IPA0091558","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Bocage, A.","Pernambuco","Buíque","Vale do Catimbau, Trilha do Camelo.","-37.285278","-8.534444","901","901",NA,NA,NA,NA,"2017","05","15","-37.285278","-8.534444",NA,NA,NA,NA,NA
"348","2019-02-22 11:44:45-03","IPA","IPA","45872","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Andrade-Lima","8522","1978","05","19","Southern America","Brasil",NA,NA,NA,"IPA0045872","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Lima, J.E.G. de","Bahia","Jacobina",NA,"-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"62396","auto","1998","02","15",NA,NA,NA,NA,NA,NA,NA
"349","2019-02-22 11:44:45-03","IPA","IPA","59502","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Ferraz, E.B.; Ferreira, C.; Ferreira, C.","329","1996","05","18","Southern America","Brasil",NA,NA,"Árvore ca. 6m de altura. Flores amarelas","IPA0059502","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Rita Pereira","Pernambuco","Tacaratu","A 5km da entrada para a torre da TV","-38.1492004394531","-9.10527992248535",NA,NA,NA,NA,"51954","auto","1996","09",NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-07-26 11:40:11-03","IPA","IPA","43413","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Gallindo, F.; Chiappeta, A.; et al.; Chiappeta, A.; et al.","CFPE-715","1983","10","07","Southern America","Brasil",NA,NA,"Arbusto mais ou menos 3m. Ramos novos recobertos por tomento ferrugíneo. Folhas verdes, face abaxial discolor. Frutos imaturos amarelo-esverdeados. Abundantíssimo.","IPA0043413","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby",NA,"Pernambuco","Tupanatinga","Estrada Jaíba-Tupanatinga, 20 km após Jaíba","-37.3396987915039","-8.75333023071289",NA,NA,NA,NA,"41275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-02-22 11:44:45-03","IPA","IPA","86852","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana","Costa, A.C.G.; Barral, E.C.; Ferreira, S.M.; Barral, E.C.; Ferreira, S.M.","65","2011","07","27","Southern America","Brasil",NA,NA,"Arbustiva; flor amarela.","IPA0086852","Plantae",NA,NA,"(Nees. & C. Mart.) H.S. Irwin & Barneby","Rita Pereira","Pernambuco","Buíque","Parque Nacional do Catimbau, Chapada São José.","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"38964","auto","2012","01","23",NA,NA,NA,NA,NA,NA,NA
"352","2019-02-22 11:44:45-03","IPA","IPA","23909","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana calva","Harley, R.M.","15994","1974","02","05","Southern America","Brasil",NA,NA,"Spindly shrub to 3m, with erect branches. Young leaves and stems with dark brown indumentum. Leaves dark green above, paler beneath. sepals yellowish with dark indumentum near base. Petals dark yellow","IPA0023909","Plantae",NA,"calva","H.S. Irwin & Barneby","Lima, J.E.G. de","Bahia",NA,"Serra do Sincorá, By Rio Cumbuca, about 3 km N of Mucugê on the Andaraí road. On conglomerate sandstone rock with partly burnt-over vegetaton among rocks by river and neighbouring hillside","-41.383333","-13","850","850",NA,NA,NA,NA,"1997","08","28","-41.383333","-13",NA,NA,NA,NA,NA
"353","2019-02-22 11:44:45-03","IPA","IPA","32998","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana calva","Harley, R.M.","22690","1980","05","27","Southern America","Brasil",NA,NA,"Shrub to 2m. Leaves coriaceous, bright glossy green above, dull pale beneath with dusky tinge. Pods green with brownnish, dusky indumentum","IPA0032998","Plantae",NA,"calva","H.S. Irwin & Barneby","Barneby, R.","Bahia",NA,"Serra dos Lençóis, About 7 - 10 km along the main Seabra/Itaberaba road, W of the Lençóis turning, by the Rio Mucugezinho. Extensive sandstone outcrops with shrubs & small trees, & some damp ground","-41.433333","-12.466667","800","800",NA,NA,NA,NA,NA,NA,NA,"-41.433333","-12.466667",NA,NA,NA,NA,NA
"354","2019-02-22 11:44:45-03","IPA","IPA","33002","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana calva","Harley, R.M.","22689","1980","05","17","Southern America","Brasil",NA,NA,"Shrub to 2m. Leaves coriaceous, bright glossy green above, dull pale beneath with dusky tinge. Sepals yellow-green. Petals orange-yellow, anthers dull yellow","IPA0033002","Plantae",NA,"calva","H.S. Irwin & Barneby","Barneby, R.","Bahia",NA,"Serra dos Lençóis, About 7 - 10 km along the main Seabra/Itaberaba road, W of the Lençóis turning, by the Rio Mucugezinho. Extensive sandstone outcrops with shrubs & small trees, & some damp ground","-41.433333","-12.466667","800","800",NA,NA,NA,NA,NA,NA,NA,"-41.433333","-12.466667",NA,NA,NA,NA,NA
"355","2019-02-22 11:44:45-03","IPA","IPA","11491","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Andrade-Lima","58-2928","1958","03","10","Southern America","Brasil",NA,NA,"Árvore 2-3m, flor amarela","IPA0011491","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby",NA,"Bahia",NA,"Capoeira próxima a Vitória da Conquista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-02-22 11:44:45-03","IPA","IPA","12844","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Andrade-Lima","61-3923","1961","10","06","Southern America","Brasil",NA,NA,"Arbusto 2 - 3m. Flor amarela","IPA0012844","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby",NA,"Bahia",NA,"10 km ao N de Vitória da Conquista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-02-22 11:44:45-03","IPA","IPA","23897","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Harley, R.M.","15217","1972","01","18","Southern America","Brasil",NA,NA,"Shrub or small tree to ca. 3m. Petals deep yellow","IPA0023897","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia",NA,"Serra do Rio de Contas, On road to Abaíra ca. 8km to N of the Town of Rio de Contas. Cut over woodland","-41.783333","-13.55","1000","1000",NA,NA,NA,NA,NA,NA,NA,"-41.783333","-13.55",NA,NA,NA,NA,NA
"358","2019-02-22 11:44:45-03","IPA","IPA","23898","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Harley, R.M.","16713","1974","03","04","Southern America","Brasil",NA,NA,"Small tree to 4m. Leaves dark green above, buff beneath. Petals yellow","IPA0023898","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia",NA,"Serra do Curral Feio, 16 km NW of Lagoinha (which is 5,5 km SW of Delfino) on side road to Minas do Mimoso. Small stream with marsh on white sand, and surrounding cerrado on sandstone rock exposures","-41.333333","-10.366667","950","1000",NA,NA,NA,NA,NA,NA,NA,"-41.333333","-10.366667",NA,NA,NA,NA,NA
"359","2019-02-22 11:44:45-03","IPA","IPA","24913","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Harley, R.M.","19302","1977","03","03","Southern America","Brasil",NA,NA,"Shrub to 1,5 m. Leaves glossy-green above, grey beneath with rusty hairs on veins. Pedicels and young shoots rusty-brown. Sepals yellow-green. Petals dark yellow. Anthers pale yellow","IPA0024913","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia","Morro do Chapéu","Summit of Morro do Chapéu, ca. 8 km SW of the town of Morro do Chapéu to the West of the road to Utinga. Sandstone rocks, with open sand in flatter areas. Open scrub in exposed sites to sacttered low woodland","-41.2","-11.583333","1000","1000",NA,NA,NA,NA,"1978",NA,NA,"-41.2","-11.583333",NA,NA,NA,NA,NA
"360","2019-02-22 11:44:45-03","IPA","IPA","32766","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Harley, R.M.","22988","1980","06","02","Southern America","Brasil",NA,NA,"Shrub to ca. 2m. Leaves coriaceous, dark green above, slightly glossy, greyish white beneath with rusty veins. Sepals dark yellow. Petals bright yellow. Anthers dull yellow. Pods immature, green","IPA0032766","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia","Morro do Chapéu","Ca. 4 km SW the town of Morro do Chapéu on the road to Utinga. Scrubby campos gerais vegetation","-41.183333","-11.583333","1150","1150",NA,NA,NA,NA,NA,NA,NA,"-41.183333","-11.583333",NA,NA,NA,NA,NA
"361","2019-02-22 11:44:45-03","IPA","IPA","32778","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Harley, R.M.","21826","1980","04","27","Southern America","Brasil",NA,NA,"Small tree to 4m. Leaves coriaceous, rather bright green above, grey beneath with rusty veins. Sepals yellow green. Petals dark yellow, with dull yellow, with dull yellow anthers","IPA0032778","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia",NA,"Chapadão Ocidental da Bahia. About 9 km SE of Correntina, on road to Jaborandi. Cerrado, with small stream bordered by gallery forest. This plant growing in cerrado at forest margin.","-44.583333","-13.4","550","550",NA,NA,NA,NA,NA,NA,NA,"-44.583333","-13.4",NA,NA,NA,NA,NA
"362","2019-02-22 11:44:45-03","IPA","IPA","32781","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Harley, R.M.","22817","1980","05","30","Southern America","Brasil",NA,NA,"Shrub to 1,7 m. Leaves coriaceous, very dark green above whitish-grey beneath with chestnut veins. Sepals dark yellow with greenish centre. Petals dark yellow","IPA0032781","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia","Morro do Chapéu","Summit of Morro do Chapéu, ca. 8 km SW of the town of Morro do Chapéu to the West of the road to Utinga. Sandstone rocks, with open sand in flatter areas. Open scrub in exposed sites to sacttered woodland & marsh","-41.2","-11.583333","1000","1000",NA,NA,NA,NA,NA,NA,NA,"-41.2","-11.583333",NA,NA,NA,NA,NA
"363","2019-02-22 11:44:45-03","IPA","IPA","32795","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Harley, R.M.","21252","1980","04","11","Southern America","Brasil",NA,NA,"Tree to 3,5 m height, 10cm diameter trunk. Leaves coriaceous, dark green above, pale buff beneath with rusty brown midrib & primary veins. Stipules dark green, sepals yellow. Petals dark yellow. Stamens with yellow filaments & dull y","IPA0032795","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia",NA,"Serra Geral de Caitité, 1,5 km S of Brejinhos das Ametistas. Sandstone rocks with scrub & dense low woodland on undisturbed summit","-42.483333","-14.15","900","900",NA,NA,NA,NA,NA,NA,NA,"-42.483333","-14.15",NA,NA,NA,NA,NA
"364","2019-02-22 11:44:45-03","IPA","IPA","32799","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Harley, R.M.","21086","1980","04","09","Southern America","Brasil",NA,NA,"Shrub to ca. 2m with greyish stems, leaves dark green above. Petals rather deep yellow","IPA0032799","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia",NA,"Serra Geral de Caitité, Ca. 5km S from Caitité along the Brejinhos das Ametistas road. Campos Gerais - shrub and herb-rich grassland with acaulous palms, but few trees","-42.483333","-14.116667","1000","1000",NA,NA,NA,NA,NA,NA,NA,"-42.483333","-14.116667",NA,NA,NA,NA,NA
"365","2019-02-22 11:44:45-03","IPA","IPA","39830","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Blanchet","2895",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0039830","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby",NA,"Bahia",NA,"Serra do Açuruá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-07-26 11:40:11-03","IPA","IPA","41756","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","S/C","41756",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0041756","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby",NA,"Pernambuco",NA,"Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2019-07-26 11:40:11-03","IPA","IPA","41757","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Kuhlmann, J.G.","41757","1941","03","14","Southern America","Brasil",NA,NA,NA,"IPA0041757","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2019-02-22 11:44:45-03","IPA","IPA","42839","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Silva, S.B. da; Viegas, R.A.; Viegas, R.A.","342","1984","05","17","Southern America","Brasil",NA,NA,"Arvoreta com flor amarela. Frequência média","IPA0042839","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Pinto, P.; Bautista, H.P.","Bahia","Barreiras","Antigo aeroporto (estrada). Latossolo vermelho-amarelo, textura média. Relevo plano","-45.016667","-12.083333","1200","1200",NA,NA,NA,NA,"1984","06","19","-45.016667","-12.083333",NA,NA,NA,NA,NA
"369","2019-07-26 11:40:11-03","IPA","IPA","443","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Vasconcellos Sobrinho","443","1937","06",NA,"Southern America","Brasil",NA,NA,"Com 6% de tanino nas folhas","IPA0000443","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Ducke, A.","Pernambuco",NA,"Sertão de Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2019-02-22 11:44:45-03","IPA","IPA","48046","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Bautista, H.P.; Salgado, O.A.; Salgado, O.A.","932","1984","04","05","Southern America","Brasil",NA,NA,"Arbusto com 2 - 3m de altura; legumes estreitos, secos. Fanerófita","IPA0048046","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Pinto, P.; Bautista, H.P.","Bahia","Morro do Chapéu","Relevo: superfície de aplainamento. Área de tensão ecológica","-41.3","-11.516667","1100","1100",NA,NA,NA,NA,"1984","10","17","-41.3","-11.516667",NA,NA,NA,NA,NA
"371","2019-02-22 11:44:45-03","IPA","IPA","55269","S","Plantae","Leguminosae-Caes.","Senna","cana","Senna cana cana","Arbo, M.M.; Mello-Silva, R.; Vicente, J.; Mello-Silva, R.; Vicente, J.","5369","1992","11","28","Southern America","Brasil",NA,NA,"Arbusto ramoso 60 cm de altura, 1m diametro; hojas discoloradas, haz oscura, enves verde-tostado; raquis y peciolulos pardos; flor amarilla","IPA0055269","Plantae",NA,"cana","(DC. ex Collad.) H.S. Irwin & Barneby","Barneby, R.","Bahia","Morro do Chapéu","16 km SW de Morro do Chapéu, camino a Utinga.","-41.266667","-11.633333","1030","1030",NA,NA,NA,NA,"1993",NA,NA,"-41.266667","-11.633333",NA,NA,NA,NA,NA
