"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","maximumElevationInMeters","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","typeStatus"
"51","2020-12-21 16:11:17-03","MBM","MBM","301172","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Scheer, M.","9","2000","05","01","Southern America","Brazil","Paraná","São José dos Pinhais","Serra da Igreja, Pico Pilão de Pedra","-49.2064018249512","-25.5347003936768","1357",NA,"Herbácea ereta 60cm.; Refúgio Altomontano.","MBM301172","MBM301172","2005","45291","auto","1357","10","13",NA,NA,NA,NA
"52","2020-12-21 16:11:18-03","MBM","MBM","406219","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Ferreira, P.C.","Ferreira, P.C.; Ariati, V.; Pfeffer, R.A.; Ariati, V.; Pfeffer, R.A.","92","2016","02","06","Southern America","Brazil","Paraná","Tijucas do Sul","Serra do Araçatuba, Trilha para o cume do Morro Araçatuba","-49.1988983154297","-25.9281005859375",NA,NA,"Herbácea, 0,50m; flores amarelas.; Campo de Altitude.","MBM406219","MBM406219","2016","25228","auto",NA,"02","25",NA,NA,NA,NA
"53","2020-12-21 16:11:18-03","MBM","MBM","316312","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Hatschbach, G.","Cordeiro, J.; Barboza, E.; Marinero, F.; Barboza, E.; Marinero, F.","2288","2006","02","07","Southern America","Brazil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375","1673",NA,"Flor alaranjada.; Campo de altitude.","MBM316312","MBM316312","2006","25228","auto","1673",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:11:17-03","MBM","MBM","231896","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Ribas, O.S.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","2252","1998","01","14","Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio dos Alemães","-49.2655982971191","-26.1924991607666","1300",NA,"Flor vermelha externamente, amarelo alaranjado internamente. Campo de altitude, próximo ao rio; Flor vermelha externamente, amarelo alaranjado internamente.; Campo de altitude, próximo ao rio.","MBM231896","MBM231896","2000","37493","auto","1300","12",NA,NA,NA,NA,"PARATYPE"
"55","2020-12-21 16:11:17-03","MBM","MBM","272504","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Ribas, O.S.; Barboza, E.; Silva, P.R.; Barboza, E.; Silva, P.R.","3552","2001","04","28","Southern America","Brazil","Santa Catarina","Campo Alegre","Serra Quiriri, Rio dos Alemães","-49.2655982971191","-26.1924991607666","1400",NA,"Erva; flor vermelha.; Campo de altitude. Alt.: 1400m.","MBM272504","MBM272504","2005","37493","auto","1400","10",NA,NA,NA,NA,NA
"56","2020-12-11 11:43:17-03","UFMG","BHCB","108046","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis",NA,"Ribas, OS; Cordeiro, J; Barbosa, E","2252","1998","01","14","Southern America","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio dos Alemães.","-49.2655982971191","-26.1924991607666","1300",NA,"Flor vermelha externamente, amarelo-alaranjada internamente.; Campo de altitude, próximo ao rio.","BHCB053858","BHCB053858","2000","37493","auto","1300",NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:43:17-03","UFMG","BHCB","101739","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis",NA,"Ribas, OS; Cordeiro, J; Barbosa, E","3072","2000","02","03","Southern America","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire., Morro Camapuã.","-49.0553016662598","-25.3055992126465",NA,NA,"Flor vermelha.; Campo de altitude.","BHCB053857","BHCB053857","2003","55154","auto",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-11 17:17:47-03","UFPR","UPCB","68894","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Matos, F.B. & Barbosa, E.","Matos, F.B.","1515","2008","02","26",NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Trilha que sobe à esquerda, para o Pico Caratuva","-48.833333","-25.233333","1500",NA,"Erva terrestre de aproximadamente 50 cm de altura, crescendo no interior da mata. Flores vistosas de coloração alaranjada. Floresta Ombrófila Densa..",NA,NA,"2010",NA,NA,"1500","07",NA,NA,"-48.833333","-25.233333",NA
"59","2021-02-11 17:17:47-03","UFPR","UPCB","85250","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Santos, E.P.","Santos, E.P. et al.","1169","2007","01","25",NA,"Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-49.05","-25.75","1350",NA,"Erva, ca. 50 cm, flor vermelha. Campo de altitude..",NA,NA,"2008",NA,NA,"1350","04","16",NA,"-49.050000","-25.750000",NA
"60","2021-02-11 17:17:47-03","UFPR","UPCB","6682","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Assis, M.C.","Hatschbach, G.","16455","1967","05","20",NA,"Brasil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,"Do topo do morro. Alt.: 1950m s.n.m..",NA,NA,"2002","55154","auto",NA,"02",NA,NA,NA,NA,NA
"61","2021-02-11 17:17:47-03","UFPR","UPCB","60199","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Brotto, M.L.","Brotto, M.L.","117","2008","04","05",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Taipabuçu","-49.0553016662598","-25.3055992126465","1720",NA,"Erva 50cm de altura, flores alaranjadas. Refúgio Vegetacional Altomontano..",NA,NA,"2008","55154","auto","1720","04","14",NA,NA,NA,NA
"62","2021-02-11 17:17:47-03","UFPR","UPCB","60176","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Brotto, M.L.","Brotto, M.L.","87","2008","03","21",NA,"Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621","1130",NA,"Erva 50cm de altura, flores alaranjadas. Refúgio Vegetacional Altomontano..",NA,NA,"2008","22441","auto","1130","04","14",NA,NA,NA,NA
"63","2015-10-22 10:02:24-02","UNIOESTE","UNOP","7946","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Ferneda Rocha, L.C.","Ferneda Rocha, L.C.; Engels, M.E.; Lozano, E.; Canestraro, B.K.; Engels, M.E.; Lozano, E.; Canestraro, B.K.","123","2013","02","24",NA,"Brasil","Paraná","Campina Grande do Sul","Morro do Capivari Grande","-49.0553016662598","-25.3055992126465","1300",NA,"Campos de altitude. Arbusto, 40 cm, terrícola. Caule roxo. Folhas concolor, cartáceas. Cálice vermelho, corola vermelha e amarelo.",NA,NA,"2013","55154","auto","1300","02",NA,NA,NA,NA,NA
"64","2020-06-15 15:28:11-03","UNESP-RC","HRCB","44244","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, L.C.S.","Hatschbach, G.","18556","1968","02","08",NA,"Brasil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465","1950",NA,"Flor vermelha",NA,NA,"2000","55154","auto","1950",NA,NA,NA,NA,NA,NA
"65","2019-12-09 17:29:15-03","UFPR","EFC","12153","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Bizarro, O.M.R.","Bizarro, O.M.R.","34","2014","02","08",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Ciririca","-48.8317","-25.2842",NA,NA,"Herbácea; Flores laranja-amareladas; Encontrada a 1705m s.n.m.","EFC012153",NA,"2014",NA,NA,NA,"02","14",NA,"-48.8317","-25.2842",NA
"66","2020-10-15 09:53:47-03","UFPR","EFC","14643","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Völtz, R.R.","Völtz, R.R.; Bizarro, O.M.R.","746","2016","01","09",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, morro Taipabuçu","-48.8264","-25.2327","1770",NA,"Erva 0,7m alt.; flores com perianto avermelhado com tons alaranjados; fisionomia herbáceo-arbustiva de Refúgio Vegetacional Altomontano","EFC014643",NA,"2016",NA,NA,"1770","01","20",NA,"-48.8264","-25.2327",NA
"67","2020-10-15 09:53:47-03","UFPR","EFC","14861","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Vieira, R.S.","Vieira, R.S. et al.","889","2016","03","20",NA,"Brasil","Paraná","Piraquara","Morro do Canal","-48.9817","-25.5152","1300",NA,"Herbácea com 30 cm, próximo ao cume. Flores alaramjadas.","EFC014861",NA,"2016",NA,NA,"1300","03","20",NA,"-48.9817","-25.5152",NA
"68","2020-10-15 09:53:47-03","UFPR","EFC","16357","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Souza, I.",NA,"235","2018","03","10",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Caratuva","-48.8309","-25.2396","1724",NA,"Erva 40 cm, flores alaranjadas. Floresta Ombrófila Densa Altomontana","EFC016357",NA,"2018",NA,NA,"1724","03","11",NA,"-48.8309","-25.2396",NA
"69","2019-12-09 17:29:15-03","UFPR","EFC","13545","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Vieira, R.S.","Vieira, R.S.","670","2015","02","12",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - morro Taipabuçú","-48.8279","-25.2324","1600",NA,"Herbácea com flores amarelas, no subosque da floresta altomontana.","EFC013545",NA,"2015",NA,NA,"1600","02","12",NA,"-48.8279","-25.2324",NA
"70","2019-12-09 17:29:15-03","UFPR","EFC","13047","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Vieira, R.S.","Völtz, R.R.","339","2014","02","07",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - Pico Caratuva","-48.4943","-25.1428","1810",NA,"Erva 1m alt.; flores laranja-avermelhadas; topo de morro, em vegetação arbustiva.","EFC013047",NA,"2014",NA,NA,"1810","04","04",NA,"-48.4943","-25.1428",NA
"71","2019-12-09 17:29:15-03","UFPR","EFC","12395","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Vieira, R.S.","Vieira, R.S.",NA,"2014","03","16",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.4919","-25.0803",NA,NA,"Herbácea em refúgio altomontano. Com flores vermelho-alaranjadas.","EFC012395",NA,"2014",NA,NA,NA,"03","16",NA,"-48.4919","-25.0803",NA
"72","2021-03-25 13:51:21-03","UNIVILLE","JOI","1971","PreservedSpecimen","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","G. Hatschbach","J. Cordeiro","2288","2006","02","07",NA,"Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1988983154297","-25.9281005859375","1673",NA,"; TIPO VEGETACIONAL: Campo de Altitude","JOI001971","JOI001971","2006","25228","auto","1673","01","01",NA,NA,NA,NA
"73","2019-10-07 09:20:25-03","UEFS","HUEFS","73324","PreservedSpecimen","Plantae","Angiospermae","Liliales","Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis",NA,"Ribas, O.S.","2252","1998","01","14",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri, Rio do Alemães","-49.2655982971191","-26.1924991607666",NA,NA,NA,"HUEFS0073324","HUEFS0073324",NA,"37493","auto",NA,NA,NA,"Lilianae",NA,NA,NA
"74","2019-10-07 09:20:25-03","UEFS","HUEFS","115986","PreservedSpecimen","Plantae","Angiospermae","Liliales","Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis",NA,"Cordeiro, J.","2288","2006","02","07",NA,"Brasil","Paraná","Tijucas do Sul","serra Papanduva","-49.1988983154297","-25.9281005859375","1673",NA,"Campo de altitude","HUEFS0115986","HUEFS0115986",NA,"25228","auto","1673",NA,NA,"Lilianae",NA,NA,NA
"75","2019-01-25 15:38:01-02","IAC","IAC","29969","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","M.C. Assis","A.F.C. Tombolato","540","1994","03","27",NA,"Brasil","Paraná","Morretes","Pico do Olimpo (Marumbi)","-48.8344","-25.4769",NA,NA,NA,NA,NA,"2000",NA,NA,NA,"12","27",NA,"-48.8344","-25.4769",NA
"76","2020-11-12 17:00:48-03","UEL","FUEL","40954","PreservedSpecimen","Plantae","Tracheophyta","Liliales","Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Hatschbach, G","Cordeiro, J; Barbosa, E; Marinero, F","2288","2006","02","07",NA,"Brasil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375","1673",NA,NA,NA,NA,"2006","25228","auto","1673",NA,NA,NA,NA,NA,NA
"77","2019-05-06 11:51:42-03","UFU","HUFU","50971","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Assis, M.C.","Ribas, O.S.; Nicolack, V.","239","1990","02","02",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"Ereta, flores vermelhas.; Campo úmido da encosta de morro.","HUFU00027129","HUFU00027129","2000","55154","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-05-06 11:51:42-03","UFU","HUFU","50985","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Assis, M.C.","Cordeiro, J.; Silva, J.M.","721","1990","03","13",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"Ereta. Flor vermelha.; Campo graminoso da encosta do morro.","HUFU00027130","HUFU00027130",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-08-20 14:57:07-03","UFSC","FLOR","57070","PreservedSpecimen","Plantae",NA,"Liliales","Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis","Barboza, E.","Barboza, E.","4085","2014","02","26",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Paraná, abrigo 1.","-48.824167","-25.246389","1563",NA,"Herbáceae 50cm; flores alaranjadas","FLOR0057070","FLOR0057070","2014",NA,NA,"1563","04",NA,NA,"48º49'27''W","25º14'47''S",NA
"80","2014-10-09 13:58:12-03","UHH","HBG","514035","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, M.C.","Ribas, O.S., Cordeiro, J. & Barbosa, E.","2252","1998","01","14","South America","Brazil",NA,NA,"Serra do Quiriri, Rio dos Alemaes (Mun. Campo Alegre) Santa Catarina",NA,NA,"1300",NA,NA,"HBG514035",NA,"2000",NA,NA,"1300",NA,NA,NA,NA,NA,"Isoparatype"
"81","2021-02-08 12:50:38-03","UFRGS","ICN","193331","S","Plantae","Monocotyledon",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Barboza, E","Barboza, E","4085","2014","02","26","América do Sul","Brasil","PR","Campina Grande do Sul","Serra do Ibitiraquire- Pico Paraná, abrigo 1","-48.824167","-25.246389","156",NA,"Herbácea de 50 cm; flores alaranjadas.; Campo de altitude",NA,NA,"2014",NA,NA,"156","04",NA,NA,"-48.824167","-25.246389",NA
"82","2021-02-08 12:50:38-03","UFRGS","ICN","165607","S","Plantae","Monocotyledon",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Lozano, ED","Lozano, ED","223","2010","02","06","América do Sul","Brasil","PR","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,"doação MBM; flores laranja avermelhada, 50cm; em refugio vegetacional altomontano",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:50:38-03","UFRGS","ICN","155428","S","Plantae","Monocotyledon",NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C. Assis","Assis, MC","Setubal, R; Kray, J; De Marchi, T","405","2007","02","12","América do Sul","Brasil","RS","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,"flores vermelho-alaranjadas; em campo rupestre",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"84","2021-01-28 10:22:54-03","IBt","SP","54636","S","Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria","amabilis","Alstroemeria amabilis","M.C.Assis",NA,"Curial, O","682","1947","02","23",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
