"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet"
"1694","2021-03-04 15:43:22-03","IF","SPSF","49190","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","R.Cielo-Filho","2014","11","11","F. Periotto & R.Cielo-Filho","46","2014","11","05","Brasil","PR","Matelândia","Estrada Matelândia-Marquezita","-53.959444","-25.294444",NA,NA,"317","317","COLETA: Árvore, 6m, flor amarela.; GEOGRAFIA: beira de estrada;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1695","2021-03-04 15:43:22-03","IF","SPSF","49191","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","R.Cielo-Filho","2014","11","11","F. Periotto & R.Cielo-Filho","47","2014","11","05","Brasil","PR","Matelândia","Estrada Matelândia-Marquezita","-53.959444","-25.294444",NA,NA,"317","317","COLETA: Árvore, 6m, flor amarela, fruto marrom.; GEOGRAFIA: beira de estrada;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1696","2021-03-04 15:43:22-03","IF","SPSF","50102","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","R.Cielo-Filho","2015","11","17","R.Cielo-Filho & C.A.Farias","1750","2015","10","08","Brasil","PR","Matelândia","Antiga estrada de Guarapuava","-53.869722","-25.300556",NA,NA,"475","475","COLETA: Árvore 4 m, flor amarela; GEOGRAFIA: PARNA Iguaçu, Floresta Estacional Semidecidual, secundária, borda;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1697","2021-03-04 15:43:22-03","IF","SPSF","51505","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","R.Cielo-Filho","2016","11","21","Z. Valério & J.C. Santos & J.D. Souza","24","2016","11","09","Brasil","SP","Avaré","Floresta Estadual de Avaré I","-48.912222","-23.099167",NA,NA,"770","770","COLETA: Árvore de 10 m, com inflorescência esverdeada.; GEOGRAFIA: Floresta Estacional Semidecidual, estádio inicial de sucessão, regeneração após corte raso de Cupressus lusitanica.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1698","2021-03-04 15:43:22-03","IF","SPSF","52302","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","R.L.R.Santos","2009","11","07","I. Toffoli & T.M.Ribeiro & R.L.R.Santos","63","2009","02","11","Brasil","SP","Itaberá","Estação Ecológica de Itaberá","-49.144167","-23.833889",NA,NA,"700","700","COLETA: Árvore 14m de altura. Material infértil, Indivíduo 6738 da fitossociologia.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1699","2021-03-04 15:43:22-03","IF","SPSF","26434","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"P.E.Carvalho","160","1984","06","14","Brasil","PR","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","47841","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1700","2021-03-04 15:43:22-03","IF","SPSF","26401","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"A.Soares","303","1998","11","17","Brasil","PR","Nova Prata do Iguaçu","floresta estacional semidecidua","-53.3466987609863","-25.6324996948242",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","17572","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1701","2021-03-04 15:43:22-03","IF","SPSF","26388","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"A.Soares & W.Maschio","311","1998","04","15","Brasil","PR","Nova Prata do Iguaçu","floresta estacional semidecidua","-53.3466987609863","-25.6324996948242",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","17572","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1702","2021-03-04 15:43:22-03","IF","SPSF","12152","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"G.Durigan",NA,"1987","10","26","Brasil","SP","Assis","Sitio Canassu","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","23972","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1703","2021-03-04 15:43:22-03","IF","SPSF","40996","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","R.Tsuji","2007","03","21","R.Tsuji & A.Campos-Rocha","1838","2007","03","21","Brasil","SP","Cesário Lange","proximidades do Município","-47.9500007629395","-23.2199993133545",NA,NA,NA,NA,"COLETA: Cerrado.&nf;Árvore 6m, frutos imaturos verdes; GEOGRAFIA: Margem da estrada;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","15381","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1704","2021-03-04 15:43:22-03","IF","SPSF","25774","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"M.A.Carvalhaes & M.R.F.Melo","35","1991","04","25","Brasil","SP","Iguape","E.Ecol.Jureia-Itatins, Serra da Jureia","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","55628","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1705","2021-03-04 15:43:22-03","IF","SPSF","12192","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"G.Durigan",NA,"1988","04","06","Brasil","SP","Marília",NA,"-49.939998626709","-22.2099990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","38865","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1706","2021-03-04 15:43:22-03","IF","SPSF","21037","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"V.C.Souza & J.P.Souza","11380","1996","06","08","Brasil","SP","Rubiacea","mata mesofila semidecidua perturbada","-50.7200012207031","-21.2999992370605",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","27431","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1707","2021-03-04 15:43:22-03","IF","SPSF","21965","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"J.B.Baitello","841","1997","10","10","Brasil","SP","São Paulo","alto do Mandaqui","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Av.Guaca, terreno baldio&nf;;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","53584","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1708","2021-03-04 15:43:22-03","IF","SPSF","17324","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"O.T. Aguiar","482","1994","06","23","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","54606","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1709","2021-03-04 15:43:22-03","IF","SPSF","13597","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"J.A.Pastore","315","1990","05","28","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","54606","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1710","2021-03-04 15:43:22-03","IF","SPSF","11711","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"A.L.K.M. Albernaz",NA,"1987","12","15","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","54606","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1711","2021-03-04 15:43:22-03","IF","SPSF","11695","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"A.L.K.M. Albernaz",NA,"1987","11","17","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","54606","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1712","2021-03-04 15:43:22-03","IF","SPSF","10317","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"O.T. Aguiar","169","1986","06","24","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","54606","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1713","2021-03-04 15:43:22-03","IF","SPSF","09118","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"J.A.Pastore","109","1985","04","25","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Fabales","54606","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"1714","2014-10-09 13:58:23-03","UHH","HBG","519296","S","Plantae","Leguminosae/Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.",NA,NA,NA,NA,"Sello, F.","163",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,"HBG519296",NA,"South America",NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA
"1715","2017-09-11 17:10:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.",NA,NA,NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","in Porto Alegre alibique in Provincia Rio Grande do Suk","-51.23","-30.0331",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1716","2017-09-11 17:10:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.",NA,NA,NA,NA,"Tweedie, J","s.n.",NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","in Porto Alegre alibique in Provincia Rio Grande do Suk","-51.23","-30.0331",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1717","2017-09-11 17:10:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Fabaceae","Piptadenia","rigida","Piptadenia rigida","Benth.",NA,NA,NA,NA,"Joannesa de Santa Barbara, P","s.n.",NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","in Porto Alegre alibique in Provincia Rio Grande do Suk","-51.23","-30.0331",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1718","2021-02-08 12:42:15-03","UFRGS","ICN","001362","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Vianna, E","s.n.","1956","07","08","Brasil","RS","Bento Gonçalves","Estação de Enologia","-51.5191993713379","-29.1714000701904",NA,NA,NA,NA,NA,"ICN00018675","ICN00018675 ICN00018675_1","América do Sul",NA,NA,"Dicotyledon",NA,"21248","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1719","2021-02-08 12:42:15-03","UFRGS","ICN","002252","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Schultz, AR","2252","1960","05",NA,"Brasil","RS","Iraí",NA,"-53.2505989074707","-27.1935997009277",NA,NA,NA,NA,"S. Mad. T - 205","ICN00018656","ICN00018656","América do Sul",NA,NA,"Dicotyledon",NA,"18820","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1720","2021-02-08 12:42:15-03","UFRGS","ICN","002409","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Baptista, LRM; de Rosa, S","s.n.","1960","11","01","Brasil","RS","Nonoai","propriedade do Sr. Fausto Garcia","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,NA,"ICN00018654","ICN00018654 ICN00018654_1","América do Sul",NA,NA,"Dicotyledon",NA,"35080","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1721","2021-02-08 12:42:15-03","UFRGS","ICN","002410","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Baptista, LRM; de Rosa, S","s.n.","1960","11","01","Brasil","RS","Nonoai","propriedade do Sr. Fausto Garcia","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,NA,"ICN00018653","ICN00018653 ICN00018653_1","América do Sul",NA,NA,"Dicotyledon",NA,"35080","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1722","2021-02-08 12:42:15-03","UFRGS","ICN","168085","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Miotto, STS","s.n.","2008","12","11","Brasil","RS","Porto Alegre","Campus do Vale/UFRGS","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"ICN00018672","ICN00018672","América do Sul",NA,NA,"Dicotyledon",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1723","2021-02-08 12:42:15-03","UFRGS","ICN","001056","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Schultz, AR","1056","1956","01","12","Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"ICN00018680","ICN00018680","América do Sul",NA,NA,"Dicotyledon",NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1724","2021-02-08 12:42:15-03","UFRGS","ICN","172481","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Pavão, OC; et al.","s.n.","1999","10","21","Brasil","PR","Cornélio Procópio","Mata São Francisco.","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,"Doação FUEL 33227; Árvore 6m altura, botões florais verdes e flores amarelas.","ICN00018681","ICN00018681 ICN00018681_1","América do Sul",NA,NA,"Dicotyledon",NA,"23842","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1725","2021-02-08 12:42:15-03","UFRGS","ICN","084899","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Furtado, PP","170","1982","04","20","Brasil","PR","Peabiru","próximo de Peabiru","-52.3431015014648","-23.9127998352051",NA,NA,NA,NA,"HRB 10198; Árvore, 10m de altura, 80cm de circunferência, 6m circunferência da copa, caule cinza com manchas esbranquiçadas, folhas verdes, frutos jovens de coloração verde.; Frequência densa. Vegetação: Núcleo de Floresta Mista. Solo:","ICN00018674","ICN00018674","América do Sul",NA,NA,"Dicotyledon",NA,"21732","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1726","2021-02-08 12:42:15-03","UFRGS","ICN","170335","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Burkart",NA,NA,NA,"Pereira, E; Hatschbach, G","7675","1963","11","05","Brasil","PR","Prudentópolis","Guaramiranda.","-50.9777984619141","-25.2131004333496",NA,NA,NA,NA,"Doação HB 30012","ICN00018649","ICN00018649","América do Sul",NA,NA,"Dicotyledon",NA,"61049","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1727","2021-02-08 12:42:15-03","UFRGS","ICN","184275","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lima, HC","2009",NA,NA,"Cruz, JM; Abe, LM","s.n.","1999","07","15","Brasil","PR","Tunas do Paraná","Fazenda São Pualo","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"Doação MBM; Árvore, 15m, frutos imaturos, interior da mata.","ICN00018652","ICN00018652 ICN00018652_1","América do Sul",NA,NA,"Dicotyledon",NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1728","2021-02-08 12:42:15-03","UFRGS","ICN","150794","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Hagelund, K","13658",NA,NA,NA,"Brasil","RS","Arroio dos Ratos","Fazenda do Sr. Guelbasto Mattos (Terra de Elias)","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,"Doação de Karner Hagelund.","ICN00018646","ICN00018646 ICN00018646_1","América do Sul",NA,NA,"Dicotyledon",NA,"29956","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1729","2021-02-08 12:42:15-03","UFRGS","ICN","150787","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Hagelund, K","10163","1975","12","24","Brasil","RS","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Doação de Karner Hagelund.; 10 estames com glândula apical.","ICN00018671","ICN00018671 ICN00018671_1","América do Sul",NA,NA,"Dicotyledon",NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1730","2021-02-08 12:42:15-03","UFRGS","ICN","150792","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Hagelund, K","8259","1974","07","27","Brasil","RS","Caçapava do Sul","Pantano Grande","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Doação de Karner Hagelund.","ICN00018668","ICN00018668","América do Sul",NA,NA,"Dicotyledon",NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1731","2021-02-08 12:42:15-03","UFRGS","ICN","122166","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Miotto, STS","1720","1999","02","06","Brasil","RS","Caçapava do Sul","trevo para Bagé","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,NA,"ICN00018663","ICN00018663 ICN00018663_1","América do Sul",NA,NA,"Dicotyledon",NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1732","2021-02-08 12:42:15-03","UFRGS","ICN","002295","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Baptista, LRM","s.n.","1960","05","26","Brasil","RS","Dois Irmãos",NA,"-51.0853004455566","-29.5802993774414",NA,NA,NA,NA,NA,"ICN00018679","ICN00018679 ICN00018679_1","América do Sul",NA,NA,"Dicotyledon",NA,"7716","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1733","2021-02-08 12:42:15-03","UFRGS","ICN","063095","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Miotto, S","1033","1985","05","10","Brasil","RS","Estrela","BR-386, km 353","-51.9664001464844","-29.5018997192383",NA,NA,NA,NA,NA,"ICN00018665","ICN00018665 ICN00018665_1","América do Sul",NA,NA,"Dicotyledon",NA,"14416","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1734","2021-02-08 12:42:15-03","UFRGS","ICN","150793","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Hagelund, K","482","1963","07","03","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Doação de Karner Hagelund.","ICN00018657","ICN00018657","América do Sul",NA,NA,"Dicotyledon",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1735","2021-02-08 12:42:15-03","UFRGS","ICN","150791","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Hagelund, K","5304",NA,NA,NA,"Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Doação de Karner Hagelund. Unicata.","ICN00018658","ICN00018658","América do Sul",NA,NA,"Dicotyledon",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1736","2021-02-08 12:42:15-03","UFRGS","ICN","150790","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Hagelund, K","3116","1965","01","30","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Doação de Karner Hagelund. Unicata.","ICN00018666","ICN00018666","América do Sul",NA,NA,"Dicotyledon",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1737","2021-02-08 12:42:15-03","UFRGS","ICN","150789","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Hagelund, K","5341","1962","06","23","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Doação de Karner Hagelund.; Desfoliada por causa da geada.","ICN00018670","ICN00018670","América do Sul",NA,NA,"Dicotyledon",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1738","2021-02-08 12:42:15-03","UFRGS","ICN","150788","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Hagelund, K","3115","1965","01","30","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Doação de Karner Hagelund. Unicata.","ICN00018647","ICN00018647 ICN00018647_1","América do Sul",NA,NA,"Dicotyledon",NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1739","2021-02-08 12:42:15-03","UFRGS","ICN","002074","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Schultz, AR","2074","1959","08","11","Brasil","RS","Ivoti","Rio Feitoria, km 48","-51.1605987548828","-29.591100692749",NA,NA,NA,NA,NA,"ICN00018676","ICN00018676","América do Sul",NA,NA,"Dicotyledon",NA,"7104","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1740","2021-02-08 12:42:15-03","UFRGS","ICN","053955","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Eisinger, S","18","1983","10","01","Brasil","RS","Jaguari","Km 129 estrada Jaguari-Santiago, 18 km antes de Jaguari","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,"ICN00018650","ICN00018650","América do Sul",NA,NA,"Dicotyledon",NA,"27649","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1741","2021-02-08 12:42:15-03","UFRGS","ICN","118237","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Jarenkow, JA","1567","1989","12","27","Brasil","RS","Marcelino Ramos","morro em frente às águas termais","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"Árvore com ca. de 10 m de alt., em borda de mata pluvial; flores branco-verdosas.","ICN00018664","ICN00018664 ICN00018664_1","América do Sul",NA,NA,"Dicotyledon",NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1742","2021-02-08 12:42:15-03","UFRGS","ICN","138152","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Schneider, AA","1130","2005","06","15","Brasil","RS","Porto Alegre","Campus do Vale UFRGS","-51.2299995422363","-30.0331001281738",NA,NA,"100","100","Exsicata coletada pelos alunos da disciplina de Inventário Florístico. Montada pelo aluno Lidiane Fernandes da Luz, 2005/1.; Espécie cultivada; Arborização do Campus","ICN00018669","ICN00018669","América do Sul",NA,NA,"Dicotyledon",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1743","2021-02-08 12:42:15-03","UFRGS","ICN","066707","S","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Ribeiro, PG","2013","04","09","Waechter, J","2154","1986","03","30","Brasil","RS","Santa Cruz do Sul","Trombudo","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,"Árvore, com ca. de 8m de altura; com frutos fechados, de coloração verde.; Em beira de mata","ICN00018648","ICN00018648 ICN00018648_1","América do Sul",NA,NA,"Dicotyledon",NA,"38612","auto",NA,NA,NA,NA,NA,NA,NA,NA
