"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet"
"250","2020-11-04 11:10:12-03","ESALQ","ESA","9122","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,"1993","05","15","Giselda",NA,"1987","10","26","Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,NA,"ESA009122","ESA009122",NA,NA,NA,"Magnoliophyta",NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-11-04 11:10:12-03","ESALQ","ESA","64956","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Gorenstein, M.R.","5135.0","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA064956","ESA064956",NA,NA,NA,"Magnoliophyta",NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-11-04 11:10:12-03","ESALQ","ESA","110021","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,NA,NA,NA,NA,"Franco, G.A.D.C. ; Furlan, E.","4586.0",NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA110021","ESA110021",NA,NA,NA,"Magnoliophyta",NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-11-04 11:10:12-03","ESALQ","ESA","126196","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"V.C. Souza","1905","07","04","Castillo, D.","50.0","1905","07","04","Brasil","São Paulo","Iracemapolis",NA,"-47.5099983215332","-22.5799999237061",NA,NA,NA,NA,NA,"ESA126196",NA,NA,NA,NA,"Magnoliophyta",NA,"15394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-11-04 11:10:12-03","ESALQ","ESA","24010","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Barreto, K.D. et al.","3474.0","1995","01","06","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA024010","ESA024010",NA,NA,NA,"Magnoliophyta",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-11-04 11:10:12-03","ESALQ","ESA","7367","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,"1992","03","18","Kampf, E.","160.0","1989","10","06","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA007367","ESA007367",NA,NA,NA,"Magnoliophyta",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-11-04 11:10:12-03","ESALQ","ESA","14744","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,"1992","05","29","Ivanauskas, N.M.",NA,"1992","05","29","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA014744","ESA014744",NA,NA,NA,"Magnoliophyta",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-11-04 11:10:12-03","ESALQ","ESA","14745","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,"1992","05","07","Ivanauskas, N.M.",NA,"1992","05","07","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA014745","ESA014745",NA,NA,NA,"Magnoliophyta",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-11-04 11:10:12-03","ESALQ","ESA","16635","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Marques, C.","2.0","1994","11","18","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA016635","ESA016635",NA,NA,NA,"Magnoliophyta",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-11-04 11:10:12-03","ESALQ","ESA","63956","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,"1997","01","01","Bufo, L.V.B. ; Sabadim, P.C.","94.0",NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,"-47.5200004577637","-23.2099990844727",NA,NA,NA,NA,NA,"ESA063956","ESA063956",NA,NA,NA,"Magnoliophyta",NA,"19715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-11-04 11:10:12-03","ESALQ","ESA","63954","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,"1997","01","01","Bufo, L.V.B. ; Sabadim, P.C.","92.0",NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,"-47.5200004577637","-23.2099990844727",NA,NA,NA,NA,NA,"ESA063954","ESA063954",NA,NA,NA,"Magnoliophyta",NA,"19715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-11-04 11:10:12-03","ESALQ","ESA","111696","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"Aguirre, G.H. et al.",NA,NA,NA,"Aguirre, G.H.",NA,"2008","01","23","Brasil","São Paulo","Quatá",NA,"-50.689998626709","-22.2399997711182",NA,NA,NA,NA,NA,"ESA111696","ESA111696",NA,NA,NA,"Magnoliophyta",NA,"24407","auto",NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-11-04 11:10:12-03","ESALQ","ESA","126170","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"V.C. Souza","1905","07","04","Castillo, D.","24.0","1905","07","04","Brasil","São Paulo","Tietê",NA,"-47.7099990844727","-23.1000003814697",NA,NA,NA,NA,NA,"ESA126170",NA,NA,NA,NA,"Magnoliophyta",NA,"26682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-11-04 11:10:12-03","ESALQ","ESA","126156","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"V.C. Souza","1905","07","04","Castillo, D.","10.0","1905","07","04","Brasil","São Paulo","Tietê",NA,"-47.7099990844727","-23.1000003814697",NA,NA,NA,NA,NA,"ESA126156",NA,NA,NA,NA,"Magnoliophyta",NA,"26682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-01-14 15:30:07-03","MN","R","127183","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Smith, L.B.; Klein, R.M.","13915","1964","12","09","Brasil","Santa Catarina","Faxinal do Guedes",NA,"-52.2","-26.95","52°12'W","26°57'S","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-01-14 15:30:07-03","MN","R","117911","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Smith, L.B.; Klein, R.M.","1438","1964","12","16","Brasil","Santa Catarina","Chapecó",NA,"-52.616667","-27.1","52º37'W","27°06'S","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-01-14 15:30:07-03","MN","R","129477","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Smith, L.B.; Klein, R.M.","14116","1964","12","18","Brasil","Santa Catarina","Itapiranga",NA,"-53.766667","-27.166667","53°46'W","27°10'S","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-01-14 15:30:07-03","MN","R","129478","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Smith, L.B.; Klein, R.M.","14171","1964","12","19","Brasil","Santa Catarina","São Miguel do Oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-01-14 15:30:07-03","MN","R","130921","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lima, M.M. & Lima, H.C.","1983",NA,NA,"Smith, L.B.; Klein, R.M.","13845","1964","12","07","Brasil","Santa Catarina","Campo Erê",NA,"-53.183333","-26.366667","53°11'W","26º22'S","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-01-14 15:30:07-03","MN","R","220464","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lovato, M.C.","2003",NA,NA,"Lovato, M.C.; et al.","232","2003","10","13","Brasil","Paraná","Londrina",NA,"-50.975556","-23.540833","50°58'32W","23°32'27S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-01-14 15:30:07-03","MN","R","23130","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lima, M.M. & Lima, H.C.","1983",NA,NA,"Malme, G.O.A.","1007","1902","01","07","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. Brasil. Regnell. Musei bot. Stockolm, Plantae Itineris Regnelliani II di",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-01-14 15:30:07-03","MN","R","23611","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lima, M.M. & Lima, H.C.","1983",NA,NA,"Dutra, J.","s.n.",NA,NA,NA,"Bolívia","Santa Cruz","Santa Cruz de la Sierra","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,"Herbarium Florae Rio Grandensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-01-14 15:30:07-03","MN","R","3166","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Malme, G.O.A.","1102","1893","10","30","Paraguai","Colonia Rissa",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. Brasil. Regnell. Musei bot. Stockholm. Exped Imae Regnellian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-01-14 15:30:07-03","MN","R","3167","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lima, M.M. & Lima, H.C.","1983",NA,NA,"Ihering, V.","91",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-01-14 15:30:07-03","MN","R","6742","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lima, M. M. et Lima, H.C.","1983",NA,NA,"Glaziou, A.F.M.",NA,"1892","04","06","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R000006742","R000006742_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-01-14 15:30:07-03","MN","R","203221","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Souza, L.R.M.; Francisco, E.M.","s.n.","1997","12","12","Brasil","Paraná","Jataizinho",NA,"-50.9799995422363","-23.2541999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16845","auto",NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-01-14 15:30:07-03","MN","R","220466","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Estevan, D.A.","2003",NA,NA,"Perri, C.G.; et al.","s.n.","1987","03","22","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-01-14 15:30:07-03","MN","R","203214","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Silveira, M.; Dias, M.C.","s.n.","1988","10","19","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-01-14 15:30:07-03","MN","R","220462","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Dias, M.C.","2000",NA,NA,"Pavão, O.C.; Francisco, E.M.","s.n.","2000","11","08","Brasil","Paraná","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA
"279","2021-01-14 15:30:07-03","MN","R","220468","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Dias, M.C.","2000",NA,NA,"Francisco, E.M.; Alves, J.","s.n.","2000","03","21","Brasil","Paraná","Rancho Alegre",NA,"-50.9131011962891","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11419","auto",NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-01-14 15:30:07-03","MN","R","220465","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Cloclet, F.A.","1999",NA,NA,"Sasaki, E.Y.","s.n.","1995","09","07","Brasil","Paraná","Ribeirão Claro",NA,"-49.7580986022949","-23.1942005157471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28076","auto",NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-01-14 15:30:07-03","MN","R","220469","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Dias, M.C. & Medri, C.",NA,NA,NA,"Medri, C.; Francisco, E.M.","882","1992","11","13","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-01-14 15:30:07-03","MN","R","130913","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Lima, M.P.M.",NA,NA,NA,"Trinta, E.F.; Santos, E.A.A. 245; Pabst, G.F.J. 5746; Pereira, E. 5917 & Flaster, B. 203","213","1961","10","13","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-01-14 15:30:07-03","MN","R","220463","PreservedSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Dias, M.C.","1998",NA,NA,"Sanches, A.C.; Pimentel, E.; Oliveira, E.; Lundstedt, L.; Kera, P.","9","1994","06","04","Brasil","São Paulo","Teodoro Sampaio",NA,"-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-04-02 11:40:45-03","UFPI","TEPB","3978","PreservedSpecimen","Plantae","Mimosaceae","Piptadenia","rigida","Piptadenia rigida","(Benth.) Brenan","Pétala G. Ribeiro","2013","05","29","G. Hatschbach","20534","1968","12","07","Brasil","Paraná","São Jorge do Oeste","Rio Iguaçu, Salto Osório",NA,NA,NA,NA,NA,NA,"Árvore 25m, tronco 40cm de diâmetro, flor ver amarelada. Prefeitura Municipal de Curitiba Ambiente: Mata de galeria/Mata pluvial e Araucária",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-11-19 10:23:50-03","CPAP","CPAP","13419","PreserverdSpecimen","Plantae","Fabaceae","Parapiptadenia","rigida","Parapiptadenia rigida","Kunth","R. Vanni","1995",NA,NA,"Pott, A.","7044","1995","03","18","Brasil","MS","Miranda","Secção Purga, Secção Bodoquena, fazenda Bodoquena S.A., Serra da Bodoquena","-56.9","-19.866667","56°54' W","19°52' S","350","350","Árvore ereta 20m de altura, 90cm diâmetro. Folhagem verde escura. FLOR: não vista. FRUTO: imaturo. INTERESSE: Florestal. Madeira para dormente. FREQUÊNCIA: Esparsa. AMBIENTE: Remanescente de mata calcária decídua. SUBSTRATO: solo argiloso calcimórfico. R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2015-07-02 14:02:08-03","JBP","HPL","7950","S","Plantae","Fabaceae-Mimosoideae","Parapiptadenia","rigida","Parapiptadenia rigida",NA,"R. Tsuji","2007","03","21","R. Tsuji & A. Campos-Rocha","1838","2007","03","21","Brasil","SP","Cesário Lange","Coletado nas proximidades do município de Cesário Lange, em beira de estrada e área de cerrado - região onde é comum.","-47.95","-23.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15381","auto",NA,NA,NA,NA,NA,NA,NA,NA
"287","2015-07-02 14:02:08-03","JBP","HPL","4697","S","Plantae","Fabaceae-Mimosoideae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","V.C. Souza","2012","09","20","H. Lorenzi","1458","1994","04","02","Brasil","MS","Aquidauana","Coletada na estrada para Miranda-MS.","-55.7872","-20.4711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-07-26 11:40:21-03","IPA","IPA","39705","S","Plantae","Leguminosae-Mim.","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Gomes-Silva, A.","2010","06","03","Sellow","39705",NA,NA,NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"IPA0039705",NA,"Southern America",NA,NA,"Plantae",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-02-22 11:45:48-03","IPA","IPA","85680","S","Plantae","Leguminosae-Mim.","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Silva, R.R.","2003","01",NA,"Silva, R.R.; Velásquez, J.S.; Velásquez, J.S.","132","2003","01","17","Brasil","Mato Grosso do Sul","Corumbá","Serra Grande, Planalto Residual do Urucum. Estrada de acesso à Fazenda Nossa Senhora Aparecida.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Árvore inerme de 12m de altura. Frutos imaturos verdes. Solo ferruginoso.; Interior de Floresta Estacional Decidual.","IPA0085680",NA,"Southern America",NA,NA,"Plantae",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-02-22 11:45:48-03","IPA","IPA","44265","S","Plantae","Leguminosae-Mim.","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Barneby, R.","1985",NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","48543","1984","10","16","Brasil","Mato Grosso do Sul","Antonio João","Borda da Chapada.","-55.9474983215332","-22.1910991668701",NA,NA,NA,NA,"Árvore 8m, flor creme.","IPA0044265",NA,"Southern America",NA,NA,"Plantae",NA,"38814","auto",NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-02-22 11:45:48-03","IPA","IPA","51032","S","Plantae","Leguminosae-Mim.","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Klein, R.M.","1981",NA,NA,"Coura Neto, A.B.; Moreno, J.A.; Moreno, J.A.","4","1981","09","03","Brasil","Rio Grande do Sul","Cachoeira do Sul","2Km após Rincão do Mosquito indo para Agudo. Ao lado de riacho pedregoso.","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,"Árvore com mais ou menos 4m de altura; 15cm de diâmetro. Fruto maduro marrom-escuro.","IPA0051032",NA,"Southern America",NA,NA,"Plantae",NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-08-27 13:29:53-03","IAP","PACA-AGP","38268","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Jorge Y. Tamashiro","1980","11",NA,"Rambo, B.",NA,"1948","11","24","Brasil","RS","Esteio",NA,"-51.17919921875","-29.861400604248",NA,NA,NA,NA,"Conf. por Pétala Ribeiro em 2013. Habitat: in silva campestri Fenofase: flor","PACA038268",NA,NA,NA,NA,"Magnoliophyta","Fagales","7214","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"293","2019-11-14 13:52:05-03","IAP","PACA-AGP","118907","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Bauer, D.",NA,NA,NA,"Bauer, D.",NA,"2018","01","02","Brasil","RS","Ivoti","próximo a empresa Sucos Petry","-51.1605987548828","-29.591100692749",NA,NA,NA,NA,"apresentava flores abertas e botões Habitat: beira de estrada, isolado Ecossistema: Floresta Estacional Semidecidual","PACA118907",NA,NA,NA,NA,"Magnoliophyta","Fagales","7104","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"294","2019-08-27 13:29:53-03","IAP","PACA-AGP","47124","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Jorge Y. Tamashiro","1980","11",NA,"Rambo, B.",NA,"1950","05","22","Brasil","RS","Montenegro","Butterberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Conf. por Pétala Ribeiro em 2013. Habitat: in silva primaeva Fenofase: fruto submaturo","PACA047124",NA,NA,NA,NA,"Magnoliophyta","Fagales","21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"295","2019-08-27 13:29:53-03","IAP","PACA-AGP","32791","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","Jorge Y. Tamashiro","1980","11",NA,"Henz, E.",NA,"1945","11","25","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Conf. por Pétala Ribeiro em 2013. Habitat: in silva primaeva Fenofase: flor","PACA032791",NA,NA,NA,NA,"Magnoliophyta","Fagales","21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"296","2019-08-27 13:29:53-03","IAP","PACA-AGP","49242","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan",NA,NA,NA,NA,"Rambo, B.",NA,"1950","11","26","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: flore subaperto","PACA049242",NA,NA,NA,NA,"Magnoliophyta","Fagales","21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"297","2019-08-27 13:29:53-03","IAP","PACA-AGP","33236","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","J. Mauhs",NA,NA,NA,"Henz, E.",NA,"1945","12","10","Brasil","RS","Montenegro","Parecí Novo","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Conf. por Pétala Ribeiro em 2013. Habitat: in silva primaeva Fenofase: flor","PACA033236",NA,NA,NA,NA,"Magnoliophyta","Fagales","21601","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"298","2019-08-27 13:29:53-03","IAP","PACA-AGP","27421","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","J. Mauhs",NA,NA,NA,"Emrich, K.",NA,"1944",NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Conf. por Pétala Ribeiro em 2013. Habitat: in silva campestri Fenofase: fruto maturo","PACA027421",NA,NA,NA,NA,"Magnoliophyta","Fagales","29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"299","2019-08-27 13:29:53-03","IAP","PACA-AGP","86412","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","cf. rigida","Parapiptadenia cf. rigida","(Benth.) Brenan","J. Iganci & H.C. Lima","2009","06","25","Hatschbach, G.","72824","2002","05","10","Brasil","MS","Juti","BR-163, Km 160","-54.6027984619141","-22.8605995178223",NA,NA,NA,NA,"4m de altura. Habitat: cerrado Hábito: árvore","PACA086412",NA,NA,NA,NA,"Magnoliophyta","Fagales","51223","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"300","2019-08-27 13:29:53-03","IAP","PACA-AGP","105941","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","M. Verdi","2009","03","05","M. Verdi et al","1677","2009","03","05","Brasil","SC","Santa Helena","Sanga Joaçaba","-53.415833","-27.047222","53°24'57''W","27°02'50''S","292","292","Florística IFFSC 2623 (arbórea).&nf;Conf. por Pétala Ribeiro em 2013. Ecossistema: Floresta Decídua","PACA105941",NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"301","2019-08-27 13:29:53-03","IAP","PACA-AGP","110417","PreservedSpecimen","Plantae","Mimosaceae","Parapiptadenia","rigida","Parapiptadenia rigida","(Benth.) Brenan","M. Verdi","2009","03","02","M. Verdi","1648","2009","03","02","Brasil","SC","Tunápolis","Canaleta.","-52.783611","-26.953611","52°47'01W","26°57'13S","590","590","FURB 10343&nf;Conf. por Pétala Ribeiro em 2013. Fenofase: fruto imaturo verde Ecossistema: Floresta Estacional Decidual","PACA110417",NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
