"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","class","sex"
"46","2021-03-15 18:26:52-03","USP","SPF","40205","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.","Cordeiro, I","Cavalcanti, TB","CFCR8568","1985","11","22",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"Estrada para Biri-biri. Solo pedregoso.; Subarbusto, 40 cm. Frutos imaturos verdes.","SPF00040205","SPF00040205","Diamantina",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 18:26:52-03","USP","SPF","44082","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.","Cordeiro, I","Mamede, MCH","CFSC6872","1981","01","09",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada da Usina.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 80 cm. Flores masc. alvas. Flores fem. verdes.","SPF00044082","SPF00044082","Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 18:26:52-03","USP","SPF","38376","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.","Cordeiro, I","Pirani, JR","CFSC9211","1983","11","14",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada da Usina.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 50 cm, flores estaminadas.; Campo rupestre.","SPF00038376","SPF00038376","Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 18:26:52-03","USP","SPF","38375","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.","Cordeiro, I","Pirani, JR","CFSC9210","1983","11","14",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada da Usina.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 30-40 cm, flores pistiladas.; Campo rupestre.","SPF00038375","SPF00038375","Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 18:26:52-03","USP","SPF","134990","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.","Cordeiro, I","Cordeiro, I","CFSC6069","1980","03","30",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada da Usina.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva 40 cm. Planta com botões.; Campo rupestre.","SPF00134990","SPF00134990","Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 18:26:52-03","USP","SPF","134991","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.","Cordeiro, I","Pirani, JR","CFSC6678","1980","11","06",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 104 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 50 cm, flores branco esverdeadas e estames amarelos.; Campo rupestre.","SPF00134991","SPF00134991","Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 18:26:52-03","USP","SPF","44125","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.","Cordeiro, I","Cordeiro, I","CFSC6494","1980","09","03",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 108 ao longo da rod. Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto 50 cm. Flores esverdeadas.; Campo rupestre.","SPF00044125","SPF00044125","Santana do Riacho",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-22 16:09:03-03","UEFS","HUEFS","225979","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.",NA,"Carrión, J.F.","1695","2016","09","22",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri. Lapa do Forno.","-43.544444","-18.179444","1290","1290",NA,"Campo rupestre.","HUEFS0225979","HUEFS0225979","Diamantina",NA,"43W32'40''","18S10'46''",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"54","2019-11-22 16:09:03-03","UEFS","HUEFS","225980","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.",NA,"Carrión, J.F.","1696","2016","09","22",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri. Lapa do Forno.","-43.544444","-18.179444","1290","1290",NA,"Campo rupestre.","HUEFS0225980","HUEFS0225980","Diamantina",NA,"43W32'40''","18S10'46''",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"55","2019-11-22 16:09:03-03","UEFS","HUEFS","225977","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.",NA,"Carrión, J.F.","1693","2016","09","20",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó. Trilha para a Cachoeira da Farofa. Em campo rupestre antes de chegar na Cachoeira.","-43.577222","-19.379444","850","850",NA,"Campo rupestre.","HUEFS0225977","HUEFS0225977","Santana do Riacho",NA,"43W34'38''","19S22'46''",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"56","2019-11-22 16:09:03-03","UEFS","HUEFS","225976","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.",NA,"Carrión, J.F.","1692","2016","09","20",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó. Trilha para a Cachoeira da Farofa. Em campo rupestre antes de chegar na Cachoeira.","-43.577222","-19.379444","850","850",NA,"Campo rupestre.","HUEFS0225976","HUEFS0225976","Santana do Riacho",NA,"43W34'38''","19S22'46''",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"57","2019-09-04 19:17:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"58","2019-07-09 13:27:02-03","F","FMNH-SEEDPLANTS","V0191118F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia",NA,NA,"I. Cordeiro et al.","6069","1980","3","30","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0191118F","V0191118F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"59","2019-07-09 13:23:01-03","F","FMNH-SEEDPLANTS","V0191119F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia",NA,NA,"J. R. Pirani et al.","6678","1980","11","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0191119F","V0191119F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"60","2019-11-01 14:57:28-03","UnB","UB","191445","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll. Arg.","Cordeiro, I","Faria, JEQ; Zanatta, MRV; Moreira, HJC","2237","2011","12","11","Southern America","Brasil","Minas Gerais","Margem da rodovia entre Diamantina e Gouveia","-43.848611","-18.560556","1149","1149",NA,"Subarbusto ca. 0,5 m de altura, fruto imaturo verde; Ambiente rupestre",NA,NA,"Gouvêa",NA,"-43.848611","-18.560556",NA,NA,"2017","02",NA,NA,NA,NA,NA
"61","2019-11-01 14:57:28-03","UnB","UB","185846","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll. Arg.","Cordeiro, I","Irwin, HS; Santos, RR; Souza, R; Fonseca, SF","22866","1969","01","29","Southern America","Brasil","Minas Gerais","Ca. 17km NE of Diamantina, road to Mendanha",NA,NA,"1250","1250",NA,"Shrub ca. 1.5m. Flowers cream; Rocky slopes with shrubs and low trees",NA,NA,NA,NA,NA,NA,NA,NA,"2012","12",NA,NA,NA,NA,NA
"62","2017-09-11 17:09:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.",NA,"Riedel, L","1023",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minas Geraës, in saxosis montium Serra da Lapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:41:01-03","UFRGS","ICN","090298","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müll.Arg.","Carrión, JF","Sobral, M; Espositi, K","6254","1989","09",NA,"América do Sul","Brasil","MG","Serra do Cipó",NA,NA,NA,NA,NA,"erva; 0,3 m; região de campos rupestres entremeados de matas de galeria",NA,NA,"Cardeal Mota",NA,NA,NA,NA,NA,"2017","11","07",NA,NA,NA,NA
"64","2010-08-16 16:38:33-03","GH","HU-HERB","GH 00045842","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Bernardia","crassifolia","Bernardia crassifolia","Müller Argoviensis",NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
