"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","typeStatus","relationshipType","individualCount","fieldNumber"
"907","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0044850","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.",NA,NA,NA,NA,"S. G. Tressens; V. Maruñak, A. Krapoviokas, C. L. Cristóbal y M. de Pompert","3505","1988","11","26","Argentina",NA,"Isla Apipe Grande, ca. 5 km de Pto. Araza.","-56.9","-27.5",NA,NA,NA,NA,"Arbol 5 m alt.; 25 cm diam.; frutos purpureos; semillas anaranjadas.",NA,NA,"Corrientes",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","spicaeflora",NA,NA,NA,NA,NA,NA
"908","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0044851","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","W. A. Medina",NA,NA,NA,"G. Rotta","388","2007","1","28","Argentina",NA,"San Fernando. Barranqueras, Paranácito.","-58.933411","-27.4823",NA,NA,NA,NA,"Árbol 5 m, alt., frutos rojos.",NA,NA,"Chaco",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","spicaeflora",NA,NA,NA,NA,NA,NA
"909","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0044852","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(A. Juss.) T.D. Penn.","J. R. Pirani",NA,NA,NA,"G. Hatschbach; R. Kummrow","48491","1984","10","15","Brazil",NA,"Rio Amambai (mun. Amambai)","-55.2167","-23.0833",NA,NA,NA,NA,"árvore 5 m, flor alvescente;",NA,NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales","spicaeflora",NA,NA,NA,NA,NA,NA
"910","2019-11-21 14:39:51-03","UFJF","CESJ","64297","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla tuberculata","(Vell.) Penn.","J. Cordeiro; E. Barboza","2008",NA,NA,"M.G. Caxambu; et al.","2204","2008","05","22","Brasil","Bombinhas","Morro de Bombas","-48.507694","-27.132111","-48.507694","-27.132111","43","43","Arvoreta heliófita, ca. 3m. Frutos imaturos verde-avermelhados. Relevo: ondulado. Vegetação: Floresta Ombrófila Densa Submontana.","CESJ064297",NA,"Santa Catarina",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"tuberculata",NA,NA,NA,NA,NA,NA
"911","2019-11-21 14:39:50-03","UFJF","CESJ","51809","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"A.L.Santiago; I.A. Costa; B. Paixão-Souza","36","2008","07","19","Brasil","Juiz de Fora","Área de Proteção Ambiental Mata do Krambeck, Seguindo a trilha do Cano, até a 3ª elevação","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Interior dee mata, próximo a curso d'água. Árvore ca.6m. Frutos vináceos.","CESJ051809",NA,"Minas Gerais","36144","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"912","2019-11-21 14:39:50-03","UFJF","CESJ","52357","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","P.O. Garcia","2009","09",NA,"D. Monteiro; J.A. Oliveira; F.S. Souza; A.C. Mezzonato; J.H.C. Ribeiro","387","2008","10","25","Brasil","Lima Duarte","Serra Negra, RPPN Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Árvore, ca. 10 m altura em mata ciliar. Flores branco-esverdeadas.","CESJ052357",NA,"Minas Gerais","30417","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"913","2019-11-21 14:39:50-03","UFJF","CESJ","49182","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","P.O. Garcia","2007","07","06","S.D. Pinheiro","8","2007","06","01","Brasil","Barra Mansa","Parque Centenário, Jardim das Preguiças, localizada no segundo canteiro à direita do pórtico","-44.1713981628418","-22.5442008972168",NA,NA,NA,NA,"Árvore, ca. 15m. alt., tronco rugoso, cor marrom. Frutos arredondados, cor marrom-claro com pintas claras, inserido em um longo pedúnculo.","CESJ049182",NA,"Rio de Janeiro","31009","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"914","2019-11-21 14:39:51-03","UFJF","CESJ","69960","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla tuberculata","(Vell.) Penn.","J.A. Pastore","1996","07",NA,"D.C. Cavalcanti","205","1996","01","24","Brasil","Guaratinguetá","Reserva Florestal da Escola de Especialistas de Ae","-45.189998626709","-22.8099994659424",NA,NA,NA,NA,"Mata de planalto. Árvore ca. 6m, frutos pequenos, aroma semelhante a manga","CESJ069960",NA,"São Paulo","27040","auto","América do Sul",NA,NA,"Angiosperma",NA,"tuberculata",NA,NA,NA,NA,NA,NA
"915","2021-03-01 17:25:26-03","UFJF","CESJ","59197","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","A. Stival-Santos","2009","08","15","A. Stival-Santos; S. Silveira","815","2009","08","15","Brasil","Itapema","Praia Grossa","-49.601389","-25.091111","-49.601389","-25.091111","56","56","Na beira da estrada, arbusto ca. 3,5m alt., frutos bordô e pilosos. Floresta ombrófila densa.","CESJ059197",NA,"Santa Catarina",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"916","2019-11-21 14:39:51-03","UFJF","CESJ","68175","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","V.A. Campos","2013",NA,NA,"V.A. Campos","s.n.","2013",NA,NA,"Brasil","Santos Dumont","RPPN Brejo Novo","-43.5525016784668","-21.4566993713379",NA,NA,NA,NA,"Árvore, ca 6m. Indivíduo BN140. Dentro da parcela 3 da fitossociologia. Altitude 964 m.s.m.","CESJ068175",NA,"Minas Gerais","25699","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"917","2019-11-21 14:39:50-03","UFJF","CESJ","68173","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","V.A. Campos","2013",NA,NA,"V.A. Campos","s.n.","2013",NA,NA,"Brasil","Santos Dumont","RPPN Brejo Novo","-43.5525016784668","-21.4566993713379",NA,NA,NA,NA,"Árvore, ca 6m. Indivíduo BN1292. Dentro da parcela 21 da fitossociologia. Altitude 964 m.s.m.","CESJ068173",NA,"Minas Gerais","25699","auto","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"918","2019-11-21 14:39:51-03","UFJF","CESJ","70414","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spiciflora","(A.Juss.) T.D.Penn.","W.A. Medina","2014",NA,NA,"W.A. Medina; R. Cajade; B. Fandiño","485","2013","10","07","Argentina","Paso de los Libres","Predio Florestal Argentina Santo Domingo, Reserva Natural de Usos Multiples","-56.988056","-29.599444","-56.988056","-29.599444",NA,NA,"Interior de monte secundario. Árbol de 4-5m alt. Frutos maduros rojizos.","CESJ070414",NA,"Corrientes",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"spiciflora",NA,NA,NA,NA,NA,NA
"919","2019-11-21 14:39:51-03","UFJF","CESJ","70429","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spiciflora","(A.Juss.) T.D.Penn.",NA,NA,NA,NA,"R.O. Vanni; et al.","4706","2015","10","21","Argentina","Ituzaingó","Paraje Galarza, Camping privado de Galarza, próximo a laguna.","-56.697778","-28.099444","-56.697778","-28.099444",NA,NA,"Isleta de selva higrófila, media loma y dominante. Árbol aprox. 4m alt. Flores cobrizo-rosado, frutos rojos.","CESJ070429",NA,"Corrientes",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"spiciflora",NA,NA,NA,NA,NA,NA
"920","2019-11-21 14:39:51-03","UFJF","CESJ","70438","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spiciflora","(A.Juss.) T.D.Penn.","W.A. Medina","2014",NA,NA,"W.A. Medina; R.M. Salas; R. Cajade","216","2012","10","26","Argentina","San Martin","Paraje Tres Cerros, Cerro Chico","-56.861944","-29.155278","-56.861944","-29.155278","123","123","Ladera S, bosque húmedo con piedras grandes y suelo con hojarazca. Árbol de 6-8m alt. Frutos maduros rojizos. Flores blanquecínas. Abundante.","CESJ070438",NA,"Corrientes",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"spiciflora",NA,NA,NA,NA,NA,NA
"921","2021-04-07 11:46:13-03","UFMS","CGMS","35563","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"C. Faxina","91","2009","07","18","Brasil","Naviraí","Córrego Tarumã.","-54.2166667","-23.1044444","-54,2166667","-23,1044444",NA,NA,"Fruto púrpura, deiscente. Habitat: Transição Mata Estacional/Cerrado. Mata ciliar. Solo úmido. Relevo plano. Habito: Árvore de pequeno porte. 4,00m de altura.","CGMS1064965",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","2021-04-07 11:46:13-03","UFMS","CGMS","77384","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","D.R.M. Neves, F.M. Alves","2019","09","24","P.F Oliveira; A.K.P. Santos, M. Arouche, D.R.M. Neves, F.M. Alves","46","2019","09","24","Brasil","Jateí","Trilha próxima a entrada principal do parque. Parque Estadual das Várzeas do Ivinhema (PEVRI)","-53.7344444","-22.9030556","-53,7344444","-22,9030556","235","235","Flores brancas. Duplicata no Herbário BHCB Habitat: Campo aberto; gramíneas Habito: Árvore","CGMS1110372",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","2021-04-07 11:46:13-03","UFMS","CGMS","14474","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"A. Pott; V.J. Pott; A.C.M. Cristaldo; O.A. Corsino Jr.","12230","2004","11","08","Brasil","Costa Rica","Fazenda Mimoso, margem esquerda do Rio Sucuriú.","-52.9944444","-19.0575","-52,9944444","-19,0575","460","460",NA,"CGMS1043949",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","2021-04-07 11:46:13-03","UFMS","CGMS","13811","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","S. Aragaki",NA,NA,NA,"S. Aragaki; D.R. Espírito Santo","1016","2004","04","09","Brasil","Chapadão do Sul","Fazenda Pedra Branca, Sítio 4, Ponto 3.","-52.7811111","-19.1875","-52,7811111","-19,1875",NA,NA,"Fruto vináceo. Ciófita. Ripária. Habitat: Córrego Pedra Branca. Relevo plano com drenagem. Habito: Árvore. 5,00m de altura.","CGMS1043265",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","2021-04-07 11:46:13-03","UFMS","CGMS","35500","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"C. Faxina","12","2009","07","07","Brasil","Naviraí","Córrego do Touro.","-54.2333333","-23.0597222","-54,2333333","-23,0597222",NA,NA,"Fruto vermelho-escuro. Semente vermelha e arilo branco. Habitat: Transição Mata Estacional/Cerrado. Mata ciliar, sub-bosque. Solo alagado. Relevo plano. Habito: Árvore. 3,00m de altura.","CGMS1064900",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","2021-04-07 11:46:13-03","UFMS","CGMS","35726","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"C. Faxina","275","2010","04","05","Brasil","Naviraí","Córrego Tarumã.","-54.2166667","-23.1044444","-54,2166667","-23,1044444",NA,NA,"Fruto vermelho-púrpura. Habitat: Transição Mata Estacional/Cerrado. Mata ciliar, sub-bosque. Solo úmido. Relevo plano. Habito: Arvoreta. 4,00m de altura","CGMS1065132",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","2021-04-07 11:46:13-03","UFMS","CGMS","73040","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","V.J. Pott","2016","02","27","A. Pott; V.J. Pott","17173","2016","02","27","Brasil","Campo Grande","Chácara do Sr. Otaviano, Bairro Popular, próximo ao aeroporto e Córrego Serradinho.","-54.6716667","-20.4527778","-54,6716667","-20,4527778","560","560","Flor ausente. Fruto castanho. Habitat: Floresta estacional semidecidual. Solo argilo-arenoso. Relevo levemente inclinado. Frequente. Habito: Árvore, 5,00 - 15,00 m de altura.","CGMS1105847",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","2021-04-07 11:46:13-03","UFMS","CGMS","73327","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"A. Pott","14729","2007","11","03","Brasil","Japorã","Rodovia MS-386, Reserva do INCRA, Assentamento Indiana.","-54.4677778","-23.8144444","-54,4677778","-23,8144444","354","354","Flor rosada. Fruto ausente. Habitat: Floresta semidecidual semidesmatada, em regeneração, com muita liana. Solo arenoso. Relevo meia encosta de ondulado suave. Frequente. Habito: Árvore. 4,00 - 8,00 m de altura.","CGMS1106134",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","2021-04-07 11:46:13-03","UFMS","CGMS","39459","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla spicaeflora","(Juss.) Penn.",NA,NA,NA,NA,"E.M. Francisco","265","2005","05","06","Brasil","Ibiporã","Parque Florestal de Ibiporã.","-51.0333333","-23.25","-51,0333333","-23,25",NA,NA,"Frutos vermelhos. Doação FUEL.","CGMS1068839",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,"spicaeflora",NA,NA,NA,NA,NA,NA
"930","2021-04-07 11:46:13-03","UFMS","CGMS","45929","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","A. Pott; V.J. Pott","2014","11","12","A.K.D. Salomão; V.J. Pott; A. Pott","71","2006","10","09","Brasil","Campo Grande","Reserva da Embrapa Gado de Corte.","-54.7183334","-20.4255556","-54,7183334","-20,4255556",NA,NA,NA,"CGMS1075897",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","2021-04-07 11:46:13-03","UFMS","CGMS","62121","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","Elsie F. Guimarães","2015",NA,NA,"A. Quinet; G. Martinelli; R. Borges; A. Bevacqua; T. Serrano; N. Pougy; M. Moraes","2245","2010","12","03","Brasil","Bonito","Parque Nacional da Serra da Bodoquena. Estrada para o Taquaral.","-56.6041667","-21.0772223","-56,6041667","-21,0772223","432","432","Folhas discolores verdes, cartáceas.Botões florais alvos. Habitat: Floresta Ombrófila Densa. Habito: Árvore de 12,00 m de altura, heliófilo.","CGMS1095117",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","2021-04-07 11:46:13-03","UFMS","CGMS","35507","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"C. Faxina","19","2009","07","09","Brasil","Naviraí","Córrego do Touro.","-54.2333333","-23.0597222","-54,2333333","-23,0597222",NA,NA,"Fruto vermelho-púrpura, deiscente. Habitat: Transição Mata Estacional/Cerrado. Mata ciliar. Solo alagado. Relevo plano. Habito: Arvoreta. 4,00m de altura.","CGMS1064907",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","2021-04-07 11:46:13-03","UFMS","CGMS","14650","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"A. Pott; V.J. Pott; A.C.M. Cristaldo; O.A. Corsino Jr.","12406","2004","11","19","Brasil","Inocência","Fazenda Lagoinha, Córrego Constanza.","-51.88","-19.5683334","-51,88","-19,5683334","510","510","Flor rosa. Fruto ausente. Estames brancos. Folha até 60 cm comprimento. Habitat: Floresta ripária em área de cerradão com pastagem. Solo arenoso aluvial. Relevo vale em ondulado. Habito: Árvore. Esparsa. 6,00 m de altura.","CGMS1044132",NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","2021-04-07 11:46:13-03","UFMS","CGMS","24757","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","J.R. Pirani",NA,NA,NA,"M.L. Bueno","621","2007","12","11","Brasil","Campo Grande","APA do Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Fruto preto. Habitat: Mata de galeria inundável. Habito: Árvore 7m","CGMS1054182",NA,"Mato Grosso do Sul","161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","2021-04-07 11:46:13-03","UFMS","CGMS","40968","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","V.J. Pott","2013",NA,NA,"M. Yano","6","2011","09","19","Brasil","Campo Grande","Fazenda escola - UCDB.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Fruto presente. Fruto presente. Análise fitoquímica.","CGMS1070962",NA,"Mato Grosso do Sul","161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","2021-04-07 11:46:13-03","UFMS","CGMS","5692","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","J.R. Pirani",NA,NA,NA,"U.M. Resende","1082","1997","08","04","Brasil","Campo Grande","Fazenda Santa Inês.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"CGMS1019304",NA,"Mato Grosso do Sul","161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","2019-11-27 13:50:38-03","UFS","ASE","13800","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl.","Alves-Araújo, A","2009","03","04","Alves-Araújo, A; Martins, S","1121","2009","01","07","Brasil","Areia Branca","Parque Nacional da Serra de Itabaiana, Trilha do Riacho do Coqueiro.","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Árvore 6m a 7m de altura. Flores alvas.; Árvore 6m a 7m de altura. Flores alvas.; Colmplexo Vegetacional-Fision. Mata Âtlantica.","ASE0021126","ASE0021126","Sergipe",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"938","2019-11-27 13:50:38-03","UFS","ASE","14901","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl.",NA,NA,NA,NA,"Oloveira, DG","65","2009","12","21","Brasil","Salgado","Pov. Grilo, Sub-Bacia hidrográfica do Rio Piauitinga. Nascente15.","-37.474722","-11.031944","-37.474722","-11.031944",NA,NA,"5,8 m de altura, 9,1 cm de espessura.; 5,8 m de altura, 9,1 cm de espessura.","ASE0025123","ASE0025123","Sergipe",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"939","2019-11-27 13:50:38-03","UFS","ASE","41344","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl.","Caxambu, MG","2017","11","09","Leandro, LF; Vicente, YS","s.n.","2017","10","03","Brasil","Campo Mourão","Vila Franciscana, Próxima a Santa Casa.","-52.2422","-24.0104","-52.2422","-24.0104",NA,NA,"Arvoreta ca. 2 m, semi-ciófila. Flores alvas.; Floresta Estacional Semidecidual Aluvial.","ASE0042858",NA,"Paraná",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"940","2019-11-27 13:50:38-03","UFS","ASE","41346","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl.","Cordeiro, J; Barboza, E","2009",NA,NA,"Silva, EM","s.n.","2007","08","30","Brasil","Goioerê","Parque Municipal Antônio Sestak","-53.0167","-24.2","-53.0167","-24.2",NA,NA,"Árvore ca. 20 m, com frutos secos contendo sementes envoltas por arilo vermelho-alaranjado.; Floresta Estacional Semidecidual Submontana.","ASE0042860",NA,"Paraná",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"941","2019-11-27 13:50:38-03","UFS","ASE","41358","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl.","Caxambu, MG","2014","06","04","Caxambu, MG","5118","2014","04","25","Brasil","Guaraqueçaba","Proriedade do Sr. Macuco","-48.242","-25.1102","-48.242","-25.1102",NA,NA,"Arvoreta ca. 3 m, semi-ciófila. Frutos imaturos marrons, pilosos.; Floresta Ombrófila Densa das Terras Baixas.","ASE0042872",NA,"Paraná",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"942","2019-11-27 13:50:38-03","UFS","ASE","41343","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl.","Caxambu, MG","2018","01","17","Caxambu, MG; Siqueira, EL; Ré, TM; Dettke, GA","7945","2017","10","19","Brasil","Foz do Iguaçi","Parque Nacional do Iguaçú, Trilha do Poço Preto.","-54.2334","-25.3547","-54.2334","-25.3547",NA,NA,"Arvoreta ca. 3 m, semi-ciófila. Flores rosadas. Em área eventualmente alagada.; Floresta Estacional Semidecidual Aluvial.","ASE0042857",NA,"Paraná",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"943","2019-11-27 13:50:38-03","UFS","ASE","41366","PreservedSpecimen","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl.","Barboza, E","2017",NA,NA,"Caxambu, MG; Siqueira, EL; Chagas, MP; Moraes, A","7014","2015","10","16","Brasil","Foz do Iguaçu","Parque Nacional do Iguaçú, Ilha da Taquera - Rio Iguaçu","-54.2136","-25.3605","-54.2136","-25.3605",NA,NA,"Árvore ca. 6 m, heliófita, ripária. Flores alvo-arroxeadas. Botões florais verdes.; Floresta Estacional Semidecidual Aluvial.","ASE0042880",NA,"Paraná",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"944","2021-03-01 16:35:35-03","UNICAMP","UEC","166827","S","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla tuberculata","(Vell.Vell.) T.D.Penn.T.D.Penn.","Tamashiro, JY","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","1164","2008",NA,NA,"Brazil","São Luiz do Paraitinga","Núcleo Santa Virgínia, Parcela K.","-45.067778","-23.325556","-45.067778","-23.325556","1061","1093","K1310 Árvore, ca. 7 m, com frutos.; Floresta Ombrófila Densa Montana.","UEC039835","UEC039835","São Paulo",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"tuberculata",NA,NA,NA,NA,NA,NA
"945","2021-03-01 16:35:35-03","UNICAMP","UEC","166777","S","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla tuberculata","(Vell.Vell.) T.D.Penn.T.D.Penn.","Tamashiro, JY","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","1177","2008",NA,NA,"Brazil","São Luiz do Paraitinga","PESM. Núcleo Santa Virgínia. Parcela K.","-45.067778","-23.325556","-45.067778","-23.325556","1057","1093","K1324 Árvore, ca. 2,5 m, sem flores ou frutos.&nf;Abundância: 8 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039830","UEC039830","São Paulo",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"tuberculata",NA,NA,NA,NA,NA,NA
"946","2021-03-01 16:35:35-03","UNICAMP","UEC","166808","S","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla tuberculata","(Vell.Vell.) T.D.Penn.T.D.Penn.","Tamashiro, JY","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","573","2008",NA,NA,"Brazil","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.068056","-23.325278","-45.068056","-23.325278","1074","1093","K0647 Árvore, ca. 5,5 m, com flores.","UEC039836","UEC039836","São Paulo",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"tuberculata",NA,NA,NA,NA,NA,NA
"947","2019-08-20 10:20:24-03","UNICAMP","UEC","105754","S","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"Tozzi, AMGA; Galvão, JC; Mendonça Filho, CV; Moreira, JLA; Santos, K; Filliettaz, AM","98125","1998","12","01","Brazil","Iperó","Estrada para a pedreira, Fazenda Ipanema. Floresta Estacional semidecidual, próximo ao riacho.","-47.683333","-23.4","-47.683333","-23.4","720","720","Árvore 3,5 m.; flores creme.","UEC086347","UEC086347","São Paulo",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"948","2021-03-01 16:35:32-03","UNICAMP","UEC","115176","S","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"Sanchez, M; Pedroni, F","426","1995","12","11","Brazil","Ubatuba",NA,"-44.8","-23.366667","-44.8","-23.366667",NA,NA,"Árvore 1563, com 5 metros de altura.; Mata de planície, restinga.","UEC042645","UEC042645","São Paulo",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"949","2021-03-01 16:35:32-03","UNICAMP","UEC","115408","S","Plantae","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl",NA,NA,NA,NA,"Hanazaki, N; Peroni, N; Teixeira, B","176","1999","06","23","Brazil","IIha Comprida","Pedrinhas. Capoeira seca.",NA,NA,NA,NA,NA,NA,"Pau de cafe. Uso: lenha. Nativa.; Floresta Ombrófila densa das terras baixas. Capoeira seca.","UEC031049","UEC031049","São Paulo",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
