"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber"
"48","2020-09-29 14:53:31-03","UFPR","UPCB","67985","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Pereira, J.B.S.","206","2008","02","26",NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná. Pico Caratuva.","-48.833333","-25.233333",NA,"Terrestre,interior da mata, próximo a um córrego. Floresta Ombrófila Densa Altomontana.","UPCB0006429","UPCB0006429","Pereira, J.B.S.","1650","1650","(Fée & Glaz.) Copel.",NA,"2008","01","01",NA,NA,"-48.833333","-25.233333",NA,NA,NA
"49","2020-09-29 14:53:31-03","UFPR","UPCB","67971","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Pereira, J.B.S.","148","2008","02","17",NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná","-48.833333","-25.233333",NA,"Terrestre, interior da mata, próximo da trilha. Floresta Ombrófila Densa Altomontana.","UPCB0006428","UPCB0006428 UPCB0006428_1","Pereira, J.B.S.","1600","1600","(Fée & Glaz.) Copel.",NA,"2008","01","01",NA,NA,"-48.833333","-25.233333",NA,NA,NA
"50","2020-09-29 14:53:31-03","UFPR","UPCB","75506","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Pereira, J.B.S.","567","2011","01","12",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.669722","-22.383611",NA,"Rupícola em local sombreado..",NA,NA,"Pereira, J.B.S.","2100","2200","(Fée & Glaz.) Copel.",NA,"2013","03","02",NA,NA,"-44.669722","-22.383611",NA,NA,NA
"51","2020-09-29 14:53:31-03","UFPR","UPCB","87762","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Pereira, J.B.S. | Becari-Viana, I.","805","2014","03","19",NA,"Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos. Morro do Índio.","-43.066667","-22.483333",NA,"Terrícola em local sombreado..","UPCB0012110","UPCB0012110","Pereira, J.B.S.","2145","2145","(Fée & Glaz.) Copel.",NA,"2014",NA,NA,NA,NA,"-43.066667","-22.483333",NA,NA,NA
"52","2020-09-29 14:53:31-03","UFPR","UPCB","92365","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Matos, F.B.","2545","2016","01","25",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha da Pedra do Sino.","-43.024167","-22.456944",NA,"Terrestre no interior da mata. Mata nebular..","UPCB0034378","UPCB0034378","Matos, F.B.","2070","2070","(Fée & Glaz.) Copel.",NA,"2016","01",NA,NA,NA,"-43.024167","-22.456944",NA,NA,NA
"53","2020-09-29 14:53:31-03","UFPR","UPCB","61042","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Labiak, P.H.","4440","2008","01","10",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, subida para o Planalto do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,"Rupícola, às margens da estrada, em local sombreado e úmido. Floresta Atlântica e campos de altitude..","UPCB0006430","UPCB0006430","Labiak, P.H.","2100","2100","(Fée & Glaz.) Copel.",NA,"2008","01",NA,"19648","auto",NA,NA,NA,NA,NA
"54","2018-09-12 14:48:27-03","UNIOESTE","UNOP","8455","S","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Lombardi, J.A.; Taxonomia de campo; Taxonomia de campo","8322","2011","04","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para o alojamento 04 e a Pedra do Sino.","-42.983333","-22.416667",NA,"Campo de altitude, terreno úmido turfoso. Terrestre.",NA,NA,"Almeida, T.E.","1190","2130","Copel.",NA,"2011","09","21",NA,NA,"-42.983333","-22.416667",NA,NA,NA
"55","2020-06-15 15:31:08-03","UNESP-RC","HRCB","64915","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Grupo Verde",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itamonte","Parque Nacional do Itatiaia. Estrada para a Parte Alta do PARNA do Itatiaia.","-44.737056","-22.359778",NA,NA,NA,NA,"Salino, A.",NA,NA,"(Fée & Glaz.) Copel.",NA,NA,NA,NA,NA,NA,"044°44'13.4W","22°21'35.2S",NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","2256759","PreservedSpecimen","Plantae",NA,"Cyatheales","Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","L. B. Smith & R. Reitz","10377","1957","1","24","South America","Brazil","Santa Catarina",NA,"Mun. Bom retiro: Campo-and dwarf forest, between Fazenda Santo Antonio and Fazenda Campo dos Padres, Campo dos Padres.",NA,NA,NA,NA,"US01445270","US01445270_01",NA,"1400","1650","(Fée & Glaz. ex Fée) Copel.","Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2256748","PreservedSpecimen","Plantae",NA,"Cyatheales","Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","L. B. Smith & R. Reitz","10232","1957","1","17","South America","Brazil","Santa Catarina",NA,"Mun. Orleaces: Headwalls (aparados da serra), source of Rio do Oratorio.",NA,NA,NA,NA,"US01445271","US01445271_01",NA,"1200",NA,"(Fée & Glaz. ex Fée) Copel.","Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2019-11-07 11:18:08-03","UFMG","BHCB-SL","177716","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Castilho, IOM; Salino, A","05","2015","08","22","América","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Estrada entre a Garganta do Registro e o Posto Marcão. Floresta Nebular","-44.748714","-22.368889",NA,"Terrícola a beira de estrada. Caule ereto. Prensado em álcool",NA,NA,"Salino, A","1897","1897","(Fée & Glaz.) Mett.",NA,"2015","08","22",NA,NA,"-44.748714","-22.368889",NA,NA,NA
"59","2019-11-07 11:18:08-03","UFMG","BHCB-SL","7536","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Salino, A","s.n.","1989","05","30","América","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Nas proximidades do Terreirão",NA,NA,NA,"Terrestre, a margem de riacho, em campo de altitude",NA,NA,"Salino, A","2400","2400","(Fée & Glaz.) Mett.",NA,"1990","11",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-19 16:20:55-03","UFMG","BHCB-SL","117486","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Mota, NFO; Viana, PL; Echternacht, LA; Costa-Silva, LV; Maciel, GM","1288","2008","03","11","América","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Retiro dos Pedros. Subida para o Pico do Canjica. Mata nebular próximo ao curral.","-44.678333","-22.056111",NA,"Terrestre; area brejosa","BHCB001970","BHCB001970","Salino, A","2142","2142","(Fée & Glaz.) Mett.",NA,NA,NA,NA,NA,NA,"-44.678333","-22.056111",NA,NA,NA
"61","2019-11-07 11:18:08-03","UFMG","BHCB-SL","141569","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Salino, A; Almeida, TE; Gasper, AL de","14741","2010","04","08","América","Brasil","Santa Catarina","Urubici","Morro da Igreja, Floresta Nebular","-49.48","-28.123333",NA,"terrestre na borda da floresta",NA,NA,"Salino, A",NA,NA,"(Fée & Glaz.) Mett.",NA,"2010","04","08",NA,NA,"-49.48","-28.123333",NA,NA,NA
"62","2019-11-07 11:18:08-03","UFMG","BHCB-SL","137064","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Martins da Costa; Borsali, EF; Miranda, MD; Toledo, MM; Salino, A","373",NA,NA,NA,"América","Brasil","Minas Gerais","Alto Caparaó","Mata na base da Mata do Coração","-41.847778","-20.432222",NA,"Coletada na beira do rio, a uns 10m. do rio. Terrestre.",NA,NA,"Souza, FS","1316","1316","(Fée & Glaz.) Mett.",NA,"2011","10",NA,NA,NA,"-41.847778","-20.432222",NA,NA,NA
"63","2019-11-07 11:18:08-03","UFMG","BHCB-SL","103575","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11497",NA,NA,NA,"América","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, região de Pedra Menina, Macieira e estrada descendo para a Portaria do Parque. Na divisa com o Espírito Santo. Floresta Ombrófila Densa Montana e Floresta Ombrófila Densa Altomontana (Mata Nebular).","-41.829472","-20.479861",NA,"Terrestre na borda de mata. Caule ereto. Na macieira",NA,NA,"Salino, A","1200","1800","(Fée & Glaz.) Mett.",NA,"2006","11",NA,NA,NA,"-41.829472","-20.479861",NA,NA,NA
"64","2019-11-07 11:18:08-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Castilho, IOM; Salino, A","05","2015","08","22","América","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Estrada entre a Garganta do Registro e o Posto Marcão. Floresta Nebular","-44.748714","-22.368889",NA,"Terrícola a beira de estrada. Caule ereto. Prensado em álcool",NA,NA,"Salino, A","1897","1897","(Fée & Glaz.) Mett.",NA,"2015","08","22",NA,NA,"-44.748714","-22.368889",NA,NA,NA
"65","2021-01-12 15:24:24-03","UFMG","BHCB-SL","136965","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Costa, IR da; Borsali, EF; Miranda, MD; Toledo, MM; Salino, A","273","2010","03","05","América","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Floresta nebular na Macieira. Trilha para o mirante da Cachoeira.",NA,"-20.481389",NA,"raridade",NA,NA,NA,"1827","1827","(Fée & Glaz.) Mett.",NA,NA,NA,NA,NA,NA,NA,"-20.481389",NA,NA,NA
"66","2019-11-07 11:18:08-03","UFMG","BHCB-SL","74323","PreservedSpecimen","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Dittrich, VAO","1082",NA,NA,NA,"América","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"(Fée & Glaz.) Mett.",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"67","2016-08-23 09:45:50-03","NHMLondon","NHM-LONDON-BOT","BM001078194","S","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Alexander Curt Brade; b.1881; d.1971; Brade","27832",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"-44.625806","-22.373328",NA,NA,NA,NA,NA,NA,NA,"(Fée & Glaz. ex Fée) Copel.",NA,"1995","01","07",NA,NA,"-44.625806","-22.373328",NA,NA,"NHMUK:ecatalogue:2649296"
"68","2019-05-06 12:01:31-03","UFU","HUFU","1530","S","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Ranal, M.","168","1981","11","16",NA,"Brasil","Rio de Janeiro","Rezende","Km 8","-44.4467010498047","-22.468900680542",NA,"Mata pluvial montana.","HUFU00041374","HUFU00041374","Ranal, M.",NA,NA,"(Fée & Glaz.) Copel.",NA,"1982","01","21","36089","auto",NA,NA,NA,NA,NA
"69","2019-05-06 12:01:31-03","UFU","HUFU","1529","S","Plantae",NA,NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Ranal, M.","427","1982","06","29",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"Mata nebular.","HUFU00054694","HUFU00054694","Ranal, M.",NA,NA,"(Fée & Glaz.) Copel.",NA,"1982","06","29","21048","auto",NA,NA,NA,NA,NA
"70","2021-02-08 12:46:42-03","UFRGS","ICN","114009","S","Plantae","Fern",NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Windisch, PG","8740","1997","04","27","América do Sul","Brasil","RS","São José dos Ausentes","Dist. Silveiras Pico Montenegro","-50.0657997131348","-28.7483005523682",NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,"Windisch, PG","1350","1350","(Fée & Glaz.) Copel.",NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
"71","2020-08-26 10:51:18-03","MCN-FZBRS","HAS","88235","PreservedSpecimen","Plantae","Pteridophyta",NA,"Plagiogyriaceae","Plagiogyria","fialhoi","Plagiogyria fialhoi","Nervo, M.H.","875","2014","03",NA,NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Pico do Monte Negro","-50.0657997131348","-28.7483005523682",NA,"terrestre, interior e borda de mata","HAS0088235",NA,NA,NA,NA,"(Fée & Glaz.) Copel",NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
