"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"53","2015-09-05 06:50:33-03","MNHN","RECOLNAT_MNHN_P","P04643118","PreservedSpecimen",NA,NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Heiner, A.",NA,"1905","1","9",NA,"Brasil","São Paulo",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04643118' target='other'> <mi>dwc_moreinfo</mi></a>","P04643118","P04643118_01",NA,"Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,"380",NA
"54","2015-09-04 19:15:19-03","MNHN","RECOLNAT_MNHN_P","P06726768","PreservedSpecimen",NA,NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Glaziou",NA,"1871","6","8",NA,"Brasil","Rio de Janeiro","Serra do Tingua.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06726768' target='other'> <mi>dwc_moreinfo</mi></a>","P06726768","P06726768_01",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"55","2020-10-01 14:23:12-03","JBB","HEPH","27771","S","Plantae","Dicotyledon","Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Takeuchi, C","Carvalho, FJ de; Moreira, HJC","425","2010","12","16","Southern America","Brasil","Distrito Federal","Núcleo Rural Taquara.",NA,NA,NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"2012",NA,NA,NA,"70570","auto",NA,NA,NA,NA
"56","2020-12-11 11:37:47-03","UFMG","BHCB","67735","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Duarte, AP","10827A",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Serra da Piedade do Paraopeba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2011-12-22 14:08:00-02","MO","MOBOT","100437586","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","ibitipocana","Gaya ibitipocana","Krapov.",NA,"Rafaela C. Forzza|B. Câmara Sette|C. Sarquis|P.C.C. Ribeiro|J.C. Silva","Forzza 4720","2007","9","18","South America","Brazil","Minas Gerais","Lima Duarte, Serra do Ibitipoca, Estrada para Moreira.",NA,NA,NA,NA,"Holotype",NA,"-43.9141667","-21.6994444",NA,NA,NA,NA,NA,NA,NA,NA,"1267.00000000",NA,NA,"1"
"58","2012-10-05 09:35:00-03","MO","MOBOT","100529268","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","S.R. Hill (ILLS)","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Hatschbach 54934","1991","2","9","South America","Brazil","Minas Gerais","Rod. BR-365, 10-15 km ao sul de Montes Claros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2016-01-27 05:26:00-02","MO","MOBOT","100529438","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","S.R. Hills (ILLS)","Alberto R. Cuezzo","Cuezzo 885","1945","11","7","South America","Argentina","Córdoba","Serrezuela, Punta de Sierra.",NA,NA,NA,NA,NA,"Cruz del Eje",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"60","2011-08-04 11:59:00-03","MO","MOBOT","2030687","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","A. Krapovickas","Otto Buchtien","Buchtien 3849","1912",NA,NA,"South America","Bolivia","La Paz","Polo Polo, near Coroico",NA,NA,NA,NA,NA,"Nor Yungas","-67.73333","-16.18333",NA,NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,"1"
"61","2009-07-31 05:57:00-03","MO","MOBOT","2231707","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","José E. Montes","Montes 1941","1946","2","23","South America","Argentina","Misiones","Loreto",NA,NA,NA,NA,NA,"Candelaria","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2009-07-31 05:57:00-03","MO","MOBOT","2231718","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","José E. Montes","Montes 1912","1946","2","14","South America","Argentina","Misiones","San Ignacio",NA,NA,NA,NA,NA,"San Ignacio","-55.53333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-11-15 05:15:00-02","MO","MOBOT","2255741","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","Antonio C. Krapovickas","Krapovickas 23986","1973","12","9","South America","Argentina","Corrientes","Isla Apipé Grande, Puerto San Antonio",NA,NA,NA,NA,NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2012-04-10 05:01:00-03","MO","MOBOT","2255774","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","Elena Schwindt","Schwindt 2260","1949","10","24","South America","Argentina","Misiones","Eldorado",NA,NA,NA,NA,NA,"Eldorado","-54.61666","-26.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2012-04-10 05:01:00-03","MO","MOBOT","2344676","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","Elena Schwindt","Schwindt 4662","1950","7","5","South America","Argentina","Misiones","Salto Encantado",NA,NA,NA,NA,NA,"Cainguás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2011-03-26 10:28:00-03","MO","MOBOT","2404188","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","Maria M. Arbo|et al.","Arbo 5966","1993","9","7","South America","Argentina","Misiones","Cerro Monje",NA,NA,NA,NA,NA,"San Javier","-55.13333","-27.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2009-08-21 06:32:00-03","MO","MOBOT","2457500","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.",NA,"Balduino Rambo","Rambo 37346","1948","7","8","South America","Brazil","Rio Grande do Sul","Morro Sapucaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-08-21 06:32:00-03","MO","MOBOT","2457515","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","Balduino Rambo","Rambo 44274","1949","2","5","South America","Brazil","Rio Grande do Sul","São Leopoldo. São Leopoldo",NA,NA,NA,NA,NA,NA,"-51.14","-29.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2012-10-02 14:02:00-03","MO","MOBOT","2457532","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","S.R. Hills (ILLS)","Balduino Rambo","Rambo 42078","1949","6","18","South America","Brazil","Rio Grande do Sul","Sapucaia do Sul. Sapucaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2009-07-31 05:57:00-03","MO","MOBOT","2515007","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","José E. Montes","Montes 9781","1950","11","18","South America","Paraguay","Alto Paraná","Ñacunday",NA,NA,NA,NA,NA,NA,"-54.66666","-26.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2011-04-07 09:16:00-03","MO","MOBOT","2778617","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","A. Krapovickas","Miguel Bang","Bang 2211",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"72","2011-04-07 09:24:00-03","MO","MOBOT","3037672","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","A. Krapovickas","Miguel Bang","Bang 2167","1894","4","27","South America","Bolivia",NA,"Coripati, Yungas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2015-10-22 10:02:58-02","UNIOESTE","UNOP","823","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Bueno, N.C.","Bueno, N.C.","689","2000","01","27",NA,"Brasil","Paraná","Fazenda Miroca",NA,NA,NA,NA,NA,"Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA
"74","2020-08-31 09:05:24-03","INPA","INPA","201202","S","Plantae","Dicotyledon Com-Clade","Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Bicudo, LRH","5","1998","10","12","Southern America","Brasil","São Paulo","Usina de Jupiá, estrada para Estação de Psicultura da CESP, à +/- 300m da margem do Rio Paraná.",NA,NA,"INPA0201202","INPA0201202 INPA0201202_e",NA,"Castilho","-51.6","-20.783333","-51.6","-20.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","47073",NA,"Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","A. M. Assis","A. M. Assis; M.D.S. Demuner & R. S. Cribari","2284","2009","11","28",NA,"Brasil","Espírito Santo","APA Pedra do Elefante - Fazenda Santa Rita - trilha dos motoqueiros",NA,"Arbusto 1m, flores amarelas","MBML047073","MBML047073",NA,"Nova Venécia","-40.449778","-18.7825","40W26'59,2","18S46'57",NA,NA,NA,NA,NA,NA,"190","190",NA,NA
"76","2017-11-24 14:11:22-02","UFLA","ESAL","275","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Mansanares, ME; Berg, E van den","472",NA,NA,NA,NA,"Brasil","Minas Gerais","Hotel-fazenda Casa Alpina, beira da estrada próximo à pista de vôo",NA,"arbusto; 1 m; amarela; cápsula",NA,NA,NA,"Itamonte","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA
"77","2018-08-31 12:41:49-03","UFLA","ESAL","25861","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Torres; Melo","Melo, P HA; Torres, DM","3377",NA,NA,NA,NA,"Brasil","Minas Gerais","RPPN Cachoeira do Tombo",NA,"arbusto; ; flores amarelas;",NA,NA,NA,"Aiuruoca","-44.603333","-21.976111","-44.603333","-21.976111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-04 10:29:10-03","UFRPE","HST","21561","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","G.E.L.Macedo","G.E.L.Macedo; G.S.Silva","2435","2014","12","26",NA,"Brasil","Bahia","Lapinha: Gruta",NA,"Arbusto ca. 1 m alt.; folha simples, cordiforme, discolor, membranácea, pilosa; flor amarela, botões verdes, heteroclamidea, cálice verde; fruto imaturo verde, cápsula com cálice permanente.","HST021561",NA,NA,"Lajedinho","-40.981389","-12.464167","40W58'53''","12S27'51''","2015","04",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","1097995","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum. in Mart.",NA,"O. Buchtien","3849","1912","10",NA,"South America - Neotropics","Bolivia","La Paz","Polo-Polo near Coroico, Nordyungas (sic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1100",NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","1381539","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum. in Mart.",NA,"A. F. Regnell","III 164 b","1874","3","19","South America - Neotropics","Brazil","Minas Gerais","Caldas.",NA,NA,"US00517162","US00517162_01","Isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","3501659","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum. in Mart.",NA,"M. O. Dillon, V. Quipuscoa, E. Ortiz, M. Corrales & G. Castillo C.","8808","2005","11","13","South America - Neotropics","Peru","Arequipa","N of Atiquipa, km 593, Formasion de Lomas.",NA,NA,NA,NA,NA,"Caravelí","-74.38","-15.82",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","2593205","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum. in Mart.",NA,"J. E. Montes","14741","1955","6","27","South America","Argentina","Misiones","Eldorado.",NA,NA,NA,NA,NA,"Iguazú",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"180",NA,NA,"1"
"83","2020-09-12 05:00:02-03","US","US","3397943","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum. in Mart.",NA,"G. Hatschbach & O. S. Ribas","54934","1991","2","9","South America - Neotropics","Brazil","Minas Gerais","Rod. BR - 365, 10-15 km ao sul de Montes Claros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"84","2020-09-12 05:00:02-03","US","US","1341688","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum. in Mart.",NA,"A. F. Regnell","III 164","1866","3","23","South America - Neotropics","Brazil","Minas Gerais","Caldas.",NA,NA,"US00098001","US00098001_01","Isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"85","2020-09-12 05:00:02-03","US","US","2104151","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum. in Mart.",NA,"E. Schwindt","2260","1949","10","24","South America","Argentina","Misiones","El Dorado - Zona de Schwelm.",NA,NA,NA,NA,NA,"Iguazú",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","1593296","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum. in Mart.",NA,"S. Campinas, J. Santoro & W. Houk","536","1936","5","13","South America - Neotropics","Brazil","São Paulo","Herbaceo, Pasto Faz. Sta. Elisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"87","2020-09-02 16:32:28-03","Cenargen","CEN","57729","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","C. Takeuchi","Ernestino de S. Gomes Guarino","671","2001","03","08",NA,"Brasil","DF","Cerrado na margem direita do córrego Riacho Fundo.","Exsicatas","Planta invasora com botões florais verdes e pilosos.","CEN00057729","CEN00057729",NA,"BRASILIA","-47.9296989440918","-15.7797002792358","-4800000.0","-1586667.0","2012","10",NA,NA,"70570","auto","1100","1100",NA,"2"
"88","2019-11-13 11:24:47-03","USP","SPF","83738","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Esteves, GL","Arbo, MM","5480B","1992","12","01",NA,"Brasil","Bahia","18 km SW de Cansanção camino a Queimadas.",NA,NA,"SPF00083738",NA,NA,NA,"-39.583333","-10.833333","-39.583333","-10.833333",NA,NA,NA,NA,NA,NA,"400","400",NA,NA
"89","2019-11-13 11:24:47-03","USP","SPF","15457","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Esteves, GL","Grotta, AS","s.n.","1955","01","30",NA,"Brasil","São Paulo","V. Estanisláu.",NA,NA,"SPF00015457",NA,NA,"Campinas","-47.060001373291","-22.8999996185303",NA,NA,"1996","11",NA,NA,"23900","auto",NA,NA,NA,NA
"90","2019-11-13 11:24:47-03","USP","SPF","17301","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Esteves, GL","Joly, AB","491","1947","10","03",NA,"Brasil","São Paulo","Campos de Butantã.",NA,NA,"SPF00017301",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"1996","12",NA,NA,"53584","auto",NA,NA,NA,NA
"91","2014-04-04 18:27:46-03","PNFM","IRAI","3439","S","Plantae","Magnoliophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Dunaiski Jr, A.","Dunaiski Jr, A.","3762","2009","08","20",NA,"Brasil","Bahia",NA,NA,"Erva, 1.8 m, flor amarela","IRAI00003439",NA,NA,"Valença",NA,NA,NA,NA,"2009","09",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-10-07 09:33:13-03","UEFS","HUEFS","177040","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","C.Takeuchi","Guarino, E.S.G.","671","2001","03","08",NA,"Brasil","Distrito Federal","Cerrado na margem direita do córrego Riacho Fundo.",NA,"Cerrado sensu stricto.","HUEFS0177040","HUEFS0177040",NA,"Brasília","-48","-15.866667","48W0'0''","15S52'0''","2012","10",NA,"Rosanae",NA,NA,"1100","1100",NA,NA
"93","2019-10-07 09:33:13-03","UEFS","HUEFS","237048","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Chagas, D.B.das","32","2016","05","02",NA,"Brasil","Tocantins","Faz. Canaã - Porto Nacional -TO",NA,"Cerrado stricto sensu","HUEFS0237048","HUEFS0237048",NA,"Porto Nacional","-48.333333","-10.666667","48W20'","10S40'",NA,NA,NA,"Rosanae",NA,NA,"278","278",NA,NA
"94","2019-10-07 09:33:13-03","UEFS","HUEFS","32127","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Grotta, A.S.",NA,"1955","01","30",NA,"Brasil","São Paulo","Vila Estanislau.",NA,NA,"HUEFS0032127","HUEFS0032127",NA,"Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"Rosanae","23900","auto",NA,NA,NA,NA
"95","2015-03-13 18:49:55-03","F","FMNH-SEEDPLANTS","V0240029F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0240029F","V0240029F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"96","2015-03-13 18:49:55-03","F","FMNH-SEEDPLANTS","V0240027F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0240027F","V0240027F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"97","2015-03-13 18:49:55-03","F","FMNH-SEEDPLANTS","V0240028F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0240028F","V0240028F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"98","2015-03-13 18:49:55-03","F","FMNH-SEEDPLANTS","V0240030F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0240030F","V0240030F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"99","2018-08-21 14:02:12-03","F","FMNH-SEEDPLANTS","V0080798F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,"M. O. Dillon et al.","8808","2005","11","13","South America","Peru","Arequipa","N de Atiquipa, Km 593",NA,NA,"V0080798F","V0080798F_01",NA,"Caravelí","-74.38","-15.82",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"270",NA,NA,NA
"100","2015-12-16 12:49:26-02","F","FMNH-SEEDPLANTS","V0080801F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,"P. C. Hutchison","1318","1957","9","14","South America","Peru","Arequipa","several km E of 'Cali' gas station and up canyon. Pan-American Highway km 651 S of Lima (5 km S of Chala), Lomas de Capacc",NA,NA,"V0080801F","V0080801F_01 V0080801F_02",NA,"Caravelí","-74.18","-15.82",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"101","2016-11-04 11:34:08-02","F","FMNH-SEEDPLANTS","V0080802F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,"C. R. Worth & J. L. Morrison","15616","1938","9","19","South America","Peru","Arequipa","10 km E of Chala",NA,NA,"V0080802F","V0080802F_01",NA,"Camaná","-74.2","-15.88",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"150",NA,NA,NA
"102","2015-11-13 14:24:31-02","F","FMNH-SEEDPLANTS","V0080803F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,"P. A. Fryxell","M. O. Dillon & D. Dillon","3937","1983","11","20","South America","Peru","Arequipa","Lomas of Mollendo; ca. 8 km NW of Islay",NA,NA,"V0080803F","V0080803F_01",NA,"Islay","-72.05","-16.92",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"103","2015-03-13 18:49:55-03","F","FMNH-SEEDPLANTS","V0240031F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,"V0240031F","V0240031F_01",NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"104","2015-03-13 18:49:55-03","F","FMNH-SEEDPLANTS","V0240032F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,"V0240032F","V0240032F_01",NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"105","2019-01-25 15:42:20-02","IAC","IAC","19897","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Gaya","pilosa","Gaya pilosa","K.Schum.","C. Aranha","H.P. Fischer","s/nº","1968","05","18",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa",NA,"Época de floração - Abril-Maio",NA,NA,NA,"Campinas","-47.077171","-22.870251","-47.077171","-22.870251","1968","05","21",NA,NA,NA,NA,NA,NA,NA
"106","2019-01-25 15:42:20-02","IAC","IAC","21519","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Gaya","pilosa","Gaya pilosa","K.Schum.","C. Aranha","M.H. Sugimori","s/nº","1970","10","15",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Campinas","-47.0608","-22.9056","-47.0608","-22.9056","1970","10","15",NA,NA,NA,NA,NA,NA,NA
"107","2019-01-25 15:42:20-02","IAC","IAC","23988","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Gaya","pilosa","Gaya pilosa","K.Schum.","A.S. Lima","A.S. Lima","s/nº","1943","04","07",NA,"Brasil","São Paulo","IAC",NA,"Material recebido da Seção de Plantas Téxteis sob n.27",NA,NA,NA,"Campinas","-47.0608","-22.9056","-47.0608","-22.9056","1943","04","07",NA,NA,NA,NA,NA,NA,NA
"108","2019-01-25 15:42:20-02","IAC","IAC","25113","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Gaya","pilosa","Gaya pilosa","K.Schum.","H.F. Leitão Filho & C. Aranha","s/col.","s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968","08","12",NA,NA,NA,NA,NA,NA,NA
"109","2019-01-25 15:42:20-02","IAC","IAC","4603","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Gaya","pilosa","Gaya pilosa","K.Schum.","A. Krapovickas","J. Aloisi Sobrinho","s/nº","1939","08","04",NA,"Brasil","São Paulo","Fazenda Monte D#?# Este",NA,NA,NA,NA,NA,"Campinas","-47.0608","-22.9056","-47.0608","-22.9056","1968","05","04",NA,NA,NA,NA,NA,NA,NA
"110","2019-01-25 15:42:20-02","IAC","IAC","536","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Gaya","pilosa","Gaya pilosa","K.Schum.","E.P. Killip","W.G. Houk & J. Santoro","s/nº","1936","05","13",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa",NA,NA,NA,NA,NA,"Campinas","-47.077171","-22.870251","-47.077171","-22.870251","1937","09","13",NA,NA,NA,NA,NA,NA,NA
"111","2019-01-25 15:42:20-02","IAC","IAC","591","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Gaya","pilosa","Gaya pilosa","K.Schum.","A. Krapovickas","J. Santoro","s/nº","1936","05","29",NA,"Brasil","São Paulo","Jardim Guanabara",NA,NA,NA,NA,NA,"Campinas","-47.0608","-22.9056","-47.0608","-22.9056","1987","01","17",NA,NA,NA,NA,NA,NA,NA
