"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","stateProvince","locality","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","relatedCatalogItem"
"149","2009-09-17 20:25:00-03","MO","MOBOT","2515706","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P. Sm.) Planchuelo & E. Fuentes",NA,"Harley H. Bartlett","1943","12","17","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bartlett 21221","Colonia","Artilleros",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reineckianus",NA
"150","2012-05-01 15:54:00-03","MO","MOBOT","3197859","PreservedSpecimen","Plantae","Fabaceae","Lupinus","heptaphyllus","Lupinus heptaphyllus","(Vell.) Hassl.","Brollo","Abelardo C. Vegetti|José F. Pensiero","1986","12","10","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vegetti 872","Santa Fé","Florencia.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","14066","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","G. Hatschbach","Cordeiro, J.",NA,NA,NA,"Brasil","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,"Paraná","Borda do Campo","Arbusto 1,30 m, flor lilás.;",NA,"América do Sul",NA,NA,"Tracheophyta","Fabales","17116","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"152","2018-09-12 14:48:12-03","UNIOESTE","UNOP","3596","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Ferreira, P.C.","Ferreira, P.C.; Brotto, M.L.; Lozano, E.D.; Germani, A.F.; Brotto, M.L.; Lozano, E.D.; Germani, A.F.","2015","10","02","Brasil","Piraquara","-49.033056","-25.511111","-49.033056","-25.511111","897","897",NA,NA,"22","Paraná","Mananciais da Serra, próximo ao reservatório Piraquara 2","Arbusto, 1,50m, flores roxas. Em campo úmido, na beira da estrada.",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,"10","08",NA,NA,NA,NA,NA,NA
"153","2020-08-31 09:16:06-03","INPA","INPA","139166","S","Plantae","Leguminosae-Pap","Lupinus","gibertianus","Lupinus gibertianus berroanus","(C.P.Sm.) Planchuelo & E.Fuentes","Lima, HC de","Lima, HC de","1985","01","17","Brasil","Rezende","-44.4467010498047","-22.468900680542",NA,NA,"2400","2400","INPA0139166","INPA0139166 INPA0139166_e","2545","Rio de Janeiro","Parque Nacional de Itatiaia, estrada para Prateleira",NA,NA,"Southern America",NA,NA,"Dicotyledon Rosids","Fabales","36089","auto","1985",NA,NA,NA,NA,NA,NA,NA,"berroanus",NA
"154","2020-08-31 09:16:06-03","INPA","INPA","201069","S","Plantae","Leguminosae-Pap","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Hatschbach, GG","Cordeiro, J","1996","10","24","Brasil","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"INPA0201069","INPA0201069 INPA0201069_e","1350","Paraná","Borda do Campo.",NA,NA,"Southern America",NA,NA,"Dicotyledon Rosids","Fabales","17116","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-08-31 09:16:06-03","INPA","INPA","139166","S","Plantae","Leguminosae-Pap","Lupinus","gibertianus","Lupinus gibertianus berroanus","(C.P.Sm.) Planchuelo & E.Fuentes","Lima, HC de","Lima, HC de","1985","01","17","Brasil","Rezende","-44.4467010498047","-22.468900680542",NA,NA,"2400","2400","INPA0139166","INPA0139166 INPA0139166_e","2545","Rio de Janeiro","Parque Nacional de Itatiaia, estrada para Prateleira",NA,NA,"Southern America",NA,NA,"Dicotyledon Rosids","Fabales","36089","auto","1985",NA,NA,NA,NA,NA,NA,NA,"berroanus",NA
"156","2020-06-15 15:30:43-03","UNESP-RC","HRCB","64944","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Marcusso, G.M.","Grupo Verde",NA,NA,NA,"Brasil","Itatiaia","-44.690944","-22.378861","044°41'27.4W","22°22'43,9S",NA,NA,NA,NA,NA,"Rio de Janeiro","Parque Nacional do Itatiaia. Parte Alta do PARNA do Itatiaia. Estrada entre a Portaria e o Abrigo Rebouças.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-18 11:40:13-03","UERJ","HRJ","12753","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","I.S. Matos","I.S. Matos","2015","10","26","Brasil","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"HRJ00012437",NA,"157","Rio de Janeiro","Parque Nacional do Itatiaia.",NA,NA,NA,NA,NA,NA,NA,"19648","auto","2015",NA,"10","26",NA,NA,NA,NA,NA,NA
"158","2020-11-18 11:40:13-03","UERJ","HRJ","12888","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Ilaine Matos","I.S.Matos","2015","10","26","Brasil","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"HRJ00011946",NA,"157","Rio de Janeiro","Trilha para o Morro do Couto.","Flores lilases Habito: Subarbusto",NA,NA,NA,NA,NA,NA,"19648","auto","2017",NA,"06","30",NA,NA,NA,NA,NA,NA
"159","2020-09-12 05:00:02-03","US","US","2122160","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"T. Pederson","1946","9","4","Argentina",NA,NA,NA,NA,NA,NA,NA,"US02289639",NA,"1","Corrientes","Corrientes: Estancia. Santa Teresa.",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"160","2020-09-12 05:00:02-03","US","US","2141717","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"R. Reitz","1952","1","24","Brazil",NA,NA,NA,NA,NA,"1000",NA,"US02289563","US02289563_01","4313","Santa Catarina","Capetinga, Chapecó, S. Cat.",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"161","2020-09-12 05:00:02-03","US","US","2196326","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"A. E. Burkart","1954","10","20","Argentina",NA,NA,NA,NA,NA,NA,NA,"US02289641","US02289641_01","19620","Misiones","Misiones: Parada Leis [interpreted]",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"162","2020-09-12 05:00:02-03","US","US","1043714","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"S. Venturi","1903","10","26","Argentina",NA,NA,NA,NA,NA,NA,NA,"US02289638",NA,"92","Chaco","Chaco Santafecino. Mocovi",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"163","2020-09-12 05:00:02-03","US","US","2454594","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"L. Smith & R. Reitz","1965","1","5","Brazil",NA,"-49.93","-28.35",NA,NA,"1200","1300","US02289560","US02289560_01","14328","Santa Catarina","Mun. São Joaquim: 10 km south of São Joaquim",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"164","2020-09-12 05:00:02-03","US","US","3470908","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"R. C. Molon & J. Bordin","2004","9","4","Brazil",NA,NA,NA,NA,NA,"700",NA,"US02289556","US02289556_01","1","Rio Grande do Sul","RS - Mun. de Flores da Cunha",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"165","2020-09-12 05:00:02-03","US","US","2449288","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"L. Smith, R. Reitz & O. Sufridini","1956","12","29","Brazil",NA,NA,NA,NA,NA,"900","1000","US02289562","US02289562_01","9625","Santa Catarina","Mun. Dionísio Cerqueira: ruderal, 2 km west of Rio Capetinga on the road to Dionísio Cerqueira",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"166","2020-09-12 05:00:02-03","US","US","3424694","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"A. Kegler","2000","9","2","Brazil",NA,NA,NA,NA,NA,"780",NA,"US02289558","US02289558_01","1036","Rio Grande do Sul","RS - Mun. de Caxias do Sul - N. Sra. da Saúde",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"167","2020-09-12 05:00:02-03","US","US","2449284","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"L. Smith & R. Reitz","1957","1","16","Brazil",NA,NA,NA,NA,NA,"1200",NA,"US02289555","US02289555_01","10135","Santa Catarina","Mun. São Joaquim: campo, source of Rio Capivaras, Serra do Oratório, 10 km east of Bom Jardim da Serra (Cambajuva)",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"168","2020-09-12 05:00:02-03","US","US","1546681","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"S. Venturi","1923","11","11","Argentina",NA,NA,NA,NA,NA,"500",NA,"US02289647",NA,"2485","Tucuman","Provincia de Tucumán, (R.A.). Departamento Monteros. [illegible text]",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"169","2020-09-12 05:00:02-03","US","US","2449402","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"L. Smith & R. M. Klein","1957","2","22","Brazil",NA,NA,NA,NA,NA,"900","1000","US02289561","US02289561_01","11650","Santa Catarina","Mun. Dionísio Cerqueira: Ruderal, 3 km west of Rio Capetinga between Campo Erê and Dionísio Cerqueira",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"170","2020-09-12 05:00:02-03","US","US","2928282","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"A. E. Burkart, N. M. Bacigalupo, E. R. Guaglianone, M. Múlgura & E. A. Ulibarri","1974","12","17","Argentina",NA,NA,NA,NA,NA,NA,NA,"US02289646","US02289646_01","30888","Corrientes","Corrientes: Dpto. Concepción, Carambola",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"171","2020-09-12 05:00:02-03","US","US","3427035","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"L. Scur","1999","12","18","Brazil",NA,NA,NA,NA,NA,"780",NA,"US02289559","US02289559_01","324","Rio Grande do Sul","RS - Mun. de Caxias do Sul - Hotel Samuara",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"172","2020-09-12 05:00:02-03","US","US","2892587","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"T. M. Petersen","1964","10","8","Argentina",NA,NA,NA,NA,NA,NA,NA,"US02289643",NA,"7073","Corrientes","Itatí. Prov. Corrientes",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"173","2020-09-12 05:00:02-03","US","US","2249983","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"L. Smith, R. Reitz & O. Sufridini","1956","12","26","Brazil",NA,NA,NA,NA,NA,"900","1000","US02289566","US02289566_01","9479","Santa Catarina","Mun. Chapecó: Campo, Fazenda Campo São Vicente, 24 km west of Campo Erê",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"174","2020-09-12 05:00:02-03","US","US","3199936","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"R. M. Klein","1963","10","31","Brazil",NA,NA,NA,NA,NA,"950",NA,"US02289565","US02289565_01","4312","Santa Catarina","São José do Cerrito",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"175","2020-09-12 05:00:02-03","US","US","3444214","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"E. Boldo","2002","10","14","Brazil",NA,NA,NA,NA,NA,"1050",NA,"US02289557","US02289557_01","09","Rio Grande do Sul","RS - Mun. de São José dos Ausentes- Faz. Guazeli",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"176","2020-09-12 05:00:02-03","US","US","1546905","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"S. Venturi","1926","1","23","Argentina",NA,NA,NA,NA,NA,"2500",NA,"US02289642","US02289642_01","10444","Jujuy","Provincia de Jujuy< (R.A.). Departamento Tumbaya. Volcan",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"177","2020-09-12 05:00:02-03","US","US","2449306","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"L. Smith & R. Reitz","1956","12","25","Brazil",NA,NA,NA,NA,NA,"500","600","US02289564","US02289564_01","9253","Santa Catarina","Mun. Xanxerê: Margin of pinheiral, near Antas, 3 km west of Abelardo Luz",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"178","2020-09-12 05:00:02-03","US","US","2932076","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"N. Troncoso & N. M. Bacigalupo","1980","10","23","Argentina",NA,NA,NA,NA,NA,NA,NA,"US02289640",NA,"2880","Entre Rios","Entre Rios: Depto.: Gualeguaychú, Brazo Largo",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"179","2020-09-12 05:00:02-03","US","US","2932075","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"A. E. Burkart","1965","11","8","Argentina",NA,NA,NA,NA,NA,NA,NA,"US02289645",NA,"25960","Entre Rios","Argentina, Prov. Entre Rios: Concordia",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"180","2020-09-12 05:00:02-03","US","US","2742933","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"L. Smith & R. M. Klein","1964","12","7","Brazil",NA,"-53.13","-26.37",NA,NA,"900","1000","US02289222","US02289222_01","13796","Santa Catarina","Mun. Campo Erê: ruderal, 17 km west of Campo Erë",NA,NA,"South America",NA,NA,NA,"Rosales",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"181","2020-09-02 16:28:01-03","Cenargen","CEN","82772","PreservedSpecimen","Plantae","Fabaceae Faboideae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","E. Strang","E. Strang","1966","12","30","Brasil","ITATIAIA","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"CEN00082772","CEN00082772","768","RJ","Abrigo rebouças","Doação do HERBARIUM BRADEANUM HB 45623 - Rio de Janeiro - Brasil",NA,NA,"Exsicatas",NA,NA,NA,"19648","auto","1966",NA,"12",NA,"1",NA,NA,NA,NA,NA
"182","2020-09-02 16:28:01-03","Cenargen","CEN","89868","PreservedSpecimen","Plantae","Fabaceae Faboideae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","B. M. T. Walter","José Francisco Montenegro Valls","1989","11","30","Brasil","BOM JARDIM DA SERRA","-49.624698638916","-28.3369007110596",NA,NA,"1250","1250","CEN00089868","CEN00089868","12142","SC","Cascata da Barrinha, logo a leste de Bom Jardim da Serra.",NA,NA,NA,"Exsicatas",NA,NA,NA,"32577","auto","2018",NA,"04",NA,"6",NA,NA,NA,NA,NA
"183","2019-12-09 17:29:56-03","UFPR","EFC","16938","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Cordeiro, J. & Barboza, E.","Caxambu, M.G. & Siqueira, E.L.","2009","10","16","Brasil","Ponta Grossa","-49.9696","-25.1765","-49.9696","-25.1765","866","866","EFC016938",NA,"2710","Paraná","Buraco do Padre","Arbusto heliófito, piloso, com 1,80 m; frutos imaturos verdes, pilosos; flores roxas, apresentando estandarte roxo com centro alvo; orla de capão; relevo ondulado",NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-13 11:22:32-03","USP","SPF","222852","PreservedSpecimen","Plantae","Leguminosae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Cordeiro, J; Barboza, E","Caxambu, MG","2009","10","16","Brasil","Ponta Grossa","-49.969456","-25.1764","-49.969456","-25.1764","866","866","SPF00222852",NA,"2710","Paraná","Buraco do Padre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-13 11:22:32-03","USP","SPF","65383","PreservedSpecimen","Plantae","Leguminosae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P.Sm.) Planchuelo & E.Fuentes","Planchuelo, AM","Krapovickas, A","1988","09","25","Argentina","Paso de la Patria",NA,NA,NA,NA,NA,NA,"SPF00065383",NA,"42745","Corrientes",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,"reineckianus",NA
"186","2019-11-13 11:22:32-03","USP","SPF","65383","PreservedSpecimen","Plantae","Leguminosae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P.Sm.) Planchuelo & E.Fuentes","Planchuelo, AM","Krapovickas, A","1988","09","25","Argentina","Paso de la Patria",NA,NA,NA,NA,NA,NA,"SPF00065383",NA,"42745","Corrientes",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,"reineckianus",NA
"187","2020-05-08 11:12:43-03","UEFS","HUEFS","9877","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,"Silva, J.M.","1989","11","24","Brasil","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"HUEFS0009877",NA,"737","Paraná",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","46557","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-05-08 11:12:43-03","UEFS","HUEFS","14342","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,"Cordeiro, J.","1992","11","19","Brasil","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"HUEFS0014342",NA,"940","Paraná",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","25228","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-05-08 11:12:43-03","UEFS","HUEFS","184243","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,"Strang, E.","1966","12","30","Brasil",NA,NA,NA,NA,NA,NA,NA,"HUEFS0184243",NA,"768","Rio de Janeiro","Itatiaia Abrigo Rebouças.",NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-05-08 11:12:43-03","UEFS","HUEFS","208072","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,"Cervi, A.C.","2013","11","06","Brasil","Urupema","-49.858889","-27.923611","49W51'32''","27S55'25''","1720","1720","HUEFS0208072",NA,"10022","Santa Catarina","Morro das Antenas.",NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-05-08 11:12:43-03","UEFS","HUEFS","210760","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,"Cervi, A.C.","2013","11","06","Brasil","Urupema","-49.855278","-27.9275","49W51'19''","27S55'39''","1561","1561","HUEFS0210760",NA,"10141","Santa Catarina","Cachoeira que congela.",NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-05-08 11:12:43-03","UEFS","HUEFS","251238","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,"Moreira, M.M.","2018","10","24","Brasil","Resende","-44.704444","-22.374167","44W42'16''","22S22'27''","2437","2437","HUEFS0251238",NA,"292","Rio de Janeiro","Parque Nacional do Itatiaia. Planalto do Itatiaia. Na borda da estrada, entre o Posto Marcão e o Abrigo Rebouças.",NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-05-08 11:12:43-03","UEFS","HUEFS","250544","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,"Silva, W.B.da","2018","02","20","Brasil","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"240","240","HUEFS0250544",NA,"50","Rio de Janeiro","Parque Nacional de Itatiaia. Lado direito da estrada no sentido de quem vai para o posto Marcão, em frente a casa abandonada. Subindo para a pedra do camelo.",NA,NA,NA,NA,NA,"Angiospermae","Fabales","19648","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-05-08 11:12:43-03","UEFS","HUEFS","253446","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","heptaphyllus","Lupinus heptaphyllus","(Vell.) Mart.",NA,"Salimena, F.R.","2010","09","25","Brasil","Aiuruoca","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,"HUEFS0253446",NA,"2826","Minas Gerais","Pq. Estadual da Serra do Papagaio. Estrada para a Cachoeira dos Garcias.",NA,NA,NA,NA,NA,"Angiospermae","Fabales","27460","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-05-08 11:12:43-03","UEFS","HUEFS","199037","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lupinus","heptaphyllus","Lupinus heptaphyllus","Hassl.",NA,"Guedes, R.","1994","09","13","Brasil","Itatiaia","-44.566667","-22.25","44W34'0''","22S15'0''",NA,NA,"HUEFS0199037",NA,"2417","Rio de Janeiro","Parque Nacional do Itatiaia, Planalto de Itatiaia.",NA,NA,NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-01-25 15:40:54-02","IAC","IAC","11019","S","Plantae","Fabaceae","Lupinus","heptaphyllus","Lupinus heptaphyllus","(Vell.) Hassl.","A.K. Pastorek","A.G. Schulz","1947","09","30","Argentina","Colonia Benítez","-58.8397","-27.3689","-58.8397","-27.3689",NA,NA,NA,NA,"6743","Chaco","Colonia Benitz","Material recebido da Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,"05","30",NA,NA,NA,NA,NA,NA
"197","2019-01-25 15:40:54-02","IAC","IAC","21661","S","Plantae","Fabaceae","Lupinus","heptaphyllus","Lupinus heptaphyllus","(Vell.) Hassl.","L.A. Mroginski","L.A. Mroginski","1970","09","28","Argentina","San Miguel","-57.6","-28.0167","-57.6000","-28.0167",NA,NA,NA,NA,"3","Corrientes","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970",NA,"09","28",NA,NA,NA,NA,NA,NA
"198","2020-07-23 12:07:41-03","CEPLAC","CEPEC","54476","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus",NA,"R. Monteiro","G. Hatschbach","1969","10","26","Brasil","clevelandia","-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,NA,NA,"22709","Paraná","Marg. da estr.",NA,NA,NA,NA,NA,NA,NA,"30860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1985"
"199","2020-07-23 12:07:41-03","CEPLAC","CEPEC","48640","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus",NA,"G. Hatschbach","J. M. Silva","1989","11","24","Brasil","ponta grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"737","Paraná","Buraco do padre.",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1990"
"200","2020-07-23 12:07:43-03","CEPLAC","CEPEC","70599","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus",NA,"G. Hatschbach","J. M. Silva","1981","10","07","Brasil","ponta grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"1546","Paraná","Itaiacoca. Zona de campo. Beira da estrada.",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996"
