"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","stateProvince","locality","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","relatedCatalogItem"
"50","2019-08-27 13:29:33-03","IAP","PACA-AGP","46904","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Emrich-Rambo","Rambo, B.","1950","04","17","Brasil","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"PACA046904",NA,NA,"RS",NA,"Habitat: in arenosis dumetosis Fenofase: flor",NA,NA,NA,NA,"Magnoliophyta","Fagales","41667","auto","1954","Magnoliatae","08","16",NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:29:33-03","IAP","PACA-AGP","54582","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Emrich-Rambo","Rambo, B.","1954","01","01","Brasil","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA054582",NA,NA,"RS","Faz. Englert","SEM MATERIAL Habitat: in campestribus graminosis Fenofase: fruto",NA,NA,NA,NA,"Magnoliophyta","Fagales","76715","auto","1955","Magnoliatae","11","22",NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:29:33-03","IAP","PACA-AGP","86564","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","A. Sehnem","Sehnem, A.","1970","08","20","Brasil","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"50","50","PACA086564",NA,"11164","RS","Morro do Espelho","flores lilases, pé 1m de altura, ramificado Habitat: ad viam in declinio argiloso rubro",NA,NA,NA,NA,"Magnoliophyta","Fagales","10287","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:29:33-03","IAP","PACA-AGP","55208","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Burkart","Reitz, R.","1952","01","24","Brasil","Chapecó","-52.6183013916016","-27.096399307251",NA,NA,NA,NA,"PACA055208",NA,"4313","SC","Capetinga","Habitat: in campestribus Fenofase: flor",NA,NA,NA,NA,"Magnoliophyta","Fagales","22671","auto","1953","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"54","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023303","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,"A. Krapovickas","1988","9","25","Argentina",NA,"-58.583328","-27.31667",NA,NA,NA,NA,NA,NA,"42745","Corrientes","Paso de la Patria.","Flor azul.",NA,NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023302","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","G. Hatschbach","J. M. Silva; V. Nicolack","1989","11","24","Brazil",NA,"-50.15","-25.0833",NA,NA,NA,NA,NA,NA,"737","Parana","Buraco do Padre (mun. Ponta Grossa).","Sublenhosa, 70 cm, flor azul.",NA,NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023304","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","R. Barneby","R. Wasum; et al","1991","10","2","Brazil",NA,"-51.25","-29.183333",NA,NA,"750",NA,NA,NA,"7970","Rio Grande do Sul","Caxias do Sulm estrada para Forqueta.",NA,NA,NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:36:49-03","UFJF","CESJ","58128","PreservedSpecimen","Plantae","Fabaceae","Lupinus","heptaphyllus","Lupinus heptaphyllus","(Vell.) Hassl.","V.F. Mansano","F.R.G. Salimena; L. Menini Neto; P.H. Nobre","2010","09","25","Brasil","Aiuruoca","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,"CESJ058128",NA,"2826","Minas Gerais","Parque Estadual da Serra do Papagaio, Estrada para a Cachoeira dos Garcias.","Arbusto ca. 80cm, flores roxas com manchas brancas e azuis. Frutos imaturos verdes. Em borda de barranco.",NA,"América do Sul",NA,NA,"Angiosperma",NA,"27460","auto","2014",NA,"01","08",NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:36:49-03","UFJF","CESJ","28020","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","A.G.Sch","A.G.Sch","1947","09","30","Argentina",NA,NA,NA,NA,NA,NA,NA,"CESJ028020",NA,"6743",NA,"Colonia Benitz","Material recebido da Argentina.",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:30:49-03","UNICAMP","UEC","165388","S","Plantae","Fabaceae","Lupinus","heptaphyllus","Lupinus heptaphyllus","(Vell.) Hassl.","Fortuna-Perez, AP","Meireles, LD; Nunes, JA","2006","05","04","Brazil","Passa Quatro","-44.893222","-22.442056","-44.893222","-22.442056","1974","2037","UEC028769","UEC028769","2304","Minas Gerais","serra fina, capim amarelo (médio)","Erva com flor lilás-escuro e frutos amarronzados; campo de nifelina",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:30:49-03","UNICAMP","UEC","165390","S","Plantae","Fabaceae","Lupinus","heptaphyllus","Lupinus heptaphyllus","(Vell.) Hassl.","Fortuna-Perez, AP","Meireles, LD; Nunes, JA; Neto, JOC; Cordeiro, TR","2007","08","31","Brazil","Passa Quatro","-44.815167","-22.41775","-44.815167","-22.41775","2463","2463","UEC028768","UEC028768","3306","Minas Gerais","serra fina, caminho para cupim do boi","subarbusto, cc. 60cm, flores azuis; campo de nifelina",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-06 09:55:33-03","UFOP","OUPR","19843","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Plant List","Badini, J.","1980","05","23","Brasil","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.","Minas Gerais","Falcão","Beira de estrada. Erva. Flores azul-violáceas",NA,NA,NA,NA,NA,NA,"44599","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-26 10:43:28-03","UDESC","LUSC","8299","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Brotto, M.L.","Silva, J.M.; Motta, J.T.","2014","10","07","Brasil","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"LUSC003584","LUSC003584","8639","Paraná","Caminho Trentino, margem da represa.",NA,NA,NA,NA,NA,NA,NA,"12577","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-01-17 11:25:25-02","PUCRS","MPUC","22288","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","M. Pinheiro dos Santos","M.R. Freitas","1988","09","18","Brasil","Uruguaiana","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA,"RS","Estação Experimental",NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"2001","Magnoliopsida","01","01","1",NA,NA,NA,NA,NA
"64","2019-01-17 11:25:25-02","PUCRS","MPUC","13689","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","S.T. Miotto",NA,"1991","09","08","Brasil","Viamão","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,"RS","Reserva Biológica de Itapuã","Rocha de arenito conglomerado, vegetação aberta, campo sujo, pastagens, solo arenoso e raso, seco (F:40)",NA,"South America",NA,NA,NA,"Fabales",NA,NA,NA,"Magnoliopsida",NA,NA,"1","250","350",NA,NA,NA
"65","2019-01-17 11:25:25-02","PUCRS","MPUC","229","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ir. Augusto",NA,"1943","09","07","Brasil","Viamão","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,"RS","Parque Saint#?#Hilaire",NA,NA,"South America",NA,NA,NA,"Fabales",NA,NA,"1943","Magnoliopsida","01","01","1",NA,NA,NA,NA,NA
"66","2019-01-17 11:25:25-02","PUCRS","MPUC","21308","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.",NA,NA,"1998","10","12","Brasil","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,"RS","Granja Guará",NA,NA,"South America",NA,NA,NA,"Fabales","93142","auto",NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA,NA,NA
"67","2019-01-17 11:25:25-02","PUCRS","MPUC","22289","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","M. Pinheiro dos Santos",NA,"1986","10","02","Brasil","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,"RS","Terreno baldio",NA,NA,"South America",NA,NA,NA,"Fabales","93142","auto","2001","Magnoliopsida","01","01","1",NA,NA,NA,NA,NA
"68","2019-01-17 11:25:25-02","PUCRS","MPUC","22290","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","M. Pinheiro dos Santos",NA,"1983","10","20","Brasil","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,"RS","Campo perto da Faculdade",NA,NA,"South America",NA,NA,NA,"Fabales","93142","auto","2001","Magnoliopsida","01","01","1",NA,NA,NA,NA,NA
"69","2019-01-17 11:25:25-02","PUCRS","MPUC","22287","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","M. Pinheiro dos Santos",NA,"1987","09","04","Brasil","Palmeira das Missões","-53.3135986328125","-27.8994007110596",NA,NA,NA,NA,NA,NA,NA,"RS",".",NA,NA,"South America",NA,NA,NA,"Fabales","33527","auto","2001","Magnoliopsida","01","01","1",NA,NA,NA,NA,NA
"70","2020-10-14 10:01:39-03","FURB","FURB","39921","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Cordeiro, J; Barbosa, E","Caxambu, M.G.; Siqueira, E.L.","2009","10","16","Brasil","Ponta Grossa","-49.9694445","-25.1763889","-49.9694445","-25.1763889","866","866","FURB03912","FURB03912","2710","Paraná","Buraco do Padre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-16 17:52:11-03","UCS","HUCS","43821","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Brotto, M.L.","Silva, J.M.","2014","10","07","Brasil","Piraquara","-49.036111","-25.508889","-49.036111","-25.508889","900","900",NA,NA,"8639","Paraná","Caminho Trentino","Subarbusto de 60cm, flor lilás.; Margem da represa , beira da estrada",NA,NA,NA,NA,"Angiospermae","Fabales",NA,NA,"2014",NA,"11","19",NA,NA,NA,NA,NA,NA
"72","2021-03-16 17:52:11-03","UCS","HUCS","24108","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Smith, S.F.","Molon, R.C.","2004","09","04","Brasil","Flores da Cunha","-51.1817016601562","-29.0289001464844",NA,NA,NA,NA,NA,NA,"1","Rio Grande do Sul",NA,"terreno baldio",NA,NA,NA,NA,"Angiospermae","Fabales","18321","auto","2004",NA,"12",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:52:11-03","UCS","HUCS","2689","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Galvani, F.R.","Galvani, F.R.","1986","09","15","Brasil","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"s.n.","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","93142","auto","1986",NA,"04","10",NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:52:11-03","UCS","HUCS","16635","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Ribas, O.S.","Scur, L.","2000","09","01","Brasil","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,NA,"810","Rio Grande do Sul","Desvio RIzzo","orça da capoeira",NA,NA,NA,NA,"Angiospermae","Fabales","49662","auto","2008",NA,"05","15",NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:52:11-03","UCS","HUCS","19819","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Smith, S.F.","Boldo, E.","2002","10","14","Brasil","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"1050","1050",NA,NA,"09","Rio Grande do Sul","FAzenda Guazeli","beira da estrada",NA,NA,NA,NA,"Angiospermae","Fabales","42598","auto","2003",NA,"04",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:52:11-03","UCS","HUCS","14773","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Smith, S.F.","Scur, L.","1999","12","18","Brasil","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,NA,"324","Rio Grande do Sul","Hotel Samuara","orla da capoeira",NA,NA,NA,NA,"Angiospermae","Fabales","49662","auto","2002",NA,"02",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-16 17:52:11-03","UCS","HUCS","16339","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Smith, S.F.","Kegler, A.","2000","11","02","Brasil","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,NA,"1036","Rio Grande do Sul","Nossa Sra da Saúde","orla da capoeira",NA,NA,NA,NA,"Angiospermae","Fabales","49662","auto","2001",NA,"09",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-16 17:52:11-03","UCS","HUCS","48245","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Pinheiro, M.","Pinheiro, M.","1999","10","29","Brasil","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,NA,NA,"180","Rio Grande do Sul","saída da cidade em direção a Lages Km 22 BR 166","Doação Herbário ICN 116827",NA,NA,NA,NA,"Angiospermae","Fabales","63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-16 17:52:11-03","UCS","HUCS","48244","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Pinheiro, M.","Pinheiro, M.","1999","10","29","Brasil","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,NA,NA,"176","Rio Grande do Sul","saída da cidade em direção a Lages Km 32 BR 166","Doação Herbário ICN 116824",NA,NA,NA,NA,"Angiospermae","Fabales","63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-16 17:52:11-03","UCS","HUCS","31954","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Ribas, O.S.","Marchett, F.","2007","11","01","Brasil","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"657","Rio Grande do Sul","Serra di Umbu","campo",NA,NA,NA,NA,"Angiospermae","Fabales","76715","auto","2009",NA,"09",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-16 17:52:11-03","UCS","HUCS","24374","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Ribas, O.S.","Marchett, F.","2004","10","30","Brasil","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,NA,"86","Rio Grande do Sul","Vila Seca","beira da estrada",NA,NA,NA,NA,"Angiospermae","Fabales","49662","auto","2008",NA,"05","15",NA,NA,NA,NA,NA,NA
"82","2019-06-27 10:25:08-03","UFES","VIES","12064","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Cordeiro, J.; Lozano, E.D.","Caxambu, M.G.; Siqueira, E.L.","2009","10","16","Brasil","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"866","866","VIES012064","VIES012064","2710","Paraná","Buraco do Padre.",NA,NA,NA,NA,NA,NA,NA,"46557","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-08-16 08:39:27-03","UTFPR","HCF","19656","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","M.L. Brotto","J.M. Silva","2014","10","07","Brasil","Piraquara","-49.036111","-25.508889","49°02'10 W","25°30'32 S","900","900",NA,NA,"8639","PR","Caminho Trentino, margem de represa","subarbusto de 60 cm de altura; flor lilás. Beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,"2014",NA,"11","19",NA,NA,NA,NA,NA,NA
"84","2019-08-16 08:39:27-03","UTFPR","HCF","8240","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","J. Cordeiro & E. Barboza","M.G. Caxambu","2009","10","16","Brasil","Ponta Grossa","-49.969556","-25.1765","49°58'10,4 W","25°10'35,4 S","866","866",NA,NA,"2710","PR","Buraco do Padre","arbusto heiófito, piloso, ca. 1,80 m. Frutos imaturos verdes, pilosos. Flores roxas, apresentando estandarte roxo com centro alvo. Orla de capão.",NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-16 08:39:27-03","UTFPR","HCF","21665","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","P.C. Ferreira","P.C. Ferreira","2015","10","02","Brasil","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"22","PR","Mananciais da Serra, próximo ao Reser","arbusto, 1,50 m, flores roxas. Em campo úmido, na beira da estrada.",NA,NA,NA,NA,NA,NA,"12577","auto","2015",NA,"10","08",NA,NA,NA,NA,NA,NA
"86","2020-12-07 11:51:14-03","UFSM","SMDB","18941","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Christ, A","Christ, A","2016","11","30","Brasil","Quaraí","-56.166667","-30.477556","-56.166667","-30.477556",NA,NA,"SMDB018941",NA,"326","Rio Grande do Sul",NA,"Herbácea com flores azuis. Coletada em morro pedregoso com solo arenoso próximo à beira da estrada",NA,NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-07 11:51:14-03","UFSM","SMDB","3571","S","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Barreto, I L","Machado, LAZ","1987","11","29","Brasil","Livramento",NA,NA,NA,NA,NA,NA,"SMDB003571",NA,"14A","Rio Grande do Sul","BR, entre Quaraí e Livramento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:26:56-03","MBM","MBM","407936","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ribas, O.S.","Scur, L.","2000","09","02","Brazil","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","MBM407936","MBM407936","810","Rio Grande do Sul","Desvio Rizzo","Em orla de capoeira.",NA,"Southern America",NA,NA,NA,NA,"49662","auto","2008",NA,"05",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:26:56-03","MBM","MBM","407937","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Ribas, O.S.","Marchett, F.","2004","10","31","Brazil","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","MBM407937","MBM407937","86","Rio Grande do Sul","Vila Seca","Na beira da estrada.",NA,"Southern America",NA,NA,NA,NA,"49662","auto","2008",NA,"05",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:26:56-03","MBM","MBM","386283","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Cordeiro, J.","Cordeiro, J.; Campos, F.; Campos, F.","2013","09","12","Brazil","Piraquara","-49.037172","-25.508969","-49.037172","-25.508969","900","900","MBM386283","MBM386283","5102","Paraná","Represa Piraquara II","Arbusto 1,6m; flores azuladas.; Margem do lago.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2013",NA,"11","25",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:26:56-03","MBM","MBM","386434","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Barboza, E.","Barboza, E.; Cordeiro, J.; Silva, J.M.; Motta, J.T.; Cordeiro, J.; Silva, J.M.; Motta, J.T.","2013","10","30","Brazil","Garuva","-48.979083","-26.032306","-48.979083","-26.032306","1350","1350","MBM386434","MBM386434","4058","Santa Catarina","Campos do Quiriri","Subarbusto 60cm, flor lilás.; Refúgio Vegetacional Altomontano (campo de altitude).",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2013",NA,"12","03",NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:26:56-03","MBM","MBM","386434","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Barboza, E.","Barboza, E.; Cordeiro, J.; Silva, J.M.; Motta, J.T.; Cordeiro, J.; Silva, J.M.; Motta, J.T.","2013","10","30","Brazil","Garuva","-48.979083","-26.032306","-48.979083","-26.032306","1350","1350","MBM386434","MBM386434","4058","Santa Catarina","Campos do Quiriri","Subarbusto 60cm, flor lilás.; Refúgio Vegetacional Altomontano (campo de altitude).",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2013",NA,"12","03",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:26:56-03","MBM","MBM","386961","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Cordeiro, J.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","06","Brazil","Urupema","-49.858778","-27.923478","-49.858778","-27.923478","1720","1720","MBM386961","MBM386961","10022","Santa Catarina","Morro das Antenas","Arbusto 1,10m. Flores azuis e frutos verdes.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2013",NA,"12","03",NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:26:56-03","MBM","MBM","386961","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Cordeiro, J.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","06","Brazil","Urupema","-49.858778","-27.923478","-49.858778","-27.923478","1720","1720","MBM386961","MBM386961","10022","Santa Catarina","Morro das Antenas","Arbusto 1,10m. Flores azuis e frutos verdes.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2013",NA,"12","03",NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:26:56-03","MBM","MBM","386971","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Cordeiro, J.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","06","Brazil","Urupema","-49.855342","-27.927572","-49.855342","-27.927572","1561","1561","MBM386971","MBM386971","10141","Santa Catarina","Cachoeira que Congela","Subarbusto de 50cm. Flores azuladas (roxas).",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2013",NA,"12","03",NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:26:56-03","MBM","MBM","386971","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Cordeiro, J.","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","06","Brazil","Urupema","-49.855342","-27.927572","-49.855342","-27.927572","1561","1561","MBM386971","MBM386971","10141","Santa Catarina","Cachoeira que Congela","Subarbusto de 50cm. Flores azuladas (roxas).",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2013",NA,"12","03",NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:26:56-03","MBM","MBM","387528","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Cordeiro, J.","Motta, J.T.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.","2013","09","23","Brazil","Coronel Domingos Soares","-52","-26.334458","-52","-26.334458","1077","1077","MBM387528","MBM387528","4089","Paraná","Estrada de Palmas à Cel. Domingos Soares","Arbusto de 50cm; flores lilases.; À margem de estrada.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2014",NA,"02","05",NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:26:56-03","MBM","MBM","393187","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Brotto, M.L.","Silva, J.M.; Motta, J.T.; Motta, J.T.","2014","10","07","Brazil","Piraquara","-49.036111","-25.508889","-49.036111","-25.508889","900","900","MBM393187","MBM393187","8639","Paraná","Caminho Trentino, margem da represa","Subarbusto de 60cm de altura; flor lilás.; Beira da estrada.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2014",NA,"11","19",NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:26:56-03","MBM","MBM","400281","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P. Sm.","Cordeiro, J.","Cordeiro, J.; Barboza, E.; Barboza, E.","2012","07","06","Brazil","Piraquara","-49.026583","-25.507292","-49.026583","-25.507292","917","917","MBM400281","MBM400281","4670","Paraná","SANEPAR","Subarbusto de 95cm de altura; frutos maduros.; Campo sujo.",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2012",NA,"10",NA,NA,NA,NA,NA,NA,NA
